"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6158-1.id.csv";"peptide.count.P6158-2.id.csv";"spectra.count.P6158-1.id.csv";"spectra.count.P6158-2.id.csv";"dNSAF.P6158-1.id.csv";"dNSAF.P6158-2.id.csv"
"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";2;2;0,000348324972437855;2;NA;2;NA;0,000772544025269472;NA
"P61247";"P61247";"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";2;2;0,00331304547648278;NA;2;NA;2;NA;0,0108958246874507
"P62244";"P62244";"P62244";"RS15A_HUMAN";"40S ribosomal protein S15a";"RPS15A";2;4;0,0134560616275608;2;2;2;2;0,0149219849803973;0,0221269055191306
"P62701";"P62701";"P62701";"RS4X_HUMAN";"40S ribosomal protein S4, X isoform";"RPS4X";2;2;0,00332564260757207;NA;2;NA;2;NA;0,0109372536786577
"P62750";"P62750";"P62750";"RL23A_HUMAN";"60S ribosomal protein L23a";"RPL23A";2;2;0,00560669234481701;NA;2;NA;2;NA;0,0184390879326088
"P62805";"P62805";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4F,HIST1H4L,HIST1H4H,HIST2H4B,HIST1H4I,HIST1H4B,HIST1H4A,HIST1H4E,HIST4H4,HIST2H4A,HIST1H4C,HIST1H4K,HIST1H4D,HIST1H4J";2;2;0,00849168937661605;2;NA;2;NA;0,0188335732762295;NA
"P62829";"P62829";"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";2;3;0,009371185776337;2;1;2;1;0,0138561289103689;0,010273206133882
"P62906";"P62906";"P62906";"RL10A_HUMAN";"60S ribosomal protein L10a";"RPL10A";2;3;0,00604592630731419;2;NA;3;NA;0,0134091570100344;NA
"P62910";"P62910";"P62910";"RL32_HUMAN";"60S ribosomal protein L32";"RPL32";2;2;0,0064788444873441;NA;2;NA;2;NA;0,0213073904999035
"Q01105-1,Q01105-2,Q01105-3,Q01105-4";"Q01105-1,Q01105-2,Q01105-3,Q01105-4";"Q01105-[1-4]";"SET_HUMAN";"Protein SET";"SET";2;2;0,000754003453268494;2;NA;2;NA;NA;NA
"Q01650";"Q01650";"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";2;3;0,00258770415914631;1;2;1;2;0,00191307499748683;0,00567356551772579
"Q02543";"Q02543";"Q02543";"RL18A_HUMAN";"60S ribosomal protein L18a";"RPL18A";2;4;0,00993913642944833;2;2;2;2;0,0110219207241571;0,016343737031176
"Q07021";"Q07021";"Q07021";"C1QBP_HUMAN";"Complement component 1 Q subcomponent-binding protein, mitochondrial";"C1QBP";2;4;0,00620314897724435;2;2;2;2;0,00687892924628242;0,0102003465159113
"Q13151";"Q13151";"Q13151";"ROA0_HUMAN";"Heterogeneous nuclear ribonucleoprotein A0";"HNRNPA0";2;4;0,00573537052978002;2;2;2;2;0,00636019031951358;0,00943114005733434
"Q14103-1,Q14103-2,Q14103-3,Q14103-4";"Q14103-1,Q14103-2,Q14103-3,Q14103-4";"Q14103-[1-4]";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";2;3;0,00166305550396966;2;1;2;1;NA;NA
"Q16531";"Q16531";"Q16531";"DDB1_HUMAN";"DNA damage-binding protein 1";"DDB1";2;2;0,000767231584027591;2;NA;2;NA;0,00170162986618565;NA
"Q92692-1,Q92692-2";"Q92692-1,Q92692-2";"Q92692-[1,2]";"PVRL2_HUMAN";"Poliovirus receptor-related protein 2";"PVRL2";2;2;0,000812866176386109;2;NA;2;NA;NA;NA
"Q9Y230";"Q9Y230";"Q9Y230";"RUVB2_HUMAN";"RuvB-like 2";"RUVBL2";2;2;0,00188907992611545;2;NA;2;NA;0,0041897582018394;NA
"O00182-1,O00182-2";"O00182-1,O00182-2";"O00182-[1,2]";"LEG9_HUMAN";"Galectin-9";"LGALS9";2;3;0,00184783944885518;2;1;2;1;NA;NA
"O00231-1,O00231-2";"O00231-1,O00231-2";"O00231-[1,2]";"PSD11_HUMAN";"26S proteasome non-ATPase regulatory subunit 11";"PSMD11";1;1;0,000518154031866975;1;NA;1;NA;NA;NA
"O00571-1,O00571-2,O15523";"O00571-1,O00571-2,O15523";"O00571-[1,2], O15523";"DDX3X_HUMAN, DDX3Y_HUMAN, O15523";"ATP-dependent RNA helicase DDX3X, ATP-dependent RNA helicase DDX3Y, ATP-dependent RNA helicase DDX3Y [Homo sapiens] ";"DDX3X, DDX3Y";1;2;0,00044084879324166;1;1;1;1;0,00146958942988761;0,00217916493749013
"O14602,P47813";"O14602,P47813";"P47813, O14602";"IF1AX_HUMAN, IF1AY_HUMAN";"Eukaryotic translation initiation factor 1A, X-chromosomal, Eukaryotic translation initiation factor 1A, Y-chromosomal";"EIF1AX, EIF1AY";1;1;0,00151847917672127;1;NA;1;NA;0,0033678091101591;NA
"O15371";"O15371";"O15371";"EIF3D_HUMAN";"Eukaryotic translation initiation factor 3 subunit D";"EIF3D";1;1;0,000798032851999501;1;NA;1;NA;0,00176994347395223;NA
"O60814,P57053,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"O60814,P57053,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"O60814, P57053, P58876, P62807, Q5QNW6-[1,2], Q93079, Q99877, Q99879, Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN, H2BFS_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F, Histone H2B type F-S";"H2BFS, HIST1H2BD, HIST1H2BH, HIST1H2BI,HIST1H2BG,HIST1H2BC,HIST1H2BE,HIST1H2BF, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";1;4;0,00416497145614978;1;1;3;1;0,00721673380748379;0,00570733674104558
"O75526,P38159-1,P38159-3,Q8N7X1,Q96E39";"O75526,P38159-1,P38159-3,Q8N7X1,Q96E39";"O75526, P38159-[1,3], Q8N7X1, Q96E39";"RBMX_HUMAN, RMXL1_HUMAN, RMXL2_HUMAN, RMXL3_HUMAN";"RNA-binding motif protein, X-linked-like-2, RNA-binding motif protein, X-linked-like-3, RNA-binding motif protein, X chromosome, RNA binding motif protein, X-linked-like-1";"RBMX, RBMXL1, RBMXL2, RBMXL3";1;1;0,000166218929264814;NA;1;NA;1;NA;0,000777852276226872
"P00505";"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";1;1;0,00101702791371099;1;NA;1;NA;0,00225564889238563;NA
"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";1;1;0,00104873381989383;1;NA;1;NA;0,0023259688818365;NA
"P01889";"P01889";"P01889";"1B07_HUMAN";"HLA class I histocompatibility antigen, B-7 alpha chain";"HLA-B";1;1;0,0211412570460641;0;1;0;1;NA;0,0357575683113021
"P01892";"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";1;1;0,0509210551316942;0;1;0;1;NA;0,0827485644756527
"P01903";"P01903";"P01903";"DRA_HUMAN";"HLA class II histocompatibility antigen, DR alpha chain";"HLA-DRA";1;2;0,00344348033776163;1;1;1;1;0,00381861820364497;0,00566239708166727
"P04075-1";"P04075-1";"P04075-1";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";9;20;0,0260310716009361;8;8;10;10;NA;NA
"P04229,P13760,P13761,P20039,P79483,Q29974,Q30134,Q30154,Q30167,Q9TQE0";"P04229,P13760,P13761,P20039,P79483,Q29974,Q30134,Q30154,Q30167,Q9TQE0";"Q30167, Q30154, P13761, P13760, P04229, P20039, Q9TQE0, Q29974, P79483, Q30134";"2B11_HUMAN, 2B14_HUMAN, 2B17_HUMAN, 2B18_HUMAN, 2B19_HUMAN, 2B1A_HUMAN, 2B1B_HUMAN, 2B1G_HUMAN, DRB3_HUMAN, DRB5_HUMAN";"HLA class II histocompatibility antigen, DR beta 3 chain, HLA class II histocompatibility antigen, DR beta 5 chain, HLA class II histocompatibility antigen, DRB1-1 beta chain, HLA class II histocompatibility antigen, DRB1-10 beta chain, HLA class II histocompatibility antigen, DRB1-11 beta chain, HLA class II histocompatibility antigen, DRB1-16 beta chain, HLA class II histocompatibility antigen, DRB1-4 beta chain, HLA class II histocompatibility antigen, DRB1-7 beta chain, HLA class II histocompatibility antigen, DRB1-8 beta chain, HLA class II histocompatibility antigen, DRB1-9 beta chain";"HLA-DRB1, HLA-DRB3, HLA-DRB5";1;1;0,000164406768005912;1;NA;1;NA;0,000364634971325497;NA
"P04406-1";"P04406-1";"P04406-1";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";10;19;0,0248033374776681;9;6;12;7;NA;NA
"P05023-1,P05023-3,P05023-4";"P05023-1,P05023-3,P05023-4";"P05023-[1,3,4]";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";7;9;0,00128246921670301;3;6;3;6;NA;NA
"P05388";"P05388";"P05388";"RLA0_HUMAN";"60S acidic ribosomal protein P0";"RPLP0";3;4;0,005518258711618;3;1;3;1;0,00917913902579642;0,00453706264587851
"P05556-1";"P05556-1";"P05556-1";"ITB1_HUMAN";"Integrin beta-1";"ITGB1";6;6;0,00328813536011825;6;NA;6;NA;NA;NA
"P06733-1,P06733-2";"P06733-1,P06733-2";"P06733-[1,2]";"ENOA_HUMAN";"Alpha-enolase";"ENO1";2;4;0,00201530876910473;2;2;2;2;NA;NA
"P07237";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";1;1;0,000860870084440407;1;NA;1;NA;0,00190930910182248;NA
"P07910-1";"P07910-1";"P07910-1";"HNRPC_HUMAN";"Heterogeneous nuclear ribonucleoproteins C1/C2";"HNRNPC";1;1;0,00619301311290245;0;1;0;1;NA;NA
"P07954-1,P07954-2";"P07954-1,P07954-2";"P07954-[1,2]";"FUMH_HUMAN";"Fumarate hydratase, mitochondrial";"FH";1;1;0,000428747061662477;1;NA;1;NA;NA;NA
"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";2;3;0,00507390169105539;2;1;2;1;0,00625184453598596;0,00761503769592546
"P08865";"P08865";"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";1;1;0,00148244746744314;NA;1;NA;1;NA;0,00487541986014741
"P09622";"P09622";"P09622";"DLDH_HUMAN";"Dihydrolipoyl dehydrogenase, mitochondrial";"DLD";1;2;0,00171835757522879;1;1;1;1;0,00190555800339061;0,00282563626472198
"P09972";"P09972";"P09972";"ALDOC_HUMAN";"Fructose-bisphosphate aldolase C";"ALDOC";1;4;0,00520621432018722;1;1;2;2;0,00577338704598703;0,00856100511156837
"P10599-1,P10599-2";"P10599-1,P10599-2";"P10599-[1,2]";"THIO_HUMAN";"Thioredoxin";"TXN";1;1;0,00208248572807489;1;NA;1;NA;NA;NA
"P13164,Q01628,Q01629";"P13164,Q01628,Q01629";"Q01629, P13164, Q01628";"IFM1_HUMAN, IFM2_HUMAN, IFM3_HUMAN";"Interferon-induced transmembrane protein 1, Interferon-induced transmembrane protein 2, Interferon-induced transmembrane protein 3";"IFITM1, IFITM2, IFITM3";1;1;0,0011213384689634;NA;1;NA;1;NA;0,00368781758652176
"P16284-1,P16284-2,P16284-3,P16284-4,P16284-5,P16284-6";"P16284-1,P16284-2,P16284-3,P16284-4,P16284-5,P16284-6";"P16284-[1-6]";"PECA1_HUMAN";"Platelet endothelial cell adhesion molecule";"PECAM1";1;1;9,87628732826844e-05;1;NA;1;NA;NA;NA
"P16615-1,P16615-2,P16615-3,P16615-4,P16615-5";"P16615-1,P16615-2,P16615-3,P16615-4,P16615-5";"P16615-[1-5]";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";1;1;8,39389640874715e-05;1;NA;1;NA;NA;NA
"P17813-1,P17813-2";"P17813-1,P17813-2";"P17813-[1,2]";"EGLN_HUMAN";"Endoglin";"ENG";1;1;0,000332311552352376;1;NA;1;NA;NA;NA
"P18621-1,P18621-2,P18621-3";"P18621-1,P18621-2,P18621-3";"P18621-[1-3]";"RL17_HUMAN";"60S ribosomal protein L17";"RPL17";1;1;0,000792250005245882;1;NA;1;NA;NA;NA
"P22061-1,P22061-2";"P22061-1,P22061-2";"P22061-[1,2]";"PIMT_HUMAN";"Protein-L-isoaspartate(D-aspartate) O-methyltransferase";"PCMT1";1;2;0,00192652864711774;1;1;1;1;NA;NA
"P23396-1";"P23396-1";"P23396-1";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";5;10;0,0179967902426225;5;5;5;5;NA;NA
"P25205";"P25205";"P25205";"MCM3_HUMAN";"DNA replication licensing factor MCM3";"MCM3";1;1;0,000541240102593721;NA;1;NA;1;NA;0,00178001096379144
"P25705-1";"P25705-1";"P25705-1";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";15;22;0,0173979820320181;11;10;11;11;NA;NA
"P26641";"P26641";"P26641";"EF1G_HUMAN";"Elongation factor 1-gamma";"EEF1G";1;2;0,00200147369746328;1;1;1;1;0,00221951721676389;0,00329118731977915
"P27105-1";"P27105-1";"P27105-1";"STOM_HUMAN";"Erythrocyte band 7 integral membrane protein";"STOM";1;1;0,00151847917672127;1;NA;1;NA;NA;NA
"P28066-1";"P28066-1";"P28066-1";"PSA5_HUMAN";"Proteasome subunit alpha type-5";"PSMA5";1;2;0,00362922823979856;1;1;1;1;NA;NA
"P30048";"P30048";"P30048";"PRDX3_HUMAN";"Thioredoxin-dependent peroxide reductase, mitochondrial";"PRDX3";1;1;0,00170828907381143;1;NA;1;NA;0,00378878524892899;NA
"P30049";"P30049";"P30049";"ATPD_HUMAN";"ATP synthase subunit delta, mitochondrial";"ATP5D";1;2;0,00520621432018722;1;1;1;1;0,00577338704598703;0,00856100511156837
"P30050-1";"P30050-1";"P30050-1";"RL12_HUMAN";"60S ribosomal protein L12";"RPL12";2;2;0,00530087276237244;2;NA;2;NA;NA;NA
