"";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5772-3.id.csv";"peptide.count.P5772-4.id.csv";"spectra.count.P5772-3.id.csv";"spectra.count.P5772-4.id.csv";"dNSAF.P5772-3.id.csv";"dNSAF.P5772-4.id.csv";"Go.Cc"
"50";"P06744";"P06744-1,P06744-2";"G6PI_HUMAN";"Glucose-6-phosphate isomerase";"GPI";5;7;0,000567275782594805;3;4;3;4;NA;NA;"cytoplasm, cytosol, neuron projection, extracellular vesicular exosome, plasma membrane, nucleus, extracellular space"
"51";"P06748";"P06748-1,P06748-3";"NPM_HUMAN";"Nucleophosmin";"NPM1";6;10;0,00153809468750195;4;6;4;6;NA;NA;"ribonucleoprotein complex, cytosol, cytoplasm, nucleus, spindle pole centrosome, centrosome, nucleoplasm, nucleolus"
"52";"P06753";"P06753-2,P06753-3";"TPM3_HUMAN";"Tropomyosin alpha-3 chain";"TPM3";3;5;0,00103133296414604;3;2;3;2;NA;NA;"podosome, growth cone, stress fiber, filamentous actin, cortical cytoskeleton, extracellular vesicular exosome, cleavage furrow, muscle thin filament tropomyosin, cytosol, cytoskeleton"
"53";"P06899";"P06899,P23527,P33778,Q16778,Q8N257";"H2B1B_HUMAN, H2B1J_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN, H2B3B_HUMAN";"Histone H2B type 1-B, Histone H2B type 1-J, Histone H2B type 1-O, Histone H2B type 2-E, Histone H2B type 3-B";"HIST1H2BB, HIST1H2BJ, HIST1H2BO, HIST2H2BE, HIST3H2BB";1;2;0,000645999768750819;1;1;1;1;0,000680569319396538;0,000849575325253326;"extracellular space, nucleus, nucleosome, nucleoplasm"
"54";"P07195";"P07195";"LDHB_HUMAN";"L-lactate dehydrogenase B chain";"LDHB";5;10;0,00287701992819414;5;3;6;4;0,00407766260054072;0,00273492032848017;"cytosol, extracellular vesicular exosome, mitochondrion, cytoplasm"
"55";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";6;9;0,00160228289099613;5;4;5;4;0,0021100328308062;0,00168577151152628;"procollagen-proline 4-dioxygenase complex, endoplasmic reticulum lumen, endoplasmic reticulum-Golgi intermediate compartment, melanosome, extracellular vesicular exosome, extracellular region, plasma membrane, endoplasmic reticulum"
"56";"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";3;6;0,00864242933869339;3;3;3;3;0,0107431085975687;0,00988492371679883;"nucleus, nuclear envelope lumen, cytoskeleton, microtubule, cell body, cytosol, extracellular vesicular exosome"
"57";"P07737";"P07737";"PROF1_HUMAN";"Profilin-1";"PFN1";7;12;0,00775199722500983;5;6;5;7;0,00765640484321106;0,0107046490981919;"neuron projection, blood microparticle, cytoskeleton, synapse, nucleus, extracellular vesicular exosome, cytosol"
"58";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";8;15;0,000897221901042804;8;5;10;5;0,00141785274874279;0,000707979437711105;"GAIT complex, cytoplasm, cytosol, ribonucleoprotein complex"
"59";"P07900";"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";8;13;0,00132818258465845;6;7;6;7;NA;NA;"plasma membrane, cytosol, endocytic vesicle lumen, mitochondrion, extracellular region, nucleus, extracellular vesicular exosome, cytoplasm, melanosome"
"60";"P07910";"P07910-1,P07910-2,P07910-3,P07910-4";"HNRPC_HUMAN";"Heterogeneous nuclear ribonucleoproteins C1/C2";"HNRNPC";1;1;0,000110833293658229;1;NA;1;NA;NA;NA;"catalytic step 2 spliceosome, spliceosomal complex, nuclear chromatin, cytosol, nucleoplasm, extracellular vesicular exosome, nucleus, membrane, protein complex"
"61";"P08107";"P08107-1,P08107-2";"HSP71_HUMAN";"Heat shock 70 kDa protein 1A/1B";"HSPA1A,HSPA1B";1;2;0,000277236604770951;1;1;1;1;NA;NA;"blood microparticle, nucleus, endoplasmic reticulum, centriole, mitochondrion, aggresome, perinuclear region of cytoplasm, cytoplasm, cytosol, nuclear speck, extracellular vesicular exosome, inclusion body, ribonucleoprotein complex"
"62";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";8;13;0,0028887075294624;4;8;4;9;0,00234729759733603;0,00436312262037173;"extracellular vesicular exosome, cytoplasm, brush border membrane, basolateral plasma membrane, cell surface, apical plasma membrane, cytosol, inclusion body, mitochondrion, melanosome"
"63";"P08559";"P08559-1,P08559-2,P08559-3,P08559-4";"ODPA_HUMAN";"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial";"PDHA1";2;3;0,000173923014663682;1;2;1;2;NA;NA;"mitochondrial matrix, mitochondrion, nucleus, pyruvate dehydrogenase complex"
"64";"P08708";"P08708,P0CW22";"RS17_HUMAN, RS17L_HUMAN";"40S ribosomal protein S17, 40S ribosomal protein S17-like";"RPS17, RPS17L";3;5;0,0016748142152799;3;2;3;2;0,00238199261788788;0,00158587394047288;"extracellular vesicular exosome, cytosolic small ribosomal subunit, ribosome, cytosol"
"65";"P08727";"P08727";"K1C19_HUMAN";"Keratin, type I cytoskeletal 19";"KRT19";0;0;NA;0;0;0;0;0;NA;"cell periphery, Z disc, costamere, extracellular vesicular exosome, dystrophin-associated glycoprotein complex, intermediate filament, sarcolemma"
"66";"P08729";"P08729";"K2C7_HUMAN";"Keratin, type II cytoskeletal 7";"KRT7";2;4;0,00086738735167388;2;2;2;2;0,00110674812370221;0,000958375845252736;"cytoplasm, keratin filament, nucleus, intermediate filament"
"67";"P08779";"P08779";"K1C16_HUMAN";"Keratin, type I cytoskeletal 16";"KRT16";13;25;0,00705860018204136;8;13;10;15;0,00671760775372594;0,0100087435983084;"intermediate filament, extracellular vesicular exosome, cytoskeleton, nucleus"
"68";"P09211";"P09211";"GSTP1_HUMAN";"Glutathione S-transferase P";"GSTP1";4;6;0,00258399907500328;4;2;4;2;0,00408341591637923;0,00203898078060798;"cytoplasm, mitochondrion, intracellular, cytosol, nucleus, extracellular space, extracellular vesicular exosome, plasma membrane, TRAF2-GSTP1 complex"
"69";"P09429";"P09429";"HMGB1_HUMAN";"High mobility group protein B1";"HMGB1";7;21;0,00907905101352895;7;6;11;10;0,0109682450777163;0,010511024954297;"condensed chromosome, nucleoplasm, nucleus, extracellular region, extracellular space, cell surface"
"70";"P09651";"P09651-1,P09651-2,P09651-3";"ROA1_HUMAN";"Heterogeneous nuclear ribonucleoprotein A1";"HNRNPA1";7;15;0,00121559096270315;7;7;8;7;NA;NA;"nucleus, extracellular vesicular exosome, ribonucleoprotein complex, cytoplasm, spliceosomal complex, intermediate filament cytoskeleton, nucleoplasm, catalytic step 2 spliceosome"
"71";"P09874";"P09874";"PARP1_HUMAN";"Poly [ADP-ribose] polymerase 1";"PARP1";4;4;0,000356765158284476;NA;4;NA;4;NA;0,000844548252322833;"nucleus, nuclear envelope, transcription factor complex, nucleolus, nucleoplasm"
"72";"P09972";"P09972";"ALDOC_HUMAN";"Fructose-bisphosphate aldolase C";"ALDOC";1;2;0,000590095942608921;1;1;1;1;0,000692887316127698;0,000705801039441225;"axon, mitochondrion, cytosol, extracellular vesicular exosome, cytoskeleton"
"73";"P10599";"P10599";"THIO_HUMAN";"Thioredoxin";"TXN";3;4;0,00344533210000437;2;2;2;2;0,00408341591637923;0,00407796156121596;"nucleus, mitochondrion, nucleoplasm, cytoplasm, cytosol, extracellular vesicular exosome"
"74";"P10768";"P10768";"ESTD_HUMAN";"S-formylglutathione hydrolase";"ESD";5;8;0,00256567284042878;4;4;4;4;0,00304084163985687;0,00303677988601189;"cytoplasmic membrane-bounded vesicle, Golgi apparatus, extracellular vesicular exosome, cytoplasm, plasma membrane, nucleus"
"75";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";20;38;0,0059977639960809;18;15;22;16;0,00823096925552882;0,00597816354523806;"protein complex, mitochondrial matrix, cytoplasm, coated vesicle, mitochondrion, lipopolysaccharide receptor complex, cell surface, mitochondrial inner membrane, plasma membrane, early endosome, coated pit, cytosol, secretory granule, extracellular vesicular exosome, extracellular space"
"76";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";5;8;0,00126200068087146;4;4;4;4;0,0015141106417767;0,00147857283670235;"endoplasmic reticulum, melanosome, endoplasmic reticulum membrane, nucleus, extracellular vesicular exosome, endoplasmic reticulum-Golgi intermediate compartment, cell surface, integral component of endoplasmic reticulum membrane, endoplasmic reticulum lumen, midbody, endoplasmic reticulum chaperone complex"
"77";"P11142";"P11142-1";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";13;19;0,00391642957446278;8;11;8;11;NA;NA;"cytosol, nucleolus, extracellular vesicular exosome, ribonucleoprotein complex, plasma membrane, extracellular space, melanosome, spliceosomal complex, nucleus, intracellular, blood microparticle, clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, Prp19 complex"
"78";"P11498";"P11498";"PYC_HUMAN";"Pyruvate carboxylase, mitochondrial";"PC";39;64;0,00491354662818959;31;30;32;32;0,00582354731707734;0,00581576861022311;"cytosol, mitochondrion, mitochondrial inner membrane, mitochondrial matrix"
"79";"P11586";"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";5;8;0,000773817904813815;3;5;3;5;0,000687848135646769;0,00114488225649111;"cytosol, mitochondrion, extracellular vesicular exosome"
"80";"P11940";"P11940-1,P11940-2";"PABP1_HUMAN";"Polyadenylate-binding protein 1";"PABPC1";5;7;0,000497704224352046;4;3;4;3;NA;NA;"cytosol, cytoplasm, ribonucleoprotein complex, nucleus, cytoplasmic stress granule, catalytic step 2 spliceosome"
"81";"P12004";"P12004";"PCNA_HUMAN";"Proliferating cell nuclear antigen";"PCNA";2;3;0,00103953985775994;1;2;1;2;0,000821376764788926;0,00164055924876504;"nucleoplasm, DNA replication factor C complex, centrosome, extracellular vesicular exosome, PCNA complex, nuclear replication fork, nucleus, cytoplasm, PCNA-p21 complex"
"82";"P12035";"P12035";"K2C3_HUMAN";"Keratin, type II cytoskeletal 3";"KRT3";0;0;0;0;0;0;0;0;0;"keratin filament, intermediate filament"
"83";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";6;8;0,00118804555172564;6;2;6;2;0,00211211168088581;0,000703096820899304;"nuclear telomere cap complex, nucleoplasm, nonhomologous end joining complex, membrane, nucleus, transcription factor complex, cytosol, Ku70:Ku80 complex, nucleolus"
"84";"P13073";"P13073";"COX41_HUMAN";"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial";"COX4I1";2;2;0,00107029547485343;NA;2;NA;2;NA;0,0025336447569685;"extracellular vesicular exosome, mitochondrion, mitochondrial inner membrane, nucleus"
"85";"P13164";"P13164,Q01628,Q01629";"IFM1_HUMAN, IFM2_HUMAN, IFM3_HUMAN";"Interferon-induced transmembrane protein 1, Interferon-induced transmembrane protein 2, Interferon-induced transmembrane protein 3";"IFITM1, IFITM2, IFITM3";1;1;0,000231897352884909;1;NA;1;NA;0,000549690604127973;NA;"plasma membrane, integral component of membrane"
"86";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";21;38;0,00400549973164843;17;19;18;20;0,00449746857922887;0,00499051240008947;"ribonucleoprotein complex, extracellular vesicular exosome, polysome, cytosol, nucleus"
"87";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";30;112;0,0211236814202599;30;25;64;48;0,0282285786187966;0,0217803842202673;"extracellular vesicular exosome, cytoplasm, keratin filament, nucleus, intermediate filament, extracellular space"
"88";"P13646";"P13646-1,P13646-3";"K1C13_HUMAN";"Keratin, type I cytoskeletal 13";"KRT13";0;0;NA;0;0;0;0;NA;NA;"extracellular vesicular exosome, nucleus, keratin filament, intermediate filament cytoskeleton"
