"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5772-3.id.csv";"peptide.count.P5772-4.id.csv";"spectra.count.P5772-3.id.csv";"spectra.count.P5772-4.id.csv";"dNSAF.P5772-3.id.csv";"dNSAF.P5772-4.id.csv"
"P08779";"P08779";"P08779";"K1C16_HUMAN";"Keratin, type I cytoskeletal 16";"KRT16";13;25;0,00705860018204136;8;13;10;15;0,00671760775372594;0,0100087435983084
"P13647";"P13647";"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";13;24;0,00712834334988528;11;13;11;13;0,00865002225858597;0,00821768018480364
"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";13;23;0,00376151764082755;11;12;11;12;0,00426432674811755;0,00464577899379034
"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";13;22;0,000792385220132426;13;9;13;9;0,00110988903342446;0,000767358358293327
"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";12;25;0,00674925131530706;11;8;13;12;0,008319198098295;0,00766900233900316
"P39023";"P39023";"P39023";"RL3_HUMAN";"60S ribosomal protein L3";"RPL3";12;20;0,00448833586228857;12;7;12;8;0,00638350378987324;0,00424998475362458
"P29401";"P29401";"P29401";"TKT_HUMAN";"Transketolase";"TKT";11;16;0,00232269579775575;6;9;6;10;0,00206464849704568;0,00343648446169885
"Q00610-1,Q00610-2";"Q00610-1,Q00610-2";"Q00610-[1,2]";"CLH1_HUMAN";"Clathrin heavy chain 1";"CLTC";13;17;0,00045894908944088;7;10;7;10;NA;NA
"Q86YV0-1,Q86YV0-2";"Q86YV0-1,Q86YV0-2";"Q86YV0-[1,2]";"RASL3_HUMAN";"RAS protein activator like-3";"RASAL3";11;17;0,000760375593287314;5;11;6;11;NA;NA
"Q86YZ3";"Q86YZ3";"Q86YZ3";"HORN_HUMAN";"Hornerin";"HRNR";11;22;0,000698133083421938;10;9;11;11;0,000827429014634739;0,000826323790035867
"Q9HCC0-1,Q9HCC0-2";"Q9HCC0-1,Q9HCC0-2";"Q9HCC0-[1,2]";"MCCB_HUMAN";"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial";"MCCC2";11;23;0,0018473528022892;8;10;9;14;NA;NA
"P38646";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";10;15;0,00199793742912624;9;6;9;6;0,00284155231294431;0,00189183783767751
"P06576";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";9;14;0,00239349630765899;9;5;9;5;0,00364728548296633;0,00202356315655802
"P15880";"P15880";"P15880";"RS2_HUMAN";"40S ribosomal protein S2";"RPS2";9;15;0,00463003247227549;6;7;7;8;0,00512169061184084;0,00584554216966111
"P31146";"P31146";"P31146";"COR1A_HUMAN";"Coronin-1A";"CORO1A";9;18;0,0035312785623689;8;9;9;9;0,0041852798709093;0,00417968945265628
"P40926";"P40926";"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";9;14;0,003746034161987;7;7;7;7;0,00443980872564902;0,00443387832469487
"P49411";"P49411";"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";9;13;0,00260114951134179;4;8;5;8;0,00237145282754325;0,00378925631794404
"P60174-1,P60174-3";"P60174-1,P60174-3";"P60174-[1,3]";"TPIS_HUMAN";"Triosephosphate isomerase";"TPI1";9;13;0,0020554538096617;7;6;7;6;NA;NA
"P62269";"P62269";"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";9;15;0,00892499680511;9;6;9;6;0,012693513292692;0,00845103876173045
"P62424";"P62424";"P62424";"RL7A_HUMAN";"60S ribosomal protein L7a";"RPL7A";9;12;0,00407999853947886;5;7;5;7;0,00402968675958477;0,00563402584115363
"Q02878";"Q02878";"Q02878";"RL6_HUMAN";"60S ribosomal protein L6";"RPL6";9;14;0,00439638731510974;7;7;7;7;0,00521060885162975;0,00520364886717662
"Q04695";"Q04695";"Q04695";"K1C17_HUMAN";"Keratin, type I cytoskeletal 17";"KRT17";9;17;0,00580731667701976;8;8;8;9;0,00629905855063382;0,00752151583230992
"P04843";"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";8;13;0,00193693505622157;7;6;7;6;0,00247224933981774;0,0021162403489012
"P07814";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";8;15;0,000897221901042804;8;5;10;5;0,00141785274874279;0,000707979437711105
"P13796";"P13796";"P13796";"PLSL_HUMAN";"Plastin-2";"LCP1";12;20;0,00288484745215677;11;9;11;9;0,00376104097561245;0,00307310500426562
"P18124";"P18124";"P18124";"RL7_HUMAN";"60S ribosomal protein L7";"RPL7";8;14;0,00510548204335325;6;7;7;7;0,00605102963415067;0,00604294707155995
"P23396";"P23396";"P23396";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";8;14;0,00521053311420414;6;6;7;7;0,00617553641674637;0,0061672875462834
"P26373";"P26373";"P26373";"RL13_HUMAN";"60S ribosomal protein L13";"RPL13";8;14;0,0060007561457422;7;7;7;7;0,0071121106600444;0,0071026107760515
"P26583";"P26583";"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";8;15;0,00667120973311252;6;8;7;8;0,00718016913526013;0,00865022149348841
"P30101";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";8;15;0,00268633567203311;8;6;8;7;0,00339610828688966;0,00296762549256805
"P46781";"P46781";"P46781";"RS9_HUMAN";"40S ribosomal protein S9";"RPS9";8;14;0,0065265956018124;7;7;7;7;0,00773533685190395;0,00772500450384983
"P50991";"P50991";"P50991";"TCPD_HUMAN";"T-complex protein 1 subunit delta";"CCT4";8;8;0,00134233718181988;5;3;5;3;0,00198867658265222;0,00119161214451116
"P55072";"P55072";"P55072";"TERA_HUMAN";"Transitional endoplasmic reticulum ATPase";"VCP";8;11;0,00123429236212936;4;7;4;7;0,00106391729831221;0,00185936832971075
"P61247";"P61247";"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";8;13;0,00445348325426701;7;6;7;6;0,00568430056541427;0,00486574959008723
"P61978-1,P61978-2,P61978-3";"P61978-1,P61978-2,P61978-3";"P61978-[1-3]";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";8;14;0,000911561948705259;7;7;7;7;NA;NA
"P62701";"P62701";"P62701";"RS4X_HUMAN";"40S ribosomal protein S4, X isoform";"RPS4X";13;26;0,00894083330134213;12;12;12;14;0,00978156664379816;0,0113965845912309
"P62753";"P62753";"P62753";"RS6_HUMAN";"40S ribosomal protein S6";"RPS6";8;11;0,00399533993524603;5;6;5;6;0,00430480593594196;0,00515886703527321
"P62937";"P62937";"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";11;29;0,0158955094613838;11;10;15;14;0,0194890305099918;0,0181654651363257
"Q06830";"Q06830";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";8;20;0,0110022057632366;8;8;11;9;0,0136840602474141;0,0123639317763423
"Q99623";"Q99623";"Q99623";"PHB2_HUMAN";"Prohibitin-2";"PHB2";8;13;0,00393217250543977;7;6;7;6;0,00501891421160323;0,00429618024007702
"136429";"136429";"136429";"136429";"trypsin [Sus scrofa]";"";7;109;0,0426751362386905;7;4;53;56;0,0491866008109316;0,0519013289609305
"P00387-1,P00387-2,P00387-3";"P00387-1,P00387-2,P00387-3";"P00387-[1-3]";"NB5R3_HUMAN";"NADH-cytochrome b5 reductase 3";"CYB5R3";7;12;0,00120186003488524;6;6;6;6;NA;NA
"P02533";"P02533";"P02533";"K1C14_HUMAN";"Keratin, type I cytoskeletal 14";"KRT14";7;17;0,00643870315119758;6;7;9;8;0,00771512641584667;0,00751051371949193
"P06733-1";"P06733-1";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";23;49;0,0102109640867065;20;21;23;26;NA;NA
"P07737";"P07737";"P07737";"PROF1_HUMAN";"Profilin-1";"PFN1";7;12;0,00775199722500983;5;6;5;7;0,00765640484321106;0,0107046490981919
"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";7;11;0,00139376662435964;7;4;7;4;0,00220859498930168;0,00114850148385621
"P15924-1,P15924-2";"P15924-1,P15924-2";"P15924-[1,2]";"DESP_HUMAN";"Desmoplakin";"DSP";7;11;0,00017325664295999;4;6;4;7;NA;NA
"P21333-1,P21333-2";"P21333-1,P21333-2";"P21333-[1,2]";"FLNA_HUMAN";"Filamin-A";"FLNA";7;9;0,000153751361659621;5;4;5;4;NA;NA
"P27824";"P27824";"P27824";"CALX_HUMAN";"Calnexin";"CANX";7;12;0,00183324258699557;6;5;6;6;0,00217276353658692;0,00216986130368755
"P30041";"P30041";"P30041";"PRDX6_HUMAN";"Peroxiredoxin-6";"PRDX6";7;11;0,00444124841016188;7;3;8;3;0,00765640484321106;0,00286731672272997
"P36578";"P36578";"P36578";"RL4_HUMAN";"60S ribosomal protein L4";"RPL4";7;15;0,00317704804303681;7;6;9;6;0,00451853400582948;0,00300833229925768
"P37802";"P37802";"P37802";"TAGL2_HUMAN";"Transgelin-2";"TAGLN2";7;13;0,00590813858857533;6;7;6;7;0,0064636985611028;0,00753090891330084
"P50914";"P50914";"P50914";"RL14_HUMAN";"60S ribosomal protein L14";"RPL14";7;12;0,00504781214651803;5;7;5;7;0,0049855659444165;0,00697046918021799
"P61313";"P61313";"P61313";"RL15_HUMAN";"60S ribosomal protein L15";"RPL15";7;13;0,00576333127022789;6;6;7;6;0,00735615367288906;0,00629685241070112
"P62280";"P62280";"P62280";"RS11_HUMAN";"40S ribosomal protein S11";"RPS11";7;11;0,00629645344225482;7;4;7;4;0,00949781866626182;0,0054200754927554
"P83731";"P83731";"P83731";"RL24_HUMAN";"60S ribosomal protein L24";"RPL24";7;11;0,00633655824125007;5;6;5;6;0,00682736737611177;0,0081818973998919
"Q02543";"Q02543";"Q02543";"RL18A_HUMAN";"60S ribosomal protein L18a";"RPL18A";7;12;0,00616636142898509;6;6;6;6;0,00730838644124692;0,00729862438513084
"Q07020";"Q07020";"Q07020";"RL18_HUMAN";"60S ribosomal protein L18";"RPL18";7;11;0,00529170023338437;7;4;7;4;0,00798220930462429;0,00455516982901783
"Q14152";"Q14152";"Q14152";"EIF3A_HUMAN";"Eukaryotic translation initiation factor 3 subunit A";"EIF3A";7;10;0,000654413658647718;6;4;6;4;0,000930735176309304;0,000619661308144249
"Q14204";"Q14204";"Q14204";"DYHC1_HUMAN";"Cytoplasmic dynein 1 heavy chain 1";"DYNC1H1";7;9;0,000175195804697811;5;4;5;4;0,000230713878185439;0,00018432456475578
"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4";"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4";"Q8NC51-[1-4]";"PAIRB_HUMAN";"Plasminogen activator inhibitor 1 RNA-binding protein";"SERBP1";7;10;0,000554166468291144;4;6;4;6;NA;NA
"Q96PK6-1";"Q96PK6-1";"Q96PK6-1";"RBM14_HUMAN";"RNA-binding protein 14";"RBM14";7;10;0,00135186797645911;5;5;5;5;NA;NA
"P07237";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";6;9;0,00160228289099613;5;4;5;4;0,0021100328308062;0,00168577151152628
"P12956";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";6;8;0,00118804555172564;6;2;6;2;0,00211211168088581;0,000703096820899304
"P17987";"P17987";"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";6;8;0,00130129449820309;5;3;5;3;0,0019278717231107;0,00115517796023654
"P26641";"P26641";"P26641";"EF1G_HUMAN";"Elongation factor 1-gamma";"EEF1G";6;9;0,00186260802889252;5;4;5;4;0,00245285281018203;0,00195966116214039
"P27797";"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";6;7;0,00151817691457027;NA;6;NA;7;NA;0,00359388698740256
"P41252";"P41252";"P41252";"SYIC_HUMAN";"Isoleucine--tRNA ligase, cytoplasmic";"IARS";6;9;0,000644975997326491;5;3;6;3;0,00101923614394569;0,000508937358075685
"P46777";"P46777";"P46777";"RL5_HUMAN";"60S ribosomal protein L5";"RPL5";6;9;0,00274060507954893;5;3;6;3;0,00433089566888706;0,0021625553733721
"P51572-1,P51572-2";"P51572-1,P51572-2";"P51572-[1,2]";"BAP31_HUMAN";"B-cell receptor-associated protein 31";"BCAP31";6;10;0,0018382107240877;4;6;4;6;NA;NA
"P62917";"P62917";"P62917";"RL8_HUMAN";"60S ribosomal protein L8";"RPL8";6;11;0,00387097137695043;4;6;4;7;0,00333664335579626;0,0058313263569917
"P68104,Q5VTE0";"P68104,Q5VTE0";"P68104, Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";12;31;0,00303424133807203;10;11;14;17;0,0032481717516653;0,00393894014435633
"Q7KZF4";"Q7KZF4";"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";6;6;0,00059630747884691;3;3;3;3;0,000706745062450251;0,000705801039441225
"Q99832-1,Q99832-2,Q99832-3,Q99832-4";"Q99832-1,Q99832-2,Q99832-3,Q99832-4";"Q99832-[1-4]";"TCPH_HUMAN";"T-complex protein 1 subunit eta";"CCT7";6;9;0,000374751247065392;6;3;6;3;NA;NA
"Q9UQ35-1";"Q9UQ35-1";"Q9UQ35-1";"SRRM2_HUMAN";"Serine/arginine repetitive matrix protein 2";"SRRM2";6;8;0,000262906882631147;3;5;3;5;NA;NA
"Q9UQ80";"Q9UQ80";"Q9UQ80";"PA2G4_HUMAN";"Proliferation-associated protein 2G4";"PA2G4";6;11;0,00252497371542198;6;5;6;5;0,00326465993314583;0,00271691601476952
"162648";"162648";"162648";"162648";"albumin [Bos taurus]";"";5;5;0,000744975021623679;5;NA;5;NA;0,0017658923855841;NA
"O60841";"O60841";"O60841";"IF2P_HUMAN";"Eukaryotic translation initiation factor 5B";"EIF5B";5;7;0,000518917847029346;3;4;3;4;0,000527162300680106;0,000701944203160125
"P05109";"P05109";"P05109";"S10A8_HUMAN";"Protein S100-A8";"S100A8";5;10;0,00972472770162523;5;4;5;5;0,0115257707317156;0,0115103753743999
"P06744-1,P06744-2";"P06744-1,P06744-2";"P06744-[1,2]";"G6PI_HUMAN";"Glucose-6-phosphate isomerase";"GPI";5;7;0,000567275782594805;3;4;3;4;NA;NA
"P07195";"P07195";"P07195";"LDHB_HUMAN";"L-lactate dehydrogenase B chain";"LDHB";5;10;0,00287701992819414;5;3;6;4;0,00407766260054072;0,00273492032848017
"P07900-1,P07900-2";"P07900-1,P07900-2";"P07900-[1,2]";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";8;13;0,00132818258465845;6;7;6;7;NA;NA
"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";8;13;0,0028887075294624;4;8;4;9;0,00234729759733603;0,00436312262037173
"P10768";"P10768";"P10768";"ESTD_HUMAN";"S-formylglutathione hydrolase";"ESD";5;8;0,00256567284042878;4;4;4;4;0,00304084163985687;0,00303677988601189
"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";5;8;0,00126200068087146;4;4;4;4;0,0015141106417767;0,00147857283670235
"P11586";"P11586";"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";5;8;0,000773817904813815;3;5;3;5;0,000687848135646769;0,00114488225649111
"P17844";"P17844";"P17844";"DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX5";"DDX5";5;8;0,00166935879438322;4;4;4;4;0,00223457287932153;0,00179324042594187
"P27348";"P27348";"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";5;8;0,00370343189146811;3;5;3;5;0,00306256193728442;0,00575329093374746
"P31946-1,P31946-2";"P31946-1,P31946-2";"P31946-[1,2]";"1433B_HUMAN";"14-3-3 protein beta/alpha";"YWHAB";5;7;0,00161366506449893;2;5;2;5;NA;NA
"P32119-1";"P32119-1";"P32119-1";"PRDX2_HUMAN";"Peroxiredoxin-2";"PRDX2";5;7;0,00343421500708909;3;4;3;4;NA;NA
"P40939";"P40939";"P40939";"ECHA_HUMAN";"Trifunctional enzyme subunit alpha, mitochondrial";"HADHA";5;6;0,000711192405964204;4;2;4;2;0,00112387594028786;0,000561187370809536
"P46940";"P46940";"P46940";"IQGA1_HUMAN";"Ras GTPase-activating-like protein IQGAP1";"IQGAP1";5;5;0,000272902738760153;NA;5;NA;5;NA;0,00064602589608883
"P50990";"P50990";"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";5;6;0,000990218623632642;2;4;2;4;0,000782406334342736;0,00156272249608641
"P52566";"P52566";"P52566";"GDIR2_HUMAN";"Rho GDP-dissociation inhibitor 2";"ARHGDIB";5;8;0,0035996007014971;3;4;3;5;0,00319969157626731;0,00532569606875219
"P60709,P63261";"P60709,P63261";"P60709, P63261";"ACTB_HUMAN, ACTG_HUMAN";"Actin, cytoplasmic 1, Actin, cytoplasmic 2";"ACTB, ACTG1";7;32;0,0097784769320213;7;6;20;12;0,0123987356006424;0,0106265404498271
"P61353";"P61353";"P61353";"RL27_HUMAN";"60S ribosomal protein L27";"RPL27";5;10;0,00664999761949372;5;4;5;5;0,00788159322095256;0,0078710655133764
"P62241";"P62241";"P62241";"RS8_HUMAN";"40S ribosomal protein S8";"RPS8";5;9;0,00391326782993284;4;5;4;5;0,0041226795309598;0,00514646591259226
"P62263";"P62263";"P62263";"RS14_HUMAN";"40S ribosomal protein S14";"RPS14";5;8;0,00479152146358223;3;4;4;4;0,0056789227976135;0,00567133727056525
"P62805";"P62805";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4F,HIST1H4L,HIST1H4H,HIST2H4B,HIST1H4I,HIST1H4B,HIST1H4A,HIST1H4E,HIST4H4,HIST2H4A,HIST1H4C,HIST1H4K,HIST1H4D,HIST1H4J";5;12;0,0105366952572949;4;5;6;6;0,0124881166374705;0,0124714358425537
"P62829";"P62829";"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";5;14;0,00904399676251146;5;5;7;7;0,0107189667804955;0,0107046490981919
"P63104";"P63104";"P63104";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";5;9;0,00416636087790162;5;4;5;4;0,00510426989547404;0,00460263274699796
"P63241-1,P63241-2";"P63241-1,P63241-2";"P63241-[1,2]";"IF5A1_HUMAN";"Eukaryotic translation initiation factor 5A-1";"EIF5A";5;8;0,0023490900681848;4;4;4;4;NA;NA
"P68036";"P68036";"P68036";"UB2L3_HUMAN";"Ubiquitin-conjugating enzyme E2 L3";"UBE2L3";5;9;0,00528545265341579;4;5;4;5;0,00556829443142622;0,00695107084298176
"Q01469";"Q01469";"Q01469";"FABP5_HUMAN";"Fatty acid-binding protein, epidermal";"FABP5";5;7;0,00468947980278372;3;4;3;4;0,00476398523577577;0,0063434957618915
"Q01518-1,Q01518-2";"Q01518-1,Q01518-2";"Q01518-[1,2]";"CAP1_HUMAN";"Adenylyl cyclase-associated protein 1";"CAP1";5;8;0,000761599727369386;4;4;4;4;NA;NA
"Q08211-1";"Q08211-1";"Q08211-1";"DHX9_HUMAN";"ATP-dependent RNA helicase A";"DHX9";5;6;0,000427275437598967;3;3;3;3;NA;NA
"Q16181-1,Q16181-2";"Q16181-1,Q16181-2";"Q16181-[1,2]";"SEPT7_HUMAN";"Septin-7";"SEPT7";5;7;0,000995977904338362;2;5;2;5;NA;NA
"Q16658";"Q16658";"Q16658";"FSCN1_HUMAN";"Fascin";"FSCN1";5;8;0,00146758568154344;5;3;5;3;0,00217423261267657;0,00130279705048989
"Q96AE4-1,Q96AE4-2";"Q96AE4-1,Q96AE4-2";"Q96AE4-[1,2]";"FUBP1_HUMAN";"Far upstream element-binding protein 1";"FUBP1";5;7;0,000596847612432822;3;4;3;4;NA;NA
"Q9Y490";"Q9Y490";"Q9Y490";"TLN1_HUMAN";"Talin-1";"TLN1";8;13;0,000462699558884884;8;5;8;5;0,000674944779566815;0,000421277020786773
"O60506-1,O60506-2,O60506-3,O60506-4";"O60506-1,O60506-2,O60506-3,O60506-4";"O60506-[1-4]";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";4;6;0,000217752731039602;3;3;3;3;NA;NA
"P05165-1,P05165-2";"P05165-1,P05165-2";"P05165-[1,2]";"PCCA_HUMAN";"Propionyl-CoA carboxylase alpha chain, mitochondrial";"PCCA";41;122;0,00757807421034614;36;40;60;62;NA;NA
"P06454-1,P06454-2";"P06454-1,P06454-2";"P06454-[1,2]";"PTMA_HUMAN";"Prothymosin alpha";"PTMA";4;7;0,00285171069088199;3;4;3;4;NA;NA
"P09211";"P09211";"P09211";"GSTP1_HUMAN";"Glutathione S-transferase P";"GSTP1";4;6;0,00258399907500328;4;2;4;2;0,00408341591637923;0,00203898078060798
"P09651-1,P09651-2,P09651-3";"P09651-1,P09651-2,P09651-3";"P09651-[1-3]";"ROA1_HUMAN";"Heterogeneous nuclear ribonucleoprotein A1";"HNRNPA1";7;15;0,00121559096270315;7;7;8;7;NA;NA
"P09874";"P09874";"P09874";"PARP1_HUMAN";"Poly [ADP-ribose] polymerase 1";"PARP1";4;4;0,000356765158284476;NA;4;NA;4;NA;0,000844548252322833
"P11142-1";"P11142-1";"P11142-1";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";13;19;0,00391642957446278;8;11;8;11;NA;NA
"P11940-1,P11940-2";"P11940-1,P11940-2";"P11940-[1,2]";"PABP1_HUMAN";"Polyadenylate-binding protein 1";"PABPC1";5;7;0,000497704224352046;4;3;4;3;NA;NA
"P18669";"P18669";"P18669";"PGAM1_HUMAN";"Phosphoglycerate mutase 1";"PGAM1";6;11;0,00391669151132386;5;4;6;5;0,00506407879393487;0,00421442877881571
"P20700";"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";4;6;0,000926006494455099;3;3;3;3;0,00109750513110875;0,00109603915681146
"P22626-1,P22626-2";"P22626-1,P22626-2";"P22626-[1,2]";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";4;7;0,000896713560022383;3;4;3;4;NA;NA
"P23246-1";"P23246-1";"P23246-1";"SFPQ_HUMAN";"Splicing factor, proline- and glutamine-rich";"SFPQ";4;7;0,000895445224011036;4;3;4;3;NA;NA
"P23528";"P23528";"P23528";"COF1_HUMAN";"Cofilin-1";"CFL1";8;17;0,00926192439534307;7;7;8;9;0,0103315342462607;0,0116074508293647
"P27695";"P27695";"P27695";"APEX1_HUMAN";"DNA-(apurinic or apyrimidinic site) lyase";"APEX1";4;4;0,00113760965566182;4;NA;4;NA;0,00269659541647685;NA
"P30086";"P30086";"P30086";"PEBP1_HUMAN";"Phosphatidylethanolamine-binding protein 1";"PEBP1";4;8;0,00386908952406908;3;3;4;4;0,00458565423764512;0,00457952902596445
"P31948";"P31948";"P31948";"STIP1_HUMAN";"Stress-induced-phosphoprotein 1";"STIP1";4;6;0,000999336658841046;4;2;4;2;0,00157922162511904;0,000788556102997562
"P46778";"P46778";"P46778";"RL21_HUMAN";"60S ribosomal protein L21";"RPL21";4;5;0,00282624898828483;3;2;3;2;0,0040196125426858;0,00267616227454798
"P48643";"P48643";"P48643";"TCPE_HUMAN";"T-complex protein 1 subunit epsilon";"CCT5";4;4;0,000668687376156116;NA;4;NA;4;NA;0,00158294256535185
"P48735";"P48735";"P48735";"IDHP_HUMAN";"Isocitrate dehydrogenase [NADP], mitochondrial";"IDH2";4;8;0,00160070739159495;4;3;4;4;0,0018971622620346;0,00189462815897202
"P52272-1,P52272-2";"P52272-1,P52272-2";"P52272-[1,2]";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";4;4;0,000247780733219492;2;2;2;2;NA;NA
