"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5746-3.id.csv";"peptide.count.P5746-4.id.csv";"spectra.count.P5746-3.id.csv";"spectra.count.P5746-4.id.csv";"dNSAF.P5746-3.id.csv";"dNSAF.P5746-4.id.csv"
"Q6P2Q9";"Q6P2Q9";"Q6P2Q9";"PRP8_HUMAN";"Pre-mRNA-processing-splicing factor 8";"PRPF8";28;47;0,000579429544069468;23;21;25;22;0,000797690487602701;0,000715694336818395
"Q14152";"Q14152";"Q14152";"EIF3A_HUMAN";"Eukaryotic translation initiation factor 3 subunit A";"EIF3A";27;53;0,00110397055187236;24;24;26;27;0,00140167263393227;0,00148404648943283
"P55072";"P55072";"P55072";"TERA_HUMAN";"Transitional endoplasmic reticulum ATPase";"VCP";26;45;0,00160718967697322;20;23;21;24;0,00194117881189074;0,00226187179310303
"Q08211-1";"Q08211-1";"Q08211-1";"DHX9_HUMAN";"ATP-dependent RNA helicase A";"DHX9";28;53;0,00120132858479338;25;26;26;27;NA;NA
"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";24;55;0,00222994423725266;23;21;32;23;0,00335793990048866;0,0024607147476845
"P25205";"P25205";"P25205";"MCM3_HUMAN";"DNA replication licensing factor MCM3";"MCM3";24;43;0,00153195764093888;18;21;19;24;0,00175195735061851;0,00225627310054584
"P34932";"P34932";"P34932";"HSP74_HUMAN";"Heat shock 70 kDa protein 4";"HSPA4";24;46;0,00169531011761877;19;21;22;24;0,00207360675754446;0,00235802556440343
"P50990";"P50990";"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";24;50;0,00262651029935201;23;22;26;24;0,00353487514615766;0,00332676763730117
"P52272-1,P52272-2";"P52272-1,P52272-2";"P52272-[1,2]";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";24;43;0,000847823132793572;20;18;22;21;NA;NA
"Q7Z6Z7-1,Q7Z6Z7-2,Q7Z6Z7-3";"Q7Z6Z7-1,Q7Z6Z7-2,Q7Z6Z7-3";"Q7Z6Z7-[1-3]";"HUWE1_HUMAN";"E3 ubiquitin-protein ligase HUWE1";"HUWE1";24;42;9,21380293398657e-05;20;18;21;21;NA;NA
"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";25;64;0,00399120317239487;24;24;31;33;0,00506240292718977;0,00537333815977388
"P29401";"P29401";"P29401";"TKT_HUMAN";"Transketolase";"TKT";23;52;0,00240272993548427;21;20;26;26;0,00310932837896372;0,00317013010274659
"P49736";"P49736";"P49736";"MCM2_HUMAN";"DNA replication licensing factor MCM2";"MCM2";23;40;0,00127374127791584;19;18;21;19;0,00173074128582294;0,00159652952800423
"O43707";"O43707";"O43707";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";23;39;0,00166669573710179;19;17;20;19;0,00221020211974438;0,00214641950069985
"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";27;101;0,00697228259225588;25;26;47;54;0,00839736619299361;0,00983670143115669
"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";24;46;0,00171308338004063;23;19;25;21;0,00240547041554654;0,00206761479112464
"P48643";"P48643";"P48643";"TCPE_HUMAN";"T-complex protein 1 subunit epsilon";"CCT5";22;44;0,00255687545289035;19;19;22;22;0,00326894011922206;0,0034141523305662
"Q14566";"Q14566";"Q14566";"MCM6_HUMAN";"DNA replication licensing factor MCM6";"MCM6";22;45;0,00157782567556688;21;18;25;20;0,00226870558897967;0,00185045540523857
"Q14974";"Q14974";"Q14974";"IMB1_HUMAN";"Importin subunit beta-1";"KPNB1";22;46;0,00151162263986451;19;17;25;21;0,00212626402802775;0,00182098753662775
"P17987";"P17987";"P17987";"TCPA_HUMAN";"T-complex protein 1 subunit alpha";"TCP1";21;43;0,00222629815445794;18;20;22;21;0,00294801153583818;0,0028690379174207
"P54577";"P54577";"P54577";"SYYC_HUMAN";"Tyrosine--tRNA ligase, cytoplasmic";"YARS";20;37;0,00201723950112354;17;15;21;16;0,0029632388681514;0,00230185437530434
"O75533";"O75533";"O75533";"SF3B1_HUMAN";"Splicing factor 3B subunit 1";"SF3B1";19;39;0,000860947517143423;15;18;19;20;0,00108556866510717;0,00116504899363563
"P05455";"P05455";"P05455";"LA_HUMAN";"Lupus La protein";"SSB";19;31;0,0021872135767349;15;15;16;15;0,0029217369232193;0,00279269097003836
"P07900-1,P07900-2";"P07900-1,P07900-2";"P07900-[1,2]";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";25;67;0,00182642843936454;23;22;36;31;NA;NA
"P33992";"P33992";"P33992";"MCM5_HUMAN";"DNA replication licensing factor MCM5";"MCM5";19;35;0,00137265579132348;16;16;18;17;0,00182708071901589;0,00175931921600237
"P53396-1,P53396-2";"P53396-1,P53396-2";"P53396-[1,2]";"ACLY_HUMAN";"ATP-citrate synthase";"ACLY";19;38;0,000496770667336115;19;16;21;17;NA;NA
"O14980";"O14980";"O14980";"XPO1_HUMAN";"Exportin-1";"XPO1";18;31;0,000833224219708533;12;16;14;17;0,000973912307739768;0,00120573324420704
"P04075";"P04075";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";18;56;0,00478585370476469;17;18;28;28;0,00628572186707478;0,00622014743103332
"P31948";"P31948";"P31948";"STIP1_HUMAN";"Stress-induced-phosphoprotein 1";"STIP1";18;34;0,00180247292440246;17;13;19;15;0,00260696416077303;0,00209837553549843
"P38646";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";18;34;0,00147086471394087;14;18;15;19;0,00168091655157166;0,00216724883919324
"Q12906-1,Q12906-2,Q12906-3,Q12906-4,Q12906-5,Q12906-6";"Q12906-1,Q12906-2,Q12906-3,Q12906-4,Q12906-5,Q12906-6";"Q12906-[1-6]";"ILF3_HUMAN";"Interleukin enhancer-binding factor 3";"ILF3";18;36;0,000224527802263489;18;16;19;17;NA;NA
"O43143";"O43143";"O43143";"DHX15_HUMAN";"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15";"DHX15";17;31;0,00112249451485263;14;13;16;15;0,00149945743984085;0,00143323008273667
"P07195";"P07195";"P07195";"LDHB_HUMAN";"L-lactate dehydrogenase B chain";"LDHB";17;50;0,00459549359694867;16;16;26;24;0,00612802217180467;0,00587419681077423
"P12956";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";17;29;0,00137078823242372;15;14;15;14;0,00183508107246533;0,00174623435367916
"P31146";"P31146";"P31146";"COR1A_HUMAN";"Coronin-1A";"CORO1A";17;33;0,00234135648803102;17;15;17;16;0,00318658114967821;0,00293023713791991
"P40926";"P40926";"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";17;35;0,00298085606754861;16;14;18;17;0,00396768416496349;0,00382053344540159
"P49588";"P49588";"P49588";"SYAC_HUMAN";"Alanine--tRNA ligase, cytoplasmic";"AARS";17;30;0,000892145233912129;13;15;14;16;0,00107754140660051;0,00125555693198419
"P56192";"P56192";"P56192";"SYMC_HUMAN";"Methionine--tRNA ligase, cytoplasmic";"MARS";17;30;0,000959551762696601;12;15;13;17;0,00107617310005244;0,00143482256060637
"Q02790";"Q02790";"Q02790";"FKBP4_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP4";"FKBP4";17;39;0,00251892868346167;15;17;19;20;0,0031721715166381;0,00341328896338021
"Q14697-1,Q14697-2";"Q14697-1,Q14697-2";"Q14697-[1,2]";"GANAB_HUMAN";"Neutral alpha-glucosidase AB";"GANAB";17;28;0,000426919216453996;14;14;14;14;NA;NA
"P23396";"P23396";"P23396";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";16;34;0,00402774813971413;14;15;16;18;0,00490563236491142;0,00562675513963284
"P27797";"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";16;27;0,00186387752466246;14;13;14;13;0,00250134312131725;0,00236809478898217
"P41252";"P41252";"P41252";"SYIC_HUMAN";"Isoleucine--tRNA ligase, cytoplasmic";"IARS";16;28;0,000638687385630067;14;13;15;13;0,000885550216427404;0,000782484569734994
"P46940";"P46940";"P46940";"IQGA1_HUMAN";"Ras GTPase-activating-like protein IQGAP1";"IQGAP1";16;28;0,000501175880883944;11;14;12;16;0,000575531039069874;0,000733481659722808
"Q92598-1,Q92598-2,Q92598-3";"Q92598-1,Q92598-2,Q92598-3";"Q92598-[1-3]";"HS105_HUMAN";"Heat shock protein 105 kDa";"HSPH1";16;27;0,000322176306762225;11;13;12;15;NA;NA
"Q9P2J5";"Q9P2J5";"Q9P2J5";"SYLC_HUMAN";"Leucine--tRNA ligase, cytoplasmic";"LARS";16;27;0,000660915754918577;14;12;15;12;0,000950309841098115;0,000775114228418809
"O15067";"O15067";"O15067";"PUR4_HUMAN";"Phosphoribosylformylglycinamidine synthase";"PFAS";15;28;0,000602409178374548;13;12;14;14;0,000779566578168379;0,000794810703580423
"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";15;63;0,00541359054178082;14;15;27;36;0,00600482349742236;0,00816299402346734
"P07237";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";15;27;0,00152999395233119;13;14;13;14;0,00190660588591968;0,00209341874289489
"P14868";"P14868";"P14868";"SYDC_HUMAN";"Aspartate--tRNA ligase, cytoplasmic";"DARS";15;25;0,00143645473457575;14;10;15;10;0,00223066741143989;0,00151619150469148
"P30153";"P30153";"P30153";"2AAA_HUMAN";"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform";"PPP2R1A";15;35;0,00208043044956704;14;14;18;17;0,00273224566605975;0,00270829385753126
"P41250";"P41250";"P41250";"SYG_HUMAN";"Glycine--tRNA ligase";"GARS";15;24;0,000934881284359341;10;13;11;13;0,00110899486733831;0,0013362591705082
"P50991";"P50991";"P50991";"TCPD_HUMAN";"T-complex protein 1 subunit delta";"CCT4";15;32;0,00186644576827617;13;14;16;16;0,00238623255793441;0,00249223330860019
"Q06323";"Q06323";"Q06323";"PSME1_HUMAN";"Proteasome activator complex subunit 1";"PSME1";15;31;0,00358386802934875;13;13;16;15;0,00478742435611838;0,00457597556536405
"Q13200";"Q13200";"Q13200";"PSMD2_HUMAN";"26S proteasome non-ATPase regulatory subunit 2";"PSMD2";15;29;0,000919394310072735;12;11;15;14;0,00123079776776584;0,0011712078429412
"Q13451";"Q13451";"Q13451";"FKBP5_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP5";"FKBP5";15;28;0,00181637611175724;14;11;16;12;0,0026829929308062;0,00205693606239587
"Q15233";"Q15233";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";15;33;0,00201689224006292;13;13;16;17;0,00253093134750207;0,00274169916039434
"Q16658";"Q16658";"Q16658";"FSCN1_HUMAN";"Fascin";"FSCN1";15;28;0,0016349360662579;12;14;13;15;0,00196461620699229;0,0023111925269283
"Q92499";"Q92499";"Q92499";"DDX1_HUMAN";"ATP-dependent RNA helicase DDX1";"DDX1";15;36;0,00140042689690855;15;15;19;17;0,00191294802608075;0,00174505446560235
"Q92945";"Q92945";"Q92945";"FUBP2_HUMAN";"Far upstream element-binding protein 2";"KHSRP";15;28;0,00113364765213101;13;12;14;14;0,00146703246355737;0,00149571972066189
"Q9UQ80";"Q9UQ80";"Q9UQ80";"PA2G4_HUMAN";"Proliferation-associated protein 2G4";"PA2G4";15;30;0,00219186950869782;13;13;15;15;0,00283645779982585;0,00289192364410063
"P08670";"P08670";"P08670";"VIME_HUMAN";"Vimentin";"VIM";14;28;0,00172966412159902;13;14;13;15;0,00207844590138884;0,0024451028235529
"P13010";"P13010";"P13010";"XRCC5_HUMAN";"X-ray repair cross-complementing protein 5";"XRCC5";14;29;0,00121402834069361;12;11;15;14;0,00161653477309265;0,00155658185215253
"P26639";"P26639";"P26639";"SYTC_HUMAN";"Threonine--tRNA ligase, cytoplasmic";"TARS";14;20;0,000796308516760665;10;8;11;9;0,00113353693909131;0,000945575033838713
"P30101";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";14;23;0,00131107072526862;13;9;14;9;0,00206546550809761;0,0013537638603275
"P35579-1";"P35579-1";"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";67;124;0,00182119008022008;59;50;67;57;NA;NA
"P37802";"P37802";"P37802";"TAGL2_HUMAN";"Transgelin-2";"TAGLN2";14;31;0,00448433738345648;14;10;18;13;0,00673908164702342;0,00496228908042997
"P40227";"P40227";"P40227";"TCPZ_HUMAN";"T-complex protein 1 subunit zeta";"CCT6A";17;32;0,00173478284781306;13;16;13;19;0,00182402220347872;0,0027180088386362
"P52209";"P52209";"P52209";"6PGD_HUMAN";"6-phosphogluconate dehydrogenase, decarboxylating";"PGD";14;36;0,00214558158118495;13;12;17;19;0,00262230425717509;0,00298812151825222
"P55786";"P55786";"P55786";"PSA_HUMAN";"Puromycin-sensitive aminopeptidase";"NPEPPS";14;21;0,000657799358540652;12;9;12;9;0,000972852555500661;0,000743907235544494
"P60174-1,P60174-3";"P60174-1,P60174-3";"P60174-[1,3]";"TPIS_HUMAN";"Triosephosphate isomerase";"TPI1";14;39;0,00196271951460668;12;14;19;20;NA;NA
"Q04637-1,Q04637-3,Q04637-4,Q04637-5,Q04637-6";"Q04637-1,Q04637-3,Q04637-4,Q04637-5,Q04637-6";"Q04637-[1,3-6]";"IF4G1_HUMAN";"Eukaryotic translation initiation factor 4 gamma 1";"EIF4G1";16;27;9,72153755827701e-05;15;12;15;12;NA;NA
"Q8N163-1,Q8N163-2";"Q8N163-1,Q8N163-2";"Q8N163-[1,2]";"CCAR2_HUMAN";"Cell cycle and apoptosis regulator protein 2";"CCAR2";14;25;0,000389850391128088;11;11;13;12;NA;NA
"P06737";"P06737";"P06737";"PYGL_HUMAN";"Glycogen phosphorylase, liver form";"PYGL";13;21;0,000743454361593441;11;8;13;8;0,001225192852986;0,000717461103990964
"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";20;57;0,0031643153167425;17;19;29;28;0,00404197821449369;0,00423763858337137
"P13667";"P13667";"P13667";"PDIA4_HUMAN";"Protein disulfide-isomerase A4";"PDIA4";13;23;0,00102649723451264;12;10;12;11;0,00138612635427148;0,00129546222982244
"P31939";"P31939";"P31939";"PUR9_HUMAN";"Bifunctional purine biosynthesis protein PURH";"ATIC";13;26;0,00126427428193133;11;11;13;13;0,00163607396967432;0,00166806676859048
"P37837";"P37837";"P37837";"TALDO_HUMAN";"Transaldolase";"TALDO1";13;24;0,00205008091733398;12;12;12;12;0,00265297180565314;0,00270484965169294
"P49411";"P49411";"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";13;27;0,00171955072518639;11;12;13;14;0,00214282254435221;0,00235278035705886
"P49915";"P49915";"P49915";"GUAA_HUMAN";"GMP synthase [glutamine-hydrolyzing]";"GMPS";13;24;0,000996936896308157;12;11;13;11;0,00139762740266551;0,00120573324420704
"Q12905";"Q12905";"Q12905";"ILF2_HUMAN";"Interleukin enhancer-binding factor 2";"ILF2";13;26;0,0019191035253932;11;11;12;14;0,00229243973975668;0,00272681210612976
"Q8WUM4";"Q8WUM4";"Q8WUM4";"PDC6I_HUMAN";"Programmed cell death 6-interacting protein";"PDCD6IP";13;23;0,000762777322880939;10;12;11;12;0,000944178809865224;0,00105015476108355
"Q96AE4-1,Q96AE4-2";"Q96AE4-1,Q96AE4-2";"Q96AE4-[1,2]";"FUBP1_HUMAN";"Far upstream element-binding protein 1";"FUBP1";13;25;0,00055874520343358;11;13;11;14;NA;NA
"P04040";"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";12;22;0,00120171568003749;11;7;13;9;0,00183786677428311;0,00129724999898556
"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";12;22;0,00104309955554114;12;9;13;9;0,00157371990722153;0,00114273240065036
"P11413-1,P11413-2,P11413-3";"P11413-1,P11413-2,P11413-3";"P11413-[1-3]";"G6PD_HUMAN";"Glucose-6-phosphate 1-dehydrogenase";"G6PD";12;17;0,000316745242055189;10;7;10;7;NA;NA
"P12814-1,P12814-2,P12814-3";"P12814-1,P12814-2,P12814-3";"P12814-[1-3]";"ACTN1_HUMAN";"Alpha-actinin-1";"ACTN1";12;26;0,000378266023044278;10;11;14;12;NA;NA
"P17844";"P17844";"P17844";"DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX5";"DDX5";12;18;0,00105225723745552;11;7;11;7;0,00164774738904167;0,00109176109026639
"P18124";"P18124";"P18124";"RL7_HUMAN";"60S ribosomal protein L7";"RPL7";12;24;0,00278579544008691;10;10;12;12;0,00360504636493995;0,00367554166379242
"P25786-1,P25786-2";"P25786-1,P25786-2";"P25786-[1,2]";"PSA1_HUMAN";"Proteasome subunit alpha type-1";"PSMA1";12;24;0,00131345488429953;11;11;12;12;NA;NA
"P38606";"P38606";"P38606";"VATA_HUMAN";"V-type proton ATPase catalytic subunit A";"ATP6V1A";12;23;0,00107308057740787;10;9;12;11;0,0014490299813697;0,00135425143960369
"P39023";"P39023";"P39023";"RL3_HUMAN";"60S ribosomal protein L3";"RPL3";12;23;0,00164290500312818;12;8;14;9;0,00258823841585432;0,00169640384482727
"P48735";"P48735";"P48735";"IDHP_HUMAN";"Isocitrate dehydrogenase [NADP], mitochondrial";"IDH2";12;18;0,00121801509700702;7;10;8;10;0,00140657069577991;0,00177941371542267
"P53621-1,P53621-2";"P53621-1,P53621-2";"P53621-[1,2]";"COPA_HUMAN";"Coatomer subunit alpha";"COPA";12;21;0,000246943468341037;8;11;9;12;NA;NA
"P55060-1,P55060-3";"P55060-1,P55060-3";"P55060-[1,3]";"XPO2_HUMAN";"Exportin-2";"CSE1L";17;36;0,000533633318080499;16;13;19;17;NA;NA
"P55884-1,P55884-2";"P55884-1,P55884-2";"P55884-[1,2]";"EIF3B_HUMAN";"Eukaryotic translation initiation factor 3 subunit B";"EIF3B";12;21;0,000371325313574238;9;11;9;12;NA;NA
"P61247";"P61247";"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";12;27;0,00294407927191003;11;10;14;13;0,00395098515753519;0,00374051335986956
"P62195";"P62195";"P62195";"PRS8_HUMAN";"26S protease regulatory subunit 8";"PSMC5";12;20;0,0015627938549284;6;12;6;14;0,00124086434423846;0,00284318702494488
"P62424";"P62424";"P62424";"RL7A_HUMAN";"60S ribosomal protein L7a";"RPL7A";12;20;0,00216440247224797;11;8;12;8;0,00336109585904176;0,00228454719955017
"P63244";"P63244";"P63244";"GBLP_HUMAN";"Guanine nucleotide-binding protein subunit beta-2-like 1";"GNB2L1";12;25;0,00227023287704243;11;9;14;11;0,00329041035201669;0,00263587740768289
"Q15029-1,Q15029-2";"Q15029-1,Q15029-2";"Q15029-[1,2]";"U5S1_HUMAN";"116 kDa U5 small nuclear ribonucleoprotein component";"EFTUD2";12;21;0,000313742329816886;10;10;11;10;NA;NA
"O00299";"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";11;25;0,00298615693785249;11;11;13;12;0,00401890369314191;0,00378230013535485
"O43175";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";11;18;0,000972153755827701;8;9;9;9;0,00125804619864696;0,00128264680950355
"O95373";"O95373";"O95373";"IPO7_HUMAN";"Importin-7";"IPO7";11;22;0,000610119617899573;9;9;11;11;0,000789544515378627;0,000804983755525507
"P00491";"P00491";"P00491";"PNPH_HUMAN";"Purine nucleoside phosphorylase";"PNP";11;22;0,00219136388712719;10;9;10;12;0,00257800316754644;0,0031540980367492
"P06576";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";11;18;0,00097950463488878;8;10;8;10;0,00112671896471973;0,00143593940236377
"P07954-1,P07954-2";"P07954-1,P07954-2";"P07954-[1,2]";"FUMH_HUMAN";"Fumarate hydratase, mitochondrial";"FH";11;16;0,000451553770680754;7;9;7;9;NA;NA
"P08133";"P08133";"P08133";"ANXA6_HUMAN";"Annexin A6";"ANXA6";11;18;0,000769922662490586;7;9;8;10;0,000885637938093221;0,00112869531032754
"P08865";"P08865";"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";11;21;0,00204921223897918;11;7;12;9;0,00303068304578002;0,00231746016767929
"P21333-1,P21333-2";"P21333-1,P21333-2";"P21333-[1,2]";"FLNA_HUMAN";"Filamin-A";"FLNA";11;18;0,000106615424008399;8;9;9;9;NA;NA
"P26599-1,P26599-2,P26599-3";"P26599-1,P26599-2,P26599-3";"P26599-[1-3]";"PTBP1_HUMAN";"Polypyrimidine tract-binding protein 1";"PTBP1";11;20;0,000424267544302108;9;10;9;11;NA;NA
"P26640";"P26640";"P26640";"SYVC_HUMAN";"Valine--tRNA ligase";"VARS";11;18;0,000409935088493801;9;9;9;9;0,000530489417625657;0,000540862934703631
"P26641";"P26641";"P26641";"EF1G_HUMAN";"Elongation factor 1-gamma";"EEF1G";11;20;0,00131746237441181;11;8;12;8;0,00204588443593846;0,00139059394755228
"P36578";"P36578";"P36578";"RL4_HUMAN";"60S ribosomal protein L4";"RPL4";11;22;0,00148314792360599;10;9;11;11;0,00191931430202111;0,00195684575699175
"P46777";"P46777";"P46777";"RL5_HUMAN";"60S ribosomal protein L5";"RPL5";11;22;0,00213233725043689;10;9;11;11;0,00275941820526268;0,00281337756981642
"P48444";"P48444";"P48444";"COPD_HUMAN";"Coatomer subunit delta";"ARCN1";11;20;0,00112667525952634;9;9;11;9;0,00160381058114093;0,00133786839425712
"P62269";"P62269";"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";11;18;0,00340893389379056;8;10;8;10;0,00392127850221538;0,00499744699901601
"P63104";"P63104";"P63104";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";11;22;0,0032100199910401;9;10;12;10;0,00456358930512223;0,00382020584006413
"Q06830";"Q06830";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";11;30;0,00483752357033952;11;9;14;16;0,00599029479735415;0,00667834490289304
"Q7KZF4";"Q7KZF4";"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";11;16;0,000506137193510295;7;8;7;9;0,000573109934939171;0,000751264559852077
"Q92841-1,Q92841-2,Q92841-3,Q92841-4";"Q92841-1,Q92841-2,Q92841-3,Q92841-4";"Q92841-[1-4]";"DDX17_HUMAN";"Probable ATP-dependent RNA helicase DDX17";"DDX17";11;20;0,000246184249275143;9;11;9;11;NA;NA
"O60610-1,O60610-2,O60610-3";"O60610-1,O60610-2,O60610-3";"O60610-[1-3]";"DIAP1_HUMAN";"Protein diaphanous homolog 1";"DIAPH1";10;16;0,00012069833493039;7;7;9;7;NA;NA
"O75643-1";"O75643-1";"O75643-1";"U520_HUMAN";"U5 small nuclear ribonucleoprotein 200 kDa helicase";"SNRNP200";15;22;0,00029649071319277;12;10;12;10;NA;NA
"P00492";"P00492";"P00492";"HPRT_HUMAN";"Hypoxanthine-guanine phosphoribosyltransferase";"HPRT1";10;21;0,00277301656192137;10;9;11;10;0,00375939085762851;0,00348445845802951
"P08758";"P08758";"P08758";"ANXA5_HUMAN";"Annexin A5";"ANXA5";10;24;0,00228599096407131;8;10;12;12;0,00294912820687448;0,00302657883877907
"P10768";"P10768";"P10768";"ESTD_HUMAN";"S-formylglutathione hydrolase";"ESD";10;15;0,00153119962132436;6;8;6;9;0,00158519769238494;0,00242429343782053
"P14314-1,P14314-2";"P14314-1,P14314-2";"P14314-[1,2]";"GLU2B_HUMAN";"Glucosidase 2 subunit beta";"PRKCSH";10;19;0,000517939871910097;7;9;8;11;NA;NA
"P14317";"P14317";"P14317";"HCLS1_HUMAN";"Hematopoietic lineage cell-specific protein";"HCLS1";10;23;0,00136232657666801;9;8;12;11;0,00183961213684178;0,00171928629266559
"P16930";"P16930";"P16930";"FAAA_HUMAN";"Fumarylacetoacetase";"FAH";10;19;0,00130535681321495;8;9;8;11;0,00142251630629293;0,00199420796714911
"P23526";"P23526";"P23526";"SAHH_HUMAN";"Adenosylhomocysteinase";"AHCY";10;23;0,00153261739875152;9;9;13;10;0,00224202729177592;0,00175836098113526
"P27348";"P27348";"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";10;20;0,00291819999185464;9;9;10;10;0,00380299108760186;0,00382020584006413
"P42704";"P42704";"P42704";"LPPRC_HUMAN";"Leucine-rich PPR motif-containing protein, mitochondrial";"LRPPRC";10;19;0,000392356172695167;7;10;8;11;0,000427571257056483;0,000599406842349696
"P46782";"P46782";"P46782";"RS5_HUMAN";"40S ribosomal protein S5";"RPS5";10;19;0,00268110051341697;8;9;9;10;0,00328695403862172;0,00372358796005114
"Q02878";"Q02878";"Q02878";"RL6_HUMAN";"60S ribosomal protein L6";"RPL6";10;22;0,00219897278951304;10;8;13;9;0,00336304093766389;0,0023737873245326
"Q13435";"Q13435";"Q13435";"SF3B2_HUMAN";"Splicing factor 3B subunit 2";"SF3B2";10;19;0,000611111178477165;8;8;9;10;0,000749205166345062;0,000848728428883166
