"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc"
"268";268;"P00505";"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";16;52;0,00105911430825607;12;9;11;11;14;12;13;13;0,00155625659868317;0,00134741475752757;0,00133122062922371;0,00133000084870405;"mitochondrial inner membrane, plasma membrane, extracellular vesicular exosome, mitochondrial matrix, mitochondrion"
"270";270;"P00813";"P00813";"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";8;26;0,000627299108195742;6;6;4;7;7;7;4;8;0,000921749776079563;0,000931064834747015;0,000485208620950369;0,000969528060932813;"cell surface, cell junction, external side of plasma membrane, dendrite cytoplasm, lysosome, extracellular space, cytoplasmic membrane-bounded vesicle lumen, cytoplasm, neuronal cell body, cytosol, plasma membrane, membrane"
"271";271;"P00918";"P00918";"P00918";"CAH2_HUMAN";"Carbonic anhydrase 2";"CA2";5;11;0,000370533334175384;2;2;2;5;2;2;2;5;0,000367686998589979;0,000371402785728754;0,00033871294116343;0,000846006457015892;"microvillus, plasma membrane, axon, apical part of cell, cytosol, extracellular vesicular exosome, extracellular space, cytoplasm, basolateral plasma membrane"
"272";272;"P01889";"P01889";"P01889";"1B07_HUMAN";"HLA class I histocompatibility antigen, B-7 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"early endosome membrane, plasma membrane, Golgi membrane, integral component of plasma membrane, phagocytic vesicle membrane, cell surface, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, extracellular vesicular exosome, MHC class I protein complex"
"273";273;"P01892";"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, cell surface, plasma membrane, early endosome membrane, phagocytic vesicle membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane"
"274";274;"P01903";"P01903";"P01903";"DRA_HUMAN";"HLA class II histocompatibility antigen, DR alpha chain";"HLA-DRA";2;7;0,000241363875518683;1;2;2;NA;2;3;2;NA;0,000376372518241711;0,000570264119819741;0,000346714034261779;NA;"integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, integral component of plasma membrane, MHC class II protein complex, lysosome, Golgi membrane, late endosome membrane, extracellular vesicular exosome, clathrin-coated endocytic vesicle membrane, trans-Golgi network membrane, transport vesicle membrane, lysosomal membrane, plasma membrane, endocytic vesicle membrane"
"275";275;"P01912";"P01912,Q5Y7A7";"P01912,Q5Y7A7";"2B13_HUMAN, 2B1D_HUMAN";"HLA class II histocompatibility antigen, DRB1-13 beta chain, HLA class II histocompatibility antigen, DRB1-3 chain";"HLA-DRB1";3;10;0,000164625199736158;2;2;3;2;3;2;3;2;0,000269544980169346;0,000181512639641872;0,000248304599725071;0,0001653847209204;"clathrin-coated endocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, late endosome membrane, plasma membrane, Golgi membrane, transport vesicle membrane, MHC class II protein complex, ER to Golgi transport vesicle membrane, trans-Golgi network membrane, lysosomal membrane, endocytic vesicle membrane"
"277";277;"P02647";"P02647";"P02647";"APOA1_HUMAN";"Apolipoprotein A-I";"APOA1";1;4;0,0001312069007635;1;1;1;NA;1;2;1;NA;0,000179023632272275;0,000361665634042982;0,000164916413300547;NA;"cytoplasmic vesicle, spherical high-density lipoprotein particle, cytosol, early endosome, secretory granule lumen, blood microparticle, endocytic vesicle, plasma membrane, extracellular region, high-density lipoprotein particle, nucleus, endoplasmic reticulum lumen, very-low-density lipoprotein particle, extracellular vesicular exosome, extracellular space, endocytic vesicle lumen"
"279";279;"P02786";"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";13;47;0,000541616907131961;11;9;11;11;13;10;12;12;0,000817619773180349;0,000635294238746553;0,000695252879230199;0,00069461582786568;"coated pit, extracellular region, cell surface, endosome, blood microparticle, external side of plasma membrane, perinuclear region of cytoplasm, cytoplasmic membrane-bounded vesicle, extracellular space, extracellular vesicular exosome, melanosome, integral component of plasma membrane, intracellular membrane-bounded organelle, membrane, plasma membrane"
"282";282;"P03952";"P03952,P20718";"P03952,P20718";"GRAH_HUMAN, KLKB1_HUMAN";"Granzyme H, Plasma kallikrein";"GZMH, KLKB1";1;2;1,98146168008227e-05;1;1;NA;NA;1;1;NA;NA;5,40716174397028e-05;5,46180567248168e-05;NA;NA;"plasma membrane, extracellular space, extracellular region"
"283";283;"P04040";"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";21;99;0,00164525237565541;19;18;19;20;23;21;28;27;0,00208611788573821;0,00192396509495161;0,0023394973545254;0,0022538767849152;"lysosome, Golgi apparatus, peroxisomal membrane, endoplasmic reticulum, intracellular membrane-bounded organelle, plasma membrane, mitochondrial intermembrane space, peroxisome, peroxisomal matrix, cytosol"
"287";287;"P04222";"P04222";"P04222";"1C03_HUMAN";"HLA class I histocompatibility antigen, Cw-3 alpha chain";"HLA-C";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"phagocytic vesicle membrane, MHC class I protein complex, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, cell surface, ER to Golgi transport vesicle membrane, Golgi membrane"
"288";288;"P04233";"P04233-2";"P04233-2";"HG2A_HUMAN";"HLA class II histocompatibility antigen gamma chain";"CD74";4;8;0,00023670434124226;3;4;NA;NA;3;5;NA;NA;NA;NA;NA;NA;"trans-Golgi network membrane, Golgi membrane, endocytic vesicle membrane, MHC class II protein complex, lysosomal lumen, cell surface, macrophage migration inhibitory factor receptor complex, extracellular vesicular exosome, multivesicular body, plasma membrane, ER to Golgi transport vesicle membrane, integral component of membrane, integral component of lumenal side of endoplasmic reticulum membrane, vacuole, NOS2-CD74 complex, transport vesicle membrane, lysosomal membrane, external side of plasma membrane, clathrin-coated endocytic vesicle membrane, intracellular"
"289";289;"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";5;13;0,000176793149281874;4;3;3;3;4;3;3;3;0,000296890123085076;0,000224917836077972;0,000205121191077233;0,000204933241140496;"extracellular vesicular exosome, cytoskeleton, plasma membrane, blood microparticle, membrane, extracellular space, keratin filament"
"291";291;"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";17;210;0,00549012755657422;16;16;15;15;44;48;57;61;0,00627811830428263;0,00691806979984306;0,00749212804185379;0,00801054472135645;"perinuclear region of cytoplasm, nucleus, extracellular vesicular exosome, cytosol, microtubule cytoskeleton, plasma membrane, ribonucleoprotein complex, lipid particle, cytoplasm, GAIT complex"
"292";292;"P04632";"P04632";"P04632";"CPNS1_HUMAN";"Calpain small subunit 1";"CAPNS1";8;23;0,000751624605959565;7;6;5;5;7;6;5;5;0,00124848943551075;0,00108094840622548;0,000821505267747126;0,000820752532925865;"membrane, plasma membrane, cytosol, extracellular vesicular exosome"
"293";293;"P04792";"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";7;20;0,000854444939118403;4;5;5;5;4;5;5;6;0,000932669459837996;0,00117761858889605;0,00107396786222551;0,00128758055897053;"spindle, proteasome complex, plasma membrane, cytoskeleton, cytoplasm, extracellular space, extracellular vesicular exosome, Z disc, nucleus, cytosol"
"296";296;"P04899";"P04899-1,P04899-4";"P04899-1,P04899-4";"GNAI2_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2";5;24;0,000420327902490259;5;5;4;4;6;8;5;5;NA;NA;NA;NA;"heterotrimeric G-protein complex, extrinsic component of cytoplasmic side of plasma membrane, plasma membrane, cytoplasm, centrosome, extracellular vesicular exosome, nucleus, membrane raft, midbody, cytosol"
"297";297;"P05023";"P05023-1,P05023-3";"P05023-1,P05023-3";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";17;57;0,000243992891339163;14;10;13;14;17;11;14;15;NA;NA;NA;NA;"basolateral plasma membrane, integral component of membrane, endosome, Golgi apparatus, endoplasmic reticulum, caveola, melanosome, T-tubule, sodium:potassium-exchanging ATPase complex, extracellular vesicular exosome, plasma membrane, membrane"
"299";299;"P05141";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";5;73;0,00335072925011888;4;5;5;5;17;15;19;22;0,00436289002353747;0,00386641856711218;0,00459401383896465;0,00467676911754933;"mitochondrion, integral component of plasma membrane, mitochondrial nucleoid, mitochondrial inner membrane, MMXD complex"
"307";307;"P05556";"P05556-1";"P05556-1";"ITB1_HUMAN";"Integrin beta-1";"ITGB1";5;14;0,000153650186420415;2;3;2;4;3;4;2;5;NA;NA;NA;NA;"integrin complex, filopodium, plasma membrane, sarcolemma, cell surface, alpha3-beta1 integrin complex, myelin sheath abaxonal region, alpha7-beta1 integrin complex, alpha8-beta1 integrin complex, alpha9-beta1 integrin complex, hemidesmosome, cytoplasm, recycling endosome, focal adhesion, intercalated disc, lamellipodium, neuromuscular junction, basement membrane, ruffle, external side of plasma membrane, extracellular vesicular exosome, cleavage furrow, receptor complex, acrosomal vesicle, membrane raft, melanosome"
"313";313;"P06576";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";24;189;0,00312906135785846;21;19;23;22;50;42;47;50;0,0045178931773816;0,00383338224967674;0,00391216648489331;0,00415806576227093;"plasma membrane, mitochondrial nucleoid, mitochondrial proton-transporting ATP synthase complex, extracellular vesicular exosome, mitochondrion, mitochondrial membrane, cell surface, mitochondrial matrix, mitochondrial proton-transporting ATP synthase, catalytic core"
"315";315;"P06733";"P06733-1";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";22;267;0,00713712064474829;21;19;19;20;65;64;66;72;NA;NA;NA;NA;"extracellular space, M band, extracellular vesicular exosome, phosphopyruvate hydratase complex, cytosol, nucleus, plasma membrane, cytoplasm"
"316";316;"P06737";"P06737";"P06737";"PYGL_HUMAN";"Glycogen phosphorylase, liver form";"PYGL";18;70;0,000792274861182772;14;13;15;15;15;16;21;18;0,000959372215919545;0,000962733706677185;0,00119096661506;0,00103331280178366;"cytosol, cytoplasm, plasma membrane"
"317";317;"P06744";"P06744-1";"P06744-1";"G6PI_HUMAN";"Glucose-6-phosphate isomerase";"GPI";20;91;0,0014481231764804;17;15;17;19;22;21;23;25;NA;NA;NA;NA;"cytoplasm, cytosol, extracellular space, plasma membrane, extracellular vesicular exosome, neuron projection, nucleus"
"326";326;"P07237";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";25;80;0,00137922214582104;15;17;20;22;16;20;21;23;0,00150549007296684;0,00190088039939914;0,00182024867987434;0,00199177898147836;"procollagen-proline 4-dioxygenase complex, extracellular vesicular exosome, endoplasmic reticulum lumen, extracellular region, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum, plasma membrane, melanosome"
"328";328;"P07355";"P07355-1,P07355-2";"P07355-1,P07355-2";"ANXA2_HUMAN";"Annexin A2";"ANXA2";10;30;0,000387524806458568;4;6;6;8;4;7;8;11;NA;NA;NA;NA;"ruffle, cell cortex, lipid particle, extracellular space, sarcolemma, basement membrane, macropinosome, extracellular vesicular exosome, Schmidt-Lanterman incisure, midbody, extrinsic component of plasma membrane, cell surface, early endosome, perinuclear region of cytoplasm, melanosome, myelin sheath adaxonal region, protein complex"
"329";329;"P07384";"P07384";"P07384";"CAN1_HUMAN";"Calpain-1 catalytic subunit";"CAPN1";12;35;0,000429316697351158;7;9;7;8;8;10;8;9;0,000535566496545628;0,000676223559450113;0,00049336338768903;0,000554525240733106;"extracellular vesicular exosome, plasma membrane, cytosol, membrane, cytoplasm"
"337";337;"P07900";"P07900-1,P07900-2";"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";26;178;0,00142990792275832;25;24;24;24;48;43;44;43;NA;NA;NA;NA;"perinuclear region of cytoplasm, extracellular matrix, neuron projection, neuronal cell body, melanosome, extracellular vesicular exosome, nucleus, cytosol, extracellular region, protein complex, endocytic vesicle lumen, mitochondrion, apical plasma membrane, brush border membrane, cell surface, plasma membrane, cytoplasm, basolateral plasma membrane"
"339";339;"P07948";"P07948-1,P07948-2";"P07948-1,P07948-2";"LYN_HUMAN";"Tyrosine-protein kinase Lyn";"LYN";9;21;0,00019369561931273;5;4;6;5;5;4;7;5;NA;NA;NA;NA;"postsynaptic density, mast cell granule, mitochondrial crista, membrane raft, nucleus, plasma membrane, perinuclear region of cytoplasm, Golgi apparatus, alpha2-beta1 integrin complex, cytosol, cytoplasm, mitochondrial intermembrane space"
"343";343;"P08195";"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-1,P08195-2,P08195-3,P08195-4";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";20;80;0,000278033670665512;18;18;14;14;24;20;19;17;NA;NA;NA;NA;"extracellular vesicular exosome, nucleus, cytoplasm, cell junction, plasma membrane, integral component of membrane, apical plasma membrane, melanosome"
"344";344;"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";26;167;0,00276403866887065;23;22;20;19;45;44;37;41;0,00390019886666305;0,0040078498685809;0,00308710523114597;0,00355958887736309;"apical plasma membrane, brush border membrane, mitochondrion, cell surface, extracellular vesicular exosome, cytosol, cytoplasm, melanosome, inclusion body, basolateral plasma membrane"
"349";349;"P08575";"P08575-1,P08575-2";"P08575-1,P08575-2";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";11;29;9,73864103347183e-05;6;7;6;7;6;8;6;9;NA;NA;NA;NA;"external side of plasma membrane, extracellular vesicular exosome, plasma membrane, focal adhesion, membrane raft, integral component of plasma membrane"
"354";354;"P08754";"P08754";"P08754";"GNAI3_HUMAN";"Guanine nucleotide-binding protein G(k) subunit alpha";"GNAI3";2;6;0,000210757634723223;1;1;2;2;1;1;2;2;0,000204146904315327;0,000190081221249574;0,000390927769058681;0,000315118627855395;"zymogen granule, heterotrimeric G-protein complex, extrinsic component of cytoplasmic side of plasma membrane, cytoplasm, Golgi apparatus, lysosomal membrane, midbody, extracellular vesicular exosome, centrosome, membrane raft, plasma membrane"
"355";355;"P08758";"P08758";"P08758";"ANXA5_HUMAN";"Annexin A5";"ANXA5";13;64;0,00183919273145236;12;12;11;11;16;15;16;17;0,00250946376537661;0,00237100885532196;0,00230647383744622;0,00246693132847898;"cytoplasm, external side of plasma membrane, endothelial microparticle, extracellular vesicular exosome, intracellular"
"356";356;"P08865";"P08865";"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";10;51;0,00151410539635303;8;8;10;9;10;11;16;14;0,00162031558700669;0,00180035926641396;0,00238821328006758;0,00208777186680532;"cytosolic small ribosomal subunit, 90S preribosome, nucleus, extracellular vesicular exosome, plasma membrane, cytosol, cytoplasm"
