"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc";"norm.sc"
"1135";1135;"Q02978";"Q02978";"Q02978";"M2OM_HUMAN";"Mitochondrial 2-oxoglutarate/malate carrier protein";"SLC25A11";5;12;0,000334702953858483;5;3;NA;2;6;4;NA;2;0,000913362607962369;0,000615061938149529;NA;0,000280205960285518;"integral component of plasma membrane, mitochondrial inner membrane, mitochondrion";0,000277739202888488
"1328";1328;"Q15758";"Q15758-1";"Q15758-1";"AAAT_HUMAN";"Neutral amino acid transporter B(0)";"SLC1A5";10;32;0,000518036857727978;8;10;6;6;9;10;6;7;NA;NA;NA;NA;"melanosome, integral component of plasma membrane, plasma membrane, Golgi apparatus, extracellular vesicular exosome, membrane";0,000740637874369301
"1498";1498;"Q8NBI5";"Q8NBI5";"Q8NBI5";"S43A3_HUMAN";"Solute carrier family 43 member 3";"SLC43A3";2;4;7,13487627369746e-05;1;1;2;NA;1;1;2;NA;9,73509364902186e-05;9,83347497856172e-05;0,000179359194913425;NA;"integral component of membrane";9,25797342961626e-05
"1820";1820;"Q9NY26";"Q9NY26";"Q9NY26";"S39A1_HUMAN";"Zinc transporter ZIP1";"SLC39A1";1;6;0,000162186307888215;1;1;1;1;1;1;2;2;0,000147528734002152;0,000149019636249191;0,000271806681180531;0,000271557628177941;"membrane, integral component of membrane, plasma membrane, endoplasmic reticulum membrane";0,000138869601444244
"1855";1855;"Q9UBX3";"Q9UBX3-1,Q9UBX3-2";"Q9UBX3-1,Q9UBX3-2";"DIC_HUMAN";"Mitochondrial dicarboxylate carrier";"SLC25A10";2;5;7,62897267070003e-05;2;2;NA;NA;2;3;NA;NA;NA;NA;NA;NA;"integral component of membrane, mitochondrial inner membrane";0,000115724667870203
"1877";1877;"Q9UJS0";"Q9UJS0-1,Q9UJS0-2";"Q9UJS0-1,Q9UJS0-2";"CMC2_HUMAN";"Calcium-binding mitochondrial carrier protein Aralar2";"SLC25A13";4;8;5,18996185242289e-05;3;2;NA;3;3;2;NA;3;NA;NA;NA;NA;"mitochondrion, mitochondrial inner membrane, integral component of plasma membrane";0,000185159468592325
"159";159;"O75027";"O75027-1,O75027-2";"O75027-1,O75027-2";"ABCB7_HUMAN";"ATP-binding cassette sub-family B member 7, mitochondrial";"ABCB7";2;3;1,74695358230657e-05;NA;2;NA;1;NA;2;NA;1;NA;NA;NA;NA;"integral component of membrane, mitochondrial inner membrane, mitochondrion";6,94348007221219e-05
"969";969;"P61221";"P61221";"P61221";"ABCE1_HUMAN";"ATP-binding cassette sub-family E member 1";"ABCE1";12;49;0,000716435677249112;8;11;12;8;10;13;14;12;0,000797985138843027;0,00104786428694757;0,00102914449568855;0,000881315574587507;"cytoplasm, mitochondrion";0,00113410174512799
"1508";1508;"Q8NE71";"Q8NE71-1,Q8NE71-2";"Q8NE71-1,Q8NE71-2";"ABCF1_HUMAN";"ATP-binding cassette sub-family F member 1";"ABCF1";8;21;0,000108827972275288;5;5;2;5;6;7;3;5;NA;NA;NA;NA;"ribosome, polysomal ribosome, cytoplasm, nucleoplasm, nuclear envelope";0,000486043605054854
"1857";1857;"Q9UG63";"Q9UG63";"Q9UG63";"ABCF2_HUMAN";"ATP-binding cassette sub-family F member 2";"ABCF2";2;2;2,81157644493214e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000141356925686183;NA;"mitochondrial envelope, ATP-binding cassette (ABC) transporter complex";4,62898671480813e-05
