"";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5839-1.id.csv";"peptide.count.P5839-2.id.csv";"spectra.count.P5839-1.id.csv";"spectra.count.P5839-2.id.csv";"dNSAF.P5839-1.id.csv";"dNSAF.P5839-2.id.csv";"Go.Cc"
"25";"O00461";"O00461";"GOLI4_HUMAN";"Golgi integral membrane protein 4";"GOLIM4";2;4;9,75319610923223e-05;2;2;2;2;9,77182498035675e-05;9,73957304092244e-05;"endosome membrane, nucleus, cis-Golgi network, membrane, Golgi cisterna membrane, integral component of membrane, Golgi apparatus, endocytic vesicle, Golgi lumen"
"26";"O00483";"O00483";"NDUA4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4";"NDUFA4";4;9;0,00188561791445156;4;4;5;4;0,00209913277355812;0,00167376366332889;"mitochondrial inner membrane, mitochondrion, extracellular vesicular exosome, mitochondrial respiratory chain complex I, mitochondrial respiratory chain complex IV"
"27";"O00487";"O00487";"PSDE_HUMAN";"26S proteasome non-ATPase regulatory subunit 14";"PSMD14";4;10;0,000547437459034325;3;4;4;6;0,000438786463634084;0,000656007371272454;"proteasome complex, proteasome accessory complex, extracellular vesicular exosome, cytosol, nucleoplasm, nucleus, proteasome regulatory particle, lid subcomplex"
"28";"O00505";"O00505";"IMA4_HUMAN";"Importin subunit alpha-4";"KPNA3";3;3;9,77191625531521e-05;3;NA;3;NA;0,000195811617648608;NA;"cytosol, nuclear pore, nucleoplasm"
"29";"O00507";"O00507-1,O00507-2,Q93008-1,Q93008-3";"USP9X_HUMAN, USP9Y_HUMAN";"Probable ubiquitin carboxyl-terminal hydrolase FAF-X, Probable ubiquitin carboxyl-terminal hydrolase FAF-Y";"USP9X, USP9Y";3;3;4,96699353075046e-06;3;NA;3;NA;9,95296124828532e-06;NA;"cytoplasm"
"30";"O00571";"O00571-1,O00571-2";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";13;26;0,000341695685786406;11;13;12;14;0,000316541063624327;0,000366925908822667;"cytoplasm, mitochondrial outer membrane, extracellular vesicular exosome, nucleus, cytoplasmic stress granule, nuclear speck"
"31";"O00584";"O00584-1";"RNT2_HUMAN";"Ribonuclease T2";"RNASET2";3;5;0,000331456274024689;2;3;2;3;0,000265671491653449;0,000397191963075118;"extracellular vesicular exosome, lysosomal lumen, extracellular space, lysosome, endoplasmic reticulum lumen, extracellular region"
"32";"O00625";"O00625";"PIR_HUMAN";"Pirin";"PIR";3;7;0,000409634236587754;3;3;3;4;0,000351785699292843;0,000467499505964277;"cytoplasm, nucleus"
"33";"O00629";"O00629";"IMA3_HUMAN";"Importin subunit alpha-3";"KPNA4";2;6;0,000195438325106304;2;2;3;3;0,000195811617648608;0,000195165340781632;"extracellular vesicular exosome, cytosol, nucleoplasm"
"34";"O00764";"O00764-1,O00764-2";"PDXK_HUMAN";"Pyridoxal kinase";"PDXK";1;1;2,71964122276668e-05;1;NA;1;NA;5,4496716236605e-05;NA;"cytosol, extracellular vesicular exosome, cytoplasm, nucleus"
"35";"O00767";"O00767";"ACOD_HUMAN";"Acyl-CoA desaturase";"SCD";2;2;9,45435166020283e-05;NA;2;NA;2;NA;0,000188822920236268;"membrane, endoplasmic reticulum membrane, endoplasmic reticulum, integral component of membrane"
"36";"O14497";"O14497-1,O14497-2,O14497-3";"ARI1A_HUMAN";"AT-rich interactive domain-containing protein 1A";"ARID1A";1;1;2,47564715245282e-06;1;NA;1;NA;4,96075141234741e-06;NA;"SWI/SNF complex, nuclear chromatin, nBAF complex, nucleus, npBAF complex"
"37";"O14508";"O14508";"SOCS2_HUMAN";"Suppressor of cytokine signaling 2";"SOCS2";1;1;8,57099052023438e-05;NA;1;NA;1;NA;0,000171180374658637;"cytoplasm, cytosol"
"38";"O14548";"O14548";"COX7R_HUMAN";"Cytochrome c oxidase subunit 7A-related protein, mitochondrial";"COX7A2L";1;2;0,000297729144387089;1;1;1;1;0,000298297815189838;0,000297313282301843;"mitochondrial inner membrane, mitochondrial respiratory chain"
"39";"O14561";"O14561";"ACPM_HUMAN";"Acyl carrier protein, mitochondrial";"NDUFAB1";4;7;0,00076149954237467;3;4;3;4;0,00065396059483926;0,000869069594420772;"mitochondrial matrix, mitochondrial membrane, mitochondrial inner membrane, mitochondrial respiratory chain complex I"
"40";"O14579";"O14579-1,O14579-2";"COPE_HUMAN";"Coatomer subunit epsilon";"COPE";3;5;0,000137748061932338;2;3;2;3;0,000110408931596239;0,0001650667898494;"nucleus, Golgi apparatus, COPI vesicle coat, cytosol"
"41";"O14617";"O14617-1,O14617-2,O14617-3,O14617-4,O14617-5";"AP3D1_HUMAN";"AP-3 complex subunit delta-1";"AP3D1";1;1;2,94372267650721e-06;NA;1;NA;1;NA;5,87922188766871e-06;"endosome membrane, terminal bouton, Golgi apparatus, lysosomal membrane, membrane coat, Golgi membrane, membrane"
"42";"O14628";"O14628-1,O14628-4,O14628-5,O14628-6,O14628-7";"ZN195_HUMAN";"Zinc finger protein 195";"ZNF195";1;1;5,39604490622069e-06;NA;1;NA;1;NA;1,07770156382862e-05;"nucleus"
"43";"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";2;4;9,07516643318935e-05;2;2;2;2;9,09250024910201e-05;9,06249042310431e-05;"cytoplasm, nucleus, plasma membrane, postsynaptic density, membrane, integral component of membrane, extracellular vesicular exosome, Golgi-associated vesicle, cell surface, tetraspanin-enriched microdomain, Golgi apparatus, perinuclear endoplasmic reticulum"
"44";"O14737";"O14737";"PDCD5_HUMAN";"Programmed cell death protein 5";"PDCD5";4;8;0,0010861159187241;4;4;4;4;0,00108819042981253;0,00108459885383712;"cytoplasm, nucleus, extracellular vesicular exosome"
"45";"O14744";"O14744-1,O14744-2";"ANM5_HUMAN";"Protein arginine N-methyltransferase 5";"PRMT5";5;10;0,00013320691703347;5;5;5;5;0,000133461345885563;0,000133020856288894;"cytosol, cytoplasm, methylosome, nucleus"
"46";"O14745";"O14745";"NHRF1_HUMAN";"Na(+)/H(+) exchange regulatory cofactor NHE-RF1";"SLC9A3R1";2;3;0,000142211406955844;2;NA;3;NA;0,000284966069259566;NA;"microvillus membrane, filopodium, sperm midpiece, plasma membrane, actin cytoskeleton, ruffle, intracellular membrane-bounded organelle, apical plasma membrane, membrane, microvillus, vesicle, brush border membrane, extracellular vesicular exosome, cell periphery, membrane raft, centrosome, endomembrane system, cytoplasm"
"47";"O14773";"O14773-1,O14773-2";"TPP1_HUMAN";"Tripeptidyl-peptidase 1";"TPP1";2;6;9,04292783129525e-05;2;2;3;3;9,0602000705972e-05;9,03029685144141e-05;"lysosome, lysosomal lumen, extracellular vesicular exosome, mitochondrion, melanosome"
"48";"O14776";"O14776-1,O14776-2";"TCRG1_HUMAN";"Transcription elongation regulator 1";"TCERG1";6;9;6,95514804510823e-05;6;2;7;2;0,000108397839946034;3,08685921515575e-05;"nucleus"
"49";"O14818";"O14818-1";"PSA7_HUMAN";"Proteasome subunit alpha type-7";"PSMA7";6;14;0,000958015553310069;5;6;6;8;0,000822724619313907;0,00109334561878742;"cytosol, proteasome core complex, alpha-subunit complex, proteasome complex, proteasome core complex, nucleoplasm, nucleus, extracellular vesicular exosome"
"50";"O14828";"O14828-1,O14828-2";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";2;5;0,000122266291282882;2;2;2;3;9,79998585926268e-05;0,000146514614621369;"integral component of membrane, Golgi membrane, extracellular vesicular exosome"
"51";"O14920";"O14920-1,O14920-2,O14920-4";"IKKB_HUMAN";"Inhibitor of nuclear factor kappa-B kinase subunit beta";"IKBKB";2;2;1,49652215432664e-05;2;NA;2;NA;2,99876110508303e-05;NA;"cytosol, cytoplasm, IkappaB kinase complex, nucleus, membrane raft, CD40 receptor complex, cytoplasmic side of plasma membrane"
"52";"O14929";"O14929-1";"HAT1_HUMAN";"Histone acetyltransferase type B catalytic subunit";"HAT1";6;9;0,000364522794917844;4;5;4;5;0,000324639149705408;0,000404459596448808;"intracellular membrane-bounded organelle, cytoplasm, nucleoplasm, nucleus, protein complex, nuclear matrix, nuclear chromatin"
"53";"O14949";"O14949";"QCR8_HUMAN";"Cytochrome b-c1 complex subunit 8";"UQCRQ";3;6;0,00124174838268762;2;3;2;4;0,00082941343735711;0,00165335191133708;"mitochondrion, mitochondrial inner membrane, respiratory chain"
"54";"O14950";"O14950,P19105";"ML12A_HUMAN, ML12B_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B";"MYL12A, MYL12B";6;15;0,00074215282347219;6;6;7;8;0,000693998998604929;0,000790523945945425;"stress fiber, cytosol, Z disc, apical part of cell, myosin II complex, extracellular vesicular exosome"
"55";"O14964";"O14964-1,O14964-2";"HGS_HUMAN";"Hepatocyte growth factor-regulated tyrosine kinase substrate";"HGS";1;1;1,09205670721133e-05;1;NA;1;NA;2,18828513073626e-05;NA;"cytoplasm, early endosome, intracellular membrane-bounded organelle, secretory granule, cytosol, endosome, multivesicular body membrane, extracellular vesicular exosome, early endosome membrane"
"56";"O14974";"O14974-1,O14974-3,O14974-4";"MYPT1_HUMAN";"Protein phosphatase 1 regulatory subunit 12A";"PPP1R12A";4;8;4,39367281037258e-05;4;4;4;4;4,40206484551994e-05;4,38753581649322e-05;"nucleoplasm, cytoplasm, centrosome, kinetochore, actin cytoskeleton, contractile fiber, PTW/PP1 phosphatase complex"
"57";"O14975";"O14975-1,O14975-2";"S27A2_HUMAN";"Very long-chain acyl-CoA synthetase";"SLC27A2";1;1;1,36859364758581e-05;NA;1;NA;1;NA;2,73336404696856e-05;"endoplasmic reticulum lumen, extracellular vesicular exosome, endoplasmic reticulum membrane, integral component of peroxisomal membrane, integral component of endoplasmic reticulum membrane, mitochondrion, peroxisomal membrane"
"58";"O14979";"O14979-1,O14979-2,O14979-3";"HNRDL_HUMAN";"Heterogeneous nuclear ribonucleoprotein D-like";"HNRNPDL";3;4;7,78875644663258e-05;3;1;3;1;0,000112774837273301;4,07572320615802e-05;"cytoplasm, nucleus, extracellular vesicular exosome, spliceosomal complex"
"59";"O14980";"O14980";"XPO1_HUMAN";"Exportin-1";"XPO1";21;41;0,000649666676407682;17;20;18;23;0,000571528587086412;0,000727876214935044;"intracellular membrane-bounded organelle, nucleolus, membrane, cytoplasm, nucleus, nucleoplasm, ribonucleoprotein complex, cytosol, nuclear envelope, nuclear membrane, Cajal body, annulate lamellae, kinetochore"
"60";"O15042";"O15042-1,O15042-2,O15042-3";"SR140_HUMAN";"U2 snRNP-associated SURP motif-containing protein";"U2SURP";2;3;1,64922849660487e-05;1;2;1;2;1,10158571207132e-05;2,1958998498484e-05;"nucleus"
"61";"O15067";"O15067";"PUR4_HUMAN";"Phosphoribosylformylglycinamidine synthase";"PFAS";17;35;0,000443923500039045;14;14;16;19;0,000406648142680317;0,000481300874040203;"cytosol, extracellular vesicular exosome"
"62";"O15116";"O15116";"LSM1_HUMAN";"U6 snRNA-associated Sm-like protein LSm1";"LSM1";3;8;0,00102078563789859;3;3;4;4;0,00102273536636516;0,00101935982503489;"ribonucleoprotein complex, cytosol, nucleus, cytoplasm"
"63";"O15126";"O15126-1";"SCAM1_HUMAN";"Secretory carrier-associated membrane protein 1";"SCAMP1";1;2;0,000100417522071385;1;1;1;1;0,000100609322282963;0,000100277260894704;"recycling endosome membrane, clathrin-coated vesicle, trans-Golgi network, integral component of membrane"
"64";"O15127";"O15127";"SCAM2_HUMAN";"Secretory carrier-associated membrane protein 2";"SCAMP2";1;3;0,000154746758936755;1;1;2;1;0,000206723105967426;0,000103020407849271;"integral component of membrane, intracellular membrane-bounded organelle, transport vesicle, trans-Golgi network membrane, extracellular vesicular exosome, recycling endosome membrane, nucleus, Golgi apparatus"
"65";"O15143";"O15143";"ARC1B_HUMAN";"Actin-related protein 2/3 complex subunit 1B";"ARPC1B";7;15;0,000684296823792906;6;7;7;8;0,000639896926133039;0,000728897079191615;"actin cytoskeleton, cytoplasm, Arp2/3 protein complex, extracellular vesicular exosome"
"66";"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";11;25;0,00141421343583867;11;9;14;11;0,00158694437680994;0,0012427695200217;"cell leading edge, synapse, extracellular vesicular exosome, Arp2/3 protein complex, focal adhesion, actin cytoskeleton, Golgi apparatus, neuron projection, endosome, plasma membrane, cytosol, cytoplasm"
"67";"O15145";"O15145";"ARPC3_HUMAN";"Actin-related protein 2/3 complex subunit 3";"ARPC3";4;8;0,000762721853036588;4;3;4;4;0,000764178672621157;0,000761656498481126;"extracellular vesicular exosome, membrane, cytosol, Arp2/3 protein complex, actin cytoskeleton, lamellipodium"
"68";"O15173";"O15173";"PGRC2_HUMAN";"Membrane-associated progesterone receptor component 2";"PGRMC2";2;4;0,000380505857176325;2;2;2;2;0,000365983328412285;0,000390830784934902;"membrane, integral component of membrane"
"69";"O15260";"O15260-1,O15260-2";"SURF4_HUMAN";"Surfeit locus protein 4";"SURF4";4;8;0,000252350352863406;4;4;4;4;0,000252832348934138;0,000251997874962157;"endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum membrane, endoplasmic reticulum-Golgi intermediate compartment membrane, Golgi membrane, integral component of membrane"
"70";"O15264";"O15264";"MK13_HUMAN";"Mitogen-activated protein kinase 13";"MAPK13";1;1;5,57936259618545e-05;1;0;1;0;0,000111800386624575;NA;"cytosol"
"71";"O15269";"O15269-1";"SPTC1_HUMAN";"Serine palmitoyltransferase 1";"SPTLC1";3;6;0,000215271389810538;2;3;3;3;0,000215682564048466;0,000214970703059684;"serine C-palmitoyltransferase complex, integral component of membrane, endoplasmic reticulum membrane, SPOTS complex"
"72";"O15294";"O15294-1,O15294-2,O15294-3,O15294-4";"OGT1_HUMAN";"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit";"OGT";1;1;4,05606147946082e-06;NA;1;NA;1;NA;8,10079210860662e-06;"mitochondrion, cytoplasm, nucleus, cytosol, microtubule organizing center, histone acetyltransferase complex, MLL5-L complex, plasma membrane, nucleoplasm"
"73";"O15305";"O15305";"PMM2_HUMAN";"Phosphomannomutase 2";"PMM2";1;2;0,000137972042520846;1;1;1;1;0,000138235572892852;0,000137779325944757;"cytosol, extracellular vesicular exosome, neuronal cell body"
"74";"O15347";"O15347";"HMGB3_HUMAN";"High mobility group protein B3";"HMGB3";5;12;0,00101823367380384;5;4;7;5;0,00119020828260745;0,000847342854560253;"chromosome, nucleus"
"75";"O15355";"O15355";"PPM1G_HUMAN";"Protein phosphatase 1G";"PPM1G";8;17;0,000528387437566098;8;6;10;7;0,000622819614132628;0,000434534797210386;"nucleus, cytoplasm"
"76";"O15371";"O15371";"EIF3D_HUMAN";"Eukaryotic translation initiation factor 3 subunit D";"EIF3D";6;13;0,000402586306552615;4;6;6;7;0,000372327929908484;0,00043294890378991;"eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex, cytosol, eukaryotic 48S preinitiation complex, membrane"
"77";"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";7;16;0,000771389146821095;6;6;8;8;0,000772862521173671;0,000770311685963866;"cytosol, eukaryotic 48S preinitiation complex, extracellular vesicular exosome, eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex, membrane"
"78";"O15382";"O15382-1";"BCAT2_HUMAN";"Branched-chain-amino-acid aminotransferase, mitochondrial";"BCAT2";6;8;0,000346337984287022;4;3;5;3;0,00043374937412808;0,000259390669763343;"mitochondrion, mitochondrial matrix"
"79";"O15400";"O15400-1,O15400-2";"STX7_HUMAN";"Syntaxin-7";"STX7";1;2;6,50213073948815e-05;1;1;1;1;6,5145499869045e-05;6,4930486939483e-05;"perinuclear region of cytoplasm, extracellular vesicular exosome, SNARE complex, early endosome membrane, lysosomal membrane, integral component of membrane, intracellular membrane-bounded organelle"
"80";"O15511";"O15511-1,O15511-2";"ARPC5_HUMAN";"Actin-related protein 2/3 complex subunit 5";"ARPC5";3;8;0,000449551290862625;3;3;4;4;0,000450409946114457;0,000448923366654438;"actin cytoskeleton, cytoplasm, cytosol, cell projection, Arp2/3 protein complex, extracellular vesicular exosome"
"81";"O43143";"O43143";"DHX15_HUMAN";"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15";"DHX15";16;29;0,000619051919084098;13;13;13;16;0,000556072153599169;0,000682137643922719;"U12-type spliceosomal complex, nucleolus, nucleus"
"82";"O43169";"O43169";"CYB5B_HUMAN";"Cytochrome b5 type B";"CYB5B";2;5;0,000581183603769318;2;1;3;2;0,000698752416403593;0,000464297454553563;"mitochondrial outer membrane, membrane, integral component of membrane"
"83";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";15;29;0,000923351361485663;13;14;14;15;0,000893214470999965;0,000953856871925237;"cytosol, extracellular vesicular exosome"
"84";"O43181";"O43181";"NDUS4_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial";"NDUFS4";1;1;9,69746356003662e-05;1;NA;1;NA;0,00019431971960938;NA;"mitochondrial respiratory chain complex I, mitochondrial inner membrane, mitochondrion"
"85";"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";8;17;0,000540261312567583;7;7;9;8;0,000573134004465868;0,000507770998987417;"cytoplasm, proteasome accessory complex, cytosol, extracellular vesicular exosome, proteasome complex, nucleus, membrane, nucleoplasm"
"86";"O43264";"O43264";"ZW10_HUMAN";"Centromere/kinetochore protein zw10 homolog";"ZW10";2;3;6,53551780361903e-05;1;2;1;2;4,36533388082689e-05;8,70185216493199e-05;"spindle pole, cytosol, kinetochore microtubule, nucleus, kinetochore, cytoplasm, endoplasmic reticulum, endoplasmic reticulum membrane, membrane, condensed chromosome kinetochore"
"87";"O43314";"O43314-1,O43314-2";"VIP2_HUMAN";"Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2";"PPIP5K2";1;2;2,0479357880206e-05;1;1;1;1;2,05184740134603e-05;2,04507527247044e-05;"cytosol"
"88";"O43324";"O43324";"MCA3_HUMAN";"Eukaryotic translation elongation factor 1 epsilon-1";"EEF1E1";3;7;0,000682723727646256;3;3;3;4;0,000586309498821405;0,000779165843273795;"cytosol, extracellular vesicular exosome, cytoplasm, nucleus"
"89";"O43390";"O43390-1";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";11;22;0,000720883942017818;8;10;9;13;0,000604371165846709;0,000835295325822429;"spliceosomal complex, cytoplasm, nucleoplasm, catalytic step 2 spliceosome, nucleus, ribonucleoprotein complex"
"90";"O43396";"O43396";"TXNL1_HUMAN";"Thioredoxin-like protein 1";"TXNL1";5;11;0,000645938316715242;5;4;6;5;0,000706005901694979;0,000586396439142043;"cytoplasm, nucleus, extracellular vesicular exosome, proteasome complex"
"91";"O43399";"O43399-2,O43399-3,O43399-4";"TPD54_HUMAN";"Tumor protein D54";"TPD52L2";1;2;0,000146455760345753;1;1;1;1;0,000165077431706998;0,000137110494265413;"perinuclear region of cytoplasm, cytoplasm"
"92";"O43399";"O43399-1,O43399-5";"TPD54_HUMAN";"Tumor protein D54";"TPD52L2";1;1;0,000109841820259314;0;1;0;1;0;0,00020566574139812;"perinuclear region of cytoplasm, cytoplasm"
"93";"O43402";"O43402";"EMC8_HUMAN";"ER membrane protein complex subunit 8";"EMC8";2;4;0,000323248785334554;2;2;2;2;0,000323866199348967;0,000322797277927715;"membrane, mitochondrion, nucleus, cytoplasm, ER membrane protein complex"
"94";"O43432";"O43432-1,O43432-3";"IF4G3_HUMAN";"Eukaryotic translation initiation factor 4 gamma 3";"EIF4G3";1;1;6,7810865062296e-06;1;0;1;0;1,35880771335686e-05;0;"cytosol, eukaryotic translation initiation factor 4F complex"
"95";"O43447";"O43447";"PPIH_HUMAN";"Peptidyl-prolyl cis-trans isomerase H";"PPIH";4;9;0,000862909893054106;3;4;4;5;0,000768496066251785;0,000957449553175427;"nuclear speck, U4/U6 snRNP, U4/U6 x U5 tri-snRNP complex, spliceosomal complex, cytoplasm"
"96";"O43464";"O43464-1,O43464-2,O43464-3";"HTRA2_HUMAN";"Serine protease HTRA2, mitochondrial";"HTRA2";1;1;1,2351209046626e-05;NA;1;NA;1;NA;2,4667914252118e-05;"endoplasmic reticulum membrane, mitochondrial membrane, chromatin, membrane, nucleus, mitochondrial intermembrane space, cytoplasmic side of plasma membrane, cytoskeleton, mitochondrion, CD40 receptor complex, cytosol, endoplasmic reticulum"
