"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5833-1.id.csv";"peptide.count.P5833-2.id.csv";"spectra.count.P5833-1.id.csv";"spectra.count.P5833-2.id.csv";"dNSAF.P5833-1.id.csv";"dNSAF.P5833-2.id.csv"
"P62753";"P62753";"P62753";"RS6_HUMAN";"40S ribosomal protein S6";"RPS6";7;14;0,00779046632464646;6;5;9;5;0,0120224975800483;0,00671299902147966
"P62851";"P62851";"P62851";"RS25_HUMAN";"40S ribosomal protein S25";"RPS25";7;14;0,0155186089186958;7;6;8;6;0,0212878357150722;0,016046752860945
"P83731";"P83731";"P83731";"RL24_HUMAN";"60S ribosomal protein L24";"RPL24";7;13;0,0114730388957601;6;5;8;5;0,0169489137858855;0,0106467309321556
"Q02878";"Q02878";"Q02878";"RL6_HUMAN";"60S ribosomal protein L6";"RPL6";7;12;0,00577329200844336;6;6;6;6;0,00692963402183338;0,00696473648478514
"Q04637-1,Q04637-3,Q04637-4,Q04637-5,Q04637-6";"Q04637-1,Q04637-3,Q04637-4,Q04637-5,Q04637-6";"Q04637-[1,3-6]";"IF4G1_HUMAN";"Eukaryotic translation initiation factor 4 gamma 1";"EIF4G1";7;10;0,000173307077176536;4;6;4;6;NA;NA
"Q7KZF4";"Q7KZF4";"Q7KZF4";"SND1_HUMAN";"Staphylococcal nuclease domain-containing protein 1";"SND1";7;12;0,00182715175651834;4;6;4;8;0,00146207662878243;0,0029389657254478
"P06576";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";6;12;0,00314311549798051;5;6;5;7;0,0031438793293762;0,00442372676538338
"P08708,P0CW22";"P08708,P0CW22";"P08708, P0CW22";"RS17_HUMAN, RS17L_HUMAN";"40S ribosomal protein S17, 40S ribosomal protein S17-like";"RPS17, RPS17L";6;13;0,00667135965420122;5;5;6;7;0,00739160962328894;0,0086672276255104
"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";6;9;0,00217631950056504;5;3;6;3;0,00348295741411521;0,00175030026842768
"P12270";"P12270";"P12270";"TPR_HUMAN";"Nucleoprotein TPR";"TPR";6;12;0,000703642868570329;6;6;6;6;0,000844576639140082;0,000848854891078342
"P20700";"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";6;9;0,00212803937512588;5;4;5;4;0,00283807536730377;0,0022819614421139
"P24752";"P24752";"P24752";"THIL_HUMAN";"Acetyl-CoA acetyltransferase, mitochondrial";"ACAT1";6;11;0,00356943580849894;5;5;5;6;0,00389487626519909;0,00469752718411738
"P25398";"P25398";"P25398";"RS12_HUMAN";"40S ribosomal protein S12";"RPS12";6;14;0,0146956523851286;5;5;7;7;0,0176390684192122;0,0177284201430895
"P26373";"P26373";"P26373";"RL13_HUMAN";"60S ribosomal protein L13";"RPL13";6;8;0,00525342211194846;4;4;4;4;0,00630563854119436;0,00633758011885663
"P35527";"P35527";"P35527";"K1C9_HUMAN";"Keratin, type I cytoskeletal 9";"KRT9";6;12;0,0026688733522178;5;5;6;6;0,00320342632148959;0,00321965346327146
"P35579-1";"P35579-1";"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";15;23;0,00162594754523507;13;8;14;9;NA;NA
"P39019";"P39019";"P39019";"RS19_HUMAN";"40S ribosomal protein S19";"RPS19";6;12;0,0114669524029772;4;6;6;6;0,0137636868847449;0,0138334076387457
"P61313";"P61313";"P61313";"RL15_HUMAN";"60S ribosomal protein L15";"RPL15";6;12;0,00815052989427298;5;5;6;6;0,00978301273670595;0,00983256915499079
"P62424";"P62424";"P62424";"RL7A_HUMAN";"60S ribosomal protein L7a";"RPL7A";6;12;0,00625078232493116;6;5;6;6;0,0075027616476993;0,00754076732187264
"P62750";"P62750";"P62750";"RL23A_HUMAN";"60S ribosomal protein L23a";"RPL23A";6;11;0,00977018647582723;5;6;5;6;0,0106609754182052;0,0128579750488341
"P67809";"P67809";"P67809";"YBOX1_HUMAN";"Nuclease-sensitive element-binding protein 1";"YBX1";7;16;0,00684242015815509;7;6;9;7;0,00923951202911118;0,00722268968792533
"Q14444-1,Q14444-2";"Q14444-1,Q14444-2";"Q14444-[1,2]";"CAPR1_HUMAN";"Caprin-1";"CAPRIN1";6;10;0,000977143922444574;6;4;6;4;NA;NA
"Q15233";"Q15233";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";6;10;0,00294180484506668;4;6;4;6;0,00282481896431424;0,00425869237286225
"Q6PKG0-1,Q6PKG0-3";"Q6PKG0-1,Q6PKG0-3";"Q6PKG0-[1,3]";"LARP1_HUMAN";"La-related protein 1";"LARP1";6;11;0,000695323490067996;5;5;5;6;NA;NA
"Q92841-1,Q92841-2,Q92841-3,Q92841-4";"Q92841-1,Q92841-2,Q92841-3,Q92841-4";"Q92841-[1-4]";"DDX17_HUMAN";"Probable ATP-dependent RNA helicase DDX17";"DDX17";6;8;0,00043081904699495;4;4;4;4;NA;NA
"Q92945";"Q92945";"Q92945";"FUBP2_HUMAN";"Far upstream element-binding protein 2";"KHSRP";6;11;0,00229678886411852;5;5;6;5;0,00320793184374204;0,00235096590203718
"Q9UL46";"Q9UL46";"Q9UL46";"PSME2_HUMAN";"Proteasome activator complex subunit 2";"PSME2";6;11;0,00637719284614664;5;5;5;6;0,00695862830644356;0,0083926531699503
"Q9UQ80";"Q9UQ80";"Q9UQ80";"PA2G4_HUMAN";"Proliferation-associated protein 2G4";"PA2G4";6;12;0,00422007131581647;5;5;6;6;0,00506531623930968;0,00509097489243178
"O75533";"O75533";"O75533";"SF3B1_HUMAN";"Splicing factor 3B subunit 1";"SF3B1";5;7;0,000743798356916016;3;4;3;4;0,000765235658852766;0,0010254826726064
"P04792";"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";5;8;0,00540718080790793;4;4;4;4;0,00649019381557078;0,00652307026867682
"P06748-1,P06748-2";"P06748-1,P06748-2";"P06748-[1,2]";"NPM_HUMAN";"Nucleophosmin";"NPM1";5;10;0,0051056323884193;5;3;7;3;NA;NA
"P07814";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";5;5;0,000458197778447886;3;2;3;2;0,000659965144936513;0,000442205491097469
"P17844";"P17844";"P17844";"DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX5";"DDX5";5;7;0,00179028468796029;4;3;4;3;0,00216692138793487;0,00210011598052153
"P18621";"P18621";"P18621";"RL17_HUMAN";"60S ribosomal protein L17";"RPL17";5;6;0,00451822852834698;4;2;4;2;0,00723092245756527;0,00363377555727921
"P35908";"P35908";"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";5;11;0,00270067308127818;5;4;6;5;0,00343553686716247;0,00306429720591486
"P46776";"P46776";"P46776";"RL27A_HUMAN";"60S ribosomal protein L27a";"RPL27A";5;7;0,00655346660417895;3;4;3;4;0,00674234661583789;0,00903533381809965
"P46782";"P46782";"P46782";"RS5_HUMAN";"40S ribosomal protein S5";"RPS5";5;8;0,00543368659618199;5;3;5;3;0,00815251061392163;0,0049162845774954
"P47914";"P47914";"P47914";"RL29_HUMAN";"60S ribosomal protein L29";"RPL29";5;13;0,0113287239410964;4;5;6;7;0,0125517899263397;0,0147179337036969
"P62805";"P62805";"P62805";"H4_HUMAN";"Histone H4";"HIST1H4F,HIST1H4L,HIST1H4H,HIST2H4B,HIST1H4I,HIST1H4B,HIST1H4A,HIST1H4E,HIST4H4,HIST2H4A,HIST1H4C,HIST1H4K,HIST1H4D,HIST1H4J";5;12;0,0161427970721523;5;4;6;6;0,0193760640610487;0,0194742146370691
"P84098";"P84098";"P84098";"RL19_HUMAN";"60S ribosomal protein L19";"RPL19";5;8;0,00565546972255676;3;5;3;5;0,00509115968951024;0,00852824875687977
"Q13151";"Q13151";"Q13151";"ROA0_HUMAN";"Heterogeneous nuclear ribonucleoprotein A0";"HNRNPA0";5;8;0,00363433464138074;4;4;4;4;0,00436226141702298;0,00438435870517622
"Q15459";"Q15459";"Q15459";"SF3A1_HUMAN";"Splicing factor 3A subunit 1";"SF3A1";5;10;0,00174727626989459;4;4;5;5;0,00209724106587643;0,00210786476210395
"Q96AG4";"Q96AG4";"Q96AG4";"LRC59_HUMAN";"Leucine-rich repeat-containing protein 59";"LRRC59";5;5;0,00225666137137851;3;2;3;2;0,0032503820819023;0,00217789805387418
"Q99729-1,Q99729-2,Q99729-3,Q99729-4";"Q99729-1,Q99729-2,Q99729-3,Q99729-4";"Q99729-[1-4]";"ROAA_HUMAN";"Heterogeneous nuclear ribonucleoprotein A/B";"HNRNPAB";5;8;0,000870983812693393;4;4;4;4;NA;NA
"Q9Y2W1";"Q9Y2W1";"Q9Y2W1";"TR150_HUMAN";"Thyroid hormone receptor-associated protein 3";"THRAP3";5;7;0,00101561576693035;2;5;2;5;0,000696591482823042;0,00175030026842768
"A8MWD9,P62308";"A8MWD9,P62308";"A8MWD9, P62308";"RUXG_HUMAN, RUXGL_HUMAN";"Small nuclear ribonucleoprotein G, Small nuclear ribonucleoprotein G-like protein";"SNRPG";4;7;0,00638100695670056;4;3;4;3;0,00875322192231585;0,00659817140663856
"P06733-1";"P06733-1";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";4;5;0,00159630193781844;4;1;4;1;NA;NA
"P08621-1,P08621-2,P08621-4";"P08621-1,P08621-2,P08621-4";"P08621-[1,2,4]";"RU17_HUMAN";"U1 small nuclear ribonucleoprotein 70 kDa";"SNRNP70";4;7;0,000739826893530499;3;3;4;3;NA;NA
"P08865";"P08865";"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";4;7;0,00328784087260503;3;3;4;3;0,00451013468539664;0,00339973577562393
"P09651-1,P09651-2,P09651-3";"P09651-1,P09651-2,P09651-3";"P09651-[1-3]";"ROA1_HUMAN";"Heterogeneous nuclear ribonucleoprotein A1";"HNRNPA1";9;24;0,00315169684382784;9;8;14;10;NA;NA
"P11586";"P11586";"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";4;6;0,000889148715738871;4;2;4;2;0,00142298367079359;0,000715095938544785
"P13645";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";4;6;0,00142355145413672;4;2;4;2;0,00227823584279454;0,00114488818927975
"P14618-1,P14618-2";"P14618-1,P14618-2";"P14618-[1,2]";"KPYM_HUMAN";"Pyruvate kinase PKM";"PKM";8;16;0,0020875180143524;8;4;10;6;NA;NA
"P14866-1";"P14866-1";"P14866-1";"HNRPL_HUMAN";"Heterogeneous nuclear ribonucleoprotein L";"HNRNPL";4;6;0,00141146697659736;3;3;3;3;NA;NA
"P15311";"P15311";"P15311";"EZRI_HUMAN";"Ezrin";"EZR";4;6;0,00162558563377671;3;3;3;3;0,00199899221523135;0,00191684761137568
"P15880";"P15880";"P15880";"RS2_HUMAN";"40S ribosomal protein S2";"RPS2";4;8;0,0037831811113349;4;3;5;3;0,00567615073460755;0,00342294216317086
"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";4;9;0,00225502906658909;3;4;4;5;0,00240594888280653;0,00302267044547637
"P27635";"P27635";"P27635";"RL10_HUMAN";"60S ribosomal protein L10";"RPL10";4;4;0,00258988800378768;NA;4;NA;4;NA;0,00624873553775116
"P30050-1";"P30050-1";"P30050-1";"RL12_HUMAN";"60S ribosomal protein L12";"RPL12";6;10;0,00839751564864489;5;5;5;5;NA;NA
"P33240-1,P33240-2";"P33240-1,P33240-2";"P33240-[1,2]";"CSTF2_HUMAN";"Cleavage stimulation factor subunit 2";"CSTF2";4;6;0,000720410787882014;3;2;3;3;NA;NA
"P43243-1";"P43243-1";"P43243-1";"MATR3_HUMAN";"Matrin-3";"MATR3";8;19;0,00310817137644648;6;7;8;11;NA;NA
"P46779-1";"P46779-1";"P46779-1";"RL28_HUMAN";"60S ribosomal protein L28";"RPL28";8;18;0,0182048331945075;8;8;9;9;NA;NA
"P49207";"P49207";"P49207";"RL34_HUMAN";"60S ribosomal protein L34";"RPL34";4;8;0,00947412021898398;4;4;4;4;0,0113717071127522;0,0114293111545192
"P50990";"P50990";"P50990";"TCPQ_HUMAN";"T-complex protein 1 subunit theta";"CCT8";4;8;0,00202275924383417;4;3;4;4;0,0024279009711533;0,00244019964430428
"P50991";"P50991";"P50991";"TCPD_HUMAN";"T-complex protein 1 subunit delta";"CCT4";4;8;0,0020565344445661;3;4;3;5;0,00185133079618554;0,0031011813661381
"P60174-1,P60174-3";"P60174-1,P60174-3";"P60174-[1,3]";"TPIS_HUMAN";"Triosephosphate isomerase";"TPI1";4;6;0,00145341616995777;3;3;3;3;NA;NA
"P62263";"P62263";"P62263";"RS14_HUMAN";"40S ribosomal protein S14";"RPS14";4;10;0,00917609325845302;4;3;6;4;0,0132167854191259;0,00885582387469369
"P62847-1,P62847-2,P62847-3";"P62847-1,P62847-2,P62847-3";"P62847-[1-3]";"RS24_HUMAN";"40S ribosomal protein S24";"RPS24";4;7;0,00243085979302878;3;3;3;4;NA;NA
"P62906";"P62906";"P62906";"RL10A_HUMAN";"60S ribosomal protein L10a";"RPL10A";4;6;0,00383112465076426;3;2;4;2;0,00613128908844244;0,00308117374442108
"P68104,Q5VTE0";"P68104,Q5VTE0";"P68104, Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";11;24;0,00359893527799067;9;9;12;12;0,00431977185776626;0,00434165391259334
"Q00688";"Q00688";"Q00688";"FKBP3_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP3";"FKBP3";4;5;0,00309283500452323;2;3;2;3;0,00296984315221431;0,00447733059736188
"Q07020";"Q07020";"Q07020";"RL18_HUMAN";"60S ribosomal protein L18";"RPL18";4;10;0,00737016001077876;4;4;5;5;0,00884634130446815;0,00889115295930019
"Q13283";"Q13283";"Q13283";"G3BP1_HUMAN";"Ras GTPase-activating protein-binding protein 1";"G3BP1";4;10;0,00297336927473478;4;3;6;4;0,00428269227100432;0,00286959099802306
"Q15424";"Q15424";"Q15424";"SAFB1_HUMAN";"Scaffold attachment factor B1";"SAFB";4;9;0,00136287549051778;4;4;4;5;0,00145408713900766;0,00182681612715676
"Q15637-1,Q15637-2,Q15637-3,Q15637-4,Q15637-5,Q15637-6";"Q15637-1,Q15637-2,Q15637-3,Q15637-4,Q15637-5,Q15637-6";"Q15637-[1-6]";"SF01_HUMAN";"Splicing factor 1";"SF1";4;7;0,000252976801621931;4;2;4;3;NA;NA
"Q86UE4";"Q86UE4";"Q86UE4";"LYRIC_HUMAN";"Protein LYRIC";"MTDH";4;5;0,00119036948627698;1;4;1;4;0,000571516207986258;0,0022976450259085
"B2RPK0,P09429";"B2RPK0,P09429";"B2RPK0, P09429";"HGB1A_HUMAN, HMGB1_HUMAN";"High mobility group protein B1, Putative high mobility group protein B1-like 1";"HMGB1, HMGB1P1";3;5;0,00216837258533084;2;3;2;3;0,00208214355585604;0,00313903616215669
"O14979-1,O14979-2,O14979-3";"O14979-1,O14979-2,O14979-3";"O14979-[1-3]";"HNRDL_HUMAN";"Heterogeneous nuclear ribonucleoprotein D-like";"HNRNPDL";3;5;0,000573743305186918;3;2;3;2;NA;NA
"P05387";"P05387";"P05387";"RLA2_HUMAN";"60S acidic ribosomal protein P2";"RPLP2";3;4;0,00642592501809348;2;2;2;2;0,00771298395473629;0,00775205452219564
"P07437";"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";4;5;0,00390087297867795;3;2;3;2;0,0056186221798649;0,00376472242420819
"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";3;3;0,000635591780746058;3;NA;3;NA;0,00152579097728441;NA
"P12956";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";3;5;0,00113759448442234;2;3;2;3;0,00109235610196388;0,00164683424270782
"P13647";"P13647";"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";3;3;0,0007587325090627;1;2;1;2;0,000657727974953677;0,00113324525854131
"P16403";"P16403";"P16403";"H12_HUMAN";"Histone H1.2";"HIST1H1C";3;9;0,0131728634558849;3;2;5;4;0,0182187561137403;0,0136024900360123
"P23396";"P23396";"P23396";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";3;3;0,00171060503953877;NA;3;NA;3;NA;0,00412725125024305
"P23588";"P23588";"P23588";"IF4B_HUMAN";"Eukaryotic translation initiation factor 4B";"EIF4B";3;3;0,000680322462533424;NA;3;NA;3;NA;0,00164144362325542
"P35268";"P35268";"P35268";"RL22_HUMAN";"60S ribosomal protein L22";"RPL22";3;4;0,00432996900633252;1;3;1;3;0,00259861275818752;0,00783532854538329
"P37802";"P37802";"P37802";"TAGL2_HUMAN";"Transgelin-2";"TAGLN2";3;3;0,00208882926938654;2;1;2;1;0,00334293902560806;0,00167993643854114
"P42766";"P42766";"P42766";"RL35_HUMAN";"60S ribosomal protein L35";"RPL35";3;5;0,00563248000823743;3;2;3;2;0,00811274226946347;0,00543589189056402
"P46778";"P46778";"P46778";"RL21_HUMAN";"60S ribosomal protein L21";"RPL21";3;5;0,00432996900633252;3;2;3;2;0,00623667061965004;0,00417884189087109
"P51991-1,P51991-2";"P51991-1,P51991-2";"P51991-[1,2]";"ROA3_HUMAN";"Heterogeneous nuclear ribonucleoprotein A3";"HNRNPA3";3;6;0,00112980274137835;3;2;3;3;NA;NA
"P55884-1,P55884-2";"P55884-1,P55884-2";"P55884-[1,2]";"EIF3B_HUMAN";"Eukaryotic translation initiation factor 3 subunit B";"EIF3B";3;5;0,00042554977949214;2;3;2;3;NA;NA
"P60866-1,P60866-2";"P60866-1,P60866-2";"P60866-[1,2]";"RS20_HUMAN";"40S ribosomal protein S20";"RPS20";3;4;0,00232872282693514;2;2;2;2;NA;NA
"P61353";"P61353";"P61353";"RL27_HUMAN";"60S ribosomal protein L27";"RPL27";3;4;0,00407526494713649;NA;3;NA;4;NA;0,00983256915499079
"P62266";"P62266";"P62266";"RS23_HUMAN";"40S ribosomal protein S23";"RPS23";3;5;0,0048447205665259;3;2;3;2;0,00697809300100704;0,00467562729048513
"P62277";"P62277";"P62277";"RS13_HUMAN";"40S ribosomal protein S13";"RPS13";3;6;0,00550565595507181;3;3;3;3;0,00660839270956296;0,00664186790602027
"P62701";"P62701";"P62701";"RS4X_HUMAN";"40S ribosomal protein S4, X isoform";"RPS4X";4;7;0,0036878823475988;4;2;5;2;0,00632362040015214;0,00254226122638545
"P62829";"P62829";"P62829";"RL23_HUMAN";"60S ribosomal protein L23";"RPL23";3;3;0,0029691216043423;3;NA;3;NA;0,00712762356531434;NA
"P62854,Q5JNZ5";"P62854,Q5JNZ5";"P62854, Q5JNZ5";"RS26_HUMAN, RS26L_HUMAN";"40S ribosomal protein S26, Putative 40S ribosomal protein S26-like 1";"RPS26, RPS26P11";3;9;0,00542187423401637;2;3;3;6;0,00433855347453916;0,00872106133747009
"P62888";"P62888";"P62888";"RL30_HUMAN";"60S ribosomal protein L30";"RPL30";3;3;0,00361458282267758;3;NA;3;NA;0,00867710694907832;NA
"P62910";"P62910";"P62910";"RL32_HUMAN";"60S ribosomal protein L32";"RPL32";3;6;0,00615817814233959;2;3;2;4;0,00492773974885929;0,00990540300058332
"P62913-1,P62913-2";"P62913-1,P62913-2";"P62913-[1,2]";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";3;4;0,00155684278879372;1;3;1;3;NA;NA
"P62937";"P62937";"P62937";"PPIA_HUMAN";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";3;6;0,00503850938918693;3;2;3;3;0,00604768060087277;0,00607831547763067
"P63220";"P63220";"P63220";"RS21_HUMAN";"40S ribosomal protein S21";"RPS21";3;6;0,010016313845974;3;3;3;3;0,0120224975800483;0,0120833982386634
"P84090";"P84090";"P84090";"ERH_HUMAN";"Enhancer of rudimentary homolog";"ERH";3;5;0,00666149077897311;2;3;2;3;0,00639658525092312;0,00964348128662559
"P84103";"P84103";"P84103";"SRSF3_HUMAN";"Serine/arginine-rich splicing factor 3";"SRSF3";3;7;0,0059141040086493;3;3;4;3;0,00811274226946347;0,00611537837688452
"P98179";"P98179";"P98179";"RBM3_HUMAN";"Putative RNA-binding protein 3";"RBM3";3;5;0,00441270726760002;2;2;3;2;0,00635584266970705;0,00425869237286225
"Q01130";"Q01130";"Q01130";"SRSF2_HUMAN";"Serine/arginine-rich splicing factor 2";"SRSF2";3;5;0,00313481919010499;1;3;1;4;0,00150507888257015;0,00605081178768664
"Q02543";"Q02543";"Q02543";"RL18A_HUMAN";"60S ribosomal protein L18a";"RPL18A";3;5;0,00393633546030229;3;2;3;2;0,00566970056331822;0,00379894717351917
"Q04695";"Q04695";"Q04695";"K1C17_HUMAN";"Keratin, type I cytoskeletal 17";"KRT17";3;4;0,00179613529151571;2;2;2;2;0,00205322489535804;0,00232157882826171
"Q06323";"Q06323";"Q06323";"PSME1_HUMAN";"Proteasome activator complex subunit 1";"PSME1";3;4;0,00222584752132756;2;2;2;2;0,00267166612889962;0,00268519960859186
"Q12906-1,Q12906-2,Q12906-3,Q12906-4,Q12906-5,Q12906-6";"Q12906-1,Q12906-2,Q12906-3,Q12906-4,Q12906-5,Q12906-6";"Q12906-[1-6]";"ILF3_HUMAN";"Interleukin enhancer-binding factor 3";"ILF3";3;7;0,000180818989078763;3;3;3;4;NA;NA
"Q14157-1,Q14157-2,Q14157-3,Q14157-4,Q14157-5";"Q14157-1,Q14157-2,Q14157-3,Q14157-4,Q14157-5";"Q14157-[1-5]";"UBP2L_HUMAN";"Ubiquitin-associated protein 2-like";"UBAP2L";3;4;0,000101975351023103;3;1;3;1;NA;NA
"Q14978-1,Q14978-2,Q14978-3";"Q14978-1,Q14978-2,Q14978-3";"Q14978-[1-3]";"NOLC1_HUMAN";"Nucleolar and coiled-body phosphoprotein 1";"NOLC1";3;5;0,00033037436385942;2;3;2;3;NA;NA
"Q15056-1,Q15056-2";"Q15056-1,Q15056-2";"Q15056-[1,2]";"IF4H_HUMAN";"Eukaryotic translation initiation factor 4H";"EIF4H";3;3;0,000838058517354681;1;2;1;2;NA;NA
