"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5824.1.id.csv";"peptide.count.P5824.2.id.csv";"spectra.count.P5824.1.id.csv";"spectra.count.P5824.2.id.csv";"dNSAF.P5824.1.id.csv";"dNSAF.P5824.2.id.csv";"Go.Cc"
"25";"O15270";"O15270";"O15270";"SPTC2_HUMAN";"Serine palmitoyltransferase 2";"SPTLC2";3;5;0,000400243896942882;2;3;2;3;0,000400200008045481;0,000587937231111323;"endoplasmic reticulum membrane, serine C-palmitoyltransferase complex, mitochondrion, integral component of membrane"
"26";"O15355";"O15355";"O15355";"PPM1G_HUMAN";"Protein phosphatase 1G";"PPM1G";2;2;0,000164789062331062;NA;2;NA;2;NA;0,000403444107307159;"nucleus, cytoplasm"
"27";"O15382";"O15382-1";"O15382-1";"BCAT2_HUMAN";"Branched-chain-amino-acid aminotransferase, mitochondrial";"BCAT2";9;17;0,00195098479152668;7;7;9;8;NA;NA;"mitochondrial matrix, mitochondrion"
"28";"O15400";"O15400-1,O15400-2";"O15400-1,O15400-2";"STX7_HUMAN";"Syntaxin-7";"STX7";2;4;0,000344731141887969;2;2;2;2;NA;NA;"early endosome membrane, perinuclear region of cytoplasm, lysosomal membrane, intracellular membrane-bounded organelle, SNARE complex, integral component of membrane, extracellular vesicular exosome"
"29";"O15427";"O15427";"O15427";"MOT4_HUMAN";"Monocarboxylate transporter 4";"SLC16A3";1;2;0,000193494253833892;NA;1;NA;2;NA;0,000473721467934858;"plasma membrane, nuclear membrane, membrane, actin cytoskeleton, integral component of plasma membrane"
"30";"O43169";"O43169";"O43169";"CYB5B_HUMAN";"Cytochrome b5 type B";"CYB5B";3;7;0,00215693080900452;3;2;4;3;0,0030809918427611;0,00226315564304496;"integral component of membrane, mitochondrial outer membrane"
"31";"O43175";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";6;11;0,00092844569264574;5;6;5;6;0,0010549362313394;0,00123985262245615;"extracellular vesicular exosome, cytosol"
"32";"O43242";"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";4;5;0,000421230468318164;1;4;1;4;0,000210592139065131;0,000825020534043854;"cytoplasm, extracellular vesicular exosome, proteasome accessory complex, proteasome complex, nucleus, nucleoplasm, cytosol"
"33";"O43390";"O43390-1,O43390-2";"O43390-1,O43390-2";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";3;4;0,000177675410807188;1;3;1;3;NA;NA;"catalytic step 2 spliceosome, nucleoplasm, ribonucleoprotein complex, spliceosomal complex, nucleus, cytoplasm"
"34";"O43399";"O43399-2,O43399-3,O43399-4";"O43399-2,O43399-3,O43399-4";"TPD54_HUMAN";"Tumor protein D54";"TPD52L2";1;2;0,000640597481139391;1;1;1;1;NA;NA;"cytoplasm, perinuclear region of cytoplasm"
"35";"O43399";"O43399-1,O43399-5";"O43399-1,O43399-5";"TPD54_HUMAN";"Tumor protein D54";"TPD52L2";1;3;0,00144134433256363;1;1;1;2;NA;NA;"cytoplasm, perinuclear region of cytoplasm"
"36";"O43493";"O43493-1,O43493-2,O43493-3,O43493-4,O43493-5";"O43493-1,O43493-2,O43493-3,O43493-4,O43493-5";"TGON2_HUMAN";"Trans-Golgi network integral membrane protein 2";"TGOLN2";2;4;7,49790233606333e-05;2;2;2;2;NA;NA;"plasma membrane, Golgi apparatus, transport vesicle, nucleus, integral component of membrane, trans-Golgi network"
"37";"O43598";"O43598-1";"O43598-1";"RCL_HUMAN";"Deoxyribonucleoside 5'-monophosphate N-glycosidase";"RCL";1;1;0,000258548356415977;1;NA;1;NA;NA;NA;"cytoplasm, nucleus, extracellular vesicular exosome"
"38";"O43615";"O43615";"O43615";"TIM44_HUMAN";"Mitochondrial import inner membrane translocase subunit TIM44";"TIMM44";4;7;0,000696707739191725;3;4;3;4;0,00074639072296978;0,00097469240083942;"mitochondrial inner membrane, mitochondrial matrix, mitochondrion"
"39";"O43736";"O43736-1,O43736-2";"O43736-1,O43736-2";"ITM2A_HUMAN";"Integral membrane protein 2A";"ITM2A";1;1;8,55274030729657e-05;NA;1;NA;1;NA;NA;"integral component of membrane"
"40";"O43852";"O43852-1,O43852-3";"O43852-1,O43852-3";"CALU_HUMAN";"Calumenin";"CALU";9;18;0,00128535468618228;8;6;10;8;NA;NA;"extracellular region, melanosome, endoplasmic reticulum, Golgi apparatus, sarcoplasmic reticulum lumen"
"41";"O60264";"O60264,P28370-1,P28370-2";"O60264,P28370-1,P28370-2";"SMCA1_HUMAN, SMCA5_HUMAN";"Probable global transcription activator SNF2L1, SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5";"SMARCA1, SMARCA5";2;3;4,27095702687151e-05;NA;2;NA;3;NA;0,00031408814057468;"NURF complex, RSF complex, condensed chromosome, nucleus, chromatin silencing complex, nucleoplasm"
"42";"O60506";"O60506-1,O60506-2,O60506-3,O60506-4";"O60506-1,O60506-2,O60506-3,O60506-4";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";2;4;9,02636717824638e-05;2;2;2;2;NA;NA;"nucleoplasm, endoplasmic reticulum, GAIT complex, CRD-mediated mRNA stability complex, nucleus, histone pre-mRNA 3'end processing complex, catalytic step 2 spliceosome, ribonucleoprotein complex"
"43";"O60568";"O60568";"O60568";"PLOD3_HUMAN";"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3";"PLOD3";3;3;0,000182875666733252;NA;3;NA;3;NA;0,000447724558109165;"endoplasmic reticulum membrane, endoplasmic reticulum, extracellular vesicular exosome, rough endoplasmic reticulum membrane"
"44";"O60664";"O60664-1";"O60664-1";"PLIN3_HUMAN";"Perilipin-3";"PLIN3";6;11;0,00114023399580687;5;4;6;5;NA;NA;"cytoplasm, intracellular membrane-bounded organelle, Golgi apparatus, lipid particle, endosome, endosome membrane"
"45";"O60814";"O60814";"O60814";"H2B1K_HUMAN";"Histone H2B type 1-K";"HIST1H2BK";0;0;NA;0;0;0;0;NA;NA;"nucleosome, nucleoplasm"
"46";"O75208";"O75208-1";"O75208-1";"COQ9_HUMAN";"Ubiquinone biosynthesis protein COQ9, mitochondrial";"COQ9";2;2;0,000282939710794842;NA;2;NA;2;NA;NA;"mitochondrion"
"47";"O75306";"O75306";"O75306";"NDUS2_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial";"NDUFS2";1;2;0,00019433008214419;1;1;1;1;0,000242885966006005;0,000237883890485647;"mitochondrial inner membrane, nucleus, mitochondrial respiratory chain complex I, mitochondrion"
"48";"O75348";"O75348";"O75348";"VATG1_HUMAN";"V-type proton ATPase subunit G 1";"ATP6V1G1";2;3;0,00114374781397576;1;2;1;2;0,000953018663226951;0,00186678375076025;"lysosomal membrane, cytosol, vacuolar proton-transporting V-type ATPase complex, extracellular vesicular exosome, plasma membrane"
"49";"O75367";"O75367-1,O75367-2,O75367-3";"O75367-1,O75367-2,O75367-3";"H2AY_HUMAN";"Core histone macro-H2A.1";"H2AFY";6;9;0,000362801725938548;6;3;6;3;NA;NA;"sex chromatin, condensed chromosome, nucleosome, Barr body"
"50";"O75380";"O75380";"O75380";"NDUS6_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial";"NDUFS6";1;1;0,000362801725938548;NA;1;NA;1;NA;0,000888227752377859;"mitochondrial respiratory chain complex I, mitochondrial inner membrane"
"51";"O75381";"O75381-1,O75381-2";"O75381-1,O75381-2";"PEX14_HUMAN";"Peroxisomal membrane protein PEX14";"PEX14";2;2;0,000119330010653528;2;NA;2;NA;NA;NA;"intracellular, protein complex, intracellular membrane-bounded organelle, nucleolus, integral component of membrane, peroxisomal membrane, peroxisome, nucleus"
"52";"O75390";"O75390";"O75390";"CISY_HUMAN";"Citrate synthase, mitochondrial";"CS";10;17;0,00164117175596236;9;8;9;8;0,00217190090203224;0,00189081959304471;"extracellular vesicular exosome, mitochondrion, mitochondrial matrix"
"53";"O75396";"O75396";"O75396";"SC22B_HUMAN";"Vesicle-trafficking protein SEC22b";"SEC22B";2;3;0,000627731358368092;1;2;1;2;0,000523052103538512;0,00102456038413818;"melanosome, endoplasmic reticulum membrane, endoplasmic reticulum-Golgi intermediate compartment membrane, endoplasmic reticulum-Golgi intermediate compartment, Golgi apparatus, integral component of membrane"
"54";"O75439";"O75439";"O75439";"MPPB_HUMAN";"Mitochondrial-processing peptidase subunit beta";"PMPCB";5;7;0,000724490563147223;4;3;4;3;0,00102810915094663;0,00076580126871678;"mitochondrial matrix, mitochondrial inner membrane"
"55";"O75489";"O75489";"O75489";"NDUS3_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial";"NDUFS3";3;6;0,001022441227645;2;2;3;3;0,00127791138932705;0,00125159365107789;"mitochondrial inner membrane, mitochondrial respiratory chain complex I, mitochondrial membrane, mitochondrion, nucleus"
"56";"O75521";"O75521-1,O75521-2";"O75521-1,O75521-2";"ECI2_HUMAN";"Enoyl-CoA delta isomerase 2, mitochondrial";"ECI2";2;3;0,00017127188077302;NA;2;NA;3;NA;NA;"peroxisomal matrix, nucleus, mitochondrion, intracellular membrane-bounded organelle"
"57";"O75531";"O75531";"O75531";"BAF_HUMAN";"Barrier-to-autointegration factor";"BANF1";2;4;0,00202190624792719;2;2;2;2;0,00252710566878158;0,00247506160213156;"chromosome, cytosol, nucleoplasm"
"58";"O75643";"O75643-1";"O75643-1";"U520_HUMAN";"U5 small nuclear ribonucleoprotein 200 kDa helicase";"SNRNP200";3;4;8,42460936636329e-05;2;2;2;2;NA;NA;"spliceosomal complex, nucleoplasm, catalytic step 2 spliceosome, U5 snRNP, nucleus"
"59";"O75915";"O75915";"O75915";"PRAF3_HUMAN";"PRA1 family protein 3";"ARL6IP5";1;4;0,000957179021625105;1;1;2;2;0,00119634257724234;0,00117170469462611;"endoplasmic reticulum membrane, integral component of membrane, endoplasmic reticulum"
"60";"O75947";"O75947-1";"O75947-1";"ATP5H_HUMAN";"ATP synthase subunit d, mitochondrial";"ATP5H";13;29;0,00810332302158397;13;11;15;14;NA;NA;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial proton-transporting ATP synthase complex, mitochondrion, mitochondrial inner membrane"
"61";"O75964";"O75964";"O75964";"ATP5L_HUMAN";"ATP synthase subunit g, mitochondrial";"ATP5L";2;2;0,000873542019735533;NA;2;NA;2;NA;0,00213864546203601;"mitochondrion, mitochondrial proton-transporting ATP synthase complex, mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"62";"O94776";"O94776";"O94776";"MTA2_HUMAN";"Metastasis-associated protein MTA2";"MTA2";2;2;0,000134692856336467;NA;2;NA;2;NA;0,0003297612014816;"nucleus, histone deacetylase complex, transcription factor complex, NuRD complex"
"63";"O94826";"O94826";"O94826";"TOM70_HUMAN";"Mitochondrial import receptor subunit TOM70";"TOMM70A";4;9;0,000665932115374045;4;4;4;5;0,000739843435926185;0,000905758563280054;"integral component of membrane, mitochondrial outer membrane translocase complex, mitochondrion"
"64";"O94925";"O94925-1,O94925-3";"O94925-1,O94925-3";"GLSK_HUMAN";"Glutaminase kidney isoform, mitochondrial";"GLS";6;13;0,000437097445600104;5;5;7;6;NA;NA;"mitochondrion, mitochondrial matrix, cytosol"
"65";"O95168";"O95168-1,O95168-2";"O95168-1,O95168-2";"NDUB4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4";"NDUFB4";1;1;0,000174369821768915;1;NA;1;NA;NA;NA;"nucleus, mitochondrial respiratory chain complex I, mitochondrial inner membrane, nuclear membrane, mitochondrion, integral component of membrane"
"66";"O95197";"O95197-1,O95197-2,O95197-3,O95197-4";"O95197-1,O95197-2,O95197-3,O95197-4";"RTN3_HUMAN";"Reticulon-3";"RTN3";1;2;2,17962277211143e-05;1;NA;2;NA;NA;NA;"endoplasmic reticulum, integral component of membrane, extracellular space, Golgi membrane, endoplasmic reticulum membrane"
"67";"O95202";"O95202-1";"O95202-1";"LETM1_HUMAN";"LETM1 and EF-hand domain-containing protein 1, mitochondrial";"LETM1";7;10;0,000608760676811637;3;7;3;7;NA;NA;"mitochondrion, mitochondrial inner membrane, integral component of membrane"
"68";"O95373";"O95373";"O95373";"IPO7_HUMAN";"Importin-7";"IPO7";1;1;4,33404759310019e-05;1;NA;1;NA;0,000108339308536397;NA;"cytoplasm, nuclear pore"
"69";"O95571";"O95571";"O95571";"ETHE1_HUMAN";"Protein ETHE1, mitochondrial";"ETHE1";2;3;0,000531347409642283;1;2;1;2;0,000442740953782599;0,000867245994447673;"nucleus, cytoplasm, mitochondrial matrix, mitochondrion"
"70";"O95631";"O95631";"O95631";"NET1_HUMAN";"Netrin-1";"NTN1";1;1;7,44824735370529e-05;NA;1;NA;1;NA;0,000182351392872276;"cytoplasm, basement membrane, extracellular region"
"71";"O95721";"O95721";"O95721";"SNP29_HUMAN";"Synaptosomal-associated protein 29";"SNAP29";3;4;0,000697479287075658;3;1;3;1;0,00130763025884628;0,000426900160057576;"SNARE complex, synapse, cell junction, cytoplasm, plasma membrane, neuron projection, centrosome"
"72";"O95747";"O95747";"O95747";"OXSR1_HUMAN";"Serine/threonine-protein kinase OSR1";"OXSR1";2;3;0,000256095335956622;1;2;1;2;0,000213389378103947;0,000417989530530757;"extracellular vesicular exosome, cytoplasm"
"73";"O95831";"O95831-1,O95831-3";"O95831-1,O95831-3";"AIFM1_HUMAN";"Apoptosis-inducing factor 1, mitochondrial";"AIFM1";8;17;0,000623805903979167;7;7;8;9;NA;NA;"perinuclear region of cytoplasm, nucleus, mitochondrial intermembrane space, cytosol, mitochondrion, mitochondrial inner membrane"
"74";"O95881";"O95881";"O95881";"TXD12_HUMAN";"Thioredoxin domain-containing protein 12";"TXNDC12";3;7;0,0018308831285736;3;2;4;3;0,00261526051769256;0,00192105072025909;"endoplasmic reticulum lumen"
"75";"O95972";"O95972";"O95972";"BMP15_HUMAN";"Bone morphogenetic protein 15";"BMP15";1;1;0,000114763811266275;1;NA;1;NA;0,000286878066991786;NA;"extracellular space"
"76";"P00338";"P00338-1,P00338-3,P00338-4";"P00338-1,P00338-3,P00338-4";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";7;18;0,00086845911504786;6;7;9;9;NA;NA;"cilium, extracellular vesicular exosome, mitochondrion, cytosol"
"77";"P00367";"P00367";"P00367";"DHE3_HUMAN";"Glutamate dehydrogenase 1, mitochondrial";"GLUD1";15;33;0,00266054599021602;15;14;18;15;0,0036276194277671;0,00296075917459286;"cytoplasm, mitochondrion, mitochondrial matrix"
"78";"P00387";"P00387-1,P00387-2,P00387-3";"P00387-1,P00387-2,P00387-3";"NB5R3_HUMAN";"NADH-cytochrome b5 reductase 3";"CYB5R3";7;15;0,000747299236152491;5;7;7;8;NA;NA;"cytoplasm, membrane, mitochondrial outer membrane, endoplasmic reticulum membrane, lipid particle, hemoglobin complex, mitochondrial inner membrane, mitochondrion, endoplasmic reticulum"
"79";"P00505";"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";15;38;0,00397563193633125;14;15;17;21;0,00444594288007736;0,00537894201672545;"mitochondrial inner membrane, plasma membrane, extracellular vesicular exosome, mitochondrial matrix, mitochondrion"
"80";"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";10;23;0,00330842693006152;10;9;13;10;0,00458454541590711;0,00360170834842559;"extracellular vesicular exosome, cytosol"
"81";"P00813";"P00813";"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";2;2;0,000247864540035151;NA;2;NA;2;NA;0,000606833285371099;"cell surface, cell junction, external side of plasma membrane, dendrite cytoplasm, lysosome, extracellular space, cytoplasmic membrane-bounded vesicle lumen, cytoplasm, neuronal cell body, cytosol, plasma membrane, membrane"
"82";"P00846";"P00846";"P00846";"ATP6_HUMAN";"ATP synthase subunit a";"MT-ATP6";2;2;0,000398118708109557;NA;2;NA;2;NA;0,00097469240083942;"mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, integral component of membrane, proton-transporting ATP synthase complex, coupling factor F(o)"
"83";"P01892";"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";1;1;0,00332783610532126;0;1;0;1;NA;0,00452631128608991;"integral component of lumenal side of endoplasmic reticulum membrane, cell surface, plasma membrane, early endosome membrane, phagocytic vesicle membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane"
"84";"P01903";"P01903";"P01903";"DRA_HUMAN";"HLA class II histocompatibility antigen, DR alpha chain";"HLA-DRA";2;8;0,00141692642571275;2;2;5;3;0,002213704768913;0,00130086899167151;"integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, integral component of plasma membrane, MHC class II protein complex, lysosome, Golgi membrane, late endosome membrane, extracellular vesicular exosome, clathrin-coated endocytic vesicle membrane, trans-Golgi network membrane, transport vesicle membrane, lysosomal membrane, plasma membrane, endocytic vesicle membrane"
"85";"P01912";"P01912,Q5Y7A7";"P01912,Q5Y7A7";"2B13_HUMAN, 2B1D_HUMAN";"HLA class II histocompatibility antigen, DRB1-13 beta chain, HLA class II histocompatibility antigen, DRB1-3 chain";"HLA-DRB1";3;6;0,000507376849808796;3;3;3;3;0,000634151516508159;0,00062109158624918;"clathrin-coated endocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, late endosome membrane, plasma membrane, Golgi membrane, transport vesicle membrane, MHC class II protein complex, ER to Golgi transport vesicle membrane, trans-Golgi network membrane, lysosomal membrane, endocytic vesicle membrane"
"86";"P02533";"P02533";"P02533";"K1C14_HUMAN";"Keratin, type I cytoskeletal 14";"KRT14";2;3;0,000605326688904807;2;1;2;1;0,00101766662976758;0,000489058451371044;"cytosol, intermediate filament, keratin filament, nucleus, cell periphery, cytoplasm, extracellular vesicular exosome"
"87";"P02765";"P02765";"P02765";"FETUA_HUMAN";"Alpha-2-HS-glycoprotein";"AHSG";3;5;0,000612907547907084;2;3;2;3;0,000612840339295805;0,000900328947914342;"blood microparticle, extracellular region, extracellular vesicular exosome, extracellular space"
"88";"P02786";"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";14;32;0,00189420690595284;14;12;17;15;0,00251546768214903;0,00217382055187213;"coated pit, extracellular region, cell surface, endosome, blood microparticle, external side of plasma membrane, perinuclear region of cytoplasm, cytoplasmic membrane-bounded vesicle, extracellular space, extracellular vesicular exosome, melanosome, integral component of plasma membrane, intracellular membrane-bounded organelle, membrane, plasma membrane"
"89";"P02792";"P02792";"P02792";"FRIL_HUMAN";"Ferritin light chain";"FTL";5;12;0,00308485124683748;4;5;6;6;0,00385564122036961;0,00377623684439501;"extracellular vesicular exosome, cytosol, intracellular ferritin complex"
"90";"P02794";"P02794";"P02794";"FRIH_HUMAN";"Ferritin heavy chain";"FTH1";3;6;0,00147499718086492;3;3;3;3;0,00184354429935705;0,00180557772614516;"extracellular vesicular exosome, cytosol, mitochondrion, intracellular ferritin complex"
"91";"P03989";"P03989,P30461,P30485,Q04826";"P03989,P30461,P30485,Q04826";"1B13_HUMAN, 1B27_HUMAN, 1B40_HUMAN, 1B47_HUMAN";"HLA class I histocompatibility antigen, B-13 alpha chain, HLA class I histocompatibility antigen, B-27 alpha chain, HLA class I histocompatibility antigen, B-40 alpha chain, HLA class I histocompatibility antigen, B-47 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"early endosome membrane, cell surface, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, phagocytic vesicle membrane, extracellular vesicular exosome, ER to Golgi transport vesicle membrane, MHC class I protein complex, membrane, Golgi membrane"
"92";"P04040";"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";13;24;0,00204876268765298;11;11;12;12;0,00256067253724737;0,00250793718318454;"lysosome, Golgi apparatus, peroxisomal membrane, endoplasmic reticulum, intracellular membrane-bounded organelle, plasma membrane, mitochondrial intermembrane space, peroxisome, peroxisomal matrix, cytosol"
"93";"P04066";"P04066";"P04066";"FUCO_HUMAN";"Tissue alpha-L-fucosidase";"FUCA1";1;2;0,000193079030113219;1;1;1;1;0,000241322322448026;0,000236352449130589;"cytoplasm, extracellular vesicular exosome, lysosome"
