"";"accession";"name";"go_name"
"11";"P30457";"1A66_HUMAN";"P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:Golgi membrane, P:viral process, P:type I interferon signaling pathway, C:ER to Golgi transport vesicle membrane, C:early endosome membrane, C:phagocytic vesicle membrane, C:MHC class I protein complex, F:peptide antigen binding, P:regulation of immune response, P:positive regulation of T cell mediated cytotoxicity, C:integral component of lumenal side of endoplasmic reticulum membrane, C:plasma membrane, P:interferon-gamma-mediated signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"
"12";"P10316";"1A69_HUMAN";"C:plasma membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:positive regulation of T cell mediated cytotoxicity, C:early endosome membrane, C:MHC class I protein complex, F:peptide antigen binding, C:integral component of lumenal side of endoplasmic reticulum membrane, P:viral process, P:regulation of immune response, C:phagocytic vesicle membrane, P:interferon-gamma-mediated signaling pathway, P:type I interferon signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:Golgi membrane, C:extracellular vesicular exosome, C:ER to Golgi transport vesicle membrane"
"13";"P30464";"1B15_HUMAN";"P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:integral component of lumenal side of endoplasmic reticulum membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:type I interferon signaling pathway, C:cell surface, P:viral process, C:early endosome membrane, C:ER to Golgi transport vesicle membrane, P:regulation of immune response, P:interferon-gamma-mediated signaling pathway, F:peptide antigen binding, C:Golgi membrane, P:positive regulation of T cell mediated cytotoxicity, C:MHC class I protein complex, F:receptor binding, C:phagocytic vesicle membrane"
"14";"P30466";"1B18_HUMAN";"P:regulation of immune response, P:positive regulation of T cell mediated cytotoxicity, C:integral component of lumenal side of endoplasmic reticulum membrane, C:cell surface, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:viral process, F:peptide antigen binding, P:interferon-gamma-mediated signaling pathway, P:type I interferon signaling pathway, C:early endosome membrane, C:MHC class I protein complex, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:Golgi membrane, C:ER to Golgi transport vesicle membrane, C:phagocytic vesicle membrane, F:receptor binding"
"15";"P03989";"1B27_HUMAN";"P:viral process, C:ER to Golgi transport vesicle membrane, C:cell surface, P:positive regulation of T cell mediated cytotoxicity, C:phagocytic vesicle membrane, P:type I interferon signaling pathway, C:early endosome membrane, P:interferon-gamma-mediated signaling pathway, P:detection of bacterium, C:integral component of lumenal side of endoplasmic reticulum membrane, C:MHC class I protein complex, F:peptide antigen binding, P:antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:regulation of immune response, C:Golgi membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:extracellular vesicular exosome"
"16";"P30486";"1B48_HUMAN";"P:viral process, C:integral component of membrane, F:peptide antigen binding, C:cell surface, P:antigen processing and presentation of peptide antigen via MHC class I, P:positive regulation of T cell mediated cytotoxicity, P:immune response, C:MHC class I protein complex"
"17";"P30491";"1B53_HUMAN";"P:regulation of immune response, P:positive regulation of T cell mediated cytotoxicity, C:MHC class I protein complex, C:integral component of lumenal side of endoplasmic reticulum membrane, P:viral process, C:cell surface, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:phagocytic vesicle membrane, P:interferon-gamma-mediated signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:early endosome membrane, F:peptide antigen binding, C:Golgi membrane, C:ER to Golgi transport vesicle membrane, P:type I interferon signaling pathway"
"18";"P30492";"1B54_HUMAN";"P:type I interferon signaling pathway, C:Golgi membrane, C:integral component of lumenal side of endoplasmic reticulum membrane, F:peptide antigen binding, P:viral process, C:early endosome membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:MHC class I protein complex, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:positive regulation of T cell mediated cytotoxicity, C:phagocytic vesicle membrane, C:cell surface, P:regulation of immune response, P:interferon-gamma-mediated signaling pathway, C:ER to Golgi transport vesicle membrane"
"19";"P18465";"1B57_HUMAN";"C:ER to Golgi transport vesicle membrane, P:positive regulation of T cell mediated cytotoxicity, F:peptide antigen binding, C:phagocytic vesicle membrane, C:early endosome membrane, C:integral component of lumenal side of endoplasmic reticulum membrane, P:type I interferon signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:viral process, C:Golgi membrane, C:cell surface, P:regulation of immune response, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:MHC class I protein complex, P:interferon-gamma-mediated signaling pathway"
"20";"P10319";"1B58_HUMAN";"P:interferon-gamma-mediated signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:phagocytic vesicle membrane, P:viral process, F:peptide antigen binding, P:positive regulation of T cell mediated cytotoxicity, C:ER to Golgi transport vesicle membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:type I interferon signaling pathway, C:early endosome membrane, C:Golgi membrane, C:MHC class I protein complex, C:integral component of lumenal side of endoplasmic reticulum membrane, C:cell surface, P:regulation of immune response"
"21";"Q29940";"1B59_HUMAN";"P:regulation of immune response, P:interferon-gamma-mediated signaling pathway, C:early endosome membrane, C:phagocytic vesicle membrane, P:type I interferon signaling pathway, P:positive regulation of T cell mediated cytotoxicity, C:integral component of lumenal side of endoplasmic reticulum membrane, P:viral process, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, F:peptide antigen binding, C:cell surface, C:MHC class I protein complex, C:ER to Golgi transport vesicle membrane, C:Golgi membrane"
"22";"Q31612";"1B73_HUMAN";"P:regulation of immune response, P:positive regulation of T cell mediated cytotoxicity, C:integral component of lumenal side of endoplasmic reticulum membrane, C:early endosome membrane, C:MHC class I protein complex, C:ER to Golgi transport vesicle membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:Golgi membrane, P:viral process, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:phagocytic vesicle membrane, C:cell surface, F:peptide antigen binding, P:type I interferon signaling pathway, P:interferon-gamma-mediated signaling pathway"
"23";"P30501";"1C02_HUMAN";"P:type I interferon signaling pathway, C:phagocytic vesicle membrane, C:ER to Golgi transport vesicle membrane, C:early endosome membrane, P:viral process, C:cell surface, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:integral component of plasma membrane, F:TAP binding, F:peptide antigen binding, C:MHC class I protein complex, C:Golgi membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:regulation of immune response, P:positive regulation of T cell mediated cytotoxicity, C:integral component of lumenal side of endoplasmic reticulum membrane, P:interferon-gamma-mediated signaling pathway"
"24";"P04222";"1C03_HUMAN";"C:phagocytic vesicle membrane, P:positive regulation of T cell mediated cytotoxicity, F:peptide antigen binding, P:interferon-gamma-mediated signaling pathway, F:receptor binding, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, F:TAP binding, C:early endosome membrane, C:Golgi membrane, P:type I interferon signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:cell surface, C:ER to Golgi transport vesicle membrane, C:integral component of lumenal side of endoplasmic reticulum membrane, P:regulation of immune response, C:MHC class I protein complex, P:viral process"
"25";"P10321";"1C07_HUMAN";"C:integral component of lumenal side of endoplasmic reticulum membrane, F:peptide antigen binding, F:receptor binding, C:phagocytic vesicle membrane, P:positive regulation of T cell mediated cytotoxicity, P:viral process, P:type I interferon signaling pathway, C:extracellular vesicular exosome, C:cell surface, P:regulation of immune response, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:interferon-gamma-mediated signaling pathway, C:MHC class I protein complex, C:Golgi membrane, C:ER to Golgi transport vesicle membrane, C:early endosome membrane"
"26";"P30508";"1C12_HUMAN";"C:Golgi membrane, F:peptide antigen binding, P:regulation of immune response, C:phagocytic vesicle membrane, P:positive regulation of T cell mediated cytotoxicity, C:ER to Golgi transport vesicle membrane, C:integral component of lumenal side of endoplasmic reticulum membrane, P:type I interferon signaling pathway, C:MHC class I protein complex, C:cell surface, C:early endosome membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:integral component of plasma membrane, P:viral process, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:interferon-gamma-mediated signaling pathway"
"27";"Q95604";"1C17_HUMAN";"F:peptide antigen binding, P:interferon-gamma-mediated signaling pathway, C:MHC class I protein complex, C:phagocytic vesicle membrane, C:ER to Golgi transport vesicle membrane, C:early endosome membrane, P:positive regulation of T cell mediated cytotoxicity, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:Golgi membrane, P:type I interferon signaling pathway, C:integral component of lumenal side of endoplasmic reticulum membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:viral process, C:cell surface, P:regulation of immune response"
"28";"P30153";"2AAA_HUMAN";"C:chromosome, centromeric region, F:protein phosphatase type 2A regulator activity, P:negative regulation of tyrosine phosphorylation of Stat3 protein, F:protein serine/threonine phosphatase activity, P:peptidyl-serine dephosphorylation, P:regulation of DNA replication, P:negative regulation of cell growth, C:nucleus, P:inactivation of MAPK activity, P:second-messenger-mediated signaling, C:membrane, F:antigen binding, P:RNA splicing, C:microtubule cytoskeleton, P:protein complex assembly, C:protein phosphatase type 2A complex, P:G2/M transition of mitotic cell cycle, P:ceramide metabolic process, P:mitotic nuclear envelope reassembly, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:cytosol, P:apoptotic process, C:mitochondrion, P:regulation of cell differentiation, P:fibroblast growth factor receptor signaling pathway, P:regulation of Wnt signaling pathway, P:positive regulation of extrinsic apoptotic signaling pathway in absence of ligand, P:regulation of cell adhesion, P:protein dephosphorylation, P:chromosome segregation, P:regulation of transcription, DNA-templated"
"29";"P01912";"2B13_HUMAN";"P:immunoglobulin production involved in immunoglobulin mediated immune response, C:ER to Golgi transport vesicle membrane, C:trans-Golgi network membrane, C:MHC class II protein complex, P:T cell receptor signaling pathway, C:plasma membrane, C:integral component of lumenal side of endoplasmic reticulum membrane, C:Golgi membrane, P:T cell costimulation, C:late endosome membrane, P:interferon-gamma-mediated signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:lysosomal membrane, C:clathrin-coated endocytic vesicle membrane, P:humoral immune response mediated by circulating immunoglobulin"
"30";"P31937";"3HIDH_HUMAN";"P:pentose-phosphate shunt, P:valine catabolic process, F:3-hydroxyisobutyrate dehydrogenase activity, C:mitochondrial matrix, F:phosphogluconate dehydrogenase (decarboxylating) activity, P:cellular nitrogen compound metabolic process, F:NAD binding"
"31";"P08195";"4F2_HUMAN";"P:leucine import, C:apical plasma membrane, C:melanosome, P:response to exogenous dsRNA, F:calcium:sodium antiporter activity, F:cation binding, F:neutral amino acid transmembrane transporter activity, C:extracellular vesicular exosome, C:integral component of membrane, P:tryptophan transport, P:leukocyte migration, P:cell growth, C:plasma membrane, P:blood coagulation, F:catalytic activity, P:carbohydrate metabolic process, F:double-stranded RNA binding"
"32";"P56378";"68MP_HUMAN";"C:integral component of membrane, C:mitochondrial proton-transporting ATP synthase complex"
"33";"Q15758";"AAAT_HUMAN";"F:L-glutamine transmembrane transporter activity, P:sodium ion transmembrane transport, C:extracellular vesicular exosome, C:integral component of plasma membrane, C:Golgi apparatus, C:melanosome, P:extracellular amino acid transport, F:L-serine transmembrane transporter activity, F:sodium:dicarboxylate symporter activity, F:receptor activity, F:virus receptor activity, P:response to virus"
"34";"P00505";"AATM_HUMAN";"P:4-hydroxyproline catabolic process, C:mitochondrial matrix, P:response to ethanol, P:2-oxoglutarate metabolic process, P:glutamate catabolic process to aspartate, P:aspartate biosynthetic process, F:L-aspartate:2-oxoglutarate aminotransferase activity, F:pyridoxal phosphate binding, P:glutamate catabolic process to 2-oxoglutarate, P:aspartate catabolic process, P:oxaloacetate metabolic process, C:extracellular vesicular exosome, C:mitochondrial inner membrane, F:kynurenine-oxoglutarate transaminase activity, F:L-phenylalanine:2-oxoglutarate aminotransferase activity, P:L-kynurenine metabolic process, P:cellular amino acid biosynthetic process, C:plasma membrane, P:fatty acid transport, P:cellular nitrogen compound metabolic process, P:gluconeogenesis, P:glutamate metabolic process"
"35";"Q9NUJ1";"ABHDA_HUMAN";"C:cytosol, C:mitochondrion, P:glucuronoside catabolic process, F:hydrolase activity, hydrolyzing O-glycosyl compounds"
"36";"Q9H845";"ACAD9_HUMAN";"C:dendrite, F:acyl-CoA dehydrogenase activity, F:flavin adenine dinucleotide binding, C:mitochondrion, C:nucleus"
"37";"P11310";"ACADM_HUMAN";"C:axon, F:identical protein binding, P:regulation of gluconeogenesis, P:fatty acid beta-oxidation using acyl-CoA dehydrogenase, C:mitochondrial matrix, P:cardiac muscle cell differentiation, P:liver development, P:carnitine biosynthetic process, P:post-embryonic development, P:response to cold, P:carnitine metabolic process, CoA-linked, F:flavin adenine dinucleotide binding, P:medium-chain fatty acid catabolic process, P:glycogen biosynthetic process, F:medium-chain-acyl-CoA dehydrogenase activity, P:response to starvation"
"38";"P16219";"ACADS_HUMAN";"C:mitochondrial membrane, F:flavin adenine dinucleotide binding, P:butyrate catabolic process, P:protein homotetramerization, P:fatty acid beta-oxidation, P:fatty acid beta-oxidation using acyl-CoA dehydrogenase, C:mitochondrial matrix, F:acyl-CoA dehydrogenase activity, P:response to glucocorticoid, F:butyryl-CoA dehydrogenase activity, P:response to starvation, F:fatty-acyl-CoA binding"
"39";"P49748";"ACADV_HUMAN";"P:temperature homeostasis, P:epithelial cell differentiation, F:flavin adenine dinucleotide binding, P:fatty acid beta-oxidation using acyl-CoA dehydrogenase, P:activation of signaling protein activity involved in unfolded protein response, F:long-chain-acyl-CoA dehydrogenase activity, P:cellular protein metabolic process, P:regulation of cholesterol metabolic process, P:negative regulation of fatty acid oxidation, P:negative regulation of fatty acid biosynthetic process, P:energy derivation by oxidation of organic compounds, C:mitochondrial nucleoid, C:mitochondrial inner membrane"
"40";"Q9NPJ3";"ACO13_HUMAN";"C:mitochondrion, F:acyl-CoA hydrolase activity, P:protein homotetramerization"
"41";"Q99798";"ACON_HUMAN";"P:citrate metabolic process, C:mitochondrial matrix, F:iron ion binding, F:aconitate hydratase activity, P:isocitrate metabolic process, P:tricarboxylic acid cycle, C:nucleus, F:3 iron, 4 sulfur cluster binding, F:4 iron, 4 sulfur cluster binding, P:cell death"
"42";"Q15067";"ACOX1_HUMAN";"P:generation of precursor metabolites and energy, C:peroxisomal membrane, F:acyl-CoA oxidase activity, C:peroxisomal matrix, P:very long-chain fatty acid metabolic process, P:spermatogenesis, P:fatty acid oxidation, F:PDZ domain binding, P:positive regulation of cholesterol homeostasis, F:FAD binding, F:acyl-CoA dehydrogenase activity, F:fatty acid binding, P:prostaglandin metabolic process, C:mitochondrion, F:flavin adenine dinucleotide binding, F:palmitoyl-CoA oxidase activity, P:alpha-linolenic acid metabolic process, P:fatty acid beta-oxidation using acyl-CoA oxidase, P:peroxisome fission, P:lipid homeostasis"
"43";"Q9NUB1";"ACS2L_HUMAN";"P:acetyl-CoA biosynthetic process from acetate, F:ATP binding, P:acetyl-CoA biosynthetic process, P:ethanol oxidation, C:mitochondrial matrix, P:acetate biosynthetic process, P:propionate biosynthetic process, F:acetate-CoA ligase activity, P:xenobiotic metabolic process, F:AMP binding"
"44";"P60709";"ACTB_HUMAN";"P:innate immune response, C:ribonucleoprotein complex, P:retina homeostasis, C:MLL5-L complex, F:ATP binding, P:cell junction assembly, P:Fc-gamma receptor signaling pathway involved in phagocytosis, P:blood coagulation, F:structural constituent of cytoskeleton, C:cortical cytoskeleton, P:'de novo' posttranslational protein folding, P:axon guidance, C:cytosol, C:blood microparticle, C:NuA4 histone acetyltransferase complex, C:cytoskeleton, C:extracellular vesicular exosome, C:postsynaptic density, C:axon, P:substantia nigra development, P:adherens junction organization"
"45";"Q562R1";"ACTBL_HUMAN";"F:ATP binding, C:cytoplasm, C:extracellular space, C:cytoskeleton, C:extracellular vesicular exosome"
"46";"P68032";"ACTC_HUMAN";"P:response to drug, C:I band, P:skeletal muscle thin filament assembly, P:cardiac muscle contraction, P:heart contraction, P:cardiac muscle tissue morphogenesis, P:apoptotic process, P:cardiac myofibril assembly, P:muscle filament sliding, F:ATP binding, P:negative regulation of apoptotic process, C:cytosol, C:extracellular vesicular exosome, C:actomyosin, actin portion, F:myosin binding, F:ATPase activity, P:response to ethanol, C:blood microparticle"
"47";"P00813";"ADA_HUMAN";"P:liver development, C:external side of plasma membrane, C:cytosol, P:positive regulation of heart rate, F:purine nucleoside binding, P:response to hydrogen peroxide, P:embryonic digestive tract development, P:positive regulation of alpha-beta T cell differentiation, P:positive regulation of B cell proliferation, P:purine nucleotide salvage, P:positive regulation of T cell receptor signaling pathway, C:dendrite cytoplasm, P:negative regulation of penile erection, P:response to morphine, P:deoxyadenosine catabolic process, P:negative regulation of adenosine receptor signaling pathway, P:placenta development, P:aging, P:histamine secretion, C:cell junction, P:negative regulation of circadian sleep/wake cycle, non-REM sleep, C:lysosome, C:cytoplasmic membrane-bounded vesicle lumen, P:lung alveolus development, P:positive regulation of calcium-mediated signaling, P:negative regulation of thymocyte apoptotic process, P:positive regulation of T cell differentiation in thymus, P:dATP catabolic process, P:inosine biosynthetic process, F:adenosine deaminase activity, C:extracellular space, P:positive regulation of germinal center formation, P:response to hypoxia, P:hypoxanthine salvage, P:negative regulation of leukocyte migration, P:negative regulation of mature B cell apoptotic process, P:xanthine biosynthetic process, P:purine ribonucleoside monophosphate biosynthetic process, P:Peyer's patch development, P:response to vitamin E, P:adenosine catabolic process, F:zinc ion binding, C:neuronal cell body, P:cell adhesion, P:germinal center B cell differentiation, P:trophectodermal cell differentiation, P:regulation of cell-cell adhesion mediated by integrin, P:negative regulation of inflammatory response, P:negative regulation of mucus secretion, P:T cell activation, P:positive regulation of smooth muscle contraction"
"48";"O00116";"ADAS_HUMAN";"C:mitochondrion, P:ether lipid biosynthetic process, F:FAD binding, C:peroxisomal matrix, F:UDP-N-acetylmuramate dehydrogenase activity, C:peroxisomal membrane, F:alkylglycerone-phosphate synthase activity"
"49";"Q9BRR6";"ADPGK_HUMAN";"F:metal ion binding, P:glycolysis, C:extracellular region, F:ADP-specific glucokinase activity"
"50";"Q16186";"ADRM1_HUMAN";"F:proteasome binding, P:transcription elongation from RNA polymerase II promoter, F:endopeptidase activator activity, C:nucleus, C:proteasome complex, C:integral component of plasma membrane, C:cytoplasm, P:proteasome assembly"
"51";"P05141";"ADT2_HUMAN";"P:energy reserve metabolic process, P:negative regulation of mitochondrial outer membrane permeabilization, P:regulation of insulin secretion, C:MMXD complex, C:mitochondrial nucleoid, C:integral component of plasma membrane, P:positive regulation of cell proliferation, P:viral process, P:small molecule metabolic process, P:chromosome segregation, F:adenine transmembrane transporter activity, C:mitochondrial inner membrane"
"52";"P12236";"ADT3_HUMAN";"P:cellular protein metabolic process, P:active induction of host immune response by virus, P:regulation of insulin secretion, F:ATP:ADP antiporter activity, P:energy reserve metabolic process, C:integral component of membrane, P:apoptotic process, P:small molecule metabolic process, C:mitochondrial inner membrane presequence translocase complex, P:viral life cycle, P:protein targeting to mitochondrion"
"53";"O95831";"AIFM1_HUMAN";"C:perinuclear region of cytoplasm, C:mitochondrial inner membrane, F:flavin adenine dinucleotide binding, C:nucleus, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, P:chromosome condensation, P:apoptotic DNA fragmentation, C:cytosol, P:neuron apoptotic process, P:mitochondrial respiratory chain complex I assembly, F:DNA binding, P:positive regulation of apoptotic process, P:cell redox homeostasis, F:electron carrier activity, C:mitochondrial intermembrane space, P:intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress, F:NAD(P)H oxidase activity, P:neuron differentiation"
"54";"P49189";"AL9A1_HUMAN";"P:cellular aldehyde metabolic process, P:liver development, C:plasma membrane, F:4-trimethylammoniobutyraldehyde dehydrogenase activity, P:kidney development, C:mitochondrion, F:1-pyrroline dehydrogenase activity, C:cytosol, P:neurotransmitter biosynthetic process, F:aminobutyraldehyde dehydrogenase activity, F:amine binding, F:3-chloroallyl aldehyde dehydrogenase activity, P:carnitine biosynthetic process, P:hormone metabolic process, F:NAD binding, C:extracellular vesicular exosome"
"55";"P04075";"ALDOA_HUMAN";"F:fructose binding, C:extracellular space, P:fructose 1,6-bisphosphate metabolic process, P:fructose metabolic process, P:striated muscle contraction, P:glycolysis, C:extracellular vesicular exosome, P:platelet activation, P:gluconeogenesis, P:ATP biosynthetic process, F:identical protein binding, P:regulation of cell shape, P:actin filament organization, C:I band, C:actin cytoskeleton, C:cytosol, F:actin binding, C:platelet alpha granule lumen, P:muscle cell cellular homeostasis, P:protein homotetramerization, F:tubulin binding, F:fructose-bisphosphate aldolase activity, P:platelet degranulation"
"56";"P15121";"ALDR_HUMAN";"C:nucleus, F:electron carrier activity, P:C21-steroid hormone biosynthetic process, P:response to stress, C:cytosol, P:doxorubicin metabolic process, C:extracellular vesicular exosome, F:glyceraldehyde oxidoreductase activity, F:alditol:NADP+ 1-oxidoreductase activity, P:daunorubicin metabolic process, C:extracellular space, P:carbohydrate metabolic process"
