"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5824.1.id.csv";"peptide.count.P5824.2.id.csv";"spectra.count.P5824.1.id.csv";"spectra.count.P5824.2.id.csv";"dNSAF.P5824.1.id.csv";"dNSAF.P5824.2.id.csv";"Go.Cc";"norm.sc"
"81";81;"P00813";"P00813";"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";2;2;0,000247864540035151;NA;2;NA;2;NA;0,000606833285371099;"cell surface, cell junction, external side of plasma membrane, dendrite cytoplasm, lysosome, extracellular space, cytoplasmic membrane-bounded vesicle lumen, cytoplasm, neuronal cell body, cytosol, plasma membrane, membrane";0,000250031253906738
"83";83;"P01892";"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";1;1;0,00332783610532126;0;1;0;1;NA;0,00452631128608991;"integral component of lumenal side of endoplasmic reticulum membrane, cell surface, plasma membrane, early endosome membrane, phagocytic vesicle membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane";0,000125015626953369
"84";84;"P01903";"P01903";"P01903";"DRA_HUMAN";"HLA class II histocompatibility antigen, DR alpha chain";"HLA-DRA";2;8;0,00141692642571275;2;2;5;3;0,002213704768913;0,00130086899167151;"integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, integral component of plasma membrane, MHC class II protein complex, lysosome, Golgi membrane, late endosome membrane, extracellular vesicular exosome, clathrin-coated endocytic vesicle membrane, trans-Golgi network membrane, transport vesicle membrane, lysosomal membrane, plasma membrane, endocytic vesicle membrane";0,00100012501562695
"85";85;"P01912";"P01912,Q5Y7A7";"P01912,Q5Y7A7";"2B13_HUMAN, 2B1D_HUMAN";"HLA class II histocompatibility antigen, DRB1-13 beta chain, HLA class II histocompatibility antigen, DRB1-3 chain";"HLA-DRB1";3;6;0,000507376849808796;3;3;3;3;0,000634151516508159;0,00062109158624918;"clathrin-coated endocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, late endosome membrane, plasma membrane, Golgi membrane, transport vesicle membrane, MHC class II protein complex, ER to Golgi transport vesicle membrane, trans-Golgi network membrane, lysosomal membrane, endocytic vesicle membrane";0,000750093761720215
"86";86;"P02533";"P02533";"P02533";"K1C14_HUMAN";"Keratin, type I cytoskeletal 14";"KRT14";2;3;0,000605326688904807;2;1;2;1;0,00101766662976758;0,000489058451371044;"cytosol, intermediate filament, keratin filament, nucleus, cell periphery, cytoplasm, extracellular vesicular exosome";0,000375046880860108
"87";87;"P02765";"P02765";"P02765";"FETUA_HUMAN";"Alpha-2-HS-glycoprotein";"AHSG";3;5;0,000612907547907084;2;3;2;3;0,000612840339295805;0,000900328947914342;"blood microparticle, extracellular region, extracellular vesicular exosome, extracellular space";0,000625078134766846
"88";88;"P02786";"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";14;32;0,00189420690595284;14;12;17;15;0,00251546768214903;0,00217382055187213;"coated pit, extracellular region, cell surface, endosome, blood microparticle, external side of plasma membrane, perinuclear region of cytoplasm, cytoplasmic membrane-bounded vesicle, extracellular space, extracellular vesicular exosome, melanosome, integral component of plasma membrane, intracellular membrane-bounded organelle, membrane, plasma membrane";0,00400050006250781
"89";89;"P02792";"P02792";"P02792";"FRIL_HUMAN";"Ferritin light chain";"FTL";5;12;0,00308485124683748;4;5;6;6;0,00385564122036961;0,00377623684439501;"extracellular vesicular exosome, cytosol, intracellular ferritin complex";0,00150018752344043
"90";90;"P02794";"P02794";"P02794";"FRIH_HUMAN";"Ferritin heavy chain";"FTH1";3;6;0,00147499718086492;3;3;3;3;0,00184354429935705;0,00180557772614516;"extracellular vesicular exosome, cytosol, mitochondrion, intracellular ferritin complex";0,000750093761720215
"91";91;"P03989";"P03989,P30461,P30485,Q04826";"P03989,P30461,P30485,Q04826";"1B13_HUMAN, 1B27_HUMAN, 1B40_HUMAN, 1B47_HUMAN";"HLA class I histocompatibility antigen, B-13 alpha chain, HLA class I histocompatibility antigen, B-27 alpha chain, HLA class I histocompatibility antigen, B-40 alpha chain, HLA class I histocompatibility antigen, B-47 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"early endosome membrane, cell surface, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, phagocytic vesicle membrane, extracellular vesicular exosome, ER to Golgi transport vesicle membrane, MHC class I protein complex, membrane, Golgi membrane";0
"92";92;"P04040";"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";13;24;0,00204876268765298;11;11;12;12;0,00256067253724737;0,00250793718318454;"lysosome, Golgi apparatus, peroxisomal membrane, endoplasmic reticulum, intracellular membrane-bounded organelle, plasma membrane, mitochondrial intermembrane space, peroxisome, peroxisomal matrix, cytosol";0,00300037504688086
"93";93;"P04066";"P04066";"P04066";"FUCO_HUMAN";"Tissue alpha-L-fucosidase";"FUCA1";1;2;0,000193079030113219;1;1;1;1;0,000241322322448026;0,000236352449130589;"cytoplasm, extracellular vesicular exosome, lysosome";0,000250031253906738
"94";94;"P04075";"P04075";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";4;9;0,00111232617073467;4;4;5;4;0,00154472805303269;0,00121033232192148;"extracellular vesicular exosome, actin cytoskeleton, cytosol, extracellular space, extracellular region, platelet alpha granule lumen, I band";0,00112514064258032
"97";97;"P04222";"P04222";"P04222";"1C03_HUMAN";"HLA class I histocompatibility antigen, Cw-3 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"phagocytic vesicle membrane, MHC class I protein complex, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, cell surface, ER to Golgi transport vesicle membrane, Golgi membrane";0
"98";98;"P04233";"P04233-2";"P04233-2";"HG2A_HUMAN";"HLA class II histocompatibility antigen gamma chain";"CD74";5;8;0,00121587605449676;3;5;3;5;NA;NA;"trans-Golgi network membrane, Golgi membrane, endocytic vesicle membrane, MHC class II protein complex, lysosomal lumen, cell surface, macrophage migration inhibitory factor receptor complex, extracellular vesicular exosome, multivesicular body, plasma membrane, ER to Golgi transport vesicle membrane, integral component of membrane, integral component of lumenal side of endoplasmic reticulum membrane, vacuole, NOS2-CD74 complex, transport vesicle membrane, lysosomal membrane, external side of plasma membrane, clathrin-coated endocytic vesicle membrane, intracellular";0,00100012501562695
"99";99;"P04259";"P04259";"P04259";"K2C6B_HUMAN";"Keratin, type II cytoskeletal 6B";"KRT6B";0;0;0;0;0;0;0;0;0;"keratin filament, extracellular vesicular exosome";0
"100";100;"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";19;66;0,00551170289801405;18;18;32;34;0,00698152011052151;0,00665682777056813;"extracellular vesicular exosome, cytoskeleton, plasma membrane, blood microparticle, membrane, extracellular space, keratin filament";0,00825103137892236
"101";101;"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";10;44;0,00590879467677826;10;8;26;18;0,00872794405606055;0,00591798311435039;"perinuclear region of cytoplasm, nucleus, extracellular vesicular exosome, cytosol, microtubule cytoskeleton, plasma membrane, ribonucleoprotein complex, lipid particle, cytoplasm, GAIT complex";0,00550068758594824
"104";104;"P04899";"P04899-1,P04899-2,P04899-3,P04899-4";"P04899-1,P04899-2,P04899-3,P04899-4";"GNAI2_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2";4;8;0,000405520351696946;4;3;5;3;NA;NA;"heterotrimeric G-protein complex, extrinsic component of cytoplasmic side of plasma membrane, plasma membrane, cytoplasm, centrosome, extracellular vesicular exosome, nucleus, membrane raft, midbody, cytosol";0,00100012501562695
"105";105;"P05023";"P05023-1";"P05023-1";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";12;21;0,00163608147806837;10;10;10;11;NA;NA;"basolateral plasma membrane, integral component of membrane, endosome, Golgi apparatus, endoplasmic reticulum, caveola, melanosome, T-tubule, sodium:potassium-exchanging ATPase complex, extracellular vesicular exosome, plasma membrane, membrane";0,00262532816602075
"106";106;"P05141";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";6;17;0,00540293916127488;6;6;8;9;0,00637335672768031;0,0069854045653448;"mitochondrion, integral component of plasma membrane, mitochondrial nucleoid, mitochondrial inner membrane, MMXD complex";0,00212526565820728
"108";108;"P05198";"P05198";"P05198";"IF2A_HUMAN";"Eukaryotic translation initiation factor 2 subunit 1";"EIF2S1";2;2;0,000285634374707174;NA;2;NA;2;NA;0,00069930311933241;"nucleus, polysome, cytosol, eukaryotic translation initiation factor 2 complex, extracellular vesicular exosome, cytoplasmic stress granule";0,000250031253906738
"109";109;"P05387";"P05387";"P05387";"RLA2_HUMAN";"60S acidic ribosomal protein P2";"RPLP2";3;6;0,00234716942694156;2;3;2;4;0,00195576003931792;0,00383096491460364;"cytosol, cytosolic large ribosomal subunit, extracellular vesicular exosome";0,000750093761720215
"110";110;"P05388";"P05388,Q8NHW5";"P05388,Q8NHW5";"RLA0_HUMAN, RLA0L_HUMAN";"60S acidic ribosomal protein P0, 60S acidic ribosomal protein P0-like";"RPLP0, RPLP0P6";9;14;0,000993412927806497;6;7;7;7;0,00124162999341555;0,00121605944647316;"ribonucleoprotein complex, extracellular vesicular exosome, cytosolic large ribosomal subunit, nucleus, cytosol, cytoplasm";0,00175021877734717
"112";112;"P05556";"P05556-1,P05556-2,P05556-3,P05556-4,P05556-5";"P05556-1,P05556-2,P05556-3,P05556-4,P05556-5";"ITB1_HUMAN";"Integrin beta-1";"ITGB1";1;3;3,38251233205864e-05;1;1;2;1;NA;NA;"integrin complex, filopodium, plasma membrane, sarcolemma, cell surface, alpha3-beta1 integrin complex, myelin sheath abaxonal region, alpha7-beta1 integrin complex, alpha8-beta1 integrin complex, alpha9-beta1 integrin complex, hemidesmosome, cytoplasm, recycling endosome, focal adhesion, intercalated disc, lamellipodium, neuromuscular junction, basement membrane, ruffle, external side of plasma membrane, extracellular vesicular exosome, cleavage furrow, receptor complex, acrosomal vesicle, membrane raft, melanosome";0,000375046880860108
"114";114;"P06576";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";25;88;0,00748372860763977;21;21;44;44;0,0093536349706509;0,00916100305666087;"plasma membrane, mitochondrial nucleoid, mitochondrial proton-transporting ATP synthase complex, extracellular vesicular exosome, mitochondrion, mitochondrial membrane, cell surface, mitochondrial matrix, mitochondrial proton-transporting ATP synthase, catalytic core";0,0110013751718965
"115";115;"P06733";"P06733-1";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";12;46;0,00476825125519234;11;11;22;24;NA;NA;"extracellular space, M band, extracellular vesicular exosome, phosphopyruvate hydratase complex, cytosol, nucleus, plasma membrane, cytoplasm";0,00575071883985498
"117";117;"P06753";"P06753-1";"P06753-1";"TPM3_HUMAN";"Tropomyosin alpha-3 chain";"TPM3";0;0;0;0;0;0;0;NA;NA;"cytosol, muscle thin filament tropomyosin, cytoskeleton, extracellular vesicular exosome, stress fiber";0
"118";118;"P06753";"P06753-2";"P06753-2";"TPM3_HUMAN";"Tropomyosin alpha-3 chain";"TPM3";5;9;0,00244521859794536;5;4;5;4;NA;NA;"cytosol, muscle thin filament tropomyosin, cytoskeleton, extracellular vesicular exosome, stress fiber";0,00112514064258032
"122";122;"P07195";"P07195";"P07195";"LDHB_HUMAN";"L-lactate dehydrogenase B chain";"LDHB";9;26;0,00374078796461733;9;9;14;12;0,00512362285749454;0,0041455693900544;"cytoplasm, cytosol, mitochondrion, extracellular vesicular exosome";0,0032504063007876
"125";125;"P07237";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";30;79;0,00699607422695672;28;28;40;39;0,00885481907565198;0,00845564844586482;"procollagen-proline 4-dioxygenase complex, extracellular vesicular exosome, endoplasmic reticulum lumen, extracellular region, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum, plasma membrane, melanosome";0,00987623452931616
"126";126;"P07339";"P07339";"P07339";"CATD_HUMAN";"Cathepsin D";"CTSD";5;8;0,000873542019735533;3;5;3;5;0,00081885584170471;0,00133665341377251;"mitochondrion, lysosomal lumen, extracellular space, melanosome, extracellular region, lysosome, extracellular vesicular exosome";0,00100012501562695
"127";127;"P07437";"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";4;12;0,00384576181204692;4;4;7;5;0,0051335197162246;0,00435489442557233;"cytosol, cytoskeleton, microtubule, cell body, extracellular vesicular exosome, nuclear envelope lumen";0,00150018752344043
"128";128;"P07602";"P07602-1,P07602-2,P07602-3";"P07602-1,P07602-2,P07602-3";"SAP_HUMAN";"Proactivator polypeptide";"PSAP";2;4;0,00011447179139028;2;2;2;2;NA;NA;"extracellular region, extracellular vesicular exosome, mitochondrion, integral component of membrane, lysosomal lumen, extracellular space, lysosomal membrane";0,000500062507813477
"130";130;"P07737";"P07737";"P07737";"PROF1_HUMAN";"Profilin-1";"PFN1";7;18;0,00578409608782028;7;4;12;6;0,00963910305092402;0,00472029605549376;"blood microparticle, nucleus, extracellular vesicular exosome, neuron projection, cytosol, synapse, cytoskeleton";0,00225028128516064
"132";132;"P07900";"P07900-1,P07900-2";"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";8;15;0,000684291550268172;6;7;7;8;NA;NA;"perinuclear region of cytoplasm, extracellular matrix, neuron projection, neuronal cell body, melanosome, extracellular vesicular exosome, nucleus, cytosol, extracellular region, protein complex, endocytic vesicle lumen, mitochondrion, apical plasma membrane, brush border membrane, cell surface, plasma membrane, cytoplasm, basolateral plasma membrane";0,00187523440430054
"133";133;"P07910";"P07910-2";"P07910-2";"HNRPC_HUMAN";"Heterogeneous nuclear ribonucleoproteins C1/C2";"HNRNPC";14;28;0,00411649540019163;14;11;17;11;NA;NA;"catalytic step 2 spliceosome, extracellular vesicular exosome, nucleus, nucleoplasm, spliceosomal complex";0,00350043755469434
"136";136;"P07954";"P07954-1,P07954-2";"P07954-1,P07954-2";"FUMH_HUMAN";"Fumarate hydratase, mitochondrial";"FH";16;38;0,00167600169864945;16;16;19;19;NA;NA;"mitochondrion, mitochondrial matrix, tricarboxylic acid cycle enzyme complex, extracellular vesicular exosome, cytoplasm";0,00475059382422803
"137";137;"P08107";"P08107-1,P08107-2";"P08107-1,P08107-2";"HSP71_HUMAN";"Heat shock 70 kDa protein 1A/1B";"HSPA1B,HSPA1A";4;5;0,000693558773960663;2;3;2;3;NA;NA;"blood microparticle, endoplasmic reticulum, cytoplasm, perinuclear region of cytoplasm, nucleus, aggresome, inclusion body, nuclear speck, mitochondrion, extracellular vesicular exosome, ribonucleoprotein complex, cytosol";0,000625078134766846
"138";138;"P08195";"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-1,P08195-2,P08195-3,P08195-4";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";14;28;0,000499860155737555;11;14;12;16;NA;NA;"extracellular vesicular exosome, nucleus, cytoplasm, cell junction, plasma membrane, integral component of membrane, apical plasma membrane, melanosome";0,00350043755469434
"139";139;"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";13;31;0,00329336815855018;13;12;16;15;0,00452602596326233;0,00364800781438344;"apical plasma membrane, brush border membrane, mitochondrion, cell surface, extracellular vesicular exosome, cytosol, cytoplasm, melanosome, inclusion body, basolateral plasma membrane";0,00387548443555444
"141";141;"P08575";"P08575-1,P08575-2";"P08575-1,P08575-2";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";12;23;0,00039674483219967;10;10;11;12;NA;NA;"external side of plasma membrane, extracellular vesicular exosome, plasma membrane, focal adhesion, membrane raft, integral component of plasma membrane";0,00287535941992749
"142";142;"P08670";"P08670";"P08670";"VIME_HUMAN";"Vimentin";"VIM";20;39;0,00388848505728015;17;17;18;21;0,00449358807317014;0,00511850772648432;"cytosol, extracellular vesicular exosome, cytoplasm, cytoskeleton, peroxisome, cell projection, intermediate filament, cell leading edge, intermediate filament cytoskeleton";0,0048756094511814
"144";144;"P08754";"P08754";"P08754";"GNAI3_HUMAN";"Guanine nucleotide-binding protein G(k) subunit alpha";"GNAI3";4;6;0,00121999766824081;3;3;3;3;0,0015486553277438;0,00146675866131162;"zymogen granule, heterotrimeric G-protein complex, extrinsic component of cytoplasmic side of plasma membrane, cytoplasm, Golgi apparatus, lysosomal membrane, midbody, extracellular vesicular exosome, centrosome, membrane raft, plasma membrane";0,000750093761720215
"145";145;"P08779";"P08779";"P08779";"K1C16_HUMAN";"Keratin, type I cytoskeletal 16";"KRT16";7;14;0,00220432349712966;7;6;7;7;0,00284105003296767;0,00260118029344173;"extracellular vesicular exosome, intermediate filament";0,00175021877734717
"146";146;"P08865";"P08865";"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";6;12;0,00182999650236122;5;6;6;6;0,00228724479174468;0,00224014050091229;"cytosolic small ribosomal subunit, 90S preribosome, nucleus, extracellular vesicular exosome, plasma membrane, cytosol, cytoplasm";0,00150018752344043
"147";147;"P09211";"P09211";"P09211";"GSTP1_HUMAN";"Glutathione S-transferase P";"GSTP1";1;1;0,000214225781030381;NA;1;NA;1;NA;0,000524477339499307;"extracellular space, cytosol, plasma membrane, mitochondrion, cytoplasm, nucleus, intracellular, TRAF2-GSTP1 complex, extracellular vesicular exosome";0,000125015626953369
"148";148;"P09496";"P09496-2";"P09496-2";"CLCA_HUMAN";"Clathrin light chain A";"CLTA";1;2;0,000362801725938548;1;1;1;1;NA;NA;"clathrin coat of trans-Golgi network vesicle, plasma membrane, clathrin coat of coated pit, clathrin coat, clathrin-coated endocytic vesicle membrane, intracellular membrane-bounded organelle, clathrin complex, cytoplasmic membrane-bounded vesicle, cytosol, trans-Golgi network membrane";0,000250031253906738
"150";150;"P09651";"P09651-1,P09651-2,P09651-3";"P09651-1,P09651-2,P09651-3";"ROA1_HUMAN";"Heterogeneous nuclear ribonucleoprotein A1";"HNRNPA1";8;20;0,000904511141866332;8;7;11;9;NA;NA;"extracellular vesicular exosome, nucleoplasm, cytoplasm, catalytic step 2 spliceosome, nucleus, intermediate filament cytoskeleton, spliceosomal complex, ribonucleoprotein complex";0,00250031253906738
"153";153;"P0C0S8";"P0C0S8,Q6FI13";"P0C0S8,Q6FI13";"H2A1_HUMAN, H2A2A_HUMAN";"Histone H2A type 1, Histone H2A type 2-A";"HIST1H2AM,HIST1H2AL,HIST1H2AG,HIST1H2AI,HIST1H2AK, HIST2H2AA3,HIST2H2AA4";1;5;0,00405737989431975;1;1;3;2;0,00506052910173511;0,00484132928768591;"nucleus, extracellular vesicular exosome, nucleosome";0,000625078134766846
