"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5745.3.id.csv";"peptide.count.P5745.4.id.csv";"spectra.count.P5745.3.id.csv";"spectra.count.P5745.4.id.csv";"dNSAF.P5745.3.id.csv";"dNSAF.P5745.4.id.csv";"Go.Cc"
"41";"P08729";"P08729";"P08729";"K2C7_HUMAN";"Keratin, type II cytoskeletal 7";"KRT7";2;3;0,00130986822612125;0;2;0;3;0;0,0027034997584213;"nucleus, Golgi apparatus, intermediate filament, keratin filament"
"42";"P08779";"P08779";"P08779";"K1C16_HUMAN";"Keratin, type I cytoskeletal 16";"KRT16";1;1;0,000770745085050124;1;0;1;0;0,00153134550428283;0;"intermediate filament, extracellular vesicular exosome"
"43";"P08865";"P08865";"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";1;3;0,00197678816942544;NA;1;NA;3;NA;0,00414043652184956;"cytosolic small ribosomal subunit, 90S preribosome, nucleus, plasma membrane, extracellular vesicular exosome"
"44";"P09429";"P09429";"P09429";"HMGB1_HUMAN";"High mobility group protein B1";"HMGB1";4;7;0,00805481972911763;4;3;4;3;0,00917814357927052;0,00852159609729503;"nucleoplasm, condensed chromosome, cell surface, extracellular space"
"45";"P09651";"P09651-1,P09651-2,P09651-3";"P09651-1,P09651-2,P09651-3";"ROA1_HUMAN";"Heterogeneous nuclear ribonucleoprotein A1";"HNRNPA1";4;8;0,00152011081128838;4;4;4;4;NA;NA;"extracellular vesicular exosome, intermediate filament cytoskeleton, nucleolus, catalytic step 2 spliceosome, cytoplasm, nucleoplasm"
"46";"P09874";"P09874";"P09874";"PARP1_HUMAN";"Poly [ADP-ribose] polymerase 1";"PARP1";1;1;0,00019170036488511;1;NA;1;NA;0,000425699768454208;NA;"nuclear envelope, transcription factor complex, nucleoplasm, nucleolus"
"47";"P0C0S5";"P0C0S5,Q71UI9-1";"P0C0S5,Q71UI9-1";"H2AV_HUMAN, H2AZ_HUMAN";"Histone H2A.V, Histone H2A.Z";"H2AFV, H2AFZ";2;3;0,00393462275910142;2;1;2;1;0,0112411345107439;0,0057254473778701;"nucleosome, nucleus"
"48";"P10412";"P10412";"P10412";"H14_HUMAN";"Histone H1.4";"HIST1H1E";1;2;0,00739665791451682;1;1;1;1;0,00985524121489878;0,00619700037516804;"nucleosome, nucleus"
"49";"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";11;18;0,00610630900503147;9;9;9;9;0,00677999317087801;0,00639491504683571;"coated vesicle, mitochondrial matrix, extracellular vesicular exosome, mitochondrial inner membrane, cell surface, early endosome, plasma membrane, secretory granule, lipopolysaccharide receptor complex, coated pit, extracellular space, cytosol"
"50";"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";5;8;0,00260789652945805;4;4;4;4;0,002795420821668;0,00284590947766564;"extracellular vesicular exosome, cell surface, endoplasmic reticulum lumen, midbody, integral component of endoplasmic reticulum membrane, melanosome, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum chaperone complex, nucleus"
"51";"P11142";"P11142-1";"P11142-1";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";13;23;0,00909507476699847;12;10;13;10;NA;NA;"clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, nucleolus, ribonucleoprotein complex, extracellular vesicular exosome, Prp19 complex, cytosol, melanosome, spliceosomal complex, plasma membrane, blood microparticle"
"52";"P12035";"P12035";"P12035";"K2C3_HUMAN";"Keratin, type II cytoskeletal 3";"KRT3";0;0;0;0;0;0;0;0;0;"keratin filament"
"53";"P12956";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";1;1;0,000319185829217573;NA;1;NA;1;NA;0,000668543390227488;"membrane, Ku70:Ku80 complex, nonhomologous end joining complex, cytosol, nuclear telomere cap complex, nucleolus, transcription factor complex, nucleoplasm"
"54";"P13010";"P13010";"P13010";"XRCC5_HUMAN";"X-ray repair cross-complementing protein 5";"XRCC5";2;2;0,000531104289599732;NA;2;NA;2;NA;0,00111241236242771;"nonhomologous end joining complex, Ku70:Ku80 complex, nuclear telomere cap complex, cytosol, nucleoplasm"
"55";"P13639";"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";5;8;0,00181243981345923;4;4;4;4;0,00201239890541989;0,00189810221281371;"polysome, ribonucleoprotein complex, extracellular vesicular exosome, cytosol"
"56";"P13645";"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";29;141;0,0572209744030455;26;28;70;71;0,0624282260184755;0,060966169139626;"cytoplasm, extracellular space, keratin filament, intermediate filament, extracellular vesicular exosome"
"57";"P13646";"P13646-1,P13646-3";"P13646-1,P13646-3";"K1C13_HUMAN";"Keratin, type I cytoskeletal 13";"KRT13";0;0;0;0;0;0;0;NA;NA;"extracellular vesicular exosome, keratin filament"
"58";"P13647";"P13647";"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";17;42;0,0205396812496841;17;14;25;17;0,0258248126198473;0,0186541596708086;"keratin filament, cytosol, plasma membrane, extracellular vesicular exosome, mitochondrion"
"59";"P14406";"P14406";"P14406";"CX7A2_HUMAN";"Cytochrome c oxidase subunit 7A2, mitochondrial";"COX7A2";1;1;0,00234197795172894;1;NA;1;NA;0,00520071765316345;NA;"mitochondrial respiratory chain"
"60";"P14618";"P14618-1,P14618-2";"P14618-1,P14618-2";"KPYM_HUMAN";"Pyruvate kinase isozymes M1/M2";"PKM";8;13;0,00237946724097507;5;8;5;8;NA;NA;"cytosol, mitochondrion, plasma membrane, nucleus, extracellular vesicular exosome, cilium"
"61";"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";7;9;0,0024628239633158;5;4;5;4;0,00293213788211865;0,00236612741597325;"cytosol, melanosome, midbody, extracellular vesicular exosome, perinuclear region of cytoplasm, endoplasmic reticulum membrane, endocytic vesicle lumen, endoplasmic reticulum lumen, plasma membrane"
"62";"P14866";"P14866-1,P14866-2";"P14866-1,P14866-2";"HNRPL_HUMAN";"Heterogeneous nuclear ribonucleoprotein L";"HNRNPL";3;3;0,000495036086570888;NA;3;NA;3;NA;NA;"extracellular vesicular exosome, pronucleus, ribonucleoprotein complex, cytoplasm, nucleoplasm"
"63";"P14923";"P14923";"P14923";"PLAK_HUMAN";"Junction plakoglobin";"JUP";8;8;0,00208734679187653;NA;8;NA;8;NA;0,00437200455998433;"cytosol, gamma-catenin-TCF7L2 complex, cytoplasmic side of plasma membrane, intermediate filament, fascia adherens, apicolateral plasma membrane, actin cytoskeleton, lateral plasma membrane, extracellular vesicular exosome, zonula adherens, desmosome, protein-DNA complex, catenin complex, basolateral plasma membrane, Z disc"
"64";"P15880";"P15880";"P15880";"RS2_HUMAN";"40S ribosomal protein S2";"RPS2";2;2;0,00132685440268602;2;NA;2;NA;0,00294648167380592;NA;"cytosolic small ribosomal subunit, extracellular vesicular exosome, nucleoplasm"
"65";"P15924";"P15924-1";"P15924-1";"DESP_HUMAN";"Desmoplakin";"DSP";14;18;0,00121870952973982;11;7;11;7;NA;NA;"desmosome, plasma membrane, fascia adherens, extracellular vesicular exosome, mitochondrion, cornified envelope, intercalated disc, intermediate filament, basolateral plasma membrane"
"66";"P16402";"P16402";"P16402";"H13_HUMAN";"Histone H1.3";"HIST1H1D";1;1;0,00366485991692123;1;0;1;0;0,00976605351159653;0;"nucleosome, nuclear chromatin"
"67";"P16403";"P16403";"P16403";"H12_HUMAN";"Histone H1.2";"HIST1H1C";2;3;0,0114075217132337;1;2;1;2;0,0101328536434875;0,0127431275320357;"nucleus, nucleosome"
"68";"P16949";"P16949-1,P16949-2";"P16949-1,P16949-2";"STMN1_HUMAN";"Stathmin";"STMN1";3;3;0,00195688761738425;3;NA;3;NA;NA;NA;"membrane, microtubule, intracellular, cytosol, extracellular vesicular exosome"
"69";"P17066";"P17066";"P17066";"HSP76_HUMAN";"Heat shock 70 kDa protein 6";"HSPA6";0;0;NA;0;0;0;0;NA;0;"blood microparticle, extracellular vesicular exosome"
"70";"P17844";"P17844";"P17844";"DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX5";"DDX5";1;1;0,000712319841181399;NA;1;NA;1;NA;0,0014919732580769;"catalytic step 2 spliceosome, extracellular vesicular exosome, nucleolus"
"71";"P18859";"P18859";"P18859";"ATP5J_HUMAN";"ATP synthase-coupling factor 6, mitochondrial";"ATP5J";2;5;0,00899926712932879;2;2;2;3;0,00799369565208457;0,0113095256846817;"mitochondrial proton-transporting ATP synthase complex, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"72";"P19012";"P19012";"P19012";"K1C15_HUMAN";"Keratin, type I cytoskeletal 15";"KRT15";0;0;0;0;0;0;0;0;0;"extracellular vesicular exosome, intermediate filament"
"73";"P19013";"P19013";"P19013";"K2C4_HUMAN";"Keratin, type II cytoskeletal 4";"KRT4";0;0;NA;0;0;0;0;NA;0;"keratin filament, intermediate filament"
"74";"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";10;18;0,00492804938011695;8;10;8;10;0,00486376974887399;0,00573440738941606;"ribonucleoprotein complex, nucleoplasm, extracellular vesicular exosome, nucleolus, cell cortex"
"75";"P20231";"P20231,Q15661-1,Q15661-2";"P20231,Q15661-1,Q15661-2";"TRYB1_HUMAN, TRYB2_HUMAN";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";2;3;0,000706851527249098;2;1;2;1;0,00313934229245503;0,00148051972599469;"extracellular region"
"76";"P20645";"P20645";"P20645";"MPRD_HUMAN";"Cation-dependent mannose-6-phosphate receptor";"M6PR";1;1;0,000701747906113725;1;NA;1;NA;0,00155833778055078;NA;"lysosomal membrane, endosome, late endosome, integral component of plasma membrane"
"77";"P20674";"P20674";"P20674";"COX5A_HUMAN";"Cytochrome c oxidase subunit 5A, mitochondrial";"COX5A";2;2;0,00259178893324669;NA;2;NA;2;NA;0,00542857232864721;"mitochondrial inner membrane"
"78";"P20700";"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";8;9;0,00298542240604354;5;4;5;4;0,00368310209225739;0,00277913259145761;"lamin filament, nuclear envelope, nucleoplasm, nuclear inner membrane"
"79";"P21796";"P21796";"P21796";"VDAC1_HUMAN";"Voltage-dependent anion-selective channel protein 1";"VDAC1";3;6;0,00412121915180569;3;3;3;3;0,00457589645101661;0,00431600273479018;"mitochondrial outer membrane, mitochondrial inner membrane, pore complex, extracellular vesicular exosome, mitochondrial nucleoid, plasma membrane"
"80";"P22314";"P22314";"P22314";"UBA1_HUMAN";"Ubiquitin-like modifier-activating enzyme 1";"UBA1";6;8;0,00146982359163328;4;4;4;4;0,00163198323331783;0,00153929272078843;"extracellular vesicular exosome"
"81";"P22626";"P22626-1,P22626-2";"P22626-1,P22626-2";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";7;14;0,00420506574284166;6;7;6;8;NA;NA;"nucleoplasm, cytoplasm, nucleolus, catalytic step 2 spliceosome"
"82";"P22695";"P22695";"P22695";"QCR2_HUMAN";"Cytochrome b-c1 complex subunit 2, mitochondrial";"UQCRC2";2;4;0,0017164165120839;2;2;2;2;0,00190578174486784;0,00179754050617457;"mitochondrial respiratory chain complex III, mitochondrial inner membrane"
"83";"P23246";"P23246-1";"P23246-1";"SFPQ_HUMAN";"Splicing factor, proline- and glutamine-rich";"SFPQ";3;4;0,00109976899571995;2;2;2;2;NA;NA;"paraspeckles, nuclear matrix, cytoplasm"
"84";"P23396";"P23396";"P23396";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";6;9;0,00719941370346303;3;5;3;6;0,00532913043472304;0,010052911719717;"ruffle membrane, nucleus, extracellular vesicular exosome, cytosolic small ribosomal subunit"
"85";"P23527";"P23527,P33778,Q16778";"P23527,P33778,Q16778";"H2B1B_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN";"Histone H2B type 1-B, Histone H2B type 1-O, Histone H2B type 2-E";"HIST1H2BB, HIST1H2BO, HIST2H2BE";1;1;0,00479960913564202;1;0;1;0;0,00799369565208457;0;"nucleosome, nucleus"
"86";"P23528";"P23528";"P23528";"COF1_HUMAN";"Cofilin-1";"CFL1";2;4;0,00468395590345788;2;2;2;2;0,00520071765316345;0,00490533644154868;"ruffle membrane, extracellular space, cytoplasm, extracellular vesicular exosome, nucleus, cortical actin cytoskeleton, lamellipodium membrane, nuclear matrix"
"87";"P24539";"P24539";"P24539";"AT5F1_HUMAN";"ATP synthase subunit b, mitochondrial";"ATP5F1";1;1;0,000759313164037117;1;NA;1;NA;0,00168617017661159;NA;"mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"88";"P25205";"P25205";"P25205";"MCM3_HUMAN";"DNA replication licensing factor MCM3";"MCM3";2;3;0,00072172340344122;2;1;2;1;0,00106846427032813;0,000503889758228392;"nucleoplasm, perinuclear region of cytoplasm, centrosome, alpha DNA polymerase:primase complex, MCM complex"
"89";"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";9;15;0,00527262667251813;7;8;7;8;0,00546404512927299;0,00588995189364977;"mitochondrial matrix, plasma membrane, mitochondrial proton-transporting ATP synthase complex, proton-transporting ATP synthase complex, catalytic core F(1), extracellular vesicular exosome"
"90";"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";11;18;0,00606397757345413;9;9;9;9;0,00673299148511802;0,00635058288013321;"apical plasma membrane, apical part of cell, basolateral plasma membrane, filopodium, microvillus membrane, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleolus, uropod, extrinsic component of membrane, plasma membrane, microvillus, blood microparticle"
"91";"P26373";"P26373";"P26373";"RL13_HUMAN";"60S ribosomal protein L13";"RPL13";3;3;0,00276375597147159;3;NA;3;NA;0,00613733978975213;NA;"cytosolic large ribosomal subunit"
"92";"P26583";"P26583";"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";3;4;0,00473489061315185;3;1;3;1;0,00708122321606398;0,00292207840656847;"extracellular space, nucleoplasm, condensed chromosome, perinuclear region of cytoplasm, protein complex"
"93";"P27348";"P27348";"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";1;2;0,00183093409727003;1;1;1;1;0,00205552173910746;0,00189920897795238;"cytosol, protein complex, extracellular vesicular exosome, cytoplasmic vesicle membrane"
"94";"P27635";"P27635,Q96L21";"P27635,Q96L21";"RL10_HUMAN, RL10L_HUMAN";"60S ribosomal protein L10, 60S ribosomal protein L10-like";"RPL10, RPL10L";2;2;0,000908337242960289;2;NA;2;NA;0,00201710077202134;NA;"endoplasmic reticulum, cytosolic large ribosomal subunit"
