"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5745.3.id.csv";"peptide.count.P5745.4.id.csv";"spectra.count.P5745.3.id.csv";"spectra.count.P5745.4.id.csv";"dNSAF.P5745.3.id.csv";"dNSAF.P5745.4.id.csv";"Go.Cc"
"49";49;"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";11;18;0,00610630900503147;9;9;9;9;0,00677999317087801;0,00639491504683571;"coated vesicle, mitochondrial matrix, extracellular vesicular exosome, mitochondrial inner membrane, cell surface, early endosome, plasma membrane, secretory granule, lipopolysaccharide receptor complex, coated pit, extracellular space, cytosol"
"50";50;"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";5;8;0,00260789652945805;4;4;4;4;0,002795420821668;0,00284590947766564;"extracellular vesicular exosome, cell surface, endoplasmic reticulum lumen, midbody, integral component of endoplasmic reticulum membrane, melanosome, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum chaperone complex, nucleus"
"51";51;"P11142";"P11142-1";"P11142-1";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";13;23;0,00909507476699847;12;10;13;10;NA;NA;"clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, nucleolus, ribonucleoprotein complex, extracellular vesicular exosome, Prp19 complex, cytosol, melanosome, spliceosomal complex, plasma membrane, blood microparticle"
"58";58;"P13647";"P13647";"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";17;42;0,0205396812496841;17;14;25;17;0,0258248126198473;0,0186541596708086;"keratin filament, cytosol, plasma membrane, extracellular vesicular exosome, mitochondrion"
"60";60;"P14618";"P14618-1,P14618-2";"P14618-1,P14618-2";"KPYM_HUMAN";"Pyruvate kinase isozymes M1/M2";"PKM";8;13;0,00237946724097507;5;8;5;8;NA;NA;"cytosol, mitochondrion, plasma membrane, nucleus, extracellular vesicular exosome, cilium"
"61";61;"P14625";"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";7;9;0,0024628239633158;5;4;5;4;0,00293213788211865;0,00236612741597325;"cytosol, melanosome, midbody, extracellular vesicular exosome, perinuclear region of cytoplasm, endoplasmic reticulum membrane, endocytic vesicle lumen, endoplasmic reticulum lumen, plasma membrane"
"63";63;"P14923";"P14923";"P14923";"PLAK_HUMAN";"Junction plakoglobin";"JUP";8;8;0,00208734679187653;NA;8;NA;8;NA;0,00437200455998433;"cytosol, gamma-catenin-TCF7L2 complex, cytoplasmic side of plasma membrane, intermediate filament, fascia adherens, apicolateral plasma membrane, actin cytoskeleton, lateral plasma membrane, extracellular vesicular exosome, zonula adherens, desmosome, protein-DNA complex, catenin complex, basolateral plasma membrane, Z disc"
"65";65;"P15924";"P15924-1";"P15924-1";"DESP_HUMAN";"Desmoplakin";"DSP";14;18;0,00121870952973982;11;7;11;7;NA;NA;"desmosome, plasma membrane, fascia adherens, extracellular vesicular exosome, mitochondrion, cornified envelope, intercalated disc, intermediate filament, basolateral plasma membrane"
"76";76;"P20645";"P20645";"P20645";"MPRD_HUMAN";"Cation-dependent mannose-6-phosphate receptor";"M6PR";1;1;0,000701747906113725;1;NA;1;NA;0,00155833778055078;NA;"lysosomal membrane, endosome, late endosome, integral component of plasma membrane"
"79";79;"P21796";"P21796";"P21796";"VDAC1_HUMAN";"Voltage-dependent anion-selective channel protein 1";"VDAC1";3;6;0,00412121915180569;3;3;3;3;0,00457589645101661;0,00431600273479018;"mitochondrial outer membrane, mitochondrial inner membrane, pore complex, extracellular vesicular exosome, mitochondrial nucleoid, plasma membrane"
"89";89;"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";9;15;0,00527262667251813;7;8;7;8;0,00546404512927299;0,00588995189364977;"mitochondrial matrix, plasma membrane, mitochondrial proton-transporting ATP synthase complex, proton-transporting ATP synthase complex, catalytic core F(1), extracellular vesicular exosome"
"90";90;"P26038";"P26038";"P26038";"MOES_HUMAN";"Moesin";"MSN";11;18;0,00606397757345413;9;9;9;9;0,00673299148511802;0,00635058288013321;"apical plasma membrane, apical part of cell, basolateral plasma membrane, filopodium, microvillus membrane, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleolus, uropod, extrinsic component of membrane, plasma membrane, microvillus, blood microparticle"
"95";95;"P27797";"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";5;6;0,0027968945322806;2;4;2;4;0,00207030966528809;0,00390544771845123;"endocytic vesicle lumen, acrosomal vesicle, nucleus, cytosol, extracellular space, endoplasmic reticulum lumen, perinuclear region of cytoplasm, Golgi apparatus, external side of plasma membrane, sarcoplasmic reticulum lumen, proteinaceous extracellular matrix, polysome, MHC class I peptide loading complex, extracellular vesicular exosome, cell surface, integral component of lumenal side of endoplasmic reticulum membrane"
"100";100;"P30101";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";3;3;0,00115475744550595;3;NA;3;NA;0,00256431424878752;NA;"endoplasmic reticulum lumen, cell surface, melanosome, extracellular vesicular exosome"
"107";107;"P35579";"P35579-1";"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";11;13;0,00128928276016098;8;5;8;5;NA;NA;"uropod, nucleus, ruffle, plasma membrane, cleavage furrow, protein complex, actomyosin contractile ring, myosin II complex, spindle, stress fiber, cortical cytoskeleton, cytosol, cell-cell adherens junction, immunological synapse, extracellular vesicular exosome, neuromuscular junction"
"119";119;"P49327";"P49327";"P49327";"FAS_HUMAN";"Fatty acid synthase";"FASN";3;5;0,000387065252874357;2;3;2;3;0,000343814866756325;0,000486431212244373;"mitochondrion, plasma membrane, Golgi apparatus, glycogen granule, cytosol, extracellular vesicular exosome, melanosome"
"120";120;"P49368";"P49368-1";"P49368-1";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";4;4;0,00142667280729176;NA;4;NA;4;NA;NA;"cytosol, chaperonin-containing T-complex, cell body, microtubule, plasma membrane, extracellular vesicular exosome, zona pellucida receptor complex"
"127";127;"P52272";"P52272-1,P52272-2";"P52272-1,P52272-2";"HNRPM_HUMAN";"Heterogeneous nuclear ribonucleoprotein M";"HNRNPM";9;14;0,00186395779445824;6;8;6;8;NA;NA;"catalytic step 2 spliceosome, nuclear matrix, integral component of plasma membrane, paraspeckles"
"151";151;"P62987";"P62987";"P62987";"RL40_HUMAN";"Ubiquitin-60S ribosomal protein L40";"UBA52";5;11;0,0167048896088166;4;5;4;7;0,0134893614128927;0,0222656286917171;"ribosome, plasma membrane, lysosomal membrane, cytosol, nucleoplasm, endocytic vesicle membrane, endosome membrane, cytosolic large ribosomal subunit"
"156";156;"P68104";"P68104,Q5VTE0";"P68104,Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";11;22;0,00462819452365481;11;7;13;9;0,00607313241099931;0,00396567783748578;"extracellular space, eukaryotic translation elongation factor 1 complex, nucleus, cytosol, plasma membrane, extracellular vesicular exosome"
"159";159;"P68371";"P68371";"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";2;3;0,00720750293234333;2;1;2;1;0,009700214948597;0,00548956752335111;"cytosol, extracellular vesicular exosome, nucleus, microtubule, plasma membrane"
"165";165;"Q00839";"Q00839-1,Q00839-2";"Q00839-1,Q00839-2";"HNRPU_HUMAN";"Heterogeneous nuclear ribonucleoprotein U";"HNRNPU";6;10;0,0011780858787485;5;5;5;5;NA;NA;"cell surface, catalytic step 2 spliceosome, CRD-mediated mRNA stability complex, nucleoplasm"
"168";168;"Q01650";"Q01650";"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";2;2;0,000766801459540442;NA;2;NA;2;NA;0,00160608648776545;"plasma membrane, extracellular vesicular exosome, integral component of membrane, cytosol, apical plasma membrane"
"169";169;"Q02413";"Q02413";"Q02413";"DSG1_HUMAN";"Desmoglein-1";"DSG1";8;18;0,00333547670150909;7;6;9;9;0,00370346624109924;0,00349312328106469;"apical plasma membrane, cytoplasmic side of plasma membrane, cytosol, integral component of membrane, desmosome, lateral plasma membrane"
"175";175;"Q08554";"Q08554-1,Q08554-2";"Q08554-1,Q08554-2";"DSC1_HUMAN";"Desmocollin-1";"DSC1";4;8;0,000869727829948554;4;4;4;4;NA;NA;"integral component of membrane, membrane, gap junction, plasma membrane, desmosome"
"177";177;"Q13835";"Q13835-1,Q13835-2";"Q13835-1,Q13835-2";"PKP1_HUMAN";"Plakophilin-1";"PKP1";3;3;0,00039032965862149;3;NA;3;NA;NA;NA;"plasma membrane, nucleus, desmosome, intermediate filament"
"189";189;"Q86UE4";"Q86UE4";"Q86UE4";"LYRIC_HUMAN";"Protein LYRIC";"MTDH";1;1;0,000333993419232821;1;NA;1;NA;0,000741683101739805;NA;"nucleolus, intercellular canaliculus, tight junction, perinuclear region of cytoplasm, endoplasmic reticulum membrane, integral component of membrane, apical plasma membrane, nuclear body, nuclear membrane"
"193";193;"Q8NC51";"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4";"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4";"PAIRB_HUMAN";"Plasminogen activator inhibitor 1 RNA-binding protein";"SERBP1";5;7;0,000833755631099579;3;4;3;4;NA;NA;"nucleus, extracellular vesicular exosome, cytoplasm, perinuclear region of cytoplasm, plasma membrane"
"197";197;"Q95604";"Q95604";"Q95604";"1C17_HUMAN";"HLA class I histocompatibility antigen, Cw-17 alpha chain";"HLA-C";1;2;0,00278686982069537;1;1;1;1;0,00348112552590779;0,0027361755688746;"MHC class I protein complex, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface"
"201";201;"Q9BV40";"Q9BV40";"Q9BV40";"VAMP8_HUMAN";"Vesicle-associated membrane protein 8";"VAMP8";2;2;0,00388768339987004;NA;2;NA;2;NA;0,00814285849297081;"recycling endosome, early endosome, extracellular vesicular exosome, secretory granule membrane, plasma membrane, late endosome membrane, lysosomal membrane, mitochondrion, SNARE complex, integral component of membrane"
