"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5832.1.id.csv";"peptide.count.P5832.2.id.csv";"spectra.count.P5832.1.id.csv";"spectra.count.P5832.2.id.csv";"dNSAF.P5832.1.id.csv";"dNSAF.P5832.2.id.csv";"Go.Cc";"norm.sc"
"54";54;"O60506";"O60506-1,O60506-2";"O60506-1,O60506-2";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";12;22;0,0010985151316368;12;9;13;9;NA;NA;"nucleoplasm, endoplasmic reticulum, GAIT complex, CRD-mediated mRNA stability complex, nucleus, histone pre-mRNA 3'end processing complex, catalytic step 2 spliceosome, ribonucleoprotein complex";0,00334448160535117
"55";55;"O60812";"O60812";"O60812";"HNRCL_HUMAN";"Heterogeneous nuclear ribonucleoprotein C-like 1";"HNRNPCL1";1;2;0,000621855680319994;1;1;1;1;0,000693841793309302;0,000857482598033671;"nucleus, ribonucleoprotein complex";0,000304043782304652
"56";56;"O60814";"O60814";"O60814";"H2B1K_HUMAN";"Histone H2B type 1-K";"HIST1H2BK";0;0;NA;0;0;0;0;NA;NA;"nucleosome, nucleoplasm";0
"57";57;"O60832";"O60832-1,O60832-2";"O60832-1,O60832-2";"DKC1_HUMAN";"H/ACA ribonucleoprotein complex subunit 4";"DKC1";4;7;0,000361866974803589;4;3;4;3;NA;NA;"nucleus, telomerase holoenzyme complex, nucleoplasm, cytoplasm, nucleolus, Cajal body";0,00106415323806628
"61";61;"O75367";"O75367-1,O75367-2,O75367-3";"O75367-1,O75367-2,O75367-3";"H2AY_HUMAN";"Core histone macro-H2A.1";"H2AFY";5;8;0,000380951613003676;3;4;3;5;NA;NA;"sex chromatin, condensed chromosome, nucleosome, Barr body";0,00121617512921861
"64";64;"O75400";"O75400-1,O75400-2,O75400-3";"O75400-1,O75400-2,O75400-3";"PR40A_HUMAN";"Pre-mRNA-processing factor 40 homolog A";"PRPF40A";1;1;1,85101880926551e-05;1;NA;1;NA;NA;NA;"nuclear matrix, nucleus, nuclear speck, cytoplasm";0,000152021891152326
"65";65;"O75475";"O75475-1,O75475-2,O75475-3";"O75475-1,O75475-2,O75475-3";"PSIP1_HUMAN";"PC4 and SFRS1-interacting protein";"PSIP1";3;4;0,000133692452865441;2;2;2;2;NA;NA;"nucleoplasm, cytosol, nuclear periphery, nucleus, transcriptionally active chromatin, nuclear heterochromatin";0,000608087564609304
"66";66;"O75494";"O75494-1,O75494-2,O75494-3,O75494-4,O75494-5";"O75494-1,O75494-2,O75494-3,O75494-4,O75494-5";"SRS10_HUMAN";"Serine/arginine-rich splicing factor 10";"SRSF10";1;2;8,11339694870425e-05;1;1;1;1;NA;NA;"cytoplasm, nuclear speck, nucleoplasm, nucleus";0,000304043782304652
"67";67;"O75531";"O75531";"O75531";"BAF_HUMAN";"Barrier-to-autointegration factor";"BANF1";3;5;0,00298554775359623;2;3;2;3;0,00281134859726362;0,00461936999185861;"chromosome, cytosol, nucleoplasm";0,00076010945576163
"70";70;"O75643";"O75643-1";"O75643-1";"U520_HUMAN";"U5 small nuclear ribonucleoprotein 200 kDa helicase";"SNRNP200";4;4;9,95182584532076e-05;2;2;2;2;NA;NA;"spliceosomal complex, nucleoplasm, catalytic step 2 spliceosome, U5 snRNP, nucleus";0,000608087564609304
"71";71;"O75821";"O75821";"O75821";"EIF3G_HUMAN";"Eukaryotic translation initiation factor 3 subunit G";"EIF3G";2;3;0,00049821328138137;1;2;1;2;0,000390953164306972;0,000856508185990451;"eukaryotic translation initiation factor 3 complex, eukaryotic 43S preinitiation complex, perinuclear region of cytoplasm, nucleus, cytosol, eukaryotic 48S preinitiation complex";0,000456065673456978
"72";72;"O75822";"O75822";"O75822";"EIF3J_HUMAN";"Eukaryotic translation initiation factor 3 subunit J";"EIF3J";3;4;0,000823918604868416;2;2;2;2;0,000969806299056055;0,0010623357345618;"eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, cytosol, eukaryotic translation initiation factor 3 complex";0,000608087564609304
"75";75;"O76021";"O76021";"O76021";"RL1D1_HUMAN";"Ribosomal L1 domain-containing protein 1";"RSL1D1";4;6;0,000650727551191994;4;2;4;2;0,00102126540880189;0,000559352284728458;"nucleolus";0,000912131346913956
"76";76;"O76094";"O76094";"O76094";"SRP72_HUMAN";"Signal recognition particle 72 kDa protein";"SRP72";1;2;0,000158398658760098;1;1;1;1;0,000186445622322252;0,000204234440772686;"signal recognition particle, endoplasmic reticulum targeting, cytosol, endoplasmic reticulum";0,000304043782304652
"77";77;"O94776";"O94776";"O94776";"MTA2_HUMAN";"Metastasis-associated protein MTA2";"MTA2";2;2;0,000159110029982074;NA;2;NA;2;NA;0,000410303322630156;"nucleus, histone deacetylase complex, transcription factor complex, NuRD complex";0,000304043782304652
"80";80;"O95373";"O95373";"O95373";"IPO7_HUMAN";"Importin-7";"IPO7";1;2;0,00010239450869752;1;NA;2;NA;0,000241050120574626;NA;"cytoplasm, nuclear pore";0,000304043782304652
"84";84;"P00367";"P00367";"P00367";"DHE3_HUMAN";"Glutamate dehydrogenase 1, mitochondrial";"GLUD1";10;14;0,00133333064551287;8;5;9;5;0,00201782278351986;0,00122796872543434;"cytoplasm, mitochondrion, mitochondrial matrix";0,00212830647613256
"93";93;"P02042";"P02042,P68871";"P02042,P68871";"HBB_HUMAN, HBD_HUMAN";"Hemoglobin subunit beta, Hemoglobin subunit delta";"HBB, HBD";2;5;0,000903788265544436;2;2;3;2;0,00127658176100236;0,000932253807880762;"blood microparticle, cytosol, hemoglobin complex";0,00076010945576163
"100";100;"P02795";"P02795,P04732-1,P13640-1,P13640-2,P80297,Q8N339";"P02795,P04732-1,P13640-1,P13640-2,P80297,Q8N339";"MT1E_HUMAN, MT1G_HUMAN, MT1M_HUMAN, MT1X_HUMAN, MT2_HUMAN";"Metallothionein-1E, Metallothionein-1G, Metallothionein-1M, Metallothionein-1X, Metallothionein-2";"MT1E, MT1G, MT1M, MT1X, MT2A";1;2;0,000288819293554418;1;1;1;1;0,000683633948514924;0,000748859616166514;"perinuclear region of cytoplasm, cytoplasm, nucleus, cytosol";0,000304043782304652
"109";109;"P04350";"P04350";"P04350";"TBB4A_HUMAN";"Tubulin beta-4A chain";"TUBB4A";1;1;0,000938416718961957;0;1;0;1;NA;0,00164185503120292;"neuronal cell body, cytosol, internode region of axon, microtubule, cilium, myelin sheath";0,000152021891152326
"120";120;"P05114";"P05114";"P05114";"HMGN1_HUMAN";"Non-histone chromosomal protein HMG-14";"HMGN1";2;4;0,00212571000056051;2;2;2;2;0,00250210025156462;0,00274082619516944;"nucleus, chromatin, cytoplasm";0,000608087564609304
"122";122;"P05166";"P05166-1,P05166-2";"P05166-1,P05166-2";"PCCB_HUMAN";"Propionyl-CoA carboxylase beta chain, mitochondrial";"PCCB";1;1;4,92975417569692e-05;NA;1;NA;1;NA;NA;"cytosol, mitochondrial matrix, mitochondrion";0,000152021891152326
"124";124;"P05204";"P05204";"P05204";"HMGN2_HUMAN";"Non-histone chromosomal protein HMG-17";"HMGN2";4;11;0,00649522500171268;4;4;5;6;0,00695027847656839;0,00913608731723147;"cytoplasm, nucleus, chromatin";0,00167224080267559
"126";126;"P05386";"P05386";"P05386";"RLA1_HUMAN";"60S acidic ribosomal protein P1";"RPLP1";2;3;0,00139849342142139;1;2;1;2;0,00109741239103712;0,0024042335045346;"cytosol, cytosolic large ribosomal subunit, cytoplasm";0,000456065673456978
"129";129;"P05455";"P05455";"P05455";"LA_HUMAN";"Lupus La protein";"SSB";2;4;0,000521007353078557;2;2;2;2;0,000613259865579564;0,00067177112626702;"ribonucleoprotein complex, nucleus";0,000608087564609304
"133";133;"P06454";"P06454-1,P06454-2";"P06454-1,P06454-2";"PTMA_HUMAN";"Prothymosin alpha";"PTMA";1;2;0,000478763513639755;1;1;1;1;NA;NA;"nucleus";0,000304043782304652
"138";138;"P06748";"P06748-1,P06748-2";"P06748-1,P06748-2";"NPM_HUMAN";"Nucleophosmin";"NPM1";11;20;0,00180757653108887;9;9;10;10;NA;NA;"cytosol, nucleus, nucleolus, spindle pole centrosome, centrosome, ribonucleoprotein complex, cytoplasm, nucleoplasm";0,00304043782304652
"140";140;"P06899";"P06899";"P06899";"H2B1J_HUMAN";"Histone H2B type 1-J";"HIST1H2BJ";0;0;NA;0;0;0;0;NA;NA;"nucleoplasm, nucleosome";0
"145";145;"P07814";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";9;13;0,000456915178691909;4;9;4;9;0,000330965641741352;0,000815722081895667;"cytoplasm, cytosol, ribonucleoprotein complex, GAIT complex";0,00197628458498024
"156";156;"P08579";"P08579";"P08579";"RU2B_HUMAN";"U2 small nuclear ribonucleoprotein B''";"SNRPB2";1;1;0,000236190000062279;NA;1;NA;1;NA;0,000609072487815431;"nucleolus, spliceosomal complex, U2 snRNP, nucleoplasm, catalytic step 2 spliceosome, nucleus";0,000152021891152326
"157";157;"P08621";"P08621-1,P08621-2";"P08621-1,P08621-2";"RU17_HUMAN";"U1 small nuclear ribonucleoprotein 70 kDa";"SNRNP70";8;10;0,0006080406180093;7;3;7;3;NA;NA;"nuclear speck, U1 snRNP, nucleus, spliceosomal complex, nucleoplasm";0,00152021891152326
"160";160;"P08708";"P08708,P0CW22";"P08708,P0CW22";"RS17_HUMAN, RS17L_HUMAN";"40S ribosomal protein S17, 40S ribosomal protein S17-like";"RPS17, RPS17L";9;17;0,00334602500088229;8;6;10;7;0,00463351898437893;0,00355292284559002;"cytosolic small ribosomal subunit, cytosol, ribosome";0,00258437214958954
"163";163;"P09001";"P09001";"P09001";"RM03_HUMAN";"39S ribosomal protein L3, mitochondrial";"MRPL3";2;2;0,000305418103528809;NA;2;NA;2;NA;0,000787593734244092;"mitochondrial large ribosomal subunit";0,000304043782304652
"164";164;"P09012";"P09012";"P09012";"SNRPA_HUMAN";"U1 small nuclear ribonucleoprotein A";"SNRPA";1;1;0,000188449468134797;NA;1;NA;1;NA;0,0004859620913421;"nucleolus, spliceosomal complex, nucleoplasm, nucleus, cytoplasm, U1 snRNP";0,000152021891152326
"167";167;"P09622";"P09622";"P09622";"DLDH_HUMAN";"Dihydrolipoyl dehydrogenase, mitochondrial";"DLD";11;23;0,00240134233855068;10;10;11;12;0,00270364467261403;0,00323083637937459;"mitochondrial matrix, cilium, mitochondrion, nucleus, acrosomal matrix";0,0034965034965035
"169";169;"P09661";"P09661";"P09661";"RU2A_HUMAN";"U2 small nuclear ribonucleoprotein A'";"SNRPA1";3;5;0,00104201470615711;2;3;2;3;0,000981215784927303;0,00161225070304085;"spliceosomal complex, U2 snRNP, nucleus, small nuclear ribonucleoprotein complex, nucleoplasm, catalytic step 2 spliceosome";0,00076010945576163
"170";170;"P09874";"P09874";"P09874";"PARP1_HUMAN";"Poly [ADP-ribose] polymerase 1";"PARP1";15;26;0,00136263461574392;9;14;10;16;0,00123377724436125;0,00216238753070567;"nucleoplasm, nucleus, nucleolus, transcription factor complex, nuclear envelope";0,00395256916996047
"172";172;"P0C0S5";"P0C0S5,Q71UI9-1";"P0C0S5,Q71UI9-1";"H2AV_HUMAN, H2AZ_HUMAN";"Histone H2A.V, Histone H2A.Z";"H2AFV, H2AFZ";2;5;0,00198939331107144;2;2;3;2;0,0049846528449139;0,00499629775161096;"nucleus, nucleosome";0,00076010945576163
"178";178;"P10412";"P10412";"P10412";"H14_HUMAN";"Histone H1.4";"HIST1H1E";1;1;0,000595622353830779;1;0;1;0;0,00148526498951325;0;"nucleosome, nucleus";0,000152021891152326
"186";186;"P11388";"P11388-4";"P11388-4";"TOP2A_HUMAN";"DNA topoisomerase 2-alpha";"TOP2A";3;3;0,000104133409563709;2;1;2;1;NA;NA;"DNA topoisomerase complex (ATP-hydrolyzing), synaptonemal complex, nucleus, nucleolus, cytoplasm, protein complex, nucleoplasm";0,000456065673456978
"189";189;"P11940";"P11940-1,P11940-2";"P11940-1,P11940-2";"PABP1_HUMAN";"Polyadenylate-binding protein 1";"PABPC1";9;15;0,000626683372806755;8;6;8;7;NA;NA;"catalytic step 2 spliceosome, ribonucleoprotein complex, nucleus, cytosol, cytoplasm, cytoplasmic stress granule";0,00228032836728489
"196";196;"P13010";"P13010";"P13010";"XRCC5_HUMAN";"X-ray repair cross-complementing protein 5";"XRCC5";23;40;0,00290397541060179;19;19;20;20;0,00341816974257462;0,00374429808083257;"cytosol, Ku70:Ku80 complex, nucleoplasm, nonhomologous end joining complex, nuclear telomere cap complex, nuclear chromosome, telomeric region, nucleus";0,00608087564609304
"207";207;"P14314";"P14314-1,P14314-2";"P14314-1,P14314-2";"GLU2B_HUMAN";"Glucosidase 2 subunit beta";"PRKCSH";5;12;0,000603894886522873;4;4;6;6;NA;NA;"endoplasmic reticulum, endoplasmic reticulum lumen, intracellular";0,00182426269382791
"208";208;"P14406";"P14406";"P14406";"CX7A2_HUMAN";"Cytochrome c oxidase subunit 7A2, mitochondrial";"COX7A2";1;1;0,000640274096554372;1;NA;1;NA;0,00150728930817146;NA;"mitochondrial respiratory chain";0,000152021891152326
"211";211;"P14678";"P14678-1,P14678-2,P14678-3,P63162";"P14678-1,P14678-2,P14678-3,P63162";"RSMB_HUMAN, RSMN_HUMAN";"Small nuclear ribonucleoprotein-associated protein N, Small nuclear ribonucleoprotein-associated proteins B and B'";"SNRPB, SNRPN";1;1;5,53570312645967e-05;1;NA;1;NA;0,00052127088574263;NA;"U4 snRNP, catalytic step 2 spliceosome, U12-type spliceosomal complex, SMN-Sm protein complex, histone pre-mRNA 3'end processing complex, methylosome, small nuclear ribonucleoprotein complex, U7 snRNP, cytosol, spliceosomal complex, nucleoplasm, U1 snRNP";0,000152021891152326
"220";220;"P15927";"P15927-1,P15927-2,P15927-3";"P15927-1,P15927-2,P15927-3";"RFA2_HUMAN";"Replication protein A 32 kDa subunit";"RPA2";2;3;0,000196825000051899;1;2;1;2;NA;NA;"nucleoplasm, DNA replication factor A complex, PML body, nucleus";0,000456065673456978
"222";222;"P16104";"P16104";"P16104";"H2AX_HUMAN";"Histone H2A.x";"H2AFX";0;0;0;0;0;0;0;0;NA;"nucleoplasm, male germ cell nucleus, nucleus, nucleosome, XY body, condensed nuclear chromosome, site of double-strand break, nuclear chromatin, replication fork";0
"227";227;"P16402";"P16402";"P16402";"H13_HUMAN";"Histone H1.3";"HIST1H1D";2;2;0,0011804642125696;0;2;0;2;0;0,00289378331315024;"nucleosome, nuclear chromatin";0,000304043782304652
"228";228;"P16403";"P16403";"P16403";"H12_HUMAN";"Histone H1.2";"HIST1H1C";4;8;0,00489920358643908;3;3;4;4;0,00610841375968828;0,00600494002071552;"nucleus, nucleosome";0,00121617512921861
"230";230;"P16989";"P16989-1,P16989-2,P16989-3";"P16989-1,P16989-2,P16989-3";"DBPA_HUMAN";"DNA-binding protein A";"CSDA";1;2;0,000134453510471886;1;1;1;1;NA;NA;"perinuclear region of cytoplasm, nucleus, polysome, cytoplasm, tight junction";0,000304043782304652
"232";232;"P17096";"P17096-1";"P17096-1";"HMGA1_HUMAN";"High mobility group protein HMG-I/HMG-Y";"HMGA1";3;7;0,00347662850558963;1;3;2;5;NA;NA;"senescence-associated heterochromatin focus, nucleoplasm, cytosol, transcription factor complex, nucleus";0,00106415323806628
"239";239;"P18124";"P18124";"P18124";"RL7_HUMAN";"60S ribosomal protein L7";"RPL7";11;21;0,00449999092860593;8;9;10;11;0,00504455695879964;0,00607844519089997;"cytosolic large ribosomal subunit, ribonucleoprotein complex, cytosol";0,00319245971419884
"242";242;"P18621";"P18621";"P18621";"RL17_HUMAN";"60S ribosomal protein L17";"RPL17";5;10;0,00288819293554418;4;4;5;5;0,00339959273310411;0,00372394863474109;"cytosol, cytosolic large ribosomal subunit";0,00152021891152326
"246";246;"P19013";"P19013";"P19013";"K2C4_HUMAN";"Keratin, type II cytoskeletal 4";"KRT4";0;0;0;0;0;0;0;0;0;"intermediate filament, keratin filament";0
"249";249;"P20042";"P20042";"P20042";"IF2B_HUMAN";"Eukaryotic translation initiation factor 2 subunit 2";"EIF2S2";1;1;0,000159587837879918;NA;1;NA;1;NA;0,000411535464740156;"cytosol, eukaryotic translation initiation factor 2 complex";0,000152021891152326
"256";256;"P22061";"P22061-1,P22061-2";"P22061-1,P22061-2";"PIMT_HUMAN";"Protein-L-isoaspartate(D-aspartate) O-methyltransferase";"PCMT1";4;6;0,000702327092696205;3;3;3;3;NA;NA;"endoplasmic reticulum, cytoplasm";0,000912131346913956
"261";261;"P22626";"P22626-1";"P22626-1";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";16;31;0,00531311695498564;12;15;14;17;NA;NA;"catalytic step 2 spliceosome, spliceosomal complex, ribonucleoprotein complex, nucleoplasm, cytoplasm";0,0047126786257221
"263";263;"P23193";"P23193-1,P23193-2";"P23193-1,P23193-2";"TCEA1_HUMAN";"Transcription elongation factor A protein 1";"TCEA1";4;5;0,000441384966893794;3;2;3;2;NA;NA;"nucleolus, nucleoplasm, nucleus";0,00076010945576163
"264";264;"P23246";"P23246-1";"P23246-1";"SFPQ_HUMAN";"Splicing factor, proline- and glutamine-rich";"SFPQ";8;11;0,000913866988255562;7;3;8;3;NA;NA;"nucleus, nuclear matrix, nucleoplasm, cytoplasm, paraspeckles";0,00167224080267559
"270";270;"P23921";"P23921";"P23921";"RIR1_HUMAN";"Ribonucleoside-diphosphate reductase large subunit";"RRM1";2;2;0,00013419886367175;NA;2;NA;2;NA;0,000346063913531495;"cytosol, ribonucleoside-diphosphate reductase complex, neuronal cell body, nucleoplasm, cytoplasm, nuclear envelope, cell projection";0,000304043782304652
"275";275;"P25398";"P25398";"P25398";"RS12_HUMAN";"40S ribosomal protein S12";"RPS12";5;12;0,00483115909218299;5;5;6;6;0,00568659148082869;0,00622915044356691;"cytosolic small ribosomal subunit, cytosol";0,00182426269382791
"284";284;"P26368";"P26368-1,P26368-2";"P26368-1,P26368-2";"U2AF2_HUMAN";"Splicing factor U2AF 65 kDa subunit";"U2AF2";3;4;0,000223758947427422;1;3;1;3;NA;NA;"nucleus, spliceosomal complex, nucleoplasm, nuclear speck";0,000608087564609304
"285";285;"P26373";"P26373";"P26373";"RL13_HUMAN";"60S ribosomal protein L13";"RPL13";9;16;0,00402978199158391;7;8;8;8;0,00474331801244478;0,00519587904297525;"cytosol, cytosolic large ribosomal subunit, nucleolus, cytoplasm, cytosolic ribosome";0,00243235025843721
"289";289;"P26641";"P26641";"P26641";"EF1G_HUMAN";"Elongation factor 1-gamma";"EEF1G";6;10;0,0012160812360186;5;4;5;5;0,00143140746657015;0,00156797837252256;"cytosol, eukaryotic translation elongation factor 1 complex";0,00152021891152326
"292";292;"P27635";"P27635";"P27635";"RL10_HUMAN";"60S ribosomal protein L10";"RPL10";4;5;0,00124165303771058;3;2;3;2;0,0017538085875453;0,00128075990428479;"cytosol, cytosolic large ribosomal subunit, endoplasmic reticulum";0,00076010945576163
"293";293;"P27694";"P27694";"P27694";"RFA1_HUMAN";"Replication protein A 70 kDa DNA-binding subunit";"RPA1";14;28;0,00241557954609149;12;12;15;13;0,00304638829330108;0,00289210556308464;"actin cytoskeleton, lateral element, PML body, DNA replication factor A complex, male germ cell nucleus, nucleus, cytoplasm, nucleoplasm";0,00425661295226513
"294";294;"P27695";"P27695";"P27695";"APEX1_HUMAN";"DNA-(apurinic or apyrimidinic site) lyase";"APEX1";2;2;0,000334231132163603;NA;2;NA;2;NA;0,000861895029927497;"nucleus, mitochondrion, endoplasmic reticulum, ribosome, perinuclear region of cytoplasm, centrosome, transcription factor complex, nucleoplasm, nuclear speck, cytoplasm, nucleolus";0,000304043782304652
"304";304;"P29144";"P29144";"P29144";"TPP2_HUMAN";"Tripeptidyl-peptidase 2";"TPP2";2;3;0,000127644715806276;2;1;2;1;0,000200328282751371;0,000109720824466351;"cytoplasm, nucleus, cytosol";0,000456065673456978
"306";306;"P29692";"P29692-1,P29692-2,P29692-3";"P29692-1,P29692-2,P29692-3";"EF1D_HUMAN";"Elongation factor 1-delta";"EEF1D";2;2;0,000126080071207622;2;NA;2;NA;NA;NA;"eukaryotic translation elongation factor 1 complex, nucleolus, cytoplasm, cytosol, nucleus";0,000304043782304652
"308";308;"P30048";"P30048";"P30048";"PRDX3_HUMAN";"Thioredoxin-dependent peroxide reductase, mitochondrial";"PRDX3";5;9;0,00186829980518014;4;4;5;4;0,00244345727691858;0,00214127046497613;"cytoplasm, early endosome, mitochondrial matrix, mitochondrion";0,00136819702037093
"332";332;"P31942";"P31942-1,P31942-2";"P31942-1,P31942-2";"HNRH3_HUMAN";"Heterogeneous nuclear ribonucleoprotein H3";"HNRNPH3";5;7;0,00053757117066198;3;4;3;4;NA;NA;"nucleus, spliceosomal complex";0,00106415323806628
"333";333;"P31943";"P31943";"P31943";"HNRH1_HUMAN";"Heterogeneous nuclear ribonucleoprotein H";"HNRNPH1";6;13;0,00205153897604207;5;5;7;6;0,00253553588967016;0,00251801961137504;"catalytic step 2 spliceosome, nucleoplasm, nucleus";0,00197628458498024
"336";336;"P32322";"P32322-1,P32322-2,Q96C36";"P32322-1,P32322-2,Q96C36";"P5CR1_HUMAN, P5CR2_HUMAN";"Pyrroline-5-carboxylate reductase 1, mitochondrial, Pyrroline-5-carboxylate reductase 2";"PYCR1, PYCR2";1;1;5,54725991795541e-05;NA;1;NA;1;NA;0,000428254092995225;"mitochondrial matrix, mitochondrion";0,000152021891152326
"338";338;"P32969";"P32969";"P32969";"RL9_HUMAN";"60S ribosomal protein L9";"RPL9,RPL9P8,RPL9P7,RPL9P9";5;8;0,00221428125058387;3;3;4;4;0,00260635442871315;0,00285502728663484;"cytoplasm, nucleolus, cytosol, ribosome, cytosolic large ribosomal subunit";0,00121617512921861
"341";341;"P33993";"P33993-1,P33993-3";"P33993-1,P33993-3";"MCM7_HUMAN";"DNA replication licensing factor MCM7";"MCM7";1;1;3,69560153087711e-05;NA;1;NA;1;NA;NA;"chromatin, cytoplasm, nucleoplasm, cytosol, nucleus, MCM complex";0,000152021891152326
"343";343;"P34931";"P34931";"P34931";"HS71L_HUMAN";"Heat shock 70 kDa protein 1-like";"HSPA1L";0;0;0;0;0;0;0;0;0;"mitochondrial matrix, zona pellucida receptor complex, cell body, blood microparticle";0
