"";"accession";"name";"go_name"
"11";"P16190";"1A33_HUMAN";"P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:Golgi membrane, P:viral process, P:regulation of immune response, C:plasma membrane, F:peptide antigen binding, P:type I interferon signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:phagocytic vesicle membrane, P:positive regulation of T cell mediated cytotoxicity, C:MHC class I protein complex, C:integral component of lumenal side of endoplasmic reticulum membrane, C:ER to Golgi transport vesicle membrane, P:interferon-gamma-mediated signaling pathway, C:early endosome membrane"
"12";"P30453";"1A34_HUMAN";"P:regulation of immune response, C:early endosome membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:interferon-gamma-mediated signaling pathway, P:positive regulation of T cell mediated cytotoxicity, P:type I interferon signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:viral process, F:peptide antigen binding, C:MHC class I protein complex, C:integral component of lumenal side of endoplasmic reticulum membrane, C:plasma membrane, C:ER to Golgi transport vesicle membrane, C:Golgi membrane, C:phagocytic vesicle membrane"
"13";"P10316";"1A69_HUMAN";"C:plasma membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:positive regulation of T cell mediated cytotoxicity, C:early endosome membrane, C:MHC class I protein complex, F:peptide antigen binding, C:integral component of lumenal side of endoplasmic reticulum membrane, P:viral process, P:regulation of immune response, C:phagocytic vesicle membrane, P:interferon-gamma-mediated signaling pathway, P:type I interferon signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:Golgi membrane, C:extracellular vesicular exosome, C:ER to Golgi transport vesicle membrane"
"14";"P30459";"1A74_HUMAN";"C:phagocytic vesicle membrane, P:interferon-gamma-mediated signaling pathway, P:positive regulation of T cell mediated cytotoxicity, C:integral component of lumenal side of endoplasmic reticulum membrane, F:peptide antigen binding, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:Golgi membrane, C:MHC class I protein complex, P:regulation of immune response, C:plasma membrane, C:ER to Golgi transport vesicle membrane, C:early endosome membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:viral process, P:type I interferon signaling pathway"
"15";"Q09160";"1A80_HUMAN";"C:ER to Golgi transport vesicle membrane, P:interferon-gamma-mediated signaling pathway, C:MHC class I protein complex, C:phagocytic vesicle membrane, P:positive regulation of T cell mediated cytotoxicity, C:Golgi membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:integral component of lumenal side of endoplasmic reticulum membrane, F:peptide antigen binding, P:regulation of immune response, P:viral process, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:integral component of plasma membrane, P:type I interferon signaling pathway, C:early endosome membrane"
"16";"P01889";"1B07_HUMAN";"P:regulation of dendritic cell differentiation, P:interferon-gamma-mediated signaling pathway, C:integral component of lumenal side of endoplasmic reticulum membrane, P:positive regulation of T cell mediated cytotoxicity, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:ER to Golgi transport vesicle membrane, P:regulation of T cell anergy, C:MHC class I protein complex, P:regulation of immune response, C:Golgi membrane, C:cell surface, C:phagocytic vesicle membrane, P:regulation of interleukin-12 production, C:extracellular vesicular exosome, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:integral component of plasma membrane, C:early endosome membrane, P:regulation of interleukin-6 production, P:viral process, P:type I interferon signaling pathway, F:peptide antigen binding"
"17";"P30460";"1B08_HUMAN";"F:peptide antigen binding, F:receptor binding, P:interferon-gamma-mediated signaling pathway, C:phagocytic vesicle membrane, C:cell surface, C:integral component of plasma membrane, F:TAP binding, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:type I interferon signaling pathway, C:Golgi membrane, P:viral process, P:regulation of immune response, C:MHC class I protein complex, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:ER to Golgi transport vesicle membrane, C:early endosome membrane, P:positive regulation of T cell mediated cytotoxicity, C:integral component of lumenal side of endoplasmic reticulum membrane"
"18";"P30464";"1B15_HUMAN";"P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:integral component of lumenal side of endoplasmic reticulum membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:type I interferon signaling pathway, C:cell surface, P:viral process, C:early endosome membrane, C:ER to Golgi transport vesicle membrane, P:regulation of immune response, P:interferon-gamma-mediated signaling pathway, F:peptide antigen binding, C:Golgi membrane, P:positive regulation of T cell mediated cytotoxicity, C:MHC class I protein complex, F:receptor binding, C:phagocytic vesicle membrane"
"19";"P30466";"1B18_HUMAN";"P:regulation of immune response, P:positive regulation of T cell mediated cytotoxicity, C:integral component of lumenal side of endoplasmic reticulum membrane, C:cell surface, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:viral process, F:peptide antigen binding, P:interferon-gamma-mediated signaling pathway, P:type I interferon signaling pathway, C:early endosome membrane, C:MHC class I protein complex, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:Golgi membrane, C:ER to Golgi transport vesicle membrane, C:phagocytic vesicle membrane, F:receptor binding"
"20";"P03989";"1B27_HUMAN";"P:viral process, C:ER to Golgi transport vesicle membrane, C:cell surface, P:positive regulation of T cell mediated cytotoxicity, C:phagocytic vesicle membrane, P:type I interferon signaling pathway, C:early endosome membrane, P:interferon-gamma-mediated signaling pathway, P:detection of bacterium, C:integral component of lumenal side of endoplasmic reticulum membrane, C:MHC class I protein complex, F:peptide antigen binding, P:antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:regulation of immune response, C:Golgi membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:extracellular vesicular exosome"
"21";"P18463";"1B37_HUMAN";"F:peptide antigen binding, C:early endosome membrane, C:ER to Golgi transport vesicle membrane, P:type I interferon signaling pathway, C:Golgi membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:MHC class I protein complex, C:cell surface, C:phagocytic vesicle membrane, P:interferon-gamma-mediated signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:viral process, C:integral component of lumenal side of endoplasmic reticulum membrane, P:positive regulation of T cell mediated cytotoxicity"
"22";"P30475";"1B39_HUMAN";"C:MHC class I protein complex, C:early endosome membrane, C:Golgi membrane, P:type I interferon signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:integral component of lumenal side of endoplasmic reticulum membrane, P:interferon-gamma-mediated signaling pathway, F:peptide antigen binding, P:viral process, C:integral component of plasma membrane, C:ER to Golgi transport vesicle membrane, C:extracellular vesicular exosome, C:phagocytic vesicle membrane, C:cell surface, P:regulation of immune response, P:positive regulation of T cell mediated cytotoxicity"
"23";"Q04826";"1B40_HUMAN";"C:early endosome membrane, F:peptide antigen binding, P:type I interferon signaling pathway, C:cell surface, C:integral component of lumenal side of endoplasmic reticulum membrane, C:ER to Golgi transport vesicle membrane, P:regulation of immune response, C:MHC class I protein complex, C:phagocytic vesicle membrane, P:interferon-gamma-mediated signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:positive regulation of T cell mediated cytotoxicity, P:viral process, C:Golgi membrane"
"24";"P30479";"1B41_HUMAN";"P:viral process, P:positive regulation of T cell mediated cytotoxicity, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:phagocytic vesicle membrane, C:cell surface, C:integral component of lumenal side of endoplasmic reticulum membrane, C:early endosome membrane, P:regulation of immune response, P:type I interferon signaling pathway, C:ER to Golgi transport vesicle membrane, F:peptide antigen binding, C:MHC class I protein complex, P:interferon-gamma-mediated signaling pathway, C:Golgi membrane"
"25";"P30481";"1B44_HUMAN";"C:integral component of lumenal side of endoplasmic reticulum membrane, C:cell surface, C:early endosome membrane, P:type I interferon signaling pathway, P:positive regulation of T cell mediated cytotoxicity, P:regulation of immune response, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:MHC class I protein complex, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, F:peptide antigen binding, F:receptor binding, C:ER to Golgi transport vesicle membrane, P:viral process, C:Golgi membrane, P:interferon-gamma-mediated signaling pathway, C:phagocytic vesicle membrane"
"26";"P30486";"1B48_HUMAN";"P:viral process, C:integral component of membrane, F:peptide antigen binding, C:cell surface, P:antigen processing and presentation of peptide antigen via MHC class I, P:positive regulation of T cell mediated cytotoxicity, P:immune response, C:MHC class I protein complex"
"27";"P30490";"1B52_HUMAN";"P:regulation of immune response, C:MHC class I protein complex, F:peptide antigen binding, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:ER to Golgi transport vesicle membrane, C:Golgi membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:phagocytic vesicle membrane, C:early endosome membrane, C:integral component of lumenal side of endoplasmic reticulum membrane, P:viral process, P:positive regulation of T cell mediated cytotoxicity, P:interferon-gamma-mediated signaling pathway, P:type I interferon signaling pathway, C:cell surface"
"28";"P30491";"1B53_HUMAN";"P:regulation of immune response, P:positive regulation of T cell mediated cytotoxicity, C:MHC class I protein complex, C:integral component of lumenal side of endoplasmic reticulum membrane, P:viral process, C:cell surface, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:phagocytic vesicle membrane, P:interferon-gamma-mediated signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:early endosome membrane, F:peptide antigen binding, C:Golgi membrane, C:ER to Golgi transport vesicle membrane, P:type I interferon signaling pathway"
"29";"P18465";"1B57_HUMAN";"C:ER to Golgi transport vesicle membrane, P:positive regulation of T cell mediated cytotoxicity, F:peptide antigen binding, C:phagocytic vesicle membrane, C:early endosome membrane, C:integral component of lumenal side of endoplasmic reticulum membrane, P:type I interferon signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:viral process, C:Golgi membrane, C:cell surface, P:regulation of immune response, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:MHC class I protein complex, P:interferon-gamma-mediated signaling pathway"
"30";"P10319";"1B58_HUMAN";"P:interferon-gamma-mediated signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:phagocytic vesicle membrane, P:viral process, F:peptide antigen binding, P:positive regulation of T cell mediated cytotoxicity, C:ER to Golgi transport vesicle membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:type I interferon signaling pathway, C:early endosome membrane, C:Golgi membrane, C:MHC class I protein complex, C:integral component of lumenal side of endoplasmic reticulum membrane, C:cell surface, P:regulation of immune response"
"31";"Q29940";"1B59_HUMAN";"P:regulation of immune response, P:interferon-gamma-mediated signaling pathway, C:early endosome membrane, C:phagocytic vesicle membrane, P:type I interferon signaling pathway, P:positive regulation of T cell mediated cytotoxicity, C:integral component of lumenal side of endoplasmic reticulum membrane, P:viral process, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, F:peptide antigen binding, C:cell surface, C:MHC class I protein complex, C:ER to Golgi transport vesicle membrane, C:Golgi membrane"
"32";"Q31612";"1B73_HUMAN";"P:regulation of immune response, P:positive regulation of T cell mediated cytotoxicity, C:integral component of lumenal side of endoplasmic reticulum membrane, C:early endosome membrane, C:MHC class I protein complex, C:ER to Golgi transport vesicle membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:Golgi membrane, P:viral process, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:phagocytic vesicle membrane, C:cell surface, F:peptide antigen binding, P:type I interferon signaling pathway, P:interferon-gamma-mediated signaling pathway"
"33";"P30499";"1C01_HUMAN";"C:integral component of lumenal side of endoplasmic reticulum membrane, P:type I interferon signaling pathway, P:regulation of immune response, P:antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent, C:integral component of plasma membrane, C:cell surface, C:MHC class I protein complex, C:Golgi membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:early endosome membrane, F:peptide antigen binding, C:ER to Golgi transport vesicle membrane, P:viral process, C:phagocytic vesicle membrane, P:interferon-gamma-mediated signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:positive regulation of T cell mediated cytotoxicity, F:TAP binding"
"34";"P30501";"1C02_HUMAN";"P:type I interferon signaling pathway, C:phagocytic vesicle membrane, C:ER to Golgi transport vesicle membrane, C:early endosome membrane, P:viral process, C:cell surface, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:integral component of plasma membrane, F:TAP binding, F:peptide antigen binding, C:MHC class I protein complex, C:Golgi membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:regulation of immune response, P:positive regulation of T cell mediated cytotoxicity, C:integral component of lumenal side of endoplasmic reticulum membrane, P:interferon-gamma-mediated signaling pathway"
"35";"P04222";"1C03_HUMAN";"C:phagocytic vesicle membrane, P:positive regulation of T cell mediated cytotoxicity, F:peptide antigen binding, P:interferon-gamma-mediated signaling pathway, F:receptor binding, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, F:TAP binding, C:early endosome membrane, C:Golgi membrane, P:type I interferon signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:cell surface, C:ER to Golgi transport vesicle membrane, C:integral component of lumenal side of endoplasmic reticulum membrane, P:regulation of immune response, C:MHC class I protein complex, P:viral process"
"36";"P10321";"1C07_HUMAN";"C:integral component of lumenal side of endoplasmic reticulum membrane, F:peptide antigen binding, F:receptor binding, C:phagocytic vesicle membrane, P:positive regulation of T cell mediated cytotoxicity, P:viral process, P:type I interferon signaling pathway, C:extracellular vesicular exosome, C:cell surface, P:regulation of immune response, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, P:interferon-gamma-mediated signaling pathway, C:MHC class I protein complex, C:Golgi membrane, C:ER to Golgi transport vesicle membrane, C:early endosome membrane"
"37";"P30508";"1C12_HUMAN";"C:Golgi membrane, F:peptide antigen binding, P:regulation of immune response, C:phagocytic vesicle membrane, P:positive regulation of T cell mediated cytotoxicity, C:ER to Golgi transport vesicle membrane, C:integral component of lumenal side of endoplasmic reticulum membrane, P:type I interferon signaling pathway, C:MHC class I protein complex, C:cell surface, C:early endosome membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:integral component of plasma membrane, P:viral process, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:interferon-gamma-mediated signaling pathway"
"38";"Q95604";"1C17_HUMAN";"F:peptide antigen binding, P:interferon-gamma-mediated signaling pathway, C:MHC class I protein complex, C:phagocytic vesicle membrane, C:ER to Golgi transport vesicle membrane, C:early endosome membrane, P:positive regulation of T cell mediated cytotoxicity, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:Golgi membrane, P:type I interferon signaling pathway, C:integral component of lumenal side of endoplasmic reticulum membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, P:viral process, C:cell surface, P:regulation of immune response"
"39";"P30153";"2AAA_HUMAN";"C:chromosome, centromeric region, F:protein phosphatase type 2A regulator activity, P:negative regulation of tyrosine phosphorylation of Stat3 protein, F:protein serine/threonine phosphatase activity, P:peptidyl-serine dephosphorylation, P:regulation of DNA replication, P:negative regulation of cell growth, C:nucleus, P:inactivation of MAPK activity, P:second-messenger-mediated signaling, C:membrane, F:antigen binding, P:RNA splicing, C:microtubule cytoskeleton, P:protein complex assembly, C:protein phosphatase type 2A complex, P:G2/M transition of mitotic cell cycle, P:ceramide metabolic process, P:mitotic nuclear envelope reassembly, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, C:cytosol, P:apoptotic process, C:mitochondrion, P:regulation of cell differentiation, P:fibroblast growth factor receptor signaling pathway, P:regulation of Wnt signaling pathway, P:positive regulation of extrinsic apoptotic signaling pathway in absence of ligand, P:regulation of cell adhesion, P:protein dephosphorylation, P:chromosome segregation, P:regulation of transcription, DNA-templated"
"40";"P63151";"2ABA_HUMAN";"P:signal transduction, P:mitotic nuclear envelope reassembly, P:protein dephosphorylation, C:cytosol, P:response to morphine, P:gene expression, C:protein phosphatase type 2A complex, P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, F:protein phosphatase type 2A regulator activity, F:protein serine/threonine phosphatase activity"
"41";"P04229";"2B11_HUMAN";"P:regulation of interleukin-4 production, P:negative regulation of T cell proliferation, C:integral component of lumenal side of endoplasmic reticulum membrane, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:ER to Golgi transport vesicle membrane, C:late endosome membrane, C:external side of plasma membrane, P:interferon-gamma-mediated signaling pathway, F:MHC class II protein complex binding, P:immunoglobulin production involved in immunoglobulin mediated immune response, P:T cell costimulation, P:humoral immune response mediated by circulating immunoglobulin, C:clathrin-coated endocytic vesicle membrane, P:regulation of interleukin-10 secretion, P:positive regulation of insulin secretion involved in cellular response to glucose stimulus, C:trans-Golgi network membrane, C:Golgi membrane, P:inflammatory response to antigenic stimulus, P:protein tetramerization, P:negative regulation of interferon-gamma production, C:MHC class II protein complex, P:T cell receptor signaling pathway, P:T-helper 1 type immune response, C:extracellular vesicular exosome, F:peptide antigen binding, P:detection of bacterium, C:lysosomal membrane"
"42";"P13761";"2B17_HUMAN";"F:MHC class II receptor activity, P:T-helper 1 type immune response, P:positive regulation of insulin secretion involved in cellular response to glucose stimulus, F:peptide antigen binding, C:lysosomal membrane, P:negative regulation of T cell proliferation, C:clathrin-coated endocytic vesicle membrane, C:Golgi membrane, P:humoral immune response mediated by circulating immunoglobulin, P:T cell costimulation, P:negative regulation of interferon-gamma production, P:immunoglobulin production involved in immunoglobulin mediated immune response, C:MHC class II protein complex, C:ER to Golgi transport vesicle membrane, C:trans-Golgi network membrane, P:T cell receptor signaling pathway, P:interferon-gamma-mediated signaling pathway, P:protein tetramerization, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, P:regulation of interleukin-10 secretion, P:detection of bacterium, P:inflammatory response to antigenic stimulus, P:regulation of interleukin-4 production, C:integral component of lumenal side of endoplasmic reticulum membrane, C:late endosome membrane, C:external side of plasma membrane"
"43";"P20039";"2B1B_HUMAN";"C:integral component of plasma membrane, P:T cell costimulation, C:lysosomal membrane, C:MHC class II protein complex, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:trans-Golgi network membrane, C:clathrin-coated endocytic vesicle membrane, C:Golgi membrane, C:late endosome membrane, P:interferon-gamma-mediated signaling pathway, P:T cell receptor signaling pathway, F:MHC class II receptor activity, C:ER to Golgi transport vesicle membrane, C:integral component of lumenal side of endoplasmic reticulum membrane"
"44";"Q95IE3";"2B1C_HUMAN";"P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:Golgi membrane, C:ER to Golgi transport vesicle membrane, P:T cell costimulation, C:lysosomal membrane, C:plasma membrane, P:interferon-gamma-mediated signaling pathway, C:MHC class II protein complex, C:integral component of lumenal side of endoplasmic reticulum membrane, C:clathrin-coated endocytic vesicle membrane, C:trans-Golgi network membrane, C:late endosome membrane, P:T cell receptor signaling pathway"
"45";"Q5Y7A7";"2B1D_HUMAN";"P:interferon-gamma-mediated signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:ER to Golgi transport vesicle membrane, C:MHC class II protein complex, C:integral component of lumenal side of endoplasmic reticulum membrane, P:T cell receptor signaling pathway, C:late endosome membrane, P:T cell costimulation, C:clathrin-coated endocytic vesicle membrane, C:plasma membrane, C:lysosomal membrane, C:trans-Golgi network membrane, C:Golgi membrane"
"46";"P08195";"4F2_HUMAN";"P:leucine import, C:apical plasma membrane, C:melanosome, P:response to exogenous dsRNA, F:calcium:sodium antiporter activity, F:cation binding, F:neutral amino acid transmembrane transporter activity, C:extracellular vesicular exosome, C:integral component of membrane, P:tryptophan transport, P:leukocyte migration, P:cell growth, C:plasma membrane, P:blood coagulation, F:catalytic activity, P:carbohydrate metabolic process, F:double-stranded RNA binding"
"47";"P52209";"6PGD_HUMAN";"F:NADP binding, C:extracellular vesicular exosome, P:pentose biosynthetic process, F:phosphogluconate dehydrogenase (decarboxylating) activity, P:D-gluconate metabolic process, P:pentose-phosphate shunt, oxidative branch, C:cytosol"
