"";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5747-3.id.csv";"peptide.count.P5747-4.id.csv";"spectra.count.P5747-3.id.csv";"spectra.count.P5747-4.id.csv";"dNSAF.P5747-3.id.csv";"dNSAF.P5747-4.id.csv";"Go.Cc"
"11";"O00232";"O00232-1";"PSD12_HUMAN";"26S proteasome non-ATPase regulatory subunit 12";"PSMD12";4;6;0,000410888533345335;3;3;3;3;NA;NA;"nucleoplasm, proteasome regulatory particle, extracellular vesicular exosome, proteasome accessory complex, cytosol"
"12";"O00233";"O00233-1,O00233-2";"PSMD9_HUMAN";"26S proteasome non-ATPase regulatory subunit 9";"PSMD9";2;4;0,000280067520486507;2;2;2;2;NA;NA;"nucleoplasm, nucleus, cytosol, proteasome regulatory particle"
"13";"O00244";"O00244";"ATOX1_HUMAN";"Copper transport protein ATOX1";"ATOX1";2;5;0,00229614180398864;2;2;2;3;0,00239486236835481;0,00364078265994709;"cytosol"
"14";"O00267";"O00267-1,O00267-2";"SPT5H_HUMAN";"Transcription elongation factor SPT5";"SUPT5H";3;3;4,30922656866313e-05;NA;3;NA;3;NA;NA;"nucleus, DSIF complex, nucleoplasm"
"15";"O00273";"O00273-1,O00273-2";"DFFA_HUMAN";"DNA fragmentation factor subunit alpha";"DFFA";1;1;4,71714932541473e-05;NA;1;NA;1;NA;NA;"nucleus, nucleoplasm, cytoplasm, nuclear chromatin, cytosol"
"16";"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";10;17;0,00220277172233267;8;8;8;9;0,0027029152041183;0,00308182432626227;"extracellular space, cytoplasm, brush border, blood microparticle, nuclear envelope, extracellular vesicular exosome, perinuclear region of cytoplasm, mitochondrion, nucleus, chloride channel complex, plasma membrane, nuclear membrane"
"17";"O00303";"O00303";"EIF3F_HUMAN";"Eukaryotic translation initiation factor 3 subunit F";"EIF3F";6;12;0,00104966482468052;5;5;6;6;0,00136849278191704;0,00138696482283699;"eukaryotic 43S preinitiation complex, cytosol, eukaryotic translation initiation factor 3 complex, eukaryotic 48S preinitiation complex"
"18";"O00410";"O00410-1,O00410-3";"IPO5_HUMAN";"Importin-5";"IPO5";14;22;0,000313129274272288;8;13;9;13;NA;NA;"intracellular membrane-bounded organelle, nuclear pore, nuclear membrane, Golgi apparatus, nucleus, cytoplasm"
"19";"O00425";"O00425-1";"IF2B3_HUMAN";"Insulin-like growth factor 2 mRNA-binding protein 3";"IGF2BP3";2;2;0,000151013954915177;0;2;0;2;NA;NA;"nucleus, cytosol, cytoplasm"
"20";"O00487";"O00487";"PSDE_HUMAN";"26S proteasome non-ATPase regulatory subunit 14";"PSMD14";1;1;0,000100733963013695;1;NA;1;NA;0,000262662324271173;NA;"cytosol, proteasome complex, proteasome regulatory particle, lid subcomplex, nucleoplasm, extracellular vesicular exosome, proteasome accessory complex, nucleus"
"21";"O00505";"O00505";"IMA4_HUMAN";"Importin subunit alpha-4";"KPNA3";1;1;6,85001996912432e-05;NA;1;NA;1;NA;0,000197995218231288;"cytosol, nuclear pore, nucleoplasm"
"22";"O00541";"O00541-1,O00541-2";"PESC_HUMAN";"Pescadillo homolog";"PES1";4;8;0,000212432166899629;4;4;4;4;NA;NA;"cytoplasm, nucleolus, condensed chromosome, PeBoW complex, nucleoplasm, preribosome, large subunit precursor"
"23";"O00571";"O00571-1,O00571-2";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";13;22;0,000537755023097279;11;11;11;11;NA;NA;"nuclear speck, cytoplasmic stress granule, nucleus, cytoplasm, extracellular vesicular exosome, mitochondrial outer membrane"
"24";"O00625";"O00625";"PIR_HUMAN";"Pirin";"PIR";2;2;0,000215362265753417;NA;2;NA;2;NA;0,000569133841095178;"nucleus, cytoplasm"
"25";"O00629";"O00629";"IMA3_HUMAN";"Importin subunit alpha-3";"KPNA4";3;6;0,000411001198147459;3;3;3;3;0,000468859811079062;0,000593985654693864;"cytosol, extracellular vesicular exosome, nucleoplasm"
"26";"O00764";"O00764-1,O00764-2";"PDXK_HUMAN";"Pyridoxal kinase";"PDXK";1;1;5,0044116240778e-05;1;NA;1;NA;NA;NA;"nucleus, extracellular vesicular exosome, cytosol, cytoplasm"
"27";"O14508";"O14508";"SOCS2_HUMAN";"Suppressor of cytokine signaling 2";"SOCS2";1;1;0,000157714790576997;1;NA;1;NA;0,000411238992545776;NA;"cytosol, cytoplasm"
"28";"O14561";"O14561";"ACPM_HUMAN";"Acyl carrier protein, mitochondrial";"NDUFAB1";2;2;0,000400352929926224;NA;2;NA;2;NA;0,00105800521742052;"mitochondrial membrane, mitochondrial inner membrane, mitochondrial matrix, mitochondrial respiratory chain complex I"
"29";"O14578";"O14578-4";"CTRO_HUMAN";"Citron Rho-interacting kinase";"CIT";2;4;6,16231446161727e-05;2;2;2;2;NA;NA;"Golgi cisterna, ruffle, plasma membrane, vacuole, actin cytoskeleton, neuronal cell body"
"30";"O14579";"O14579-1,O14579-2";"COPE_HUMAN";"Coatomer subunit epsilon";"COPE";3;4;0,000202776159313282;1;3;1;3;NA;NA;"COPI vesicle coat, cytosol, nucleus, Golgi apparatus"
"31";"O14737";"O14737";"PDCD5_HUMAN";"Programmed cell death protein 5";"PDCD5";3;5;0,00124910114136982;2;3;2;3;0,00130280512838502;0,00198058576701122;"nucleus, cytoplasm, extracellular vesicular exosome"
"32";"O14744";"O14744-1,O14744-2";"ANM5_HUMAN";"Protein arginine N-methyltransferase 5";"PRMT5";4;7;0,000171579827111239;4;3;4;3;NA;NA;"nucleus, cytoplasm, methylosome, cytosol"
"33";"O14745";"O14745";"NHRF1_HUMAN";"Na(+)/H(+) exchange regulatory cofactor NHE-RF1";"SLC9A3R1";2;2;0,000174455466671762;NA;2;NA;2;NA;0,000461030206473747;"brush border membrane, actin cytoskeleton, endomembrane system, sperm midpiece, membrane raft, plasma membrane, extracellular vesicular exosome, centrosome, microvillus, apical plasma membrane, cytoplasm, membrane, ruffle, filopodium, intracellular membrane-bounded organelle, microvillus membrane, cell periphery"
"34";"O14776";"O14776-1,O14776-2";"TCRG1_HUMAN";"Transcription elongation regulator 1";"TCERG1";2;2;2,84403720712618e-05;2;NA;2;NA;NA;NA;"nucleus"
"35";"O14818";"O14818-1";"PSA7_HUMAN";"Proteasome subunit alpha type-7";"PSMA7";4;10;0,00125917453767119;4;4;5;5;NA;NA;"extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, proteasome complex, nucleoplasm, nucleus, cytosol, proteasome core complex"
"36";"O14828";"O14828-1,O14828-2";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";1;1;4,4996438810152e-05;1;NA;1;NA;NA;NA;"integral component of membrane, extracellular vesicular exosome, Golgi membrane"
"37";"O14929";"O14929-1,O14929-2";"HAT1_HUMAN";"Histone acetyltransferase type B catalytic subunit";"HAT1";3;5;0,000186321769297407;3;2;3;2;NA;NA;"nucleoplasm, protein complex, cytoplasm, intracellular membrane-bounded organelle, nuclear matrix, nuclear chromatin, nucleus"
"38";"O14933";"O14933-1";"UB2L6_HUMAN";"Ubiquitin/ISG15-conjugating enzyme E2 L6";"UBE2L6";3;3;0,000612304481063637;3;NA;3;NA;NA;NA;"cytosol"
"39";"O14950";"O14950,P19105";"ML12A_HUMAN, ML12B_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B";"MYL12A, MYL12B";5;11;0,00100146592966968;5;4;6;5;0,00142434963015855;0,00120297969327698;"Z disc, apical part of cell, extracellular vesicular exosome, cytosol, myosin II complex, stress fiber"
"40";"O14979";"O14979-1,O14979-2,O14979-3";"HNRDL_HUMAN";"Heterogeneous nuclear ribonucleoprotein D-like";"HNRNPDL";4;6;0,000180220985070827;3;3;3;3;NA;NA;"nucleus, cytoplasm, spliceosomal complex, extracellular vesicular exosome"
"41";"O14980";"O14980";"XPO1_HUMAN";"Exportin-1";"XPO1";14;24;0,000699776549787014;12;11;13;11;0,000988355898051194;0,000847589613955937;"kinetochore, annulate lamellae, Cajal body, cytoplasm, nucleolus, ribonucleoprotein complex, nuclear envelope, nuclear membrane, cytosol, nucleoplasm, nucleus, intracellular membrane-bounded organelle"
"42";"O15042";"O15042-1,O15042-2";"SR140_HUMAN";"U2 snRNP-associated SURP motif-containing protein";"U2SURP";2;2;3,03474524142327e-05;2;NA;2;NA;NA;NA;"nucleus"
"43";"O15067";"O15067";"PUR4_HUMAN";"Phosphoribosylformylglycinamidine synthase";"PFAS";11;17;0,000396762320689218;11;6;11;6;0,00066941593853864;0,000370064605196416;"extracellular vesicular exosome, cytosol"
"44";"O15116";"O15116";"LSM1_HUMAN";"U6 snRNA-associated Sm-like protein LSm1";"LSM1";2;3;0,000704380342877718;NA;2;NA;3;NA;0,00186145278854438;"cytoplasm, nucleus, cytosol, ribonucleoprotein complex"
"45";"O15143";"O15143";"ARC1B_HUMAN";"Actin-related protein 2/3 complex subunit 1B";"ARPC1B";6;11;0,000923394660958872;5;4;6;5;0,00131331162135587;0,00110919901826345;"Arp2/3 protein complex, actin cytoskeleton, extracellular vesicular exosome, cytoplasm"
"46";"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";6;13;0,00135319290315064;6;3;8;5;0,0021713418806417;0,00137540678264668;"cytosol, actin cytoskeleton, Arp2/3 protein complex, plasma membrane, Golgi apparatus, endosome, neuron projection, cytoplasm, focal adhesion, cell leading edge, extracellular vesicular exosome, synapse"
"47";"O15145";"O15145";"ARPC3_HUMAN";"Actin-related protein 2/3 complex subunit 3";"ARPC3";2;2;0,000350871107126354;2;NA;2;NA;0,000914891241843412;NA;"lamellipodium, Arp2/3 protein complex, cytosol, actin cytoskeleton, extracellular vesicular exosome"
"48";"O15212";"O15212";"PFD6_HUMAN";"Prefoldin subunit 6";"PFDN6";2;4;0,000968295458426217;2;2;2;2;0,00126240807014052;0,00127944816990389;"prefoldin complex"
"49";"O15226";"O15226";"NKRF_HUMAN";"NF-kappa-B-repressing factor";"NKRF";2;2;9,05145754615811e-05;NA;2;NA;2;NA;0,000239201179590727;"nucleolus, nucleus"
"50";"O15355";"O15355";"PPM1G_HUMAN";"Protein phosphatase 1G";"PPM1G";8;14;0,000800705859852448;4;8;5;9;0,000745653118352232;0,00136029242239782;"cytoplasm, nucleus"
"51";"O15371";"O15371";"EIF3D_HUMAN";"Eukaryotic translation initiation factor 3 subunit D";"EIF3D";4;9;0,000512860870087973;3;4;4;5;0,000594345405285137;0,000752959917507306;"eukaryotic 48S preinitiation complex, cytosol, eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex"
"52";"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";7;15;0,00133071854549342;7;6;8;7;0,00185057546645599;0,00164111036565797;"extracellular vesicular exosome, eukaryotic translation initiation factor 3 complex, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, cytosol"
"53";"O15382";"O15382-1,O15382-2";"BCAT2_HUMAN";"Branched-chain-amino-acid aminotransferase, mitochondrial";"BCAT2";1;1;3,98310312936805e-05;NA;1;NA;1;NA;NA;"mitochondrion, mitochondrial matrix"
"54";"O15400";"O15400-1,O15400-2";"STX7_HUMAN";"Syntaxin-7";"STX7";1;1;5,98228515981714e-05;1;NA;1;NA;NA;NA;"early endosome membrane, lysosomal membrane, extracellular vesicular exosome, SNARE complex, perinuclear region of cytoplasm, intracellular membrane-bounded organelle, integral component of membrane"
"55";"O43143";"O43143";"DHX15_HUMAN";"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15";"DHX15";14;25;0,000981997752649229;12;11;12;13;0,00122906144187266;0,00134945571127599;"U12-type spliceosomal complex, nucleus, nucleolus"
"56";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";9;15;0,000878823504716102;6;8;6;9;0,000916607735730548;0,00139347028635874;"extracellular vesicular exosome, cytosol"
"57";"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";4;8;0,000467828142835138;3;4;4;4;0,000609927494562275;0,000618160351751317;"proteasome accessory complex, nucleoplasm, cytoplasm, extracellular vesicular exosome, proteasome complex, nucleus, cytosol"
"58";"O43390";"O43390-1";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";12;26;0,00158803951622282;11;11;13;13;NA;NA;"spliceosomal complex, nucleoplasm, cytoplasm, catalytic step 2 spliceosome, nucleus, ribonucleoprotein complex"
"59";"O43396";"O43396";"TXNL1_HUMAN";"Thioredoxin-like protein 1";"TXNL1";3;7;0,000756376123666846;3;3;4;3;0,00112699405569638;0,000856654743516963;"nucleus, cytoplasm, proteasome complex, extracellular vesicular exosome"
"60";"O43399";"O43399-1,O43399-2,O43399-3,O43399-4,O43399-5";"TPD54_HUMAN";"Tumor protein D54";"TPD52L2";4;4;0,000121271955472798;1;3;1;3;NA;NA;"perinuclear region of cytoplasm, cytoplasm"
"61";"O43447";"O43447";"PPIH_HUMAN";"Peptidyl-prolyl cis-trans isomerase H";"PPIH";3;5;0,000882133574413714;3;2;3;2;0,00138009017837396;0,000932479174675715;"U4/U6 snRNP, cytoplasm, U4/U6 x U5 tri-snRNP complex, spliceosomal complex, nuclear speck"
"62";"O43491";"O43491-1,O43491-2";"E41L2_HUMAN";"Band 4.1-like protein 2";"EPB41L2";2;4;6,21443353915333e-05;2;2;2;2;NA;NA;"plasma membrane, extrinsic component of membrane, spectrin, extracellular vesicular exosome"
"63";"O43592";"O43592";"XPOT_HUMAN";"Exportin-T";"XPOT";5;11;0,000357071532096362;5;5;5;6;0,000423208526632348;0,000514705240907281;"cytoplasm, nucleoplasm, nucleus"
"64";"O43670";"O43670-1,O43670-2";"ZN207_HUMAN";"Zinc finger protein 207";"ZNF207";2;6;0,000195988672809072;2;2;3;3;NA;NA;"microtubule, nucleus, kinetochore, condensed chromosome kinetochore"
"65";"O43681";"O43681";"ASNA_HUMAN";"ATPase ASNA1";"ASNA1";2;2;0,000179468554794514;2;NA;2;NA;0,000467961612207263;NA;"nucleolus, nucleus, cytoplasm, endoplasmic reticulum, extracellular vesicular exosome"
"66";"O43684";"O43684-1,O43684-2";"BUB3_HUMAN";"Mitotic checkpoint protein BUB3";"BUB3";6;10;0,000476029398387888;5;5;5;5;NA;NA;"condensed chromosome kinetochore, kinetochore, cytosol, nucleus"
"67";"O43707";"O43707";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";18;36;0,00182247623105782;17;14;18;18;0,00240253854630827;0,00238312481465084;"ribonucleoprotein complex, neuron projection, extracellular vesicular exosome, nucleus, protein complex, cell-cell junction, Z disc, extracellular space, extracellular region, perinuclear region of cytoplasm, stress fiber, cortical cytoskeleton, pseudopodium, cytoplasm, platelet alpha granule lumen"
"68";"O43719";"O43719";"HTSF1_HUMAN";"HIV Tat-specific factor 1";"HTATSF1";2;2;8,2721929892041e-05;NA;2;NA;2;NA;0,000218607700553115;"nucleus"
"69";"O43747";"O43747-1,O43747-2";"AP1G1_HUMAN";"AP-1 complex subunit gamma-1";"AP1G1";2;3;5,69845411208859e-05;1;2;1;2;NA;NA;"trans-Golgi network membrane, perinuclear region of cytoplasm, clathrin-coated vesicle, clathrin adaptor complex, Golgi membrane, cytosol, AP-type membrane coat adaptor complex, clathrin-coated vesicle membrane, Golgi apparatus, cytoplasmic vesicle membrane, recycling endosome, lysosomal membrane, cytoplasm, intracellular membrane-bounded organelle"
"70";"O43765";"O43765";"SGTA_HUMAN";"Small glutamine-rich tetratricopeptide repeat-containing protein alpha";"SGTA";2;4;0,000399073847083009;2;2;2;2;0,000520289588013187;0,000527312504529079;"cytoplasm"
"71";"O43768";"O43768-1,O43768-2,O43768-3,O43768-4,O43768-9";"ENSA_HUMAN";"Alpha-endosulfine";"ENSA";3;5;0,000258078748216905;2;3;2;3;NA;NA;"nucleoplasm, cytoplasm"
"72";"O43776";"O43776";"SYNC_HUMAN";"Asparagine--tRNA ligase, cytoplasmic";"NARS";12;19;0,00108270628129683;9;9;10;9;0,00148586351321284;0,00135532785151315;"cytosol, extracellular vesicular exosome, mitochondrion, cytoplasm"
"73";"O43809";"O43809";"CPSF5_HUMAN";"Cleavage and polyadenylation specificity factor subunit 5";"NUDT21";3;5;0,000687831024983381;3;2;3;2;0,00107610555758675;0,000727087285980624;"mRNA cleavage factor complex, nucleus, centrosome, nucleoplasm, paraspeckles"
"74";"O43823";"O43823";"AKAP8_HUMAN";"A-kinase anchor protein 8";"AKAP8";2;5;0,00022563243160582;1;2;2;3;0,000235333296312323;0,000357764770052605;"mitochondrion, condensed chromosome, Golgi apparatus, nuclear matrix, nucleus, female pronucleus"
"75";"O43847";"O43847-1,O43847-2";"NRDC_HUMAN";"Nardilysin";"NRD1";2;2;2,71543726384743e-05;NA;2;NA;2;NA;NA;"cell surface, cytosol"
"76";"O60234";"O60234";"GMFG_HUMAN";"Glia maturation factor gamma";"GMFG";3;6;0,00131947303665826;3;3;3;3;0,00172025325050839;0,00174347338645354;"intracellular"
"77";"O60488";"O60488-1,O60488-2,O95573";"ACSL3_HUMAN, ACSL4_HUMAN";"Long-chain-fatty-acid--CoA ligase 3, Long-chain-fatty-acid--CoA ligase 4";"ACSL3, ACSL4";1;1;1,45786781205628e-05;1;NA;1;NA;0,000113090722950088;NA;"extracellular vesicular exosome, neuronal cell body, mitochondrial outer membrane, peroxisome, peroxisomal membrane, cytoplasm, integral component of membrane, mitochondrial membrane, endoplasmic reticulum membrane, lipid particle"
"78";"O60506";"O60506-1,O60506-2,O60506-3,O60506-4";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";9;16;0,000248235341096196;5;8;6;10;NA;NA;"histone pre-mRNA 3'end processing complex, membrane, GAIT complex, ribonucleoprotein complex, endoplasmic reticulum, nucleoplasm, CRD-mediated mRNA stability complex, catalytic step 2 spliceosome, nucleus"
"79";"O60610";"O60610-1,O60610-2,O60610-3";"DIAP1_HUMAN";"Protein diaphanous homolog 1";"DIAPH1";10;19;0,000155482977502795;10;6;12;7;NA;NA;"ruffle membrane, neuron projection, cytoplasm, mitotic spindle"
"80";"O60664";"O60664-1";"PLIN3_HUMAN";"Perilipin-3";"PLIN3";5;8;0,000575622645792543;2;5;3;5;NA;NA;"cytoplasm, intracellular membrane-bounded organelle, endosome, lipid particle, Golgi apparatus, endosome membrane"
"81";"O60711";"O60711-1,O60711-2";"LPXN_HUMAN";"Leupaxin";"LPXN";2;4;0,000161800665980547;1;2;2;2;NA;NA;"nucleus, perinuclear region of cytoplasm, podosome, cytoplasm, cell projection, focal adhesion, plasma membrane"
"82";"O60763";"O60763-1,O60763-2";"USO1_HUMAN";"General vesicular transport factor p115";"USO1";2;4;6,49220967447931e-05;2;2;2;2;NA;NA;"endoplasmic reticulum, nucleolus, cytosol, Golgi membrane, ER to Golgi transport vesicle membrane, Golgi stack, Golgi apparatus"
"83";"O60814";"O60814,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BH, HIST1H2BI,HIST1H2BG,HIST1H2BC,HIST1H2BE,HIST1H2BF, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";2;4;0,000377657185599341;2;2;2;2;0,000600073223816796;0,000686143973202425;"nucleosome, nucleus, nucleoplasm, extracellular space"
"84";"O60832";"O60832-1";"DKC1_HUMAN";"H/ACA ribonucleoprotein complex subunit 4";"DKC1";3;5;0,0003037697328234;2;3;2;3;NA;NA;"nucleus, cytoplasm, telomerase holoenzyme complex, nucleoplasm, nucleolus, Cajal body"
"85";"O60841";"O60841";"IF2P_HUMAN";"Eukaryotic translation initiation factor 5B";"EIF5B";6;10;0,000255963348641356;5;5;5;5;0,000333710330016655;0,000338214782618036;"cytosol"
"86";"O60869";"O60869-1,O60869-2";"EDF1_HUMAN";"Endothelial differentiation-related factor 1";"EDF1";1;1;0,000105498407210289;1;NA;1;NA;NA;NA;"extracellular vesicular exosome, nucleolus, nucleus, intracellular, cytoplasm"
"87";"O60884";"O60884";"DNJA2_HUMAN";"DnaJ homolog subfamily A member 2";"DNAJA2";2;3;0,000227384916511496;2;1;2;1;0,000395268546233319;0,000200301958637866;"cytosol, membrane, extracellular vesicular exosome"
"88";"O60888";"O60888-1,O60888-2,O60888-3";"CUTA_HUMAN";"Protein CutA";"CUTA";2;2;0,000116303644447842;NA;2;NA;2;NA;NA;"membrane, extracellular vesicular exosome"
"89";"O75083";"O75083-1";"WDR1_HUMAN";"WD repeat-containing protein 1";"WDR1";8;12;0,000618366901668227;8;4;8;4;NA;NA;"extracellular region, extracellular vesicular exosome, podosome, cytoplasm, cell junction, cytosol, cell projection"
"90";"O75131";"O75131";"CPNE3_HUMAN";"Copine-3";"CPNE3";2;2;0,000116303644447842;2;NA;2;NA;0,000303260039195768;NA;"extracellular vesicular exosome, cytosol, cytoplasm"
"91";"O75223";"O75223-1";"GGCT_HUMAN";"Gamma-glutamylcyclotransferase";"GGCT";3;5;0,000830519375910784;3;2;3;2;NA;NA;"cytosol, extracellular vesicular exosome"
"92";"O75347";"O75347";"TBCA_HUMAN";"Tubulin-specific chaperone A";"TBCA";5;10;0,00289143782724495;5;4;6;4;0,00452362891800354;0,00305645951699262;"nucleolus, cytoplasm, extracellular vesicular exosome, microtubule, microtubule cytoskeleton"
"93";"O75348";"O75348";"VATG1_HUMAN";"V-type proton ATPase subunit G 1";"ATP6V1G1";2;2;0,000529280144648229;2;NA;2;NA;0,00138009017837396;NA;"plasma membrane, lysosomal membrane, vacuolar proton-transporting V-type ATPase complex, cytosol, extracellular vesicular exosome"
"94";"O75351";"O75351";"VPS4B_HUMAN";"Vacuolar protein sorting-associated protein 4B";"VPS4B";3;5;0,000351661357367629;2;3;2;3;0,000366780723081368;0,000557597344316222;"early endosome, nucleus, extracellular vesicular exosome, endosome membrane, late endosome, cytoplasm, late endosome membrane, cytosol, endosome, lysosome, vacuolar membrane"
"95";"O75367";"O75367-1,O75367-2,O75367-3";"H2AY_HUMAN";"Core histone macro-H2A.1";"H2AFY";1;1;2,79816563926931e-05;1;NA;1;NA;NA;NA;"nuclear chromatin, nucleus, Barr body, nucleosome, extracellular vesicular exosome, condensed chromosome, nucleolus, sex chromatin"
"96";"O75368";"O75368";"SH3L1_HUMAN";"SH3 domain-binding glutamic acid-rich-like protein";"SH3BGRL";7;13;0,00356103395565957;7;6;7;6;0,00499980038305654;0,00434338983993688;"nucleus, cytoplasm, extracellular space, extracellular vesicular exosome"
"97";"O75369";"O75369-1,O75369-2,O75369-8,O75369-9";"FLNB_HUMAN";"Filamin-B";"FLNB";22;28;9,10769578481923e-05;14;13;15;13;NA;NA;"stress fiber, Z disc, plasma membrane, cytosol, actin cytoskeleton, integral component of membrane, focal adhesion, extracellular vesicular exosome, cytoplasm, cell cortex"
"98";"O75390";"O75390";"CISY_HUMAN";"Citrate synthase, mitochondrial";"CS";3;5;0,000335059319036969;3;2;3;2;0,000524197342429595;0,000354182004115025;"nucleus, mitochondrial matrix, extracellular vesicular exosome, mitochondrion"
"99";"O75436";"O75436";"VP26A_HUMAN";"Vacuolar protein sorting-associated protein 26A";"VPS26A";2;2;0,000190994058313428;2;NA;2;NA;0,000498014192807729;NA;"endosome membrane, vesicle, intracellular membrane-bounded organelle, extracellular vesicular exosome, cytosol, endosome"
"100";"O75494";"O75494-1,O75494-2,O75494-3,O75494-4,O75494-5";"SRS10_HUMAN";"Serine/arginine-rich splicing factor 10";"SRSF10";3;5;0,000119189040207044;2;3;2;3;NA;NA;"nucleus, cytoplasm, nucleoplasm, nuclear speck"
"101";"O75531";"O75531";"BAF_HUMAN";"Barrier-to-autointegration factor";"BANF1";3;5;0,00175435553563177;2;3;2;3;0,00182978248368682;0,00278172158288093;"cytoplasm, chromosome, cytosol, extracellular vesicular exosome, nucleoplasm, nucleus"
"102";"O75533";"O75533";"SF3B1_HUMAN";"Splicing factor 3B subunit 1";"SF3B1";20;38;0,000910004665875252;15;18;17;21;0,00106152641787506;0,00132899735133038;"nuclear speck, nucleoplasm, U12-type spliceosomal complex, nucleus, intracellular membrane-bounded organelle, catalytic step 2 spliceosome, spliceosomal complex"
