"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5747-3.id.csv";"peptide.count.P5747-4.id.csv";"spectra.count.P5747-3.id.csv";"spectra.count.P5747-4.id.csv";"dNSAF.P5747-3.id.csv";"dNSAF.P5747-4.id.csv"
"P49915";"P49915";"P49915";"GUAA_HUMAN";"GMP synthase [glutamine-hydrolyzing]";"GMPS";13;21;0,000946288743461984;12;9;12;9;0,00140996226015695;0,00107174554491949
"P50991";"P50991";"P50991";"TCPD_HUMAN";"T-complex protein 1 subunit delta";"CCT4";13;33;0,00204845303796071;11;13;16;17;0,00257301868673802;0,00280302680978944
"P62424";"P62424";"P62424";"RL7A_HUMAN";"60S ribosomal protein L7a";"RPL7A";13;25;0,00293491809532382;12;10;13;12;0,00397943295794296;0,00372290557708876
"Q12906-1,Q12906-2,Q12906-3,Q12906-4,Q12906-5,Q12906-6";"Q12906-1,Q12906-2,Q12906-3,Q12906-4,Q12906-5,Q12906-6";"Q12906-[1-6]";"ILF3_HUMAN";"Interleukin enhancer-binding factor 3";"ILF3";13;27;0,000190868163380455;10;13;11;16;NA;NA
"Q13435";"Q13435";"Q13435";"SF3B2_HUMAN";"Splicing factor 3B subunit 2";"SF3B2";13;25;0,000872277333358812;10;11;12;13;0,00109173614110476;0,00119867853683174
"Q92598-1,Q92598-2,Q92598-3";"Q92598-1,Q92598-2,Q92598-3";"Q92598-[1-3]";"HS105_HUMAN";"Heat shock protein 105 kDa";"HSPH1";13;22;0,000285217219286639;11;10;11;11;NA;NA
"Q9P2J5";"Q9P2J5";"Q9P2J5";"SYLC_HUMAN";"Leucine--tRNA ligase, cytoplasmic";"LARS";13;23;0,000610742479836434;10;12;10;13;0,000692392181327072;0,000912259600735043
"O43776";"O43776";"O43776";"SYNC_HUMAN";"Asparagine--tRNA ligase, cytoplasmic";"NARS";12;19;0,00108270628129683;9;9;10;9;0,00148586351321284;0,00135532785151315
"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";18;51;0,00309572974147623;17;18;23;28;0,00367742396538363;0,00445301652761007
"P21333-1,P21333-2";"P21333-1,P21333-2";"P21333-[1,2]";"FLNA_HUMAN";"Filamin-A";"FLNA";12;19;0,000122611550885352;9;9;10;9;NA;NA
"P27348";"P27348";"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";12;22;0,00341765227691034;8;12;10;12;0,00407616909045373;0,00489251841255748
"P36578";"P36578";"P36578";"RL4_HUMAN";"60S ribosomal protein L4";"RPL4";12;24;0,00175517724782644;10;10;12;12;0,00228829940582849;0,00231918708080939
"P42704";"P42704";"P42704";"LPPRC_HUMAN";"Leucine-rich PPR motif-containing protein, mitochondrial";"LRPPRC";12;23;0,000515231819431597;10;10;12;11;0,00070093532732336;0,000651196898527122
"P49411";"P49411";"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";12;23;0,00158901140771603;8;11;10;13;0,00180144514433769;0,00237348958067347
"P55060-1,P55060-3";"P55060-1,P55060-3";"P55060-[1,3]";"XPO2_HUMAN";"Exportin-2";"CSE1L";18;37;0,000594963211002617;17;15;20;17;NA;NA
"Q06323";"Q06323";"Q06323";"PSME1_HUMAN";"Proteasome activator complex subunit 1";"PSME1";12;25;0,00313529402954272;11;12;13;12;0,00425112115185875;0,00397707985343618
"Q16658";"Q16658";"Q16658";"FSCN1_HUMAN";"Fascin";"FSCN1";12;23;0,001456862385979;11;10;12;11;0,00198195506346605;0,0018413153682491
"Q8N163-1,Q8N163-2";"Q8N163-1,Q8N163-2";"Q8N163-[1,2]";"CCAR2_HUMAN";"Cell cycle and apoptosis regulator protein 2";"CCAR2";12;22;0,000372159061621561;11;9;12;10;NA;NA
"Q92499";"Q92499";"Q92499";"DDX1_HUMAN";"ATP-dependent RNA helicase DDX1";"DDX1";12;25;0,00105498407210289;11;12;12;13;0,00132041060309293;0,00144975309522218
"O00151";"O00151";"O00151";"PDLI1_HUMAN";"PDZ and LIM domain protein 1";"PDLIM1";11;15;0,00142374750156134;9;6;9;6;0,00222744037907773;0,00150500438222737
"O15067";"O15067";"O15067";"PUR4_HUMAN";"Phosphoribosylformylglycinamidine synthase";"PFAS";11;17;0,000396762320689218;11;6;11;6;0,00066941593853864;0,000370064605196416
"O95373";"O95373";"O95373";"IPO7_HUMAN";"Importin-7";"IPO7";11;27;0,000812276753780952;10;11;13;14;0,0010197776173534;0,00111304595127477
"P08670";"P08670";"P08670";"VIME_HUMAN";"Vimentin";"VIM";11;19;0,00146420922419155;11;7;11;8;0,00224239974261549;0,00159381901851761
"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";11;20;0,0010027188061455;11;8;12;8;0,00154841593127728;0,00107623694656883
"P14317";"P14317";"P14317";"HCLS1_HUMAN";"Hematopoietic lineage cell-specific protein";"HCLS1";11;21;0,00134933765271431;9;8;11;10;0,001842959929557;0,0016980330649959
"P23526";"P23526";"P23526";"SAHH_HUMAN";"Adenosylhomocysteinase";"AHCY";11;24;0,00173486269634697;10;10;12;12;0,00226181445900177;0,00229234463774447
"P25786-1,P25786-2";"P25786-1,P25786-2";"P25786-[1,2]";"PSA1_HUMAN";"Proteasome subunit alpha type-1";"PSMA1";11;18;0,00106862264946087;10;8;10;8;NA;NA
"P26599-1,P26599-2,P26599-3";"P26599-1,P26599-2,P26599-3";"P26599-[1-3]";"PTBP1_HUMAN";"Polypyrimidine tract-binding protein 1";"PTBP1";11;17;0,000391207063435647;8;7;9;8;NA;NA
"P26641";"P26641";"P26641";"EF1G_HUMAN";"Elongation factor 1-gamma";"EEF1G";11;23;0,00164355413338134;10;10;11;12;0,00204960761044554;0,00226611643822794
"P30101";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";11;18;0,00111306042300281;8;10;8;10;0,00128990606770794;0,0016341466724515
"P38606";"P38606";"P38606";"VATA_HUMAN";"V-type proton ATPase catalytic subunit A";"ATP6V1A";11;21;0,00106284943147351;8;9;10;11;0,00131969725322632;0,00147126171239353
"P41250";"P41250";"P41250";"SYG_HUMAN";"Glycine--tRNA ligase";"GARS";11;18;0,000760616391903138;8;7;10;8;0,0011018311302309;0,00089336299820082
"P63104";"P63104";"P63104";"1433Z_HUMAN";"14-3-3 protein zeta/delta";"YWHAZ";11;26;0,00403904359998495;10;10;15;11;0,0061142536356806;0,00448480854484435
"Q01813";"Q01813";"Q01813";"K6PP_HUMAN";"6-phosphofructokinase type C";"PFKP";11;19;0,000756789594579929;10;6;12;7;0,00124630592638873;0,00073682506213215
"Q06830";"Q06830";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";11;34;0,00572574858282035;11;10;17;17;0,0072871667566403;0,00775480608105314
"Q12905";"Q12905";"Q12905";"ILF2_HUMAN";"Interleukin enhancer-binding factor 2";"ILF2";11;28;0,00224197640758686;10;11;13;15;0,00271417735080212;0,00317401565226157
"Q13200";"Q13200";"Q13200";"PSMD2_HUMAN";"26S proteasome non-ATPase regulatory subunit 2";"PSMD2";11;21;0,00072222257623255;11;7;13;8;0,00116578102071897;0,000727087285980624
"Q13451";"Q13451";"Q13451";"FKBP5_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP5";"FKBP5";11;18;0,00122996830113002;8;9;9;9;0,00160356211097718;0,0016252071392324
"Q15233";"Q15233";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";11;21;0,00139231018942496;7;8;9;12;0,00155589784440886;0,00210253266137072
"Q16555";"Q16555";"Q16555";"DPYL2_HUMAN";"Dihydropyrimidinase-related protein 2";"DPYSL2";11;18;0,000982684464364369;7;10;7;11;0,000996463712707073;0,00158700782613078
"Q8WUM4";"Q8WUM4";"Q8WUM4";"PDC6I_HUMAN";"Programmed cell death 6-interacting protein";"PDCD6IP";11;19;0,000683551891878645;8;11;8;11;0,000750463783631924;0,00104581621721983
"Q92945";"Q92945";"Q92945";"FUBP2_HUMAN";"Far upstream element-binding protein 2";"KHSRP";11;17;0,000746649768048064;8;8;8;9;0,000916178008709578;0,00104461274631393
"Q99460-1,Q99460-2";"Q99460-1,Q99460-2";"Q99460-[1,2]";"PSMD1_HUMAN";"26S proteasome non-ATPase regulatory subunit 1";"PSMD1";11;18;0,00029490845415342;10;8;10;8;NA;NA
"Q9UL46";"Q9UL46";"Q9UL46";"PSME2_HUMAN";"Proteasome activator complex subunit 2";"PSME2";11;21;0,00274384141932701;10;10;11;10;0,00374760889441297;0,00345290405685359
"Q9Y617-1,Q9Y617-2";"Q9Y617-1,Q9Y617-2";"Q9Y617-[1,2]";"SERC_HUMAN";"Phosphoserine aminotransferase";"PSAT1";11;25;0,00105498407210289;9;10;11;14;NA;NA
"O00299";"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";10;17;0,00220277172233267;8;8;8;9;0,0027029152041183;0,00308182432626227
"O60610-1,O60610-2,O60610-3";"O60610-1,O60610-2,O60610-3";"O60610-[1-3]";"DIAP1_HUMAN";"Protein diaphanous homolog 1";"DIAPH1";10;19;0,000155482977502795;10;6;12;7;NA;NA
"P07237";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";10;18;0,00110648723152838;10;7;10;8;0,00160286064023747;0,00129959695998111
"P08133";"P08133";"P08133";"ANXA6_HUMAN";"Annexin A6";"ANXA6";10;15;0,00069600732245718;7;8;7;8;0,000846920124321614;0,000980973633982773
"P08758";"P08758";"P08758";"ANXA5_HUMAN";"Annexin A5";"ANXA5";10;21;0,00204930656005986;7;10;8;13;0,00203563301310159;0,00335255403270128
"P08865";"P08865";"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";10;23;0,00243468866538185;10;10;12;11;0,00331221642809751;0,00307718127642986
"P12268";"P12268";"P12268";"IMDH2_HUMAN";"Inosine-5'-monophosphate dehydrogenase 2";"IMPDH2";10;18;0,00115112740859394;8;9;8;10;0,00140813351533184;0,00160553320931519
"P13489";"P13489";"P13489";"RINI_HUMAN";"Ribonuclease inhibitor";"RNH1";10;14;0,000948341430541078;8;6;8;6;0,0014130207466215;0,00107407037256574
"P14314-1,P14314-2";"P14314-1,P14314-2";"P14314-[1,2]";"GLU2B_HUMAN";"Glucosidase 2 subunit beta";"PRKCSH";10;16;0,000473144371730992;6;9;7;9;NA;NA
"P18124";"P18124";"P18124";"RL7_HUMAN";"60S ribosomal protein L7";"RPL7";10;17;0,00214059671404102;7;8;8;9;0,00262662324271173;0,00299483734931132
"P23588";"P23588";"P23588";"IF4B_HUMAN";"Eukaryotic translation initiation factor 4B";"EIF4B";10;14;0,00071552438540006;4;10;4;10;0,000533062654822021;0,00135064495840918
"P39023";"P39023";"P39023";"RL3_HUMAN";"60S ribosomal protein L3";"RPL3";10;20;0,00154975327713377;10;8;11;9;0,00222252735921762;0,00184297683034543
"P46777";"P46777";"P46777";"RL5_HUMAN";"60S ribosomal protein L5";"RPL5";10;18;0,00189257748692397;9;8;10;8;0,00274159328363851;0,00222287964872191
"P55884-1,P55884-2";"P55884-1,P55884-2";"P55884-[1,2]";"EIF3B_HUMAN";"Eukaryotic translation initiation factor 3 subunit B";"EIF3B";10;16;0,000306904457339022;9;7;9;7;NA;NA
"P60900";"P60900";"P60900";"PSA6_HUMAN";"Proteasome subunit alpha type-6";"PSMA6";10;19;0,0024118822851653;9;7;11;8;0,00364096961692968;0,00268372055150572
"P61247";"P61247";"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";10;22;0,00260229404452046;9;10;10;12;0,00308429244409332;0,00375110940721822
"Q9NR30-1,Q9NR30-2";"Q9NR30-1,Q9NR30-2";"Q9NR30-[1,2]";"DDX21_HUMAN";"Nucleolar RNA helicase 2";"DDX21";10;17;0,000338996159056305;8;7;9;8;NA;NA
"O43175";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";9;15;0,000878823504716102;6;8;6;9;0,000916607735730548;0,00139347028635874
"P00491";"P00491";"P00491";"PNPH_HUMAN";"Purine nucleoside phosphorylase";"PNP";9;19;0,0022583229978053;9;7;11;8;0,00338098216708915;0,0025382362770873
"P06737";"P06737";"P06737";"PYGL_HUMAN";"Glycogen phosphorylase, liver form";"PYGL";9;20;0,000737367852048299;9;9;9;11;0,000865204114187218;0,00107174554491949
"P11413-1,P11413-2,P11413-3";"P11413-1,P11413-2,P11413-3";"P11413-[1-3]";"G6PD_HUMAN";"Glucose-6-phosphate 1-dehydrogenase";"G6PD";9;14;0,000282967896103195;8;6;8;6;NA;NA
"P12814-1,P12814-2,P12814-3";"P12814-1,P12814-2,P12814-3";"P12814-[1-3]";"ACTN1_HUMAN";"Alpha-actinin-1";"ACTN1";9;14;0,000263062113523633;5;7;6;8;NA;NA
"P15880";"P15880";"P15880";"RS2_HUMAN";"40S ribosomal protein S2";"RPS2";9;21;0,00223815050928039;7;9;9;12;0,00250111906046612;0,00337983919285191
"P18206-1,P18206-2";"P18206-1,P18206-2";"P18206-[1,2]";"VINC_HUMAN";"Vinculin";"VCL";11;20;0,000275375031166186;9;10;10;10;NA;NA
"P25788-1,P25788-2";"P25788-1,P25788-2";"P25788-[1,2]";"PSA3_HUMAN";"Proteasome subunit alpha type-3";"PSMA3";9;14;0,000857226273489092;7;7;7;7;NA;NA
"P26640";"P26640";"P26640";"SYVC_HUMAN";"Valine--tRNA ligase";"VARS";9;15;0,00037057984811209;6;8;7;8;0,000450931363661745;0,000522306373156967
"P30041";"P30041";"P30041";"PRDX6_HUMAN";"Peroxiredoxin-6";"PRDX6";9;21;0,00292758080008551;9;8;13;8;0,00472557663755727;0,0029473002485286
"P37837";"P37837";"P37837";"TALDO_HUMAN";"Transaldolase";"TALDO1";9;13;0,00120462276244864;5;8;5;8;0,00120809080896237;0,0019590363669745
"P52566";"P52566";"P52566";"GDIR2_HUMAN";"Rho GDP-dissociation inhibitor 2";"ARHGDIB";9;23;0,00357329928501317;9;9;11;12;0,0044561120684811;0,00492683026619706
"P53618";"P53618";"P53618";"COPB_HUMAN";"Coatomer subunit beta";"COPB1";9;14;0,000458746484238653;9;5;9;5;0,000768969448810675;0,000432971704925503
"P62191";"P62191";"P62191";"PRS4_HUMAN";"26S protease regulatory subunit 4";"PSMC1";9;19;0,00139060088004062;8;8;11;8;0,00215537613151933;0,00150044376288729
"P62701";"P62701";"P62701";"RS4X_HUMAN";"40S ribosomal protein S4, X isoform";"RPS4X";16;40;0,00474943399760388;15;14;19;21;0,00588243760440004;0,00658940131610196
"P63244";"P63244";"P63244";"GBLP_HUMAN";"Guanine nucleotide-binding protein subunit beta-2-like 1";"GNB2L1";9;23;0,00226571973592317;9;9;11;12;0,002825484308406;0,00312395231389782
"Q02878";"Q02878";"Q02878";"RL6_HUMAN";"60S ribosomal protein L6";"RPL6";9;22;0,00238543620747709;7;9;10;12;0,00282726807375221;0,0034385169566167
"Q15029-1,Q15029-2";"Q15029-1,Q15029-2";"Q15029-[1,2]";"U5S1_HUMAN";"116 kDa U5 small nuclear ribonucleoprotein component";"EFTUD2";9;14;0,000229342868365634;8;5;8;6;NA;NA
