"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5134-1.id.csv";"peptide.count.P5134-2.id.csv";"spectra.count.P5134-1.id.csv";"spectra.count.P5134-2.id.csv";"dNSAF.P5134-1.id.csv";"dNSAF.P5134-2.id.csv"
"P25705";"P25705";"P25705";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";20;63;0,00313528990041922;19;18;30;33;0,00407606049226997;0,00439557265575633
"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";19;45;0,00366495696814145;18;16;22;23;0,0049980579241641;0,004909137446553
"P40926";"P40926";"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";19;69;0,00561816740538631;18;18;36;33;0,00800258503748625;0,00719157301370785
"P48643";"P48643";"P48643";"TCPE_HUMAN";"T-complex protein 1 subunit epsilon";"CCT5";19;36;0,0018542255150446;15;15;18;18;0,00255940434237358;0,00245076626983692
"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";18;72;0,00380350566506711;14;18;36;36;0,00524716171904838;0,00503248984215356
"P13010";"P13010";"P13010";"XRCC5_HUMAN";"X-ray repair cross-complementing protein 5";"XRCC5";18;50;0,00187984139445293;15;15;27;23;0,00277138703142454;0,00231442658588197
"P19338";"P19338";"P19338";"NUCL_HUMAN";"Nucleolin";"NCL";18;54;0,00209313720112494;13;16;23;31;0,00243396307047802;0,00321610337335172
"P35579-1";"P35579-1";"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";19;39;0,00142194264549418;18;14;22;17;NA;NA
"P50991";"P50991";"P50991";"TCPD_HUMAN";"T-complex protein 1 subunit delta";"CCT4";18;44;0,00227468481550823;17;16;24;20;0,00342520160599656;0,00273317780247737
"Q6P2Q9";"Q6P2Q9";"Q6P2Q9";"PRP8_HUMAN";"Pre-mRNA-processing-splicing factor 8";"PRPF8";18;28;0,000330014811312268;12;12;14;14;0,000450490511508267;0,000441639393950626
"P20700";"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";17;34;0,00159677449232575;16;13;20;14;0,00256434749968748;0,00175977471821623
"O14672";"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";16;42;0,00154528994200698;13;15;21;21;0,00210941579753704;0,00206797055790384
"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";16;300;0,0246455624013053;16;15;159;141;0,0356612707366987;0,0310028029567877
"P04843";"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";16;33;0,0014961927092061;15;13;17;16;0,00210428581481768;0,00194159187549958
"P24752";"P24752";"P24752";"THIL_HUMAN";"Acetyl-CoA acetyltransferase, mitochondrial";"ACAT1";16;46;0,00296477842782291;15;16;23;23;0,00404710487128663;0,00396758843294051
"P50895";"P50895";"P50895";"BCAM_HUMAN";"Basal cell adhesion molecule";"BCAM";16;34;0,00148998384156511;15;12;17;17;0,00203391956941773;0,00199395765956212
"P38646";"P38646";"P38646";"GRP75_HUMAN";"Stress-70 protein, mitochondrial";"HSPA9";15;42;0,00172005487592443;14;14;21;21;0,00237321670776078;0,00227811778691026
"P39023";"P39023";"P39023";"RL3_HUMAN";"60S ribosomal protein L3";"RPL3";15;33;0,00245241512597137;12;11;16;17;0,00335592275765552;0,00327983220208094
"P61247";"P61247";"P61247";"RS3A_HUMAN";"40S ribosomal protein S3a";"RPS3A";15;36;0,00375284700201694;14;12;19;17;0,00540747065559098;0,00474320231138261
"P63244";"P63244";"P63244";"GBLP_HUMAN";"Guanine nucleotide-binding protein subunit beta-2-like 1";"GNB2L1";15;48;0,00416719919466866;15;14;24;24;0,00568848316019001;0,00557671735849326
"Q15233";"Q15233";"Q15233";"NONO_HUMAN";"Non-POU domain-containing octamer-binding protein";"NONO";15;32;0,00191538812344669;11;14;15;17;0,00250679162617311;0,00265861021274949
"Q8WZ42-7";"Q8WZ42-7";"Q8WZ42-7";"TITIN_HUMAN";"Titin";"TTN";15;23;2,34036796612293e-05;9;9;11;12;NA;NA
"Q92945";"Q92945";"Q92945";"FUBP2_HUMAN";"Far upstream element-binding protein 2";"KHSRP";15;28;0,0010838039161943;11;10;13;15;0,0013737833510984;0,00155399033284315
"Q99613";"Q99613";"Q99613";"EIF3C_HUMAN";"Eukaryotic translation initiation factor 3 subunit C";"EIF3C";15;30;0,000904300482413721;12;12;12;18;0,000987540614337478;0,00145220651914762
"P14868";"P14868";"P14868";"SYDC_HUMAN";"Aspartate--tRNA ligase, cytoplasmic";"DARS";14;27;0,00148316109061747;12;11;14;13;0,00209959150573214;0,00191131505608373
"P23396";"P23396";"P23396";"RS3_HUMAN";"40S ribosomal protein S3";"RPS3";14;47;0,0053229681757003;13;13;24;23;0,00742077844354006;0,00697185292537284
"P30101";"P30101";"P30101";"PDIA3_HUMAN";"Protein disulfide-isomerase A3";"PDIA3";14;24;0,00130792291555442;12;11;13;11;0,00193417814382368;0,0016044565535533
"Q8WZ42-8";"Q8WZ42-8";"Q8WZ42-8";"TITIN_HUMAN";"Titin";"TTN";14;15;1,45121536779374e-05;7;8;7;8;NA;NA
"O15355";"O15355";"O15355";"PPM1G_HUMAN";"Protein phosphatase 1G";"PPM1G";13;34;0,00171375430861335;11;11;16;18;0,00220176942830309;0,00242832335527797
"P08648";"P08648";"P08648";"ITA5_HUMAN";"Integrin alpha-5";"ITGA5";13;33;0,000865766419912393;9;10;15;18;0,00107438582088908;0,00126393188940112
"P10586-1,P10586-2";"P10586-1,P10586-2";"P10586-[1,2]";"PTPRF_HUMAN";"Receptor-type tyrosine-protein phosphatase F";"PTPRF";13;23;0,000165962295317302;9;10;11;12;NA;NA
"P41252";"P41252";"P41252";"SYIC_HUMAN";"Isoleucine--tRNA ligase, cytoplasmic";"IARS";13;23;0,000501569092187156;11;9;13;10;0,000773977783384279;0,00058366990314394
"Q14204";"Q14204";"Q14204";"DYHC1_HUMAN";"Cytoplasmic dynein 1 heavy chain 1";"DYNC1H1";13;15;8,88534589371209e-05;5;10;5;10;8,08602902936323e-05;0,000158543137702895
"Q96RQ3";"Q96RQ3";"Q96RQ3";"MCCA_HUMAN";"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial";"MCCC1";13;27;0,00102491545710256;11;9;13;14;0,00134725512087029;0,0014223834274134
"Q9P258";"Q9P258";"Q9P258";"RCC2_HUMAN";"Protein RCC2";"RCC2";13;26;0,00137077170188614;10;11;11;15;0,00158331264204842;0,00211664200507946
"Q9P2B2";"Q9P2B2";"Q9P2B2";"FPRP_HUMAN";"Prostaglandin F2 receptor negative regulator";"PTGFRN";13;21;0,000657495379192957;10;10;11;10;0,000940260749885408;0,000837987961055349
"Q9UQ80";"Q9UQ80";"Q9UQ80";"PA2G4_HUMAN";"Proliferation-associated protein 2G4";"PA2G4";13;33;0,00230504815859924;12;13;17;16;0,00324188195328511;0,00299123418382803
"P17813-1,P17813-2";"P17813-1,P17813-2";"P17813-[1,2]";"EGLN_HUMAN";"Endoglin";"ENG";12;31;0,000648288159922886;11;11;15;16;NA;NA
"P17844";"P17844";"P17844";"DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX5";"DDX5";12;25;0,00138489882799872;12;8;14;11;0,00209974933020012;0,00164473176284098
"P26641";"P26641";"P26641";"EF1G_HUMAN";"Elongation factor 1-gamma";"EEF1G";12;27;0,00170037461418617;10;11;12;15;0,00206321414391331;0,00252834582757775
"P27694";"P27694";"P27694";"RFA1_HUMAN";"Replication protein A 70 kDa DNA-binding subunit";"RPA1";12;32;0,00142965600076836;10;12;13;19;0,00158564928998532;0,00227195404830932
"P46940";"P46940";"P46940";"IQGA1_HUMAN";"Ras GTPase-activating-like protein IQGAP1";"IQGAP1";12;17;0,000282350589168042;5;10;6;11;0,000272065353316269;0,000488986457178284
"P51572-1,P51572-2";"P51572-1,P51572-2";"P51572-[1,2]";"BAP31_HUMAN";"B-cell receptor-associated protein 31";"BCAP31";12;30;0,00167810231797506;11;12;16;14;NA;NA
"P56192";"P56192";"P56192";"SYMC_HUMAN";"Methionine--tRNA ligase, cytoplasmic";"MARS";12;25;0,000764468833744192;9;11;12;13;0,00100180508987791;0,00106396538121994
"P78347-1,P78347-2,P78347-3,P78347-4";"P78347-1,P78347-2,P78347-3,P78347-4";"P78347-[1-4]";"GTF2I_HUMAN";"General transcription factor II-I";"GTF2I";12;21;0,000144774157893439;7;10;8;13;NA;NA
"Q15046-1,Q15046-2";"Q15046-1,Q15046-2";"Q15046-[1,2]";"SYK_HUMAN";"Lysine--tRNA ligase";"KARS";12;24;0,000553183477684239;11;8;12;12;NA;NA
"O43776";"O43776";"O43776";"SYNC_HUMAN";"Asparagine--tRNA ligase, cytoplasmic";"NARS";11;20;0,00100441160637923;10;8;12;8;0,00164530033009145;0,00107531593834694
"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";11;24;0,00173168937172236;9;9;12;12;0,00233181523655974;0,00235010719416598
"P08670";"P08670";"P08670";"VIME_HUMAN";"Vimentin";"VIM";11;19;0,00163975352073082;8;10;9;10;0,00210142591278038;0,00232644249464698
"P12270";"P12270";"P12270";"TPR_HUMAN";"Nucleoprotein TPR";"TPR";11;13;0,000151405592125384;7;5;7;6;0,000222576247222134;0,000187031252924499
"P13647";"P13647";"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";11;20;0,00113310838022651;7;10;9;11;0,00139834479242699;0,00166496234094775
"P25205";"P25205";"P25205";"MCM3_HUMAN";"DNA replication licensing factor MCM3";"MCM3";11;18;0,000613088866666134;8;9;8;10;0,000743914670701417;0,000911623041791649
"P61158";"P61158";"P61158";"ARP3_HUMAN";"Actin-related protein 3";"ACTR3";11;26;0,00171182494828843;10;10;12;14;0,00215699660500028;0,00246705259539405
"Q12905";"Q12905";"Q12905";"ILF2_HUMAN";"Interleukin enhancer-binding factor 2";"ILF2";11;31;0,00232427928105686;11;9;17;14;0,00346778684957737;0,00282045260820434
"Q13740-1,Q13740-2";"Q13740-1,Q13740-2";"Q13740-[1,2]";"CD166_HUMAN";"CD166 antigen";"ALCAM";11;34;0,000802495585336956;11;9;20;14;NA;NA
"Q14126";"Q14126";"Q14126";"DSG2_HUMAN";"Desmoglein-2";"DSG2";11;23;0,000566171909069938;9;10;12;11;0,00080646205804125;0,000724732164172108
"Q14566";"Q14566";"Q14566";"MCM6_HUMAN";"DNA replication licensing factor MCM6";"MCM6";11;20;0,000670423337753737;9;10;10;10;0,000915169083323302;0,00089718808497887
"Q86UE4";"Q86UE4";"Q86UE4";"LYRIC_HUMAN";"Protein LYRIC";"MTDH";11;23;0,00108759483563607;10;10;11;12;0,00142008453462075;0,00151874519127351
"Q8WZ42-4";"Q8WZ42-4";"Q8WZ42-4";"TITIN_HUMAN";"Titin";"TTN";11;13;1,33211620380184e-05;6;6;7;6;NA;NA
"Q9ULF5";"Q9ULF5";"Q9ULF5";"S39AA_HUMAN";"Zinc transporter ZIP10";"SLC39A10";11;19;0,000629237884814714;6;10;6;13;0,000542493730980817;0,00115230907713351
"Q9Y230";"Q9Y230";"Q9Y230";"RUVB2_HUMAN";"RuvB-like 2";"RUVBL2";11;20;0,00118880682569291;6;11;7;13;0,00113595609543391;0,00206818324643185
"O75643-1";"O75643-1";"O75643-1";"U520_HUMAN";"U5 small nuclear ribonucleoprotein 200 kDa helicase";"SNRNP200";10;18;0,000322107654667497;7;8;8;10;NA;NA
"P04040";"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";10;23;0,00120110093802693;9;9;13;10;0,00185343446419537;0,00139770667508093
"P04844-1,P04844-2";"P04844-1,P04844-2";"P04844-[1,2]";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";10;26;0,000566991147689829;10;6;15;11;NA;NA
"P07900-1,P07900-2";"P07900-1,P07900-2";"P07900-[1,2]";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";12;24;0,000700588262184309;10;11;12;12;NA;NA
"P15880";"P15880";"P15880";"RS2_HUMAN";"40S ribosomal protein S2";"RPS2";10;22;0,00206641404889215;9;9;11;11;0,00282078224965623;0,00276536027148265
"P23284";"P23284";"P23284";"PPIB_HUMAN";"Peptidyl-prolyl cis-trans isomerase B";"PPIB";10;33;0,00420457858559306;8;10;14;19;0,00486988585357316;0,00647927635999324
"P27708";"P27708";"P27708";"PYR1_HUMAN";"CAD protein";"CAD";10;18;0,000222640810906174;6;9;8;10;0,000270149687158088;0,000331052322592203
"P27824";"P27824";"P27824";"CALX_HUMAN";"Calnexin";"CANX";10;23;0,00106922330125032;9;7;12;11;0,00152301449474682;0,00136866648571692
"P40227";"P40227";"P40227";"TCPZ_HUMAN";"T-complex protein 1 subunit zeta";"CCT6A";13;30;0,00155485186524242;12;9;18;12;0,00254696209290994;0,00166461337348622
"P43243-1";"P43243-1";"P43243-1";"MATR3_HUMAN";"Matrin-3";"MATR3";19;44;0,00142965600076836;16;17;22;22;NA;NA
"P49411";"P49411";"P49411";"EFTU_HUMAN";"Elongation factor Tu, mitochondrial";"TUFM";10;20;0,00121773796525624;9;9;9;11;0,00149605848599024;0,00179258973350535
"P51659";"P51659";"P51659";"DHB4_HUMAN";"Peroxisomal multifunctional enzyme type 2";"HSD17B4";10;18;0,000673064951448691;9;7;10;8;0,00102086116495711;0,000800642845399622
"P53621-1,P53621-2";"P53621-1,P53621-2";"P53621-[1,2]";"COPA_HUMAN";"Coatomer subunit alpha";"COPA";10;14;0,000163948585668178;6;8;6;8;NA;NA
"P98172";"P98172";"P98172";"EFNB1_HUMAN";"Ephrin-B1";"EFNB1";10;22;0,00174988241712543;8;8;12;10;0,00260585138985583;0,00212887692996431
"Q06323";"Q06323";"Q06323";"PSME1_HUMAN";"Proteasome activator complex subunit 1";"PSME1";10;23;0,00254208913389635;10;9;14;9;0,00422447929466588;0,0026623786184373
"Q06830";"Q06830";"Q06830";"PRDX1_HUMAN";"Peroxiredoxin-1";"PRDX1";10;37;0,00564996249863955;10;8;21;16;0,00853877163966288;0,00672993529253222
"Q08945";"Q08945";"Q08945";"SSRP1_HUMAN";"FACT complex subunit SSRP1";"SSRP1";10;17;0,000659880008817272;6;8;7;10;0,000741816180798169;0,00103891596300092
"Q13435";"Q13435";"Q13435";"SF3B2_HUMAN";"Splicing factor 3B subunit 2";"SF3B2";10;19;0,000584242103107293;6;9;8;11;0,000671601177571782;0,000905307887759125
"Q14978-1,Q14978-2,Q14978-3";"Q14978-1,Q14978-2,Q14978-3";"Q14978-[1-3]";"NOLC1_HUMAN";"Nucleolar and coiled-body phosphoprotein 1";"NOLC1";10;17;0,000223106784097017;8;7;9;8;NA;NA
"Q15758-1";"Q15758-1";"Q15758-1";"AAAT_HUMAN";"Neutral amino acid transporter B(0)";"SLC1A5";10;24;0,00122088922801291;9;9;13;11;NA;NA
"Q8WZ42-2";"Q8WZ42-2";"Q8WZ42-2";"TITIN_HUMAN";"Titin";"TTN";10;16;1,76161373740632e-05;7;5;9;7;NA;NA
"Q9Y4D7-1,Q9Y4D7-2";"Q9Y4D7-1,Q9Y4D7-2";"Q9Y4D7-[1,2]";"PLXD1_HUMAN";"Plexin-D1";"PLXND1";10;22;0,00015726216008452;8;9;9;13;NA;NA
"O15372";"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";9;21;0,00164187056338241;7;9;9;12;0,00192107510132837;0,00251110710602609
"O95202-1";"O95202-1";"O95202-1";"LETM1_HUMAN";"LETM1 and EF-hand domain-containing protein 1, mitochondrial";"LETM1";9;14;0,00052136981354137;6;8;6;8;NA;NA
"P07237";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";9;18;0,000975149220996528;6;8;8;10;0,00118323435812351;0,00144998310584183
"P14923";"P14923";"P14923";"PLAK_HUMAN";"Junction plakoglobin";"JUP";9;18;0,000664933965458035;8;9;8;10;0,000806822891176838;0,000988713312439801
"P22234-1,P22234-2";"P22234-1,P22234-2";"P22234-[1,2]";"PUR6_HUMAN";"Multifunctional protein ADE2";"PAICS";9;21;0,00067992757448307;9;8;10;11;NA;NA
"P25788-1,P25788-2";"P25788-1,P25788-2";"P25788-[1,2]";"PSA3_HUMAN";"Proteasome subunit alpha type-3";"PSMA3";9;15;0,000809437588670321;8;7;8;7;NA;NA
"P26599-1,P26599-2,P26599-3";"P26599-1,P26599-2,P26599-3";"P26599-[1-3]";"PTBP1_HUMAN";"Polypyrimidine tract-binding protein 1";"PTBP1";9;20;0,000435658976734592;7;8;10;10;NA;NA
"P26639";"P26639";"P26639";"SYTC_HUMAN";"Threonine--tRNA ligase, cytoplasmic";"TARS";9;14;0,000532907734726242;6;7;6;8;0,000623530138928158;0,000815038913159228
"P27797";"P27797";"P27797";"CALR_HUMAN";"Calreticulin";"CALR";9;24;0,00158393542531171;8;9;10;14;0,00180180771560775;0,00247296878866838
"P33992";"P33992";"P33992";"MCM5_HUMAN";"DNA replication licensing factor MCM5";"MCM5";9;15;0,000562415763245046;8;5;10;5;0,00102364280300876;0,000501765270958891
"P37268";"P37268";"P37268";"FDFT_HUMAN";"Squalene synthase";"FDFT1";9;15;0,000989959640819817;8;6;9;6;0,00162162694404697;0,00105984376657216
"P40939";"P40939";"P40939";"ECHA_HUMAN";"Trifunctional enzyme subunit alpha, mitochondrial";"HADHA";9;21;0,000757455358205255;8;9;9;12;0,00088626269419081;0,00115846618783903
"P46781";"P46781";"P46781";"RS9_HUMAN";"40S ribosomal protein S9";"RPS9";9;16;0,00226976313524049;6;7;7;9;0,00271107047518506;0,0034171766803654
"P54577";"P54577";"P54577";"SYYC_HUMAN";"Tyrosine--tRNA ligase, cytoplasmic";"YARS";9;12;0,000656748225352965;6;6;6;6;0,000853811156145944;0,000906788677176087
"P62280";"P62280";"P62280";"RS11_HUMAN";"40S ribosomal protein S11";"RPS11";9;17;0,00296110712817371;7;8;8;9;0,00380432312611864;0,0041957738986765
"P62701";"P62701";"P62701";"RS4X_HUMAN";"40S ribosomal protein S4, X isoform";"RPS4X";15;39;0,00408104274744048;14;14;20;19;0,00571371724264966;0,00532138286600205
"P68104,Q5VTE0";"P68104,Q5VTE0";"P68104, Q5VTE0";"EF1A1_HUMAN, EF1A3_HUMAN";"Elongation factor 1-alpha 1, Putative elongation factor 1-alpha-like 3";"EEF1A1, EEF1A1P5";9;75;0,00446767500240112;9;9;35;40;0,00624547049403052;0,00581939107110807
"Q09666-1";"Q09666-1";"Q09666-1";"AHNK_HUMAN";"Neuroblast differentiation-associated protein AHNAK";"AHNAK";9;11;5,13972254945161e-05;6;4;7;4;NA;NA
"Q8WZ42-5";"Q8WZ42-5";"Q8WZ42-5";"TITIN_HUMAN";"Titin";"TTN";9;10;9,38862981716112e-06;4;5;5;5;NA;NA
"Q8WZ42-9";"Q8WZ42-9";"Q8WZ42-9";"TITIN_HUMAN";"Titin";"TTN";9;9;8,51688780988413e-06;3;6;3;6;NA;NA
"Q92499";"Q92499";"Q92499";"DDX1_HUMAN";"ATP-dependent RNA helicase DDX1";"DDX1";9;15;0,000557855635434951;7;6;8;7;0,000812274397198304;0,000696775665455887
"Q9Y262";"Q9Y262";"Q9Y262";"EIF3L_HUMAN";"Eukaryotic translation initiation factor 3 subunit L";"EIF3L";9;23;0,00112230530911381;9;9;11;12;0,00146540638147034;0,00156721578248437
"Q9Y2W1";"Q9Y2W1";"Q9Y2W1";"TR150_HUMAN";"Thyroid hormone receptor-associated protein 3";"THRAP3";9;15;0,000432265099708758;7;6;8;7;0,000629406339190309;0,000539909939724981
"Q9Y3I0";"Q9Y3I0";"Q9Y3I0";"RTCB_HUMAN";"tRNA-splicing ligase RtcB homolog";"RTCB";9;22;0,00119892933925822;7;8;13;9;0,00193417814382368;0,00131273718017997
"Q9Y624";"Q9Y624";"Q9Y624";"JAM1_HUMAN";"Junctional adhesion molecule A";"F11R";9;19;0,00174881833538805;7;7;10;9;0,00251288902143288;0,00221716480264511
"P09622";"P09622";"P09622";"DLDH_HUMAN";"Dihydrolipoyl dehydrogenase, mitochondrial";"DLD";8;20;0,00108137045244758;8;7;10;10;0,00147613716583189;0,00144713441604647
"P16150";"P16150";"P16150";"LEUK_HUMAN";"Leukosialin";"SPN";8;27;0,00185765926599839;7;7;13;14;0,0024418999065774;0,00257806996218678
"P20929";"P20929";"P20929";"NEBU_HUMAN";"Nebulin";"NEB";8;11;4,53935609780627e-05;7;4;7;4;7,88645482360027e-05;4,41800220583387e-05
"P26196";"P26196";"P26196";"DDX6_HUMAN";"Probable ATP-dependent RNA helicase DDX6";"DDX6";8;14;0,000839691167499341;7;4;8;6;0,00124447837251914;0,000998204066991736
"P26583";"P26583";"P26583";"HMGB2_HUMAN";"High mobility group protein B2";"HMGB2";8;17;0,00223854031699256;5;7;8;9;0,00287599547333371;0,00317192476550664
"P32942";"P32942";"P32942";"ICAM3_HUMAN";"Intercellular adhesion molecule 3";"ICAM3";8;21;0,00105656021628996;5;7;9;12;0,00123623114381643;0,00161592267151953
