"";"X";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc"
"32";32;"O00232";"O00232-1";"PSD12_HUMAN";"26S proteasome non-ATPase regulatory subunit 12";"PSMD12";7;18;"7.24657308696304E-4";4;6;9;9;"0";"0";0;"nucleoplasm, extracellular vesicular exosome, cytosol, proteasome regulatory particle";0,000888888888888889
"41";41;"O00560";"O00560-1,O00560-2,O00560-3";"SDCB1_HUMAN";"Syntenin-1";"SDCBP";3;9;"1.8481193107691E-4";3;0;9;0;"0";"0";0;"nucleus, extracellular vesicular exosome, melanosome, cytosol, adherens junction, blood microparticle, interleukin-5 receptor complex, endoplasmic reticulum membrane, cytoskeleton, focal adhesion";0,000444444444444444
"43";43;"O00571";"O00571-2";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";2;2;"4.60864394951824E-4";0;2;0;2;"0";"0";34;"mitochondrial outer membrane, cytoplasmic stress granule, extracellular vesicular exosome, nucleus, nuclear speck";9,87654320987654e-05
"44";44;"O00592";"O00592-1,O00592-2";"PODXL_HUMAN";"Podocalyxin";"PODXL";3;5;"8.22490374267012E-5";3;0;5;0;"0";"0";0;"microvillus membrane, lamellipodium, filopodium, cell body, ruffle, integral component of plasma membrane, apical plasma membrane, slit diaphragm, membrane raft, cytoplasm, extracellular vesicular exosome";0,000246913580246914
"49";49;"O14529";"O14529";"CUX2_HUMAN";"Homeobox protein cut-like 2";"CUX2";2;2;"2.47079207989767E-5";0;2;0;2;"0";"1.03366945349556E-4";0;"extracellular vesicular exosome, nucleus";9,87654320987654e-05
"50";50;"O14578";"O14578-4";"CTRO_HUMAN";"Citron Rho-interacting kinase";"CIT";2;3;"2.71701802964574E-5";0;2;0;3;"0";"0";0;"actin cytoskeleton, ruffle, Golgi cisterna, plasma membrane, neuronal cell body, vacuole";0,000148148148148148
"55";55;"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";16;42;"0.00103079595782469";16;0;42;0;"0.00207202743323421";"0";0;"postsynaptic density, extracellular vesicular exosome, cell surface, nucleus, plasma membrane, integral component of membrane, Golgi-associated vesicle";0,00207407407407407
"58";58;"O14763";"O14763-2";"TR10B_HUMAN";"Tumor necrosis factor receptor superfamily member 10B";"TNFRSF10B";2;2;"8.34453870619987E-5";2;0;2;0;"0";"0";0;"plasma membrane, integral component of membrane";9,87654320987654e-05
"60";60;"O14786";"O14786-1";"NRP1_HUMAN";"Neuropilin-1";"NRP1";2;5;"9.94473735300093E-5";2;0;5;0;"0";"0";0;"extracellular region, cytosol, cell surface, neuronal cell body, neurofilament, plasma membrane, axon, cytoplasmic vesicle, growth cone, semaphorin receptor complex, integral component of membrane";0,000246913580246914
"61";61;"O14795";"O14795";"UN13B_HUMAN";"Protein unc-13 homolog B";"UNC13B";2;2;"2.30772912050782E-5";2;0;2;0;"4.63882110699827E-5";"0";0;"cell junction, cytosol, plasma membrane, Golgi apparatus, neuromuscular junction";9,87654320987654e-05
"63";63;"O14818";"O14818-1";"PSA7_HUMAN";"Proteasome subunit alpha type-7";"PSMA7";5;12;"0.00171312995097329";3;4;4;8;"0";"0";13;"extracellular vesicular exosome, cytosol, proteasome core complex, nucleoplasm, proteasome core complex, alpha-subunit complex";0,000592592592592593
"64";64;"O14828";"O14828-1";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";5;19;"0.00100519227066039";3;4;10;9;"0";"0";0;"extracellular vesicular exosome, integral component of membrane, Golgi membrane";0,000938271604938272
"65";65;"O14924";"O14924-4";"RGS12_HUMAN";"Regulator of G-protein signaling 12";"RGS12";3;3;"3.80607847000132E-5";3;0;3;0;"0";"0";0;"nuclear matrix, cytoplasm, plasma membrane, condensed nuclear chromosome";0,000148148148148148
"66";66;"O14950";"O14950,P19105";"ML12A_HUMAN, ML12B_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B";"MYL12A, MYL12B";5;25;"0.00133804556513409";4;4;10;15;"0.00107585486606913";"0.00335867232046882";0;"myosin II complex, apical part of cell, Z disc, stress fiber, cytosol, extracellular vesicular exosome";0,00123456790123457
"75";75;"O15018";"O15018-2";"PDZD2_HUMAN";"PDZ domain-containing protein 2";"PDZD2";2;2;"1.29327123308487E-5";2;0;2;0;"0";"0";0;"extracellular region, nucleus, cell-cell junction, endoplasmic reticulum";9,87654320987654e-05
"76";76;"O15020";"O15020-2";"SPTN2_HUMAN";"Spectrin beta chain, non-erythrocytic 2";"SPTBN2";2;2;"1.53623306725018E-5";0;2;0;2;"0";"0";0;"cytosol, neuronal cell body, extracellular space, spectrin";9,87654320987654e-05
"77";77;"O15031";"O15031";"PLXB2_HUMAN";"Plexin-B2";"PLXNB2";23;49;"4.89413097131853E-4";23;0;49;0;"9.83780888684652E-4";"0";0;"integral component of plasma membrane, intracellular, extracellular vesicular exosome";0,00241975308641975
"83";83;"O15127";"O15127";"SCAM2_HUMAN";"Secretory carrier-associated membrane protein 2";"SCAMP2";3;6;"3.34796081829296E-4";3;0;6;0;"6.7298155451984E-4";"0";0;"extracellular vesicular exosome, nucleus, Golgi apparatus, transport vesicle, recycling endosome membrane, integral component of membrane, trans-Golgi network membrane";0,000296296296296296
"84";84;"O15143";"O15143";"ARC1B_HUMAN";"Actin-related protein 2/3 complex subunit 1B";"ARPC1B";8;23;"0.00113503671648848";7;4;14;9;"0.00138877824378064";"0.00185810420309808";0;"Arp2/3 protein complex, cytoplasm, extracellular vesicular exosome";0,0011358024691358
"85";85;"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";11;22;"0.00134625224460025";7;6;12;10;"0.00147607287624685";"0.00256005467982401";0;"focal adhesion, extracellular vesicular exosome, endosome, cell leading edge, cell projection, cytosol, Arp2/3 protein complex, plasma membrane, Golgi apparatus";0,00108641975308642
"86";86;"O15145";"O15145";"ARPC3_HUMAN";"Actin-related protein 2/3 complex subunit 3";"ARPC3";4;16;"0.00165015596886649";4;3;9;7;"0.00186582245593001";"0.00302028922900586";0;"extracellular vesicular exosome, lamellipodium, cytosol, Arp2/3 protein complex";0,000790123456790123
"87";87;"O15230";"O15230";"LAMA5_HUMAN";"Laminin subunit alpha-5";"LAMA5";4;5;"2.4841657853369E-5";2;2;3;2;"2.9960883820978E-5";"4.15705766683196E-5";0;"laminin-10 complex, laminin-5 complex, laminin-1 complex, extracellular space, extracellular vesicular exosome, laminin-11 complex";0,000246913580246914
"94";94;"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";9;35;"0.00182536784198122";9;6;21;14;"0.00220152914781135";"0.00305461069751729";0;"cytosol, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, extracellular vesicular exosome, eukaryotic translation initiation factor 3 complex";0,0017283950617284
"95";95;"O15394";"O15394";"NCAM2_HUMAN";"Neural cell adhesion molecule 2";"NCAM2";5;6;"1.31598459882722E-4";5;0;6;0;"2.6452918929155E-4";"0";0;"plasma membrane, axon, integral component of membrane";0,000296296296296296
"97";97;"O15427";"O15427";"MOT4_HUMAN";"Monocarboxylate transporter 4";"SLC16A3";7;20;"7.89590759296332E-4";7;0;20;0;"0.0015871751357493";"0";0;"actin cytoskeleton, nuclear membrane, integral component of plasma membrane";0,000987654320987654
"98";98;"O15511";"O15511-1";"ARPC5_HUMAN";"Actin-related protein 2/3 complex subunit 5";"ARPC5";4;10;"0.00121576060620131";4;2;8;2;"0";"0";0;"Arp2/3 protein complex, cytosol, cell projection, extracellular vesicular exosome";0,000493827160493827
"102";102;"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";3;6;"2.06656493286751E-4";3;0;6;0;"4.15405124647331E-4";"0";0;"extracellular vesicular exosome, cytosol";0,000296296296296296
"103";103;"O43184";"O43184-1";"ADA12_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 12";"ADAM12";2;2;"4.03916064986572E-5";2;0;2;0;"0";"0";0;"plasma membrane, mitochondrion, extracellular region, nucleus, integral component of membrane";9,87654320987654e-05
"104";104;"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";10;23;"7.9069973508186E-4";6;8;10;13;"6.91045354048151E-4";"0.00186970285605125";0;"extracellular vesicular exosome, nucleoplasm, proteasome accessory complex, cytosol";0,0011358024691358
"105";105;"O43278";"O43278-1";"SPIT1_HUMAN";"Kunitz-type protease inhibitor 1";"SPINT1";8;11;"3.8173504100196E-4";8;0;11;0;"0";"0";0;"membrane, extracellular region";0,00054320987654321
"117";117;"O43699";"O43699-1,O43699-3";"SIGL6_HUMAN";"Sialic acid-binding Ig-like lectin 6";"SIGLEC6";3;7;"1.41838737390152E-4";3;0;7;0;"0";"0";0;"extracellular region, integral component of plasma membrane";0,000345679012345679
"118";118;"O43707";"O43707";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";6;9;"2.86629937151238E-4";3;4;4;5;"2.59244412952246E-4";"6.67412718395394E-4";7;"platelet alpha granule lumen, protein complex, nucleus, neuron projection, Z disc, extracellular vesicular exosome, cell-cell junction, stress fiber, cortical cytoskeleton, ribonucleoprotein complex, perinuclear region of cytoplasm, pseudopodium";0,000444444444444444
"121";121;"O43776";"O43776";"SYNC_HUMAN";"Asparagine--tRNA ligase, cytoplasmic";"NARS";11;35;"0.00117249905178356";11;6;20;15;"0.00134678182139311";"0.00210223468233724";0;"mitochondrion, extracellular vesicular exosome, cytosol";0,0017283950617284
"124";124;"O60241";"O60241-4";"BAI2_HUMAN";"Brain-specific angiogenesis inhibitor 2";"BAI2";2;2;"2.8955812545173E-5";0;2;0;2;"0";"0";1;"plasma membrane, integral component of membrane";9,87654320987654e-05
"127";127;"O60271";"O60271-2";"JIP4_HUMAN";"C-Jun-amino-terminal kinase-interacting protein 4";"SPAG9";3;3;"4.16911093572439E-5";3;0;3;0;"0";"0";0;"perinuclear region of cytoplasm, acrosomal vesicle, integral component of membrane, cytosol, extracellular vesicular exosome";0,000148148148148148
"128";128;"O60312";"O60312";"AT10A_HUMAN";"Probable phospholipid-transporting ATPase VA";"ATP10A";2;2;"2.44936426332751E-5";2;0;2;0;"4.9235252710035E-5";"0";0;"endoplasmic reticulum, plasma membrane, integral component of membrane, endoplasmic reticulum membrane";9,87654320987654e-05
"133";133;"O60437";"O60437";"PEPL_HUMAN";"Periplakin";"PPL";3;3;"3.13633003763776E-5";0;3;0;3;"0";"1.31210091790525E-4";0;"mitochondrion, desmosome, cytoskeleton, plasma membrane, extracellular vesicular exosome, nucleus";0,000148148148148148
"134";134;"O60488";"O60488-1,O60488-2";"ACSL4_HUMAN";"Long-chain-fatty-acid--CoA ligase 4";"ACSL4";6;11;"1.80522151905612E-4";6;1;9;2;"0";"0";5;"peroxisomal membrane, neuronal cell body, endoplasmic reticulum membrane, extracellular vesicular exosome, mitochondrial outer membrane, integral component of membrane, lipid particle";0,00054320987654321
"139";139;"O60669";"O60669";"MOT2_HUMAN";"Monocarboxylate transporter 2";"SLC16A7";1;1;"3.84058266812546E-5";1;0;1;0;"7.7200464238852E-5";"0";0;"integral component of plasma membrane";4,93827160493827e-05
"147";147;"O60884";"O60884";"DNJA2_HUMAN";"DnaJ homolog subfamily A member 2";"DNAJA2";3;3;"1.33674649176988E-4";3;0;3;0;"2.68702586695422E-4";"0";0;"membrane, extracellular vesicular exosome";0,000148148148148148
"151";151;"O75038";"O75038-3";"PLCH2_HUMAN";"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2";"PLCH2";3;4;"5.1858715123276E-5";3;0;4;0;"0";"0";0;"plasma membrane, cytoplasm";0,000197530864197531
"152";152;"O75106";"O75106-2";"AOC2_HUMAN";"Retina-specific copper amine oxidase";"AOC2";2;2;"4.85660982900521E-5";2;0;2;0;"0";"0";0;"plasma membrane, cytoplasm";9,87654320987654e-05
"153";153;"O75144";"O75144-1,O75144-2";"ICOSL_HUMAN";"ICOS ligand";"ICOSLG";6;13;"3.95122197015424E-4";6;0;13;0;"0";"0";0;"plasma membrane, integral component of membrane, external side of plasma membrane, integral component of plasma membrane";0,000641975308641975
"154";154;"O75150";"O75150-1";"BRE1B_HUMAN";"E3 ubiquitin-protein ligase BRE1B";"RNF40";3;3;"5.50189365243947E-5";3;0;3;0;"0";"0";0;"neuron projection, HULC complex, cytoplasm, nucleus, plasma membrane";0,000148148148148148
"158";158;"O75197";"O75197";"LRP5_HUMAN";"Low-density lipoprotein receptor-related protein 5";"LRP5";3;5;"5.68358673487298E-5";0;3;0;5;"0";"2.37775976454243E-4";0;"endoplasmic reticulum, integral component of membrane, plasma membrane, receptor complex";0,000246913580246914
"159";159;"O75309";"O75309-1";"CAD16_HUMAN";"Cadherin-16";"CDH16";1;1;"2.95263130738073E-5";0;1;0;1;"0";"0";1;"plasma membrane, integral component of membrane";4,93827160493827e-05
"160";160;"O75323";"O75323-1";"NIPS2_HUMAN";"Protein NipSnap homolog 2";"GBAS";3;3;"1.92566277835382E-4";3;0;3;0;"0";"0";0;"integral component of plasma membrane, mitochondrion";0,000148148148148148
"161";161;"O75334";"O75334-1";"LIPA2_HUMAN";"Liprin-alpha-2";"PPFIA2";2;2;"2.92092046995063E-5";0;2;0;2;"0";"0";0;"cytoplasm, synapse, cell surface, extracellular vesicular exosome";9,87654320987654e-05
"164";164;"O75369";"O75369-8";"FLNB_HUMAN";"Filamin-B";"FLNB";1;1;"2.412369345507E-5";1;0;1;0;"0";"0";29;"extracellular vesicular exosome, cell cortex, cytosol, plasma membrane, focal adhesion, actin cytoskeleton, integral component of membrane, Z disc, stress fiber";4,93827160493827e-05
"165";165;"O75369";"O75369-7";"FLNB_HUMAN";"Filamin-B";"FLNB";5;6;"1.41309834943961E-4";3;2;4;2;"0";"0";26;"extracellular vesicular exosome, cell cortex, cytosol, plasma membrane, focal adhesion, actin cytoskeleton, integral component of membrane, Z disc, stress fiber";0,000296296296296296
"166";166;"O75369";"O75369-4";"FLNB_HUMAN";"Filamin-B";"FLNB";1;1;"2.23794575268588E-5";1;0;1;0;"0";"0";26;"extracellular vesicular exosome, cell cortex, cytosol, plasma membrane, focal adhesion, actin cytoskeleton, integral component of membrane, Z disc, stress fiber";4,93827160493827e-05
"167";167;"O75369";"O75369-9";"FLNB_HUMAN";"Filamin-B";"FLNB";1;1;"2.412369345507E-5";1;0;1;0;"0";"0";29;"extracellular vesicular exosome, cell cortex, cytosol, plasma membrane, focal adhesion, actin cytoskeleton, integral component of membrane, Z disc, stress fiber";4,93827160493827e-05
"168";168;"O75369";"O75369-1";"FLNB_HUMAN";"Filamin-B";"FLNB";1;1;"2.412369345507E-5";0;1;0;1;"0";"0";29;"extracellular vesicular exosome, cell cortex, cytosol, plasma membrane, focal adhesion, actin cytoskeleton, integral component of membrane, Z disc, stress fiber";4,93827160493827e-05
"169";169;"O75369";"O75369-5";"FLNB_HUMAN";"Filamin-B";"FLNB";1;1;"2.23794575268588E-5";0;1;0;1;"0";"0";26;"extracellular vesicular exosome, cell cortex, cytosol, plasma membrane, focal adhesion, actin cytoskeleton, integral component of membrane, Z disc, stress fiber";4,93827160493827e-05
"170";170;"O75390";"O75390";"CISY_HUMAN";"Citrate synthase, mitochondrial";"CS";7;15;"5.90922268893982E-4";7;1;13;2;"0.00102944996733954";"3.29620774226268E-4";0;"mitochondrial matrix, extracellular vesicular exosome";0,000740740740740741
"173";173;"O75473";"O75473-1";"LGR5_HUMAN";"Leucine-rich repeat-containing G-protein coupled receptor 5";"LGR5";3;5;"1.01201682214111E-4";0;3;0;5;"0";"0";0;"integral component of plasma membrane, trans-Golgi network membrane, Golgi apparatus";0,000246913580246914
"178";178;"O75581";"O75581";"LRP6_HUMAN";"Low-density lipoprotein receptor-related protein 6";"LRP6";3;3;"3.41438037575444E-5";3;0;3;0;"6.86332707492336E-5";"0";0;"plasma membrane, endoplasmic reticulum, cell surface, receptor complex, neuronal cell body, early endosome, synapse, cytoplasmic vesicle, integral component of membrane";0,000148148148148148
"185";185;"O75828";"O75828";"CBR3_HUMAN";"Carbonyl reductase [NADPH] 3";"CBR3";1;1;"8.83657528454378E-5";0;1;0;1;"0";"3.69682986256175E-4";2;"cytosol, extracellular space, nucleus";4,93827160493827e-05
"187";187;"O75923";"O75923-13";"DYSF_HUMAN";"Dysferlin";"DYSF";1;1;"1.17679392010511E-5";0;1;0;1;"0";"0";1;"lamellipodium, T-tubule, integral component of membrane, extracellular vesicular exosome, cytoplasmic vesicle membrane";4,93827160493827e-05
"188";188;"O75923";"O75923-7";"DYSF_HUMAN";"Dysferlin";"DYSF";3;3;"2.6477863202365E-5";0;3;0;3;"0";"0";0;"lamellipodium, T-tubule, integral component of membrane, extracellular vesicular exosome, cytoplasmic vesicle membrane";0,000148148148148148
"189";189;"O75923";"O75923-10";"DYSF_HUMAN";"Dysferlin";"DYSF";1;1;"1.17679392010511E-5";0;1;0;1;"0";"0";1;"lamellipodium, T-tubule, integral component of membrane, extracellular vesicular exosome, cytoplasmic vesicle membrane";4,93827160493827e-05
"190";190;"O75923";"O75923-4";"DYSF_HUMAN";"Dysferlin";"DYSF";1;1;"1.17679392010511E-5";0;1;0;1;"0";"0";1;"lamellipodium, T-tubule, integral component of membrane, extracellular vesicular exosome, cytoplasmic vesicle membrane";4,93827160493827e-05
"193";193;"O75955";"O75955";"FLOT1_HUMAN";"Flotillin-1";"FLOT1";2;2;"8.59858789397645E-5";2;0;2;0;"1.72842257171762E-4";"0";0;"flotillin complex, melanosome, integral component of membrane, sarcolemma, extracellular vesicular exosome, endosome, lysosomal membrane, caveola, centriolar satellite";9,87654320987654e-05
"195";195;"O75970";"O75970-1";"MPDZ_HUMAN";"Multiple PDZ domain protein";"MPDZ";3;3;"2.66057755849851E-5";3;0;3;0;"0";"0";0;"postsynaptic membrane, cytoplasmic vesicle, apicolateral plasma membrane, postsynaptic density, dendrite, tight junction, cytoplasm, Schmidt-Lanterman incisure, apical plasma membrane";0,000148148148148148
"201";201;"O76094";"O76094";"SRP72_HUMAN";"Signal recognition particle 72 kDa protein";"SRP72";4;9;"2.46232289691144E-4";2;3;4;5;"2.19981054582243E-4";"5.7229240234516E-4";0;"endoplasmic reticulum, cytosol, signal recognition particle, endoplasmic reticulum targeting, plasma membrane, nucleolus";0,000444444444444444
"204";204;"O94804";"O94804";"STK10_HUMAN";"Serine/threonine-protein kinase 10";"STK10";7;18;"3.59334202659324E-4";6;3;10;8;"4.15873274675108E-4";"6.34724300782814E-4";1;"extracellular vesicular exosome, cytoplasm, plasma membrane";0,000888888888888889
"206";206;"O94856";"O94856-1";"NFASC_HUMAN";"Neurofascin";"NFASC";2;2;"2.72575874590048E-5";0;2;0;2;"0";"0";0;"node of Ranvier, paranodal junction, intracellular, paranode region of axon, integral component of membrane, plasma membrane, axon initial segment";9,87654320987654e-05
"207";207;"O94856";"O94856-6";"NFASC_HUMAN";"Neurofascin";"NFASC";2;2;"2.72575874590048E-5";2;0;2;0;"0";"0";0;"node of Ranvier, paranodal junction, intracellular, paranode region of axon, integral component of membrane, plasma membrane, axon initial segment";9,87654320987654e-05
"209";209;"O94905";"O94905-1";"ERLN2_HUMAN";"Erlin-2";"ERLIN2";5;10;"5.41533485358104E-4";5;0;10;0;"0";"0";0;"integral component of membrane, plasma membrane, endoplasmic reticulum membrane, protein complex";0,000493827160493827
"215";215;"O95197";"O95197-1";"RTN3_HUMAN";"Reticulon-3";"RTN3";2;2;"1.16219802652241E-4";2;0;2;0;"0";"0";8;"endoplasmic reticulum membrane, extracellular space, Golgi membrane, integral component of membrane, endoplasmic reticulum";9,87654320987654e-05
"216";216;"O95197";"O95197-3";"RTN3_HUMAN";"Reticulon-3";"RTN3";1;1;"5.81099013261205E-5";0;1;0;1;"0";"0";8;"endoplasmic reticulum membrane, extracellular space, Golgi membrane, integral component of membrane, endoplasmic reticulum";4,93827160493827e-05
"218";218;"O95255";"O95255";"MRP6_HUMAN";"Multidrug resistance-associated protein 6";"ABCC6";1;1;"3.78641077686514E-5";1;0;1;0;"3.95561778398376E-5";"0";25;"plasma membrane, integral component of membrane, lateral plasma membrane, apical plasma membrane, basolateral plasma membrane";4,93827160493827e-05
"219";219;"O95294";"O95294-1";"RASL1_HUMAN";"RasGAP-activating-like protein 1";"RASAL1";2;2;"4.56666297354222E-5";0;2;0;2;"0";"0";0;"cytoplasm, intrinsic component of the cytoplasmic side of the plasma membrane";9,87654320987654e-05
"220";220;"O95297";"O95297-1,O95297-2";"MPZL1_HUMAN";"Myelin protein zero-like protein 1";"MPZL1";1;1;"1.13742163281535E-4";1;0;1;0;"0";"0";7;"integral component of plasma membrane";4,93827160493827e-05
"221";221;"O95297";"O95297-3";"MPZL1_HUMAN";"Myelin protein zero-like protein 1";"MPZL1";1;2;"4.54968653126139E-4";1;0;2;0;"0";"0";7;"integral component of plasma membrane";9,87654320987654e-05
"222";222;"O95347";"O95347-1";"SMC2_HUMAN";"Structural maintenance of chromosomes protein 2";"SMC2";7;11;"1.68703288797023E-4";0;7;0;11;"0";"0";0;"extracellular vesicular exosome, cytosol, condensin complex, nuclear chromosome";0,00054320987654321
"225";225;"O95436";"O95436-2";"NPT2B_HUMAN";"Sodium-dependent phosphate transport protein 2B";"SLC34A2";3;3;"7.98173267549553E-5";0;3;0;3;"0";"0";0;"apical plasma membrane, microvillus membrane, brush border membrane, integral component of plasma membrane";0,000148148148148148
"226";226;"O95466";"O95466-1,O95466-2,O95466-3";"FMNL_HUMAN";"Formin-like protein 1";"FMNL1";1;2;"1.11260516082665E-5";1;0;2;0;"0";"0";0;"plasma membrane, bleb, phagocytic vesicle, cytosol, extracellular vesicular exosome, cell cortex";9,87654320987654e-05
"227";227;"O95477";"O95477";"ABCA1_HUMAN";"ATP-binding cassette sub-family A member 1";"ABCA1";4;5;"4.05970481062355E-5";4;0;5;0;"8.16050904603522E-5";"0";0;"cell surface, phagocytic vesicle, integral component of plasma membrane, membrane raft, Golgi apparatus";0,000246913580246914
"235";235;"O95716";"O95716,P20337";"RAB3B_HUMAN, RAB3D_HUMAN";"Ras-related protein Rab-3B, Ras-related protein Rab-3D";"RAB3B, RAB3D";1;1;"6.05413006081472E-5";1;0;1;0;"1.26376102418395E-4";"0";4;"plasma membrane, zymogen granule, extracellular vesicular exosome, mitochondrion, transport vesicle";4,93827160493827e-05
"239";239;"O95782";"O95782-1,O95782-2";"AP2A1_HUMAN";"AP-2 complex subunit alpha-1";"AP2A1";3;3;"3.38222858511274E-5";2;1;2;1;"0";"0";1;"clathrin coat of trans-Golgi network vesicle, cytosol, AP-2 adaptor complex, apical plasma membrane, basolateral plasma membrane";0,000148148148148148
"240";240;"O95793";"O95793-1";"STAU1_HUMAN";"Double-stranded RNA-binding protein Staufen homolog 1";"STAU1";4;4;"1.27265061723672E-4";4;0;4;0;"0";"0";0;"neuronal cell body, extracellular vesicular exosome, cytoplasmic stress granule, rough endoplasmic reticulum, neuron projection, microtubule associated complex";0,000197530864197531
"242";242;"O95864";"O95864-1";"FADS2_HUMAN";"Fatty acid desaturase 2";"FADS2";3;3;"1.24040440227295E-4";3;0;3;0;"0";"0";0;"integral component of plasma membrane, endoplasmic reticulum membrane";0,000148148148148148
"243";243;"O95970";"O95970-1";"LGI1_HUMAN";"Leucine-rich glioma-inactivated protein 1";"LGI1";2;2;"6.5917361413428E-5";0;2;0;2;"0";"0";0;"synapse, extracellular region, extracellular space, cell junction";9,87654320987654e-05
"245";245;"O96014";"O96014";"WNT11_HUMAN";"Protein Wnt-11";"WNT11";2;3;"1.55576145369828E-4";0;2;0;3;"0";"6.50861359277292E-4";0;"cytoplasm, extracellular space, proteinaceous extracellular matrix";0,000148148148148148
"248";248;"P00338";"P00338-5";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";1;1;"1.22512371439514E-4";1;0;1;0;"0";"0";16;"extracellular vesicular exosome, cilium, mitochondrion, cytosol";4,93827160493827e-05
"249";249;"P00338";"P00338-1";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";3;9;"0.00110261134295563";2;2;4;5;"0";"0";16;"extracellular vesicular exosome, cilium, mitochondrion, cytosol";0,000444444444444444
"252";252;"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";7;15;"6.4039483094092E-4";7;0;15;0;"0.00128727285719202";"0";0;"mitochondrial matrix, extracellular vesicular exosome, mitochondrial inner membrane, plasma membrane";0,000740740740740741
"253";253;"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";19;67;"0.00380456210583372";19;8;45;22;"0.00491421782617006";"0.00570947446579457";20;"extracellular vesicular exosome, cytosol";0,00330864197530864
