"";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5134-1.id.csv";"peptide.count.P5134-2.id.csv";"spectra.count.P5134-1.id.csv";"spectra.count.P5134-2.id.csv";"dNSAF.P5134-1.id.csv";"dNSAF.P5134-2.id.csv";"Go.Cc"
"24";"O00203";"O00203-1";"AP3B1_HUMAN";"AP-3 complex subunit beta-1";"AP3B1";2;2;5,03123912519029e-05;NA;2;NA;2;NA;NA;"Golgi apparatus, AP-3 adaptor complex, clathrin-coated vesicle membrane, lysosomal membrane"
"25";"O00231";"O00231-1,O00231-2";"PSD11_HUMAN";"26S proteasome non-ATPase regulatory subunit 11";"PSMD11";6;11;0,000358684429102725;4;5;5;6;NA;NA;"nucleus, nucleoplasm, extracellular vesicular exosome, proteasome accessory complex, cytosol, proteasome complex"
"26";"O00232";"O00232-1";"PSD12_HUMAN";"26S proteasome non-ATPase regulatory subunit 12";"PSMD12";4;9;0,000543175223976136;4;2;6;3;NA;NA;"nucleoplasm, proteasome regulatory particle, extracellular vesicular exosome, proteasome accessory complex, cytosol"
"27";"O00264";"O00264";"PGRC1_HUMAN";"Membrane-associated progesterone receptor component 1";"PGRMC1";2;2;0,000282265415536317;NA;2;NA;2;NA;0,000755478377197592;"integral component of membrane, nucleolus, endoplasmic reticulum membrane, endoplasmic reticulum, extracellular vesicular exosome"
"28";"O00267";"O00267-2";"SPT5H_HUMAN";"Transcription elongation factor SPT5";"SUPT5H";2;2;5,06363900916116e-05;NA;2;NA;2;NA;NA;"nucleus, DSIF complex, nucleoplasm"
"29";"O00303";"O00303";"EIF3F_HUMAN";"Eukaryotic translation initiation factor 3 subunit F";"EIF3F";5;13;0,00100216082406802;4;4;5;8;0,00105231627088016;0,00165062502580986;"eukaryotic 43S preinitiation complex, cytosol, eukaryotic translation initiation factor 3 complex, eukaryotic 48S preinitiation complex"
"30";"O00410";"O00410-3";"IPO5_HUMAN";"Importin-5";"IPO5";7;11;0,000275961402153783;6;4;6;5;NA;NA;"intracellular membrane-bounded organelle, nuclear pore, nuclear membrane, Golgi apparatus, nucleus, cytoplasm"
"31";"O00483";"O00483";"NDUA4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4";"NDUFA4";3;6;0,00203858355665118;2;3;3;3;0,00278279191632752;0,00272811636210241;"mitochondrial respiratory chain complex IV, extracellular vesicular exosome, mitochondrion, mitochondrial respiratory chain complex I, mitochondrial inner membrane"
"32";"O00487";"O00487";"PSDE_HUMAN";"26S proteasome non-ATPase regulatory subunit 14";"PSMD14";5;8;0,000710216206833314;4;3;5;3;0,00121186099582005;0,000712830404291276;"cytosol, proteasome complex, proteasome regulatory particle, lid subcomplex, nucleoplasm, extracellular vesicular exosome, proteasome accessory complex, nucleus"
"33";"O00560";"O00560-1,O00560-2,O00560-3";"SDCB1_HUMAN";"Syntenin-1";"SDCBP";3;9;0,000277055818940848;3;3;5;4;NA;NA;"cytoskeleton, plasma membrane, nucleus, focal adhesion, interleukin-5 receptor complex, endoplasmic reticulum membrane, melanosome, cytosol, extracellular space, adherens junction, membrane, extracellular vesicular exosome, cytoplasm, blood microparticle"
"34";"O00567";"O00567";"NOP56_HUMAN";"Nucleolar protein 56";"NOP56";5;7;0,000324320111285415;2;5;2;5;0,000252981083302502;0,000620026445932367;"box C/D snoRNP complex, pre-snoRNP complex, nucleoplasm, nucleolus, small nucleolar ribonucleoprotein complex, cytoplasm"
"35";"O00592";"O00592-1,O00592-2";"PODXL_HUMAN";"Podocalyxin";"PODXL";3;5;0,00012330142479745;2;3;2;3;NA;NA;"lamellipodium, plasma membrane, cytoplasm, cell body, ruffle, microvillus membrane, integral component of plasma membrane, slit diaphragm, filopodium, extracellular vesicular exosome, membrane raft, extracellular space, apical plasma membrane"
"36";"O00763";"O00763-1";"ACACB_HUMAN";"Acetyl-CoA carboxylase 2";"ACACB";1;1;2,46321935038812e-05;0;1;0;1;NA;NA;"endomembrane system, cytosol, mitochondrial outer membrane"
"37";"O00763";"O00763-2";"ACACB_HUMAN";"Acetyl-CoA carboxylase 2";"ACACB";1;1;2,46321935038812e-05;1;0;1;0;NA;NA;"endomembrane system, cytosol, mitochondrial outer membrane"
"38";"O14646";"O14646-1";"CHD1_HUMAN";"Chromodomain-helicase-DNA-binding protein 1";"CHD1";3;3;5,31104663443333e-05;3;NA;3;NA;NA;NA;"nucleus, cytoplasm"
"39";"O14647";"O14647-1";"CHD2_HUMAN";"Chromodomain-helicase-DNA-binding protein 2";"CHD2";2;2;3,01103698192461e-05;NA;2;NA;2;NA;NA;"nucleus, extracellular vesicular exosome"
"40";"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";16;42;0,00154528994200698;13;15;21;21;0,00210941579753704;0,00206797055790384;"Golgi-associated vesicle, extracellular vesicular exosome, postsynaptic density, cell surface, cytoplasm, Golgi apparatus, nucleus, plasma membrane, tetraspanin-enriched microdomain, integral component of membrane, perinuclear endoplasmic reticulum"
"41";"O14686";"O14686-3";"KMT2D_HUMAN";"Histone-lysine N-methyltransferase 2D";"KMT2D";3;3;1,49110771255866e-05;NA;3;NA;3;NA;NA;"nucleus, histone methyltransferase complex"
"42";"O14744";"O14744-1,O14744-2";"ANM5_HUMAN";"Protein arginine N-methyltransferase 5";"PRMT5";2;2;4,32038901331098e-05;2;NA;2;NA;NA;NA;"nucleus, cytoplasm, methylosome, cytosol"
"43";"O14763";"O14763-2";"TR10B_HUMAN";"Tumor necrosis factor receptor superfamily member 10B";"TNFRSF10B";2;2;0,000125094900067231;NA;2;NA;2;NA;NA;"integral component of membrane, plasma membrane"
"44";"O14786";"O14786-1";"NRP1_HUMAN";"Neuropilin-1";"NRP1";2;5;0,00014908384623397;2;2;2;3;NA;NA;"growth cone, cytosol, cell surface, neurofilament, plasma membrane, cytoplasmic vesicle, receptor complex, early endosome, semaphorin receptor complex, neuronal cell body, axon, integral component of membrane, sorting endosome, extracellular space"
"45";"O14795";"O14795";"UN13B_HUMAN";"Protein unc-13 homolog B";"UNC13B";2;2;3,45956983215473e-05;NA;2;NA;2;NA;9,25947728180581e-05;"Golgi apparatus, neuromuscular junction, plasma membrane, cell junction, cytoplasm, cytosol"
"46";"O14818";"O14818-1";"PSA7_HUMAN";"Proteasome subunit alpha type-7";"PSMA7";5;12;0,00133165538781246;4;4;6;6;NA;NA;"extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, proteasome complex, nucleoplasm, nucleus, cytosol, proteasome core complex"
"47";"O14828";"O14828-1,O14828-2";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";3;10;0,000396554438253471;3;3;5;5;NA;NA;"integral component of membrane, extracellular vesicular exosome, Golgi membrane"
"48";"O14924";"O14924-4";"RGS12_HUMAN";"Regulator of G-protein signaling 12";"RGS12";3;3;5,70577982338443e-05;3;NA;3;NA;NA;NA;"plasma membrane, nucleus, cytoplasm, nucleolus, nuclear matrix, condensed nuclear chromosome"
"49";"O14950";"O14950,P19105";"ML12A_HUMAN, ML12B_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B";"MYL12A, MYL12B";4;10;0,000802357959614895;4;4;4;6;0,000876214364324701;0,00128849810688219;"Z disc, apical part of cell, extracellular vesicular exosome, cytosol, myosin II complex, stress fiber"
"50";"O14979";"O14979-1,O14979-2,O14979-3";"HNRDL_HUMAN";"Heterogeneous nuclear ribonucleoprotein D-like";"HNRNPDL";5;18;0,0004432634414147;5;5;10;8;NA;NA;"nucleus, cytoplasm, spliceosomal complex, extracellular vesicular exosome"
"51";"O14980";"O14980";"XPO1_HUMAN";"Exportin-1";"XPO1";6;9;0,000231267882477235;5;3;5;4;0,000350772090293385;0,000275104170968311;"kinetochore, annulate lamellae, Cajal body, cytoplasm, nucleolus, ribonucleoprotein complex, nuclear envelope, nuclear membrane, cytosol, nucleoplasm, nucleus, intracellular membrane-bounded organelle"
"52";"O14981";"O14981";"BTAF1_HUMAN";"TATA-binding protein-associated factor 172";"BTAF1";3;6;8,93051747370176e-05;NA;3;NA;6;NA;0,000239023715879173;"nucleus"
"53";"O14983";"O14983-1";"AT2A1_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 1";"ATP2A1";1;1;4,12400769452411e-05;1;0;1;0;NA;NA;"endoplasmic reticulum membrane, H zone, membrane, endoplasmic reticulum-Golgi intermediate compartment, platelet dense tubular network membrane, perinuclear region of cytoplasm, calcium channel complex, I band, sarcoplasmic reticulum, sarcoplasmic reticulum membrane, integral component of membrane"
"54";"O14983";"O14983-2";"AT2A1_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 1";"ATP2A1";3;5;0,000206200384726206;3;1;4;1;NA;NA;"endoplasmic reticulum membrane, H zone, membrane, endoplasmic reticulum-Golgi intermediate compartment, platelet dense tubular network membrane, perinuclear region of cytoplasm, calcium channel complex, I band, sarcoplasmic reticulum, sarcoplasmic reticulum membrane, integral component of membrane"
"55";"O15013";"O15013-6";"ARHGA_HUMAN";"Rho guanine nucleotide exchange factor 10";"ARHGEF10";2;2;4,02058115628794e-05;NA;2;NA;2;NA;NA;"cytosol, centrosome"
"56";"O15018";"O15018-2";"PDZD2_HUMAN";"PDZ domain-containing protein 2";"PDZD2";2;2;1,93877266747382e-05;NA;2;NA;2;NA;NA;"extracellular region, cell-cell junction, cytoplasm, endoplasmic reticulum, nucleus"
"57";"O15031";"O15031";"PLXB2_HUMAN";"Plexin-B2";"PLXNB2";23;49;0,000733690436738169;17;21;22;27;0,000899335363600951;0,00108204397604606;"extracellular vesicular exosome, integral component of plasma membrane, intracellular"
"58";"O15085";"O15085-2";"ARHGB_HUMAN";"Rho guanine nucleotide exchange factor 11";"ARHGEF11";2;2;3,61640972599092e-05;NA;2;NA;2;NA;NA;"intracellular, membrane, cytosol, cytoplasm"
"59";"O15090";"O15090";"ZN536_HUMAN";"Zinc finger protein 536";"ZNF536";3;3;6,35097184956713e-05;NA;3;NA;3;NA;0,000169982634869458;"nucleus"
"60";"O15126";"O15126-1";"SCAM1_HUMAN";"Secretory carrier-associated membrane protein 1";"SCAMP1";2;4;0,000325690864080366;2;2;2;2;NA;NA;"trans-Golgi network, integral component of membrane, recycling endosome membrane"
"61";"O15127";"O15127";"SCAM2_HUMAN";"Secretory carrier-associated membrane protein 2";"SCAMP2";3;6;0,000501900510908041;2;3;2;4;0,00045675004097777;0,000895551875705352;"transport vesicle, nucleus, trans-Golgi network membrane, integral component of membrane, recycling endosome membrane, intracellular membrane-bounded organelle, Golgi apparatus, extracellular vesicular exosome"
"62";"O15143";"O15143";"ARC1B_HUMAN";"Actin-related protein 2/3 complex subunit 1B";"ARPC1B";7;14;0,00103573196829858;5;6;6;8;0,00121186099582005;0,00158406756509172;"Arp2/3 protein complex, actin cytoskeleton, extracellular vesicular exosome, cytoplasm"
"63";"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";7;12;0,00110083512059164;4;6;5;7;0,00125225636234738;0,00171871330812452;"cytosol, actin cytoskeleton, Arp2/3 protein complex, plasma membrane, Golgi apparatus, endosome, neuron projection, cytoplasm, focal adhesion, cell leading edge, extracellular vesicular exosome, synapse"
"64";"O15145";"O15145";"ARPC3_HUMAN";"Actin-related protein 2/3 complex subunit 3";"ARPC3";4;9;0,00139150506816359;4;4;4;5;0,00168843554473805;0,00206907701620127;"lamellipodium, Arp2/3 protein complex, cytosol, actin cytoskeleton, extracellular vesicular exosome"
"65";"O15230";"O15230";"LAMA5_HUMAN";"Laminin subunit alpha-5";"LAMA5";2;3;2,23444205803444e-05;NA;2;NA;3;NA;5,9804445285601e-05;"extracellular space, basal lamina, laminin-10 complex, extracellular vesicular exosome, laminin-11 complex, nucleus, extracellular region, laminin-1 complex, basement membrane, laminin-5 complex"
"66";"O15258";"O15258";"RER1_HUMAN";"Protein RER1";"RER1";2;2;0,000280825285865213;NA;2;NA;2;NA;0,000751623895681278;"integral component of Golgi membrane, Golgi apparatus"
"67";"O15269";"O15269-1";"SPTC1_HUMAN";"Serine palmitoyltransferase 1";"SPTLC1";7;15;0,000872755116748126;6;5;8;7;NA;NA;"serine C-palmitoyltransferase complex, integral component of membrane, SPOTS complex, endoplasmic reticulum membrane"
"68";"O15270";"O15270";"SPTC2_HUMAN";"Serine palmitoyltransferase 2";"SPTLC2";3;6;0,000293817203004885;2;3;2;4;0,000267385700145349;0,000524264354283026;"integral component of membrane, mitochondrion, endoplasmic reticulum membrane, serine C-palmitoyltransferase complex"
"69";"O15347";"O15347";"HMGB3_HUMAN";"High mobility group protein B3";"HMGB3";1;1;0,000137604390073955;NA;1;NA;1;NA;0,000368295708883826;"nucleus, chromosome"
"70";"O15355";"O15355";"PPM1G_HUMAN";"Protein phosphatase 1G";"PPM1G";13;34;0,00171375430861335;11;11;16;18;0,00220176942830309;0,00242832335527797;"cytoplasm, nucleus"
"71";"O15371";"O15371";"EIF3D_HUMAN";"Eukaryotic translation initiation factor 3 subunit D";"EIF3D";6;12;0,000602646963827538;6;4;7;5;0,000959758525886682;0,000672072461466836;"eukaryotic 48S preinitiation complex, cytosol, eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex"
"72";"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";9;21;0,00164187056338241;7;9;9;12;0,00192107510132837;0,00251110710602609;"extracellular vesicular exosome, eukaryotic translation initiation factor 3 complex, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, cytosol"
"73";"O15394";"O15394";"NCAM2_HUMAN";"Neural cell adhesion molecule 2";"NCAM2";5;6;0,000197282279675921;3;3;3;3;0,000269302443515567;0,000264011260848621;"integral component of membrane, axon, plasma membrane"
"74";"O15397";"O15397-2";"IPO8_HUMAN";"Importin-8";"IPO8";3;3;9,63782461056983e-05;1;2;1;2;NA;NA;"cytoplasm, nucleus"
"75";"O15427";"O15427";"MOT4_HUMAN";"Monocarboxylate transporter 4";"SLC16A3";7;20;0,00118369367805552;7;6;11;9;0,00177739612720274;0,00142566080858255;"integral component of plasma membrane, plasma membrane, actin cytoskeleton, nuclear membrane, membrane"
"76";"O15511";"O15511-1";"ARPC5_HUMAN";"Actin-related protein 2/3 complex subunit 5";"ARPC5";4;8;0,00145805976237303;3;4;4;4;NA;NA;"cytosol, actin cytoskeleton, cell projection, extracellular vesicular exosome, cytoplasm, Arp2/3 protein complex"
"77";"O15523";"O15523";"DDX3Y_HUMAN, O15523";"ATP-dependent RNA helicase DDX3Y, ATP-dependent RNA helicase DDX3Y [Homo sapiens] ";"DDX3Y";10;20;0,000866885710992218;7;10;9;11;0,00105084449987193;0,00129401195013236;"cytoplasm, nucleus"
"78";"O43143";"O43143";"DHX15_HUMAN";"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15";"DHX15";4;7;0,00024232219635665;3;4;3;4;0,000283529742418276;0,000370612034096932;"U12-type spliceosomal complex, nucleus, nucleolus"
"79";"O43166";"O43166-2";"SI1L1_HUMAN";"Signal-induced proliferation-associated 1-like protein 1";"SIPA1L1";2;2;3,05109512359101e-05;NA;2;NA;2;NA;NA;"cytoplasm, dendritic spine, postsynaptic membrane, postsynaptic density, cell junction"
"80";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";3;6;0,000309803504856933;3;3;3;3;0,000422900835314314;0,000414591792364532;"extracellular vesicular exosome, cytosol"
"81";"O43184";"O43184-1";"ADA12_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 12";"ADAM12";2;2;6,05519868312231e-05;NA;2;NA;2;NA;NA;"integral component of membrane, plasma membrane, extracellular region"
"82";"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";6;10;0,000515372247467995;4;4;6;4;0,000844217772369023;0,000551753870987005;"proteasome accessory complex, nucleoplasm, cytoplasm, extracellular vesicular exosome, proteasome complex, nucleus, cytosol"
"83";"O43278";"O43278-1";"SPIT1_HUMAN";"Kunitz-type protease inhibitor 1";"SPINT1";8;11;0,000572267784806616;8;3;8;3;NA;NA;"membrane, extracellular space, extracellular vesicular exosome, extracellular region"
"84";"O43390";"O43390-1";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";10;21;0,00144418921651901;8;9;10;11;NA;NA;"spliceosomal complex, nucleoplasm, cytoplasm, catalytic step 2 spliceosome, nucleus, ribonucleoprotein complex"
"85";"O43395";"O43395";"PRPF3_HUMAN";"U4/U6 small nuclear ribonucleoprotein Prp3";"PRPF3";2;3;0,000120882333886344;NA;2;NA;3;NA;0,000323539422152702;"spliceosomal complex, nuclear speck, Cajal body, U4/U6 x U5 tri-snRNP complex, cytoplasm, nucleus"
"86";"O43497";"O43497-8";"CAC1G_HUMAN";"Voltage-dependent T-type calcium channel subunit alpha-1G";"CACNA1G";2;3;3,47339646800054e-05;NA;2;NA;3;NA;NA;"voltage-gated calcium channel complex, plasma membrane"
"87";"O43497";"O43497-5";"CAC1G_HUMAN";"Voltage-dependent T-type calcium channel subunit alpha-1G";"CACNA1G";3;4;4,63119529066738e-05;NA;3;NA;4;NA;NA;"voltage-gated calcium channel complex, plasma membrane"
"88";"O43670";"O43670-3";"ZN207_HUMAN";"Zinc finger protein 207";"ZNF207";1;2;0,000230300234433397;1;1;1;1;NA;NA;"microtubule, nucleus, kinetochore, condensed chromosome kinetochore"
"89";"O43670";"O43670-1,O43670-2";"ZN207_HUMAN";"Zinc finger protein 207";"ZNF207";1;2;0,000115150117216698;1;1;1;1;NA;NA;"microtubule, nucleus, kinetochore, condensed chromosome kinetochore"
"90";"O43684";"O43684-1,O43684-2";"BUB3_HUMAN";"Mitotic checkpoint protein BUB3";"BUB3";6;9;0,000377573021544388;5;4;5;4;NA;NA;"condensed chromosome kinetochore, kinetochore, cytosol, nucleus"
"91";"O43699";"O43699-1,O43699-3";"SIGL6_HUMAN";"Sialic acid-binding Ig-like lectin 6";"SIGLEC6";3;7;0,000212633715346067;2;3;3;4;NA;NA;"extracellular region, membrane, integral component of plasma membrane"
"92";"O43707";"O43707";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";3;4;0,000193340965197214;3;1;3;1;0,000371140744054658;0,000161710519817267;"ribonucleoprotein complex, neuron projection, extracellular vesicular exosome, nucleus, protein complex, cell-cell junction, Z disc, extracellular space, extracellular region, perinuclear region of cytoplasm, stress fiber, cortical cytoskeleton, pseudopodium, cytoplasm, platelet alpha granule lumen"
"93";"O43736";"O43736-1,O43736-2";"ITM2A_HUMAN";"Integral membrane protein 2A";"ITM2A";7;16;0,000837136973833944;6;6;9;7;NA;NA;"integral component of membrane"
"94";"O43776";"O43776";"SYNC_HUMAN";"Asparagine--tRNA ligase, cytoplasmic";"NARS";11;20;0,00100441160637923;10;8;12;8;0,00164530033009145;0,00107531593834694;"cytosol, extracellular vesicular exosome, mitochondrion, cytoplasm"
"95";"O43809";"O43809";"CPSF5_HUMAN";"Cleavage and polyadenylation specificity factor subunit 5";"NUDT21";4;9;0,00109113613274501;4;3;5;4;0,00165496435552518;0,00129795844540555;"mRNA cleavage factor complex, nucleus, centrosome, nucleoplasm, paraspeckles"
"96";"O60231";"O60231";"DHX16_HUMAN";"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16";"DHX16";2;2;5,28739251004628e-05;NA;2;NA;2;NA;0,000141516122529808;"nucleus"
"97";"O60244";"O60244";"MED14_HUMAN";"Mediator of RNA polymerase II transcription subunit 14";"MED14";3;3;5,67831045697199e-05;NA;3;NA;3;NA;0,000151978972029089;"nucleoplasm, mediator complex, nucleus"
"98";"O60264";"O60264";"SMCA5_HUMAN";"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5";"SMARCA5";5;5;0,000179853646722136;3;2;3;2;0,000257117275919235;0,000233393985350967;"nucleoplasm, RSF complex, condensed chromosome, chromatin silencing complex, nucleus, NURF complex"
"99";"O60271";"O60271-2";"JIP4_HUMAN";"C-Jun-amino-terminal kinase-interacting protein 4";"SPAG9";3;3;6,25001014718946e-05;NA;3;NA;3;NA;NA;"extracellular vesicular exosome, cytosol, acrosomal vesicle, integral component of membrane, cytoplasm, perinuclear region of cytoplasm"
"100";"O60312";"O60312";"AT10A_HUMAN";"Probable phospholipid-transporting ATPase VA";"ATP10A";2;2;3,67189833419492e-05;NA;2;NA;2;NA;9,82777075073585e-05;"integral component of membrane, endoplasmic reticulum, endoplasmic reticulum membrane, plasma membrane"
"101";"O60313";"O60313-1";"OPA1_HUMAN";"Dynamin-like 120 kDa protein, mitochondrial";"OPA1";3;3;8,60027437962216e-05;NA;3;NA;3;NA;NA;"dendrite, integral component of membrane, mitochondrial inner membrane, mitochondrial crista, mitochondrion, mitochondrial outer membrane, mitochondrial intermembrane space"
"102";"O60488";"O60488-1,O60488-2";"ACSL4_HUMAN";"Long-chain-fatty-acid--CoA ligase 4";"ACSL4";6;9;0,000229174244445387;5;4;5;4;NA;NA;"extracellular vesicular exosome, neuronal cell body, mitochondrial outer membrane, peroxisome, peroxisomal membrane, cytoplasm, integral component of membrane, mitochondrial membrane, endoplasmic reticulum membrane, lipid particle"
"103";"O60502";"O60502-3";"NCOAT_HUMAN";"Bifunctional protein NCOAT";"MGEA5";2;2;6,00892533074037e-05;NA;2;NA;2;NA;NA;"cytoplasm, nucleus"
"104";"O60506";"O60506-1,O60506-2";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";0;0;0;0;0;0;0;NA;NA;"histone pre-mRNA 3'end processing complex, membrane, GAIT complex, ribonucleoprotein complex, endoplasmic reticulum, nucleoplasm, CRD-mediated mRNA stability complex, catalytic step 2 spliceosome, nucleus"
