"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5836.1.id.csv";"peptide.count.P5836.2.id.csv";"peptide.count.P5837.1.id.csv";"peptide.count.P5837.2.id.csv";"spectra.count.P5836.1.id.csv";"spectra.count.P5836.2.id.csv";"spectra.count.P5837.1.id.csv";"spectra.count.P5837.2.id.csv";"dNSAF.P5836.1.id.csv";"dNSAF.P5836.2.id.csv";"dNSAF.P5837.1.id.csv";"dNSAF.P5837.2.id.csv";"Go.Cc"
"11";"O00139";"O00139-1,O00139-2,O00139-3,O00139-4";"O00139-1,O00139-2,O00139-3,O00139-4";"KIF2A_HUMAN";"Kinesin-like protein KIF2A";"KIF2A";2;2;6,2937097488871e-06;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;"centrosome, kinesin complex, cytosol, microtubule, spindle pole"
"12";"O00148";"O00148";"O00148";"DX39A_HUMAN";"ATP-dependent RNA helicase DDX39A";"DDX39A";5;17;0,000676841990402259;4;5;4;3;4;5;5;3;0,000776963285670926;0,00105924354446229;0,000979746944150785;0,000756675037080635;"nucleus, cytoplasm"
"13";"O00151";"O00151";"O00151";"PDLI1_HUMAN";"PDZ and LIM domain protein 1";"PDLIM1";12;33;0,000891372946684326;11;7;8;7;11;7;8;7;0,00156740303906279;0,00100815945863006;0,00116259333433576;0,000996300465104629;"cytoplasm, cytoskeleton, transcription factor complex"
"14";"O00154";"O00154-1,O00154-4,O00154-6";"O00154-1,O00154-4,O00154-6";"BACH_HUMAN";"Cytosolic acyl coenzyme A thioester hydrolase";"ACOT7";8;30;0,000233861004353384;6;6;7;7;7;7;8;8;NA;NA;NA;NA;"cell body, cytosol, neuron projection, mitochondrion, extracellular vesicular exosome"
"15";"O00170";"O00170";"O00170";"AIP_HUMAN";"AH receptor-interacting protein";"AIP";4;10;0,000269294489861472;3;3;3;1;3;3;3;1;0,000426178181695584;0,000430759041414663;0,000434651371586894;0,000141897338969447;"membrane, cytosol, nucleus"
"16";"O00178";"O00178";"O00178";"GTPB1_HUMAN";"GTP-binding protein 1";"GTPBP1";2;2;2,65671694033739e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000139988406158199;"cytosol, cytoplasmic exosome (RNase complex)"
"17";"O00203";"O00203-1";"O00203-1";"AP3B1_HUMAN";"AP-3 complex subunit beta-1";"AP3B1";2;3;2,43694282415775e-05;NA;1;NA;2;NA;1;NA;2;NA;NA;NA;NA;"lysosomal membrane, Golgi apparatus, AP-3 adaptor complex, clathrin-coated vesicle membrane"
"18";"O00217";"O00217";"O00217";"NDUS8_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial";"NDUFS8";3;9;0,000380859349946939;2;3;1;2;2;4;1;2;0,000446472380823945;0,000902542753440246;0,000227674527974087;0,000445963065332548;"mitochondrial respiratory chain complex I"
"19";"O00231";"O00231-1,O00231-2";"O00231-1,O00231-2";"PSD11_HUMAN";"26S proteasome non-ATPase regulatory subunit 11";"PSMD11";12;39;0,000410642190108667;9;11;10;5;11;12;11;5;NA;NA;NA;NA;"proteasome accessory complex, cytosol, nucleoplasm"
"20";"O00232";"O00232-1";"O00232-1";"PSD12_HUMAN";"26S proteasome non-ATPase regulatory subunit 12";"PSMD12";11;32;0,000623629344942357;5;8;9;6;6;9;10;7;NA;NA;NA;NA;"nucleoplasm, extracellular vesicular exosome, cytosol, proteasome regulatory particle"
"21";"O00233";"O00233-1,O00233-2";"O00233-1,O00233-2";"PSMD9_HUMAN";"26S proteasome non-ATPase regulatory subunit 9";"PSMD9";2;6;0,000119552262315183;1;1;2;2;1;1;2;2;NA;NA;NA;NA;"proteasome regulatory particle, cytosol, nucleoplasm"
"22";"O00299";"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";11;58;0,0022066078827416;9;11;10;11;14;16;14;14;0,00290484934909521;0,00332055840131543;0,00277744029976687;0,00272018965161347;"brush border, mitochondrion, nuclear envelope, perinuclear region of cytoplasm, plasma membrane, blood microparticle, nuclear membrane, extracellular vesicular exosome, chloride channel complex"
"23";"O00303";"O00303";"O00303";"EIF3F_HUMAN";"Eukaryotic translation initiation factor 3 subunit F";"EIF3F";9;41;0,00102060348678592;7;9;8;6;10;11;12;8;0,0013131540612469;0,0014599956305651;0,0016071143151112;0,001049324859606;"eukaryotic 48S preinitiation complex, cytosol, eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex"
"24";"O00410";"O00410-1,O00410-3";"O00410-1,O00410-3";"IPO5_HUMAN";"Importin-5";"IPO5";22;63;0,000255179236290793;12;14;15;16;14;15;17;17;NA;NA;NA;NA;"cytoplasm, nuclear pore, nucleolus"
"25";"O00418";"O00418";"O00418";"EF2K_HUMAN";"Eukaryotic elongation factor 2 kinase";"EEF2K";1;4;4,90301691885715e-05;1;1;1;1;1;1;1;1;6,46615172227783e-05;6,53565442146385e-05;6,59471046545632e-05;6,45877542895415e-05;"cytosol"
"26";"O00425";"O00425-1";"O00425-1";"IF2B3_HUMAN";"Insulin-like growth factor 2 mRNA-binding protein 3";"IGF2BP3";1;3;5,75564648019986e-05;1;1;0;1;1;1;0;1;NA;NA;NA;NA;"nucleus, cytosol"
"27";"O00429";"O00429-1,O00429-3,O00429-6";"O00429-1,O00429-3,O00429-6";"DNM1L_HUMAN";"Dynamin-1-like protein";"DNM1L";9;23;9,25699808898811e-05;6;4;5;6;7;4;5;7;NA;NA;NA;NA;"cell junction, Golgi apparatus, perinuclear region of cytoplasm, mitochondrial outer membrane, cytosol, protein complex, microtubule, coated pit, synaptic vesicle membrane, peroxisome"
"28";"O00461";"O00461";"O00461";"GOLI4_HUMAN";"Golgi integral membrane protein 4";"GOLIM4";4;4;5,1073092904762e-05;NA;NA;1;3;NA;NA;1;3;NA;NA;6,86949006818366e-05;0,000201836732154817;"Golgi cisterna membrane, cis-Golgi network, integral component of membrane, nucleus, Golgi lumen, endosome membrane, endocytic vesicle"
"29";"O00483";"O00483";"O00483";"NDUA4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4";"NDUFA4";2;2;0,000219425139887126;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00115620053975105;"mitochondrial respiratory chain complex I, mitochondrial respiratory chain complex IV"
"30";"O00487";"O00487";"O00487";"PSDE_HUMAN";"26S proteasome non-ATPase regulatory subunit 14";"PSMD14";6;21;0,000602003488625808;4;6;4;4;5;7;5;4;0,000756122580427649;0,00106994987706223;0,000771155659267069;0,000604208023998936;"nucleoplasm, cytosol, proteasome regulatory particle, lid subcomplex"
"31";"O00505";"O00505";"O00505";"IMA3_HUMAN";"Importin subunit alpha-3";"KPNA3";3;4;7,58090694427689e-05;NA;0;2;2;NA;0;2;2;NA;NA;0,000214127675062001;0,000179754786410432;"nuclear pore, nucleoplasm, cytosol"
"32";"O00507";"O00507-1,O00507-2";"O00507-1,O00507-2";"USP9Y_HUMAN";"Probable ubiquitin carboxyl-terminal hydrolase FAF-Y";"USP9Y";1;2;6,95633515884821e-06;NA;1;NA;1;NA;1;NA;1;NA;NA;NA;NA;"cytoplasm"
"33";"O00541";"O00541-1,O00541-2";"O00541-1,O00541-2";"PESC_HUMAN";"Pescadillo homolog";"PES1";1;1;7,55673313386784e-06;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;"preribosome, large subunit precursor, PeBoW complex, nucleoplasm, condensed chromosome"
"34";"O00571";"O00571-1,O00571-2";"O00571-1,O00571-2";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";17;46;0,000316329809958772;13;11;12;10;13;11;12;10;NA;NA;NA;NA;"mitochondrial outer membrane, cytoplasmic stress granule, extracellular vesicular exosome, nucleus, nuclear speck"
"35";"O00584";"O00584-1";"O00584-1";"RNT2_HUMAN";"Ribonuclease T2";"RNASET2";4;10;0,000347137428337054;2;3;2;3;2;3;2;3;NA;NA;NA;NA;"extracellular space, endoplasmic reticulum lumen, lysosomal lumen, lysosome"
"36";"O00592";"O00592-1,O00592-2";"O00592-1,O00592-2";"PODXL_HUMAN";"Podocalyxin";"PODXL";1;1;7,96300910880698e-06;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;"microvillus membrane, lamellipodium, filopodium, cell body, ruffle, integral component of plasma membrane, apical plasma membrane, slit diaphragm, membrane raft, cytoplasm, extracellular vesicular exosome"
"37";"O00625";"O00625";"O00625";"PIR_HUMAN";"Pirin";"PIR";6;14;0,000429013980400001;3;4;3;4;3;4;3;4;0,000484961379170837;0,000653565442146385;0,000494603284909224;0,000645877542895415;"nucleus, cytoplasm"
"38";"O00629";"O00629";"O00629";"IMA4_HUMAN";"Importin subunit alpha-4";"KPNA4";3;14;0,000265331743049691;3;2;3;2;4;3;4;3;0,000359920153447326;0,000363788825762863;0,000428255350124003;0,000269632179615648;"cytosol, nucleoplasm"
"39";"O00763";"O00763-1,O00763-2";"O00763-1,O00763-2";"ACACB_HUMAN";"Acetyl-CoA carboxylase 2";"ACACB";1;1;2,03367736698681e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;"mitochondrion, endomembrane system, membrane, cytosol"
"40";"O00764";"O00764-1,O00764-2";"O00764-1,O00764-2";"PDXK_HUMAN";"Pyridoxal kinase";"PDXK";2;5;7,12076776076008e-05;1;2;1;NA;1;2;2;NA;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, nucleus"
"41";"O14508";"O14508";"O14508";"SOCS2_HUMAN";"Suppressor of cytokine signaling 2";"SOCS2";2;2;8,97648299538241e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000472991129898157;"cytosol"
"42";"O14519";"O14519";"O14519";"CDKA1_HUMAN";"Cyclin-dependent kinase 2-associated protein 1";"CDK2AP1";1;1;7,72758101341616e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000407183668347109;"cytoplasm, nucleus"
"43";"O14561";"O14561";"O14561";"ACPM_HUMAN";"Acyl carrier protein, mitochondrial";"NDUFAB1";3;9;0,000512695278774726;2;3;2;1;2;4;2;1;0,000601020512647619;0,00121496139886187;0,000612969883007158;0,000300167447819984;"mitochondrial matrix, mitochondrial respiratory chain complex I"
"44";"O14579";"O14579-1";"O14579-1";"COPE_HUMAN";"Coatomer subunit epsilon";"COPE";5;15;0,000432794715848795;4;2;3;3;6;2;4;3;NA;NA;NA;NA;"cytosol, COPI vesicle coat"
"45";"O14617";"O14617-1,O14617-2,O14617-3,O14617-4,O14617-5";"O14617-1,O14617-2,O14617-3,O14617-4,O14617-5";"AP3D1_HUMAN";"AP-3 complex subunit delta-1";"AP3D1";2;2;3,08298982321894e-06;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;"terminal bouton, lysosomal membrane, membrane coat, Golgi membrane, Golgi apparatus, endosome membrane"
"46";"O14641";"O14641,Q92997";"O14641,Q92997";"DVL2_HUMAN, DVL3_HUMAN";"Segment polarity protein dishevelled homolog DVL-2, Segment polarity protein dishevelled homolog DVL-3";"DVL2, DVL3";1;4;2,44813172601338e-05;1;1;1;1;1;1;1;1;3,22862258860291e-05;3,2633260713232e-05;3,29281342111283e-05;3,22493952203289e-05;"plasma membrane, apical part of cell, cell cortex, nucleus, cytosol, clathrin-coated vesicle"
"47";"O14646";"O14646-1,O14646-2";"O14646-1,O14646-2";"CHD1_HUMAN";"Chromodomain-helicase-DNA-binding protein 1";"CHD1";1;1;2,59845560392649e-06;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"cytoplasm, nucleus"
"48";"O14737";"O14737";"O14737";"PDCD5_HUMAN";"Programmed cell death protein 5";"PDCD5";6;18;0,00127968741582172;4;3;4;5;4;3;4;7;0,00150014719956846;0,00113720386933471;0,00152997282798587;0,00262226282415538;"cytoplasm, nucleus, extracellular vesicular exosome"
"49";"O14744";"O14744-1,O14744-2";"O14744-1,O14744-2";"ANM5_HUMAN";"Protein arginine N-methyltransferase 5";"PRMT5";7;27;0,000188337041182552;6;7;6;4;6;9;7;5;NA;NA;NA;NA;"cytosol, nucleus, methylosome"
"50";"O14745";"O14745";"O14745";"NHRF1_HUMAN";"Na(+)/H(+) exchange regulatory cofactor NHE-RF1";"SLC9A3R1";3;7;0,000173762645692738;NA;NA;3;2;NA;NA;5;2;NA;NA;0,000667760487074837;0,000261598446144791;"actin cytoskeleton, sperm midpiece, brush border membrane, extracellular vesicular exosome, endomembrane system, ruffle, centrosome, membrane raft, apical plasma membrane, cytoplasm, intracellular membrane-bounded organelle, filopodium, microvillus membrane"
"51";"O14773";"O14773-1,O14773-2";"O14773-1,O14773-2";"TPP1_HUMAN";"Tripeptidyl-peptidase 1";"TPP1";4;11;8,68151863407766e-05;2;1;3;3;2;2;4;3;NA;NA;NA;NA;"melanosome, lysosomal lumen, extracellular vesicular exosome, mitochondrion"
"52";"O14776";"O14776-1,O14776-2";"O14776-1,O14776-2";"TCRG1_HUMAN";"Transcription elongation regulator 1";"TCERG1";9;33;0,000133543578988681;5;8;8;6;5;10;10;8;NA;NA;NA;NA;"nucleus"
"53";"O14818";"O14818-1";"O14818-1";"PSA7_HUMAN";"Proteasome subunit alpha type-7";"PSMA7";9;36;0,00129000747562673;8;7;5;6;10;9;8;9;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, proteasome core complex, nucleoplasm, proteasome core complex, alpha-subunit complex"
"54";"O14828";"O14828-1,O14828-2";"O14828-1,O14828-2";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";1;2;2,56101388052697e-05;1;NA;1;NA;1;NA;1;NA;NA;NA;NA;NA;"extracellular vesicular exosome, integral component of membrane, Golgi membrane"
"55";"O14929";"O14929-1";"O14929-1";"HAT1_HUMAN";"Histone acetyltransferase type B catalytic subunit";"HAT1";8;25;0,000530233780753496;6;5;3;6;7;7;3;8;NA;NA;NA;NA;"nucleoplasm, nuclear matrix, cytoplasm, nucleus"
"56";"O14933";"O14933-1,O14933-2";"O14933-1,O14933-2";"UB2L6_HUMAN";"Ubiquitin/ISG15-conjugating enzyme E2 L6";"UBE2L6";1;3;8,71246878963587e-05;1;1;NA;1;1;1;NA;1;NA;NA;NA;NA;"cytosol"
"57";"O14950";"O14950,P19105";"O14950,P19105";"ML12A_HUMAN, ML12B_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B";"MYL12A, MYL12B";7;35;0,000906807976064141;7;6;7;6;11;8;8;8;0,00150342740481533;0,00110515439196765;0,0011151405451792;0,00109215444571236;"myosin II complex, apical part of cell, Z disc, stress fiber, cytosol, extracellular vesicular exosome"
"58";"O14974";"O14974-1,O14974-2";"O14974-1,O14974-2";"MYPT1_HUMAN";"Protein phosphatase 1 regulatory subunit 12A";"PPP1R12A";6;16;6,90230537120667e-05;3;4;3;5;4;4;3;5;NA;NA;NA;NA;"PTW/PP1 phosphatase complex, kinetochore, nucleoplasm, contractile fiber, centrosome"
"59";"O14979";"O14979-1";"O14979-1";"HNRDL_HUMAN";"Heterogeneous nuclear ribonucleoprotein D-like";"HNRPDL";7;27;0,000721420758323875;5;7;5;6;6;7;7;7;NA;NA;NA;NA;"cytoplasm, nucleus, spliceosomal complex"
"60";"O14980";"O14980";"O14980";"XPO1_HUMAN";"Exportin-1";"XPO1";6;20;0,000165951786469255;6;4;5;4;7;4;5;4;0,000306402614290943;0,000176969167341225;0,000223210321543223;0,000174887476600999;"Cajal body, annulate lamellae, ribonucleoprotein complex, kinetochore, nuclear envelope, cytosol, nucleoplasm, nucleolus"
"61";"O15042";"O15042-1,O15042-2";"O15042-1,O15042-2";"SR140_HUMAN";"U2 snRNP-associated SURP motif-containing protein";"U2SURP";8;11;4,74994654128836e-05;2;NA;2;6;2;NA;2;7;NA;NA;NA;NA;"nucleus"
"62";"O15067";"O15067";"O15067";"PUR4_HUMAN";"Phosphoribosylformylglycinamidine synthase";"PFAS";23;80;0,000531343388067479;20;18;18;16;23;21;19;17;0,000805852615612727;0,00074368713428092;0,000678939735886852;0,000594950726172346;"extracellular vesicular exosome, cytosol"
"63";"O15116";"O15116";"O15116";"LSM1_HUMAN";"U6 snRNA-associated Sm-like protein LSm1";"LSM1";4;15;0,00100226144722879;3;3;3;2;4;4;4;3;0,0014099127815493;0,00142506750543197;0,00143794438720476;0,00105622831262972;"nucleus, ribonucleoprotein complex, cytosol"
"64";"O15143";"O15143";"O15143";"ARC1B_HUMAN";"Actin-related protein 2/3 complex subunit 1B";"ARPC1B";10;37;0,000883894011077574;8;8;9;7;8;10;11;8;0,0010081634405702;0,00127374985364551;0,00141378537532296;0,00100701337333156;"Arp2/3 protein complex, cytoplasm, extracellular vesicular exosome"
"65";"O15144";"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";12;54;0,00159960926977715;11;12;11;12;13;14;13;14;0,00203144933274895;0,0022112297459286;0,00207183820456419;0,00218521902012949;"focal adhesion, extracellular vesicular exosome, endosome, cell leading edge, cell projection, cytosol, Arp2/3 protein complex, plasma membrane, Golgi apparatus"
"66";"O15145";"O15145";"O15145";"ARPC3_HUMAN";"Actin-related protein 2/3 complex subunit 3";"ARPC3";5;22;0,00109835842494061;5;5;4;5;6;7;4;5;0,00158021123550048;0,00186339585331062;0,00107441912077659;0,00131534050168308;"extracellular vesicular exosome, lamellipodium, cytosol, Arp2/3 protein complex"
"67";"O15212";"O15212";"O15212";"PFD6_HUMAN";"Prefoldin subunit 6";"PFDN6";3;8;0,00055111430483278;2;2;2;2;2;2;2;2;0,000726815503666888;0,000734627822567642;0,000741265905031912;0,000725986385425079;"prefoldin complex"
"68";"O15226";"O15226";"O15226";"NKRF_HUMAN";"NF-kappa-B-repressing factor";"NKRF";2;2;2,57586033780539e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000135727889449036;"nucleolus, nucleus"
"69";"O15234";"O15234";"O15234";"CASC3_HUMAN";"Protein CASC3";"CASC3";1;1;1,26411353704532e-05;NA;1;NA;NA;NA;1;NA;NA;NA;6,74018414731336e-05;NA;NA;"nuclear speck, perinuclear region of cytoplasm, exon-exon junction complex, ribonucleoprotein complex, cytosol"
"70";"O15294";"O15294-1,O15294-2,O15294-3";"O15294-1,O15294-2,O15294-3";"OGT1_HUMAN";"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit";"OGT";2;6;1,69918129358099e-05;2;NA;2;NA;3;NA;3;NA;NA;NA;NA;NA;"histone acetyltransferase complex, centrosome, cytosol, plasma membrane, MLL5-L complex, mitochondrion"
"71";"O15305";"O15305";"O15305";"PMM2_HUMAN";"Phosphomannomutase 2";"PMM2";1;5;0,000180624352955866;1;1;1;1;1;2;1;1;0,000190567479619977;0,000385231663053763;0,000194356304368123;0,000190350088861454;"neuronal cell body, cytosol"
"72";"O15347";"O15347";"O15347";"HMGB3_HUMAN";"High mobility group protein B3";"HMGB3";5;26;0,00115527336150572;4;4;5;5;5;5;8;8;0,00117198999966286;0,00118458736389032;0,00191246603498233;0,0018730448743967;"chromosome, nucleus"
"73";"O15355";"O15355";"O15355";"PPM1G_HUMAN";"Protein phosphatase 1G";"PPM1G";8;33;0,000537109339668761;7;8;7;5;7;10;10;6;0,000601020512647619;0,000867829570615621;0,000875671261438797;0,000514572767691402;"cytoplasm, nucleus"
"74";"O15371";"O15371";"O15371";"EIF3D_HUMAN";"Eukaryotic translation initiation factor 3 subunit D";"EIF3D";7;31;0,000502715808628259;6;5;6;7;8;7;7;9;0,000684373722430865;0,000605263616586296;0,000610732766645818;0,000769042147334413;"cytosol, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex"
"75";"O15372";"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";8;26;0,000656405319037339;6;4;6;6;8;5;7;6;0,00106544545423896;0,00067306100221041;0,00095079987534633;0,00079817253170314;"cytosol, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, extracellular vesicular exosome, eukaryotic translation initiation factor 3 complex"
"76";"O15382";"O15382-1";"O15382-1";"BCAT2_HUMAN";"Branched-chain-amino-acid aminotransferase, mitochondrial";"BCAT2";3;6;0,000136021196409621;2;1;2;NA;2;1;3;NA;NA;NA;NA;NA;"mitochondrial matrix"
"77";"O15400";"O15400-1,O15400-2";"O15400-1,O15400-2";"STX7_HUMAN";"Syntaxin-7";"STX7";2;2;3,40487286031747e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;"integral component of membrane, extracellular vesicular exosome, lysosomal membrane, perinuclear region of cytoplasm, SNARE complex, early endosome membrane"
"78";"O15511";"O15511-1";"O15511-1";"ARPC5_HUMAN";"Actin-related protein 2/3 complex subunit 5";"ARPC5";4;19;0,00111819632545128;4;4;4;3;5;5;6;3;NA;NA;NA;NA;"Arp2/3 protein complex, cytosol, cell projection, extracellular vesicular exosome"
"79";"O15550";"O15550";"O15550";"KDM6A_HUMAN";"Lysine-specific demethylase 6A";"KDM6A";1;1;6,34312502885695e-06;NA;NA;1;NA;NA;NA;1;NA;NA;NA;3,41268029083214e-05;NA;"histone methyltransferase complex"
"80";"O43143";"O43143";"O43143";"DHX15_HUMAN";"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15";"DHX15";14;54;0,000646742292362727;12;11;11;13;13;16;12;13;0,000821340700572352;0,00100972596611295;0,000781825737571394;0,000824610950992259;"nucleolus, U12-type spliceosomal complex"
"81";"O43148";"O43148-1,O43148-2";"O43148-1,O43148-2";"MCES_HUMAN";"mRNA cap guanine-N7 methyltransferase";"RNMT";3;4;3,73391519555823e-05;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA;"nucleoplasm, receptor complex, mRNA cap binding complex, nucleolus"
"82";"O43172";"O43172-1,O43172-2";"O43172-1,O43172-2";"PRP4_HUMAN";"U4/U6 small nuclear ribonucleoprotein Prp4";"PRPF4";1;1;8,51218215079366e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;"nuclear speck, spliceosomal complex, U4/U6 snRNP, Cajal body"
"83";"O43175";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";10;36;0,000600228619053338;9;8;8;10;9;8;8;11;0,000791587992267596;0,000711196916406948;0,000717623277666916;0,000966392758835072;"extracellular vesicular exosome, cytosol"
"84";"O43181";"O43181";"O43181";"NDUS4_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial";"NDUFS4";1;2;0,000101562493319184;NA;1;1;NA;NA;1;1;NA;NA;0,000270762826032074;0,000273209433568905;NA;"mitochondrial respiratory chain complex I"
"85";"O43242";"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";12;38;0,000632388184056716;7;10;9;9;8;12;9;9;0,00070231610466688;0,00106479763046321;0,000805814340582443;0,000789204301009847;"extracellular vesicular exosome, nucleoplasm, proteasome accessory complex, cytosol"
"86";"O43252";"O43252";"O43252";"PAPS1_HUMAN";"Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1";"PAPSS1";1;1;1,42415355215202e-05;NA;1;NA;NA;NA;1;NA;NA;NA;7,59350874288668e-05;NA;NA;"cytosol"
"87";"O43264";"O43264";"O43264";"ZW10_HUMAN";"Centromere/kinetochore protein zw10 homolog";"ZW10";1;5;5,70392693544839e-05;1;NA;1;NA;2;NA;3;NA;0,000120358408181038;NA;0,000184127025190854;NA;"endoplasmic reticulum membrane, kinetochore, endoplasmic reticulum, nucleus, condensed chromosome kinetochore, kinetochore microtubule, spindle pole, cytosol"
