"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5836.1.id.csv";"peptide.count.P5836.2.id.csv";"peptide.count.P5837.1.id.csv";"peptide.count.P5837.2.id.csv";"spectra.count.P5836.1.id.csv";"spectra.count.P5836.2.id.csv";"spectra.count.P5837.1.id.csv";"spectra.count.P5837.2.id.csv";"dNSAF.P5836.1.id.csv";"dNSAF.P5836.2.id.csv";"dNSAF.P5837.1.id.csv";"dNSAF.P5837.2.id.csv";"Go.Cc"
"28";28;"O00461";"O00461";"O00461";"GOLI4_HUMAN";"Golgi integral membrane protein 4";"GOLIM4";4;4;5,1073092904762e-05;NA;NA;1;3;NA;NA;1;3;NA;NA;6,86949006818366e-05;0,000201836732154817;"Golgi lumen, Golgi apparatus, integral component of membrane, Golgi cisterna membrane, endocytic vesicle, endosome membrane, cis-Golgi network, nucleus"
"29";29;"O00483";"O00483";"O00483";"NDUA4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4";"NDUFA4";2;2;0,000219425139887126;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00115620053975105;"mitochondrial respiratory chain complex IV, mitochondrion, mitochondrial inner membrane, mitochondrial respiratory chain complex I"
"34";34;"O00571";"O00571-1,O00571-2";"O00571-1,O00571-2";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";17;46;0,000316329809958772;13;11;12;10;13;11;12;10;NA;NA;NA;NA;"nuclear speck, cytoplasmic stress granule, mitochondrial outer membrane, extracellular vesicular exosome, nucleus, cytoplasm"
"36";36;"O00592";"O00592-1,O00592-2";"O00592-1,O00592-2";"PODXL_HUMAN";"Podocalyxin";"PODXL";1;1;7,96300910880698e-06;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;"cytoplasm, plasma membrane, extracellular vesicular exosome, apical plasma membrane, integral component of plasma membrane, ruffle, cell body, filopodium, slit diaphragm, membrane raft, lamellipodium, microvillus membrane"
"39";39;"O00763";"O00763-1,O00763-2";"O00763-1,O00763-2";"ACACB_HUMAN";"Acetyl-CoA carboxylase 2";"ACACB";1;1;2,03367736698681e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;"mitochondrial outer membrane, cytosol, endomembrane system"
"43";43;"O14561";"O14561";"O14561";"ACPM_HUMAN";"Acyl carrier protein, mitochondrial";"NDUFAB1";3;9;0,000512695278774726;2;3;2;1;2;4;2;1;0,000601020512647619;0,00121496139886187;0,000612969883007158;0,000300167447819984;"mitochondrial inner membrane, mitochondrial matrix, mitochondrial respiratory chain complex I, mitochondrial membrane"
"45";45;"O14617";"O14617-1,O14617-2,O14617-3,O14617-4,O14617-5";"O14617-1,O14617-2,O14617-3,O14617-4,O14617-5";"AP3D1_HUMAN";"AP-3 complex subunit delta-1";"AP3D1";2;2;3,08298982321894e-06;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;"endosome membrane, Golgi apparatus, Golgi membrane, lysosomal membrane, terminal bouton, membrane coat"
"46";46;"O14641";"O14641,Q92997";"O14641,Q92997";"DVL2_HUMAN, DVL3_HUMAN";"Segment polarity protein dishevelled homolog DVL-2, Segment polarity protein dishevelled homolog DVL-3";"DVL2, DVL3";1;4;2,44813172601338e-05;1;1;1;1;1;1;1;1;3,22862258860291e-05;3,2633260713232e-05;3,29281342111283e-05;3,22493952203289e-05;"apical part of cell, nucleus, cytoplasm, clathrin-coated endocytic vesicle, clathrin-coated vesicle, plasma membrane, cell cortex, cytoplasmic vesicle, cytosol"
"50";50;"O14745";"O14745";"O14745";"NHRF1_HUMAN";"Na(+)/H(+) exchange regulatory cofactor NHE-RF1";"SLC9A3R1";3;7;0,000173762645692738;NA;NA;3;2;NA;NA;5;2;NA;NA;0,000667760487074837;0,000261598446144791;"membrane, filopodium, cell periphery, apical plasma membrane, microvillus, cytoplasm, membrane raft, sperm midpiece, intracellular membrane-bounded organelle, microvillus membrane, endomembrane system, plasma membrane, brush border membrane, centrosome, actin cytoskeleton, ruffle, extracellular vesicular exosome"
"54";54;"O14828";"O14828-1,O14828-2";"O14828-1,O14828-2";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";1;2;2,56101388052697e-05;1;NA;1;NA;1;NA;1;NA;NA;NA;NA;NA;"extracellular vesicular exosome, integral component of membrane, Golgi membrane"
"55";55;"O14929";"O14929-1";"O14929-1";"HAT1_HUMAN";"Histone acetyltransferase type B catalytic subunit";"HAT1";8;25;0,000530233780753496;6;5;3;6;7;7;3;8;NA;NA;NA;NA;"intracellular membrane-bounded organelle, nucleoplasm, nucleus, nuclear matrix, cytoplasm"
"60";60;"O14980";"O14980";"O14980";"XPO1_HUMAN";"Exportin-1";"XPO1";6;20;0,000165951786469255;6;4;5;4;7;4;5;4;0,000306402614290943;0,000176969167341225;0,000223210321543223;0,000174887476600999;"nucleus, cytoplasm, nuclear envelope, annulate lamellae, kinetochore, intracellular membrane-bounded organelle, nucleolus, nuclear membrane, nucleoplasm, Cajal body, cytosol, ribonucleoprotein complex"
"65";65;"O15144";"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";12;54;0,00159960926977715;11;12;11;12;13;14;13;14;0,00203144933274895;0,0022112297459286;0,00207183820456419;0,00218521902012949;"focal adhesion, extracellular vesicular exosome, actin cytoskeleton, neuron projection, cytoplasm, cell leading edge, endosome, synapse, plasma membrane, Golgi apparatus, Arp2/3 protein complex, cytosol"
"70";70;"O15294";"O15294-1,O15294-2,O15294-3";"O15294-1,O15294-2,O15294-3";"OGT1_HUMAN";"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit";"OGT";2;6;1,69918129358099e-05;2;NA;2;NA;3;NA;3;NA;NA;NA;NA;NA;"microtubule organizing center, mitochondrion, histone acetyltransferase complex, MLL5-L complex, cytosol, plasma membrane, nucleoplasm, nucleus, cytoplasm"
"77";77;"O15400";"O15400-1,O15400-2";"O15400-1,O15400-2";"STX7_HUMAN";"Syntaxin-7";"STX7";2;2;3,40487286031747e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;"perinuclear region of cytoplasm, extracellular vesicular exosome, lysosomal membrane, intracellular membrane-bounded organelle, integral component of membrane, SNARE complex, early endosome membrane"
"84";84;"O43181";"O43181";"O43181";"NDUS4_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial";"NDUFS4";1;2;0,000101562493319184;NA;1;1;NA;NA;1;1;NA;NA;0,000270762826032074;0,000273209433568905;NA;"mitochondrial respiratory chain complex I, mitochondrial inner membrane, mitochondrion"
"87";87;"O43264";"O43264";"O43264";"ZW10_HUMAN";"Centromere/kinetochore protein zw10 homolog";"ZW10";1;5;5,70392693544839e-05;1;NA;1;NA;2;NA;3;NA;0,000120358408181038;NA;0,000184127025190854;NA;"cytoplasm, endoplasmic reticulum membrane, nucleus, cytosol, endoplasmic reticulum, spindle pole, condensed chromosome kinetochore, kinetochore, kinetochore microtubule"
"97";97;"O43491";"O43491-1,O43491-2";"O43491-1,O43491-2";"E41L2_HUMAN";"Band 4.1-like protein 2";"EPB41L2";4;9;7,51612979165602e-05;2;2;1;3;2;3;1;3;NA;NA;NA;NA;"spectrin, extracellular vesicular exosome, extrinsic component of membrane, plasma membrane"
"100";100;"O43615";"O43615";"O43615";"TIM44_HUMAN";"Mitochondrial import inner membrane translocase subunit TIM44";"TIMM44";7;22;0,00043253937973325;5;5;6;5;5;5;6;6;0,000518579645868521;0,000524153700836426;0,000634667931963163;0,000621585688405985;"mitochondrion, mitochondrial matrix, mitochondrial inner membrane"
"101";101;"O43665";"O43665-3";"O43665-3";"RGS10_HUMAN";"Regulator of G-protein signaling 10";"RGS10";2;7;0,00035957819166474;1;NA;2;2;2;NA;2;3;NA;NA;NA;NA;"dendritic spine, cytoplasm, nucleus, neuronal cell body, plasma membrane, axon terminus"
"103";103;"O43678";"O43678";"O43678";"NDUA2_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2";"NDUFA2";2;2;0,000179529659907648;NA;2;NA;NA;NA;2;NA;NA;NA;0,000957242314254806;NA;NA;"mitochondrial respiratory chain complex I, mitochondrial inner membrane, mitochondrial membrane"
"108";108;"O43747";"O43747-1,O43747-2";"O43747-1,O43747-2";"AP1G1_HUMAN";"AP-1 complex subunit gamma-1";"AP1G1";6;16;8,6488741269378e-05;5;3;5;3;5;3;5;3;NA;NA;NA;NA;"cytoplasm, cytosol, trans-Golgi network membrane, clathrin adaptor complex, clathrin-coated vesicle, intracellular membrane-bounded organelle, AP-type membrane coat adaptor complex, cytoplasmic vesicle membrane, recycling endosome, clathrin-coated vesicle membrane, lysosomal membrane, perinuclear region of cytoplasm, Golgi apparatus, Golgi membrane"
"112";112;"O43795";"O43795-1,O43795-2";"O43795-1,O43795-2";"MYO1B_HUMAN";"Unconventional myosin-Ib";"MYO1B";1;1;3,91140764323441e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;"cell periphery, myosin complex, plasma membrane, filopodium, cytoplasm, extracellular vesicular exosome, brush border"
"114";114;"O43813";"O43813";"O43813";"LANC1_HUMAN";"LanC-like protein 1";"LANCL1";1;4;8,90899064203367e-05;1;1;1;NA;1;1;2;NA;0,000117492731795775;0,000118755625452664;0,00023965739786746;NA;"nucleus, integral component of plasma membrane, cytoplasm"
"119";119;"O43920";"O43920";"O43920";"NDUS5_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 5";"NDUFS5";1;4;0,000335347855299192;1;1;1;1;1;1;1;1;0,000442260377231267;0,000447014099581254;0,000451053310137342;0,000441755866602996;"mitochondrial inner membrane, mitochondrial respiratory chain complex I, mitochondrial intermembrane space, mitochondrion"
"124";124;"O60313";"O60313-2";"O60313-2";"OPA1_HUMAN";"Dynamin-like 120 kDa protein, mitochondrial";"OPA1";5;11;0,000101826978978869;1;3;2;3;1;3;3;4;NA;NA;NA;NA;"integral component of membrane, dendrite, mitochondrion, mitochondrial crista, mitochondrial inner membrane, mitochondrial outer membrane, mitochondrial intermembrane space"
"126";126;"O60343";"O60343-1,O60343-2,O60343-3";"O60343-1,O60343-2,O60343-3";"TBCD4_HUMAN";"TBC1 domain family member 4";"TBC1D4";1;3;6,84647008122387e-06;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;"cytoplasm, cytoplasmic vesicle membrane"
"127";127;"O60488";"O60488-1,O60488-2";"O60488-1,O60488-2";"ACSL4_HUMAN";"Long-chain-fatty-acid--CoA ligase 4";"ACSL4";4;11;6,8743952053245e-05;2;3;2;3;2;4;2;3;NA;NA;NA;NA;"endoplasmic reticulum membrane, lipid particle, extracellular vesicular exosome, peroxisomal membrane, cytoplasm, mitochondrial outer membrane, integral component of membrane, neuronal cell body"
"128";128;"O60493";"O60493-1";"O60493-1";"SNX3_HUMAN";"Sorting nexin-3";"SNX3";2;6;0,000628353809676769;1;1;2;2;1;1;2;2;NA;NA;NA;NA;"endosome membrane, cytoplasm, extracellular vesicular exosome, early endosome, intracellular membrane-bounded organelle, cytosol"
"135";135;"O60610";"O60610-1,O60610-2,O60610-3";"O60610-1,O60610-2,O60610-3";"DIAP1_HUMAN";"Protein diaphanous homolog 1";"DIAPH1";32;122;0,000284114155184038;21;25;23;26;26;33;31;32;NA;NA;NA;NA;"ruffle membrane, cytoplasm, mitotic spindle, neuron projection"
"137";137;"O60664";"O60664-1";"O60664-1";"PLIN3_HUMAN";"Perilipin-3";"PLIN3";11;42;0,000860004983751153;8;10;11;10;9;11;12;10;NA;NA;NA;NA;"Golgi apparatus, endosome membrane, cytoplasm, endosome, intracellular membrane-bounded organelle, lipid particle"
"139";139;"O60711";"O60711-1,O60711-2";"O60711-1,O60711-2";"LPXN_HUMAN";"Leupaxin";"LPXN";4;14;0,000161158101445596;4;4;3;3;4;4;3;3;NA;NA;NA;NA;"plasma membrane, podosome, perinuclear region of cytoplasm, focal adhesion, cell projection, cytoplasm, nucleus"
"140";140;"O60749";"O60749";"O60749";"SNX2_HUMAN";"Sorting nexin-2";"SNX2";5;12;0,000252171718829818;3;2;2;3;3;2;4;3;0,000325176416091428;0,000228244193427808;0,000421132074865364;0,000360894966165068;"cytoplasm, cytoplasmic membrane-bounded vesicle, intracellular membrane-bounded organelle, early endosome membrane, retromer complex, endosome membrane"
"141";141;"O60763";"O60763-1,O60763-2";"O60763-1,O60763-2";"USO1_HUMAN";"General vesicular transport factor p115";"USO1";9;22;0,000101615280477874;6;6;4;6;6;6;4;6;NA;NA;NA;NA;"cytosol, Golgi membrane, nucleolus, Golgi apparatus, endoplasmic reticulum, Golgi stack, ER to Golgi transport vesicle membrane"
"145";145;"O60884";"O60884";"O60884";"DNJA2_HUMAN";"DnaJ homolog subfamily A member 2";"DNAJA2";2;7;0,000150987929995146;2;2;1;2;2;2;1;2;0,000227570873720943;0,000230016963862198;0,000116047696297472;0,000227311271164648;"membrane, extracellular vesicular exosome"
"146";146;"O60888";"O60888-1,O60888-2,O60888-3";"O60888-1,O60888-2,O60888-3";"CUTA_HUMAN";"Protein CutA";"CUTA";2;7;0,000115841763795158;2;NA;2;2;2;NA;3;2;NA;NA;NA;NA;"extracellular vesicular exosome, membrane"
"148";148;"O75116";"O75116";"O75116";"ROCK2_HUMAN";"Rho-associated protein kinase 2";"ROCK2";2;2;1,28050694026348e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;6,8892868695329e-05;NA;"cytosol, nucleus, spindle pole centrosome, centrosome, plasma membrane"
"149";149;"O75122";"O75122-1";"O75122-1";"CLAP2_HUMAN";"CLIP-associating protein 2";"CLASP2";1;4;2,74705352872599e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"condensed chromosome kinetochore, microtubule organizing center, microtubule, kinetochore microtubule, trans-Golgi network, ruffle membrane, Golgi apparatus, cytoplasm, cytoplasmic microtubule, cell cortex, plasma membrane, cytosol"
"153";153;"O75306";"O75306";"O75306";"NDUS2_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial";"NDUFS2";4;9;0,000172743981617402;2;1;3;3;2;1;3;3;0,00020250367164801;0,000102340161027242;0,000309794714090011;0,000303408996932511;"nucleus, mitochondrion, mitochondrial inner membrane, mitochondrial respiratory chain complex I"
"154";154;"O75323";"O75323-1";"O75323-1";"NIPS2_HUMAN";"Protein NipSnap homolog 2";"GBAS";6;22;0,000740559847119049;6;5;5;5;6;6;5;5;NA;NA;NA;NA;"mitochondrion, membrane, integral component of plasma membrane"
"155";155;"O75340";"O75340";"O75340";"PDCD6_HUMAN";"Programmed cell death protein 6";"PDCD6";2;2;9,3054640475692e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000490325883349922;"nuclear membrane, cytoplasm, endoplasmic reticulum, extracellular vesicular exosome, nucleus, endoplasmic reticulum membrane, cytoplasmic vesicle, endosome"
"157";157;"O75348";"O75348";"O75348";"VATG1_HUMAN";"V-type proton ATPase subunit G 1";"ATP6V1G1";4;11;0,000828422879828089;3;1;4;2;3;1;5;2;0,00119185423694528;0,000401555038606889;0,00202591740993891;0,000793663082371484;"vacuolar proton-transporting V-type ATPase complex, lysosomal membrane, cytosol, extracellular vesicular exosome, plasma membrane"
"158";158;"O75351";"O75351";"O75351";"VPS4B_HUMAN";"Vacuolar protein sorting-associated protein 4B";"VPS4B";3;5;0,00019459155142017;0;1;1;3;0;1;1;3;0;0,000213439164664923;0,000197420480337891;0,00047458907290457;"vacuolar membrane, endosome, early endosome, lysosome, cytoplasm, late endosome, endosome membrane, late endosome membrane, nucleus, extracellular vesicular exosome, cytosol"
"160";160;"O75369";"O75369-1,O75369-2,O75369-8,O75369-9";"O75369-1,O75369-2,O75369-8,O75369-9";"FLNB_HUMAN";"Filamin-B";"FLNB";47;145;0,000129704857343008;36;32;28;36;40;35;30;40;NA;NA;NA;NA;"integral component of membrane, cell cortex, actin cytoskeleton, focal adhesion, extracellular vesicular exosome, plasma membrane, cytosol, cytoplasm, stress fiber, Z disc"
"161";161;"O75381";"O75381-1,O75381-2";"O75381-1,O75381-2";"PEX14_HUMAN";"Peroxisomal membrane protein PEX14";"PEX14";1;4;4,71443934505495e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"nucleolus, intracellular membrane-bounded organelle, protein complex, nucleus, intracellular, peroxisome, peroxisomal membrane, integral component of membrane"
"164";164;"O75436";"O75436";"O75436";"VP26A_HUMAN";"Vacuolar protein sorting-associated protein 26A";"VPS26A";5;16;0,000434824130418524;4;5;4;3;4;5;4;3;0,000573450764361031;0,000724518265376344;0,000584851998465545;0,000429597448256124;"endosome membrane, cytosol, intracellular membrane-bounded organelle, endosome, vesicle"
"165";165;"O75439";"O75439";"O75439";"MPPB_HUMAN";"Mitochondrial-processing peptidase subunit beta";"PMPCB";4;10;0,000181732477820625;3;NA;3;2;4;NA;4;2;0,000383473210523634;NA;0,000391097348667144;0,000191517880817659;"mitochondrial inner membrane, mitochondrial matrix"
"166";166;"O75449";"O75449-1,O75449-2";"O75449-1,O75449-2";"KTNA1_HUMAN";"Katanin p60 ATPase-containing subunit A1";"KATNA1";1;4;3,61984446656969e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"axon, nucleus, microtubule, plasma membrane, midbody, spindle pole, neuronal cell body, lipid particle, cytoplasm, spindle, growth cone, centrosome"
"167";167;"O75489";"O75489";"O75489";"NDUS3_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial";"NDUFS3";6;15;0,000504927168490261;5;4;4;2;5;4;4;2;0,000887871211865801;0,000717931735691104;0,000724418952644823;0,000354743347423618;"mitochondrial inner membrane, nucleus, mitochondrial membrane, mitochondrial respiratory chain complex I, mitochondrion"
"169";169;"O75521";"O75521-1,O75521-2";"O75521-1,O75521-2";"ECI2_HUMAN";"Enoyl-CoA delta isomerase 2, mitochondrial";"ECI2";2;2;2,25551222472807e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;"peroxisomal matrix, nucleus, mitochondrion, intracellular membrane-bounded organelle"
"171";171;"O75533";"O75533";"O75533";"SF3B1_HUMAN";"Splicing factor 3B subunit 1";"SF3B1";30;90;0,000613347112644611;21;17;18;20;24;20;22;24;0,000862814723678177;0,000726740714043143;0,000806638281625984;0,000861830463679464;"catalytic step 2 spliceosome, nucleus, spliceosomal complex, nucleoplasm, U12-type spliceosomal complex, nuclear speck, intracellular membrane-bounded organelle"
"172";172;"O75534";"O75534-1,O75534-2";"O75534-1,O75534-2";"CSDE1_HUMAN";"Cold shock domain-containing protein E1";"CSDE1";7;19;0,00010579426387415;4;6;4;5;4;6;4;5;NA;NA;NA;NA;"CRD-mediated mRNA stability complex, cytoplasm, plasma membrane, Golgi apparatus"
"177";177;"O75663";"O75663-1";"O75663-1";"TIPRL_HUMAN";"TIP41-like protein";"TIPRL";8;21;0,000686106917183825;5;3;6;6;5;3;6;7;NA;NA;NA;NA;"cytoplasm, intracellular membrane-bounded organelle"
"183";183;"O75915";"O75915";"O75915";"PRAF3_HUMAN";"PRA1 family protein 3";"ARL6IP5";1;1;4,7269777475684e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000254317291885948;NA;"integral component of membrane, endoplasmic reticulum, endoplasmic reticulum membrane"
"186";186;"O75947";"O75947-1,O75947-2";"O75947-1,O75947-2";"ATP5H_HUMAN";"ATP synthase subunit d, mitochondrial";"ATP5H";5;21;0,000579568576006212;5;5;5;5;5;5;6;5;NA;NA;NA;NA;"mitochondrial proton-transporting ATP synthase complex, mitochondrion, mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"187";187;"O75964";"O75964";"O75964";"ATP5L_HUMAN";"ATP synthase subunit g, mitochondrial";"ATP5L";2;2;0,000172557634280167;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000909245084658593;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, mitochondrion"
"194";194;"O94804";"O94804";"O94804";"STK10_HUMAN";"Serine/threonine-protein kinase 10";"STK10";8;22;0,000233043308533966;5;4;3;6;7;4;4;7;0,000381381043278719;0,00024474945534924;0,000230496939477898;0,000380945981040135;"plasma membrane, cytoplasm, extracellular vesicular exosome"
"195";195;"O94826";"O94826";"O94826";"TOM70_HUMAN";"Mitochondrial import receptor subunit TOM70";"TOMM70A";8;24;0,000350791506530076;8;5;3;3;9;5;4;6;0,000693941447168797;0,000389666896016553;0,000314550334701041;0,000462099886775502;"integral component of membrane, mitochondrion, mitochondrial outer membrane translocase complex"
"198";198;"O94979";"O94979-1,O94979-2,O94979-3,O94979-4,O94979-6,O94979-8,O94979-9";"O94979-1,O94979-2,O94979-3,O94979-4,O94979-6,O94979-8,O94979-9";"SC31A_HUMAN";"Protein transport protein Sec31A";"SEC31A";6;16;1,66495890687187e-05;2;5;5;4;2;5;5;4;NA;NA;NA;NA;"ER to Golgi transport vesicle membrane, COPII vesicle coat, vesicle coat, perinuclear region of cytoplasm, ER to Golgi transport vesicle, cytoplasm, endoplasmic reticulum membrane, cytosol, Golgi membrane, endoplasmic reticulum, intracellular membrane-bounded organelle"
"201";201;"O95197";"O95197-1,O95197-2,O95197-3,O95197-4";"O95197-1,O95197-2,O95197-3,O95197-4";"RTN3_HUMAN";"Reticulon-3";"RTN3";2;3;6,45837075975915e-06;2;NA;1;NA;2;NA;1;NA;NA;NA;NA;NA;"integral component of membrane, extracellular space, Golgi membrane, endoplasmic reticulum, endoplasmic reticulum membrane"
"202";202;"O95202";"O95202-1";"O95202-1";"LETM1_HUMAN";"LETM1 and EF-hand domain-containing protein 1, mitochondrial";"LETM1";7;22;0,000264557239024938;4;4;5;6;5;4;6;7;NA;NA;NA;NA;"mitochondrial inner membrane, integral component of membrane, mitochondrion"
"204";204;"O95232";"O95232-1";"O95232-1";"LC7L3_HUMAN";"Luc7-like protein 3";"LUC7L3";6;14;0,000287995496101852;3;2;3;6;3;2;3;6;NA;NA;NA;NA;"plasma membrane, focal adhesion, nucleus, U1 snRNP, nuclear speck"
"205";205;"O95292";"O95292-1,O95292-2,Q9P0L0-1,Q9P0L0-2";"O95292-1,O95292-2,Q9P0L0-1,Q9P0L0-2";"VAPA_HUMAN, VAPB_HUMAN";"Vesicle-associated membrane protein-associated protein A, Vesicle-associated membrane protein-associated protein B/C";"VAPA, VAPB";1;2;1,80624352955866e-05;1;NA;1;NA;1;NA;1;NA;NA;NA;NA;NA;"endoplasmic reticulum, Golgi apparatus, integral component of membrane, endoplasmic reticulum membrane"
"206";206;"O95299";"O95299";"O95299";"NDUAA_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial";"NDUFA10";1;1;2,50330089167002e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000131904568619486;"mitochondrial respiratory chain complex I, mitochondrial inner membrane, mitochondrial matrix"
"215";215;"O95466";"O95466-1,O95466-2,O95466-3";"O95466-1,O95466-2,O95466-3";"FMNL_HUMAN";"Formin-like protein 1";"FMNL1";4;13;3,50082836819914e-05;3;2;3;3;4;2;4;3;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, phagocytic vesicle, plasma membrane, bleb, cell cortex"
