"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5836.1.id.csv";"peptide.count.P5836.2.id.csv";"peptide.count.P5837.1.id.csv";"peptide.count.P5837.2.id.csv";"spectra.count.P5836.1.id.csv";"spectra.count.P5836.2.id.csv";"spectra.count.P5837.1.id.csv";"spectra.count.P5837.2.id.csv";"dNSAF.P5836.1.id.csv";"dNSAF.P5836.2.id.csv";"dNSAF.P5837.1.id.csv";"dNSAF.P5837.2.id.csv";"Go.Cc"
"40";40;"O00764";"O00764-1,O00764-2";"O00764-1,O00764-2";"PDXK_HUMAN";"Pyridoxal kinase";"PDXK";2;5;7,12076776076008e-05;1;2;1;NA;1;2;2;NA;NA;NA;NA;NA;"nucleus, extracellular vesicular exosome, cytoplasm, cytosol"
"46";46;"O14641";"O14641,Q92997";"O14641,Q92997";"DVL2_HUMAN, DVL3_HUMAN";"Segment polarity protein dishevelled homolog DVL-2, Segment polarity protein dishevelled homolog DVL-3";"DVL2, DVL3";1;4;2,44813172601338e-05;1;1;1;1;1;1;1;1;3,22862258860291e-05;3,2633260713232e-05;3,29281342111283e-05;3,22493952203289e-05;"apical part of cell, nucleus, cytoplasm, clathrin-coated endocytic vesicle, clathrin-coated vesicle, plasma membrane, cell cortex, cytoplasmic vesicle, cytosol"
"48";48;"O14737";"O14737";"O14737";"PDCD5_HUMAN";"Programmed cell death protein 5";"PDCD5";6;18;0,00127968741582172;4;3;4;5;4;3;4;7;0,00150014719956846;0,00113720386933471;0,00152997282798587;0,00262226282415538;"nucleus, extracellular vesicular exosome, cytoplasm"
"50";50;"O14745";"O14745";"O14745";"NHRF1_HUMAN";"Na(+)/H(+) exchange regulatory cofactor NHE-RF1";"SLC9A3R1";3;7;0,000173762645692738;NA;NA;3;2;NA;NA;5;2;NA;NA;0,000667760487074837;0,000261598446144791;"membrane, filopodium, cell periphery, apical plasma membrane, microvillus, cytoplasm, membrane raft, sperm midpiece, intracellular membrane-bounded organelle, microvillus membrane, endomembrane system, plasma membrane, brush border membrane, centrosome, actin cytoskeleton, ruffle, extracellular vesicular exosome"
"51";51;"O14773";"O14773-1,O14773-2";"O14773-1,O14773-2";"TPP1_HUMAN";"Tripeptidyl-peptidase 1";"TPP1";4;11;8,68151863407766e-05;2;1;3;3;2;2;4;3;NA;NA;NA;NA;"mitochondrion, lysosomal lumen, melanosome, lysosome, extracellular vesicular exosome"
"53";53;"O14818";"O14818-1";"O14818-1";"PSA7_HUMAN";"Proteasome subunit alpha type-7";"PSMA7";9;36;0,00129000747562673;8;7;5;6;10;9;8;9;NA;NA;NA;NA;"proteasome core complex, proteasome complex, proteasome core complex, alpha-subunit complex, extracellular vesicular exosome, nucleoplasm, cytosol"
"54";54;"O14828";"O14828-1,O14828-2";"O14828-1,O14828-2";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";1;2;2,56101388052697e-05;1;NA;1;NA;1;NA;1;NA;NA;NA;NA;NA;"extracellular vesicular exosome, integral component of membrane, Golgi membrane"
"57";57;"O14950";"O14950,P19105";"O14950,P19105";"ML12A_HUMAN, ML12B_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B";"MYL12A, MYL12B";7;35;0,000906807976064141;7;6;7;6;11;8;8;8;0,00150342740481533;0,00110515439196765;0,0011151405451792;0,00109215444571236;"cytosol, apical part of cell, stress fiber, myosin II complex, Z disc, extracellular vesicular exosome"
"62";62;"O15067";"O15067";"O15067";"PUR4_HUMAN";"Phosphoribosylformylglycinamidine synthase";"PFAS";23;80;0,000531343388067479;20;18;18;16;23;21;19;17;0,000805852615612727;0,00074368713428092;0,000678939735886852;0,000594950726172346;"extracellular vesicular exosome, cytosol"
"64";64;"O15143";"O15143";"O15143";"ARC1B_HUMAN";"Actin-related protein 2/3 complex subunit 1B";"ARPC1B";10;37;0,000883894011077574;8;8;9;7;8;10;11;8;0,0010081634405702;0,00127374985364551;0,00141378537532296;0,00100701337333156;"cytoplasm, extracellular vesicular exosome, Arp2/3 protein complex, actin cytoskeleton"
"65";65;"O15144";"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";12;54;0,00159960926977715;11;12;11;12;13;14;13;14;0,00203144933274895;0,0022112297459286;0,00207183820456419;0,00218521902012949;"focal adhesion, extracellular vesicular exosome, actin cytoskeleton, neuron projection, cytoplasm, cell leading edge, endosome, synapse, plasma membrane, Golgi apparatus, Arp2/3 protein complex, cytosol"
"66";66;"O15145";"O15145";"O15145";"ARPC3_HUMAN";"Actin-related protein 2/3 complex subunit 3";"ARPC3";5;22;0,00109835842494061;5;5;4;5;6;7;4;5;0,00158021123550048;0,00186339585331062;0,00107441912077659;0,00131534050168308;"Arp2/3 protein complex, actin cytoskeleton, extracellular vesicular exosome, cytosol, lamellipodium"
"70";70;"O15294";"O15294-1,O15294-2,O15294-3";"O15294-1,O15294-2,O15294-3";"OGT1_HUMAN";"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit";"OGT";2;6;1,69918129358099e-05;2;NA;2;NA;3;NA;3;NA;NA;NA;NA;NA;"microtubule organizing center, mitochondrion, histone acetyltransferase complex, MLL5-L complex, cytosol, plasma membrane, nucleoplasm, nucleus, cytoplasm"
"75";75;"O15372";"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";8;26;0,000656405319037339;6;4;6;6;8;5;7;6;0,00106544545423896;0,00067306100221041;0,00095079987534633;0,00079817253170314;"eukaryotic translation initiation factor 3 complex, cytosol, extracellular vesicular exosome, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex"
"77";77;"O15400";"O15400-1,O15400-2";"O15400-1,O15400-2";"STX7_HUMAN";"Syntaxin-7";"STX7";2;2;3,40487286031747e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;"perinuclear region of cytoplasm, extracellular vesicular exosome, lysosomal membrane, intracellular membrane-bounded organelle, integral component of membrane, SNARE complex, early endosome membrane"
"78";78;"O15511";"O15511-1";"O15511-1";"ARPC5_HUMAN";"Actin-related protein 2/3 complex subunit 5";"ARPC5";4;19;0,00111819632545128;4;4;4;3;5;5;6;3;NA;NA;NA;NA;"extracellular vesicular exosome, cell projection, cytosol, cytoplasm, Arp2/3 protein complex, actin cytoskeleton"
"83";83;"O43175";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";10;36;0,000600228619053338;9;8;8;10;9;8;8;11;0,000791587992267596;0,000711196916406948;0,000717623277666916;0,000966392758835072;"cytosol, extracellular vesicular exosome"
"85";85;"O43242";"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";12;38;0,000632388184056716;7;10;9;9;8;12;9;9;0,00070231610466688;0,00106479763046321;0,000805814340582443;0,000789204301009847;"cytoplasm, nucleus, proteasome complex, cytosol, proteasome accessory complex, nucleoplasm, extracellular vesicular exosome"
"96";96;"O43488";"O43488";"O43488";"ARK72_HUMAN";"Aflatoxin B1 aldehyde reductase member 2";"AKR7A2";5;9;0,000222786806375647;2;1;4;2;2;1;4;2;0,000261167687947155;0,000131987450015635;0,000532720344006221;0,000260869759665279;"Golgi apparatus, extracellular vesicular exosome"
"97";97;"O43491";"O43491-1,O43491-2";"O43491-1,O43491-2";"E41L2_HUMAN";"Band 4.1-like protein 2";"EPB41L2";4;9;7,51612979165602e-05;2;2;1;3;2;3;1;3;NA;NA;NA;NA;"spectrin, extracellular vesicular exosome, extrinsic component of membrane, plasma membrane"
"99";99;"O43598";"O43598-1";"O43598-1";"RCL_HUMAN";"Deoxyribonucleoside 5'-monophosphate N-glycosidase";"RCL";2;6;0,000306438557428572;2;NA;2;2;2;NA;2;2;NA;NA;NA;NA;"extracellular vesicular exosome, cytoplasm, nucleus"
"101";101;"O43665";"O43665-3";"O43665-3";"RGS10_HUMAN";"Regulator of G-protein signaling 10";"RGS10";2;7;0,00035957819166474;1;NA;2;2;2;NA;2;3;NA;NA;NA;NA;"dendritic spine, cytoplasm, nucleus, neuronal cell body, plasma membrane, axon terminus"
"104";104;"O43681";"O43681";"O43681";"ASNA_HUMAN";"ATPase ASNA1";"ASNA1";5;18;0,000459657836142858;4;3;3;3;5;5;5;3;0,000673557471070607;0,000680797335569151;0,000686949006818366;0,000403673464309634;"cytoplasm, extracellular vesicular exosome, nucleolus, endoplasmic reticulum, nucleus"
"106";106;"O43707";"O43707";"O43707";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";26;90;0,0012002237153214;20;17;19;24;22;20;20;28;0,00149107024668627;0,00140574641930794;0,00153192461341926;0,00194127643786552;"pseudopodium, platelet alpha granule lumen, extracellular vesicular exosome, extracellular region, cell-cell junction, Z disc, ribonucleoprotein complex, neuron projection, stress fiber, protein complex, cortical cytoskeleton, perinuclear region of cytoplasm, cytoplasm, nucleus"
"111";111;"O43776";"O43776";"O43776";"SYNC_HUMAN";"Asparagine--tRNA ligase, cytoplasmic";"NARS";18;63;0,00102164825624453;15;11;14;15;16;11;18;18;0,00136874744486173;0,000951128540349894;0,00157045568566067;0,00153808429466883;"cytoplasm, mitochondrion, extracellular vesicular exosome, cytosol"
"112";112;"O43795";"O43795-1,O43795-2";"O43795-1,O43795-2";"MYO1B_HUMAN";"Unconventional myosin-Ib";"MYO1B";1;1;3,91140764323441e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;"cell periphery, myosin complex, plasma membrane, filopodium, cytoplasm, extracellular vesicular exosome, brush border"
"114";114;"O43813";"O43813";"O43813";"LANC1_HUMAN";"LanC-like protein 1";"LANCL1";1;4;8,90899064203367e-05;1;1;1;NA;1;1;2;NA;0,000117492731795775;0,000118755625452664;0,00023965739786746;NA;"nucleus, integral component of plasma membrane, cytoplasm"
"117";117;"O43852";"O43852-1,O43852-2,O43852-3,O43852-4";"O43852-1,O43852-2,O43852-3,O43852-4";"CALU_HUMAN";"Calumenin";"CALU";5;20;0,000141059018498866;3;4;3;4;4;6;4;6;NA;NA;NA;NA;"sarcoplasmic reticulum lumen, Golgi apparatus, melanosome, extracellular region, endoplasmic reticulum"
"118";118;"O43865";"O43865-1,O43865-2,Q96HN2-1,Q96HN2-2,Q96HN2-3";"O43865-1,O43865-2,Q96HN2-1,Q96HN2-2,Q96HN2-3";"SAHH2_HUMAN, SAHH3_HUMAN";"Putative adenosylhomocysteinase 2, Putative adenosylhomocysteinase 3";"AHCYL1, AHCYL2";1;2;6,41664944156613e-06;1;1;0;0;1;1;0;0;NA;NA;NA;NA;"endoplasmic reticulum, extracellular vesicular exosome"
"127";127;"O60488";"O60488-1,O60488-2";"O60488-1,O60488-2";"ACSL4_HUMAN";"Long-chain-fatty-acid--CoA ligase 4";"ACSL4";4;11;6,8743952053245e-05;2;3;2;3;2;4;2;3;NA;NA;NA;NA;"endoplasmic reticulum membrane, lipid particle, extracellular vesicular exosome, peroxisomal membrane, cytoplasm, mitochondrial outer membrane, integral component of membrane, neuronal cell body"
"128";128;"O60493";"O60493-1";"O60493-1";"SNX3_HUMAN";"Sorting nexin-3";"SNX3";2;6;0,000628353809676769;1;1;2;2;1;1;2;2;NA;NA;NA;NA;"endosome membrane, cytoplasm, extracellular vesicular exosome, early endosome, intracellular membrane-bounded organelle, cytosol"
"132";132;"O60547";"O60547";"O60547";"GMDS_HUMAN";"GDP-mannose 4,6 dehydratase";"GMDS";4;14;0,000334446382569893;4;3;4;2;5;3;4;2;0,000630102150356375;0,000382124956093652;0,000514103772844713;0,00025175334333289;"extracellular vesicular exosome, cytoplasm"
"139";139;"O60711";"O60711-1,O60711-2";"O60711-1,O60711-2";"LPXN_HUMAN";"Leupaxin";"LPXN";4;14;0,000161158101445596;4;4;3;3;4;4;3;3;NA;NA;NA;NA;"plasma membrane, podosome, perinuclear region of cytoplasm, focal adhesion, cell projection, cytoplasm, nucleus"
"145";145;"O60884";"O60884";"O60884";"DNJA2_HUMAN";"DnaJ homolog subfamily A member 2";"DNAJA2";2;7;0,000150987929995146;2;2;1;2;2;2;1;2;0,000227570873720943;0,000230016963862198;0,000116047696297472;0,000227311271164648;"membrane, extracellular vesicular exosome"
"146";146;"O60888";"O60888-1,O60888-2,O60888-3";"O60888-1,O60888-2,O60888-3";"CUTA_HUMAN";"Protein CutA";"CUTA";2;7;0,000115841763795158;2;NA;2;2;2;NA;3;2;NA;NA;NA;NA;"extracellular vesicular exosome, membrane"
"147";147;"O75083";"O75083-1";"O75083-1";"WDR1_HUMAN";"WD repeat-containing protein 1";"WDR1";16;57;0,000835879431401699;14;13;12;13;16;14;14;13;NA;NA;NA;NA;"cytoplasm, extracellular vesicular exosome, cell projection, extracellular region, podosome, cell junction, cytosol"
"148";148;"O75116";"O75116";"O75116";"ROCK2_HUMAN";"Rho-associated protein kinase 2";"ROCK2";2;2;1,28050694026348e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;6,8892868695329e-05;NA;"cytosol, nucleus, spindle pole centrosome, centrosome, plasma membrane"
"149";149;"O75122";"O75122-1";"O75122-1";"CLAP2_HUMAN";"CLIP-associating protein 2";"CLASP2";1;4;2,74705352872599e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"condensed chromosome kinetochore, microtubule organizing center, microtubule, kinetochore microtubule, trans-Golgi network, ruffle membrane, Golgi apparatus, cytoplasm, cytoplasmic microtubule, cell cortex, plasma membrane, cytosol"
"150";150;"O75131";"O75131";"O75131";"CPNE3_HUMAN";"Copine-3";"CPNE3";9;29;0,000479915878579942;5;7;7;6;6;8;8;7;0,000523794413257143;0,000705899360232594;0,000712277852879826;0,000610396374337845;"cytoplasm, cytosol, extracellular vesicular exosome"
"152";152;"O75223";"O75223-1";"O75223-1";"GGCT_HUMAN";"Gamma-glutamylcyclotransferase";"GGCT";4;14;0,000661776884659576;4;3;3;3;4;4;3;3;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol"
"154";154;"O75323";"O75323-1";"O75323-1";"NIPS2_HUMAN";"Protein NipSnap homolog 2";"GBAS";6;22;0,000740559847119049;6;5;5;5;6;6;5;5;NA;NA;NA;NA;"mitochondrion, membrane, integral component of plasma membrane"
"155";155;"O75340";"O75340";"O75340";"PDCD6_HUMAN";"Programmed cell death protein 6";"PDCD6";2;2;9,3054640475692e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000490325883349922;"nuclear membrane, cytoplasm, endoplasmic reticulum, extracellular vesicular exosome, nucleus, endoplasmic reticulum membrane, cytoplasmic vesicle, endosome"
"157";157;"O75348";"O75348";"O75348";"VATG1_HUMAN";"V-type proton ATPase subunit G 1";"ATP6V1G1";4;11;0,000828422879828089;3;1;4;2;3;1;5;2;0,00119185423694528;0,000401555038606889;0,00202591740993891;0,000793663082371484;"vacuolar proton-transporting V-type ATPase complex, lysosomal membrane, cytosol, extracellular vesicular exosome, plasma membrane"
"158";158;"O75351";"O75351";"O75351";"VPS4B_HUMAN";"Vacuolar protein sorting-associated protein 4B";"VPS4B";3;5;0,00019459155142017;0;1;1;3;0;1;1;3;0;0,000213439164664923;0,000197420480337891;0,00047458907290457;"vacuolar membrane, endosome, early endosome, lysosome, cytoplasm, late endosome, endosome membrane, late endosome membrane, nucleus, extracellular vesicular exosome, cytosol"
"159";159;"O75368";"O75368";"O75368";"SH3L1_HUMAN";"SH3 domain-binding glutamic acid-rich-like protein";"SH3BGRL";8;33;0,00257247104788722;6;8;8;8;7;9;9;8;0,00287857192899649;0,00374080220175891;0,0037746040164125;0,00328604363929246;"nucleus, extracellular vesicular exosome, cytoplasm, extracellular space"
"160";160;"O75369";"O75369-1,O75369-2,O75369-8,O75369-9";"O75369-1,O75369-2,O75369-8,O75369-9";"FLNB_HUMAN";"Filamin-B";"FLNB";47;145;0,000129704857343008;36;32;28;36;40;35;30;40;NA;NA;NA;NA;"integral component of membrane, cell cortex, actin cytoskeleton, focal adhesion, extracellular vesicular exosome, plasma membrane, cytosol, cytoplasm, stress fiber, Z disc"
"162";162;"O75390";"O75390";"O75390";"CISY_HUMAN";"Citrate synthase, mitochondrial";"CS";15;46;0,000877229690149603;11;9;11;14;11;10;11;14;0,00110659999968167;0,00101681318788869;0,00112860120090159;0,00140679336059838;"mitochondrion, extracellular vesicular exosome, mitochondrial matrix"
"166";166;"O75449";"O75449-1,O75449-2";"O75449-1,O75449-2";"KTNA1_HUMAN";"Katanin p60 ATPase-containing subunit A1";"KATNA1";1;4;3,61984446656969e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"axon, nucleus, microtubule, plasma membrane, midbody, spindle pole, neuronal cell body, lipid particle, cytoplasm, spindle, growth cone, centrosome"
"172";172;"O75534";"O75534-1,O75534-2";"O75534-1,O75534-2";"CSDE1_HUMAN";"Cold shock domain-containing protein E1";"CSDE1";7;19;0,00010579426387415;4;6;4;5;4;6;4;5;NA;NA;NA;NA;"CRD-mediated mRNA stability complex, cytoplasm, plasma membrane, Golgi apparatus"
"182";182;"O75874";"O75874";"O75874";"IDHC_HUMAN";"Isocitrate dehydrogenase [NADP] cytoplasmic";"IDH1";9;22;0,000512431790605965;5;6;5;5;5;6;5;6;0,00061147304330236;0,000749146158982022;0,000625555013455372;0,000737651573092589;"mitochondrion, peroxisome, cytosol, cytoplasm, extracellular vesicular exosome, peroxisomal matrix"
"194";194;"O94804";"O94804";"O94804";"STK10_HUMAN";"Serine/threonine-protein kinase 10";"STK10";8;22;0,000233043308533966;5;4;3;6;7;4;4;7;0,000381381043278719;0,00024474945534924;0,000230496939477898;0,000380945981040135;"plasma membrane, cytoplasm, extracellular vesicular exosome"
"201";201;"O95197";"O95197-1,O95197-2,O95197-3,O95197-4";"O95197-1,O95197-2,O95197-3,O95197-4";"RTN3_HUMAN";"Reticulon-3";"RTN3";2;3;6,45837075975915e-06;2;NA;1;NA;2;NA;1;NA;NA;NA;NA;NA;"integral component of membrane, extracellular space, Golgi membrane, endoplasmic reticulum, endoplasmic reticulum membrane"
"204";204;"O95232";"O95232-1";"O95232-1";"LC7L3_HUMAN";"Luc7-like protein 3";"LUC7L3";6;14;0,000287995496101852;3;2;3;6;3;2;3;6;NA;NA;NA;NA;"plasma membrane, focal adhesion, nucleus, U1 snRNP, nuclear speck"
"208";208;"O95336";"O95336";"O95336";"6PGL_HUMAN";"6-phosphogluconolactonase";"PGLS";7;22;0,000757782169145073;5;5;5;7;5;5;5;7;0,00090851937958361;0,000918284778209552;0,00092658238128989;0,00127047617449389;"cytosol, extracellular vesicular exosome"
"209";209;"O95347";"O95347-1,O95347-2";"O95347-1,O95347-2";"SMC2_HUMAN";"Structural maintenance of chromosomes protein 2";"SMC2";13;33;0,000122498621327963;9;8;10;5;9;8;11;5;NA;NA;NA;NA;"condensin complex, cytoplasm, condensed chromosome, cytosol, extracellular vesicular exosome, nucleus, nuclear chromosome, nucleoplasm"
"210";210;"O95372";"O95372";"O95372";"LYPA2_HUMAN";"Acyl-protein thioesterase 2";"LYPLA2";3;8;0,000307765131270254;2;3;3;NA;2;3;3;NA;0,000405883982567223;0,000615370059163804;0,00062093053083842;NA;"extracellular vesicular exosome, cytoplasm"
"213";213;"O95433";"O95433";"O95433";"AHSA1_HUMAN";"Activator of 90 kDa heat shock protein ATPase homolog 1";"AHSA1";10;32;0,000841346098502115;5;6;7;6;7;7;9;9;0,000970879289661538;0,000981314976003817;0,0012730912954764;0,00124684939863686;"endoplasmic reticulum, cytosol, extracellular vesicular exosome, cytoplasm"
"215";215;"O95466";"O95466-1,O95466-2,O95466-3";"O95466-1,O95466-2,O95466-3";"FMNL_HUMAN";"Formin-like protein 1";"FMNL1";4;13;3,50082836819914e-05;3;2;3;3;4;2;4;3;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, phagocytic vesicle, plasma membrane, bleb, cell cortex"
"218";218;"O95747";"O95747";"O95747";"OXSR1_HUMAN";"Serine/threonine-protein kinase OSR1";"OXSR1";8;20;0,000337256856373001;2;6;5;6;2;6;5;7;0,000177911195394741;0,000539470526249862;0,000453620976039453;0,000621978848234199;"extracellular vesicular exosome, cytoplasm"
"222";222;"O95782";"O95782-1,O95782-2";"O95782-1,O95782-2";"AP2A1_HUMAN";"AP-2 complex subunit alpha-1";"AP2A1";10;23;0,000104603130913438;4;4;6;7;4;4;7;8;NA;NA;NA;NA;"apical plasma membrane, basolateral plasma membrane, clathrin-coated endocytic vesicle membrane, cytosol, clathrin coat of trans-Golgi network vesicle, AP-2 adaptor complex, plasma membrane, endocytic vesicle membrane"
"223";223;"O95793";"O95793-1,O95793-2,O95793-3";"O95793-1,O95793-2,O95793-3";"STAU1_HUMAN";"Double-stranded RNA-binding protein Staufen homolog 1";"STAU1";1;8;4,10709100655278e-05;1;1;1;1;2;2;2;2;NA;NA;NA;NA;"cytoplasmic stress granule, neuronal cell body, neuron projection, rough endoplasmic reticulum, cytoplasm, microtubule associated complex, extracellular vesicular exosome"
"229";229;"O96019";"O96019-1";"O96019-1";"ACL6A_HUMAN";"Actin-like protein 6A";"ACTL6A";7;21;0,000435014175930071;4;6;6;5;4;6;6;5;NA;NA;NA;NA;"npBAF complex, nucleoplasm, SWI/SNF complex, nucleus, Ino80 complex, plasma membrane, NuA4 histone acetyltransferase complex"
"230";230;"P00338";"P00338-1,P00338-3";"P00338-1,P00338-3";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";23;124;0,00179786517101793;19;19;21;19;32;31;31;30;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, cilium, mitochondrion"
"233";233;"P00390";"P00390-1,P00390-2,P00390-3";"P00390-1,P00390-2,P00390-3";"GSHR_HUMAN";"Glutathione reductase, mitochondrial";"GSR";7;25;0,000141869702513228;5;6;7;5;5;6;8;6;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, mitochondrial matrix"
"235";235;"P00491";"P00491";"P00491";"PNPH_HUMAN";"Purine nucleoside phosphorylase";"PNP";15;74;0,00227549184858725;14;15;14;14;19;21;18;16;0,00308204982610301;0,00344309129988883;0,00297788828976488;0,00259244965314423;"intracellular, cytoskeleton, cytoplasm, extracellular vesicular exosome, cytosol"
"236";236;"P00492";"P00492";"P00492";"HPRT_HUMAN";"Hypoxanthine-guanine phosphoribosyltransferase";"HPRT1";11;46;0,00203476876987073;10;8;11;11;12;10;12;12;0,00279557247626002;0,00239091027574193;0,00283428276179456;0,00279238341366481;"cytosol, extracellular vesicular exosome, cytoplasm"
"237";237;"P00505";"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";17;65;0,0013433411180299;13;12;13;15;16;15;16;18;0,00174435720880053;0,00165291260077719;0,00177903817207659;0,00196016324064771;"mitochondrial inner membrane, mitochondrion, extracellular vesicular exosome, plasma membrane, mitochondrial matrix"
"238";238;"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";31;303;0,00645725564538336;30;30;30;31;74;75;77;77;0,00831916162830229;0,00852221125100951;0,00882853025741244;0,00864655007964905;"extracellular vesicular exosome, cytosol"
"239";239;"P00813";"P00813";"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";6;19;0,000465145027942543;3;5;3;4;6;6;3;4;0,000774869421264699;0,000783198257117568;0,00039513761053354;0,000515990323525262;"neuronal cell body, cell junction, extracellular space, membrane, cytosol, lysosome, plasma membrane, cell surface, cytoplasm, cytoplasmic membrane-bounded vesicle lumen, dendrite cytoplasm, external side of plasma membrane"
