"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5836.1.id.csv";"peptide.count.P5836.2.id.csv";"peptide.count.P5837.1.id.csv";"peptide.count.P5837.2.id.csv";"spectra.count.P5836.1.id.csv";"spectra.count.P5836.2.id.csv";"spectra.count.P5837.1.id.csv";"spectra.count.P5837.2.id.csv";"dNSAF.P5836.1.id.csv";"dNSAF.P5836.2.id.csv";"dNSAF.P5837.1.id.csv";"dNSAF.P5837.2.id.csv";"Go.Cc"
"237";237;"P00505";"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";17;65;0,0013433411180299;13;12;13;15;16;15;16;18;0,00174435720880053;0,00165291260077719;0,00177903817207659;0,00196016324064771;"mitochondrial inner membrane, mitochondrion, extracellular vesicular exosome, plasma membrane, mitochondrial matrix"
"239";239;"P00813";"P00813";"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";6;19;0,000465145027942543;3;5;3;4;6;6;3;4;0,000774869421264699;0,000783198257117568;0,00039513761053354;0,000515990323525262;"neuronal cell body, cell junction, extracellular space, membrane, cytosol, lysosome, plasma membrane, cell surface, cytoplasm, cytoplasmic membrane-bounded vesicle lumen, dendrite cytoplasm, external side of plasma membrane"
"240";240;"P00918";"P00918";"P00918";"CAH2_HUMAN";"Carbonic anhydrase 2";"CA2";3;6;0,00020507811150989;2;2;NA;2;2;2;NA;2;0,000360612307588571;0,000364488419658561;NA;0,000360200937383981;"cytosol, axon, basolateral plasma membrane, extracellular vesicular exosome, microvillus, cytoplasm, extracellular space, apical part of cell, plasma membrane"
"242";242;"P02647";"P02647";"P02647";"APOA1_HUMAN";"Apolipoprotein A-I";"APOA1";2;6;0,000199701531807384;1;2;NA;2;1;2;NA;3;0,00017557902616672;0,000354932543487737;NA;0,000526136200673231;"very-low-density lipoprotein particle, early endosome, cytoplasmic vesicle, spherical high-density lipoprotein particle, cytosol, endocytic vesicle, endocytic vesicle lumen, high-density lipoprotein particle, nucleus, extracellular vesicular exosome, extracellular region, blood microparticle, secretory granule lumen, plasma membrane, extracellular space, endoplasmic reticulum lumen"
"247";247;"P04040";"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";23;101;0,00170314712468366;20;22;20;17;26;28;25;22;0,00231284554013163;0,00251752912249936;0,00226810488019726;0,00195479066587891;"endoplasmic reticulum, peroxisome, cytosol, intracellular membrane-bounded organelle, plasma membrane, mitochondrial intermembrane space, peroxisomal matrix, peroxisomal membrane, lysosome, Golgi apparatus"
"253";253;"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";3;9;0,000124193266287045;2;3;2;2;2;3;2;2;0,000145588819833895;0,00022073056470006;0,000148483387809187;0,000145422738695396;"extracellular vesicular exosome, plasma membrane, blood microparticle, extracellular space, membrane, cytoskeleton, keratin filament"
"255";255;"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";17;281;0,00745423225219532;17;17;17;17;58;71;71;81;0,00811646805736665;0,0100424719804433;0,0101332155584885;0,0113221369273234;"perinuclear region of cytoplasm, extracellular vesicular exosome, GAIT complex, ribonucleoprotein complex, cytosol, nucleus, microtubule cytoskeleton, lipid particle, cytoplasm, plasma membrane"
"256";256;"P04632";"P04632";"P04632";"CPNS1_HUMAN";"Calpain small subunit 1";"CAPNS1";9;25;0,000828984903491473;5;8;6;5;5;8;6;6;0,000874619402733475;0,00141443267330188;0,00107041009420653;0,0010483460117892;"plasma membrane, membrane, extracellular vesicular exosome, cytosol, cytoplasm"
"257";257;"P04792";"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";7;16;0,000693597515350524;4;4;2;6;4;4;2;6;0,000914723902175888;0,000924555991329032;0,000466455130483496;0,00137052063980247;"spindle, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleus, extracellular space, Z disc, proteasome complex, plasma membrane, cytosol"
"261";261;"P05023";"P05023-1,P05023-3";"P05023-1,P05023-3";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";6;15;0,00010994381894546;2;5;4;3;2;5;5;3;NA;NA;NA;NA;"basolateral plasma membrane, integral component of membrane, endosome, endoplasmic reticulum, T-tubule, membrane, extracellular vesicular exosome, caveola, sodium:potassium-exchanging ATPase complex, Golgi apparatus, melanosome, plasma membrane"
"263";263;"P05141";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";5;34;0,00200479807301234;4;4;5;5;8;10;10;6;0,00262190156524129;0,00318010030574583;0,00277126713427885;0,0019798964276341;"integral component of membrane, mitochondrial nucleoid, integral component of plasma membrane, mitochondrion, mitochondrial inner membrane, MMXD complex"
"270";270;"P05556";"P05556-1";"P05556-1";"ITB1_HUMAN";"Integrin beta-1";"ITGB1";2;4;4,45449532101683e-05;2;2;NA;NA;2;2;NA;NA;NA;NA;NA;NA;"focal adhesion, alpha9-beta1 integrin complex, receptor complex, basement membrane, melanosome, myelin sheath abaxonal region, lamellipodium, hemidesmosome, membrane raft, alpha7-beta1 integrin complex, alpha3-beta1 integrin complex, cell surface, sarcolemma, plasma membrane, intercalated disc, alpha8-beta1 integrin complex, external side of plasma membrane, integrin complex, extracellular vesicular exosome, neuromuscular junction, cytoplasm, filopodium, recycling endosome, acrosomal vesicle, ruffle, cleavage furrow"
"277";277;"P06576";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";23;156;0,00262065790889765;22;23;20;20;37;41;40;38;0,00327891342060686;0,00367244475761839;0,00361524770318021;0,00336369117330221;"mitochondrial nucleoid, mitochondrial membrane, mitochondrial proton-transporting ATP synthase, catalytic core, mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, extracellular vesicular exosome, cell surface, mitochondrion, plasma membrane"
"279";279;"P06733";"P06733-1";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";22;306;0,00864592208850012;20;21;18;20;75;76;74;81;NA;NA;NA;NA;"extracellular vesicular exosome, plasma membrane, cytoplasm, nucleus, phosphopyruvate hydratase complex, extracellular space, M band, cytosol"
"280";280;"P06737";"P06737";"P06737";"PYGL_HUMAN";"Glycogen phosphorylase, liver form";"PYGL";20;73;0,000869928712799253;14;11;14;16;18;17;19;19;0,0010958867529315;0,00109368042333203;0,00122573299594078;0,00120797020382432;"plasma membrane, cytosol, cytoplasm"
"281";281;"P06744";"P06744-1";"P06744-1";"G6PI_HUMAN";"Glucose-6-phosphate isomerase";"GPI";21;103;0,0016760403085102;16;19;17;20;25;26;25;27;NA;NA;NA;NA;"cytoplasm, extracellular vesicular exosome, neuron projection, nucleus, cytosol, plasma membrane, extracellular space"
"289";289;"P07237";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";23;86;0,0015044444138324;19;18;20;20;21;20;22;23;0,00193793621991496;0,0018654919116383;0,00207058330559111;0,00212008032042934;"endoplasmic reticulum, endoplasmic reticulum lumen, extracellular region, plasma membrane, procollagen-proline 4-dioxygenase complex, extracellular vesicular exosome, melanosome, endoplasmic reticulum-Golgi intermediate compartment"
"291";291;"P07355";"P07355-1,P07355-2";"P07355-1,P07355-2";"ANXA2_HUMAN";"Annexin A2";"ANXA2";11;33;0,00043253937973325;8;7;6;7;9;9;7;8;NA;NA;NA;NA;"lipid particle, ruffle, basement membrane, cell cortex, myelin sheath adaxonal region, extracellular space, extrinsic component of plasma membrane, perinuclear region of cytoplasm, sarcolemma, Schmidt-Lanterman incisure, extracellular vesicular exosome, cell surface, protein complex, early endosome, midbody, macropinosome, melanosome"
"292";292;"P07384";"P07384";"P07384";"CAN1_HUMAN";"Calpain-1 catalytic subunit";"CAPN1";10;34;0,000423177055496599;9;7;6;8;13;7;6;8;0,000853550139810484;0,000464544064270715;0,000401778578777801;0,000524662429802998;"cytosol, plasma membrane, cytoplasm, membrane, extracellular vesicular exosome"
"299";299;"P07900";"P07900-1,P07900-2";"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";28;173;0,00141353207407874;27;26;25;24;47;45;44;37;NA;NA;NA;NA;"cytosol, plasma membrane, mitochondrion, extracellular vesicular exosome, melanosome, nucleus, extracellular region, endocytic vesicle lumen, cytoplasm"
"301";301;"P07948";"P07948-1,P07948-2";"P07948-1,P07948-2";"LYN_HUMAN";"Tyrosine-protein kinase Lyn";"LYN";2;5;4,88162008598982e-05;1;2;1;1;1;2;1;1;NA;NA;NA;NA;"mast cell granule, cytosol, membrane raft, mitochondrial intermembrane space, plasma membrane, cytoplasm, nucleus, postsynaptic density, perinuclear region of cytoplasm, alpha2-beta1 integrin complex, Golgi apparatus, mitochondrial crista"
"305";305;"P08195";"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-1,P08195-2,P08195-3,P08195-4";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";6;12;4,23177055496599e-05;3;3;3;3;3;3;3;3;NA;NA;NA;NA;"integral component of membrane, apical plasma membrane, cytoplasm, nucleus, melanosome, cell junction, plasma membrane, extracellular vesicular exosome"
"306";306;"P08238";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";25;165;0,00280607216945327;22;23;19;21;41;44;39;41;0,00368892622132868;0,00388701490147492;0,00357308540215961;0,0037650199286389;"brush border membrane, inclusion body, cytosol, basolateral plasma membrane, apical plasma membrane, extracellular vesicular exosome, cell surface, mitochondrion, cytoplasm, melanosome"
"311";311;"P08575";"P08575-1,P08575-2";"P08575-1,P08575-2";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";9;28;9,54095508558284e-05;7;7;5;7;7;8;6;7;NA;NA;NA;NA;"external side of plasma membrane, membrane raft, plasma membrane, integral component of plasma membrane, extracellular vesicular exosome, focal adhesion"
"316";316;"P08758";"P08758";"P08758";"ANXA5_HUMAN";"Annexin A5";"ANXA5";13;67;0,00200923652147756;13;13;12;12;18;18;14;17;0,00289562840227707;0,00295367507180547;0,00221480441551263;0,00261201960999853;"external side of plasma membrane, endothelial microparticle, extracellular vesicular exosome, cytoplasm, intracellular"
"317";317;"P08865";"P08865";"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";11;51;0,00153634788622664;9;9;11;11;12;12;13;14;0,00190696677911244;0,00192746418531307;0,00210695410633647;0,00222225663064016;"plasma membrane, cytoplasm, nucleus, 90S preribosome, cytosol, cytosolic small ribosomal subunit, extracellular vesicular exosome"
"319";319;"P09104";"P09104";"P09104";"ENOG_HUMAN";"Gamma-enolase";"ENO2";1;2;5,65092946960792e-05;1;0;1;0;1;0;1;0;0,000149234719821247;0;0,000152762263931;0;"extracellular space, extracellular vesicular exosome, cytosol, photoreceptor inner segment, perikaryon, plasma membrane, phosphopyruvate hydratase complex"
"322";322;"P09211";"P09211";"P09211";"GSTP1_HUMAN";"Glutathione S-transferase P";"GSTP1";9;40;0,0016927082219864;8;8;8;6;11;10;10;9;0,0024555980945317;0,00225635688360061;0,00227674527974087;0,00200683379399647;"extracellular space, TRAF2-GSTP1 complex, mitochondrion, cytoplasm, nucleus, intracellular, cytosol, extracellular vesicular exosome, plasma membrane"
"324";324;"P09382";"P09382";"P09382";"LEG1_HUMAN";"Galectin-1";"LGALS1";6;24;0,0015798610071873;4;5;5;5;5;7;6;6;0,00173628148098201;0,00245692193992067;0,00212496226109148;0,00208116097155189;"extracellular space, proteinaceous extracellular matrix, cell surface, nucleus, cytoplasm, intracellular"
"326";326;"P09429";"P09429";"P09429";"HMGB1_HUMAN";"High mobility group protein B1";"HMGB1";10;62;0,00274251881694418;10;8;9;10;15;13;15;19;0,00351294160105662;0,00318338723112645;0,00345924089014892;0,00438891769370616;"nucleoplasm, condensed chromosome, cell surface, nucleus, extracellular region, extracellular space"
"327";327;"P09496";"P09496-2";"P09496-2";"CLCA_HUMAN";"Clathrin light chain A";"CLTA";2;3;0,000107500622968894;NA;NA;1;2;NA;NA;1;2;NA;NA;NA;NA;"clathrin complex, clathrin-coated endocytic vesicle membrane, cytoplasmic membrane-bounded vesicle, trans-Golgi network membrane, plasma membrane, clathrin coat of trans-Golgi network vesicle, clathrin coat, cytosol, intracellular membrane-bounded organelle, clathrin coat of coated pit"
"342";342;"P10768";"P10768";"P10768";"ESTD_HUMAN";"S-formylglutathione hydrolase";"ESD";11;50;0,00157565924918947;10;10;11;9;14;12;14;10;0,00232735602769929;0,00201631891726012;0,00237362805760219;0,00166050077517438;"extracellular vesicular exosome, nucleus, cytoplasmic membrane-bounded vesicle, plasma membrane, cytoplasm, Golgi apparatus"
"343";343;"P10809";"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";36;370;0,00573836949600101;34;34;36;35;92;90;91;97;0,00752691657724138;0,00744243369983449;0,00759312430992113;0,00792693511415708;"mitochondrion, coated pit, secretory granule, mitochondrial matrix, extracellular space, protein complex, mitochondrial inner membrane, plasma membrane, extracellular vesicular exosome, early endosome, cytoplasm, cell surface, coated vesicle, cytosol, lipopolysaccharide receptor complex"
"344";344;"P11021";"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";28;120;0,0017297482220514;25;24;24;19;32;29;32;27;0,00240865870837242;0,00223676969317101;0,002458692093769;0,00208378897092325;"endoplasmic reticulum chaperone complex, endoplasmic reticulum, cell surface, nucleus, midbody, melanosome, integral component of endoplasmic reticulum membrane, extracellular vesicular exosome, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum lumen, endoplasmic reticulum membrane"
"345";345;"P11142";"P11142-1";"P11142-1";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";27;182;0,00284229956239056;24;24;24;23;45;46;43;48;NA;NA;NA;NA;"extracellular vesicular exosome, intracellular, plasma membrane, ribonucleoprotein complex, nucleolus, blood microparticle, Prp19 complex, cytosol, melanosome, spliceosomal complex, clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, nucleus"
"346";346;"P11171";"P11171-1,P11171-2,P11171-3,P11171-4,P11171-5,P11171-6";"P11171-1,P11171-2,P11171-3,P11171-4,P11171-5,P11171-6";"41_HUMAN";"Protein 4.1";"EPB41";2;2;1,19998123375772e-05;1;NA;0;1;1;NA;0;1;NA;NA;NA;NA;"plasma membrane, protein complex, nucleus, cortical cytoskeleton, extrinsic component of membrane, spectrin-associated cytoskeleton, spectrin"
"350";350;"P11279";"P11279";"P11279";"LAMP1_HUMAN";"Lysosome-associated membrane glycoprotein 1";"LAMP1";1;1;2,13110747372388e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,00011229285817726;"cytoplasm, cytolytic granule, integral component of plasma membrane, external side of plasma membrane, multivesicular body, sarcolemma, membrane, lysosome, melanosome, endosome membrane, dendrite, late endosome, neuronal cell body, extracellular vesicular exosome, alveolar lamellar body, lysosomal membrane"
"353";353;"P11413";"P11413-1,P11413-2,P11413-3";"P11413-1,P11413-2,P11413-3";"G6PD_HUMAN";"Glucose-6-phosphate 1-dehydrogenase";"G6PD";18;69;0,000396882558844383;11;14;16;14;14;18;19;18;NA;NA;NA;NA;"cytoplasmic side of plasma membrane, nucleus, cytoplasm, extracellular vesicular exosome, cytosol"
"366";366;"P12814";"P12814-1,P12814-2,P12814-3";"P12814-1,P12814-2,P12814-3";"ACTN1_HUMAN";"Alpha-actinin-1";"ACTN1";19;68;0,000308717234332877;13;15;15;13;19;17;17;15;NA;NA;NA;NA;"dendritic spine, extracellular region, pseudopodium, fascia adherens, cytosol, Z disc, focal adhesion, ruffle, cytoskeleton, cell projection, platelet alpha granule lumen, cytoplasm, nucleus, extracellular vesicular exosome, plasma membrane"
"371";371;"P13164";"P13164,Q01628,Q01629";"P13164,Q01628,Q01629";"IFM1_HUMAN, IFM2_HUMAN, IFM3_HUMAN";"Interferon-induced transmembrane protein 1, Interferon-induced transmembrane protein 2, Interferon-induced transmembrane protein 3";"IFITM1, IFITM2, IFITM3";1;1;2,27864568344323e-05;NA;1;NA;NA;NA;1;NA;NA;NA;0,000121496139886187;NA;NA;"integral component of membrane, plasma membrane"
"372";372;"P13473";"P13473-1,P13473-2,P13473-3";"P13473-1,P13473-2,P13473-3";"LAMP2_HUMAN";"Lysosome-associated membrane glycoprotein 2";"LAMP2";3;11;7,94747153005809e-05;3;3;2;3;3;3;2;3;NA;NA;NA;NA;"platelet dense granule membrane, plasma membrane, lysosomal membrane, extracellular vesicular exosome, membrane, phagocytic vesicle membrane, late endosome, integral component of membrane, lysosome, late endosome membrane"
"375";375;"P13612";"P13612";"P13612";"ITA4_HUMAN";"Integrin alpha-4";"ITGA4";1;1;8,61116101301219e-06;NA;1;NA;NA;NA;1;NA;NA;NA;4,59142389104776e-05;NA;NA;"plasma membrane, extracellular vesicular exosome, integrin complex, cell surface, external side of plasma membrane"
"376";376;"P13637";"P13637";"P13637";"AT1A3_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-3";"ATP1A3";1;1;1,48038863812051e-05;1;0;0;0;1;0;0;0;9,25559723327034e-05;0;0;0;"sodium:potassium-exchanging ATPase complex, Golgi apparatus, myelin sheath, axon, integral component of membrane, dendritic spine head, plasma membrane, endoplasmic reticulum, synapse, nucleus, dendritic spine neck"
"379";379;"P13667";"P13667";"P13667";"PDIA4_HUMAN";"Protein disulfide-isomerase A4";"PDIA4";22;73;0,00100578360631982;18;16;15;19;19;17;16;21;0,00138094945696709;0,00124886729836499;0,00118602544805106;0,00152457140939266;"cell surface, endoplasmic reticulum, endoplasmic reticulum lumen, melanosome"
