"";"protein.acs";"X.1";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6287.1.id.csv";"peptide.count.P6287.2.id.csv";"spectra.count.P6287.1.id.csv";"spectra.count.P6287.2.id.csv";"dNSAF.P6287.1.id.csv";"dNSAF.P6287.2.id.csv";"Go.Cc";"norm.sc";"Go.Mf"
"11";"O15427";20;20;"O15427";"MOT4_HUMAN";"Monocarboxylate transporter 4";"SLC16A3";3;4;0,000573984480241835;NA;3;NA;4;NA;0,00170666607510745;"plasma membrane, actin cytoskeleton, membrane, nuclear membrane, integral component of plasma membrane";0,00076657723265619;"symporter activity, monocarboxylic acid transmembrane transporter activity, poly(A) RNA binding, secondary active monocarboxylate transmembrane transporter activity"
"12";"O43175";23;23;"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";1;1;0,000125188922754434;NA;1;NA;1;NA;0,000372232516381315;"extracellular vesicular exosome, cytosol";0,000191644308164048;"electron carrier activity, phosphoglycerate dehydrogenase activity, NAD binding"
"13";"O43278";24;24;"O43278-1,O43278-2";"SPIT1_HUMAN";"Kunitz-type protease inhibitor 1";"SPINT1";4;5;0,000315338827164997;3;2;3;2;NA;NA;"membrane, extracellular region";0,000958221540820238;"serine-type endopeptidase inhibitor activity"
"14";"O43707";27;27;"O43707-1";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";2;2;0,00047608893840037;0;2;0;2;NA;NA;"extracellular region, cell-cell junction, stress fiber, protein complex, nucleus, neuron projection, Z disc, perinuclear region of cytoplasm, cortical cytoskeleton, cytoplasm, extracellular vesicular exosome, ribonucleoprotein complex, platelet alpha granule lumen, pseudopodium";0,000383288616328095;"poly(A) RNA binding, nucleoside binding, protein homodimerization activity, actin filament binding, calcium ion binding, integrin binding, protein binding, actin binding"
"15";"O43776";28;28;"O43776";"SYNC_HUMAN";"Asparagine--tRNA ligase, cytoplasmic";"NARS";3;3;0,000365286655993321;NA;3;NA;3;NA;0,00108613101039001;"mitochondrion, cytosol, extracellular vesicular exosome, cytoplasm";0,000574932924492143;"ATP binding, asparagine-tRNA ligase activity, nucleic acid binding"
"16";"O60814";33;33;"O60814,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BH, HIST1H2BI,HIST1H2BG,HIST1H2BC,HIST1H2BE,HIST1H2BF, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";2;6;0,00100870288477874;2;2;3;3;0,00189443697943133;0,00168707424516361;"nucleoplasm, extracellular space, nucleus, nucleosome";0,00114986584898429;"DNA binding"
"17";"O75348";35;35;"O75348";"VATG1_HUMAN";"V-type proton ATPase subunit G 1";"ATP6V1G1";1;2;0,00113094399708667;1;1;1;1;0,00141601136937156;0,0016813553494173;"vacuolar proton-transporting V-type ATPase complex, plasma membrane, cytosol, extracellular vesicular exosome, lysosomal membrane";0,000383288616328095;"ATPase binding, hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances"
"18";"O75369";36;36;"O75369-1,O75369-2,O75369-3,O75369-6,O75369-8,O75369-9";"FLNB_HUMAN";"Filamin-B";"FLNB";5;5;2,36194764551961e-05;5;NA;5;NA;NA;NA;"cytoplasm, focal adhesion, cytosol, cell cortex, stress fiber, actin cytoskeleton, plasma membrane, extracellular vesicular exosome, integral component of membrane, Z disc";0,000958221540820238;"identical protein binding, protein binding, poly(A) RNA binding, actin binding"
"19";"O75390";37;37;"O75390";"CISY_HUMAN";"Citrate synthase, mitochondrial";"CS";8;12;0,00171825826166815;5;6;5;7;0,00179280409426871;0,00298025647772251;"nucleus, extracellular vesicular exosome, mitochondrial matrix, mitochondrion";0,00229973169796857;"poly(A) RNA binding, citrate (Si)-synthase activity"
"20";"O94804";45;45;"O94804";"STK10_HUMAN";"Serine/threonine-protein kinase 10";"STK10";2;2;0,000137863007909325;NA;2;NA;2;NA;0,000409917213287688;"cytoplasm, extracellular vesicular exosome, plasma membrane";0,000383288616328095;"identical protein binding, receptor signaling protein serine/threonine kinase activity, protein serine/threonine kinase activity, ATP binding, polo kinase kinase activity, protein homodimerization activity, protein binding"
"21";"O95297";50;50;"O95297-1,O95297-2,O95297-3";"MPZL1_HUMAN";"Myelin protein zero-like protein 1";"MPZL1";2;4;0,00033073455181221;2;NA;4;NA;NA;NA;"integral component of plasma membrane";0,00076657723265619;"protein binding, structural molecule activity"
"22";"P00338";53;53;"P00338-1,P00338-3";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";9;21;0,0022610363797177;9;8;11;10;NA;NA;"mitochondrion, nucleus, cilium, cytosol, extracellular vesicular exosome";0,004024530471445;"protein binding, L-lactate dehydrogenase activity"
"23";"P00505";56;56;"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";7;10;0,00155176036809566;5;5;5;5;0,00194289932076562;0,00230697594454931;"extracellular vesicular exosome, mitochondrial inner membrane, mitochondrial matrix, plasma membrane, mitochondrion";0,00191644308164048;"poly(A) RNA binding, kynurenine-oxoglutarate transaminase activity, L-aspartate:2-oxoglutarate aminotransferase activity, pyridoxal phosphate binding, L-phenylalanine:2-oxoglutarate aminotransferase activity"
"24";"P00558";57;57;"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";25;45;0,00720061465771007;20;20;22;23;0,00881526502371358;0,0109429218664713;"extracellular vesicular exosome, cytosol";0,00862399386738214;"protein binding, phosphoglycerate kinase activity, ATP binding"
"25";"P00813";58;58;"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";2;4;0,0007352693755164;2;1;3;1;0,00138090364946978;0,000546556284383584;"cytosol, dendrite cytoplasm, membrane, lysosome, neuronal cell body, cell surface, external side of plasma membrane, cytoplasmic membrane-bounded vesicle lumen, cytoplasm, plasma membrane, cell junction, extracellular space";0,00076657723265619;"zinc ion binding, adenosine deaminase activity, protein binding, purine nucleoside binding"
"26";"P01889";59;59;"P01889";"1B07_HUMAN";"HLA class I histocompatibility antigen, B-7 alpha chain";"HLA-B";1;1;0,00374794424080563;0;1;0;1;NA;0,00548066108373594;"integral component of plasma membrane, extracellular vesicular exosome, Golgi apparatus, ER to Golgi transport vesicle membrane, MHC class I protein complex, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, endoplasmic reticulum, plasma membrane, cell surface, phagocytic vesicle membrane, Golgi membrane";0,000191644308164048;"receptor binding, peptide antigen binding"
"27";"P01892";60;60;"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";1;2;0,0110904809504261;1;1;1;1;0,0155644866134759;0,0146761592965576;"MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, phagocytic vesicle membrane, early endosome membrane, Golgi medial cisterna, ER to Golgi transport vesicle membrane, endoplasmic reticulum exit site, Golgi membrane, endoplasmic reticulum, plasma membrane, cell surface, Golgi apparatus";0,000383288616328095;"T cell receptor binding, receptor binding, protein binding, peptide antigen binding, poly(A) RNA binding, beta-2-microglobulin binding, TAP binding"
"28";"P01903";61;61;"P01903";"DRA_HUMAN";"HLA class II histocompatibility antigen, DR alpha chain";"HLA-DRA";6;11;0,00288969548861908;4;6;5;6;0,00328916026743787;0,00468661254876947;"trans-Golgi network membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, clathrin-coated endocytic vesicle membrane, ER to Golgi transport vesicle membrane, transport vesicle membrane, integral component of plasma membrane, endocytic vesicle membrane, MHC class II protein complex, extracellular vesicular exosome, cell surface, late endosome membrane, lysosomal membrane, lysosome";0,00210808738980452;"peptide antigen binding, MHC class II receptor activity, MHC class II protein complex binding"
"29";"P01912";62;62;"P01912";"2B13_HUMAN";"HLA class II histocompatibility antigen, DRB1-3 chain";"HLA-DRB1";0;0;NA;0;0;0;0;NA;0;"Golgi membrane, endocytic vesicle membrane, lysosomal membrane, ER to Golgi transport vesicle membrane, transport vesicle membrane, trans-Golgi network membrane, late endosome membrane, clathrin-coated endocytic vesicle membrane, MHC class II protein complex, plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane";0;"peptide antigen binding"
"30";"P02533";64;64;"P02533,P08779";"K1C14_HUMAN, K1C16_HUMAN";"Keratin, type I cytoskeletal 14, Keratin, type I cytoskeletal 16";"KRT14, KRT16";1;1;8,986625700756e-05;1;0;1;0;0,000247539765312361;NA;"cytosol, intermediate filament, cell periphery, nucleus, cytoplasm, keratin filament, extracellular vesicular exosome";0,000191644308164048;"structural constituent of cytoskeleton, keratin filament binding, protein binding"
"31";"P02765";66;66;"P02765";"FETUA_HUMAN";"Alpha-2-HS-glycoprotein";"AHSG";5;9;0,00163632496581204;5;4;5;4;0,00227642154749106;0,00216239707064023;"extracellular vesicular exosome, extracellular space, extracellular region, blood microparticle";0,00172479877347643;"kinase inhibitor activity, cysteine-type endopeptidase inhibitor activity"
"32";"P02786";67;67;"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";14;22;0,00193153330028749;8;10;10;12;0,00219854396823479;0,00313263049312486;"external side of plasma membrane, cell surface, intracellular membrane-bounded organelle, melanosome, extracellular vesicular exosome, membrane, cytoplasmic membrane-bounded vesicle, coated pit, perinuclear region of cytoplasm, integral component of plasma membrane, extracellular space, blood microparticle, endosome, plasma membrane, extracellular region";0,00421617477960905;"identical protein binding, transferrin receptor activity, poly(A) RNA binding, double-stranded RNA binding, peptidase activity, protein binding"
"33";"P03989";69;69;"P03989";"1B27_HUMAN";"HLA class I histocompatibility antigen, B-27 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"ER to Golgi transport vesicle membrane, Golgi apparatus, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, extracellular vesicular exosome, plasma membrane, Golgi membrane, membrane, MHC class I protein complex, endoplasmic reticulum, cell surface, phagocytic vesicle membrane";0;"peptide antigen binding"
"34";"P04040";70;70;"P04040";"CATA_HUMAN";"Catalase";"CAT";17;25;0,00316535558956894;13;11;14;11;0,00443880603833361;0,0041411750351872;"plasma membrane, membrane, Golgi apparatus, peroxisomal membrane, peroxisomal matrix, intracellular membrane-bounded organelle, cytosol, endoplasmic reticulum, peroxisome, mitochondrial intermembrane space, lysosome";0,00479110770410119;"catalase activity, oxidoreductase activity, acting on peroxide as acceptor, aminoacylase activity, metal ion binding, antioxidant activity, protein homodimerization activity, receptor binding, enzyme binding, NADP binding, heme binding"
"35";"P04075";71;71;"P04075-1";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";23;58;0,0114499714734632;22;19;31;27;NA;NA;"extracellular region, extracellular vesicular exosome, I band, nucleus, cytosol, extracellular space, M band, platelet alpha granule lumen, actin cytoskeleton";0,0111153698735148;"actin binding, protein binding, tubulin binding, fructose-bisphosphate aldolase activity, identical protein binding, fructose binding, poly(A) RNA binding, cytoskeletal protein binding"
"36";"P04222";72;72;"P04222";"1C03_HUMAN";"HLA class I histocompatibility antigen, Cw-3 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"integral component of lumenal side of endoplasmic reticulum membrane, cell surface, Golgi membrane, ER to Golgi transport vesicle membrane, early endosome membrane, phagocytic vesicle membrane, MHC class I protein complex, plasma membrane, Golgi apparatus, endoplasmic reticulum";0;"peptide antigen binding, TAP binding, receptor binding"
"37";"P04259";73;73;"P02538,P04259,P48668";"K2C6A_HUMAN, K2C6B_HUMAN, K2C6C_HUMAN";"Keratin, type II cytoskeletal 6A, Keratin, type II cytoskeletal 6B, Keratin, type II cytoskeletal 6C";"KRT6A, KRT6B, KRT6C";0;0;0;0;0;0;0;0;0;"keratin filament, extracellular vesicular exosome";0;"structural constituent of cytoskeleton"
"38";"P04264";74;74;"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";9;17;0,00242806346573221;9;8;9;8;0,0031134659922828;0,00353943286565051;"blood microparticle, cytoskeleton, membrane, nucleus, plasma membrane, extracellular vesicular exosome, extracellular space, keratin filament";0,00325795323878881;"protein binding, structural molecule activity, receptor activity, carbohydrate binding"
"39";"P04406";75;75;"P04406-1,P04406-2";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";16;48;0,00478034835783498;15;14;25;23;NA;NA;"perinuclear region of cytoplasm, cytoplasm, nucleus, extracellular vesicular exosome, ribonucleoprotein complex, GAIT complex, lipid particle, microtubule cytoskeleton, plasma membrane, cytosol";0,00919892679187428;"glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity, NAD binding, peptidyl-cysteine S-nitrosylase activity, identical protein binding, protein binding, microtubule binding, NADP binding"
"40";"P04439";76;76;"P04439";"1A03_HUMAN";"HLA class I histocompatibility antigen, A-3 alpha chain";"HLA-A";0;0;0;0;0;0;0;NA;0;"ER to Golgi transport vesicle membrane, Golgi membrane, MHC class I protein complex, Golgi apparatus, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, endoplasmic reticulum, integral component of plasma membrane, phagocytic vesicle membrane, cell surface, plasma membrane";0;"TAP binding, receptor binding, beta-2-microglobulin binding, peptide antigen binding"
"41";"P04792";77;77;"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";3;6;0,00195294719496917;3;3;3;3;0,00244520987686601;0,00290341362777426;"Z disc, spindle, cytosol, proteasome complex, cytoskeleton, plasma membrane, extracellular space, extracellular vesicular exosome, cytoplasm, nucleus";0,00114986584898429;"poly(A) RNA binding, protein kinase C binding, ubiquitin binding, identical protein binding, protein kinase C inhibitor activity, protein binding, protein kinase binding"
"42";"P04899";80;80;"P04899-1,P04899-2,P04899-3,P04899-4";"GNAI2_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2";3;3;0,000140969779918549;NA;3;NA;3;NA;NA;"membrane raft, centrosome, extracellular vesicular exosome, heterotrimeric G-protein complex, cytosol, midbody, plasma membrane, cytoplasm, nucleus, extrinsic component of cytoplasmic side of plasma membrane";0,000574932924492143;"GTP binding, signal transducer activity, metal ion binding, G-protein coupled receptor binding, G-protein beta/gamma-subunit complex binding, GTPase activity, protein binding"
"43";"P05023";81;81;"P05023-1,P05023-3,P05023-4";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";7;8;0,000173934690982374;4;4;4;4;NA;NA;"integral component of membrane, endoplasmic reticulum, T-tubule, membrane, plasma membrane, sodium:potassium-exchanging ATPase complex, melanosome, endosome, caveola, basolateral plasma membrane, extracellular vesicular exosome, Golgi apparatus";0,00153315446531238;"ADP binding, ATP binding, potassium ion binding, protein binding, sodium ion binding, sodium:potassium-exchanging ATPase activity, chaperone binding"
"44";"P05026";82;82;"P05026-1,P05026-2";"AT1B1_HUMAN";"Sodium/potassium-transporting ATPase subunit beta-1";"ATP1B1";3;3;0,000330325226871848;3;NA;3;NA;NA;NA;"caveola, extracellular vesicular exosome, basolateral plasma membrane, plasma membrane, sodium:potassium-exchanging ATPase complex, apical plasma membrane";0,000574932924492143;"protein binding, sodium:potassium-exchanging ATPase activity, MHC class II protein complex binding"
"45";"P05107";83;83;"P05107";"ITB2_HUMAN";"Integrin beta-2";"ITGB2";19;29;0,00251631362680791;14;15;14;15;0,00304193859844189;0,00386995964690327;"integrin complex, receptor complex, extracellular vesicular exosome, plasma membrane, cell surface";0,00555768493675738;"metal ion binding, protein binding, glycoprotein binding, receptor activity, protein kinase binding"
"46";"P05141";85;85;"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";4;8;0,00303142035770468;4;4;4;4;0,00411181824931606;0,00418484993968102;"integral component of plasma membrane, mitochondrial nucleoid, nucleus, MMXD complex, mitochondrial inner membrane, mitochondrion";0,00153315446531238;"protein binding, poly(A) RNA binding, adenine transmembrane transporter activity"
"47";"P05198";86;86;"P05198";"IF2A_HUMAN";"Eukaryotic translation initiation factor 2 subunit 1";"EIF2S1";1;1;0,000211827605803534;1;NA;1;NA;0,000530442354240774;NA;"eukaryotic translation initiation factor 2 complex, polysome, nucleus, cytosol, extracellular vesicular exosome, cytoplasmic stress granule";0,000191644308164048;"poly(A) RNA binding, protein binding, translation initiation factor activity, ribosome binding"
"48";"P05362";88;88;"P05362";"ICAM1_HUMAN";"Intercellular adhesion molecule 1";"ICAM1";4;5;0,000627121201392043;1;4;1;4;0,000314077709747826;0,00149172880624993;"extracellular space, external side of plasma membrane, immunological synapse, plasma membrane, integral component of plasma membrane, extracellular vesicular exosome";0,000958221540820238;"transmembrane signaling receptor activity, receptor activity, protein binding, integrin binding, virus receptor activity"
"49";"P05387";89;89;"P05387";"RLA2_HUMAN";"60S acidic ribosomal protein P2";"RPLP2";1;1;0,000580223441983594;NA;1;NA;1;NA;0,00172521679331514;"cytosolic large ribosomal subunit, cytosol, extracellular vesicular exosome";0,000191644308164048;"RNA binding, structural constituent of ribosome"
"50";"P05388";90;90;"P05388";"RLA0_HUMAN";"60S acidic ribosomal protein P0";"RPLP0";5;7;0,00147343807822332;4;3;4;3;0,00210838285912737;0,00187760187285086;"ribonucleoprotein complex, extracellular vesicular exosome, nucleus, cytosol, cytosolic large ribosomal subunit, cytoplasm";0,00134151015714833;"RNA binding, protein binding, poly(A) RNA binding, structural constituent of ribosome"
"51";"P05556";92;92;"P05556-1";"ITB1_HUMAN";"Integrin beta-1";"ITGB1";15;29;0,00242486864538256;13;13;16;13;NA;NA;"plasma membrane, recycling endosome, ruffle, external side of plasma membrane, hemidesmosome, receptor complex, filopodium, sarcolemma, alpha9-beta1 integrin complex, focal adhesion, lamellipodium, extracellular vesicular exosome, membrane raft, intercalated disc, melanosome, myelin sheath abaxonal region, cytoplasm, alpha8-beta1 integrin complex, integrin complex, acrosomal vesicle, cleavage furrow, neuromuscular junction, basement membrane, alpha3-beta1 integrin complex, cell surface, alpha7-beta1 integrin complex";0,00555768493675738;"metal ion binding, protein heterodimerization activity, peptide binding, cell adhesion molecule binding, virus receptor activity, actin binding, protein binding"
"52";"P05787";93;93;"P05787-1,P05787-2";"K2C8_HUMAN";"Keratin, type II cytoskeletal 8";"KRT8";0;0;0;0;0;0;0;NA;NA;"dystrophin-associated glycoprotein complex, nuclear matrix, nucleus, keratin filament, intermediate filament, nucleoplasm, costamere, Z disc, sarcolemma, cytoplasm, extracellular vesicular exosome";0;"structural molecule activity, scaffold protein binding, protein binding"
"53";"P06213";94;94;"P06213-1,P06213-2";"INSR_HUMAN";"Insulin receptor";"INSR";1;1;2,41409898075663e-05;1;NA;1;NA;NA;NA;"caveola, integral component of plasma membrane, endosome membrane, insulin receptor complex, membrane, extracellular vesicular exosome, receptor complex, plasma membrane";0,000191644308164048;"GTP binding, insulin-like growth factor II binding, PTB domain binding, insulin receptor substrate binding, insulin-like growth factor receptor binding, protein binding, insulin binding, insulin-activated receptor activity, receptor signaling protein tyrosine kinase activity, protein tyrosine kinase activity, SH2 domain binding, phosphatidylinositol 3-kinase binding, ATP binding, insulin-like growth factor I binding"
"54";"P06576";96;96;"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";13;18;0,00227043955558798;12;6;12;6;0,00379030642538776;0,00225028277388931;"membrane, cell surface, mitochondrial nucleoid, mitochondrial proton-transporting ATP synthase, catalytic core, mitochondrial membrane, plasma membrane, extracellular vesicular exosome, mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, nucleus, mitochondrion";0,00344959754695286;"proton-transporting ATP synthase activity, rotational mechanism, transmembrane transporter activity, ATP binding, transporter activity, proton-transporting ATPase activity, rotational mechanism, MHC class I protein binding, protein binding"
"55";"P06733";97;97;"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";19;33;0,00608833537970804;13;16;15;18;NA;NA;"phosphopyruvate hydratase complex, plasma membrane, extracellular space, M band, extracellular vesicular exosome, nucleus, cytosol, cytoplasm";0,00632426216941357;"transcription corepressor activity, sequence-specific DNA binding transcription factor activity, phosphopyruvate hydratase activity, magnesium ion binding, DNA binding, protein binding, poly(A) RNA binding"
"56";"P06744";98;98;"P06744-1,P06744-2";"G6PI_HUMAN";"Glucose-6-phosphate isomerase";"GPI";1;2;0,000119580100050382;1;1;1;1;NA;NA;"plasma membrane, cytoplasm, neuron projection, extracellular space, extracellular vesicular exosome, cytosol, nucleus";0,000383288616328095;"intramolecular transferase activity, monosaccharide binding, glucose-6-phosphate isomerase activity"
"57";"P06899";101;101;"P06899,P23527,P33778,Q16778";"H2B1B_HUMAN, H2B1J_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN";"Histone H2B type 1-B, Histone H2B type 1-J, Histone H2B type 1-O, Histone H2B type 2-E";"HIST1H2BB, HIST1H2BJ, HIST1H2BO, HIST2H2BE";1;1;0,000378263581792026;0;1;0;1;0;0,000984126643012109;"nucleus, nucleosome, extracellular space, nucleoplasm";0,000191644308164048;"DNA binding"
"58";"P07195";102;102;"P07195";"LDHB_HUMAN";"L-lactate dehydrogenase B chain";"LDHB";11;21;0,00449499447943877;10;7;13;8;0,00677445559074341;0,00528010462358592;"cytosol, mitochondrion, extracellular vesicular exosome, cytoplasm";0,004024530471445;"NAD binding, L-lactate dehydrogenase activity"
"59";"P07237";103;103;"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";15;28;0,00367779425824247;15;11;17;11;0,00559157245464438;0,00429606150303868;"melanosome, endoplasmic reticulum lumen, procollagen-proline 4-dioxygenase complex, endoplasmic reticulum, plasma membrane, extracellular vesicular exosome, endoplasmic reticulum-Golgi intermediate compartment, extracellular region";0,00536604062859333;"procollagen-proline 4-dioxygenase activity, protein disulfide isomerase activity, protein binding, poly(A) RNA binding"
"60";"P07437";104;104;"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";4;6;0,00315594507295131;3;3;3;3;0,00429013174342031;0,00428972824283764;"microtubule, cell body, nuclear envelope lumen, cytosol, extracellular vesicular exosome, cytoskeleton, nucleus";0,00114986584898429;"structural molecule activity, protein binding, GTP binding, MHC class I protein binding, structural constituent of cytoskeleton, GTPase activity"
"61";"P07737";105;105;"P07737";"PROF1_HUMAN";"Profilin-1";"PFN1";5;9;0,00428950901752157;4;5;4;5;0,00477398118816696;0,00708571182968718;"synapse, cytosol, neuron projection, extracellular vesicular exosome, nucleus, blood microparticle, cytoskeleton";0,00172479877347643;"protein binding, actin binding, proline-rich region binding, adenyl-nucleotide exchange factor activity, phosphatidylinositol-4,5-bisphosphate binding, poly(A) RNA binding"
