"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5834.1.id.csv";"peptide.count.P5834.2.id.csv";"peptide.count.P5835.1.id.csv";"peptide.count.P5835.2.id.csv";"spectra.count.P5834.1.id.csv";"spectra.count.P5834.2.id.csv";"spectra.count.P5835.1.id.csv";"spectra.count.P5835.2.id.csv";"dNSAF.P5834.1.id.csv";"dNSAF.P5834.2.id.csv";"dNSAF.P5835.1.id.csv";"dNSAF.P5835.2.id.csv";"Go.Cc"
"25";25;"O00461";"O00461";"O00461";"GOLI4_HUMAN";"Golgi integral membrane protein 4";"GOLIM4";3;8;0,00011041308314143;1;3;2;2;1;3;2;2;7,31787897734785e-05;0,000217582345396468;0,000158081595549414;0,000155722578961281;"Golgi lumen, Golgi apparatus, integral component of membrane, Golgi cisterna membrane, endocytic vesicle, endosome membrane, cis-Golgi network, nucleus"
"27";27;"O00483";"O00483";"O00483";"NDUA4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4";"NDUFA4";4;23;0,00272761209093829;4;4;3;3;7;7;5;4;0,00440156868859737;0,00436239171510942;0,00339582686735779;0,00267612135696423;"mitochondrial respiratory chain complex IV, mitochondrion, mitochondrial inner membrane, mitochondrial respiratory chain complex I"
"32";32;"O00767";"O00767";"O00767";"ACOD_HUMAN";"Acyl-CoA desaturase";"SCD";3;13;0,000347847345495703;2;3;2;2;3;4;3;3;0,000425619256398393;0,00056244127166552;0,000459713609341472;0,000452853405113028;"integral component of membrane, endoplasmic reticulum, endoplasmic reticulum membrane"
"33";33;"O14521";"O14521";"O14521";"DHSD_HUMAN";"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial";"SDHD";2;8;0,000483317646958713;2;2;2;2;2;2;2;2;0,000640659593488566;0,000634957284679;0,000691979814480455;0,000681653553189002;"mitochondrion, integral component of membrane, mitochondrial envelope, mitochondrial respiratory chain complex II, mitochondrial inner membrane"
"34";34;"O14524";"O14524-1";"O14524-1";"T194A_HUMAN";"Transmembrane protein 194A";"TMEM194A";3;9;0,000194714964188603;3;3;3;NA;3;3;3;NA;NA;NA;NA;NA;"integral component of membrane"
"35";35;"O14548";"O14548";"O14548";"COX7R_HUMAN";"Cytochrome c oxidase subunit 7A-related protein, mitochondrial";"COX7A2L";5;15;0,00126393924122427;5;3;3;4;5;3;3;4;0,00223387884571671;0,00132839747715738;0,00144769461187358;0,00190145464836932;"mitochondrial respiratory chain, mitochondrial inner membrane"
"36";36;"O14561";"O14561";"O14561";"ACPM_HUMAN";"Acyl carrier protein, mitochondrial";"NDUFAB1";4;9;0,000554188744229101;3;3;NA;1;3;4;NA;2;0,000979469955429635;0,00129433600338411;NA;0,000694762275365714;"mitochondrial inner membrane, mitochondrial matrix, mitochondrial respiratory chain complex I, mitochondrial membrane"
"37";37;"O14569";"O14569";"O14569";"C56D2_HUMAN";"Cytochrome b561 domain-containing protein 2";"CYB561D2";1;2;8,65399840838237e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000247803582212595;0,000244105664317683;"integral component of membrane"
"40";40;"O14653";"O14653-1,O14653-2";"O14653-1,O14653-2";"GOSR2_HUMAN";"Golgi SNAP receptor complex member 2";"GOSR2";4;14;0,000317177205816656;4;3;3;4;4;3;3;4;NA;NA;NA;NA;"Golgi stack, integral component of membrane, Golgi membrane"
"42";42;"O14662";"O14662-2";"O14662-2";"STX16_HUMAN";"Syntaxin-16";"STX16";1;1;2,95567330255521e-05;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"nucleolus, SNARE complex, intracellular membrane-bounded organelle, Golgi membrane, integral component of membrane, cytoplasm, Golgi apparatus"
"44";44;"O14681";"O14681";"O14681";"EI24_HUMAN";"Etoposide-induced protein 2.4 homolog";"EI24";5;19;0,000536802430684659;4;4;4;4;4;5;5;5;0,000599205149204012;0,000742339766646772;0,000809005812517591;0,000796933198213613;"nuclear membrane, endoplasmic reticulum membrane, integral component of membrane"
"45";45;"O14683";"O14683";"O14683";"P5I11_HUMAN";"Tumor protein p53-inducible protein 11";"TP53I11";1;3;0,000152475210052451;1;NA;1;NA;2;NA;1;NA;0,000538967594522127;NA;0,000291070874344953;NA;"integral component of membrane"
"51";51;"O14925";"O14925";"O14925";"TIM23_HUMAN";"Mitochondrial import inner membrane translocase subunit Tim23";"TIMM23";3;10;0,000459614269536097;2;3;2;2;2;3;2;3;0,000487391748156373;0,000724580442085844;0,000526434404317667;0,000777867810696541;"mitochondrial inner membrane, mitochondrial intermembrane space, integral component of mitochondrial inner membrane, mitochondrion, mitochondrial inner membrane presequence translocase complex"
"52";52;"O14929";"O14929-1";"O14929-1";"HAT1_HUMAN";"Histone acetyltransferase type B catalytic subunit";"HAT1";5;12;0,000275110402863134;3;4;3;2;3;4;3;2;NA;NA;NA;NA;"intracellular membrane-bounded organelle, nucleoplasm, nucleus, nuclear matrix, cytoplasm"
"53";53;"O14949";"O14949";"O14949";"QCR8_HUMAN";"Cytochrome b-c1 complex subunit 8";"UQCRQ";5;16;0,00187432941137647;5;5;4;2;5;5;4;2;0,00310563644404518;0,00307799415438905;0,00268353147566811;0,00132174286532989;"respiratory chain, mitochondrion, mitochondrial inner membrane"
"56";56;"O14976";"O14976";"O14976";"GAK_HUMAN";"Cyclin-G-associated kinase";"GAK";3;8;5,86174720567776e-05;3;3;2;NA;3;3;2;NA;0,000116550200646089;0,000115512824100642;8,39243253260049e-05;NA;"intracellular membrane-bounded organelle, perinuclear region of cytoplasm, Golgi apparatus, focal adhesion"
"58";58;"O14980";"O14980";"O14980";"XPO1_HUMAN";"Exportin-1";"XPO1";49;363;0,00325579419111999;47;47;41;39;93;103;84;83;0,00442270467269628;0,0048546664104519;0,00431469766676049;0,00419971145725269;"nucleus, cytoplasm, nuclear envelope, annulate lamellae, kinetochore, intracellular membrane-bounded organelle, nucleolus, nuclear membrane, nucleoplasm, Cajal body, cytosol, ribonucleoprotein complex"
"60";60;"O14983";"O14983-1,O14983-2";"O14983-1,O14983-2";"AT2A1_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 1";"ATP2A1";0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"sarcoplasmic reticulum, endoplasmic reticulum-Golgi intermediate compartment, sarcoplasmic reticulum membrane, calcium channel complex, integral component of membrane, I band, platelet dense tubular network membrane, endoplasmic reticulum membrane, perinuclear region of cytoplasm, membrane, H zone"
"61";61;"O15027";"O15027-1,O15027-2,O15027-3,O15027-4,O15027-5";"O15027-1,O15027-2,O15027-3,O15027-4,O15027-5";"SC16A_HUMAN";"Protein transport protein Sec16A";"SEC16A";1;1;8,81683178825555e-07;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;"endoplasmic reticulum membrane, cytoplasm, cytosol, Golgi membrane, Golgi apparatus"
"65";65;"O15120";"O15120-1";"O15120-1";"PLCB_HUMAN";"1-acyl-sn-glycerol-3-phosphate acyltransferase beta";"AGPAT2";3;5;0,000172768673260871;NA;NA;3;2;NA;NA;3;2;NA;NA;NA;NA;"integral component of membrane, endoplasmic reticulum membrane, endoplasmic reticulum"
"67";67;"O15126";"O15126-1";"O15126-1";"SCAM1_HUMAN";"Secretory carrier-associated membrane protein 1";"SCAMP1";8;39;0,0011083774884582;7;6;7;7;8;9;10;12;NA;NA;NA;NA;"integral component of membrane, trans-Golgi network, recycling endosome membrane, Golgi apparatus"
"69";69;"O15155";"O15155";"O15155";"BET1_HUMAN";"BET1 homolog";"BET1";1;2;0,000162812512428889;1;1;NA;NA;1;1;NA;NA;0,000431630827816449;0,000427789018067631;NA;NA;"integral component of membrane, Golgi cisterna, Golgi membrane, endoplasmic reticulum membrane, cis-Golgi network"
"71";71;"O15173";"O15173";"O15173";"PGRC2_HUMAN";"Membrane-associated progesterone receptor component 2";"PGRMC2";8;28;0,0013031714566289;8;7;6;7;8;7;6;7;0,0019794370399714;0,00179122576565031;0,00155805698138861;0,00178208081394255;"integral component of membrane"
"72";72;"O15228";"O15228";"O15228";"GNPAT_HUMAN";"Dihydroxyacetone phosphate acyltransferase";"GNPAT";6;19;0,00026840121534233;5;5;3;2;6;8;3;2;0,000449403861903009;0,000593871813317417;0,000242701743755277;0,000159386639642723;"peroxisomal matrix, peroxisomal membrane, peroxisome, mitochondrion"
"73";73;"O15258";"O15258";"O15258";"RER1_HUMAN";"Protein RER1";"RER1";3;10;0,000490098889454307;2;2;2;3;2;2;2;4;0,000519718751860623;0,000515092899305923;0,000561350971950982;0,00110594811180665;"integral component of Golgi membrane, Golgi apparatus"
"74";74;"O15260";"O15260-1";"O15260-1";"SURF4_HUMAN";"Surfeit locus protein 4";"SURF4";7;32;0,00114271384188008;5;5;5;6;7;8;6;11;NA;NA;NA;NA;"Golgi membrane, endoplasmic reticulum-Golgi intermediate compartment membrane, integral component of membrane, endoplasmic reticulum membrane, endoplasmic reticulum-Golgi intermediate compartment"
"75";75;"O15269";"O15269-1";"O15269-1";"SPTC1_HUMAN";"Serine palmitoyltransferase 1";"SPTLC1";14;46;0,000934192724591974;10;10;9;10;13;11;10;12;NA;NA;NA;NA;"serine C-palmitoyltransferase complex, endoplasmic reticulum membrane, integral component of membrane, SPOTS complex"
"76";76;"O15270";"O15270";"O15270";"SPTC2_HUMAN";"Serine palmitoyltransferase 2";"SPTLC2";21;58;0,000991360173543873;18;17;10;12;18;18;10;12;0,00163128803964793;0,00161676845974315;0,000978868242903847;0,00115711297107172;"integral component of membrane, mitochondrion, endoplasmic reticulum membrane, serine C-palmitoyltransferase complex"
"78";78;"O15321";"O15321-1,O15321-2";"O15321-1,O15321-2";"TM9S1_HUMAN";"Transmembrane 9 superfamily member 1";"TM9SF1";6;12;9,51082993396478e-05;4;3;2;2;4;3;3;2;NA;NA;NA;NA;"cytoplasmic vesicle, autophagic vacuole membrane, integral component of membrane, lysosomal membrane"
"86";86;"O15533";"O15533-1,O15533-2,O15533-3";"O15533-1,O15533-2,O15533-3";"TPSN_HUMAN";"Tapasin";"TAPBP";5;18;0,000128650958481756;4;3;3;3;5;5;4;4;NA;NA;NA;NA;"Golgi membrane, endoplasmic reticulum membrane, MHC class I peptide loading complex, integral component of lumenal side of endoplasmic reticulum membrane, endoplasmic reticulum, integral component of membrane"
"89";89;"O43169";"O43169";"O43169";"CYB5B_HUMAN";"Cytochrome b5 type B";"CYB5B";6;40;0,00263176389953546;6;6;5;5;9;11;10;10;0,00313967081603472;0,00380322017432729;0,00376797227747919;0,00371174366291272;"integral component of membrane, mitochondrial outer membrane"
"91";91;"O43181";"O43181";"O43181";"NDUS4_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial";"NDUFS4";5;28;0,00153695011732871;5;5;5;5;7;7;8;6;0,00203729750729364;0,00201916416527922;0,0025148523543404;0,00185799282783517;"mitochondrial respiratory chain complex I, mitochondrial inner membrane, mitochondrion"
"93";93;"O43264";"O43264";"O43264";"ZW10_HUMAN";"Centromere/kinetochore protein zw10 homolog";"ZW10";21;63;0,000776860216557354;15;14;13;16;17;14;16;16;0,0011114909378688;0,000907198277083089;0,00112990798975499;0,0011130466234357;"cytoplasm, endoplasmic reticulum membrane, nucleus, cytosol, endoplasmic reticulum, spindle pole, condensed chromosome kinetochore, kinetochore, kinetochore microtubule"
"96";96;"O43292";"O43292-1";"O43292-1";"GPAA1_HUMAN";"Glycosylphosphatidylinositol anchor attachment 1 protein";"GPAA1";9;32;0,000494991986257233;5;6;7;6;6;7;10;9;NA;NA;NA;NA;"endoplasmic reticulum membrane, GPI-anchor transamidase complex"
"100";100;"O43402";"O43402";"O43402";"EMC8_HUMAN";"ER membrane protein complex subunit 8";"EMC8";6;21;0,000960593823330443;4;6;5;4;5;6;6;4;0,00121267708767479;0,00144226011805658;0,00157178272146275;0,0010322182376862;"cytoplasm, mitochondrion, ER membrane protein complex, nucleus"
"102";102;"O43521";"O43521-1,O43521-12,O43521-2,O43521-3";"O43521-1,O43521-12,O43521-2,O43521-3";"B2L11_HUMAN";"Bcl-2-like protein 11";"BCL2L11";1;2;2,42574197810718e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;"BIM-BCL-2 complex, mitochondrial outer membrane, extrinsic component of membrane, cytosol, endomembrane system, BIM-BCL-xl complex"
"104";104;"O43615";"O43615";"O43615";"TIM44_HUMAN";"Mitochondrial import inner membrane translocase subunit TIM44";"TIMM44";5;19;0,000403789439010584;5;4;5;4;5;5;5;4;0,000563411921264834;0,000558397169601554;0,000608544195256595;0,000479570420163944;"mitochondrion, mitochondrial matrix, mitochondrial inner membrane"
"105";105;"O43674";"O43674-1";"O43674-1";"NDUB5_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial";"NDUFB5";5;27;0,00137227689047206;5;5;5;4;6;6;8;7;NA;NA;NA;NA;"mitochondrion, mitochondrial inner membrane, mitochondrial respiratory chain complex I, integral component of membrane, nucleus"
"106";106;"O43676";"O43676";"O43676";"NDUB3_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3";"NDUFB3";3;13;0,0012742571125812;3;3;3;3;3;3;3;4;0,00155915625558187;0,00154527869791777;0,00168405291585294;0,00221189622361329;"integral component of membrane, mitochondrial inner membrane, mitochondrial respiratory chain complex I"
"107";107;"O43678";"O43678";"O43678";"NDUA2_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2";"NDUFA2";3;14;0,00135841550774002;3;3;3;3;3;4;3;4;0,00154340720249518;0,0020395597629083;0,00166704228033928;0,00218955383751619;"mitochondrial respiratory chain complex I, mitochondrial inner membrane, mitochondrial membrane"
"111";111;"O43736";"O43736-1,O43736-2";"O43736-1,O43736-2";"ITM2A_HUMAN";"Integral membrane protein 2A";"ITM2A";10;39;0,00071222735950356;9;8;9;9;9;8;11;11;NA;NA;NA;NA;"integral component of membrane"
"112";112;"O43747";"O43747-1,O43747-2";"O43747-1,O43747-2";"AP1G1_HUMAN";"AP-1 complex subunit gamma-1";"AP1G1";1;2;1,16860562448959e-05;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA;"cytoplasm, cytosol, trans-Golgi network membrane, clathrin adaptor complex, clathrin-coated vesicle, intracellular membrane-bounded organelle, AP-type membrane coat adaptor complex, cytoplasmic vesicle membrane, recycling endosome, clathrin-coated vesicle membrane, lysosomal membrane, perinuclear region of cytoplasm, Golgi apparatus, Golgi membrane"
"116";116;"O43772";"O43772";"O43772";"MCAT_HUMAN";"Mitochondrial carnitine/acylcarnitine carrier protein";"SLC25A20";8;23;0,000734008569322265;7;7;5;4;7;7;5;4;0,00118447529493816;0,0011739326542321;0,000913827163641133;0,000720152258850839;"integral component of membrane, mitochondrial inner membrane, mitochondrion"
"117";117;"O43808";"O43808";"O43808";"PM34_HUMAN";"Peroxisomal membrane protein PMP34";"SLC25A17";8;25;0,000782242527142054;5;4;6;7;6;5;6;8;0,000995422234834027;0,000822135246449193;0,00107516081924162;0,00141215524374008;"intracellular membrane-bounded organelle, integral component of peroxisomal membrane, mitochondrion, peroxisome, peroxisomal membrane"
"118";118;"O43819";"O43819";"O43819";"SCO2_HUMAN";"Protein SCO2 homolog, mitochondrial";"SCO2";3;6;0,000216675298495589;NA;1;2;3;NA;1;2;3;NA;0,00018977106816534;0,000413627031963881;0,000611181851261568;"nucleus, mitochondrion, mitochondrial inner membrane, myofibril"
"120";120;"O43826";"O43826-1,O43826-2";"O43826-1,O43826-2";"G6PT1_HUMAN";"Glucose-6-phosphate translocase";"SLC37A4";2;9;0,000100761589859837;2;2;2;2;2;2;3;2;NA;NA;NA;NA;"integral component of membrane, endoplasmic reticulum, endoplasmic reticulum membrane, integral component of endoplasmic reticulum membrane"
"125";125;"O43933";"O43933";"O43933";"PEX1_HUMAN";"Peroxisome biogenesis factor 1";"PEX1";4;12;8,98450964923251e-05;3;2;2;2;4;3;2;3;0,000158791699711118;0,000118033758687406;8,57558772427065e-05;0,000126714241960699;"peroxisome, cytoplasm, cytosol, intracellular membrane-bounded organelle, peroxisomal membrane"
"127";127;"O60313";"O60313-1,O60313-2";"O60313-1,O60313-2";"OPA1_HUMAN";"Dynamin-like 120 kDa protein, mitochondrial";"OPA1";7;13;6,50402067879987e-05;4;2;2;3;5;2;2;4;NA;NA;NA;NA;"integral component of membrane, dendrite, mitochondrion, mitochondrial crista, mitochondrial inner membrane, mitochondrial outer membrane, mitochondrial intermembrane space"
"128";128;"O60427";"O60427";"O60427";"FADS1_HUMAN";"Fatty acid desaturase 1";"FADS1";6;18;0,000406119782450515;5;6;3;4;5;6;3;4;0,00057356348741375;0,000722276529710372;0,000393570395278828;0,000513906661721438;"intracellular membrane-bounded organelle, mitochondrion, endoplasmic reticulum membrane, membrane, nucleus, integral component of membrane"
"130";130;"O60499";"O60499-1";"O60499-1";"STX10_HUMAN";"Syntaxin-10";"STX10";3;9;0,000412303071760807;3;3;NA;1;4;4;NA;1;NA;NA;NA;NA;"Golgi membrane, SNARE complex, integral component of membrane"
"136";136;"O60725";"O60725";"O60725";"ICMT_HUMAN";"Protein-S-isoprenylcysteine O-methyltransferase";"ICMT";3;13;0,000439708440256893;2;2;3;3;2;3;4;4;0,000358679138608035;0,000533229973225146;0,000774822468326707;0,000763259964486277;"endoplasmic reticulum, membrane, integral component of membrane, endoplasmic reticulum membrane"
"137";137;"O60762";"O60762";"O60762";"DPM1_HUMAN";"Dolichol-phosphate mannosyltransferase";"DPM1";5;19;0,000701972409356862;3;4;3;4;3;5;5;6;0,000587681973257781;0,000970752002538086;0,00105793067790762;0,00125057209565828;"membrane, endoplasmic reticulum membrane, dolichol-phosphate-mannose synthase complex, endoplasmic reticulum"
"138";138;"O60763";"O60763-1,O60763-2";"O60763-1,O60763-2";"USO1_HUMAN";"General vesicular transport factor p115";"USO1";8;18;8,98684450101246e-05;7;6;1;2;8;7;1;2;NA;NA;NA;NA;"cytosol, Golgi membrane, nucleolus, Golgi apparatus, endoplasmic reticulum, Golgi stack, ER to Golgi transport vesicle membrane"
"140";140;"O60830";"O60830";"O60830";"TI17B_HUMAN";"Mitochondrial import inner membrane translocase subunit Tim17-B";"TIMM17B";5;22;0,00122866651821336;4;4;4;5;6;6;5;5;0,00177671294240725;0,00176089898134816;0,00159919753637198;0,00157533306623621;"mitochondrial inner membrane presequence translocase complex, integral component of mitochondrial inner membrane"
"144";144;"O75027";"O75027-1,O75027-2";"O75027-1,O75027-2";"ABCB7_HUMAN";"ATP-binding cassette sub-family B member 7, mitochondrial";"ABCB7";19;74;0,000472632599245032;14;14;17;15;15;17;22;20;NA;NA;NA;NA;"mitochondrial inner membrane, mitochondrion, integral component of membrane"
"149";149;"O75251";"O75251";"O75251";"NDUS7_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial";"NDUFS7";5;20;0,00090196603129619;5;4;4;3;5;7;4;4;0,00119559712869345;0,00165893769447823;0,00103309662443561;0,00101767995264837;"neuron projection, neuronal cell body, mitochondrial respiratory chain complex I, synaptic membrane, mitochondrial inner membrane"
"150";150;"O75306";"O75306";"O75306";"NDUS2_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial";"NDUFS2";18;71;0,00147304884355208;15;13;16;13;19;16;20;16;0,00209010003448052;0,00174441828533842;0,0023763453672223;0,00187270695390154;"nucleus, mitochondrion, mitochondrial inner membrane, mitochondrial respiratory chain complex I"
"152";152;"O75352";"O75352";"O75352";"MPU1_HUMAN";"Mannose-P-dolichol utilization defect 1 protein";"MPDU1";4;13;0,000505575696489707;3;3;3;3;4;3;3;3;0,000824816804572324;0,000613106527918791;0,000668166743941654;0,00065819583982015;"integral component of membrane, endoplasmic reticulum membrane, endoplasmic reticulum, mitochondrion"
"153";153;"O75379";"O75379-1,O75379-2";"O75379-1,O75379-2";"VAMP4_HUMAN";"Vesicle-associated membrane protein 4";"VAMP4";1;3;0,000102190832269196;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;"trans-Golgi network, SNARE complex, integral component of membrane, Golgi membrane, endosome, lysosome"
"154";154;"O75380";"O75380";"O75380";"NDUS6_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial";"NDUFS6";2;4;0,000309868975267885;2;1;NA;NA;3;1;NA;NA;0,00123223639554051;0,000407089549451455;NA;NA;"mitochondrial respiratory chain complex I, mitochondrial inner membrane"
"157";157;"O75396";"O75396";"O75396";"SC22B_HUMAN";"Vesicle-trafficking protein SEC22b";"SEC22B";10;40;0,00178715129921943;9;9;8;10;10;9;9;12;0,00236895058987633;0,00211307877761779;0,00230284445237565;0,00302463948717353;"endoplasmic reticulum-Golgi intermediate compartment, Golgi apparatus, melanosome, endoplasmic reticulum-Golgi intermediate compartment membrane, endoplasmic reticulum membrane, integral component of membrane"
"159";159;"O75431";"O75431";"O75431";"MTX2_HUMAN";"Metaxin-2";"MTX2";8;41;0,0014975036789562;8;8;7;7;12;10;10;9;0,0023239135064186;0,00191935757155819;0,00209172605517856;0,00185446052207883;"mitochondrial outer membrane"
"160";160;"O75438";"O75438-1";"O75438-1";"NDUB1_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1";"NDUFB1";3;10;0,00165619624712145;2;2;3;3;2;2;3;3;NA;NA;NA;NA;"mitochondrial respiratory chain complex I, mitochondrial inner membrane, integral component of membrane"
"161";161;"O75477";"O75477";"O75477";"ERLN1_HUMAN";"Erlin-1";"ERLIN1";11;37;0,00124734416778458;9;10;8;6;9;11;10;7;0,00149763639327316;0,00196145523441543;0,00194327664663827;0,00140960438527957;"protein complex, endoplasmic reticulum membrane, integral component of membrane, endoplasmic reticulum"
"162";162;"O75489";"O75489";"O75489";"NDUS3_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial";"NDUFS3";14;59;0,00214678165062485;13;9;14;14;14;11;16;18;0,00270096260436657;0,00210329600549919;0,00333408456067856;0,00369487210080857;"mitochondrial inner membrane, nucleus, mitochondrial membrane, mitochondrial respiratory chain complex I, mitochondrion"
"164";164;"O75533";"O75533";"O75533";"SF3B1_HUMAN";"Splicing factor 3B subunit 1";"SF3B1";3;3;2,20995511502402e-05;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;0,000124673598493541;"catalytic step 2 spliceosome, nucleus, spliceosomal complex, nucleoplasm, U12-type spliceosomal complex, nuclear speck, intracellular membrane-bounded organelle"
"165";165;"O75694";"O75694-1";"O75694-1";"NU155_HUMAN";"Nuclear pore complex protein Nup155";"NUP155";39;147;0,00101514947541032;33;32;26;29;41;37;31;38;NA;NA;NA;NA;"nuclear pore, nuclear envelope, nuclear membrane"
"167";167;"O75746";"O75746";"O75746";"CMC1_HUMAN";"Calcium-binding mitochondrial carrier protein Aralar1";"SLC25A12";10;23;0,000462518293467698;5;5;5;8;5;5;5;8;0,000600972716015823;0,000531806828191956;0,000550587605232157;0,000841351614322709;"mitochondrion, integral component of membrane, mitochondrial inner membrane"
"172";172;"O75907";"O75907";"O75907";"DGAT1_HUMAN";"Diacylglycerol O-acyltransferase 1";"DGAT1";4;16;0,000314948794534571;3;4;4;4;3;5;4;4;0,000313109248047178;0,000517203935778488;0,000450921272550789;0,000444192274414145;"integral component of membrane, endoplasmic reticulum membrane"
"173";173;"O75915";"O75915";"O75915";"PRAF3_HUMAN";"PRA1 family protein 3";"ARL6IP5";4;22;0,00112409915496116;4;4;3;3;8;6;4;4;0,00216733777371664;0,0016110352382547;0,0011704764947063;0,00115300973358565;"integral component of membrane, endoplasmic reticulum, endoplasmic reticulum membrane"
