"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5834.1.id.csv";"peptide.count.P5834.2.id.csv";"peptide.count.P5835.1.id.csv";"peptide.count.P5835.2.id.csv";"spectra.count.P5834.1.id.csv";"spectra.count.P5834.2.id.csv";"spectra.count.P5835.1.id.csv";"spectra.count.P5835.2.id.csv";"dNSAF.P5834.1.id.csv";"dNSAF.P5834.2.id.csv";"dNSAF.P5835.1.id.csv";"dNSAF.P5835.2.id.csv";"Go.Cc"
"97";97;"O43314";"O43314-1,O43314-2";"O43314-1,O43314-2";"VIP2_HUMAN";"Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2";"PPIP5K2";2;4;1,54560550817449e-05;2;2;NA;NA;2;2;NA;NA;NA;NA;NA;NA;"cytosol"
"98";98;"O43324";"O43324";"O43324";"MCA3_HUMAN";"Eukaryotic translation elongation factor 1 epsilon-1";"EEF1E1";2;10;0,000552065415707151;2;2;2;2;2;3;2;3;0,000585430318187828;0,00087032938158587;0,000632326382197657;0,000934335473767684;"cytoplasm, nucleus, cytosol"
"99";99;"O43390";"O43390-1,O43390-2";"O43390-1,O43390-2";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";4;10;8,27741338501028e-05;2;3;2;3;2;3;2;3;NA;NA;NA;NA;"cytoplasm, catalytic step 2 spliceosome, spliceosomal complex, ribonucleoprotein complex, nucleus, nucleoplasm"
"103";103;"O43592";"O43592";"O43592";"XPOT_HUMAN";"Exportin-T";"XPOT";30;118;0,00117827516791052;27;26;19;20;33;36;23;26;0,00174716262319881;0,0018890309238579;0,00131526516712839;0,0014646339859061;"cytoplasm, nucleoplasm, nucleus"
"109";109;"O43684";"O43684-1,O43684-2";"O43684-1,O43684-2";"BUB3_HUMAN";"Mitotic checkpoint protein BUB3";"BUB3";1;1;1,46431985263787e-05;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;"nucleus, kinetochore, cytosol, condensed chromosome kinetochore"
"115";115;"O43765";"O43765";"O43765";"SGTA_HUMAN";"Small glutamine-rich tetratricopeptide repeat-containing protein alpha";"SGTA";1;2;6,13797970179196e-05;1;1;NA;NA;1;1;NA;NA;0,000162723443074572;0,00016127509307342;NA;NA;"cytoplasm"
"119";119;"O43823";"O43823";"O43823";"AKAP8_HUMAN";"A-kinase anchor protein 8";"AKAP8";1;2;2,77628272638856e-05;NA;1;NA;1;NA;1;NA;1;NA;7,29466822716481e-05;NA;7,83113547377538e-05;"mitochondrion, female pronucleus, nucleus, condensed chromosome, Golgi apparatus, nuclear matrix"
"121";121;"O43837";"O43837-1";"O43837-1";"IDH3B_HUMAN";"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial";"IDH3B";7;12;0,000299405867012086;6;2;4;NA;6;2;4;NA;NA;NA;NA;NA;"mitochondrial matrix, mitochondrion"
"124";124;"O43929";"O43929";"O43929";"ORC4_HUMAN";"Origin recognition complex subunit 4";"ORC4";2;4;8,81278737000406e-05;2;2;NA;NA;2;2;NA;NA;0,000233635035240096;0,000231555523541195;NA;NA;"nucleoplasm, nucleus, nuclear origin of replication recognition complex, origin recognition complex"
"131";131;"O60502";"O60502-1,O60502-2,O60502-3";"O60502-1,O60502-2,O60502-3";"NCOAT_HUMAN";"Bifunctional protein NCOAT";"MGEA5";1;1;3,49561071080947e-06;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;"nucleus, cytoplasm"
"132";132;"O60506";"O60506-1,O60506-2,O60506-3,O60506-4";"O60506-1,O60506-2,O60506-3,O60506-4";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";3;12;5,04616629795651e-05;2;3;3;3;2;3;4;3;NA;NA;NA;NA;"ribonucleoprotein complex, nucleoplasm, CRD-mediated mRNA stability complex, endoplasmic reticulum, catalytic step 2 spliceosome, nucleus, histone pre-mRNA 3'end processing complex, GAIT complex"
"135";135;"O60673";"O60673-1,O60673-2";"O60673-1,O60673-2";"DPOLZ_HUMAN";"DNA polymerase zeta catalytic subunit";"REV3L";2;2;3,06898985089598e-06;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;"nucleus, zeta DNA polymerase complex, chromosome"
"139";139;"O60814";"O60814,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"O60814,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BF,HIST1H2BE,HIST1H2BC,HIST1H2BG,HIST1H2BI, HIST1H2BH, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";2;10;0,000254125350087419;2;2;2;2;2;3;2;3;0,000307981482584073;0,00047216849103043;0,000457397088256355;0,000552974055903323;"nucleosome, nucleoplasm"
"141";141;"O60841";"O60841";"O60841";"IF2P_HUMAN";"Eukaryotic translation initiation factor 5B";"EIF5B";4;4;3,14948794534571e-05;1;NA;3;NA;1;NA;3;NA;4,17478997396238e-05;NA;0,000135276381765237;NA;"cytosol"
"147";147;"O75190";"O75190-1,O75190-2,O75190-3";"O75190-1,O75190-2,O75190-3";"DNJB6_HUMAN";"DnaJ homolog subfamily B member 6";"DNAJB6";2;9;8,8398204600961e-05;2;1;2;2;2;1;3;3;NA;NA;NA;NA;"nucleus, perinuclear region of cytoplasm, cytoplasm, Z disc"
"148";148;"O75208";"O75208-1";"O75208-1";"COQ9_HUMAN";"Ubiquinone biosynthesis protein COQ9, mitochondrial";"COQ9";5;16;0,000483317646958713;4;4;2;2;4;4;4;4;NA;NA;NA;NA;"mitochondrion"
"158";158;"O75400";"O75400-1,O75400-2,O75400-3";"O75400-1,O75400-2,O75400-3";"PR40A_HUMAN";"Pre-mRNA-processing factor 40 homolog A";"PRPF40A";1;1;3,34585100428576e-06;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;"nuclear speck, nuclear matrix, cytoplasm, nucleus"
"163";163;"O75531";"O75531";"O75531";"BAF_HUMAN";"Barrier-to-autointegration factor";"BANF1";3;15;0,00161897835392771;3;3;2;2;4;4;3;4;0,00228909832280184;0,0022687237812126;0,00185435040172571;0,00243557112263037;"cytosol, chromosome, nucleoplasm"
"171";171;"O75879";"O75879";"O75879";"GATB_HUMAN";"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial";"PET112";2;2;3,44916992219189e-05;2;NA;NA;NA;2;NA;NA;NA;0,000182881284317203;NA;NA;NA;"mitochondrion, glutamyl-tRNA(Gln) amidotransferase complex"
"179";179;"O76071";"O76071";"O76071";"CIAO1_HUMAN";"Probable cytosolic iron-sulfur protein assembly protein CIAO1";"CIAO1";9;16;0,000453377615731182;8;5;1;2;8;5;1;2;0,00120194543203165;0,000744529559468738;0,000162278452068425;0,000319713613442629;"CIA complex, MMXD complex"
"180";180;"O76094";"O76094";"O76094";"SRP72_HUMAN";"Signal recognition particle 72 kDa protein";"SRP72";2;9;0,000128842688673234;2;2;2;2;2;2;3;2;0,000151810544507723;0,000150459326771924;0,000245957057754976;0,000161524463423325;"endoplasmic reticulum, cytosol, signal recognition particle, endoplasmic reticulum targeting"
"184";184;"O94829";"O94829";"O94829";"IPO13_HUMAN";"Importin-13";"IPO13";1;4;3,99000549669966e-05;1;1;1;1;1;1;1;1;5,28893433876854e-05;5,24185920373629e-05;5,71260594508787e-05;5,62735799361637e-05;"nucleus, cytoplasm"
"185";185;"O94874";"O94874-1";"O94874-1";"UFL1_HUMAN";"E3 UFM1-protein ligase 1";"UFL1";13;42;0,000508122677328446;9;10;10;8;12;12;10;8;NA;NA;NA;NA;"endoplasmic reticulum, cytoplasm, nucleus"
"188";188;"O94925";"O94925-1,O94925-3";"O94925-1,O94925-3";"GLSK_HUMAN";"Glutaminase kidney isoform, mitochondrial";"GLS";4;16;0,000114869216541757;2;3;3;2;3;4;5;4;NA;NA;NA;NA;"mitochondrion, cytosol, mitochondrial matrix"
"191";191;"O95104";"O95104-1,O95104-2,Q9UPN6";"O95104-1,O95104-2,Q9UPN6";"SCAF8_HUMAN, SFR15_HUMAN";"Protein SCAF8, Splicing factor, arginine/serine-rich 15";"SCAF4, SCAF8";1;1;2,69451282841639e-06;1;NA;NA;NA;1;NA;NA;NA;4,00727283102604e-05;NA;NA;NA;"nucleus"
"207";207;"O95319";"O95319-1,O95319-2,O95319-3,O95319-4,O95319-5";"O95319-1,O95319-2,O95319-3,O95319-4,O95319-5";"CELF2_HUMAN";"CUGBP Elav-like family member 2";"CELF2";8;28;0,000115100252709913;7;8;5;5;8;8;6;6;NA;NA;NA;NA;"cytoplasm, nucleus"
"209";209;"O95373";"O95373";"O95373";"IPO7_HUMAN";"Importin-7";"IPO7";31;144;0,0013537683389628;29;28;19;21;46;40;26;32;0,00229672013887175;0,00202006197059948;0,00137795980397987;0,00167064223440542;"nuclear pore, cytoplasm"
"215";215;"O95671";"O95671-1,O95671-2";"O95671-1,O95671-2";"ASML_HUMAN";"N-acetylserotonin O-methyltransferase-like protein";"ASMTL";8;18;0,000139216496134847;6;7;2;1;7;8;2;1;NA;NA;NA;NA;"cytoplasm"
"234";234;"P00367";"P00367";"P00367";"DHE3_HUMAN";"Glutamate dehydrogenase 1, mitochondrial";"GLUD1";7;15;0,000258224146056571;2;3;5;5;2;3;5;5;0,000182553540080075;0,000271393032967637;0,000492942609777744;0,000485586536545929;"cytoplasm, mitochondrion, mitochondrial matrix"
"235";235;"P00374";"P00374";"P00374";"DYR_HUMAN";"Dihydrofolate reductase";"DHFR";2;2;0,000102737307308069;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000588367863649157;NA;"nucleoplasm, cytosol"
"250";250;"P02545";"P02545-1,P02545-2,P02545-3";"P02545-1,P02545-2,P02545-3";"LMNA_HUMAN";"Prelamin-A/C";"LMNA";1;4;2,04945971343091e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"lamin filament, cytosol, nuclear lamina, nuclear speck, nuclear envelope, perinuclear region of cytoplasm, cytoplasm, nucleus, nucleoplasm, intermediate filament"
"265";265;"P04181";"P04181-1";"P04181-1";"OAT_HUMAN";"Ornithine aminotransferase, mitochondrial";"OAT";1;1;2,18814082763199e-05;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;"mitochondrion, mitochondrial matrix"
"271";271;"P04350";"P04350";"P04350";"TBB4A_HUMAN";"Tubulin beta-4A chain";"TUBB4A";1;1;0,000152867799102982;0;0;1;0;0;0;1;0;0;NA;0,000643526150546659;0;"cilium, cytosol, myelin sheath, microtubule, internode region of axon, neuronal cell body"
"274";274;"P04637";"P04637-1,P04637-2,P04637-3,P04637-4,P04637-5,P04637-6";"P04637-1,P04637-2,P04637-3,P04637-4,P04637-5,P04637-6";"P53_HUMAN";"Cellular tumor antigen p53";"TP53";1;1;4,07376515407312e-06;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"mitochondrial matrix, mitochondrion, nucleus, PML body, replication fork, nuclear matrix, cytoplasm, protein complex, nuclear chromatin, nucleolus, chromatin, nucleoplasm, endoplasmic reticulum, cytosol"
"283";283;"P05114";"P05114";"P05114";"HMGN1_HUMAN";"Non-histone chromosomal protein HMG-14";"HMGN1";2;4;0,000384237529332177;2;NA;NA;2;2;NA;NA;2;0,00101864875364682;NA;NA;0,00108382914957051;"chromatin, cytoplasm, nucleus"
"286";286;"P05386";"P05386";"P05386";"RLA1_HUMAN";"60S acidic ribosomal protein P1";"RPLP1";2;4;0,0004749347451873;2;0;1;1;2;0;1;1;0,00119140205104891;0;0,000723847305936792;0,000665509126929263;"cytosol, cytoplasm, cytosolic large ribosomal subunit"
"290";290;"P06454";"P06454-1,P06454-2";"P06454-1,P06454-2";"PTMA_HUMAN";"Prothymosin alpha";"PTMA";2;3;0,000129809976125735;2;1;NA;NA;2;1;NA;NA;NA;NA;NA;NA;"nucleus"
"295";295;"P06748";"P06748-1";"P06748-1";"NPM_HUMAN";"Nucleophosmin";"NPM1";13;43;0,00140495014976901;9;7;9;10;10;8;12;13;NA;NA;NA;NA;"spindle pole centrosome, centrosome, cytosol, nucleolus, ribonucleoprotein complex, nucleoplasm, nucleus, cytoplasm"
"296";296;"P06899";"P06899,P23527,P33778,Q16778";"P06899,P23527,P33778,Q16778";"H2B1B_HUMAN, H2B1J_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN";"Histone H2B type 1-B, Histone H2B type 1-J, Histone H2B type 1-O, Histone H2B type 2-E";"HIST1H2BB, HIST1H2BJ, HIST1H2BO, HIST2H2BE";1;4;0,000228712815078677;1;1;1;1;1;1;1;1;0,000269483797261064;0,000275431619767751;0,000400222452224311;0,000322568199276939;"nucleoplasm, nucleosome"
"299";299;"P07203";"P07203";"P07203";"GPX1_HUMAN";"Glutathione peroxidase 1";"GPX1";1;2;9,46397855497973e-05;NA;1;NA;1;NA;1;NA;1;NA;0,000248665537595963;NA;0,000266952992505053;"mitochondrial matrix, cytosol, mitochondrion, nucleus, cytoplasm"
"300";300;"P07205";"P07205";"P07205";"PGK2_HUMAN";"Phosphoglycerate kinase 2";"PGK2";1;1;2,87947788768118e-05;1;0;0;0;1;0;0;0;0,000157037320706087;0;0;0;"cytoplasm"
"307";307;"P07814";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";17;55;0,000349422356370201;16;13;12;10;18;14;13;10;0,000606338543837393;0,000467399112333152;0,000472990170810549;0,000358409110307709;"ribonucleoprotein complex, cytoplasm, GAIT complex, cytosol"
"317";317;"P08243";"P08243";"P08243";"ASNS_HUMAN";"Asparagine synthetase [glutamine-hydrolyzing]";"ASNS";1;1;1,71228845513448e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;9,65979634198319e-05;"cytosol"
"319";319;"P08559";"P08559-1,P08559-2,P08559-3,P08559-4";"P08559-1,P08559-2,P08559-3,P08559-4";"ODPA_HUMAN";"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial";"PDHA1";3;6;3,69459162819401e-05;2;NA;2;2;2;NA;2;2;NA;NA;NA;NA;"mitochondrion, pyruvate dehydrogenase complex, mitochondrial matrix"
"323";323;"P08708";"P08708,P0CW22";"P08708,P0CW22";"RS17_HUMAN, RS17L_HUMAN";"40S ribosomal protein S17, 40S ribosomal protein S17-like";"RPS17, RPS17L";3;13;0,000462508137159102;3;3;3;3;3;4;3;3;0,000565915974248234;0,000747838579733044;0,000611248836124402;0,000602127305316952;"ribosome, cytosolic small ribosomal subunit, cytosol"
"332";332;"P09874";"P09874";"P09874";"PARP1_HUMAN";"Poly [ADP-ribose] polymerase 1";"PARP1";5;16;0,000151572989874626;3;5;2;3;3;5;4;4;0,000150687685450713;0,00024891076988156;0,000217011421109255;0,000213773007804835;"transcription factor complex, nucleus, nucleolus, nuclear envelope, nucleoplasm"
"333";333;"P0C0S5";"P0C0S5,Q71UI9-1,Q71UI9-2";"P0C0S5,Q71UI9-1,Q71UI9-2";"H2AV_HUMAN, H2AZ_HUMAN";"Histone H2A.V, Histone H2A.Z";"H2AFV, H2AFZ";2;6;0,000278743743377137;1;2;1;1;2;2;1;1;0,00139268384287651;0,00138028800360884;0,000859568675799941;0,000846741523101964;"nucleosome, nucleus"
"339";339;"P10398";"P10398";"P10398";"ARAF_HUMAN";"Serine/threonine-protein kinase A-Raf";"ARAF";1;2;4,98186329874346e-05;0;0;1;1;0;0;1;1;NA;NA;0,000121039373489981;0,00013413727098645;"mitochondrion"
"349";349;"P11172";"P11172-1";"P11172-1";"UMPS_HUMAN";"Uridine 5'-monophosphate synthase";"UMPS";3;3;6,00371139581527e-05;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA;NA;"cytoplasm, cytosol, nucleus"
"350";350;"P11177";"P11177-1,P11177-2,P11177-3";"P11177-1,P11177-2,P11177-3";"ODPB_HUMAN";"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial";"PDHB";9;22;0,000196221579510397;5;6;5;4;6;7;5;4;NA;NA;NA;NA;"mitochondrial matrix, pyruvate dehydrogenase complex"
"354";354;"P11310";"P11310-1,P11310-2";"P11310-1,P11310-2";"ACADM_HUMAN";"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial";"ACADM";4;11;0,000125493254829393;2;2;2;3;3;2;3;3;NA;NA;NA;NA;"axon, mitochondrial matrix, mitochondrion"
"355";355;"P11441";"P11441";"P11441";"UBL4A_HUMAN";"Ubiquitin-like protein 4A";"UBL4A";2;2;0,000122368639914706;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000690337037943002;"cytosol, BAT3 complex"
"358";358;"P11940";"P11940-1,P11940-2";"P11940-1,P11940-2";"PABP1_HUMAN";"Polyadenylate-binding protein 1";"PABPC1";4;9;6,95112382877411e-05;1;2;2;4;1;2;2;4;NA;NA;NA;NA;"ribonucleoprotein complex, cytoplasmic stress granule, catalytic step 2 spliceosome, cytosol, cytoplasm, nucleus"
"360";360;"P12036";"P12036-1,P12036-2";"P12036-1,P12036-2";"NFH_HUMAN";"Neurofilament heavy polypeptide";"NEFH";1;1;5,14554499842666e-06;0;0;1;NA;0;0;1;NA;NA;NA;NA;NA;"neurofibrillary tangle, neurofilament, axon, cytoplasm, mitochondrion"
"366";366;"P12694";"P12694";"P12694";"ODBA_HUMAN";"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial";"BCKDHA";1;3;6,47591341571085e-05;NA;1;1;1;NA;1;1;1;NA;0,00011343618906063;0,000123623360115048;0,000121778556131518;"mitochondrion, mitochondrial matrix, mitochondrial alpha-ketoglutarate dehydrogenase complex"
"369";369;"P13010";"P13010";"P13010";"XRCC5_HUMAN";"X-ray repair cross-complementing protein 5";"XRCC5";13;48;0,000629897589069143;10;10;9;9;13;11;11;13;0,000904537827691849;0,000758565772475116;0,000826688999676446;0,00096241659456398;"cytosol, nuclear chromosome, telomeric region, nonhomologous end joining complex, nuclear telomere cap complex, nucleus, nucleoplasm, Ku70:Ku80 complex"
"380";380;"P13804";"P13804-1";"P13804-1";"ETFA_HUMAN";"Electron transfer flavoprotein subunit alpha, mitochondrial";"ETFA";13;48;0,00138463974534118;11;10;10;8;13;11;14;10;NA;NA;NA;NA;"mitochondrion, mitochondrial matrix"
"384";384;"P14314";"P14314-1,P14314-2";"P14314-1,P14314-2";"GLU2B_HUMAN";"Glucosidase 2 subunit beta";"PRKCSH";8;30;0,000272895972537058;7;8;6;6;7;9;7;7;NA;NA;NA;NA;"endoplasmic reticulum lumen, intracellular, endoplasmic reticulum"
"385";385;"P14406";"P14406";"P14406";"CX7A2_HUMAN";"Cytochrome c oxidase subunit 7A2, mitochondrial";"COX7A2";1;8;0,000925873564655848;1;1;1;1;2;2;2;2;0,00122728765499617;0,00121636395498748;0,00132559988557099;0,00130581825249459;"mitochondrial respiratory chain"
"389";389;"P14678";"P14678-3";"P14678-3";"RSMB_HUMAN";"Small nuclear ribonucleoprotein-associated proteins B and B'";"SNRPB";4;9;0,000360222683748916;NA;3;3;2;NA;4;3;2;NA;NA;NA;NA;"U1 snRNP, methylosome, SMN-Sm protein complex, nucleoplasm, cytosol, U4 snRNP, U12-type spliceosomal complex, U7 snRNP, catalytic step 2 spliceosome, small nuclear ribonucleoprotein complex, spliceosomal complex, histone pre-mRNA 3'end processing complex"
"406";406;"P16403";"P16403";"P16403";"H12_HUMAN";"Histone H1.2";"HIST1H1C";5;21;0,000947064332861;4;4;5;5;4;5;5;7;0,000956477702954761;0,00118495549605588;0,00129137078054451;0,00178093991713465;"nucleus, nucleosome"
"422";422;"P18124";"P18124";"P18124";"RL7_HUMAN";"60S ribosomal protein L7";"RPL7";10;41;0,00158807849824791;9;8;9;8;11;10;11;9;0,00225910005849093;0,00203544774725728;0,00244006591839983;0,00196662547301101;"cytosolic large ribosomal subunit, ribonucleoprotein complex, cytosol"
"425";425;"P18621";"P18621";"P18621";"RL17_HUMAN";"60S ribosomal protein L17";"RPL17";4;17;0,000887505162859648;4;4;4;4;4;4;4;5;0,00110722690613785;0,0010973718289561;0,00119592163589557;0,00147259395322081;"cytosolic large ribosomal subunit, cytosol"
"433";433;"P19525";"P19525";"P19525";"E2AK2_HUMAN";"Interferon-induced, double-stranded RNA-activated protein kinase";"EIF2AK2";4;7;0,000122035512945791;1;1;2;3;1;1;2;3;9,2436366029657e-05;9,16136191143021e-05;0,000199682015430839;0,000295053307505584;"cytoplasm, perinuclear region of cytoplasm, nucleus, cytosol"
"435";435;"P20042";"P20042";"P20042";"IF2B_HUMAN";"Eukaryotic translation initiation factor 2 subunit 2";"EIF2S2";2;2;5,76933227225491e-05;NA;2;NA;NA;NA;2;NA;NA;NA;0,000303177802594477;NA;NA;"cytosol, eukaryotic translation initiation factor 2 complex"
"445";445;"P20794";"P20794-1,P20794-2,P20794-3";"P20794-1,P20794-2,P20794-3";"MAK_HUMAN";"Serine/threonine-protein kinase MAK";"MAK";1;1;5,39186480712121e-06;0;0;1;0;0;0;1;0;NA;NA;NA;NA;"photoreceptor outer segment, photoreceptor inner segment, mitotic spindle, cytoplasm, midbody, nucleus, centrosome"
"453";453;"P22090";"P22090";"P22090";"RS4Y1_HUMAN";"40S ribosomal protein S4, Y isoform 1";"RPS4Y1";1;3;0,000211030328741796;0;1;1;1;0;1;1;1;0;0,000359879544667161;0,000488069412874998;0,000370892104415765;"cytosolic small ribosomal subunit, polysome, cytosol"
"456";456;"P22626";"P22626-1";"P22626-1";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";11;40;0,00115986808185536;10;9;10;9;10;9;11;10;NA;NA;NA;NA;"spliceosomal complex, cytoplasm, catalytic step 2 spliceosome, ribonucleoprotein complex, nucleoplasm"
"458";458;"P23193";"P23193-1,P23193-2";"P23193-1,P23193-2";"TCEA1_HUMAN";"Transcription elongation factor A protein 1";"TCEA1";2;6;9,57402481724694e-05;1;1;2;2;1;1;2;2;NA;NA;NA;NA;"nucleolus, nucleoplasm, nucleus"
"460";460;"P23246";"P23246-1";"P23246-1";"SFPQ_HUMAN";"Splicing factor, proline- and glutamine-rich";"SFPQ";6;19;0,000258151098207615;2;3;6;6;2;3;7;7;NA;NA;NA;NA;"cytoplasm, nucleus, nucleoplasm, paraspeckles, nuclear matrix"
