"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5834.1.id.csv";"peptide.count.P5834.2.id.csv";"peptide.count.P5835.1.id.csv";"peptide.count.P5835.2.id.csv";"spectra.count.P5834.1.id.csv";"spectra.count.P5834.2.id.csv";"spectra.count.P5835.1.id.csv";"spectra.count.P5835.2.id.csv";"dNSAF.P5834.1.id.csv";"dNSAF.P5834.2.id.csv";"dNSAF.P5835.1.id.csv";"dNSAF.P5835.2.id.csv";"Go.Cc"
"39";39;"O14641";"O14641";"O14641";"DVL2_HUMAN";"Segment polarity protein dishevelled homolog DVL-2";"DVL2";1;1;3,91546395379256e-05;0;0;1;0;0;0;1;0;NA;NA;0,000149490204486946;0;"apical part of cell, nucleus, cytoplasm, clathrin-coated endocytic vesicle, clathrin-coated vesicle, plasma membrane, cell cortex, cytoplasmic vesicle, cytosol"
"41";41;"O14656";"O14656-1";"O14656-1";"TOR1A_HUMAN";"Torsin-1A";"TOR1A";3;8;0,000231468391163962;2;NA;2;3;3;NA;2;3;NA;NA;NA;NA;"extracellular vesicular exosome, neuron projection, endoplasmic reticulum, nuclear membrane, cytoplasm, cytoplasmic vesicle membrane, intracellular membrane-bounded organelle, membrane, endoplasmic reticulum lumen"
"43";43;"O14672";"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";21;71;0,00091179360235911;20;19;10;11;24;21;13;13;0,00163419586146549;0,00141719409996202;0,00095609777842988;0,000941830143343361;"Golgi apparatus, nucleus, plasma membrane, integral component of membrane, cell surface, extracellular vesicular exosome, postsynaptic density, cytoplasm, Golgi-associated vesicle"
"46";46;"O14735";"O14735-1";"O14735-1";"CDIPT_HUMAN";"CDP-diacylglycerol--inositol 3-phosphatidyltransferase";"CDIPT";2;7;0,000315688110953667;1;2;2;2;1;2;2;2;NA;NA;NA;NA;"integral component of membrane, Golgi membrane, endoplasmic reticulum membrane, plasma membrane"
"47";47;"O14737";"O14737";"O14737";"PDCD5_HUMAN";"Programmed cell death protein 5";"PDCD5";1;1;7,68475058664354e-05;NA;1;NA;NA;NA;1;NA;NA;NA;0,000403832833055844;NA;NA;"nucleus, extracellular vesicular exosome, cytoplasm"
"48";48;"O14773";"O14773-1,O14773-2";"O14773-1,O14773-2";"TPP1_HUMAN";"Tripeptidyl-peptidase 1";"TPP1";5;24;0,000204744687033132;5;5;4;4;6;7;6;5;NA;NA;NA;NA;"mitochondrion, lysosomal lumen, melanosome, lysosome, extracellular vesicular exosome"
"50";50;"O14828";"O14828-1";"O14828-1";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";12;71;0,00196548015724673;12;12;12;11;16;19;18;18;NA;NA;NA;NA;"extracellular vesicular exosome, integral component of membrane, Golgi membrane"
"54";54;"O14966";"O14966-1";"O14966-1";"RAB7L_HUMAN";"Ras-related protein Rab-7L1";"RAB7L1";1;1;7,57118284398378e-05;0;NA;0;1;0;NA;0;1;NA;NA;NA;NA;"plasma membrane, extracellular vesicular exosome"
"55";55;"O14975";"O14975-1";"O14975-1";"S27A2_HUMAN";"Very long-chain acyl-CoA synthetase";"SLC27A2";17;48;0,000743685540642923;10;11;9;12;11;15;9;13;NA;NA;NA;NA;"mitochondrion, endoplasmic reticulum lumen, integral component of endoplasmic reticulum membrane, peroxisomal membrane, endoplasmic reticulum membrane, extracellular vesicular exosome, integral component of peroxisomal membrane"
"62";62;"O15031";"O15031";"O15031";"PLXB2_HUMAN";"Plexin-B2";"PLXNB2";4;5;2,61314968261818e-05;NA;2;2;1;NA;2;2;1;NA;5,49282961174978e-05;5,98611482602788e-05;2,94839268109498e-05;"intracellular, integral component of plasma membrane, extracellular vesicular exosome"
"64";64;"O15118";"O15118";"O15118";"NPC1_HUMAN";"Niemann-Pick C1 protein";"NPC1";6;13;9,77129867237539e-05;4;4;3;2;4;4;3;2;0,00015941295049246;0,000157994066140784;0,000129137078054451;8,48066627206975e-05;"membrane raft, endoplasmic reticulum, perinuclear region of cytoplasm, extracellular region, integral component of membrane, integral component of plasma membrane, lysosomal membrane, lysosome, extracellular vesicular exosome, Golgi apparatus, late endosome membrane, nuclear envelope"
"66";66;"O15121";"O15121";"O15121";"DEGS1_HUMAN";"Sphingolipid delta(4)-desaturase DES1";"DEGS1";3;12;0,000356876962228028;2;2;3;2;3;2;4;3;0,00047305669674001;0,000312564112272325;0,000681268052646393;0,000503326230450703;"endoplasmic reticulum membrane, endoplasmic reticulum, membrane, mitochondrion, integral component of plasma membrane"
"68";68;"O15127";"O15127";"O15127";"SCAM2_HUMAN";"Secretory carrier-associated membrane protein 2";"SCAMP2";6;22;0,000642342374263518;3;5;3;5;5;6;4;7;0,0007740492048988;0,000920591564716969;0,000668843711260744;0,00115300973358565;"transport vesicle, intracellular membrane-bounded organelle, integral component of membrane, Golgi apparatus, extracellular vesicular exosome, recycling endosome membrane, nucleus, trans-Golgi network membrane"
"70";70;"O15162";"O15162";"O15162";"PLS1_HUMAN";"Phospholipid scramblase 1";"PLSCR1";5;16;0,000483317646958713;5;5;3;3;5;5;3;3;0,000800824491860708;0,000793696605848749;0,000518984860860341;0,000511240164891752;"Golgi apparatus, extracellular matrix, integral component of plasma membrane, membrane raft, nucleus, extracellular vesicular exosome, nucleolus, cytosol, plasma membrane"
"77";77;"O15287";"O15287";"O15287";"FANCG_HUMAN";"Fanconi anemia group G protein";"FANCG";1;1;1,54436306001679e-05;1;NA;NA;NA;1;NA;NA;NA;8,18849480423489e-05;NA;NA;NA;"nucleoplasm, nucleolus, plasma membrane, Fanconi anaemia nuclear complex, cytoplasm, mitochondrion"
"80";80;"O15372";"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";1;4;0,000109158389014823;1;1;1;1;1;1;1;1;0,000144694425233923;0,00014340654582949;0,000156285213781807;0,000153953004200357;"eukaryotic translation initiation factor 3 complex, cytosol, extracellular vesicular exosome, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex"
"82";82;"O15400";"O15400-1,O15400-2";"O15400-1,O15400-2";"STX7_HUMAN";"Syntaxin-7";"STX7";7;24;0,000441652332565721;6;5;4;6;7;5;4;8;NA;NA;NA;NA;"perinuclear region of cytoplasm, extracellular vesicular exosome, lysosomal membrane, intracellular membrane-bounded organelle, integral component of membrane, SNARE complex, early endosome membrane"
"83";83;"O15427";"O15427";"O15427";"MOT4_HUMAN";"Monocarboxylate transporter 4";"SLC16A3";5;23;0,00047513242874409;5;4;5;5;6;5;6;6;0,000657192744288271;0,000542786065935274;0,000709837358079951;0,000699244612626138;"membrane, actin cytoskeleton, integral component of plasma membrane, plasma membrane, nuclear membrane"
"84";84;"O15439";"O15439-1,O15439-2";"O15439-1,O15439-2";"MRP4_HUMAN";"Multidrug resistance-associated protein 4";"ABCC4";4;8;2,89990588175228e-05;3;3;2;NA;3;3;2;NA;NA;NA;NA;NA;"platelet dense granule membrane, membrane, plasma membrane, integral component of membrane"
"85";85;"O15498";"O15498";"O15498";"YKT6_HUMAN";"Synaptobrevin homolog YKT6";"YKT6";2;3;0,000145544518686431;2;NA;NA;1;2;NA;NA;1;0,000514469067498394;NA;NA;0,000273694229689524;"cytosol, Golgi apparatus, Golgi membrane, integral component of plasma membrane, endoplasmic reticulum, cytoplasm, SNARE complex, mitochondrion, cytoplasmic vesicle membrane, endosome"
"90";90;"O43175";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";24;118;0,00212664298598484;22;23;17;14;32;41;24;21;0,0030578574218291;0,00388300801015234;0,00247710597753979;0,00213512309014829;"cytosol, extracellular vesicular exosome"
"92";92;"O43242";"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";3;7;0,000125920538638822;1;1;2;2;1;1;2;3;9,53790967834102e-05;9,45301575505252e-05;0,000206038933525079;0,000304446390328796;"cytoplasm, nucleus, proteasome complex, cytosol, proteasome accessory complex, nucleoplasm, extracellular vesicular exosome"
"94";94;"O43278";"O43278-1,O43278-2";"O43278-1,O43278-2";"SPIT1_HUMAN";"Kunitz-type protease inhibitor 1";"SPINT1";2;2;1,81586734088931e-05;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;"extracellular region, membrane"
"95";95;"O43291";"O43291-1,O43291-2";"O43291-1,O43291-2";"SPIT2_HUMAN";"Kunitz-type protease inhibitor 2";"SPINT2";1;2;3,81188025131128e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;"extracellular region, integral component of membrane, cytoplasm"
"101";101;"O43493";"O43493-1,O43493-2,O43493-3,O43493-5";"O43493-1,O43493-2,O43493-3,O43493-5";"TGON2_HUMAN";"Trans-Golgi network integral membrane protein 2";"TGOLN2";5;10;5,00309282984605e-05;1;2;3;4;1;2;3;4;NA;NA;NA;NA;"plasma membrane, transport vesicle, integral component of membrane, nucleus, Golgi apparatus, trans-Golgi network"
"108";108;"O43681";"O43681";"O43681";"ASNA_HUMAN";"ATPase ASNA1";"ASNA1";5;8;0,00022082616628286;2;NA;3;3;2;NA;3;3;0,000292715159093914;NA;0,000474244786648243;0,000467167736883842;"cytoplasm, extracellular vesicular exosome, nucleolus, endoplasmic reticulum, nucleus"
"110";110;"O43699";"O43699-1,O43699-3";"O43699-1,O43699-3";"SIGL6_HUMAN";"Sialic acid-binding Ig-like lectin 6";"SIGLEC6";1;4;4,24103233258474e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"membrane, integral component of plasma membrane, extracellular region"
"113";113;"O43752";"O43752";"O43752";"STX6_HUMAN";"Syntaxin-6";"STX6";3;7;0,000313134751232718;3;2;NA;2;3;2;NA;2;0,000770406620405158;0,00046190029924688;NA;0,00042503103904726;"SNARE complex, trans-Golgi network membrane, clathrin-coated vesicle, early endosome, plasma membrane, Golgi apparatus, integral component of membrane, Golgi membrane, perinuclear region of cytoplasm"
"114";114;"O43760";"O43760";"O43760";"SNG2_HUMAN";"Synaptogyrin-2";"SYNGR2";2;8;0,000343069222618015;2;2;2;2;2;2;2;2;0,000454753907878045;0,000450706286892683;0,000491182100457109;0,000483852298915408;"extracellular vesicular exosome, integral component of membrane, synaptic vesicle"
"122";122;"O43852";"O43852-1,O43852-3";"O43852-1,O43852-3";"CALU_HUMAN";"Calumenin";"CALU";11;46;0,000701385966241276;9;9;11;10;10;11;13;12;NA;NA;NA;NA;"sarcoplasmic reticulum lumen, Golgi apparatus, melanosome, extracellular region, endoplasmic reticulum"
"123";123;"O43914";"O43914-1,O43914-2";"O43914-1,O43914-2";"TYOBP_HUMAN";"TYRO protein tyrosine kinase-binding protein";"TYROBP";1;1;4,25041514747983e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;"integral component of plasma membrane, cell surface, plasma membrane"
"126";126;"O60262";"O60262";"O60262";"GBG7_HUMAN";"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7";"GNG7";1;2;0,000282527595097189;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000809005812517591;0,000796933198213613;"extracellular vesicular exosome, plasma membrane, heterotrimeric G-protein complex"
"129";129;"O60488";"O60488-1,O60488-2";"O60488-1,O60488-2";"ACSL4_HUMAN";"Long-chain-fatty-acid--CoA ligase 4";"ACSL4";22;88;0,000636670512321478;22;20;13;13;26;25;18;19;NA;NA;NA;NA;"endoplasmic reticulum membrane, lipid particle, extracellular vesicular exosome, peroxisomal membrane, cytoplasm, mitochondrial outer membrane, integral component of membrane, neuronal cell body"
"133";133;"O60551";"O60551,P30419-1,P30419-2";"O60551,P30419-1,P30419-2";"NMT1_HUMAN, NMT2_HUMAN";"Glycylpeptide N-tetradecanoyltransferase 1, Glycylpeptide N-tetradecanoyltransferase 2";"NMT1, NMT2";1;1;6,44693841161371e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000108818187707883;"Golgi apparatus, cytosol, plasma membrane, cytoplasm"
"134";134;"O60637";"O60637-1,O60637-2,O60637-3";"O60637-1,O60637-2,O60637-3";"TSN3_HUMAN";"Tetraspanin-3";"TSPAN3";1;1;1,26560451031679e-05;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"extracellular vesicular exosome, integral component of membrane"
"142";142;"O60884";"O60884";"O60884";"DNJA2_HUMAN";"DnaJ homolog subfamily A member 2";"DNAJA2";9;20;0,00046630768122837;5;5;3;7;5;5;3;7;0,000618112107795401;0,000612610487038598;0,000400575693576671;0,000920728646479805;"membrane, extracellular vesicular exosome"
"143";143;"O60906";"O60906";"O60906";"NSMA_HUMAN";"Sphingomyelin phosphodiesterase 2";"SMPD2";1;4;9,08362953503965e-05;1;1;1;1;1;1;1;1;0,000120407654095369;0,000119335943574422;0,000130052943856256;0,000128112192620628;"integral component of plasma membrane, plasma membrane, caveola"
"145";145;"O75122";"O75122-1";"O75122-1";"CLAP2_HUMAN";"CLIP-associating protein 2";"CLASP2";2;3;2,59820585908543e-05;1;NA;NA;2;1;NA;NA;2;NA;NA;NA;NA;"condensed chromosome kinetochore, microtubule organizing center, microtubule, kinetochore microtubule, trans-Golgi network, ruffle membrane, Golgi apparatus, cytoplasm, cytoplasmic microtubule, cell cortex, plasma membrane, cytosol"
"146";146;"O75165";"O75165";"O75165";"DJC13_HUMAN";"DnaJ homolog subfamily C member 13";"DNAJC13";2;2;8,5652592361163e-06;NA;2;NA;NA;NA;2;NA;NA;NA;4,50103469745702e-05;NA;NA;"extracellular vesicular exosome, lysosomal membrane"
"151";151;"O75340";"O75340";"O75340";"PDCD6_HUMAN";"Programmed cell death protein 6";"PDCD6";7;26;0,00130761462861736;6;6;6;6;6;6;7;7;0,00159997186436673;0,00158573101985279;0,00201616108250457;0,00198607435785173;"nuclear membrane, cytoplasm, endoplasmic reticulum, extracellular vesicular exosome, nucleus, endoplasmic reticulum membrane, cytoplasmic vesicle, endosome"
"155";155;"O75387";"O75387-1,O75387-2";"O75387-1,O75387-2";"LAT3_HUMAN";"Large neutral amino acids transporter small subunit 3";"SLC43A1";3;7;6,01445148775769e-05;1;2;2;2;1;2;2;2;NA;NA;NA;NA;"integral component of plasma membrane, plasma membrane"
"156";156;"O75390";"O75390";"O75390";"CISY_HUMAN";"Citrate synthase, mitochondrial";"CS";2;2;4,12272027180447e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00023258136256878;"mitochondrion, extracellular vesicular exosome, mitochondrial matrix"
"166";166;"O75695";"O75695";"O75695";"XRP2_HUMAN";"Protein XRP2";"RP2";12;40;0,00109782151237765;10;8;10;8;11;9;11;9;0,00160073375573072;0,00129803410625093;0,00172896099360902;0,00139349462087637;"extracellular vesicular exosome, plasma membrane, cytoplasmic vesicle, cytoplasm, ciliary basal body"
"168";168;"O75781";"O75781-1,O75781-2";"O75781-1,O75781-2";"PALM_HUMAN";"Paralemmin-1";"PALM";2;3;3,72323187337381e-05;NA;NA;NA;2;NA;NA;NA;3;NA;NA;NA;NA;"axon, filopodium membrane, plasma membrane, apicolateral plasma membrane, cytoplasmic membrane-bounded vesicle, dendrite membrane, basolateral plasma membrane, dendritic spine membrane, nucleus, integral component of plasma membrane"
"169";169;"O75787";"O75787";"O75787";"RENR_HUMAN";"Renin receptor";"ATP6AP2";7;26;0,000713583983045472;6;5;6;4;6;6;9;5;0,000873127503125846;0,000865356070833951;0,00141460444931647;0,000774163678264652;"plasma membrane, neuron projection, integral component of membrane, extracellular vesicular exosome, cell body, external side of plasma membrane"
"170";170;"O75844";"O75844";"O75844";"FACE1_HUMAN";"CAAX prenyl protease 1 homolog";"ZMPSTE24";12;58;0,00117293561585612;9;9;10;10;14;14;15;15;0,00150116658432163;0,00148780517441627;0,0017372335342483;0,00171130918353239;"extracellular vesicular exosome, endoplasmic reticulum membrane, integral component of membrane, nuclear inner membrane"
"175";175;"O75955";"O75955";"O75955";"FLOT1_HUMAN";"Flotillin-1";"FLOT1";2;3;6,74890274002653e-05;NA;NA;1;2;NA;NA;1;2;NA;NA;0,000128834649300225;0,000253824156808083;"endosome, sarcolemma, microtubule organizing center, melanosome, integral component of membrane, caveola, lysosomal membrane, extracellular vesicular exosome, centriolar satellite, flotillin complex, membrane raft"
"177";177;"O75976";"O75976";"O75976";"CBPD_HUMAN";"Carboxypeptidase D";"CPD";2;2;1,39216496134847e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;7,85383441717763e-05;"integral component of membrane, extracellular vesicular exosome, membrane"
"181";181;"O94759";"O94759-1,O94759-2";"O94759-1,O94759-2";"TRPM2_HUMAN";"Transient receptor potential cation channel subfamily M member 2";"TRPM2";2;3;9,58676470389663e-06;1;NA;2;NA;1;NA;2;NA;NA;NA;NA;NA;"integral component of plasma membrane, plasma membrane"
"182";182;"O94768";"O94768";"O94768";"ST17B_HUMAN";"Serine/threonine-protein kinase 17B";"STK17B";1;2;5,16448292113141e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000147882782933323;0,000145675960963779;"actin cytoskeleton, endoplasmic reticulum-Golgi intermediate compartment, nucleus, plasma membrane"
"187";187;"O94919";"O94919";"O94919";"ENDD1_HUMAN";"Endonuclease domain-containing 1 protein";"ENDOD1";5;13;0,000249754394065915;5;4;3;1;5;4;3;1;0,00050932437682341;0,000403832833055844;0,000330074371507177;0,000108382914957051;"extracellular region"
"199";199;"O95197";"O95197-3";"O95197-3";"RTN3_HUMAN";"Reticulon-3";"RTN3";5;18;0,000167545434301821;4;1;1;4;5;4;2;7;NA;NA;NA;NA;"integral component of membrane, extracellular space, Golgi membrane, endoplasmic reticulum, endoplasmic reticulum membrane"
"201";201;"O95210";"O95210";"O95210";"STBD1_HUMAN";"Starch-binding domain-containing protein 1";"STBD1";6;11;0,000295154526721644;3;2;3;3;3;2;3;3;0,000426808137002858;0,000282006168335086;0,000460997725568683;0,000454118358758595;"integral component of plasma membrane, membrane"
"204";204;"O95297";"O95297-1,O95297-2,O95297-3";"O95297-1,O95297-2,O95297-3";"MPZL1_HUMAN";"Myelin protein zero-like protein 1";"MPZL1";3;13;0,000154742499421261;3;3;2;2;4;3;3;3;NA;NA;NA;NA;"integral component of plasma membrane"
"208";208;"O95347";"O95347-1,O95347-2";"O95347-1,O95347-2";"SMC2_HUMAN";"Structural maintenance of chromosomes protein 2";"SMC2";7;15;6,01875829154413e-05;2;4;5;4;2;4;5;4;NA;NA;NA;NA;"condensin complex, cytoplasm, condensed chromosome, cytosol, extracellular vesicular exosome, nucleus, nuclear chromosome, nucleoplasm"
"211";211;"O95433";"O95433";"O95433";"AHSA1_HUMAN";"Activator of 90 kDa heat shock protein ATPase homolog 1";"AHSA1";1;2;5,68398712029848e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000162758565831941;0,000160329755853626;"endoplasmic reticulum, cytosol, extracellular vesicular exosome, cytoplasm"
"212";212;"O95466";"O95466-2";"O95466-2";"FMNL_HUMAN";"Formin-like protein 1";"FMNL1";22;61;0,000532692938392336;18;16;14;11;19;16;15;11;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, phagocytic vesicle, plasma membrane, bleb, cell cortex"
"217";217;"O95716";"O95716";"O95716";"RAB3D_HUMAN";"Ras-related protein Rab-3D";"RAB3D";2;6;0,000593821612919498;1;1;2;2;1;1;2;2;0,000744404136202704;0,000620459837238666;0,000724825529125694;0,00104207337237561;"plasma membrane, transport vesicle, mitochondrion, zymogen granule, extracellular vesicular exosome"
"218";218;"O95721";"O95721";"O95721";"SNP29_HUMAN";"Synaptosomal-associated protein 29";"SNAP29";1;2;7,44646374674762e-05;1;1;NA;NA;1;1;NA;NA;0,000197412549156361;0,000195655442372017;NA;NA;"neuron projection, synapse, plasma membrane, cell junction, cytoplasm, SNARE complex, centrosome"
"219";219;"O95747";"O95747";"O95747";"OXSR1_HUMAN";"Serine/threonine-protein kinase OSR1";"OXSR1";2;2;3,64551735609276e-05;NA;1;NA;1;NA;1;NA;1;NA;9,57857763415189e-05;NA;0,000102830090092079;"extracellular vesicular exosome, cytoplasm"
"221";221;"O95793";"O95793-1,O95793-2,O95793-3";"O95793-1,O95793-2,O95793-3";"STAU1_HUMAN";"Double-stranded RNA-binding protein Staufen homolog 1";"STAU1";3;10;5,54935773154502e-05;2;2;3;3;2;2;3;3;NA;NA;NA;NA;"cytoplasmic stress granule, neuronal cell body, neuron projection, rough endoplasmic reticulum, cytoplasm, microtubule associated complex, extracellular vesicular exosome"
"223";223;"O95857";"O95857";"O95857";"TSN13_HUMAN";"Tetraspanin-13";"TSPAN13";1;3;0,000141263797548595;1;1;NA;NA;1;2;NA;NA;0,000249668812168338;0,000494893177764514;NA;NA;"membrane, integral component of plasma membrane"
"224";224;"O95858";"O95858";"O95858";"TSN15_HUMAN";"Tetraspanin-15";"TSPAN15";2;7;0,000228712815078677;2;2;1;2;2;2;1;2;0,000346479167907082;0,000343395266203949;0,000187116990650327;0,000368649370602215;"membrane, integral component of plasma membrane"
"225";225;"O95864";"O95864-1";"O95864-1";"FADS2_HUMAN";"Fatty acid desaturase 2";"FADS2";12;52;0,00117323492707927;9;9;11;11;12;11;14;15;NA;NA;NA;NA;"endoplasmic reticulum membrane, membrane, integral component of plasma membrane"
"227";227;"O95977";"O95977";"O95977";"S1PR4_HUMAN";"Sphingosine 1-phosphate receptor 4";"S1PR4";2;6;0,000150092784895382;NA;2;2;2;NA;2;2;2;NA;0,000262912000687398;0,000286522891933313;0,000282247174367321;"plasma membrane, integral component of plasma membrane"
"229";229;"O96005";"O96005";"O96005";"CLPT1_HUMAN";"Cleft lip and palate transmembrane protein 1";"CLPTM1";14;53;0,00076100855958914;10;13;11;11;11;13;15;14;0,000837454132295593;0,000980909347856122;0,00123346177693265;0,00113405142705435;"integral component of plasma membrane, external side of plasma membrane"
"233";233;"P00338";"P00338-1,P00338-3";"P00338-1,P00338-3";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";3;7;0,00010970637289542;2;NA;2;2;2;NA;2;3;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, cilium, mitochondrion"
"240";240;"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";16;59;0,0016988919537319;11;13;12;12;13;15;15;16;0,00204148516917914;0,0021789541351934;0,00250655997547417;0,00259911067043289;"extracellular vesicular exosome, cytosol"
"241";241;"P00813";"P00813";"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";10;36;0,000952655031402092;8;8;8;6;11;9;9;7;0,00154340720249518;0,00125154803633009;0,00136394368391396;0,00104501433154182;"neuronal cell body, cell junction, extracellular space, membrane, cytosol, lysosome, plasma membrane, cell surface, cytoplasm, cytoplasmic membrane-bounded vesicle lumen, dendrite cytoplasm, external side of plasma membrane"
