"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5834.1.id.csv";"peptide.count.P5834.2.id.csv";"peptide.count.P5835.1.id.csv";"peptide.count.P5835.2.id.csv";"spectra.count.P5834.1.id.csv";"spectra.count.P5834.2.id.csv";"spectra.count.P5835.1.id.csv";"spectra.count.P5835.2.id.csv";"dNSAF.P5834.1.id.csv";"dNSAF.P5834.2.id.csv";"dNSAF.P5835.1.id.csv";"dNSAF.P5835.2.id.csv";"Go.Cc"
"21";21;"O00264";"O00264";"O00264";"PGRC1_HUMAN";"Membrane-associated progesterone receptor component 1";"PGRMC1";10;59;0,00314026132873011;10;9;8;9;16;16;13;14;0,00452732779398587;0,00468211980354601;0,00386051896499622;0,00407593868214552;"endoplasmic reticulum, endoplasmic reticulum membrane, nucleolus, integral component of membrane"
"22";22;"O00299";"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";2;8;0,000318869318947865;2;2;2;2;2;2;2;2;0,000422675831388722;0,000418913727236352;0,000456534400424865;0,000449721638825939;"chloride channel complex, nuclear envelope, blood microparticle, extracellular vesicular exosome, brush border, nuclear membrane, perinuclear region of cytoplasm, nucleus, extracellular space, cytoplasm, plasma membrane, mitochondrion"
"23";23;"O00400";"O00400";"O00400";"ACATN_HUMAN";"Acetyl-coenzyme A transporter 1";"SLC33A1";7;14;0,000244960173526889;3;4;4;3;3;4;4;3;0,000278319331597492;0,000367789465442481;0,000400818908934034;0,000296128182942763;"endoplasmic reticulum membrane, integral component of plasma membrane, Golgi membrane, membrane"
"24";24;"O00410";"O00410-1,O00410-3";"O00410-1,O00410-3";"IPO5_HUMAN";"Importin-5";"IPO5";36;133;0,000582310749785546;34;29;21;20;42;39;24;28;NA;NA;NA;NA;"nucleus, intracellular membrane-bounded organelle, Golgi apparatus, cytoplasm, nuclear pore, nuclear membrane"
"25";25;"O00461";"O00461";"O00461";"GOLI4_HUMAN";"Golgi integral membrane protein 4";"GOLIM4";3;8;0,00011041308314143;1;3;2;2;1;3;2;2;7,31787897734785e-05;0,000217582345396468;0,000158081595549414;0,000155722578961281;"Golgi lumen, Golgi apparatus, integral component of membrane, Golgi cisterna membrane, endocytic vesicle, endosome membrane, cis-Golgi network, nucleus"
"27";27;"O00483";"O00483";"O00483";"NDUA4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4";"NDUFA4";4;23;0,00272761209093829;4;4;3;3;7;7;5;4;0,00440156868859737;0,00436239171510942;0,00339582686735779;0,00267612135696423;"mitochondrial respiratory chain complex IV, mitochondrion, mitochondrial inner membrane, mitochondrial respiratory chain complex I"
"28";28;"O00559";"O00559";"O00559";"RCAS1_HUMAN";"Receptor-binding cancer antigen expressed on SiSo cells";"EBAG9";4;11;0,000496081317212905;2;2;3;3;2;3;3;3;0,000478238851477381;0,000710973297633528;0,000774822468326707;0,000763259964486277;"Golgi membrane, integral component of membrane, secretory granule, plasma membrane, focal adhesion, Golgi apparatus"
"29";29;"O00560";"O00560-1,O00560-2,O00560-3";"O00560-1,O00560-2,O00560-3";"SDCB1_HUMAN";"Syntenin-1";"SDCBP";3;9;9,67040761742056e-05;3;2;1;2;4;2;1;2;NA;NA;NA;NA;"focal adhesion, extracellular vesicular exosome, melanosome, nucleus, cytosol, interleukin-5 receptor complex, cytoskeleton, cytoplasm, blood microparticle, adherens junction, membrane, plasma membrane, endoplasmic reticulum membrane"
"30";30;"O00571";"O00571-1,O00571-2";"O00571-1,O00571-2";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";8;16;0,000129903351162511;2;4;5;5;2;4;5;5;NA;NA;NA;NA;"nuclear speck, cytoplasmic stress granule, mitochondrial outer membrane, extracellular vesicular exosome, nucleus, cytoplasm"
"32";32;"O00767";"O00767";"O00767";"ACOD_HUMAN";"Acyl-CoA desaturase";"SCD";3;13;0,000347847345495703;2;3;2;2;3;4;3;3;0,000425619256398393;0,00056244127166552;0,000459713609341472;0,000452853405113028;"integral component of membrane, endoplasmic reticulum, endoplasmic reticulum membrane"
"33";33;"O14521";"O14521";"O14521";"DHSD_HUMAN";"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial";"SDHD";2;8;0,000483317646958713;2;2;2;2;2;2;2;2;0,000640659593488566;0,000634957284679;0,000691979814480455;0,000681653553189002;"mitochondrion, integral component of membrane, mitochondrial envelope, mitochondrial respiratory chain complex II, mitochondrial inner membrane"
"34";34;"O14524";"O14524-1";"O14524-1";"T194A_HUMAN";"Transmembrane protein 194A";"TMEM194A";3;9;0,000194714964188603;3;3;3;NA;3;3;3;NA;NA;NA;NA;NA;"integral component of membrane"
"35";35;"O14548";"O14548";"O14548";"COX7R_HUMAN";"Cytochrome c oxidase subunit 7A-related protein, mitochondrial";"COX7A2L";5;15;0,00126393924122427;5;3;3;4;5;3;3;4;0,00223387884571671;0,00132839747715738;0,00144769461187358;0,00190145464836932;"mitochondrial respiratory chain, mitochondrial inner membrane"
"36";36;"O14561";"O14561";"O14561";"ACPM_HUMAN";"Acyl carrier protein, mitochondrial";"NDUFAB1";4;9;0,000554188744229101;3;3;NA;1;3;4;NA;2;0,000979469955429635;0,00129433600338411;NA;0,000694762275365714;"mitochondrial inner membrane, mitochondrial matrix, mitochondrial respiratory chain complex I, mitochondrial membrane"
"37";37;"O14569";"O14569";"O14569";"C56D2_HUMAN";"Cytochrome b561 domain-containing protein 2";"CYB561D2";1;2;8,65399840838237e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000247803582212595;0,000244105664317683;"integral component of membrane"
"39";39;"O14641";"O14641";"O14641";"DVL2_HUMAN";"Segment polarity protein dishevelled homolog DVL-2";"DVL2";1;1;3,91546395379256e-05;0;0;1;0;0;0;1;0;NA;NA;0,000149490204486946;0;"apical part of cell, nucleus, cytoplasm, clathrin-coated endocytic vesicle, clathrin-coated vesicle, plasma membrane, cell cortex, cytoplasmic vesicle, cytosol"
"40";40;"O14653";"O14653-1,O14653-2";"O14653-1,O14653-2";"GOSR2_HUMAN";"Golgi SNAP receptor complex member 2";"GOSR2";4;14;0,000317177205816656;4;3;3;4;4;3;3;4;NA;NA;NA;NA;"Golgi stack, integral component of membrane, Golgi membrane"
"41";41;"O14656";"O14656-1";"O14656-1";"TOR1A_HUMAN";"Torsin-1A";"TOR1A";3;8;0,000231468391163962;2;NA;2;3;3;NA;2;3;NA;NA;NA;NA;"extracellular vesicular exosome, neuron projection, endoplasmic reticulum, nuclear membrane, cytoplasm, cytoplasmic vesicle membrane, intracellular membrane-bounded organelle, membrane, endoplasmic reticulum lumen"
"42";42;"O14662";"O14662-2";"O14662-2";"STX16_HUMAN";"Syntaxin-16";"STX16";1;1;2,95567330255521e-05;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"nucleolus, SNARE complex, intracellular membrane-bounded organelle, Golgi membrane, integral component of membrane, cytoplasm, Golgi apparatus"
"43";43;"O14672";"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";21;71;0,00091179360235911;20;19;10;11;24;21;13;13;0,00163419586146549;0,00141719409996202;0,00095609777842988;0,000941830143343361;"Golgi apparatus, nucleus, plasma membrane, integral component of membrane, cell surface, extracellular vesicular exosome, postsynaptic density, cytoplasm, Golgi-associated vesicle"
"44";44;"O14681";"O14681";"O14681";"EI24_HUMAN";"Etoposide-induced protein 2.4 homolog";"EI24";5;19;0,000536802430684659;4;4;4;4;4;5;5;5;0,000599205149204012;0,000742339766646772;0,000809005812517591;0,000796933198213613;"nuclear membrane, endoplasmic reticulum membrane, integral component of membrane"
"45";45;"O14683";"O14683";"O14683";"P5I11_HUMAN";"Tumor protein p53-inducible protein 11";"TP53I11";1;3;0,000152475210052451;1;NA;1;NA;2;NA;1;NA;0,000538967594522127;NA;0,000291070874344953;NA;"integral component of membrane"
"46";46;"O14735";"O14735-1";"O14735-1";"CDIPT_HUMAN";"CDP-diacylglycerol--inositol 3-phosphatidyltransferase";"CDIPT";2;7;0,000315688110953667;1;2;2;2;1;2;2;2;NA;NA;NA;NA;"integral component of membrane, Golgi membrane, endoplasmic reticulum membrane, plasma membrane"
"50";50;"O14828";"O14828-1";"O14828-1";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";12;71;0,00196548015724673;12;12;12;11;16;19;18;18;NA;NA;NA;NA;"extracellular vesicular exosome, integral component of membrane, Golgi membrane"
"51";51;"O14925";"O14925";"O14925";"TIM23_HUMAN";"Mitochondrial import inner membrane translocase subunit Tim23";"TIMM23";3;10;0,000459614269536097;2;3;2;2;2;3;2;3;0,000487391748156373;0,000724580442085844;0,000526434404317667;0,000777867810696541;"mitochondrial inner membrane, mitochondrial intermembrane space, integral component of mitochondrial inner membrane, mitochondrion, mitochondrial inner membrane presequence translocase complex"
"52";52;"O14929";"O14929-1";"O14929-1";"HAT1_HUMAN";"Histone acetyltransferase type B catalytic subunit";"HAT1";5;12;0,000275110402863134;3;4;3;2;3;4;3;2;NA;NA;NA;NA;"intracellular membrane-bounded organelle, nucleoplasm, nucleus, nuclear matrix, cytoplasm"
"53";53;"O14949";"O14949";"O14949";"QCR8_HUMAN";"Cytochrome b-c1 complex subunit 8";"UQCRQ";5;16;0,00187432941137647;5;5;4;2;5;5;4;2;0,00310563644404518;0,00307799415438905;0,00268353147566811;0,00132174286532989;"respiratory chain, mitochondrion, mitochondrial inner membrane"
"54";54;"O14966";"O14966-1";"O14966-1";"RAB7L_HUMAN";"Ras-related protein Rab-7L1";"RAB7L1";1;1;7,57118284398378e-05;0;NA;0;1;0;NA;0;1;NA;NA;NA;NA;"plasma membrane, extracellular vesicular exosome"
"55";55;"O14975";"O14975-1";"O14975-1";"S27A2_HUMAN";"Very long-chain acyl-CoA synthetase";"SLC27A2";17;48;0,000743685540642923;10;11;9;12;11;15;9;13;NA;NA;NA;NA;"mitochondrion, endoplasmic reticulum lumen, integral component of endoplasmic reticulum membrane, peroxisomal membrane, endoplasmic reticulum membrane, extracellular vesicular exosome, integral component of peroxisomal membrane"
"56";56;"O14976";"O14976";"O14976";"GAK_HUMAN";"Cyclin-G-associated kinase";"GAK";3;8;5,86174720567776e-05;3;3;2;NA;3;3;2;NA;0,000116550200646089;0,000115512824100642;8,39243253260049e-05;NA;"intracellular membrane-bounded organelle, perinuclear region of cytoplasm, Golgi apparatus, focal adhesion"
"58";58;"O14980";"O14980";"O14980";"XPO1_HUMAN";"Exportin-1";"XPO1";49;363;0,00325579419111999;47;47;41;39;93;103;84;83;0,00442270467269628;0,0048546664104519;0,00431469766676049;0,00419971145725269;"nucleus, cytoplasm, nuclear envelope, annulate lamellae, kinetochore, intracellular membrane-bounded organelle, nucleolus, nuclear membrane, nucleoplasm, Cajal body, cytosol, ribonucleoprotein complex"
"60";60;"O14983";"O14983-1,O14983-2";"O14983-1,O14983-2";"AT2A1_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 1";"ATP2A1";0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"sarcoplasmic reticulum, endoplasmic reticulum-Golgi intermediate compartment, sarcoplasmic reticulum membrane, calcium channel complex, integral component of membrane, I band, platelet dense tubular network membrane, endoplasmic reticulum membrane, perinuclear region of cytoplasm, membrane, H zone"
"61";61;"O15027";"O15027-1,O15027-2,O15027-3,O15027-4,O15027-5";"O15027-1,O15027-2,O15027-3,O15027-4,O15027-5";"SC16A_HUMAN";"Protein transport protein Sec16A";"SEC16A";1;1;8,81683178825555e-07;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;"endoplasmic reticulum membrane, cytoplasm, cytosol, Golgi membrane, Golgi apparatus"
"62";62;"O15031";"O15031";"O15031";"PLXB2_HUMAN";"Plexin-B2";"PLXNB2";4;5;2,61314968261818e-05;NA;2;2;1;NA;2;2;1;NA;5,49282961174978e-05;5,98611482602788e-05;2,94839268109498e-05;"intracellular, integral component of plasma membrane, extracellular vesicular exosome"
"64";64;"O15118";"O15118";"O15118";"NPC1_HUMAN";"Niemann-Pick C1 protein";"NPC1";6;13;9,77129867237539e-05;4;4;3;2;4;4;3;2;0,00015941295049246;0,000157994066140784;0,000129137078054451;8,48066627206975e-05;"membrane raft, endoplasmic reticulum, perinuclear region of cytoplasm, extracellular region, integral component of membrane, integral component of plasma membrane, lysosomal membrane, lysosome, extracellular vesicular exosome, Golgi apparatus, late endosome membrane, nuclear envelope"
"65";65;"O15120";"O15120-1";"O15120-1";"PLCB_HUMAN";"1-acyl-sn-glycerol-3-phosphate acyltransferase beta";"AGPAT2";3;5;0,000172768673260871;NA;NA;3;2;NA;NA;3;2;NA;NA;NA;NA;"integral component of membrane, endoplasmic reticulum membrane, endoplasmic reticulum"
"66";66;"O15121";"O15121";"O15121";"DEGS1_HUMAN";"Sphingolipid delta(4)-desaturase DES1";"DEGS1";3;12;0,000356876962228028;2;2;3;2;3;2;4;3;0,00047305669674001;0,000312564112272325;0,000681268052646393;0,000503326230450703;"endoplasmic reticulum membrane, endoplasmic reticulum, membrane, mitochondrion, integral component of plasma membrane"
"67";67;"O15126";"O15126-1";"O15126-1";"SCAM1_HUMAN";"Secretory carrier-associated membrane protein 1";"SCAMP1";8;39;0,0011083774884582;7;6;7;7;8;9;10;12;NA;NA;NA;NA;"integral component of membrane, trans-Golgi network, recycling endosome membrane, Golgi apparatus"
"68";68;"O15127";"O15127";"O15127";"SCAM2_HUMAN";"Secretory carrier-associated membrane protein 2";"SCAMP2";6;22;0,000642342374263518;3;5;3;5;5;6;4;7;0,0007740492048988;0,000920591564716969;0,000668843711260744;0,00115300973358565;"transport vesicle, intracellular membrane-bounded organelle, integral component of membrane, Golgi apparatus, extracellular vesicular exosome, recycling endosome membrane, nucleus, trans-Golgi network membrane"
"69";69;"O15155";"O15155";"O15155";"BET1_HUMAN";"BET1 homolog";"BET1";1;2;0,000162812512428889;1;1;NA;NA;1;1;NA;NA;0,000431630827816449;0,000427789018067631;NA;NA;"integral component of membrane, Golgi cisterna, Golgi membrane, endoplasmic reticulum membrane, cis-Golgi network"
"70";70;"O15162";"O15162";"O15162";"PLS1_HUMAN";"Phospholipid scramblase 1";"PLSCR1";5;16;0,000483317646958713;5;5;3;3;5;5;3;3;0,000800824491860708;0,000793696605848749;0,000518984860860341;0,000511240164891752;"Golgi apparatus, extracellular matrix, integral component of plasma membrane, membrane raft, nucleus, extracellular vesicular exosome, nucleolus, cytosol, plasma membrane"
"71";71;"O15173";"O15173";"O15173";"PGRC2_HUMAN";"Membrane-associated progesterone receptor component 2";"PGRMC2";8;28;0,0013031714566289;8;7;6;7;8;7;6;7;0,0019794370399714;0,00179122576565031;0,00155805698138861;0,00178208081394255;"integral component of membrane"
"72";72;"O15228";"O15228";"O15228";"GNPAT_HUMAN";"Dihydroxyacetone phosphate acyltransferase";"GNPAT";6;19;0,00026840121534233;5;5;3;2;6;8;3;2;0,000449403861903009;0,000593871813317417;0,000242701743755277;0,000159386639642723;"peroxisomal matrix, peroxisomal membrane, peroxisome, mitochondrion"
"73";73;"O15258";"O15258";"O15258";"RER1_HUMAN";"Protein RER1";"RER1";3;10;0,000490098889454307;2;2;2;3;2;2;2;4;0,000519718751860623;0,000515092899305923;0,000561350971950982;0,00110594811180665;"integral component of Golgi membrane, Golgi apparatus"
"74";74;"O15260";"O15260-1";"O15260-1";"SURF4_HUMAN";"Surfeit locus protein 4";"SURF4";7;32;0,00114271384188008;5;5;5;6;7;8;6;11;NA;NA;NA;NA;"Golgi membrane, endoplasmic reticulum-Golgi intermediate compartment membrane, integral component of membrane, endoplasmic reticulum membrane, endoplasmic reticulum-Golgi intermediate compartment"
"75";75;"O15269";"O15269-1";"O15269-1";"SPTC1_HUMAN";"Serine palmitoyltransferase 1";"SPTLC1";14;46;0,000934192724591974;10;10;9;10;13;11;10;12;NA;NA;NA;NA;"serine C-palmitoyltransferase complex, endoplasmic reticulum membrane, integral component of membrane, SPOTS complex"
"76";76;"O15270";"O15270";"O15270";"SPTC2_HUMAN";"Serine palmitoyltransferase 2";"SPTLC2";21;58;0,000991360173543873;18;17;10;12;18;18;10;12;0,00163128803964793;0,00161676845974315;0,000978868242903847;0,00115711297107172;"integral component of membrane, mitochondrion, endoplasmic reticulum membrane, serine C-palmitoyltransferase complex"
"77";77;"O15287";"O15287";"O15287";"FANCG_HUMAN";"Fanconi anemia group G protein";"FANCG";1;1;1,54436306001679e-05;1;NA;NA;NA;1;NA;NA;NA;8,18849480423489e-05;NA;NA;NA;"nucleoplasm, nucleolus, plasma membrane, Fanconi anaemia nuclear complex, cytoplasm, mitochondrion"
"78";78;"O15321";"O15321-1,O15321-2";"O15321-1,O15321-2";"TM9S1_HUMAN";"Transmembrane 9 superfamily member 1";"TM9SF1";6;12;9,51082993396478e-05;4;3;2;2;4;3;3;2;NA;NA;NA;NA;"cytoplasmic vesicle, autophagic vacuole membrane, integral component of membrane, lysosomal membrane"
"82";82;"O15400";"O15400-1,O15400-2";"O15400-1,O15400-2";"STX7_HUMAN";"Syntaxin-7";"STX7";7;24;0,000441652332565721;6;5;4;6;7;5;4;8;NA;NA;NA;NA;"perinuclear region of cytoplasm, extracellular vesicular exosome, lysosomal membrane, intracellular membrane-bounded organelle, integral component of membrane, SNARE complex, early endosome membrane"
"83";83;"O15427";"O15427";"O15427";"MOT4_HUMAN";"Monocarboxylate transporter 4";"SLC16A3";5;23;0,00047513242874409;5;4;5;5;6;5;6;6;0,000657192744288271;0,000542786065935274;0,000709837358079951;0,000699244612626138;"membrane, actin cytoskeleton, integral component of plasma membrane, plasma membrane, nuclear membrane"
"84";84;"O15439";"O15439-1,O15439-2";"O15439-1,O15439-2";"MRP4_HUMAN";"Multidrug resistance-associated protein 4";"ABCC4";4;8;2,89990588175228e-05;3;3;2;NA;3;3;2;NA;NA;NA;NA;NA;"platelet dense granule membrane, membrane, plasma membrane, integral component of membrane"
"85";85;"O15498";"O15498";"O15498";"YKT6_HUMAN";"Synaptobrevin homolog YKT6";"YKT6";2;3;0,000145544518686431;2;NA;NA;1;2;NA;NA;1;0,000514469067498394;NA;NA;0,000273694229689524;"cytosol, Golgi apparatus, Golgi membrane, integral component of plasma membrane, endoplasmic reticulum, cytoplasm, SNARE complex, mitochondrion, cytoplasmic vesicle membrane, endosome"
"86";86;"O15533";"O15533-1,O15533-2,O15533-3";"O15533-1,O15533-2,O15533-3";"TPSN_HUMAN";"Tapasin";"TAPBP";5;18;0,000128650958481756;4;3;3;3;5;5;4;4;NA;NA;NA;NA;"Golgi membrane, endoplasmic reticulum membrane, MHC class I peptide loading complex, integral component of lumenal side of endoplasmic reticulum membrane, endoplasmic reticulum, integral component of membrane"
"89";89;"O43169";"O43169";"O43169";"CYB5B_HUMAN";"Cytochrome b5 type B";"CYB5B";6;40;0,00263176389953546;6;6;5;5;9;11;10;10;0,00313967081603472;0,00380322017432729;0,00376797227747919;0,00371174366291272;"integral component of membrane, mitochondrial outer membrane"
"91";91;"O43181";"O43181";"O43181";"NDUS4_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial";"NDUFS4";5;28;0,00153695011732871;5;5;5;5;7;7;8;6;0,00203729750729364;0,00201916416527922;0,0025148523543404;0,00185799282783517;"mitochondrial respiratory chain complex I, mitochondrial inner membrane, mitochondrion"
"93";93;"O43264";"O43264";"O43264";"ZW10_HUMAN";"Centromere/kinetochore protein zw10 homolog";"ZW10";21;63;0,000776860216557354;15;14;13;16;17;14;16;16;0,0011114909378688;0,000907198277083089;0,00112990798975499;0,0011130466234357;"cytoplasm, endoplasmic reticulum membrane, nucleus, cytosol, endoplasmic reticulum, spindle pole, condensed chromosome kinetochore, kinetochore, kinetochore microtubule"
"94";94;"O43278";"O43278-1,O43278-2";"O43278-1,O43278-2";"SPIT1_HUMAN";"Kunitz-type protease inhibitor 1";"SPINT1";2;2;1,81586734088931e-05;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;"extracellular region, membrane"
"95";95;"O43291";"O43291-1,O43291-2";"O43291-1,O43291-2";"SPIT2_HUMAN";"Kunitz-type protease inhibitor 2";"SPINT2";1;2;3,81188025131128e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;"extracellular region, integral component of membrane, cytoplasm"
"96";96;"O43292";"O43292-1";"O43292-1";"GPAA1_HUMAN";"Glycosylphosphatidylinositol anchor attachment 1 protein";"GPAA1";9;32;0,000494991986257233;5;6;7;6;6;7;10;9;NA;NA;NA;NA;"endoplasmic reticulum membrane, GPI-anchor transamidase complex"
"100";100;"O43402";"O43402";"O43402";"EMC8_HUMAN";"ER membrane protein complex subunit 8";"EMC8";6;21;0,000960593823330443;4;6;5;4;5;6;6;4;0,00121267708767479;0,00144226011805658;0,00157178272146275;0,0010322182376862;"cytoplasm, mitochondrion, ER membrane protein complex, nucleus"
"101";101;"O43493";"O43493-1,O43493-2,O43493-3,O43493-5";"O43493-1,O43493-2,O43493-3,O43493-5";"TGON2_HUMAN";"Trans-Golgi network integral membrane protein 2";"TGOLN2";5;10;5,00309282984605e-05;1;2;3;4;1;2;3;4;NA;NA;NA;NA;"plasma membrane, transport vesicle, integral component of membrane, nucleus, Golgi apparatus, trans-Golgi network"
"102";102;"O43521";"O43521-1,O43521-12,O43521-2,O43521-3";"O43521-1,O43521-12,O43521-2,O43521-3";"B2L11_HUMAN";"Bcl-2-like protein 11";"BCL2L11";1;2;2,42574197810718e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;"BIM-BCL-2 complex, mitochondrial outer membrane, extrinsic component of membrane, cytosol, endomembrane system, BIM-BCL-xl complex"
"104";104;"O43615";"O43615";"O43615";"TIM44_HUMAN";"Mitochondrial import inner membrane translocase subunit TIM44";"TIMM44";5;19;0,000403789439010584;5;4;5;4;5;5;5;4;0,000563411921264834;0,000558397169601554;0,000608544195256595;0,000479570420163944;"mitochondrion, mitochondrial matrix, mitochondrial inner membrane"
"105";105;"O43674";"O43674-1";"O43674-1";"NDUB5_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial";"NDUFB5";5;27;0,00137227689047206;5;5;5;4;6;6;8;7;NA;NA;NA;NA;"mitochondrion, mitochondrial inner membrane, mitochondrial respiratory chain complex I, integral component of membrane, nucleus"
"106";106;"O43676";"O43676";"O43676";"NDUB3_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3";"NDUFB3";3;13;0,0012742571125812;3;3;3;3;3;3;3;4;0,00155915625558187;0,00154527869791777;0,00168405291585294;0,00221189622361329;"integral component of membrane, mitochondrial inner membrane, mitochondrial respiratory chain complex I"
