"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5834.1.id.csv";"peptide.count.P5834.2.id.csv";"peptide.count.P5835.1.id.csv";"peptide.count.P5835.2.id.csv";"spectra.count.P5834.1.id.csv";"spectra.count.P5834.2.id.csv";"spectra.count.P5835.1.id.csv";"spectra.count.P5835.2.id.csv";"dNSAF.P5834.1.id.csv";"dNSAF.P5834.2.id.csv";"dNSAF.P5835.1.id.csv";"dNSAF.P5835.2.id.csv";"Go.Cc"
"168";168;"O75781";"O75781-1,O75781-2";"O75781-1,O75781-2";"PALM_HUMAN";"Paralemmin-1";"PALM";2;3;3,72323187337381e-05;NA;NA;NA;2;NA;NA;NA;3;NA;NA;NA;NA;"axon, filopodium membrane, plasma membrane, apicolateral plasma membrane, cytoplasmic membrane-bounded vesicle, dendrite membrane, basolateral plasma membrane, dendritic spine membrane, nucleus, integral component of plasma membrane"
"169";169;"O75787";"O75787";"O75787";"RENR_HUMAN";"Renin receptor";"ATP6AP2";7;26;0,000713583983045472;6;5;6;4;6;6;9;5;0,000873127503125846;0,000865356070833951;0,00141460444931647;0,000774163678264652;"plasma membrane, neuron projection, integral component of membrane, extracellular vesicular exosome, cell body, external side of plasma membrane"
"181";181;"O94759";"O94759-1,O94759-2";"O94759-1,O94759-2";"TRPM2_HUMAN";"Transient receptor potential cation channel subfamily M member 2";"TRPM2";2;3;9,58676470389663e-06;1;NA;2;NA;1;NA;2;NA;NA;NA;NA;NA;"integral component of plasma membrane, plasma membrane"
"182";182;"O94768";"O94768";"O94768";"ST17B_HUMAN";"Serine/threonine-protein kinase 17B";"STK17B";1;2;5,16448292113141e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000147882782933323;0,000145675960963779;"actin cytoskeleton, endoplasmic reticulum-Golgi intermediate compartment, nucleus, plasma membrane"
"201";201;"O95210";"O95210";"O95210";"STBD1_HUMAN";"Starch-binding domain-containing protein 1";"STBD1";6;11;0,000295154526721644;3;2;3;3;3;2;3;3;0,000426808137002858;0,000282006168335086;0,000460997725568683;0,000454118358758595;"integral component of plasma membrane, membrane"
"204";204;"O95297";"O95297-1,O95297-2,O95297-3";"O95297-1,O95297-2,O95297-3";"MPZL1_HUMAN";"Myelin protein zero-like protein 1";"MPZL1";3;13;0,000154742499421261;3;3;2;2;4;3;3;3;NA;NA;NA;NA;"integral component of plasma membrane"
"212";212;"O95466";"O95466-2";"O95466-2";"FMNL_HUMAN";"Formin-like protein 1";"FMNL1";22;61;0,000532692938392336;18;16;14;11;19;16;15;11;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, phagocytic vesicle, plasma membrane, bleb, cell cortex"
"217";217;"O95716";"O95716";"O95716";"RAB3D_HUMAN";"Ras-related protein Rab-3D";"RAB3D";2;6;0,000593821612919498;1;1;2;2;1;1;2;2;0,000744404136202704;0,000620459837238666;0,000724825529125694;0,00104207337237561;"plasma membrane, transport vesicle, mitochondrion, zymogen granule, extracellular vesicular exosome"
"218";218;"O95721";"O95721";"O95721";"SNP29_HUMAN";"Synaptosomal-associated protein 29";"SNAP29";1;2;7,44646374674762e-05;1;1;NA;NA;1;1;NA;NA;0,000197412549156361;0,000195655442372017;NA;NA;"neuron projection, synapse, plasma membrane, cell junction, cytoplasm, SNARE complex, centrosome"
"223";223;"O95857";"O95857";"O95857";"TSN13_HUMAN";"Tetraspanin-13";"TSPAN13";1;3;0,000141263797548595;1;1;NA;NA;1;2;NA;NA;0,000249668812168338;0,000494893177764514;NA;NA;"membrane, integral component of plasma membrane"
"224";224;"O95858";"O95858";"O95858";"TSN15_HUMAN";"Tetraspanin-15";"TSPAN15";2;7;0,000228712815078677;2;2;1;2;2;2;1;2;0,000346479167907082;0,000343395266203949;0,000187116990650327;0,000368649370602215;"membrane, integral component of plasma membrane"
"225";225;"O95864";"O95864-1";"O95864-1";"FADS2_HUMAN";"Fatty acid desaturase 2";"FADS2";12;52;0,00117323492707927;9;9;11;11;12;11;14;15;NA;NA;NA;NA;"endoplasmic reticulum membrane, membrane, integral component of plasma membrane"
"227";227;"O95977";"O95977";"O95977";"S1PR4_HUMAN";"Sphingosine 1-phosphate receptor 4";"S1PR4";2;6;0,000150092784895382;NA;2;2;2;NA;2;2;2;NA;0,000262912000687398;0,000286522891933313;0,000282247174367321;"plasma membrane, integral component of plasma membrane"
"229";229;"O96005";"O96005";"O96005";"CLPT1_HUMAN";"Cleft lip and palate transmembrane protein 1";"CLPTM1";14;53;0,00076100855958914;10;13;11;11;11;13;15;14;0,000837454132295593;0,000980909347856122;0,00123346177693265;0,00113405142705435;"integral component of plasma membrane, external side of plasma membrane"
"241";241;"P00813";"P00813";"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";10;36;0,000952655031402092;8;8;8;6;11;9;9;7;0,00154340720249518;0,00125154803633009;0,00136394368391396;0,00104501433154182;"neuronal cell body, cell junction, extracellular space, membrane, cytosol, lysosome, plasma membrane, cell surface, cytoplasm, cytoplasmic membrane-bounded vesicle lumen, dendrite cytoplasm, external side of plasma membrane"
"243";243;"P01111";"P01111,P01112-1";"P01111,P01112-1";"RASH_HUMAN, RASN_HUMAN";"GTPase HRas, GTPase NRas";"HRAS, NRAS";6;19;0,000482838165166095;5;5;4;5;5;5;4;5;0,00134741898630532;0,00133542603523758;0,00116428349737981;0,00143363644123084;"Golgi membrane, plasma membrane, extracellular vesicular exosome"
"244";244;"P01730";"P01730";"P01730";"CD4_HUMAN";"T-cell surface glycoprotein CD4";"CD4";1;2;4,19473285297137e-05;1;1;NA;NA;1;1;NA;NA;0,000111206195812972;0,000110216384567643;NA;NA;"endoplasmic reticulum membrane, external side of plasma membrane, endoplasmic reticulum lumen, membrane raft, integral component of membrane, early endosome, plasma membrane, T cell receptor complex"
"245";245;"P01889";"P01889";"P01889";"1B07_HUMAN";"HLA class I histocompatibility antigen, B-7 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"phagocytic vesicle membrane, early endosome membrane, cell surface, extracellular vesicular exosome, ER to Golgi transport vesicle membrane, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, integral component of plasma membrane, plasma membrane"
"246";246;"P01892";"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, cell surface"
"247";247;"P01903";"P01903";"P01903";"DRA_HUMAN";"HLA class II histocompatibility antigen, DR alpha chain";"HLA-DRA";8;33;0,00124801559724034;8;7;5;4;10;10;8;5;0,00200521408198193;0,00198736630440868;0,00173267386617941;0,00106676097398673;"lysosomal membrane, MHC class II protein complex, extracellular vesicular exosome, plasma membrane, late endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, transport vesicle membrane, integral component of plasma membrane, lysosome, Golgi membrane, clathrin-coated endocytic vesicle membrane, trans-Golgi network membrane, endocytic vesicle membrane, ER to Golgi transport vesicle membrane"
"248";248;"P01920";"P01920";"P01920";"DQB1_HUMAN";"HLA class II histocompatibility antigen, DQ beta 1 chain";"HLA-DQB1";1;1;3,68043610471434e-05;1;NA;NA;NA;1;NA;NA;NA;0,000195143439395943;NA;NA;NA;"transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, plasma membrane, trans-Golgi network membrane, endocytic vesicle membrane, lysosomal membrane, endosome membrane, membrane, ER to Golgi transport vesicle membrane, MHC class II protein complex, clathrin-coated endocytic vesicle membrane"
"252";252;"P02786";"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";31;133;0,00173121946518136;25;24;25;27;34;33;34;32;0,00234557278800255;0,00225827571116755;0,00253139743561895;0,00235305012735704;"cell surface, endosome, plasma membrane, integral component of plasma membrane, perinuclear region of cytoplasm, extracellular region, extracellular space, blood microparticle, melanosome, external side of plasma membrane, intracellular membrane-bounded organelle, membrane, cytoplasmic membrane-bounded vesicle, extracellular vesicular exosome, coated pit"
"259";259;"P03952";"P03952,P20718";"P03952,P20718";"GRAH_HUMAN, KLKB1_HUMAN";"Granzyme H, Plasma kallikrein";"GZMH, KLKB1";1;1;1,08664459652765e-05;NA;1;NA;NA;NA;1;NA;NA;NA;5,71030589728286e-05;NA;NA;"plasma membrane, extracellular space, extracellular region"
"260";260;"P03989";"P03989";"P03989";"1B27_HUMAN";"HLA class I histocompatibility antigen, B-27 alpha chain";"HLA-B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"early endosome membrane, cell surface, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, phagocytic vesicle membrane, extracellular vesicular exosome, ER to Golgi transport vesicle membrane, MHC class I protein complex, membrane, Golgi membrane"
"262";262;"P04049";"P04049-1,P04049-2";"P04049-1,P04049-2";"RAF1_HUMAN";"RAF proto-oncogene serine/threonine-protein kinase";"RAF1";3;4;4,65896475160268e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"mitochondrial outer membrane, plasma membrane, pseudopodium, Golgi apparatus, nucleus, cytosol, cytoplasm"
"266";266;"P04222";"P04222";"P04222";"1C03_HUMAN";"HLA class I histocompatibility antigen, Cw-3 alpha chain";"HLA-C";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;"MHC class I protein complex, cell surface, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, phagocytic vesicle membrane, plasma membrane, ER to Golgi transport vesicle membrane, early endosome membrane"
"267";267;"P04229";"P04229";"P04229";"2B11_HUMAN";"HLA class II histocompatibility antigen, DRB1-1 beta chain";"HLA-DRB1";1;1;7,06625372497633e-05;1;0;0;0;1;0;0;0;0,000325508060375864;0;0;0;"extracellular vesicular exosome, trans-Golgi network membrane, ER to Golgi transport vesicle membrane, external side of plasma membrane, lysosomal membrane, transport vesicle membrane, Golgi membrane, plasma membrane, clathrin-coated endocytic vesicle membrane, endocytic vesicle membrane, late endosome membrane, MHC class II protein complex, integral component of lumenal side of endoplasmic reticulum membrane"
"268";268;"P04233";"P04233-2";"P04233-2";"HG2A_HUMAN";"HLA class II histocompatibility antigen gamma chain";"CD74";7;31;0,00100602731497445;6;7;7;6;7;7;9;8;NA;NA;NA;NA;"cell surface, Golgi membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class II protein complex, plasma membrane, endocytic vesicle membrane, lysosomal membrane, macrophage migration inhibitory factor receptor complex, multivesicular body, extracellular vesicular exosome, lysosomal lumen, NOS2-CD74 complex, integral component of membrane, clathrin-coated endocytic vesicle membrane, external side of plasma membrane, ER to Golgi transport vesicle membrane, trans-Golgi network membrane, transport vesicle membrane, vacuole, intracellular"
"270";270;"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";9;48;0,000797007019450029;8;8;9;8;11;13;13;11;0,000994839212657691;0,00115100278300282;0,00111049866190303;0,00109392693667831;"extracellular vesicular exosome, plasma membrane, blood microparticle, extracellular space, membrane, cytoskeleton, keratin filament"
"272";272;"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";9;31;0,000888907717111753;7;8;7;8;7;8;8;8;0,00106425989186981;0,00120547114345028;0,00131372884181961;0,00129412435769614;"perinuclear region of cytoplasm, extracellular vesicular exosome, GAIT complex, ribonucleoprotein complex, cytosol, nucleus, microtubule cytoskeleton, lipid particle, cytoplasm, plasma membrane"
"273";273;"P04632";"P04632";"P04632";"CPNS1_HUMAN";"Calpain small subunit 1";"CAPNS1";3;3;0,000107529159328035;NA;3;NA;NA;NA;3;NA;NA;NA;0,000565064598492319;NA;NA;"plasma membrane, membrane, extracellular vesicular exosome, cytosol, cytoplasm"
"275";275;"P04792";"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";13;51;0,002389769999505;11;12;11;13;13;13;12;13;0,00322986190180699;0,00320111392056461;0,00322023777080173;0,00343653144985773;"spindle, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleus, extracellular space, Z disc, proteasome complex, plasma membrane, cytosol"
"278";278;"P04899";"P04899-1";"P04899-1";"GNAI2_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2";11;55;0,002559485718542;11;11;8;6;16;17;13;9;NA;NA;NA;NA;"heterotrimeric G-protein complex, nucleus, centrosome, membrane raft, extrinsic component of cytoplasmic side of plasma membrane, extracellular vesicular exosome, cytosol, midbody, plasma membrane, cytoplasm"
"280";280;"P05023";"P05023-1";"P05023-1";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";25;98;0,0016046248909855;20;22;20;21;23;24;24;27;NA;NA;NA;NA;"basolateral plasma membrane, integral component of membrane, endosome, endoplasmic reticulum, T-tubule, membrane, extracellular vesicular exosome, caveola, sodium:potassium-exchanging ATPase complex, Golgi apparatus, melanosome, plasma membrane"
"281";281;"P05067";"P05067-1,P05067-10,P05067-3,P05067-4,P05067-5,P05067-6,P05067-7,P05067-8,P05067-9";"P05067-1,P05067-10,P05067-3,P05067-4,P05067-5,P05067-6,P05067-7,P05067-8,P05067-9";"A4_HUMAN";"Amyloid beta A4 protein";"APP";1;3;4,15841481961231e-06;1;NA;1;1;1;NA;1;1;NA;NA;NA;NA;"synapse, receptor complex, axon, integral component of plasma membrane, apical part of cell, extracellular region, integral component of membrane, dendritic shaft, intracellular membrane-bounded organelle, coated pit, cell surface, cytoplasm, dendritic spine, spindle midzone, cytosol, extracellular vesicular exosome, perinuclear region of cytoplasm, neuromuscular junction, plasma membrane, Golgi apparatus, platelet alpha granule lumen, ciliary rootlet"
"282";282;"P05107";"P05107";"P05107";"ITB2_HUMAN";"Integrin beta-2";"ITGB2";11;29;0,000362252547159725;9;8;3;4;11;9;4;5;0,000728552424584852;0,000590782753170122;0,000286150300396339;0,000352350178664016;"integrin complex, extracellular vesicular exosome, receptor complex, plasma membrane"
"284";284;"P05141";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";5;111;0,00707635992392602;5;5;4;3;31;30;25;25;0,0100888367437396;0,00928730809936775;0,00955813817105725;0,00979823721517296;"integral component of membrane, mitochondrial nucleoid, integral component of plasma membrane, mitochondrion, mitochondrial inner membrane, MMXD complex"
"289";289;"P05556";"P05556-1,P05556-2,P05556-3,P05556-4,P05556-5";"P05556-1,P05556-2,P05556-3,P05556-4,P05556-5";"ITB1_HUMAN";"Integrin beta-1";"ITGB1";4;8;1,92600265329412e-05;2;3;1;2;2;3;1;2;NA;NA;NA;NA;"focal adhesion, alpha9-beta1 integrin complex, receptor complex, basement membrane, melanosome, myelin sheath abaxonal region, lamellipodium, hemidesmosome, membrane raft, alpha7-beta1 integrin complex, alpha3-beta1 integrin complex, cell surface, sarcolemma, plasma membrane, intercalated disc, alpha8-beta1 integrin complex, external side of plasma membrane, integrin complex, extracellular vesicular exosome, neuromuscular junction, cytoplasm, filopodium, recycling endosome, acrosomal vesicle, ruffle, cleavage furrow"
"292";292;"P06576";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";25;401;0,00728162803696612;23;23;23;24;72;85;116;128;0,00693220323842827;0,00811100917054506;0,0120632095446857;0,0131124887660705;"mitochondrial nucleoid, mitochondrial membrane, mitochondrial proton-transporting ATP synthase, catalytic core, mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, extracellular vesicular exosome, cell surface, mitochondrion, plasma membrane"
"294";294;"P06733";"P06733-1";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";11;37;0,000818939434636552;7;7;7;6;9;10;10;8;NA;NA;NA;NA;"extracellular vesicular exosome, plasma membrane, cytoplasm, nucleus, phosphopyruvate hydratase complex, extracellular space, M band, cytosol"
"301";301;"P07237";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";8;14;0,000264730581232799;5;2;4;3;5;2;4;3;0,000501303520495483;0,000198736630440868;0,000433168466544852;0,000320028292196018;"endoplasmic reticulum, endoplasmic reticulum lumen, extracellular region, plasma membrane, procollagen-proline 4-dioxygenase complex, extracellular vesicular exosome, melanosome, endoplasmic reticulum-Golgi intermediate compartment"
"303";303;"P07384";"P07384";"P07384";"CAN1_HUMAN";"Calpain-1 catalytic subunit";"CAPN1";5;7;9,41758650323963e-05;NA;NA;4;3;NA;NA;4;3;NA;NA;0,000308192690482892;0,000227695199489604;"cytosol, plasma membrane, cytoplasm, membrane, extracellular vesicular exosome"
