"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5834.1.id.csv";"peptide.count.P5834.2.id.csv";"peptide.count.P5835.1.id.csv";"peptide.count.P5835.2.id.csv";"spectra.count.P5834.1.id.csv";"spectra.count.P5834.2.id.csv";"spectra.count.P5835.1.id.csv";"spectra.count.P5835.2.id.csv";"dNSAF.P5834.1.id.csv";"dNSAF.P5834.2.id.csv";"dNSAF.P5835.1.id.csv";"dNSAF.P5835.2.id.csv";"Go.Cc"
"79";79;"O15355";"O15355";"O15355";"PPM1G_HUMAN";"Protein phosphatase 1G";"PPM1G";1;1;1,75932934675905e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;9,92517536236734e-05;"nucleus, cytoplasm"
"80";80;"O15372";"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";1;4;0,000109158389014823;1;1;1;1;1;1;1;1;0,000144694425233923;0,00014340654582949;0,000156285213781807;0,000153953004200357;"eukaryotic translation initiation factor 3 complex, cytosol, extracellular vesicular exosome, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex"
"81";81;"O15397";"O15397-1";"O15397-1";"IPO8_HUMAN";"Importin-8";"IPO8";15;45;0,000423460564080096;10;11;9;10;11;12;11;11;NA;NA;NA;NA;"nucleus, cytoplasm"
"87";87;"O43143";"O43143";"O43143";"DHX15_HUMAN";"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15";"DHX15";2;6;7,2497647043807e-05;2;2;1;1;2;2;1;1;0,000128131918697713;0,0001269914569358;6,91979814480455e-05;6,81653553189002e-05;"U12-type spliceosomal complex, nucleolus, nucleus"
"88";88;"O43156";"O43156";"O43156";"TTI1_HUMAN";"TELO2-interacting protein 1 homolog";"TTI1";17;52;0,000458685755860266;13;8;11;14;13;9;13;17;0,000608008897952648;0,000417182678776698;0,000656713625588201;0,000845963982676709;"TORC2 complex, TORC1 complex, cytoplasm"
"90";90;"O43175";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";24;118;0,00212664298598484;22;23;17;14;32;41;24;21;0,0030578574218291;0,00388300801015234;0,00247710597753979;0,00213512309014829;"cytosol, extracellular vesicular exosome"
"92";92;"O43242";"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";3;7;0,000125920538638822;1;1;2;2;1;1;2;3;9,53790967834102e-05;9,45301575505252e-05;0,000206038933525079;0,000304446390328796;"cytoplasm, nucleus, proteasome complex, cytosol, proteasome accessory complex, nucleoplasm, extracellular vesicular exosome"
"97";97;"O43314";"O43314-1,O43314-2";"O43314-1,O43314-2";"VIP2_HUMAN";"Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2";"PPIP5K2";2;4;1,54560550817449e-05;2;2;NA;NA;2;2;NA;NA;NA;NA;NA;NA;"cytosol"
"98";98;"O43324";"O43324";"O43324";"MCA3_HUMAN";"Eukaryotic translation elongation factor 1 epsilon-1";"EEF1E1";2;10;0,000552065415707151;2;2;2;2;2;3;2;3;0,000585430318187828;0,00087032938158587;0,000632326382197657;0,000934335473767684;"cytoplasm, nucleus, cytosol"
"99";99;"O43390";"O43390-1,O43390-2";"O43390-1,O43390-2";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";4;10;8,27741338501028e-05;2;3;2;3;2;3;2;3;NA;NA;NA;NA;"cytoplasm, catalytic step 2 spliceosome, spliceosomal complex, ribonucleoprotein complex, nucleus, nucleoplasm"
"103";103;"O43592";"O43592";"O43592";"XPOT_HUMAN";"Exportin-T";"XPOT";30;118;0,00117827516791052;27;26;19;20;33;36;23;26;0,00174716262319881;0,0018890309238579;0,00131526516712839;0,0014646339859061;"cytoplasm, nucleoplasm, nucleus"
"108";108;"O43681";"O43681";"O43681";"ASNA_HUMAN";"ATPase ASNA1";"ASNA1";5;8;0,00022082616628286;2;NA;3;3;2;NA;3;3;0,000292715159093914;NA;0,000474244786648243;0,000467167736883842;"cytoplasm, extracellular vesicular exosome, nucleolus, endoplasmic reticulum, nucleus"
"109";109;"O43684";"O43684-1,O43684-2";"O43684-1,O43684-2";"BUB3_HUMAN";"Mitotic checkpoint protein BUB3";"BUB3";1;1;1,46431985263787e-05;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;"nucleus, kinetochore, cytosol, condensed chromosome kinetochore"
"115";115;"O43765";"O43765";"O43765";"SGTA_HUMAN";"Small glutamine-rich tetratricopeptide repeat-containing protein alpha";"SGTA";1;2;6,13797970179196e-05;1;1;NA;NA;1;1;NA;NA;0,000162723443074572;0,00016127509307342;NA;NA;"cytoplasm"
"119";119;"O43823";"O43823";"O43823";"AKAP8_HUMAN";"A-kinase anchor protein 8";"AKAP8";1;2;2,77628272638856e-05;NA;1;NA;1;NA;1;NA;1;NA;7,29466822716481e-05;NA;7,83113547377538e-05;"mitochondrion, female pronucleus, nucleus, condensed chromosome, Golgi apparatus, nuclear matrix"
"121";121;"O43837";"O43837-1";"O43837-1";"IDH3B_HUMAN";"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial";"IDH3B";7;12;0,000299405867012086;6;2;4;NA;6;2;4;NA;NA;NA;NA;NA;"mitochondrial matrix, mitochondrion"
"122";122;"O43852";"O43852-1,O43852-3";"O43852-1,O43852-3";"CALU_HUMAN";"Calumenin";"CALU";11;46;0,000701385966241276;9;9;11;10;10;11;13;12;NA;NA;NA;NA;"sarcoplasmic reticulum lumen, Golgi apparatus, melanosome, extracellular region, endoplasmic reticulum"
"124";124;"O43929";"O43929";"O43929";"ORC4_HUMAN";"Origin recognition complex subunit 4";"ORC4";2;4;8,81278737000406e-05;2;2;NA;NA;2;2;NA;NA;0,000233635035240096;0,000231555523541195;NA;NA;"nucleoplasm, nucleus, nuclear origin of replication recognition complex, origin recognition complex"
"131";131;"O60502";"O60502-1,O60502-2,O60502-3";"O60502-1,O60502-2,O60502-3";"NCOAT_HUMAN";"Bifunctional protein NCOAT";"MGEA5";1;1;3,49561071080947e-06;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;"nucleus, cytoplasm"
"132";132;"O60506";"O60506-1,O60506-2,O60506-3,O60506-4";"O60506-1,O60506-2,O60506-3,O60506-4";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";3;12;5,04616629795651e-05;2;3;3;3;2;3;4;3;NA;NA;NA;NA;"ribonucleoprotein complex, nucleoplasm, CRD-mediated mRNA stability complex, endoplasmic reticulum, catalytic step 2 spliceosome, nucleus, histone pre-mRNA 3'end processing complex, GAIT complex"
"135";135;"O60673";"O60673-1,O60673-2";"O60673-1,O60673-2";"DPOLZ_HUMAN";"DNA polymerase zeta catalytic subunit";"REV3L";2;2;3,06898985089598e-06;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;"nucleus, zeta DNA polymerase complex, chromosome"
"139";139;"O60814";"O60814,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"O60814,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BF,HIST1H2BE,HIST1H2BC,HIST1H2BG,HIST1H2BI, HIST1H2BH, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";2;10;0,000254125350087419;2;2;2;2;2;3;2;3;0,000307981482584073;0,00047216849103043;0,000457397088256355;0,000552974055903323;"nucleosome, nucleoplasm"
"141";141;"O60841";"O60841";"O60841";"IF2P_HUMAN";"Eukaryotic translation initiation factor 5B";"EIF5B";4;4;3,14948794534571e-05;1;NA;3;NA;1;NA;3;NA;4,17478997396238e-05;NA;0,000135276381765237;NA;"cytosol"
"147";147;"O75190";"O75190-1,O75190-2,O75190-3";"O75190-1,O75190-2,O75190-3";"DNJB6_HUMAN";"DnaJ homolog subfamily B member 6";"DNAJB6";2;9;8,8398204600961e-05;2;1;2;2;2;1;3;3;NA;NA;NA;NA;"nucleus, perinuclear region of cytoplasm, cytoplasm, Z disc"
"148";148;"O75208";"O75208-1";"O75208-1";"COQ9_HUMAN";"Ubiquinone biosynthesis protein COQ9, mitochondrial";"COQ9";5;16;0,000483317646958713;4;4;2;2;4;4;4;4;NA;NA;NA;NA;"mitochondrion"
"156";156;"O75390";"O75390";"O75390";"CISY_HUMAN";"Citrate synthase, mitochondrial";"CS";2;2;4,12272027180447e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00023258136256878;"mitochondrion, extracellular vesicular exosome, mitochondrial matrix"
"158";158;"O75400";"O75400-1,O75400-2,O75400-3";"O75400-1,O75400-2,O75400-3";"PR40A_HUMAN";"Pre-mRNA-processing factor 40 homolog A";"PRPF40A";1;1;3,34585100428576e-06;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;"nuclear speck, nuclear matrix, cytoplasm, nucleus"
"163";163;"O75531";"O75531";"O75531";"BAF_HUMAN";"Barrier-to-autointegration factor";"BANF1";3;15;0,00161897835392771;3;3;2;2;4;4;3;4;0,00228909832280184;0,0022687237812126;0,00185435040172571;0,00243557112263037;"cytosol, chromosome, nucleoplasm"
"171";171;"O75879";"O75879";"O75879";"GATB_HUMAN";"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial";"PET112";2;2;3,44916992219189e-05;2;NA;NA;NA;2;NA;NA;NA;0,000182881284317203;NA;NA;NA;"mitochondrion, glutamyl-tRNA(Gln) amidotransferase complex"
"179";179;"O76071";"O76071";"O76071";"CIAO1_HUMAN";"Probable cytosolic iron-sulfur protein assembly protein CIAO1";"CIAO1";9;16;0,000453377615731182;8;5;1;2;8;5;1;2;0,00120194543203165;0,000744529559468738;0,000162278452068425;0,000319713613442629;"CIA complex, MMXD complex"
"180";180;"O76094";"O76094";"O76094";"SRP72_HUMAN";"Signal recognition particle 72 kDa protein";"SRP72";2;9;0,000128842688673234;2;2;2;2;2;2;3;2;0,000151810544507723;0,000150459326771924;0,000245957057754976;0,000161524463423325;"endoplasmic reticulum, cytosol, signal recognition particle, endoplasmic reticulum targeting"
"184";184;"O94829";"O94829";"O94829";"IPO13_HUMAN";"Importin-13";"IPO13";1;4;3,99000549669966e-05;1;1;1;1;1;1;1;1;5,28893433876854e-05;5,24185920373629e-05;5,71260594508787e-05;5,62735799361637e-05;"nucleus, cytoplasm"
"185";185;"O94874";"O94874-1";"O94874-1";"UFL1_HUMAN";"E3 UFM1-protein ligase 1";"UFL1";13;42;0,000508122677328446;9;10;10;8;12;12;10;8;NA;NA;NA;NA;"endoplasmic reticulum, cytoplasm, nucleus"
"187";187;"O94919";"O94919";"O94919";"ENDD1_HUMAN";"Endonuclease domain-containing 1 protein";"ENDOD1";5;13;0,000249754394065915;5;4;3;1;5;4;3;1;0,00050932437682341;0,000403832833055844;0,000330074371507177;0,000108382914957051;"extracellular region"
"188";188;"O94925";"O94925-1,O94925-3";"O94925-1,O94925-3";"GLSK_HUMAN";"Glutaminase kidney isoform, mitochondrial";"GLS";4;16;0,000114869216541757;2;3;3;2;3;4;5;4;NA;NA;NA;NA;"mitochondrion, cytosol, mitochondrial matrix"
"191";191;"O95104";"O95104-1,O95104-2,Q9UPN6";"O95104-1,O95104-2,Q9UPN6";"SCAF8_HUMAN, SFR15_HUMAN";"Protein SCAF8, Splicing factor, arginine/serine-rich 15";"SCAF4, SCAF8";1;1;2,69451282841639e-06;1;NA;NA;NA;1;NA;NA;NA;4,00727283102604e-05;NA;NA;NA;"nucleus"
"207";207;"O95319";"O95319-1,O95319-2,O95319-3,O95319-4,O95319-5";"O95319-1,O95319-2,O95319-3,O95319-4,O95319-5";"CELF2_HUMAN";"CUGBP Elav-like family member 2";"CELF2";8;28;0,000115100252709913;7;8;5;5;8;8;6;6;NA;NA;NA;NA;"cytoplasm, nucleus"
"208";208;"O95347";"O95347-1,O95347-2";"O95347-1,O95347-2";"SMC2_HUMAN";"Structural maintenance of chromosomes protein 2";"SMC2";7;15;6,01875829154413e-05;2;4;5;4;2;4;5;4;NA;NA;NA;NA;"condensin complex, cytoplasm, condensed chromosome, cytosol, extracellular vesicular exosome, nucleus, nuclear chromosome, nucleoplasm"
"209";209;"O95373";"O95373";"O95373";"IPO7_HUMAN";"Importin-7";"IPO7";31;144;0,0013537683389628;29;28;19;21;46;40;26;32;0,00229672013887175;0,00202006197059948;0,00137795980397987;0,00167064223440542;"nuclear pore, cytoplasm"
"211";211;"O95433";"O95433";"O95433";"AHSA1_HUMAN";"Activator of 90 kDa heat shock protein ATPase homolog 1";"AHSA1";1;2;5,68398712029848e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000162758565831941;0,000160329755853626;"endoplasmic reticulum, cytosol, extracellular vesicular exosome, cytoplasm"
"215";215;"O95671";"O95671-1,O95671-2";"O95671-1,O95671-2";"ASML_HUMAN";"N-acetylserotonin O-methyltransferase-like protein";"ASMTL";8;18;0,000139216496134847;6;7;2;1;7;8;2;1;NA;NA;NA;NA;"cytoplasm"
"219";219;"O95747";"O95747";"O95747";"OXSR1_HUMAN";"Serine/threonine-protein kinase OSR1";"OXSR1";2;2;3,64551735609276e-05;NA;1;NA;1;NA;1;NA;1;NA;9,57857763415189e-05;NA;0,000102830090092079;"extracellular vesicular exosome, cytoplasm"
"221";221;"O95793";"O95793-1,O95793-2,O95793-3";"O95793-1,O95793-2,O95793-3";"STAU1_HUMAN";"Double-stranded RNA-binding protein Staufen homolog 1";"STAU1";3;10;5,54935773154502e-05;2;2;3;3;2;2;3;3;NA;NA;NA;NA;"cytoplasmic stress granule, neuronal cell body, neuron projection, rough endoplasmic reticulum, cytoplasm, microtubule associated complex, extracellular vesicular exosome"
"233";233;"P00338";"P00338-1,P00338-3";"P00338-1,P00338-3";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";3;7;0,00010970637289542;2;NA;2;2;2;NA;2;3;NA;NA;NA;NA;"extracellular vesicular exosome, cytosol, cilium, mitochondrion"
"234";234;"P00367";"P00367";"P00367";"DHE3_HUMAN";"Glutamate dehydrogenase 1, mitochondrial";"GLUD1";7;15;0,000258224146056571;2;3;5;5;2;3;5;5;0,000182553540080075;0,000271393032967637;0,000492942609777744;0,000485586536545929;"cytoplasm, mitochondrion, mitochondrial matrix"
"235";235;"P00374";"P00374";"P00374";"DYR_HUMAN";"Dihydrofolate reductase";"DHFR";2;2;0,000102737307308069;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,000588367863649157;NA;"nucleoplasm, cytosol"
"240";240;"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";16;59;0,0016988919537319;11;13;12;12;13;15;15;16;0,00204148516917914;0,0021789541351934;0,00250655997547417;0,00259911067043289;"extracellular vesicular exosome, cytosol"
"249";249;"P02533";"P02533";"P02533";"K1C14_HUMAN";"Keratin, type I cytoskeletal 14";"KRT14";1;1;2,11656266157555e-05;1;0;NA;NA;1;0;NA;NA;0,000117717498495395;NA;NA;NA;"keratin filament, cytosol, cell periphery, intermediate filament, extracellular vesicular exosome, nucleus, cytoplasm"
"250";250;"P02545";"P02545-1,P02545-2,P02545-3";"P02545-1,P02545-2,P02545-3";"LMNA_HUMAN";"Prelamin-A/C";"LMNA";1;4;2,04945971343091e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"lamin filament, cytosol, nuclear lamina, nuclear speck, nuclear envelope, perinuclear region of cytoplasm, cytoplasm, nucleus, nucleoplasm, intermediate filament"
"251";251;"P02765";"P02765";"P02765";"FETUA_HUMAN";"Alpha-2-HS-glycoprotein";"AHSG";2;3;7,85226558580743e-05;2;1;NA;NA;2;1;NA;NA;0,000277560968296136;0,000137545242866432;NA;NA;"extracellular space, blood microparticle, extracellular region, extracellular vesicular exosome"
"261";261;"P04004";"P04004";"P04004";"VTNC_HUMAN";"Vitronectin";"VTN";2;3;6,02883152717851e-05;NA;NA;2;1;NA;NA;2;1;NA;NA;0,000230177385988269;0,000113371249955075;"extracellular space, proteinaceous extracellular matrix, extracellular vesicular exosome, blood microparticle, alphav-beta3 integrin-vitronectin complex, extracellular matrix, extracellular region"
"263";263;"P04075";"P04075";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";1;1;2,63899402013858e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000151132953986803;NA;"actin cytoskeleton, platelet alpha granule lumen, cytosol, extracellular space, extracellular vesicular exosome, extracellular region, I band"
"265";265;"P04181";"P04181-1";"P04181-1";"OAT_HUMAN";"Ornithine aminotransferase, mitochondrial";"OAT";1;1;2,18814082763199e-05;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;"mitochondrion, mitochondrial matrix"
"269";269;"P04259";"P04259";"P04259";"K2C6B_HUMAN";"Keratin, type II cytoskeletal 6B";"KRT6B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"extracellular vesicular exosome, keratin filament"
"271";271;"P04350";"P04350";"P04350";"TBB4A_HUMAN";"Tubulin beta-4A chain";"TUBB4A";1;1;0,000152867799102982;0;0;1;0;0;0;1;0;0;NA;0,000643526150546659;0;"cilium, cytosol, myelin sheath, microtubule, internode region of axon, neuronal cell body"
"274";274;"P04637";"P04637-1,P04637-2,P04637-3,P04637-4,P04637-5,P04637-6";"P04637-1,P04637-2,P04637-3,P04637-4,P04637-5,P04637-6";"P53_HUMAN";"Cellular tumor antigen p53";"TP53";1;1;4,07376515407312e-06;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;"mitochondrial matrix, mitochondrion, nucleus, PML body, replication fork, nuclear matrix, cytoplasm, protein complex, nuclear chromatin, nucleolus, chromatin, nucleoplasm, endoplasmic reticulum, cytosol"
"279";279;"P04908";"P04908,P0C0S8,P20671,Q16777,Q6FI13,Q7L7L0,Q93077,Q96KK5,Q99878,Q9BTM1-1";"P04908,P0C0S8,P20671,Q16777,Q6FI13,Q7L7L0,Q93077,Q96KK5,Q99878,Q9BTM1-1";"H2A1_HUMAN, H2A1B_HUMAN, H2A1C_HUMAN, H2A1D_HUMAN, H2A1H_HUMAN, H2A1J_HUMAN, H2A2A_HUMAN, H2A2C_HUMAN, H2A3_HUMAN, H2AJ_HUMAN";"Histone H2A type 1, Histone H2A type 1-B/E, Histone H2A type 1-C, Histone H2A type 1-D, Histone H2A type 1-H, Histone H2A type 1-J, Histone H2A type 2-A, Histone H2A type 2-C, Histone H2A type 3, Histone H2A.J";"H2AFJ, HIST1H2AB,HIST1H2AE, HIST1H2AC, HIST1H2AD, HIST1H2AH, HIST1H2AJ, HIST1H2AM,HIST1H2AL,HIST1H2AG,HIST1H2AI,HIST1H2AK, HIST2H2AA3,HIST2H2AA4, HIST2H2AC, HIST3H2A";1;8;0,000110291187487708;1;1;1;1;2;2;2;2;0,000153015907200166;0,000151653960911529;0,000188883760519129;0,000186065090055024;"nucleus, extracellular vesicular exosome, nucleosome"
"283";283;"P05114";"P05114";"P05114";"HMGN1_HUMAN";"Non-histone chromosomal protein HMG-14";"HMGN1";2;4;0,000384237529332177;2;NA;NA;2;2;NA;NA;2;0,00101864875364682;NA;NA;0,00108382914957051;"chromatin, cytoplasm, nucleus"
"285";285;"P05198";"P05198";"P05198";"IF2A_HUMAN";"Eukaryotic translation initiation factor 2 subunit 1";"EIF2S1";3;5;0,000152475210052451;NA;1;2;2;NA;1;2;2;NA;0,000160251124228509;0,000349285049213944;0,000344072745895401;"polysome, nucleus, extracellular vesicular exosome, cytoplasmic stress granule, eukaryotic translation initiation factor 2 complex, cytosol"
"286";286;"P05386";"P05386";"P05386";"RLA1_HUMAN";"60S acidic ribosomal protein P1";"RPLP1";2;4;0,0004749347451873;2;0;1;1;2;0;1;1;0,00119140205104891;0;0,000723847305936792;0,000665509126929263;"cytosol, cytoplasm, cytosolic large ribosomal subunit"
"287";287;"P05387";"P05387";"P05387";"RLA2_HUMAN";"60S acidic ribosomal protein P2";"RPLP2";4;18;0,0021186219502703;3;3;4;3;4;5;5;4;0,00236208406642741;0,00307264112107707;0,00358776490768671;0,00263888836417168;"extracellular vesicular exosome, cytosolic large ribosomal subunit, cytosol"
"288";288;"P05388";"P05388";"P05388";"RLA0_HUMAN";"60S acidic ribosomal protein P0";"RPLP0";12;39;0,00118180312649487;9;8;7;8;11;10;8;10;0,00176737165459228;0,00159240076126121;0,00138832543220684;0,00170950969963803;"ribonucleoprotein complex, extracellular vesicular exosome, cytoplasm, cytosolic large ribosomal subunit, nucleus, cytosol"
"290";290;"P06454";"P06454-1,P06454-2";"P06454-1,P06454-2";"PTMA_HUMAN";"Prothymosin alpha";"PTMA";2;3;0,000129809976125735;2;1;NA;NA;2;1;NA;NA;NA;NA;NA;NA;"nucleus"
"291";291;"P06493";"P06493-1";"P06493-1";"CDK1_HUMAN";"Cyclin-dependent kinase 1";"CDK1";14;62;0,00210369868727135;12;12;12;14;15;15;15;17;NA;NA;NA;NA;"cytoplasm, spindle microtubule, cytosol, microtubule organizing center, nucleus, mitochondrion, nucleoplasm, extracellular vesicular exosome, midbody"
"293";293;"P06730";"P06730-1,P06730-2,P06730-3";"P06730-1,P06730-2,P06730-3";"IF4E_HUMAN";"Eukaryotic translation initiation factor 4E";"EIF4E";2;6;8,85339929336813e-05;1;NA;2;2;1;NA;2;3;NA;NA;NA;NA;"cytoplasmic mRNA processing body, cytoplasm, cytosol, extracellular vesicular exosome, chromatoid body, RISC complex, eukaryotic translation initiation factor 4F complex, cytoplasmic stress granule, mRNA cap binding complex"
"295";295;"P06748";"P06748-1";"P06748-1";"NPM_HUMAN";"Nucleophosmin";"NPM1";13;43;0,00140495014976901;9;7;9;10;10;8;12;13;NA;NA;NA;NA;"spindle pole centrosome, centrosome, cytosol, nucleolus, ribonucleoprotein complex, nucleoplasm, nucleus, cytoplasm"
