"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5826.1.id.csv";"peptide.count.P5826.2.id.csv";"spectra.count.P5826.1.id.csv";"spectra.count.P5826.2.id.csv";"dNSAF.P5826.1.id.csv";"dNSAF.P5826.2.id.csv";"Go.Cc";"norm.sc"
"42";42;"O43242";"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";1;3;0,000212041349742304;1;1;1;2;0,000175665890485682;0,000358229686701764;"extracellular vesicular exosome, nucleoplasm, proteasome accessory complex, cytosol";0,000308324768756423
"48";48;"O43699";"O43699-1,O43699-3";"O43699-1,O43699-3";"SIGL6_HUMAN";"Sialic acid-binding Ig-like lectin 6";"SIGLEC6";1;2;8,33186760576823e-05;1;1;1;1;NA;NA;"extracellular region, integral component of plasma membrane";0,000205549845837616
"49";49;"O43707";"O43707";"O43707";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";7;12;0,000852288517577973;6;6;6;6;0,00105911904616489;0,00107991336006817;"platelet alpha granule lumen, protein complex, nucleus, neuron projection, Z disc, extracellular vesicular exosome, cell-cell junction, stress fiber, cortical cytoskeleton, ribonucleoprotein complex, perinuclear region of cytoplasm, pseudopodium";0,00123329907502569
"52";52;"O43776";"O43776";"O43776";"SYNC_HUMAN";"Asparagine--tRNA ligase, cytoplasmic";"NARS";2;2;0,000137749489978577;NA;2;NA;2;NA;0,000349077833391865;"mitochondrion, extracellular vesicular exosome, cytosol";0,000205549845837616
"57";57;"O60488";"O60488-1,O60488-2";"O60488-1,O60488-2";"ACSL4_HUMAN";"Long-chain-fatty-acid--CoA ligase 4";"ACSL4";7;13;0,000409749032294749;4;7;4;9;NA;NA;"peroxisomal membrane, neuronal cell body, endoplasmic reticulum membrane, extracellular vesicular exosome, mitochondrial outer membrane, integral component of membrane, lipid particle";0,0013360739979445
"63";63;"O60884";"O60884";"O60884";"DNJA2_HUMAN";"DnaJ homolog subfamily A member 2";"DNAJA2";6;10;0,000916100977041993;4;6;4;6;0,000910733839993729;0,0013929222283889;"membrane, extracellular vesicular exosome";0,00102774922918808
"64";64;"O75131";"O75131";"O75131";"CPNE3_HUMAN";"Copine-3";"CPNE3";3;4;0,000281142348261677;2;2;2;2;0,000349369033591635;0,000356228403535832;"extracellular vesicular exosome, cytosol";0,000411099691675231
"65";65;"O75323";"O75323-1,O75323-2";"O75323-1,O75323-2";"NIPS2_HUMAN";"Protein NipSnap homolog 2";"GBAS";3;3;0,000222699022478477;3;NA;3;NA;NA;NA;"integral component of plasma membrane, mitochondrion";0,000308324768756423
"66";66;"O75348";"O75348";"O75348";"VATG1_HUMAN";"V-type proton ATPase subunit G 1";"ATP6V1G1";1;2;0,000639717970408985;1;1;1;1;0,000794962589147068;0,000810570562282805;"vacuolar proton-transporting V-type ATPase complex, lysosomal membrane, plasma membrane, extracellular vesicular exosome, cytosol";0,000205549845837616
"68";68;"O75369";"O75369-1,O75369-2,O75369-3,O75369-6,O75369-7,O75369-8,O75369-9";"O75369-1,O75369-2,O75369-3,O75369-6,O75369-7,O75369-8,O75369-9";"FLNB_HUMAN";"Filamin-B";"FLNB";2;2;4,14443397981005e-06;2;NA;2;NA;NA;NA;"extracellular vesicular exosome, cell cortex, cytosol, plasma membrane, focal adhesion, actin cytoskeleton, integral component of membrane, Z disc, stress fiber";0,000205549845837616
"69";69;"O75390";"O75390";"O75390";"CISY_HUMAN";"Citrate synthase, mitochondrial";"CS";9;15;0,00121491502963938;7;8;7;8;0,00140909677818772;0,0016420141862553;"mitochondrial matrix, extracellular vesicular exosome";0,00154162384378212
"78";78;"O75844";"O75844";"O75844";"FACE1_HUMAN";"CAAX prenyl protease 1 homolog";"ZMPSTE24";1;1;7,94597057981686e-05;1;NA;1;NA;0,00019748544319864;NA;"extracellular vesicular exosome, endoplasmic reticulum membrane, integral component of membrane, nuclear inner membrane";0,000102774922918808
"84";84;"O76094";"O76094";"O76094";"SRP72_HUMAN";"Signal recognition particle 72 kDa protein";"SRP72";3;5;0,000281247095783384;3;2;3;2;0,000419399041070137;0,000285088901190375;"endoplasmic reticulum, cytosol, signal recognition particle, endoplasmic reticulum targeting, plasma membrane, nucleolus";0,000513874614594039
"87";87;"O95197";"O95197-1,O95197-2,O95197-3,O95197-4";"O95197-1,O95197-2,O95197-3,O95197-4";"RTN3_HUMAN";"Reticulon-3";"RTN3";2;6;5,48595352530961e-05;2;2;3;3;NA;NA;"endoplasmic reticulum membrane, extracellular space, Golgi membrane, integral component of membrane, endoplasmic reticulum";0,000616649537512847
"89";89;"O95297";"O95297-1,O95297-2,O95297-4";"O95297-1,O95297-2,O95297-4";"MPZL1_HUMAN";"Myelin protein zero-like protein 1";"MPZL1";2;5;0,00023384981570093;1;2;2;3;NA;NA;"integral component of plasma membrane";0,000513874614594039
"92";92;"O95562";"O95562";"O95562";"SFT2B_HUMAN";"Vesicle transport protein SFT2B";"SFT2D2";1;1;0,000235896001588313;1;NA;1;NA;0,000586284909495963;NA;"integral component of membrane, extracellular vesicular exosome";0,000102774922918808
"94";94;"O95747";"O95747";"O95747";"OXSR1_HUMAN";"Serine/threonine-protein kinase OSR1";"OXSR1";1;1;7,16192794196017e-05;1;NA;1;NA;0,000177999213509211;NA;"extracellular vesicular exosome, cytoplasm";0,000102774922918808
"97";97;"P00338";"P00338-1,P00338-3";"P00338-1,P00338-3";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";9;21;0,00126190150247242;8;9;10;11;NA;NA;"extracellular vesicular exosome, cilium, mitochondrion, cytosol";0,00215827338129496
"100";100;"P00492";"P00492";"P00492";"HPRT_HUMAN";"Hypoxanthine-guanine phosphoribosyltransferase";"HPRT1";1;2;0,000346269360129634;1;1;1;1;0,000430300851006211;0,000438749203437481;"cytosol, extracellular vesicular exosome";0,000205549845837616
"101";101;"P00505";"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";15;28;0,0024577071793387;13;11;15;13;0,00327228786695421;0,00289166335474842;"mitochondrial matrix, extracellular vesicular exosome, mitochondrial inner membrane, plasma membrane";0,00287769784172662
"102";102;"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";14;29;0,00314980560394179;13;12;15;14;0,0040491619648642;0,00385341746443509;"extracellular vesicular exosome, cytosol";0,00298047276464543
"103";103;"P00747";"P00747";"P00747";"PLMN_HUMAN";"Plasminogen";"PLG";1;2;9,31934821089632e-05;1;1;1;1;0,000115809364838709;0,000118083118949841;"extrinsic component of external side of plasma membrane, extracellular vesicular exosome, blood microparticle, platelet alpha granule lumen";0,000205549845837616
"104";104;"P00813";"P00813";"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";7;13;0,00135169058761347;6;7;6;7;0,00155050554577445;0,00184443880012561;"external side of plasma membrane, cytosol, dendrite cytoplasm, cell junction, lysosome, cytoplasmic membrane-bounded vesicle lumen, extracellular space, neuronal cell body";0,0013360739979445
"106";106;"P01589";"P01589";"P01589";"IL2RA_HUMAN";"Interleukin-2 receptor subunit alpha";"IL2RA";2;4;0,000555049415501913;2;2;2;2;0,000689746952348192;0,00070328916433361;"integral component of membrane, external side of plasma membrane, plasma membrane";0,000411099691675231
"107";107;"P01892";"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";2;8;0,0112713048430142;2;2;4;4;0,0133640834164559;0,0149367057586689;"cell surface, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, Golgi membrane, phagocytic vesicle membrane, MHC class I protein complex";0,000822199383350463
"108";108;"P01903";"P01903";"P01903";"DRA_HUMAN";"HLA class II histocompatibility antigen, DR alpha chain";"HLA-DRA";6;19;0,00282332222373414;6;6;9;10;0,00332381995934719;0,00376564276966027;"extracellular vesicular exosome, integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, integral component of plasma membrane, trans-Golgi network membrane, late endosome membrane, MHC class II protein complex, lysosomal membrane, Golgi membrane, clathrin-coated endocytic vesicle membrane";0,00195272353545735
"110";110;"P02533";"P02533,Q04695";"P02533,Q04695";"K1C14_HUMAN, K1C17_HUMAN";"Keratin, type I cytoskeletal 14, Keratin, type I cytoskeletal 17";"KRT14, KRT17";2;2;0,00015188074093158;1;1;1;1;0,000216868042563005;0,000181610211809453;"keratin filament, cell periphery, cytosol, extracellular vesicular exosome, nucleus";0,000205549845837616
"111";111;"P02647";"P02647";"P02647";"APOA1_HUMAN";"Apolipoprotein A-I";"APOA1";1;2;0,000282721799656405;1;1;1;1;0,000351331780971364;0,000358229686701764;"very-low-density lipoprotein particle, early endosome, extracellular vesicular exosome, blood microparticle, secretory granule lumen, endoplasmic reticulum lumen, endocytic vesicle lumen, cytosol, nucleus, plasma membrane, spherical high-density lipoprotein particle";0,000205549845837616
"113";113;"P02765";"P02765";"P02765";"FETUA_HUMAN";"Alpha-2-HS-glycoprotein";"AHSG";4;11;0,00113127237818919;4;4;6;5;0,00153360630276873;0,00130309708922849;"blood microparticle, extracellular vesicular exosome";0,00113052415210689
"114";114;"P02786";"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";16;35;0,00173818106433494;14;16;17;18;0,00209828283398555;0,00226533141353773;"extracellular vesicular exosome, blood microparticle, integral component of plasma membrane, endosome, external side of plasma membrane, coated pit, perinuclear region of cytoplasm, cytoplasmic membrane-bounded vesicle, melanosome";0,00359712230215827
"115";115;"P04004";"P04004";"P04004";"VTNC_HUMAN";"Vitronectin";"VTN";1;2;0,000157922009431507;1;1;1;1;0,000196245994810364;0,000200099009099102;"extracellular vesicular exosome, alphav-beta3 integrin-vitronectin complex, extracellular matrix, blood microparticle, proteinaceous extracellular matrix";0,000205549845837616
"116";116;"P04040";"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";14;28;0,00200533982374885;11;14;12;16;0,00213599056211053;0,00290390364628071;"endoplasmic reticulum, peroxisomal matrix, Golgi apparatus, lysosome, cytosol, peroxisomal membrane, mitochondrial intermembrane space, plasma membrane";0,00287769784172662
"117";117;"P04075";"P04075";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";16;58;0,00714168664149234;14;16;29;29;0,00887480728385372;0,00904905165152874;"extracellular space, extracellular vesicular exosome, I band, actin cytoskeleton, cytosol, platelet alpha granule lumen";0,00596094552929085
"119";119;"P04222";"P04222";"P04222";"1C03_HUMAN";"HLA class I histocompatibility antigen, Cw-3 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"phagocytic vesicle membrane, early endosome membrane, Golgi membrane, cell surface, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex";0
"120";120;"P04233";"P04233-1,P04233-2";"P04233-1,P04233-2";"HG2A_HUMAN";"HLA class II histocompatibility antigen gamma chain";"CD74";3;5;0,000318778380524747;2;3;2;3;NA;NA;"trans-Golgi network membrane, lysosomal membrane, external side of plasma membrane, clathrin-coated endocytic vesicle membrane, MHC class II protein complex, integral component of lumenal side of endoplasmic reticulum membrane, macrophage migration inhibitory factor receptor complex, extracellular vesicular exosome, Golgi membrane, NOS2-CD74 complex, plasma membrane, ER to Golgi transport vesicle membrane, multivesicular body, lysosomal lumen, cell surface";0,000513874614594039
"121";121;"P04259";"P04259";"P04259";"K2C6B_HUMAN";"Keratin, type II cytoskeletal 6B";"KRT6B";0;0;0;0;0;0;0;0;0;"keratin filament, extracellular vesicular exosome";0
"122";122;"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";16;38;0,00293094605726967;14;14;20;18;0,00372162345541836;0,00363975873315797;"extracellular vesicular exosome, keratin filament, plasma membrane, cytoskeleton, membrane, blood microparticle";0,0039054470709147
"123";123;"P04350";"P04350";"P04350";"TBB4A_HUMAN";"Tubulin beta-4A chain";"TUBB4A";1;2;0,000912941126732757;1;1;1;1;0,000865700368788465;0,00157409584713609;"internode region of axon, plasma membrane, neuronal cell body, cilium, myelin sheath, cytosol, microtubule";0,000205549845837616
"124";124;"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";17;74;0,0083373392800168;17;14;40;34;0,0112006669276841;0,00970748983844362;"perinuclear region of cytoplasm, extracellular vesicular exosome, lipid particle, nucleus, GAIT complex, cytosol, ribonucleoprotein complex, microtubule cytoskeleton, plasma membrane";0,00760534429599178
"125";125;"P04632";"P04632";"P04632";"CPNS1_HUMAN";"Calpain small subunit 1";"CAPNS1";1;2;0,000281666867568135;1;1;1;1;0,000350020841490127;0,00035689300876631;"extracellular vesicular exosome, plasma membrane, cytoplasm";0,000205549845837616
"126";126;"P04792";"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";5;10;0,00184113952459171;3;5;4;6;0,00183035288818252;0,00279943394193281;"spindle, Z disc, extracellular vesicular exosome, cytoskeleton, proteasome complex, cytosol, nucleus, plasma membrane, extracellular space";0,00102774922918808
"129";129;"P04899";"P04899-1,P04899-4";"P04899-1,P04899-4";"GNAI2_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2";2;6;0,000571466370044928;2;2;3;3;NA;NA;"centrosome, midbody, cytosol, extracellular vesicular exosome, cytoplasm, heterotrimeric G-protein complex, membrane raft, nucleus";0,000616649537512847
"130";130;"P05023";"P05023-1";"P05023-1";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";19;40;0,00192986293351205;15;18;17;23;NA;NA;"T-tubule, endoplasmic reticulum, basolateral plasma membrane, melanosome, endosome, Golgi apparatus, sodium:potassium-exchanging ATPase complex, caveola, extracellular vesicular exosome";0,00411099691675231
"131";131;"P05107";"P05107";"P05107";"ITB2_HUMAN";"Integrin beta-2";"ITGB2";19;34;0,00166875715037766;12;19;13;21;0,00158579013231678;0,00261195559601663;"extracellular vesicular exosome, integrin complex";0,00349434737923947
"133";133;"P05141";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";5;13;0,00296374036894847;4;5;7;6;0,00367247818028791;0,00385157018856527;"MMXD complex, mitochondrial nucleoid, integral component of plasma membrane, mitochondrial inner membrane";0,0013360739979445
"136";136;"P05198";"P05198";"P05198";"IF2A_HUMAN";"Eukaryotic translation initiation factor 2 subunit 1";"EIF2S1";4;7;0,000838741338980669;4;3;4;3;0,001191182038341;0,000910926917613057;"polysome, cytoplasmic stress granule, eukaryotic translation initiation factor 2 complex, extracellular vesicular exosome, nucleus, cytosol";0,000719424460431655
"138";138;"P05387";"P05387";"P05387";"RLA2_HUMAN";"60S acidic ribosomal protein P2";"RPLP2";4;7;0,00287177741064033;4;3;4;3;0,00407850371823279;0,00311893455487079;"extracellular vesicular exosome, cytosolic large ribosomal subunit";0,000719424460431655
"139";139;"P05388";"P05388";"P05388";"RLA0_HUMAN";"60S acidic ribosomal protein P0";"RPLP0";10;22;0,00261941301448221;9;9;11;11;0,00325508340918894;0,00331899239698133;"extracellular vesicular exosome, nucleus, cytosolic large ribosomal subunit";0,00226104830421377
"141";141;"P05534";"P05534,P30447";"P05534,P30447";"1A23_HUMAN, 1A24_HUMAN";"HLA class I histocompatibility antigen, A-23 alpha chain, HLA class I histocompatibility antigen, A-24 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"plasma membrane, ER to Golgi transport vesicle membrane, Golgi membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, extracellular vesicular exosome, early endosome membrane, phagocytic vesicle membrane";0
"142";142;"P05556";"P05556-1";"P05556-1";"ITB1_HUMAN";"Integrin beta-1";"ITGB1";14;34;0,00160811309353436;14;13;18;16;NA;NA;"cytoplasm, recycling endosome, basement membrane, filopodium, alpha7-beta1 integrin complex, myelin sheath abaxonal region, focal adhesion, extracellular vesicular exosome, alpha3-beta1 integrin complex, hemidesmosome, alpha8-beta1 integrin complex, cleavage furrow, alpha9-beta1 integrin complex, external side of plasma membrane, melanosome, acrosomal vesicle, lamellipodium, intercalated disc, ruffle, sarcolemma, neuromuscular junction, membrane raft, cell surface";0,00349434737923947
"143";143;"P06213";"P06213-1,P06213-2";"P06213-1,P06213-2";"INSR_HUMAN";"Insulin receptor";"INSR";2;5;6,82767008938677e-05;2;2;2;3;NA;NA;"insulin receptor complex, endosome membrane, extracellular vesicular exosome, caveola";0,000513874614594039
"144";144;"P06396";"P06396-1,P06396-2,P06396-3";"P06396-1,P06396-2,P06396-3";"GELS_HUMAN";"Gelsolin";"GSN";1;1;1,60883888551279e-05;1;NA;1;NA;NA;NA;"protein complex, blood microparticle, extracellular vesicular exosome, perinuclear region of cytoplasm, ruffle, lamellipodium, actin cytoskeleton, cytosol";0,000102774922918808
"145";145;"P06493";"P06493-1";"P06493-1";"CDK1_HUMAN";"Cyclin-dependent kinase 1";"CDK1";4;8;0,00101665616846142;3;3;4;4;NA;NA;"midbody, cytosol, extracellular vesicular exosome, nucleoplasm, mitochondrion, microtubule organizing center, spindle microtubule";0,000822199383350463
"146";146;"P06576";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";24;74;0,00527978952515241;24;24;36;38;0,0063837449502774;0,00687069641072986;"mitochondrial nucleoid, cell surface, mitochondrial proton-transporting ATP synthase, catalytic core, extracellular vesicular exosome, plasma membrane";0,00760534429599178
"147";147;"P06733";"P06733-1";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";11;28;0,00243505550026646;11;10;15;13;NA;NA;"M band, cytosol, phosphopyruvate hydratase complex, plasma membrane, nucleus, extracellular vesicular exosome, extracellular space";0,00287769784172662
"148";148;"P06744";"P06744-1,P06744-2";"P06744-1,P06744-2";"G6PI_HUMAN";"Glucose-6-phosphate isomerase";"GPI";1;2;6,76404305629572e-05;1;1;1;1;NA;NA;"neuron projection, cytosol, nucleus, extracellular space, extracellular vesicular exosome, plasma membrane";0,000205549845837616
"150";150;"P06753";"P06753-2";"P06753-2";"TPM3_HUMAN";"Tropomyosin alpha-3 chain";"TPM3";4;8;0,00127583189591426;3;4;4;4;NA;NA;"cytosol, stress fiber, extracellular vesicular exosome, muscle thin filament tropomyosin";0,000822199383350463
"153";153;"P07195";"P07195";"P07195";"LDHB_HUMAN";"L-lactate dehydrogenase B chain";"LDHB";6;14;0,00167246027473391;6;5;7;7;0,00208163152085921;0,0021159504997449;"extracellular vesicular exosome, cytosol, mitochondrion";0,00143884892086331
"155";155;"P07237";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";14;24;0,00178315087814788;13;9;14;10;0,00258519330171448;0,00188282138483014;"procollagen-proline 4-dioxygenase complex, plasma membrane, melanosome, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum lumen, extracellular vesicular exosome";0,00246659815005139
"156";156;"P07437";"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";3;43;0,00927310054575285;3;3;21;22;0,0116750454631276;0,0115604518205985;"extracellular vesicular exosome, cytosol, cell body, plasma membrane, microtubule, nuclear envelope lumen";0,00441932168550874
"157";157;"P07737";"P07737";"P07737";"PROF1_HUMAN";"Profilin-1";"PFN1";4;6;0,00161757258231986;2;4;2;4;0,00134007979313363;0,00273278075283917;"synapse, extracellular vesicular exosome, cytoplasm, blood microparticle, neuron projection, cytoskeleton, nucleus";0,000616649537512847
"159";159;"P07900";"P07900-1,P07900-2";"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";11;19;0,000712492642651239;9;10;9;10;NA;NA;"extracellular vesicular exosome, mitochondrion, apical plasma membrane, basolateral plasma membrane, neuron projection, cell surface, extracellular matrix, perinuclear region of cytoplasm, neuronal cell body, brush border membrane, cytosol, protein complex, endocytic vesicle lumen, melanosome, plasma membrane";0,00195272353545735
"160";160;"P07910";"P07910-2";"P07910-2";"HNRPC_HUMAN";"Heterogeneous nuclear ribonucleoproteins C1/C2";"HNRNPC";17;41;0,00530380552590717;15;15;20;21;NA;NA;"catalytic step 2 spliceosome, nucleoplasm, extracellular vesicular exosome";0,00421377183967112
"162";162;"P07948";"P07948-2";"P07948-2";"LYN_HUMAN";"Tyrosine-protein kinase Lyn";"LYN";8;16;0,00117948000794157;7;6;8;8;NA;NA;"mitochondrial intermembrane space, Golgi apparatus, perinuclear region of cytoplasm, mast cell granule, nucleus, cytosol, plasma membrane, mitochondrial crista, postsynaptic density, membrane raft, alpha2-beta1 integrin complex";0,00164439876670093
"163";163;"P07954";"P07954-1,P07954-2";"P07954-1,P07954-2";"FUMH_HUMAN";"Fumarate hydratase, mitochondrial";"FH";11;18;0,000666059298602296;8;9;8;10;NA;NA;"tricarboxylic acid cycle enzyme complex, extracellular vesicular exosome, mitochondrial matrix";0,00184994861253854
"164";164;"P08107";"P08107-1";"P08107-1";"HSP71_HUMAN";"Heat shock 70 kDa protein 1A/1B";"HSPA1B,HSPA1A";6;9;0,00130035650322398;5;3;5;4;NA;NA;"blood microparticle, mitochondrion, ribonucleoprotein complex, perinuclear region of cytoplasm, endoplasmic reticulum, extracellular vesicular exosome, aggresome, cytosol, nuclear speck";0,00092497430626927
"165";165;"P08133";"P08133";"P08133";"ANXA6_HUMAN";"Annexin A6";"ANXA6";2;2;0,000112164517842883;NA;2;NA;2;NA;0,000284241683059052;"extracellular vesicular exosome, melanosome, perinuclear region of cytoplasm";0,000205549845837616
"166";166;"P08195";"P08195-1,P08195-2,P08195-3,P08195-4";"P08195-1,P08195-2,P08195-3,P08195-4";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";23;58;0,000868696386801407;19;23;26;32;NA;NA;"apical plasma membrane, melanosome, extracellular vesicular exosome, integral component of membrane, plasma membrane";0,00596094552929085
