"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5571"	"spectra.count.P5571"	"dNSAF.P5571"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4"	"Q8NC51-[1-4]"	"PAIRB_HUMAN"	"Plasminogen activator inhibitor 1 RNA-binding protein"	"SERBP1"	12	21	0.00212443480643555	12	21	0	0	"regulation of mRNA stability"	"cytoplasm;perinuclear region of cytoplasm;nucleus;plasma membrane"	"mRNA 3'-UTR binding"
"P04264"	"P04264"	"K2C1_HUMAN"	"Keratin, type II cytoskeletal 1"	"KRT1"	11	21	0.00564002567955205	11	21	0.00700131833716733	1	"response to oxidative stress;regulation of angiogenesis;complement activation;fibrinolysis"	"cytoskeleton;plasma membrane;membrane;keratin filament"	"receptor activity;structural molecule activity;carbohydrate binding"
"P13639"	"P13639"	"EF2_HUMAN"	"Elongation factor 2"	"EEF2"	11	18	0.0034636139901127	11	18	0.00429960172517714	0	"translational elongation"	"cytosol;ribonucleoprotein complex;polysome"	"GTP binding;translation elongation factor activity;GTPase activity"
"P30101"	"P30101"	"PDIA3_HUMAN"	"Protein disulfide-isomerase A3"	"PDIA3"	11	15	0.00490392871867442	11	15	0.00608755491782506	0	"post-translational protein modification;protein import into nucleus;cell redox homeostasis;protein N-linked glycosylation via asparagine;glycerol ether metabolic process;antigen processing and presentation of exogenous peptide antigen via MHC class I;positive regulation of apoptotic process;signal transduction;protein retention in ER lumen"	"melanosome;cell surface;endoplasmic reticulum lumen"	"electron carrier activity;protein disulfide oxidoreductase activity;protein disulfide isomerase activity;phospholipase C activity;cysteine-type endopeptidase activity"
"P39019"	"P39019"	"RS19_HUMAN"	"40S ribosomal protein S19"	"RPS19"	11	20	0.0227722666936146	11	20	0.0282686458253026	0	"translational elongation;protein tetramerization;nuclear-transcribed mRNA catabolic process;monocyte chemotaxis;ribosomal small subunit assembly;translational termination;erythrocyte differentiation;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA;response to extracellular stimulus;translational initiation;negative regulation of respiratory burst involved in inflammatory response;nucleolus organization;SRP-dependent cotranslational protein targeting to membrane;positive regulation of respiratory burst involved in inflammatory response;positive regulation of cellular component movement;viral transcription"	"cytosolic small ribosomal subunit;nucleolus"	"structural constituent of ribosome;protein homodimerization activity"
"P49790"	"P49790"	"NU153_HUMAN"	"Nuclear pore complex protein Nup153"	"NUP153"	11	17	0.00190283516609356	11	17	0.00236210887997867	0	"negative regulation of RNA export from nucleus;nuclear pore complex assembly;cytokine-mediated signaling pathway;carbohydrate metabolic process;small molecule metabolic process;modulation by virus of host morphology or physiology;regulation of glucose transport;viral process;glucose transport;viral penetration into host nucleus;mRNA transport;protein transport;transmembrane transport;viral entry into host cell;mitotic nuclear envelope disassembly"	"nuclear membrane;cytoplasm;nuclear pore nuclear basket;nuclear inclusion body;nuclear periphery;nucleoplasm;nucleolus"	"structural constituent of nuclear pore;protein anchor;DNA binding;zinc ion binding;nucleocytoplasmic transporter activity"
"Q03252"	"Q03252"	"LMNB2_HUMAN"	"Lamin-B2"	"LMNB2"	11	19	0.00522813289507568	11	19	0.00649000993739239	0	""	"intermediate filament;nuclear lamina;nuclear inner membrane"	"structural molecule activity"
"P35908"	"P35908"	"K22E_HUMAN"	"Keratin, type II cytoskeletal 2 epidermal"	"KRT2"	10	17	0.00462347725885511	10	17	0.00573941289509685	1	"keratinization;keratinocyte proliferation;keratinocyte activation;keratinocyte migration"	"intermediate filament;keratin filament;Golgi apparatus"	"structural constituent of cytoskeleton"
"P38646"	"P38646"	"GRP75_HUMAN"	"Stress-70 protein, mitochondrial"	"HSPA9"	10	16	0.00389040196827583	10	16	0.00482940046500015	0	"protein targeting to mitochondrion;protein export from nucleus;cellular protein metabolic process;negative regulation of apoptotic process;protein folding"	"mitochondrial nucleoid;nucleolus;cell surface"	"ATP binding;unfolded protein binding"
"P49327"	"P49327"	"FAS_HUMAN"	"Fatty acid synthase"	"FASN"	10	15	0.000986254083206126	10	15	0.00122429917702177	0	"long-chain fatty-acyl-CoA biosynthetic process;fatty acid biosynthetic process;triglyceride biosynthetic process;energy reserve metabolic process;positive regulation of cellular metabolic process;pantothenate metabolic process;acetyl-CoA metabolic process;cellular response to interleukin-4;fatty acid metabolic process"	"melanosome;plasma membrane;mitochondrion;Golgi apparatus;glycogen granule;cytosol"	"enoyl-[acyl-carrier-protein] reductase (NADPH;enoyl-[acyl-carrier-protein] reductase (NADPH;drug binding;NADPH binding;oleoyl-[acyl-carrier-protein] hydrolase activity;3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity;[acyl-carrier-protein] S-malonyltransferase activity;palmitoyl-[acyl-carrier-protein] hydrolase activity;[acyl-carrier-protein] S-acetyltransferase activity;3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity;myristoyl-[acyl-carrier-protein] hydrolase activity;3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity;zinc ion binding;fatty acid synthase activity;3-oxoacyl-[acyl-carrier-protein] synthase activity"
"P17844"	"P17844"	"DDX5_HUMAN"	"Probable ATP-dependent RNA helicase DDX5"	"DDX5"	9	14	0.00407817669682742	9	14	0.00506249703671102	2	"positive regulation of intracellular estrogen receptor signaling pathway;transcription;circadian rhythm;cell growth;regulation of viral genome replication;regulation of alternative mRNA splicing;regulation of androgen receptor signaling pathway;in utero embryonic development;regulation of skeletal muscle cell differentiation;negative regulation of transcription from RNA polymerase II promoter;positive regulation of DNA damage response;intrinsic apoptotic signaling pathway by p53 class mediator;regulation of osteoblast differentiation;positive regulation of transcription from RNA polymerase II promoter;mRNA splicing"	"catalytic step 2 spliceosome;nucleolus"	"androgen receptor binding;ATP-dependent RNA helicase activity;transcription coactivator activity;estrogen receptor binding;RNA helicase activity;ATP binding;pre-mRNA binding"
"P22695"	"P22695"	"QCR2_HUMAN"	"Cytochrome b-c1 complex subunit 2, mitochondrial"	"UQCRC2"	9	14	0.00510239529669289	9	14	0.00633392395423446	0	"proteolysis;respiratory electron transport chain;small molecule metabolic process;aerobic respiration;oxidative phosphorylation"	"mitochondrial inner membrane;mitochondrial respiratory chain complex III"	"metalloendopeptidase activity;metal ion binding"
"P31930"	"P31930"	"QCR1_HUMAN"	"Cytochrome b-c1 complex subunit 1, mitochondrial"	"UQCRC1"	9	17	0.00584725389580832	9	17	0.0072585637457678	0	"aerobic respiration;mitochondrial electron transport;response to activity;respiratory electron transport chain;response to alkaloid;oxidative phosphorylation;small molecule metabolic process"	"mitochondrial respiratory chain complex III;mitochondrial respiratory chain"	"ubiquinol-cytochrome-c reductase activity;metal ion binding"
"P49411"	"P49411"	"EFTU_HUMAN"	"Elongation factor Tu, mitochondrial"	"TUFM"	8	13	0.00474842065458666	8	13	0.0058945129845902	0	"GTP catabolic process"	"mitochondrial nucleoid"	"GTPase activity;translation elongation factor activity;GTP binding"
"Q15233"	"Q15233"	"NONO_HUMAN"	"Non-POU domain-containing octamer-binding protein"	"NONO"	8	15	0.00554214013394691	8	15	0.00687980685755234	2	"regulation of transcription;DNA repair;transcription;DNA recombination;mRNA processing;RNA splicing"	"paraspeckles;nuclear speck;nuclear matrix;nucleolus"	"nucleotide binding;DNA binding;RNA binding"
"Q96CT7"	"Q96CT7"	"CC124_HUMAN"	"Coiled-coil domain-containing protein 124"	"CCDC124"	8	11	0.00814389358213346	8	11	0.0101095269263134	0	"cell cycle;cell division"	"microtubule organizing center;midbody;cytoplasm"	""
"P04075"	"P04075"	"ALDOA_HUMAN"	"Fructose-bisphosphate aldolase A"	"ALDOA"	7	11	0.00498925348575759	7	11	0.00619347391364802	0	"glycolysis;regulation of cell shape;platelet degranulation;fructose 1;striated muscle contraction;protein homotetramerization;fructose metabolic process;actin filament organization;ATP biosynthetic process;muscle cell cellular homeostasis;gluconeogenesis;platelet activation"	"extracellular vesicular exosome;actin cytoskeleton;platelet alpha granule lumen;I band;cytosol"	"identical protein binding;actin binding;fructose binding;fructose-bisphosphate aldolase activity;tubulin binding"
"P07900-1,P07900-2"	"P07900-[1,2]"	"HS90A_HUMAN"	"Heat shock protein HSP 90-alpha"	"HSP90AA1"	9	14	0.00260618617148409	9	14	0	19	"positive regulation of cardiac muscle contraction;response to unfolded protein;G2/M transition of mitotic cell cycle;chaperone-mediated protein complex assembly;neuron migration;positive regulation of lamellipodium assembly;skeletal muscle contraction;response to salt stress;positive regulation of protein import into nucleus;protein refolding;axon guidance;innate immune response;regulation of nitric-oxide synthase activity;Fc-gamma receptor signaling pathway involved in phagocytosis;protein import into mitochondrial outer membrane;cardiac muscle cell apoptotic process;response to heat;positive regulation of nitric oxide biosynthetic process;response to estrogen stimulus;positive regulation of cell size;nitric oxide metabolic process"	"apical plasma membrane;melanosome;extracellular region;brush border membrane;endocytic vesicle lumen;plasma membrane;basolateral plasma membrane;cell surface;neuron projection;protein complex;neuronal cell body;perinuclear region of cytoplasm;extracellular matrix;cytosol"	"TPR domain binding;GTP binding;ATPase activity;CTP binding;ATP binding;dATP binding;UTP binding;nitric-oxide synthase regulator activity;protein homodimerization activity;mRNA binding"
"P13796"	"P13796"	"PLSL_HUMAN"	"Plastin-2"	"LCP1"	7	9	0.00236984115112974	7	9	0.00294183275933173	0	"T cell activation involved in immune response;actin filament bundle assembly;regulation of intracellular protein transport;organ regeneration"	"cytosol;ruffle membrane;phagocytic cup;plasma membrane;cell junction;actin cytoskeleton;actin filament"	"actin binding;calcium ion binding"
"P14625"	"P14625"	"ENPL_HUMAN"	"Endoplasmin"	"HSP90B1"	7	11	0.00243560070537606	7	11	0.00302346422683689	2	"negative regulation of apoptotic process;innate immune response;regulation of phosphoprotein phosphatase activity;toll-like receptor signaling pathway;actin rod assembly;protein folding;cellular response to ATP;response to hypoxia;ER-associated protein catabolic process;activation of signaling protein activity involved in unfolded protein response;sequestering of calcium ion;protein transport"	"cytosol;perinuclear region of cytoplasm;plasma membrane;extracellular region;endocytic vesicle lumen;endoplasmic reticulum lumen;endoplasmic reticulum membrane;melanosome;midbody"	"protein phosphatase binding;calcium ion binding;virion binding;low-density lipoprotein particle receptor binding;RNA binding;ATP binding"
"P21796"	"P21796"	"VDAC1_HUMAN"	"Voltage-dependent anion-selective channel protein 1"	"VDAC1"	7	11	0.00641727303468467	7	11	0.00796616432709499	0	"behavioral fear response;apoptotic process;learning;neuron-neuron synaptic transmission;modulation by virus of host morphology or physiology"	"pore complex;mitochondrial nucleoid;mitochondrial outer membrane;mitochondrial inner membrane;plasma membrane"	"voltage-gated anion channel activity;porin activity"
"P33991"	"P33991"	"MCM4_HUMAN"	"DNA replication licensing factor MCM4"	"MCM4"	7	9	0.0017217733508208	7	9	0.00213734546941019	0	"DNA unwinding involved in DNA replication;DNA strand elongation involved in DNA replication;DNA replication initiation;G1/S transition of mitotic cell cycle"	"nucleoplasm;MCM complex"	"single-stranded DNA binding;ATP binding;DNA helicase activity"
"P55084"	"P55084"	"ECHB_HUMAN"	"Trifunctional enzyme subunit beta, mitochondrial"	"HADHB"	7	14	0.00487633980886472	7	14	0.0060533070701861	0	"cardiolipin acyl-chain remodeling;glycerophospholipid biosynthetic process;fatty acid beta-oxidation"	"endoplasmic reticulum;mitochondrial fatty acid beta-oxidation multienzyme complex;mitochondrial outer membrane;mitochondrial nucleoid;mitochondrial inner membrane"	"3-hydroxyacyl-CoA dehydrogenase activity;enoyl-CoA hydratase activity;acetyl-CoA C-acyltransferase activity;long-chain-3-hydroxyacyl-CoA dehydrogenase activity;NAD binding;long-chain-enoyl-CoA hydratase activity;fatty-acyl-CoA binding"
"P62263"	"P62263"	"RS14_HUMAN"	"40S ribosomal protein S14"	"RPS14"	7	14	0.0153071858900787	7	14	0.0190017718627034	0	"translational termination;translational elongation;nuclear-transcribed mRNA catabolic process;SRP-dependent cotranslational protein targeting to membrane;maturation of SSU-rRNA;negative regulation of transcription from RNA polymerase II promoter;viral transcription;erythrocyte differentiation;translational initiation;ribosomal small subunit assembly"	"cytosolic small ribosomal subunit;nucleolus;mitochondrion"	"structural constituent of ribosome;mRNA 5'-UTR binding;translation regulator activity"
"P82979"	"P82979"	"SARNP_HUMAN"	"SAP domain-containing ribonucleoprotein"	"SARNP"	7	10	0.00786185397755741	7	10	0.0097594134396878	0	"regulation of translation;regulation of transcription;transcription"	"nucleus"	"DNA binding;RNA binding;nucleic acid binding"
"Q06830"	"Q06830"	"PRDX1_HUMAN"	"Peroxiredoxin-1"	"PRDX1"	7	13	0.0136614527911525	7	13	0.0169588199369047	4	"hydrogen peroxide catabolic process;regulation of NF-kappaB import into nucleus;cell proliferation;removal of superoxide radicals;natural killer cell mediated cytotoxicity;skeletal system development;regulation of stress-activated MAPK cascade;erythrocyte homeostasis"	"cytosol;peroxisomal matrix;mitochondrial matrix;mitochondrion;nuclear euchromatin;melanosome;nucleolus;nucleus"	"thioredoxin peroxidase activity;heme binding"
"P00558"	"P00558"	"PGK1_HUMAN"	"Phosphoglycerate kinase 1"	"PGK1"	9	18	0.00712657267030384	9	18	0.00884666254245081	0	"glycolysis;small molecule metabolic process;gluconeogenesis"	"cytosol"	"ATP binding;phosphoglycerate kinase activity"
"P0C7P4,P47985"	"P0C7P4, P47985"	"UCRIL_HUMAN, UCRI_HUMAN"	"Cytochrome b-c1 complex subunit Rieske, mitochondrial, Putative cytochrome b-c1 complex subunit Rieske-like protein 1"	"UQCRFS1, UQCRFS1P1"	6	9	0.0026676667895123	6	9	0.00331154244183302	0	"response to hormone stimulus;respiratory electron transport chain;response to drug;response to antibiotic;small molecule metabolic process"	"membrane;mitochondrion;mitochondrial respiratory chain complex III;integral to membrane"	"metal ion binding;ubiquinol-cytochrome-c reductase activity;2 iron"
"P12270"	"P12270"	"TPR_HUMAN"	"Nucleoprotein TPR"	"TPR"	6	9	0.000628815235615044	6	9	0.000780587871392718	0	"MAPK import into nucleus;glucose transport;positive regulation of protein export from nucleus;RNA import into nucleus;mRNA export from nucleus in response to heat stress;cellular response to interferon-alpha;negative regulation of RNA export from nucleus;regulation of spindle assembly involved in mitosis;negative regulation of translational initiation;positive regulation of heterochromatin assembly;cell division;mitotic nuclear envelope disassembly;small molecule metabolic process;negative regulation of transcription from RNA polymerase II promoter;carbohydrate metabolic process;nuclear pore organization;regulation of mitotic sister chromatid separation;mitotic spindle assembly checkpoint;mitosis;cytokine-mediated signaling pathway;seryl-tRNA aminoacylation;positive regulation of protein import into nucleus;positive regulation of mitotic cell cycle spindle assembly checkpoint;viral process;response to epidermal growth factor stimulus;transmembrane transport;regulation of glucose transport"	"nuclear membrane;cytoplasmic dynein complex;nucleoplasm;nuclear periphery;nuclear pore nuclear basket;kinetochore;extrinsic to membrane;nuclear inclusion body;mitotic spindle"	"heat shock protein binding;chromatin binding;mitogen-activated protein kinase binding;dynein complex binding;tubulin binding;mRNA binding;serine-tRNA ligase activity;nucleocytoplasmic transporter activity;protein homodimerization activity;ATP binding"
"P13010"	"P13010"	"XRCC5_HUMAN"	"X-ray repair cross-complementing protein 5"	"XRCC5"	6	7	0.00157881493811604	6	7	0.00195988220715042	0	"transcription;DNA recombination;innate immune response;cell proliferation;double-strand break repair via nonhomologous end joining;negative regulation of apoptotic process;positive regulation of type I interferon production;establishment of integrated proviral latency;telomere maintenance;negative regulation of transcription;positive regulation of neurogenesis;hematopoietic stem cell differentiation"	"nucleoplasm;Ku70:Ku80 complex;cytosol;nuclear telomere cap complex;nonhomologous end joining complex"	"double-stranded DNA binding;ATP-dependent DNA helicase activity;ATP binding;damaged DNA binding;telomeric DNA binding;transcription regulatory region DNA binding"
"P23284"	"P23284"	"PPIB_HUMAN"	"Peptidyl-prolyl cis-trans isomerase B"	"PPIB"	6	8	0.00611477531587798	6	8	0.00759065489753495	0	"protein folding;extracellular matrix organization"	"endoplasmic reticulum lumen;melanosome"	"peptidyl-prolyl cis-trans isomerase activity;peptide binding;unfolded protein binding"
"P23396"	"P23396"	"RS3_HUMAN"	"40S ribosomal protein S3"	"RPS3"	6	11	0.00747361427496198	6	11	0.00927746709698717	0	"translational termination;negative regulation of DNA repair;translational initiation;activation of cysteine-type endopeptidase activity involved in apoptotic process;SRP-dependent cotranslational protein targeting to membrane;translational elongation;negative regulation of NF-kappaB transcription factor activity;nuclear-transcribed mRNA catabolic process;response to DNA damage stimulus;viral transcription;positive regulation of execution phase of apoptosis"	"ruffle membrane;nucleus;cytosolic small ribosomal subunit"	"iron-sulfur cluster binding;structural constituent of ribosome;DNA-(apurinic or apyrimidinic site) lyase activity;mRNA binding;endonuclease activity;damaged DNA binding"
"P23588"	"P23588"	"IF4B_HUMAN"	"Eukaryotic translation initiation factor 4B"	"EIF4B"	6	10	0.00270211020505246	6	10	0.0033542992182233	0	"nuclear-transcribed mRNA poly(A) tail shortening;insulin receptor signaling pathway;regulation of translational initiation"	"cytosol;eukaryotic translation initiation factor 4F complex"	"translation initiation factor activity;nucleotide binding"
"P31948"	"P31948"	"STIP1_HUMAN"	"Stress-induced-phosphoprotein 1"	"STIP1"	6	8	0.00243239681073599	6	8	0.00301948703106363	0	"response to stress"	"nucleus;Golgi apparatus;protein complex"	""
"P50552"	"P50552"	"VASP_HUMAN"	"Vasodilator-stimulated phosphoprotein"	"VASP"	6	10	0.0043447087770712	6	10	0.00539336005877483	0	"actin polymerization or depolymerization;neural tube closure;axon guidance;protein homotetramerization;T cell receptor signaling pathway;cell junction assembly"	"lamellipodium membrane;cytosol;tight junction;plasma membrane;actin cytoskeleton;filopodium membrane;focal adhesion"	""
"P55884-1,P55884-2"	"P55884-[1,2]"	"EIF3B_HUMAN"	"Eukaryotic translation initiation factor 3 subunit B"	"EIF3B"	6	10	0.00101412121332129	6	10	0	0	"regulation of translational initiation;formation of translation preinitiation complex"	"cytosol;eukaryotic 43S preinitiation complex;eukaryotic 48S preinitiation complex;eukaryotic translation initiation factor 3 complex"	"protein complex scaffold;nucleotide binding;translation initiation factor activity"
"P61604"	"P61604"	"CH10_HUMAN"	"10 kDa heat shock protein, mitochondrial"	"HSPE1"	6	8	0.0129489359630357	6	8	0.0160743280183093	0	"response to unfolded protein;activation of cysteine-type endopeptidase activity involved in apoptotic process;protein folding"	"mitochondrial matrix;mitochondrion"	"ATP binding;unfolded protein binding;chaperone binding"
"P61978-1,P61978-2,P61978-3"	"P61978-[1-3]"	"HNRPK_HUMAN"	"Heterogeneous nuclear ribonucleoprotein K"	"HNRNPK"	6	9	0.00106975550882531	6	9	0	0	"regulation of low-density lipoprotein particle clearance;positive regulation of receptor-mediated endocytosis;modulation by virus of host morphology or physiology;mRNA splicing;regulation of apoptotic process;regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter;positive regulation of low-density lipoprotein particle receptor biosynthetic process;signal transduction"	"cell projection;cell junction;podosome;catalytic step 2 spliceosome;cytoplasm;nuclear chromatin;nucleoplasm"	"RNA binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription;RNA polymerase II core promoter proximal region sequence-specific DNA binding;single-stranded DNA binding"
"P62826"	"P62826"	"RAN_HUMAN"	"GTP-binding nuclear protein Ran"	"RAN"	6	9	0.00687912223036273	6	9	0.00853948675972682	0	"mitosis;protein export from nucleus;positive regulation of transcription;viral infectious cycle;intracellular transport of viral material;RNA export from nucleus;cellular protein complex localization;small GTPase mediated signal transduction;actin cytoskeleton organization;protein import into nucleus;androgen receptor signaling pathway;cell division;DNA metabolic process;gene expression;positive regulation of protein binding;modulation by virus of host morphology or physiology;mitotic spindle organization"	"cytosol;nucleoplasm;melanosome;nuclear pore"	"GTPase activity;GTP binding;androgen receptor binding;chromatin binding;transcription coactivator activity"
"Q01518-1,Q01518-2"	"Q01518-[1,2]"	"CAP1_HUMAN"	"Adenylyl cyclase-associated protein 1"	"CAP1"	6	11	0.00191167186191133	6	11	0	0	"receptor-mediated endocytosis;axon guidance;activation of adenylate cyclase activity;ameboidal cell migration;platelet degranulation;signal transduction;platelet activation;actin cytoskeleton organization;establishment or maintenance of cell polarity"	"plasma membrane;cortical actin cytoskeleton"	""
"Q14566"	"Q14566"	"MCM6_HUMAN"	"DNA replication licensing factor MCM6"	"MCM6"	6	7	0.00140766447588421	6	7	0.00174742238201475	0	"DNA strand elongation involved in DNA replication;G1/S transition of mitotic cell cycle;DNA unwinding involved in DNA replication;DNA replication initiation"	"MCM complex;nucleoplasm"	"single-stranded DNA binding;DNA helicase activity;ATP binding"
"Q15056-1,Q15056-2"	"Q15056-[1,2]"	"IF4H_HUMAN"	"Eukaryotic translation initiation factor 4H"	"EIF4H"	6	9	0.00299574677773861	6	9	0	0	"regulation of translational initiation;modulation by virus of host morphology or physiology;sexual reproduction;developmental growth"	"perinuclear region of cytoplasm;eukaryotic translation initiation factor 4F complex;cytosol"	"translation initiation factor activity;nucleotide binding"
"Q9NX63"	"Q9NX63"	"CHCH3_HUMAN"	"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial"	"CHCHD3"	6	9	0.00654577269497071	6	9	0.00812567903128191	0	"mitochondrial fusion;inner mitochondrial membrane organization"	"mitochondrial inner membrane;nucleus"	"RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription;phosphatase binding;protein complex scaffold"
"Q9UHX1-1,Q9UHX1-2,Q9UHX1-3,Q9UHX1-4,Q9UHX1-5,Q9UHX1-6"	"Q9UHX1-[1-6]"	"PUF60_HUMAN"	"Poly(U)-binding-splicing factor PUF60"	"PUF60"	6	6	0.000295346929389455	6	6	0	0	"apoptotic process;mRNA processing;RNA splicing;transcription;regulation of transcription"	"nucleus;ribonucleoprotein complex"	"RNA binding;nucleotide binding;DNA binding"
