"";"accession";"name";"go_name"
"473";"P07900";"HS90A_HUMAN";"C:cytosol"
"477";"P07900";"HS90A_HUMAN";"C:neuron projection"
"478";"P07900";"HS90A_HUMAN";"C:protein complex"
"482";"P07900";"HS90A_HUMAN";"C:mitochondrion"
"483";"P07900";"HS90A_HUMAN";"C:apical plasma membrane"
"484";"P07900";"HS90A_HUMAN";"C:cell surface"
"489";"P08107";"HSP71_HUMAN";"C:ribonucleoprotein complex"
"490";"P08107";"HSP71_HUMAN";"C:mitochondrion"
"494";"P08107";"HSP71_HUMAN";"C:endoplasmic reticulum"
"495";"P08107";"HSP71_HUMAN";"C:perinuclear region of cytoplasm"
"498";"P08107";"HSP71_HUMAN";"C:cytosol"
"499";"P08107";"HSP71_HUMAN";"C:aggresome"
"501";"P08107";"HSP71_HUMAN";"C:nuclear speck"
"517";"P08195";"4F2_HUMAN";"C:apical plasma membrane"
"521";"P08195";"4F2_HUMAN";"C:integral component of membrane"
"522";"P08195";"4F2_HUMAN";"C:melanosome"
"524";"P08195";"4F2_HUMAN";"C:plasma membrane"
"527";"P08238";"HS90B_HUMAN";"C:mitochondrion"
"528";"P08238";"HS90B_HUMAN";"C:apical plasma membrane"
"532";"P08238";"HS90B_HUMAN";"C:melanosome"
"536";"P08238";"HS90B_HUMAN";"C:cytosol"
"537";"P08238";"HS90B_HUMAN";"C:inclusion body"
"541";"P08238";"HS90B_HUMAN";"C:cell surface"
"548";"P08238";"HS90B_HUMAN";"C:basolateral plasma membrane"
"549";"P08238";"HS90B_HUMAN";"C:brush border membrane"
"564";"P08575";"PTPRC_HUMAN";"C:integral component of plasma membrane"
"572";"P08575";"PTPRC_HUMAN";"C:focal adhesion"
"575";"P08575";"PTPRC_HUMAN";"C:external side of plasma membrane"
"587";"P08575";"PTPRC_HUMAN";"C:membrane raft"
"589";"P08729";"K2C7_HUMAN";"C:intermediate filament"
"592";"P08729";"K2C7_HUMAN";"C:Golgi apparatus"
"593";"P08729";"K2C7_HUMAN";"C:nucleus"
"594";"P08729";"K2C7_HUMAN";"C:keratin filament"
"597";"P08779";"K1C16_HUMAN";"C:intermediate filament"
"603";"P08865";"RSSA_HUMAN";"C:nucleus"
"605";"P08865";"RSSA_HUMAN";"C:cytosolic small ribosomal subunit"
"612";"P08865";"RSSA_HUMAN";"C:plasma membrane"
"613";"P08865";"RSSA_HUMAN";"C:90S preribosome"
"621";"P09211";"GSTP1_HUMAN";"C:TRAF2-GSTP1 complex"
"623";"P09211";"GSTP1_HUMAN";"C:nucleus"
"630";"P09211";"GSTP1_HUMAN";"C:mitochondrion"
"637";"P09211";"GSTP1_HUMAN";"C:cytosol"
"653";"P09429";"HMGB1_HUMAN";"C:condensed chromosome"
"671";"P09429";"HMGB1_HUMAN";"C:extracellular space"
"674";"P09429";"HMGB1_HUMAN";"C:nucleoplasm"
"678";"P09429";"HMGB1_HUMAN";"C:cell surface"
"686";"P09651";"ROA1_HUMAN";"C:nucleolus"
"687";"P09651";"ROA1_HUMAN";"C:catalytic step 2 spliceosome"
"688";"P09651";"ROA1_HUMAN";"C:intermediate filament cytoskeleton"
"691";"P09651";"ROA1_HUMAN";"C:cytoplasm"
"692";"P09651";"ROA1_HUMAN";"C:nucleoplasm"
"699";"P09874";"PARP1_HUMAN";"C:nucleoplasm"
"701";"P09874";"PARP1_HUMAN";"C:transcription factor complex"
"705";"P09874";"PARP1_HUMAN";"C:nuclear envelope"
"716";"P09874";"PARP1_HUMAN";"C:nucleolus"
"718";"P09972";"ALDOC_HUMAN";"C:cytoskeleton"
"725";"P09972";"ALDOC_HUMAN";"C:axon"
"730";"P09972";"ALDOC_HUMAN";"C:mitochondrion"
"734";"P09972";"ALDOC_HUMAN";"C:cytosol"
"738";"P0CG47";"UBB_HUMAN";"C:nucleoplasm"
"746";"P0CG47";"UBB_HUMAN";"C:plasma membrane"
"755";"P0CG47";"UBB_HUMAN";"C:endocytic vesicle membrane"
"756";"P0CG47";"UBB_HUMAN";"C:endosome membrane"
"784";"P0CG47";"UBB_HUMAN";"C:cytosol"
"791";"P10599";"THIO_HUMAN";"C:nucleoplasm"
"807";"P10599";"THIO_HUMAN";"C:extracellular region"
"809";"P10599";"THIO_HUMAN";"C:cytosol"
"810";"P10599";"THIO_HUMAN";"C:mitochondrion"
"812";"P10809";"CH60_HUMAN";"C:cell surface"
"813";"P10809";"CH60_HUMAN";"C:early endosome"
"817";"P10809";"CH60_HUMAN";"C:mitochondrial matrix"
"823";"P10809";"CH60_HUMAN";"C:plasma membrane"
"827";"P10809";"CH60_HUMAN";"C:secretory granule"
"829";"P10809";"CH60_HUMAN";"C:cytosol"
"831";"P10809";"CH60_HUMAN";"C:mitochondrial inner membrane"
"834";"P10809";"CH60_HUMAN";"C:coated pit"
"841";"P10809";"CH60_HUMAN";"C:lipopolysaccharide receptor complex"
"846";"P10809";"CH60_HUMAN";"C:extracellular space"
"849";"P10809";"CH60_HUMAN";"C:coated vesicle"
"863";"P11021";"GRP78_HUMAN";"C:nucleus"
"864";"P11021";"GRP78_HUMAN";"C:endoplasmic reticulum-Golgi intermediate compartment"
"866";"P11021";"GRP78_HUMAN";"C:endoplasmic reticulum lumen"
"870";"P11021";"GRP78_HUMAN";"C:endoplasmic reticulum chaperone complex"
"874";"P11021";"GRP78_HUMAN";"C:melanosome"
"876";"P11021";"GRP78_HUMAN";"C:cell surface"
"880";"P11021";"GRP78_HUMAN";"C:integral component of endoplasmic reticulum membrane"
"882";"P11021";"GRP78_HUMAN";"C:midbody"
"883";"P11142";"HSP7C_HUMAN";"C:nucleolus"
"885";"P11142";"HSP7C_HUMAN";"C:spliceosomal complex"
"887";"P11142";"HSP7C_HUMAN";"C:plasma membrane"
"888";"P11142";"HSP7C_HUMAN";"C:ribonucleoprotein complex"
"891";"P11142";"HSP7C_HUMAN";"C:melanosome"
"893";"P11142";"HSP7C_HUMAN";"C:extracellular vesicular exosome"
"896";"P11142";"HSP7C_HUMAN";"C:cytosol"
"899";"P11142";"HSP7C_HUMAN";"C:clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane"
"901";"P11142";"HSP7C_HUMAN";"C:Prp19 complex"
"908";"P11498";"PYC_HUMAN";"C:cytosol"
"911";"P11498";"PYC_HUMAN";"C:mitochondrial matrix"
"920";"P11498";"PYC_HUMAN";"C:mitochondrial inner membrane"
"923";"P11586";"C1TC_HUMAN";"C:cytosol"
"926";"P11586";"C1TC_HUMAN";"C:mitochondrion"
"939";"P11940";"PABP1_HUMAN";"C:cytoplasmic stress granule"
"947";"P11940";"PABP1_HUMAN";"C:cytosol"
"948";"P11940";"PABP1_HUMAN";"C:catalytic step 2 spliceosome"
"959";"P12236";"ADT3_HUMAN";"C:integral component of membrane"
"962";"P12236";"ADT3_HUMAN";"C:mitochondrial inner membrane presequence translocase complex"
"965";"P12956";"XRCC6_HUMAN";"C:nucleolus"
"970";"P12956";"XRCC6_HUMAN";"C:nuclear telomere cap complex"
"973";"P12956";"XRCC6_HUMAN";"C:Ku70:Ku80 complex"
"976";"P12956";"XRCC6_HUMAN";"C:transcription factor complex"
"979";"P12956";"XRCC6_HUMAN";"C:membrane"
"981";"P12956";"XRCC6_HUMAN";"C:cytosol"
"984";"P12956";"XRCC6_HUMAN";"C:nonhomologous end joining complex"
"987";"P12956";"XRCC6_HUMAN";"C:nucleoplasm"
"994";"P13639";"EF2_HUMAN";"C:polysome"
"997";"P13639";"EF2_HUMAN";"C:ribonucleoprotein complex"
"998";"P13639";"EF2_HUMAN";"C:cytosol"
"1000";"P13645";"K1C10_HUMAN";"C:keratin filament"
"1001";"P13645";"K1C10_HUMAN";"C:cytoplasm"
"1003";"P13645";"K1C10_HUMAN";"C:intermediate filament"
"1006";"P13646";"K1C13_HUMAN";"C:keratin filament"
"1007";"P13646";"K1C13_HUMAN";"C:extracellular vesicular exosome"
"1012";"P13647";"K2C5_HUMAN";"C:keratin filament"
"1013";"P13647";"K2C5_HUMAN";"C:mitochondrion"
"1015";"P13647";"K2C5_HUMAN";"C:cytosol"
"1016";"P13647";"K2C5_HUMAN";"C:plasma membrane"
"1019";"P13796";"PLSL_HUMAN";"C:actin cytoskeleton"
"1020";"P13796";"PLSL_HUMAN";"C:phagocytic cup"
"1021";"P13796";"PLSL_HUMAN";"C:actin filament"
"1022";"P13796";"PLSL_HUMAN";"C:cell junction"
"1023";"P13796";"PLSL_HUMAN";"C:ruffle membrane"
"1024";"P13796";"PLSL_HUMAN";"C:plasma membrane"
"1025";"P13796";"PLSL_HUMAN";"C:cytosol"
"1034";"P13804";"ETFA_HUMAN";"C:mitochondrial matrix"
"1042";"P14174";"MIF_HUMAN";"C:cytoplasm"
"1047";"P14174";"MIF_HUMAN";"C:cell surface"
"1051";"P14174";"MIF_HUMAN";"C:extracellular space"
"1052";"P14174";"MIF_HUMAN";"C:extracellular region"
"1077";"P14618";"KPYM_HUMAN";"C:cilium"
"1079";"P14618";"KPYM_HUMAN";"C:cytosol"
"1081";"P14618";"KPYM_HUMAN";"C:nucleus"
"1083";"P14618";"KPYM_HUMAN";"C:plasma membrane"
"1086";"P14618";"KPYM_HUMAN";"C:extracellular vesicular exosome"
"1087";"P14618";"KPYM_HUMAN";"C:mitochondrion"
"1089";"P14625";"ENPL_HUMAN";"C:midbody"
"1091";"P14625";"ENPL_HUMAN";"C:extracellular region"
"1092";"P14625";"ENPL_HUMAN";"C:melanosome"
"1094";"P14625";"ENPL_HUMAN";"C:plasma membrane"
"1095";"P14625";"ENPL_HUMAN";"C:endoplasmic reticulum lumen"
"1097";"P14625";"ENPL_HUMAN";"C:endoplasmic reticulum membrane"
"1104";"P14625";"ENPL_HUMAN";"C:cytosol"
"1109";"P14625";"ENPL_HUMAN";"C:endocytic vesicle lumen"
"1115";"P14625";"ENPL_HUMAN";"C:perinuclear region of cytoplasm"
"1118";"P15531";"NDKA_HUMAN";"C:cytosol"
"1129";"P15531";"NDKA_HUMAN";"C:nucleus"
"1136";"P15531";"NDKA_HUMAN";"C:perinuclear region of cytoplasm"
"1141";"P15531";"NDKA_HUMAN";"C:centrosome"
"1144";"P15531";"NDKA_HUMAN";"C:ruffle membrane"
"1155";"P15880";"RS2_HUMAN";"C:nucleoplasm"
"1158";"P15880";"RS2_HUMAN";"C:cytosolic small ribosomal subunit"
"1172";"P16070";"CD44_HUMAN";"C:cell surface"
"1175";"P16070";"CD44_HUMAN";"C:basolateral plasma membrane"
"1181";"P16070";"CD44_HUMAN";"C:integral component of plasma membrane"
"1188";"P16070";"CD44_HUMAN";"C:external side of plasma membrane"
"1190";"P16150";"LEUK_HUMAN";"C:uropod"
"1191";"P16150";"LEUK_HUMAN";"C:extracellular space"
"1192";"P16150";"LEUK_HUMAN";"C:basement membrane"
"1207";"P16150";"LEUK_HUMAN";"C:external side of plasma membrane"
"1211";"P16150";"LEUK_HUMAN";"C:cell surface"
"1212";"P16150";"LEUK_HUMAN";"C:integral component of plasma membrane"
"1214";"P16402";"H13_HUMAN";"C:nucleosome"
"1217";"P16402";"H13_HUMAN";"C:nuclear chromatin"
"1221";"P17844";"DDX5_HUMAN";"C:catalytic step 2 spliceosome"
"1235";"P17844";"DDX5_HUMAN";"C:nucleolus"
"1244";"P17987";"TCPA_HUMAN";"C:chaperonin-containing T-complex"
"1245";"P17987";"TCPA_HUMAN";"C:cell junction"
"1247";"P17987";"TCPA_HUMAN";"C:pericentriolar material"
"1248";"P17987";"TCPA_HUMAN";"C:nuclear heterochromatin"
"1249";"P17987";"TCPA_HUMAN";"C:cell body"
"1250";"P17987";"TCPA_HUMAN";"C:microtubule"
"1251";"P17987";"TCPA_HUMAN";"C:nucleus"
"1252";"P17987";"TCPA_HUMAN";"C:zona pellucida receptor complex"
"1256";"P17987";"TCPA_HUMAN";"C:plasma membrane"
"1257";"P17987";"TCPA_HUMAN";"C:cytosol"
"1258";"P17987";"TCPA_HUMAN";"C:acrosomal vesicle"
"1260";"P17987";"TCPA_HUMAN";"C:Golgi apparatus"
"1261";"P17987";"TCPA_HUMAN";"C:centrosome"
"1264";"P18077";"RL35A_HUMAN";"C:cytosolic large ribosomal subunit"
"1273";"P18124";"RL7_HUMAN";"C:cytosolic large ribosomal subunit"
"1294";"P18669";"PGAM1_HUMAN";"C:cytosol"
"1298";"P19013";"K2C4_HUMAN";"C:keratin filament"
"1301";"P19013";"K2C4_HUMAN";"C:intermediate filament"
"1304";"P19338";"NUCL_HUMAN";"C:nucleoplasm"
"1305";"P19338";"NUCL_HUMAN";"C:ribonucleoprotein complex"
"1306";"P19338";"NUCL_HUMAN";"C:cell cortex"
"1308";"P19338";"NUCL_HUMAN";"C:nucleolus"
"1312";"P20700";"LMNB1_HUMAN";"C:lamin filament"
"1313";"P20700";"LMNB1_HUMAN";"C:nuclear envelope"
"1314";"P20700";"LMNB1_HUMAN";"C:nucleoplasm"
"1315";"P20700";"LMNB1_HUMAN";"C:nuclear inner membrane"
"1316";"P21333";"FLNA_HUMAN";"C:extracellular vesicular exosome"
"1321";"P21333";"FLNA_HUMAN";"C:plasma membrane"
"1324";"P21333";"FLNA_HUMAN";"C:actin filament"
"1325";"P21333";"FLNA_HUMAN";"C:cortical cytoskeleton"
"1326";"P21333";"FLNA_HUMAN";"C:Myb complex"
"1333";"P21333";"FLNA_HUMAN";"C:actin cytoskeleton"
"1338";"P21333";"FLNA_HUMAN";"C:trans-Golgi network"
"1339";"P21333";"FLNA_HUMAN";"C:apical dendrite"
"1340";"P21333";"FLNA_HUMAN";"C:cytosol"
"1343";"P21333";"FLNA_HUMAN";"C:dendritic shaft"
"1344";"P21333";"FLNA_HUMAN";"C:perinuclear region of cytoplasm"
"1352";"P21333";"FLNA_HUMAN";"C:neuronal cell body"
"1353";"P21333";"FLNA_HUMAN";"C:nucleus"
"1357";"P21796";"VDAC1_HUMAN";"C:mitochondrial nucleoid"
"1359";"P21796";"VDAC1_HUMAN";"C:plasma membrane"
"1361";"P21796";"VDAC1_HUMAN";"C:pore complex"
"1364";"P21796";"VDAC1_HUMAN";"C:mitochondrial outer membrane"
"1367";"P21796";"VDAC1_HUMAN";"C:mitochondrial inner membrane"
"1373";"P23396";"RS3_HUMAN";"C:nucleus"
"1382";"P23396";"RS3_HUMAN";"C:ruffle membrane"
"1388";"P23396";"RS3_HUMAN";"C:cytosolic small ribosomal subunit"
"1394";"P23528";"COF1_HUMAN";"C:cytoplasm"
"1400";"P23528";"COF1_HUMAN";"C:cortical actin cytoskeleton"
"1412";"P23528";"COF1_HUMAN";"C:ruffle membrane"
"1413";"P23528";"COF1_HUMAN";"C:nuclear matrix"
"1415";"P23528";"COF1_HUMAN";"C:nucleus"
"1418";"P23528";"COF1_HUMAN";"C:lamellipodium membrane"
"1428";"P24752";"THIL_HUMAN";"C:mitochondrial matrix"
"1436";"P24752";"THIL_HUMAN";"C:mitochondrial inner membrane"
"1437";"P25705";"ATPA_HUMAN";"C:proton-transporting ATP synthase complex, catalytic core F(1)"
"1439";"P25705";"ATPA_HUMAN";"C:mitochondrial matrix"
"1443";"P25705";"ATPA_HUMAN";"C:plasma membrane"
"1446";"P25705";"ATPA_HUMAN";"C:mitochondrial proton-transporting ATP synthase complex"
"1451";"P26038";"MOES_HUMAN";"C:basolateral plasma membrane"
"1452";"P26038";"MOES_HUMAN";"C:plasma membrane"
"1454";"P26038";"MOES_HUMAN";"C:cytoskeleton"
"1456";"P26038";"MOES_HUMAN";"C:microvillus"
"1457";"P26038";"MOES_HUMAN";"C:cytoplasm"
"1458";"P26038";"MOES_HUMAN";"C:apical part of cell"
"1459";"P26038";"MOES_HUMAN";"C:extrinsic component of membrane"
"1461";"P26038";"MOES_HUMAN";"C:filopodium"
"1463";"P26038";"MOES_HUMAN";"C:uropod"
"1464";"P26038";"MOES_HUMAN";"C:nucleolus"
"1465";"P26038";"MOES_HUMAN";"C:extracellular vesicular exosome"
"1468";"P26038";"MOES_HUMAN";"C:apical plasma membrane"
"1469";"P26038";"MOES_HUMAN";"C:microvillus membrane"
"1470";"P26373";"RL13_HUMAN";"C:cytosolic large ribosomal subunit"
"1480";"P26641";"EF1G_HUMAN";"C:eukaryotic translation elongation factor 1 complex"
"1482";"P26641";"EF1G_HUMAN";"C:cytosol"
"1485";"P27348";"1433T_HUMAN";"C:cytoplasmic vesicle membrane"
"1488";"P27348";"1433T_HUMAN";"C:extracellular vesicular exosome"
"1489";"P27348";"1433T_HUMAN";"C:protein complex"
"1490";"P27348";"1433T_HUMAN";"C:cytosol"
"1497";"P27635";"RL10_HUMAN";"C:cytosolic large ribosomal subunit"
"1498";"P27635";"RL10_HUMAN";"C:endoplasmic reticulum"
"1501";"P27797";"CALR_HUMAN";"C:perinuclear region of cytoplasm"
"1504";"P27797";"CALR_HUMAN";"C:MHC class I peptide loading complex"
"1510";"P27797";"CALR_HUMAN";"C:Golgi apparatus"
"1511";"P27797";"CALR_HUMAN";"C:endocytic vesicle lumen"
"1512";"P27797";"CALR_HUMAN";"C:cytosol"
"1518";"P27797";"CALR_HUMAN";"C:integral component of lumenal side of endoplasmic reticulum membrane"
"1520";"P27797";"CALR_HUMAN";"C:sarcoplasmic reticulum lumen"
"1523";"P27797";"CALR_HUMAN";"C:cell surface"
"1524";"P27797";"CALR_HUMAN";"C:proteinaceous extracellular matrix"
"1525";"P27797";"CALR_HUMAN";"C:endoplasmic reticulum lumen"
"1528";"P27797";"CALR_HUMAN";"C:external side of plasma membrane"
"1533";"P27797";"CALR_HUMAN";"C:extracellular space"
"1536";"P27797";"CALR_HUMAN";"C:polysome"
"1544";"P27797";"CALR_HUMAN";"C:nucleus"
"1545";"P27797";"CALR_HUMAN";"C:acrosomal vesicle"
"1564";"P27816";"MAP4_HUMAN";"C:microtubule"
"1565";"P27816";"MAP4_HUMAN";"C:microtubule associated complex"
"1566";"P27816";"MAP4_HUMAN";"C:plasma membrane"
"1571";"P27816";"MAP4_HUMAN";"C:cytoplasm"
"1572";"P27816";"MAP4_HUMAN";"C:mitotic spindle"
"1579";"P27824";"CALX_HUMAN";"C:ribosome"
"1580";"P27824";"CALX_HUMAN";"C:integral component of lumenal side of endoplasmic reticulum membrane"
"1582";"P27824";"CALX_HUMAN";"C:endoplasmic reticulum lumen"
"1583";"P27824";"CALX_HUMAN";"C:axon"
"1587";"P27824";"CALX_HUMAN";"C:protein complex"
"1589";"P27824";"CALX_HUMAN";"C:neuronal cell body"
"1590";"P27824";"CALX_HUMAN";"C:melanosome"
