"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5767"	"peptide.count.P5768"	"spectra.count.P5767"	"spectra.count.P5768"	"dNSAF.P5767"	"dNSAF.P5768"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P08575-1,P08575-2"	"P08575-[1,2]"	"PTPRC_HUMAN"	"Receptor-type tyrosine-protein phosphatase C"	"PTPRC"	11	26	0.00133114774775499	7	8	11	15	0	0	0	""	""	""
"Q00839-1,Q00839-2"	"Q00839-[1,2]"	"HNRPU_HUMAN"	"Heterogeneous nuclear ribonucleoprotein U"	"HNRNPU"	10	34	0.002751411027714	9	8	16	18	0	0	0	""	""	""
"P10809"	"P10809"	"CH60_HUMAN"	"60 kDa heat shock protein, mitochondrial"	"HSPD1"	9	29	0.00675777731629785	8	7	13	16	0.00630658168612213	0.00955302475338428	0	""	""	""
"P22314"	"P22314"	"UBA1_HUMAN"	"Ubiquitin-like modifier-activating enzyme 1"	"UBA1"	9	19	0.00239788545865767	7	9	9	10	0.00236462423697338	0.00323362664442887	0	""	""	""
"P25705"	"P25705"	"ATPA_HUMAN"	"ATP synthase subunit alpha, mitochondrial"	"ATP5A1"	9	23	0.00555345434005671	6	7	9	14	0.00452400080057474	0.00866120756912847	0	""	""	""
"P62269"	"P62269"	"RS18_HUMAN"	"40S ribosomal protein S18"	"RPS18"	9	23	0.0202043437503379	9	5	14	9	0.0256029343552994	0.0202569690185867	0	""	""	""
"P05166-1,P05166-2"	"P05166-[1,2]"	"PCCB_HUMAN"	"Propionyl-CoA carboxylase beta chain, mitochondrial"	"PCCB"	8	16	0.00198180866341945	8	4	12	4	0	0	0	""	""	""
"P13647"	"P13647"	"K2C5_HUMAN"	"Keratin, type II cytoskeletal 5"	"KRT5"	8	29	0.00827924297449011	8	8	14	15	0.00903455052235244	0.00990836640903486	14	""	""	""
"P23396"	"P23396"	"RS3_HUMAN"	"40S ribosomal protein S3"	"RPS3"	8	20	0.0109896591520893	8	5	11	9	0.0125832175902589	0.0126710258881694	0	""	""	""
"P40926"	"P40926"	"MDHM_HUMAN"	"Malate dehydrogenase, mitochondrial"	"MDH2"	8	12	0.00474050977625628	5	4	7	5	0.00575687281361763	0.00506091270681323	0	""	""	""
"Q06830"	"Q06830"	"PRDX1_HUMAN"	"Peroxiredoxin-1"	"PRDX1"	9	39	0.0286602894836092	9	8	19	20	0.0291943294543845	0.037509478188825	4	""	""	""
"P07195"	"P07195"	"LDHB_HUMAN"	"L-lactate dehydrogenase B chain"	"LDHB"	7	27	0.011564877089958	6	6	13	14	0.0116516347964237	0.0152962803536225	4	""	""	""
"P07814"	"P07814"	"SYEP_HUMAN"	"Bifunctional glutamate/proline--tRNA ligase"	"EPRS"	7	17	0.00150126593774077	7	4	11	6	0.00202230282700589	0.00135760991658958	0	""	""	""
"P13796"	"P13796"	"PLSL_HUMAN"	"Plastin-2"	"LCP1"	9	25	0.00532393774712461	9	6	16	9	0.00709345367419552	0.00491078036814222	0	""	""	""
"P35579-1"	"P35579-1"	"MYH9_HUMAN"	"Myosin-9"	"MYH9"	25	50	0.00340623364025217	18	14	28	22	0	0	0	""	""	""
"P61978-1,P61978-2,P61978-3"	"P61978-[1-3]"	"HNRPK_HUMAN"	"Heterogeneous nuclear ribonucleoprotein K"	"HNRNPK"	7	18	0.00173033726174365	6	3	13	5	0	0	0	""	""	""
"Q9HCC0-1,Q9HCC0-2"	"Q9HCC0-[1,2]"	"MCCB_HUMAN"	"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"	"MCCC2"	7	11	0.00130441202990829	7	0	11	0	0	0	0	""	""	""
"P04406"	"P04406"	"G3P_HUMAN"	"Glyceraldehyde-3-phosphate dehydrogenase"	"GAPDH"	6	33	0.0131531457821797	5	6	11	22	0.0091275279833818	0.0224674309778288	0	""	""	""
"P06733-1"	"P06733-1"	"ENOA_HUMAN"	"Alpha-enolase"	"ENO1"	16	41	0.0126140523193855	11	13	16	25	0	0	0	""	""	""
"P07900-1,P07900-2"	"P07900-[1,2]"	"HS90A_HUMAN"	"Heat shock protein HSP 90-alpha"	"HSP90AA1"	7	14	0.00246568440783734	5	4	8	6	0	0	27	""	""	""
"P15880"	"P15880"	"RS2_HUMAN"	"40S ribosomal protein S2"	"RPS2"	6	12	0.00546857441766083	5	2	10	2	0.00948719166749272	0.00233527439577184	0	""	""	""
"P26373"	"P26373"	"RL13_HUMAN"	"60S ribosomal protein L13"	"RPL13"	6	23	0.0145547879149353	6	4	12	11	0.0158089885795756	0.0178355198520679	0	""	""	""
"P46781"	"P46781"	"RS9_HUMAN"	"40S ribosomal protein S9"	"RPS9"	6	15	0.0103240483529293	5	4	7	8	0.0100300155206328	0.0141079463497144	0	""	""	""
"P62241"	"P62241"	"RS8_HUMAN"	"40S ribosomal protein S8"	"RPS8"	6	13	0.00834527241861782	3	5	5	8	0.00668208451580617	0.0131583730377144	0	""	""	""
"P62424"	"P62424"	"RL7A_HUMAN"	"60S ribosomal protein L7a"	"RPL7A"	6	11	0.00552168400630352	4	5	4	7	0.00418007091515093	0.00900309734159407	0	""	""	""
"P62937"	"P62937"	"PPIA_HUMAN"	"Peptidyl-prolyl cis-trans isomerase A"	"PPIA"	8	29	0.0234679175893253	8	6	15	14	0.0252704287143215	0.0290281683983518	0	""	""	""
"Q02878"	"Q02878"	"RL6_HUMAN"	"60S ribosomal protein L6"	"RPL6"	6	12	0.00556351494574522	5	4	8	4	0.00772151988493158	0.00475163470806354	0	""	""	""
"Q9UQ80"	"Q9UQ80"	"PA2G4_HUMAN"	"Proliferation-associated protein 2G4"	"PA2G4"	6	12	0.00406673173699143	6	2	10	2	0.00705519583394763	0.00173663806589124	0	""	""	""
"136429"	"136429"	"136429"	"trypsin [Sus scrofa]"	""	5	117	0.0676292206391886	5	3	66	51	0.0794213473878677	0.0755324789957113	0	""	""	""
"O15427"	"O15427"	"MOT4_HUMAN"	"Monocarboxylate transporter 4"	"SLC16A3"	5	12	0.00344578990188091	5	2	10	2	0.00597795087865671	0.00147147397411	0	""	""	""
"P07737"	"P07737"	"PROF1_HUMAN"	"Profilin-1"	"PFN1"	5	9	0.00858370877343547	5	0	9	0	0.0178698031622702	0	0	""	""	""
"P14625"	"P14625"	"ENPL_HUMAN"	"Endoplasmin"	"HSP90B1"	5	9	0.00174595985844059	3	4	4	5	0.00163644121188633	0.00245797752883831	4	""	""	""
"P23528"	"P23528"	"COF1_HUMAN"	"Cofilin-1"	"CFL1"	5	10	0.00804363606613766	4	2	7	3	0.0117218253674865	0.00618284998157665	0	""	""	""
"P27348"	"P27348"	"1433T_HUMAN"	"14-3-3 protein theta"	"YWHAQ"	5	11	0.00820077640208923	3	3	6	5	0.00965047160424391	0.00915416972328975	11	""	""	""
"P30101"	"P30101"	"PDIA3_HUMAN"	"Protein disulfide-isomerase A3"	"PDIA3"	5	7	0.00185083269482217	4	2	5	2	0.00275222490948056	0.00135492158012109	0	""	""	""
"P38646"	"P38646"	"GRP75_HUMAN"	"Stress-70 protein, mitochondrial"	"HSPA9"	5	9	0.00176983686050216	5	2	7	2	0.00286571872018079	0.00100771045355103	0	""	""	""
"P60174-1,P60174-3"	"P60174-[1,3]"	"TPIS_HUMAN"	"Triosephosphate isomerase"	"TPI1"	5	14	0.0032680787093888	4	4	7	7	0	0	0	""	""	""
"P60709,P63261"	"P63261, P60709"	"ACTB_HUMAN, ACTG_HUMAN"	"Actin, cytoplasmic 1, Actin, cytoplasmic 2"	"ACTB, ACTG1"	13	72	0.0206802526751285	12	8	37	35	0.0203943159053085	0.0279396120834136	46	""	""	""
"P61604"	"P61604"	"CH10_HUMAN"	"10 kDa heat shock protein, mitochondrial"	"HSPE1"	5	13	0.0170178104222795	5	3	10	3	0.0272524231232879	0.0100622852641345	0	""	""	""
"P62701"	"P62701"	"RS4X_HUMAN"	"40S ribosomal protein S4, X isoform"	"RPS4X"	8	20	0.0101539436272156	7	6	10	10	0.010569380831085	0.0130082775277785	0	""	""	""
"P62829"	"P62829"	"RL23_HUMAN"	"60S ribosomal protein L23"	"RPL23"	5	21	0.0200286538046828	5	5	11	10	0.0218408705316636	0.0244369784986125	0	""	""	""
"P62917"	"P62917"	"RL8_HUMAN"	"60S ribosomal protein L8"	"RPL8"	5	16	0.00831280054150258	4	4	7	9	0.00757129576265664	0.0119807754506816	0	""	""	""
"Q16555"	"Q16555"	"DPYL2_HUMAN"	"Dihydropyrimidinase-related protein 2"	"DPYSL2"	5	9	0.00210090774174994	3	4	3	6	0.00145790934890317	0.00358864719210393	0	""	""	""
"Q8NC51-1,Q8NC51-2,Q8NC51-3,Q8NC51-4"	"Q8NC51-[1-4]"	"PAIRB_HUMAN"	"Plasminogen activator inhibitor 1 RNA-binding protein"	"SERBP1"	5	7	0.000572714773826713	4	2	5	2	0	0	0	""	""	""
"P00387-1,P00387-2,P00387-3"	"P00387-[1-3]"	"NB5R3_HUMAN"	"NADH-cytochrome b5 reductase 3"	"CYB5R3"	4	4	0.000591470027454641	4	0	4	0	0	0	0	""	""	""
"P07437"	"P07437"	"TBB5_HUMAN"	"Tubulin beta chain"	"TUBB"	4	12	0.0166404230809677	4	2	8	4	0.0224815750949482	0.0150804777221167	63	""	""	""
"P0CG47,P0CG48,P62979,P62987"	"P0CG47, P62979, P62987, P0CG48"	"RL40_HUMAN, RS27A_HUMAN, UBB_HUMAN, UBC_HUMAN"	"Polyubiquitin-B, Polyubiquitin-C, Ubiquitin-40S ribosomal protein S27a, Ubiquitin-60S ribosomal protein L40"	"RPS27A, UBA52, UBB, UBC"	4	11	0.00122601664914586	3	4	5	6	0.00116016158538204	0.00171344423529503	0	""	""	""
"P10599"	"P10599"	"THIO_HUMAN"	"Thioredoxin"	"TXN"	4	10	0.0127166055902748	4	3	7	3	0.0185316477238358	0.00977479139944499	0	""	""	""
"P11021"	"P11021"	"GRP78_HUMAN"	"78 kDa glucose-regulated protein"	"HSPA5"	4	5	0.00121423324699999	2	3	2	3	0.000963418994817151	0.00199735103658384	5	""	""	""
"P17844"	"P17844"	"DDX5_HUMAN"	"Probable ATP-dependent RNA helicase DDX5"	"DDX5"	4	6	0.00188470864611564	4	1	5	1	0.00301818366837716	0.000928658249132939	4	""	""	""
"P21333-1,P21333-2"	"P21333-[1,2]"	"FLNA_HUMAN"	"Filamin-A"	"FLNA"	4	4	0.000100887312956468	4	0	4	0	0	0	0	""	""	""
"P24752"	"P24752"	"THIL_HUMAN"	"Acetyl-CoA acetyltransferase, mitochondrial"	"ACAT1"	4	8	0.00250162732923438	3	3	5	3	0.00325497325360113	0.00240363722937172	0	""	""	""
"P30041"	"P30041"	"PRDX6_HUMAN"	"Peroxiredoxin-6"	"PRDX6"	4	11	0.00655699975748543	4	2	7	4	0.00868670987054803	0.00610924462465312	0	""	""	""
"P30086"	"P30086"	"PEBP1_HUMAN"	"Phosphatidylethanolamine-binding protein 1"	"PEBP1"	4	10	0.00714034003732006	3	3	5	5	0.00743247903362398	0.00914753205830413	0	""	""	""
"P42166-1,P42167-1,P42167-2"	"P42166-1, P42167-[1,2]"	"LAP2A_HUMAN, LAP2B_HUMAN"	"Lamina-associated polypeptide 2, isoform alpha, Lamina-associated polypeptide 2, isoforms beta/gamma"	"TMPO"	4	11	0.000916833923643406	3	3	8	3	0	0	0	""	""	""
"P45880-1,P45880-2,P45880-3"	"P45880-[1-3]"	"VDAC2_HUMAN"	"Voltage-dependent anion-selective channel protein 2"	"VDAC2"	4	13	0.00196804610325681	4	4	8	5	0	0	0	""	""	""
"P49411"	"P49411"	"EFTU_HUMAN"	"Elongation factor Tu, mitochondrial"	"TUFM"	4	9	0.00265867085902869	3	3	6	3	0.00368992985651598	0.00227069269234895	0	""	""	""
"P62258-1,P62258-2"	"P62258-[1,2]"	"1433E_HUMAN"	"14-3-3 protein epsilon"	"YWHAE"	4	4	0.00118504590794821	4	0	4	0	0	0	5	""	""	""
"P62280"	"P62280"	"RS11_HUMAN"	"40S ribosomal protein S11"	"RPS11"	4	8	0.00676072702267773	2	4	2	6	0.00351866728933591	0.0129918113536927	0	""	""	""
"P62826"	"P62826"	"RAN_HUMAN"	"GTP-binding nuclear protein Ran"	"RAN"	4	10	0.00618168327305024	3	4	4	6	0.00514767992328772	0.00950326941612707	0	""	""	""
"P63104"	"P63104"	"1433Z_HUMAN"	"14-3-3 protein zeta/delta"	"YWHAZ"	4	12	0.00805448763101314	3	4	6	6	0.0086031571331951	0.0100540711537148	8	""	""	""
"Q07020"	"Q07020"	"RL18_HUMAN"	"60S ribosomal protein L18"	"RPL18"	4	12	0.00852283140624799	2	4	4	8	0.00591435565654334	0.0145581999566202	0	""	""	""
"Q86UE4"	"Q86UE4"	"LYRIC_HUMAN"	"Protein LYRIC"	"MTDH"	4	11	0.00252365626404938	2	3	6	5	0.00286571872018079	0.00293915548952384	0	""	""	""
"Q9Y490"	"Q9Y490"	"TLN1_HUMAN"	"Talin-1"	"TLN1"	6	8	0.000420383655876852	6	0	8	0	0.000875166362400746	0	0	""	""	""
"O43175"	"O43175"	"SERA_HUMAN"	"D-3-phosphoglycerate dehydrogenase"	"PHGDH"	3	11	0.00275566218701076	3	3	6	5	0.0031291712854507	0.00320935927749132	0	""	""	""
"P06576"	"P06576"	"ATPB_HUMAN"	"ATP synthase subunit beta, mitochondrial"	"ATP5B"	3	3	0.000757226986944528	3	0	3	0	0.00157641615798225	0	0	""	""	""
"P08195-1,P08195-2,P08195-3,P08195-4"	"P08195-[1-4]"	"4F2_HUMAN"	"4F2 cell-surface antigen heavy chain"	"SLC3A2"	3	5	0.000264929283130724	3	2	3	2	0	0	0	""	""	""
"P08238"	"P08238"	"HS90B_HUMAN"	"Heat shock protein HSP 90-beta"	"HSP90AB1"	5	15	0.00580305664468567	4	3	7	8	0.00514716282836825	0.0086822414045219	31	""	""	""
"P09429"	"P09429"	"HMGB1_HUMAN"	"High mobility group protein B1"	"HMGB1"	5	7	0.00434730470179161	4	2	5	2	0.00646452827575667	0.00318249022307511	0	""	""	""
"P11586"	"P11586"	"C1TC_HUMAN"	"C-1-tetrahydrofolate synthase, cytoplasmic"	"MTHFD1"	3	3	0.000428420402239204	3	0	3	0	0.000891897484034878	0	0	""	""	""
"P15531-1,P15531-2,P22392-1,P22392-2"	"P15531-[1,2], P22392-[1,2]"	"NDKA_HUMAN, NDKB_HUMAN"	"Nucleoside diphosphate kinase A, Nucleoside diphosphate kinase B"	"NME1, NME2"	3	3	0.00065883729620667	3	0	3	0	0	0	0	""	""	""
"P17987"	"P17987"	"TCPA_HUMAN"	"T-complex protein 1 subunit alpha"	"TCP1"	3	4	0.000960606897107088	2	2	2	2	0.000999909049847255	0.0012306392049661	0	""	""	""
"P18669"	"P18669"	"PGAM1_HUMAN"	"Phosphoglycerate mutase 1"	"PGAM1"	3	4	0.00210274580626591	3	0	4	0	0.00437755458043365	0	0	""	""	""
"P20700"	"P20700"	"LMNB1_HUMAN"	"Lamin-B1"	"LMNB1"	3	3	0.000683571802207603	3	0	3	0	0.00142307875012391	0	0	""	""	""
"P27635"	"P27635"	"RL10_HUMAN"	"60S ribosomal protein L10"	"RPL10"	3	8	0.00499156481113589	3	2	5	3	0.00649473635181161	0.00479604250907348	0	""	""	""
"P29966"	"P29966"	"MARCS_HUMAN"	"Myristoylated alanine-rich C-kinase substrate"	"MARCKS"	3	4	0.00160872721322753	3	0	4	0	0.003349092962139	0	0	""	""	""
"P31946-1,P31946-2"	"P31946-[1,2]"	"1433B_HUMAN"	"14-3-3 protein beta/alpha"	"YWHAB"	3	7	0.00259873088129768	2	2	3	4	0	0	11	""	""	""
"P36578"	"P36578"	"RL4_HUMAN"	"60S ribosomal protein L4"	"RPL4"	3	11	0.00343973757769728	3	2	4	7	0.00260397860288091	0.00560848686853401	0	""	""	""
"P39023"	"P39023"	"RL3_HUMAN"	"60S ribosomal protein L3"	"RPL3"	3	5	0.00165662976051967	2	3	2	3	0.00137952712584386	0.0025467818782673	0	""	""	""
"P48735"	"P48735"	"IDHP_HUMAN"	"Isocitrate dehydrogenase [NADP], mitochondrial"	"IDH2"	3	5	0.00147703936612705	0	3	0	5	0	0.00378448782058158	0	""	""	""
"P49321-1,P49321-2,P49321-3"	"P49321-[1-3]"	"NASP_HUMAN"	"Nuclear autoantigenic sperm protein"	"NASP"	3	3	0.000169447155707976	3	0	3	0	0	0	0	""	""	""
"P53999"	"P53999"	"TCP4_HUMAN"	"Activated RNA polymerase II transcriptional coactivator p15"	"SUB1"	3	5	0.00525686451566477	3	2	3	2	0.00656633187065048	0.00538768029890669	0	""	""	""
"P55060-1,P55060-3"	"P55060-[1,3]"	"XPO2_HUMAN"	"Exportin-2"	"CSE1L"	3	3	0.000206268319306723	3	0	3	0	0	0	0	""	""	""
"P61247"	"P61247"	"RS3A_HUMAN"	"40S ribosomal protein S3a"	"RPS3A"	3	5	0.00252887042988419	3	2	3	2	0.00315880358929019	0.00259180074985284	0	""	""	""
"P62888"	"P62888"	"RL30_HUMAN"	"60S ribosomal protein L30"	"RPL30"	3	4	0.00464432551992644	0	3	0	4	0	0.0118997460514982	0	""	""	""
"P63173"	"P63173"	"RL38_HUMAN"	"60S ribosomal protein L38"	"RPL38"	3	6	0.0114449450312473	3	0	6	0	0.0238264042163603	0	0	""	""	""
"Q08211-1"	"Q08211-1"	"DHX9_HUMAN"	"ATP-dependent RNA helicase A"	"DHX9"	3	4	0.000420549161253182	3	1	3	1	0	0	0	""	""	""
"Q13085-1,Q13085-4"	"Q13085-[1,4]"	"ACACA_HUMAN"	"Acetyl-CoA carboxylase 1"	"ACACA"	89	454	0.0129198761399914	84	72	219	235	0	0	0	""	""	""
"Q9BY77-1,Q9BY77-2"	"Q9BY77-[1,2]"	"PDIP3_HUMAN"	"Polymerase delta-interacting protein 3"	"POLDIP3"	3	4	0.000634319993814181	3	0	4	0	0	0	0	""	""	""
"Q9Y383-1,Q9Y383-2"	"Q9Y383-[1,2]"	"LC7L2_HUMAN"	"Putative RNA-binding protein Luc7-like 2"	"LUC7L2"	3	9	0.00153280513811348	3	3	4	5	0	0	0	""	""	""
"O00299"	"O00299"	"CLIC1_HUMAN"	"Chloride intracellular channel protein 1"	"CLIC1"	2	3	0.0016621289464467	2	1	2	1	0.00230684411500031	0.00141957551444222	0	""	""	""
"P02533"	"P02533"	"K1C14_HUMAN"	"Keratin, type I cytoskeletal 14"	"KRT14"	5	13	0.00643924114003258	5	4	8	5	0.0084713402976498	0.00613686149900275	41	""	""	""
"P04040"	"P04040"	"CATA_HUMAN"	"Catalase"	"CAT"	2	2	0.000506733809100133	2	0	2	0	0.00105493250799824	0	0	""	""	""
"P06454-1,P06454-2"	"P06454-[1,2]"	"PTMA_HUMAN"	"Prothymosin alpha"	"PTMA"	2	2	0.0012029221504314	0	2	0	2	0	0	0	""	""	""
"P08865"	"P08865"	"RSSA_HUMAN"	"40S ribosomal protein SA"	"RPSA"	2	4	0.00181049977895438	2	2	2	2	0.00188457434479686	0.00231944202698695	0	""	""	""
"P09651-1,P09651-2,P09651-3"	"P09651-[1-3]"	"ROA1_HUMAN"	"Heterogeneous nuclear ribonucleoprotein A1"	"HNRNPA1"	5	6	0.000717872896225189	4	2	4	2	0	0	0	""	""	""
"P11142-1"	"P11142-1"	"HSP7C_HUMAN"	"Heat shock cognate 71 kDa protein"	"HSPA8"	10	21	0.00614942915044951	9	3	13	8	0	0	10	""	""	""
"P11940-1,P11940-2"	"P11940-[1,2]"	"PABP1_HUMAN"	"Polyadenylate-binding protein 1"	"PABPC1"	4	7	0.000734803860758802	4	0	7	0	0	0	0	""	""	""
"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8"	"P16070-[1,3-8,10-14,16-18]"	"CD44_HUMAN"	"CD44 antigen"	"CD44"	2	8	9.59743818133945e-05	2	2	4	4	0	0	0	""	""	""
"P16150"	"P16150"	"LEUK_HUMAN"	"Leukosialin"	"SPN"	2	9	0.00300429807070242	2	2	4	5	0.00277974715857537	0.00427647123725718	0	""	""	""
"P18077"	"P18077"	"RL35A_HUMAN"	"60S ribosomal protein L35a"	"RPL35A"	2	2	0.00242771561268882	0	2	0	2	0	0.00622032179964681	0	""	""	""
"P18124"	"P18124"	"RL7_HUMAN"	"60S ribosomal protein L7"	"RPL7"	2	2	0.00107680934433778	0	2	0	2	0	0.00275901370145625	0	""	""	""
"P26641"	"P26641"	"EF1G_HUMAN"	"Elongation factor 1-gamma"	"EEF1G"	2	7	0.00213883412101876	2	2	4	3	0.002544390991831	0.0023486340891115	0	""	""	""
"P27816-1,P27816-2,P27816-4,P27816-5,P27816-6"	"P27816-[1,2,4-6]"	"MAP4_HUMAN"	"Microtubule-associated protein 4"	"MAP4"	2	2	4.63626245478768e-05	0	2	0	2	0	0	0	""	""	""
"P30486,Q31610"	"Q31610, P30486"	"1B48_HUMAN, 1B81_HUMAN"	"HLA class I histocompatibility antigen, B-48 alpha chain, HLA class I histocompatibility antigen, B-81 alpha chain"	"HLA-B"	2	2	0.000368851819607418	0	2	0	2	0	0.000945076516520924	0	""	""	""
"P31146"	"P31146"	"COR1A_HUMAN"	"Coronin-1A"	"CORO1A"	2	8	0.00231712553054898	2	2	4	4	0.00241192812023893	0.0029684832883347	0	""	""	""
"P31930"	"P31930"	"QCR1_HUMAN"	"Cytochrome b-c1 complex subunit 1, mitochondrial"	"UQCRC1"	2	4	0.00111270298914904	2	2	2	2	0.00115822798273974	0.00142549041241906	0	""	""	""
"P32119-1"	"P32119-1"	"PRDX2_HUMAN"	"Peroxiredoxin-2"	"PRDX2"	2	3	0.00221577218618424	1	1	1	2	0	0	4	""	""	""
"P35232"	"P35232"	"PHB_HUMAN"	"Prohibitin"	"PHB"	2	2	0.000981796755131509	2	0	2	0	0.00204393173424659	0	0	""	""	""
"P35268"	"P35268"	"RL22_HUMAN"	"60S ribosomal protein L22"	"RPL22"	2	4	0.00417263620930891	1	2	1	3	0.00217167746763701	0.00801838356985722	0	""	""	""
"P37802"	"P37802"	"TAGL2_HUMAN"	"Transgelin-2"	"TAGLN2"	2	2	0.00134195335374759	0	2	0	2	0	0.00343836883397562	0	"muscle organ development"	""	""
"P39656"	"P39656"	"OST48_HUMAN"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit"	"DDOST"	2	2	0.000585633152183707	2	0	2	0	0.00121918735025235	0	0	""	""	""
"P42677"	"P42677"	"RS27_HUMAN"	"40S ribosomal protein S27"	"RPS27"	2	2	0.00317915139756869	0	2	0	2	0	0.00814565949953749	0	""	""	""
"P46776"	"P46776"	"RL27A_HUMAN"	"60S ribosomal protein L27a"	"RPL27A"	2	2	0.0018043832256471	0	2	0	2	0	0.00462321214838614	0	""	""	""
"P46777"	"P46777"	"RL5_HUMAN"	"60S ribosomal protein L5"	"RPL5"	2	2	0.000899153930625489	2	0	2	0	0.00187188360846826	0	0	""	""	""
"P46782"	"P46782"	"RS5_HUMAN"	"40S ribosomal protein S5"	"RPS5"	2	4	0.00261812468035069	2	0	4	0	0.00545048462465758	0	0	""	""	""
"P47914"	"P47914"	"RL29_HUMAN"	"60S ribosomal protein L29"	"RPL29"	2	6	0.00503865504520321	2	2	4	2	0.00699307461276822	0.00430336728277452	0	""	""	""
"P50502,Q8IZP2"	"P50502, Q8IZP2"	"F10A1_HUMAN, ST134_HUMAN"	"Hsc70-interacting protein, Putative protein FAM10A4"	"ST13, ST13P4"	2	2	0.000438503641043958	0	2	0	2	0	0.00112353924131552	0	""	""	""
"P50990"	"P50990"	"TCPQ_HUMAN"	"T-complex protein 1 subunit theta"	"CCT8"	2	4	0.000974630355459016	2	2	2	2	0.00101450626225378	0.00124860474080502	0	""	""	""
"P50991"	"P50991"	"TCPD_HUMAN"	"T-complex protein 1 subunit delta"	"CCT4"	2	2	0.000495452165854861	2	0	2	0	0.00103144606997231	0	0	""	""	""
"P51572-1,P51572-2"	"P51572-[1,2]"	"BAP31_HUMAN"	"B-cell receptor-associated protein 31"	"BCAP31"	2	2	0.000542781945926363	2	0	2	0	0	0	0	""	""	""
"P52597"	"P52597"	"HNRPF_HUMAN"	"Heterogeneous nuclear ribonucleoprotein F"	"HNRNPF"	2	4	0.00128698177058203	2	0	4	0	0.0026792743697112	0	0	""	""	""
"P60866-1,P60866-2"	"P60866-[1,2]"	"RS20_HUMAN"	"40S ribosomal protein S20"	"RPS20"	2	2	0.00112205343443601	2	0	2	0	0	0	0	""	""	""
"P60953-2"	"P60953-2"	"CDC42_HUMAN"	"Cell division control protein 42 homolog"	"CDC42"	2	2	0.00139816082406162	0	2	0	2	0	0	0	""	""	""
