"";"accession";"name";"go_name"
"11";"P61221";"ABCE1_HUMAN";"F:ribonuclease inhibitor activity, F:ATPase activity, P:RNA catabolic process, P:response to virus, P:viral process, F:iron-sulfur cluster binding, F:ATP binding, P:ATP catabolic process, C:mitochondrion"
"12";"Q13085";"ACACA_HUMAN";"P:triglyceride biosynthetic process, P:positive regulation of cellular metabolic process, C:mitochondrion, F:ATP binding, P:acetyl-CoA metabolic process, P:long-chain fatty-acyl-CoA biosynthetic process, P:multicellular organismal protein metabolic process, P:malonyl-CoA biosynthetic process, C:cytosol, P:protein homotetramerization, F:metal ion binding, P:tissue homeostasis, F:biotin carboxylase activity, P:biotin metabolic process, P:energy reserve metabolic process, P:lipid homeostasis, P:carnitine shuttle, P:fatty acid biosynthetic process, F:acetyl-CoA carboxylase activity"
"13";"O00763";"ACACB_HUMAN";"F:biotin carboxylase activity, F:biotin binding, P:malonyl-CoA biosynthetic process, P:biotin metabolic process, C:mitochondrion, P:response to organic cyclic compound, P:acetyl-CoA metabolic process, C:endomembrane system, C:membrane, P:response to drug, P:cellular lipid metabolic process, F:acetyl-CoA carboxylase activity, P:protein homotetramerization, P:carnitine shuttle, C:cytosol, P:fatty acid biosynthetic process, P:energy reserve metabolic process, F:ATP binding, P:positive regulation of cellular metabolic process, F:metal ion binding"
"14";"P49748";"ACADV_HUMAN";"P:temperature homeostasis, P:epithelial cell differentiation, F:flavin adenine dinucleotide binding, P:fatty acid beta-oxidation using acyl-CoA dehydrogenase, P:activation of signaling protein activity involved in unfolded protein response, F:long-chain-acyl-CoA dehydrogenase activity, P:cellular protein metabolic process, P:regulation of cholesterol metabolic process, P:negative regulation of fatty acid oxidation, P:negative regulation of fatty acid biosynthetic process, P:energy derivation by oxidation of organic compounds, C:mitochondrial nucleoid, C:mitochondrial inner membrane"
"15";"Q9UKV3";"ACINU_HUMAN";"P:negative regulation of mRNA splicing, via spliceosome, P:apoptotic chromosome condensation, F:RNA binding, C:nuclear speck, P:positive regulation of monocyte differentiation, F:enzyme binding, F:ATPase activity, P:erythrocyte differentiation, C:cytosol, F:nucleic acid binding, P:mRNA processing, C:ASAP complex, P:RNA splicing, P:positive regulation of apoptotic process, F:nucleotide binding"
"16";"P53396";"ACLY_HUMAN";"F:metal ion binding, P:cellular carbohydrate metabolic process, P:coenzyme A metabolic process, F:ATP binding, C:plasma membrane, C:mitochondrion, P:positive regulation of cellular metabolic process, P:citrate metabolic process, P:ATP catabolic process, C:citrate lyase complex, F:cofactor binding, C:nucleus, P:triglyceride biosynthetic process, C:extracellular vesicular exosome, P:long-chain fatty-acyl-CoA biosynthetic process, P:energy reserve metabolic process, F:succinate-CoA ligase (ADP-forming) activity, C:cytosol, F:ATP citrate synthase activity"
"17";"Q9Y305";"ACOT9_HUMAN";"F:acetyl-CoA hydrolase activity, C:mitochondrion, P:acyl-CoA metabolic process"
"18";"O60488";"ACSL4_HUMAN";"P:dendritic spine development, C:peroxisomal membrane, F:long-chain fatty acid-CoA ligase activity, P:fatty acid transport, C:neuronal cell body, P:lipid biosynthetic process, P:positive regulation of cell growth, F:arachidonate-CoA ligase activity, F:ATP binding, P:triglyceride biosynthetic process, C:endoplasmic reticulum membrane, C:extracellular vesicular exosome, P:negative regulation of prostaglandin secretion, C:mitochondrial outer membrane, F:very long-chain fatty acid-CoA ligase activity, C:integral component of membrane, P:embryonic process involved in female pregnancy, P:response to interleukin-15, C:lipid particle, P:response to nutrient, P:long-chain fatty-acyl-CoA biosynthetic process"
"19";"P60709";"ACTB_HUMAN";"P:innate immune response, C:ribonucleoprotein complex, P:retina homeostasis, C:MLL5-L complex, F:ATP binding, P:cell junction assembly, P:Fc-gamma receptor signaling pathway involved in phagocytosis, P:blood coagulation, F:structural constituent of cytoskeleton, C:cortical cytoskeleton, P:'de novo' posttranslational protein folding, P:axon guidance, C:cytosol, C:blood microparticle, C:NuA4 histone acetyltransferase complex, C:cytoskeleton, C:extracellular vesicular exosome, C:postsynaptic density, C:axon, P:substantia nigra development, P:adherens junction organization"
"20";"Q562R1";"ACTBL_HUMAN";"F:ATP binding, C:cytoplasm, C:extracellular space, C:cytoskeleton, C:extracellular vesicular exosome"
"21";"P68032";"ACTC_HUMAN";"P:response to drug, C:I band, P:skeletal muscle thin filament assembly, P:cardiac muscle contraction, P:heart contraction, P:cardiac muscle tissue morphogenesis, P:apoptotic process, P:cardiac myofibril assembly, P:muscle filament sliding, F:ATP binding, P:negative regulation of apoptotic process, C:cytosol, C:extracellular vesicular exosome, C:actomyosin, actin portion, F:myosin binding, F:ATPase activity, P:response to ethanol, C:blood microparticle"
"22";"Q16186";"ADRM1_HUMAN";"F:proteasome binding, P:transcription elongation from RNA polymerase II promoter, F:endopeptidase activator activity, C:nucleus, C:proteasome complex, C:integral component of plasma membrane, C:cytoplasm, P:proteasome assembly"
"23";"P05141";"ADT2_HUMAN";"P:energy reserve metabolic process, P:negative regulation of mitochondrial outer membrane permeabilization, P:regulation of insulin secretion, C:MMXD complex, C:mitochondrial nucleoid, C:integral component of plasma membrane, P:positive regulation of cell proliferation, P:viral process, P:small molecule metabolic process, P:chromosome segregation, F:adenine transmembrane transporter activity, C:mitochondrial inner membrane"
"24";"P12236";"ADT3_HUMAN";"P:cellular protein metabolic process, P:active induction of host immune response by virus, P:regulation of insulin secretion, F:ATP:ADP antiporter activity, P:energy reserve metabolic process, C:integral component of membrane, P:apoptotic process, P:small molecule metabolic process, C:mitochondrial inner membrane presequence translocase complex, P:viral life cycle, P:protein targeting to mitochondrion"
"25";"Q09666";"AHNK_HUMAN";"C:cell-cell contact zone, P:protein oligomerization, C:actin cytoskeleton, C:nucleus, C:extracellular vesicular exosome, C:T-tubule, P:regulation of voltage-gated calcium channel activity, F:structural molecule activity conferring elasticity, C:lysosomal membrane, P:regulation of RNA splicing, C:costamere, C:cytosol"
"26";"O95831";"AIFM1_HUMAN";"C:perinuclear region of cytoplasm, C:mitochondrial inner membrane, F:flavin adenine dinucleotide binding, C:nucleus, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, P:chromosome condensation, P:apoptotic DNA fragmentation, C:cytosol, P:neuron apoptotic process, P:mitochondrial respiratory chain complex I assembly, F:DNA binding, P:positive regulation of apoptotic process, P:cell redox homeostasis, F:electron carrier activity, C:mitochondrial intermembrane space, P:intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress, F:NAD(P)H oxidase activity, P:neuron differentiation"
"27";"Q13155";"AIMP2_HUMAN";"P:Type II pneumocyte differentiation, P:apoptotic process, C:cytosol, P:positive regulation of protein ubiquitination, P:negative regulation of cell proliferation, C:nucleus, P:tRNA aminoacylation for protein translation"
"28";"P04075";"ALDOA_HUMAN";"F:fructose binding, C:extracellular space, P:fructose 1,6-bisphosphate metabolic process, P:fructose metabolic process, P:striated muscle contraction, P:glycolysis, C:extracellular vesicular exosome, P:platelet activation, P:gluconeogenesis, P:ATP biosynthetic process, F:identical protein binding, P:regulation of cell shape, P:actin filament organization, C:I band, C:actin cytoskeleton, C:cytosol, F:actin binding, C:platelet alpha granule lumen, P:muscle cell cellular homeostasis, P:protein homotetramerization, F:tubulin binding, F:fructose-bisphosphate aldolase activity, P:platelet degranulation"
"29";"P09972";"ALDOC_HUMAN";"P:organ regeneration, P:aging, C:mitochondrion, C:cytoskeleton, P:protein heterotetramerization, P:fructose 1,6-bisphosphate metabolic process, P:protein homotetramerization, P:small molecule metabolic process, P:response to hypoxia, P:response to organic cyclic compound, C:axon, F:cytoskeletal protein binding, F:fructose-bisphosphate aldolase activity, P:response to organonitrogen compound, C:extracellular vesicular exosome, P:fructose metabolic process, P:gluconeogenesis, P:epithelial cell differentiation, C:cytosol, P:apoptotic process, P:glycolysis"
"30";"P39687";"AN32A_HUMAN";"C:perinuclear region of cytoplasm, P:transcription, DNA-templated, P:mRNA metabolic process, P:gene expression, C:nucleoplasm, C:endoplasmic reticulum, P:intracellular signal transduction, P:regulation of transcription, DNA-templated, P:nucleocytoplasmic transport"
"31";"Q92688";"AN32B_HUMAN";"F:RNA polymerase binding, P:positive regulation of protein export from nucleus, C:nucleus, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, C:extracellular vesicular exosome, F:histone binding, P:negative regulation of cell differentiation, P:nucleosome assembly, C:cytoplasm"
"32";"O43747";"AP1G1_HUMAN";"C:perinuclear region of cytoplasm, C:clathrin-coated vesicle membrane, P:post-Golgi vesicle-mediated transport, C:lysosomal membrane, F:transporter activity, F:protein transporter activity, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:clathrin adaptor complex, C:cytosol, C:Golgi membrane, P:viral process, C:AP-type membrane coat adaptor complex, P:intracellular protein transport, P:regulation of defense response to virus by virus, C:recycling endosome, C:trans-Golgi network membrane"
"33";"O95782";"AP2A1_HUMAN";"P:neurotrophin TRK receptor signaling pathway, P:Golgi to endosome transport, P:axon guidance, C:clathrin coat of trans-Golgi network vesicle, P:negative regulation of epidermal growth factor receptor signaling pathway, P:intracellular protein transport, C:cytosol, P:synaptic transmission, P:viral process, P:regulation of defense response to virus by virus, P:epidermal growth factor receptor signaling pathway, C:AP-2 adaptor complex, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:apical plasma membrane, C:basolateral plasma membrane, P:endocytosis, F:protein transporter activity"
"34";"P63010";"AP2B1_HUMAN";"P:negative regulation of epidermal growth factor receptor signaling pathway, C:clathrin-coated endocytic vesicle membrane, P:axon guidance, P:endocytosis, P:epidermal growth factor receptor signaling pathway, C:trans-Golgi network, F:protein transporter activity, P:viral process, P:clathrin coat assembly, P:regulation of defense response to virus by virus, C:clathrin adaptor complex, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:plasma membrane, C:coated pit, C:cytosol, P:intracellular protein transport, P:synaptic transmission, P:neurotrophin TRK receptor signaling pathway"
"35";"Q9BZZ5";"API5_HUMAN";"C:cytoplasm, C:spliceosomal complex, P:negative regulation of fibroblast apoptotic process, P:apoptotic process, P:negative regulation of apoptotic process"
"36";"O15143";"ARC1B_HUMAN";"F:structural constituent of cytoskeleton, C:Arp2/3 protein complex, P:regulation of actin filament polymerization, C:cytoplasm, C:extracellular vesicular exosome, P:cellular component movement"
"37";"P61204";"ARF3_HUMAN";"P:small GTPase mediated signal transduction, C:Golgi membrane, F:GTPase activity, P:vesicle-mediated transport, C:perinuclear region of cytoplasm, C:extracellular vesicular exosome, P:protein transport, P:phosphatidylinositol biosynthetic process, F:GTP binding"
"38";"P61160";"ARP2_HUMAN";"P:asymmetric cell division, C:Arp2/3 protein complex, P:cellular component movement, P:cytoplasmic transport, C:cell projection, P:meiotic cytokinesis, C:extracellular vesicular exosome, P:Fc-gamma receptor signaling pathway involved in phagocytosis, P:establishment or maintenance of cell polarity, P:Arp2/3 complex-mediated actin nucleation, P:innate immune response, C:cytosol, C:actin cap, P:spindle localization, F:ATP binding"
"39";"P61158";"ARP3_HUMAN";"P:response to carbohydrate, C:podosome, P:meiotic cytokinesis, C:Arp2/3 protein complex, P:positive regulation of dendrite morphogenesis, P:establishment or maintenance of cell polarity, P:cellular component movement, P:asymmetric cell division, P:response to antibiotic, F:ATP binding, P:spindle localization, P:Fc-gamma receptor signaling pathway involved in phagocytosis, C:extracellular vesicular exosome, P:cilium morphogenesis, C:Golgi membrane, P:positive regulation of filopodium assembly, P:positive regulation of lamellipodium assembly, P:positive regulation of actin filament polymerization, P:regulation of myosin II filament organization, C:excitatory synapse, C:lamellipodium, P:innate immune response, C:hemidesmosome, C:cytosol, P:positive regulation of neuron differentiation"
"40";"Q9BPX5";"ARP5L_HUMAN";"P:regulation of actin filament polymerization, C:cytoplasm, C:cytoskeleton, C:extracellular vesicular exosome"
"41";"O15144";"ARPC2_HUMAN";"C:focal adhesion, P:innate immune response, C:extracellular vesicular exosome, C:endosome, F:structural constituent of cytoskeleton, P:Fc-gamma receptor signaling pathway involved in phagocytosis, C:cell leading edge, C:cell projection, C:cytosol, C:Arp2/3 protein complex, P:positive regulation of substrate adhesion-dependent cell spreading, P:positive regulation of actin filament polymerization, P:cellular component movement, P:positive regulation of lamellipodium assembly, C:plasma membrane, C:Golgi apparatus"
"42";"P59998";"ARPC4_HUMAN";"C:extracellular vesicular exosome, P:Fc-gamma receptor signaling pathway involved in phagocytosis, C:Arp2/3 protein complex, P:actin filament polymerization, P:Arp2/3 complex-mediated actin nucleation, P:actin nucleation, C:cytosol, C:cell projection, P:innate immune response"
"43";"P16615";"AT2A2_HUMAN";"P:cell adhesion, P:regulation of the force of heart contraction, P:positive regulation of heart rate, F:metal ion binding, P:sarcoplasmic reticulum calcium ion transport, P:epidermis development, P:ER-nucleus signaling pathway, F:calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential, C:platelet dense tubular network membrane, P:relaxation of cardiac muscle, P:negative regulation of heart contraction, C:integral component of plasma membrane, P:cellular calcium ion homeostasis, P:blood coagulation, C:sarcoplasmic reticulum membrane, F:ATP binding"
"44";"P24539";"AT5F1_HUMAN";"P:substantia nigra development, P:respiratory electron transport chain, C:mitochondrial matrix, F:proton-transporting ATP synthase activity, rotational mechanism, P:mitochondrial ATP synthesis coupled proton transport, C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"45";"O75947";"ATP5H_HUMAN";"F:transmembrane transporter activity, C:mitochondrial proton-transporting ATP synthase complex, F:hydrogen ion transmembrane transporter activity, P:ATP catabolic process, P:respiratory electron transport chain, P:mitochondrial ATP synthesis coupled proton transport, C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"46";"P25705";"ATPA_HUMAN";"C:mitochondrial matrix, F:MHC class I protein binding, C:plasma membrane, P:lipid metabolic process, F:ATP binding, P:negative regulation of endothelial cell proliferation, F:proton-transporting ATPase activity, rotational mechanism, P:ATP hydrolysis coupled proton transport, P:respiratory electron transport chain, P:embryo development, C:mitochondrial proton-transporting ATP synthase complex, P:mitochondrial ATP synthesis coupled proton transport, C:proton-transporting ATP synthase complex, catalytic core F(1), C:extracellular vesicular exosome, F:proton-transporting ATP synthase activity, rotational mechanism"
"47";"P06576";"ATPB_HUMAN";"P:ATP hydrolysis coupled proton transport, F:MHC class I protein binding, P:lipid metabolic process, F:ATP binding, C:mitochondrial nucleoid, C:cell surface, P:mitochondrial ATP synthesis coupled proton transport, P:negative regulation of cell adhesion involved in substrate-bound cell migration, C:mitochondrial proton-transporting ATP synthase, catalytic core, P:respiratory electron transport chain, F:proton-transporting ATP synthase activity, rotational mechanism, P:angiogenesis, F:proton-transporting ATPase activity, rotational mechanism, C:extracellular vesicular exosome, C:plasma membrane, P:regulation of intracellular pH"
"48";"P36542";"ATPG_HUMAN";"P:mitochondrial ATP synthesis coupled proton transport, C:mitochondrial matrix, C:mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), P:ATP catabolic process, F:proton-transporting ATPase activity, rotational mechanism, P:respiratory electron transport chain, P:oxidative phosphorylation, F:proton-transporting ATP synthase activity, rotational mechanism, F:transmembrane transporter activity"
"49";"P48047";"ATPO_HUMAN";"C:plasma membrane, F:proton-transporting ATP synthase activity, rotational mechanism, F:transmembrane transporter activity, P:respiratory electron transport chain, F:drug binding, P:mitochondrial ATP synthesis coupled proton transport, C:mitochondrial proton-transporting ATP synthase complex, P:ATP catabolic process"
"50";"Q8WWM7";"ATX2L_HUMAN";"P:stress granule assembly, C:nuclear speck, P:regulation of cytoplasmic mRNA processing body assembly, C:cytoplasmic stress granule, C:membrane"
"51";"Q92843";"B2CL2_HUMAN";"C:mitochondrial outer membrane, P:negative regulation of apoptotic process, F:protein heterodimerization activity, P:intrinsic apoptotic signaling pathway in response to DNA damage, P:spermatogenesis, P:extrinsic apoptotic signaling pathway in absence of ligand, P:Sertoli cell proliferation, C:cytosol, P:negative regulation of intrinsic apoptotic signaling pathway, F:protein homodimerization activity"
"52";"O75531";"BAF_HUMAN";"F:DNA binding, C:cytosol, P:mitotic nuclear envelope reassembly, P:mitotic nuclear envelope disassembly, P:establishment of integrated proviral latency, P:response to virus, P:DNA integration, C:chromosome, C:nucleoplasm"
"53";"P51572";"BAP31_HUMAN";"C:Golgi membrane, C:integral component of plasma membrane, P:positive regulation of cysteine-type endopeptidase activity involved in apoptotic process, P:negative regulation of endoplasmic reticulum calcium ion concentration, P:vesicle-mediated transport, C:lipid particle, P:cellular component disassembly involved in execution phase of apoptosis, P:positive regulation of mitochondrial calcium ion concentration, C:endoplasmic reticulum-Golgi intermediate compartment membrane, P:immune response, P:calcium-mediated signaling using intracellular calcium source, P:spermatogenesis, C:integral component of lumenal side of endoplasmic reticulum membrane, C:cytosol, P:antigen processing and presentation of peptide antigen via MHC class I, P:positive regulation of intrinsic apoptotic signaling pathway, P:intracellular protein transport, P:positive regulation of cytosolic calcium ion concentration"
"54";"O43684";"BUB3_HUMAN";"P:attachment of spindle microtubules to kinetochore, C:nucleus, P:meiosis, P:mitotic spindle assembly checkpoint, C:condensed chromosome kinetochore, C:cytosol, C:kinetochore, P:anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, P:regulation of chromosome segregation, P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle, P:mitotic sister chromatid segregation"
"55";"Q07021";"C1QBP_HUMAN";"P:mature ribosome assembly, C:nucleus, F:mitochondrial ribosome binding, P:positive regulation of trophoblast cell migration, P:mRNA processing, P:blood coagulation, intrinsic pathway, P:immune response, P:RNA splicing, P:positive regulation of apoptotic process, F:kininogen binding, F:transcription factor binding, C:extracellular space, P:negative regulation of MDA-5 signaling pathway, P:negative regulation of interleukin-12 production, P:positive regulation of neutrophil chemotaxis, P:phosphatidylinositol 3-kinase signaling, F:adrenergic receptor binding, P:positive regulation of protein kinase B signaling, C:nucleolus, P:negative regulation of transcription from RNA polymerase II promoter, P:negative regulation of mRNA splicing, via spliceosome, C:mitochondrion, P:transcription, DNA-templated, C:mitochondrial matrix, P:negative regulation of RIG-I signaling pathway, C:cytosol, F:mRNA binding, P:negative regulation of interferon-gamma production, P:negative regulation of defense response to virus, P:positive regulation of substrate adhesion-dependent cell spreading, P:innate immune response, F:transcription corepressor activity, F:hyaluronic acid binding, P:apoptotic process, P:regulation of complement activation, P:viral process, C:cell surface, F:complement component C1q binding, P:positive regulation of dendritic cell chemotaxis, P:positive regulation of mitochondrial translation, C:plasma membrane, P:complement activation, classical pathway"
"56";"P11586";"C1TC_HUMAN";"F:formate-tetrahydrofolate ligase activity, P:one-carbon metabolic process, P:purine nucleotide biosynthetic process, P:methionine biosynthetic process, F:methylenetetrahydrofolate dehydrogenase (NADP+) activity, P:folic acid-containing compound biosynthetic process, C:extracellular vesicular exosome, P:histidine biosynthetic process, F:methenyltetrahydrofolate cyclohydrolase activity, P:folic acid metabolic process, F:ATP binding, P:tetrahydrofolate interconversion, F:methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity, C:mitochondrion, C:cytosol"
"57";"P27797";"CALR_HUMAN";"F:unfolded protein binding, P:cell cycle arrest, C:endocytic vesicle lumen, P:positive regulation of gene expression, P:protein localization to nucleus, P:protein export from nucleus, P:negative regulation of transcription from RNA polymerase II promoter, F:protein binding involved in protein folding, P:chaperone-mediated protein folding, P:response to testosterone, P:peptide antigen assembly with MHC class I protein complex, F:zinc ion binding, F:hormone binding, C:acrosomal vesicle, P:regulation of meiosis, P:negative regulation of translation, F:mRNA binding, C:nucleus, P:cardiac muscle cell differentiation, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:cytosol, P:positive regulation of cell cycle, C:extracellular space, C:endoplasmic reticulum lumen, C:perinuclear region of cytoplasm, P:activation of signaling protein activity involved in unfolded protein response, F:chaperone binding, P:response to estradiol, C:Golgi apparatus, P:protein maturation by protein folding, P:cellular senescence, P:positive regulation of DNA replication, C:external side of plasma membrane, P:response to drug, P:positive regulation of dendritic cell chemotaxis, F:complement component C1q binding, P:positive regulation of cell proliferation, P:post-translational protein modification, F:iron ion binding, F:androgen receptor binding, P:protein N-linked glycosylation via asparagine, P:positive regulation of substrate adhesion-dependent cell spreading, C:sarcoplasmic reticulum lumen, P:negative regulation of retinoic acid receptor signaling pathway, C:proteinaceous extracellular matrix, F:carbohydrate binding, P:negative regulation of intracellular steroid hormone receptor signaling pathway, C:polysome, F:calcium ion binding, F:DNA binding, P:cortical actin cytoskeleton organization, P:sequestering of calcium ion, C:MHC class I peptide loading complex, P:protein stabilization, P:positive regulation of phagocytosis, P:cellular response to lithium ion, C:extracellular vesicular exosome, P:spermatogenesis, F:peptide binding, C:cell surface, P:regulation of apoptotic process, P:glucocorticoid receptor signaling pathway, P:negative regulation of neuron differentiation, C:integral component of lumenal side of endoplasmic reticulum membrane"
"58";"P27824";"CALX_HUMAN";"P:aging, C:melanosome, P:protein secretion, C:endoplasmic reticulum lumen, C:dendritic spine, P:chaperone-mediated protein folding, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, P:protein N-linked glycosylation via asparagine, F:calcium ion binding, P:clathrin-mediated endocytosis, C:protein complex, C:neuronal cell body, C:ribosome, C:dendrite cytoplasm, P:synaptic vesicle endocytosis, C:integral component of lumenal side of endoplasmic reticulum membrane, P:post-translational protein modification, P:protein folding, P:antigen processing and presentation of peptide antigen via MHC class I, C:axon"
"59";"Q01518";"CAP1_HUMAN";"C:cortical actin cytoskeleton, P:signal transduction, P:establishment or maintenance of cell polarity, P:ameboidal cell migration, P:platelet degranulation, P:platelet activation, P:actin cytoskeleton organization, C:plasma membrane, P:receptor-mediated endocytosis, P:axon guidance, C:extracellular vesicular exosome, P:activation of adenylate cyclase activity"
"60";"Q14444";"CAPR1_HUMAN";"C:cytosol, C:cytoplasmic mRNA processing body, P:negative regulation of translation, C:dendrite, C:cytoplasmic stress granule, F:RNA binding, P:positive regulation of dendritic spine morphogenesis, P:positive regulation of dendrite morphogenesis, C:integral component of plasma membrane"
"61";"Q13185";"CBX3_HUMAN";"C:nuclear inner membrane, P:chromatin remodeling, P:negative regulation of transcription, DNA-templated, C:spindle, C:nuclear euchromatin, C:nuclear centromeric heterochromatin, C:condensed chromosome, centromeric region, P:transcription, DNA-templated"
"62";"Q96CT7";"CC124_HUMAN";"P:cell cycle, P:cell division, C:cytoplasm, C:microtubule organizing center, C:midbody"
"63";"Q8N163";"CCAR2_HUMAN";"P:positive regulation of DNA damage checkpoint, F:enzyme inhibitor activity, P:negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage, C:nuclear chromatin, F:RNA polymerase II core binding, P:cellular response to DNA damage stimulus, C:mitochondrial matrix, P:mitochondrial fragmentation involved in apoptotic process, P:regulation of DNA-templated transcription, elongation, P:mRNA processing, P:cell cycle, P:RNA splicing, P:response to UV, P:positive regulation of apoptotic process, C:DBIRD complex"
