"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5827.1.id.csv";"peptide.count.P5827.2.id.csv";"spectra.count.P5827.1.id.csv";"spectra.count.P5827.2.id.csv";"dNSAF.P5827.1.id.csv";"dNSAF.P5827.2.id.csv";"Go.Cc";"norm.sc"
"55";55;"O94905";"O94905-1";"O94905-1";"ERLN2_HUMAN";"Erlin-2";"ERLIN2";1;4;0,000712027541991189;1;1;2;2;NA;NA;"endoplasmic reticulum membrane, endoplasmic reticulum, protein complex, integral component of membrane";0,000685166152792052
"60";60;"O95831";"O95831-1,O95831-3";"O95831-1,O95831-3";"AIFM1_HUMAN";"Apoptosis-inducing factor 1, mitochondrial";"AIFM1";7;12;0,000590646011586492;5;6;6;6;NA;NA;"cytosol, mitochondrial inner membrane, nucleus, mitochondrion, mitochondrial intermembrane space, perinuclear region of cytoplasm";0,00205549845837616
"73";73;"P04843";"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";6;11;0,00109355465571876;5;5;6;5;0,00140469930893804;0,0011814303523548;"endoplasmic reticulum membrane, oligosaccharyltransferase complex, integral component of membrane, melanosome, rough endoplasmic reticulum";0,00188420692017814
"74";74;"P04844";"P04844-1,P04844-2";"P04844-1,P04844-2";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";4;6;0,000286898577735753;4;2;4;2;NA;NA;"autophagic vacuole membrane, endoplasmic reticulum, integral component of membrane, rough endoplasmic reticulum, nucleus, endoplasmic reticulum membrane, oligosaccharyltransferase complex";0,00102774922918808
"128";128;"P12236";"P12236";"P12236";"ADT3_HUMAN";"ADP/ATP translocase 3";"SLC25A6";1;2;0,000716530555615037;1;1;1;1;0,000874270813364959;0,000825075617119113;"mitochondrion, mitochondrial inner membrane, integral component of membrane, mitochondrial inner membrane presequence translocase complex";0,000342583076396026
"130";130;"P12270";"P12270";"P12270";"TPR_HUMAN";"Nucleoprotein TPR";"TPR";6;9;0,00022983453561311;3;6;3;6;0,000180417367864026;0,000364178530958627;"nuclear envelope, mitotic spindle, extrinsic component of membrane, kinetochore, nuclear membrane, nuclear inclusion body, cytoplasm, nuclear pore, cytoplasmic dynein complex, nucleus, nuclear pore nuclear basket, nucleoplasm, nuclear periphery";0,00154162384378212
"132";132;"P12956";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";13;31;0,00307171487634869;12;12;15;16;0,00350021543729634;0,00376816143910338;"membrane, nonhomologous end joining complex, nucleus, nucleoplasm, nucleolus, nuclear telomere cap complex, Ku70:Ku80 complex, cytosol, transcription factor complex";0,0053100376841384
"149";149;"P15531";"P15531-1,P15531-2";"P15531-1,P15531-2";"NDKA_HUMAN";"Nucleoside diphosphate kinase A";"NME1";2;5;0,000992505496443311;2;2;2;3;NA;NA;"cytoplasm, nucleus, ruffle membrane, mitochondrion, perinuclear region of cytoplasm, centrosome, cytosol";0,000856457690990065
"165";165;"P20700";"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";5;8;0,000823813435955676;3;5;3;5;0,000727519181335656;0,00122376830013543;"lamin filament, nuclear inner membrane, nuclear envelope, nuclear membrane, nucleoplasm";0,0013703323055841
"166";166;"P20810";"P20810-5,P20810-6,P20810-7";"P20810-5,P20810-6,P20810-7";"ICAL_HUMAN";"Calpastatin";"CAST";2;2;5,68214069526867e-05;NA;2;NA;2;NA;NA;"cytosol, membrane, cytoplasm";0,000342583076396026
"181";181;"P24539";"P24539";"P24539";"AT5F1_HUMAN";"ATP synthase subunit b, mitochondrial";"ATP5F1";2;5;0,00117860027702643;2;2;3;2;0,00166533687602615;0,0011205128498115;"mitochondrial inner membrane, mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, mitochondrion, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";0,000856457690990065
"183";183;"P25205";"P25205";"P25205";"MCM3_HUMAN";"DNA replication licensing factor MCM3";"MCM3";3;4;0,000298734327642343;2;2;2;2;0,000351754323649088;0,000355013972217506;"perinuclear region of cytoplasm, centrosome, nucleoplasm, nucleus, MCM complex, alpha DNA polymerase:primase complex, intracellular membrane-bounded organelle";0,000685166152792052
"192";192;"P26196";"P26196";"P26196";"DDX6_HUMAN";"Probable ATP-dependent RNA helicase DDX6";"DDX6";4;7;0,000874555567880482;4;3;4;3;0,00117688403109094;0,000890842514135854;"cytosol, cytoplasm, intracellular membrane-bounded organelle, cytoplasmic stress granule, cytoplasmic mRNA processing body, RISC complex";0,00119904076738609
"205";205;"P27824";"P27824";"P27824";"CALX_HUMAN";"Calnexin";"CANX";3;6;0,000611597981592094;2;3;2;4;0,000480097117412944;0,000969092194431571;"endoplasmic reticulum lumen, melanosome, ribosome, dendritic spine, protein complex, endoplasmic reticulum membrane, axon, dendrite cytoplasm, endoplasmic reticulum, neuronal cell body, integral component of lumenal side of endoplasmic reticulum membrane";0,00102774922918808
"233";233;"P35658";"P35658-1,P35658-2,P35658-3,P35658-4,P35658-5";"P35658-1,P35658-2,P35658-3,P35658-4,P35658-5";"NU214_HUMAN";"Nuclear pore complex protein Nup214";"NUP214";1;1;5,77457743385199e-06;1;NA;1;NA;NA;NA;"focal adhesion, nucleoplasm, cytosol, nucleus, nuclear pore, intracellular membrane-bounded organelle";0,000171291538198013
"236";236;"P36542";"P36542-1";"P36542-1";"ATPG_HUMAN";"ATP synthase subunit gamma, mitochondrial";"ATP5C1";2;6;0,00121498659430376;2;1;4;2;NA;NA;"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), mitochondrial inner membrane, mitochondrion, mitochondrial proton-transporting ATP synthase complex, mitochondrial matrix";0,00102774922918808
"238";238;"P36873";"P36873-1,P36873-2,P62136-1,P62136-2,P62140";"P36873-1,P36873-2,P62136-1,P62136-2,P62140";"PP1A_HUMAN, PP1B_HUMAN, PP1G_HUMAN";"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit, Serine/threonine-protein phosphatase PP1-beta catalytic subunit, Serine/threonine-protein phosphatase PP1-gamma catalytic subunit";"PPP1CA, PPP1CB, PPP1CC";2;3;0,000110859156491892;2;1;2;1;0,000869166646814872;0,00043861053448279;"midbody, nucleus, nucleolus, mitochondrion, cleavage furrow, condensed chromosome kinetochore, mitochondrial outer membrane, PTW/PP1 phosphatase complex, cytoplasm, protein complex, nuclear speck, cytosol, MLL5-L complex";0,000513874614594039
"247";247;"P39656";"P39656";"P39656";"OST48_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit";"DDOST";2;4;0,000529336264769766;2;2;2;2;0,000623283976992243;0,000629059845508213;"integral component of membrane, protein complex, intracellular membrane-bounded organelle, oligosaccharyltransferase complex, endoplasmic reticulum, endoplasmic reticulum membrane";0,000685166152792052
"255";255;"P42167";"P42167-1";"P42167-1";"LAP2B_HUMAN";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";5;8;0,00106333628517627;3;5;3;5;NA;NA;"nuclear membrane, nuclear envelope, nucleus, integral component of membrane, nuclear inner membrane";0,0013703323055841
"258";258;"P42765";"P42765";"P42765";"THIM_HUMAN";"3-ketoacyl-CoA thiolase, mitochondrial";"ACAA2";2;3;0,000456002525318035;1;2;1;2;0,000357956540942649;0,000722547328845705;"mitochondrion, mitochondrial inner membrane";0,000513874614594039
"260";260;"P43243";"P43243-1";"P43243-1";"MATR3_HUMAN";"Matrin-3";"MATR3";15;36;0,00256481231477582;15;12;21;15;NA;NA;"nuclear matrix, nucleus, nuclear inner membrane";0,00616649537512847
"261";261;"P46060";"P46060";"P46060";"RAGP1_HUMAN";"Ran GTPase-activating protein 1";"RANGAP1";1;1;0,000102801250738932;1;NA;1;NA;0,000242093265339406;NA;"nuclear pore, cytosol, perinuclear region of cytoplasm, cytoplasm, condensed chromosome kinetochore, spindle pole, nuclear membrane";0,000171291538198013
"274";274;"P48444";"P48444";"P48444";"COPD_HUMAN";"Coatomer subunit delta";"ARCN1";1;2;0,000236181347098839;1;1;1;1;0,000278099308716696;0,000280676408563351;"cytosol, COPI vesicle coat, endoplasmic reticulum, intracellular membrane-bounded organelle, clathrin adaptor complex, cytoplasm, Golgi apparatus";0,000342583076396026
"277";277;"P48735";"P48735";"P48735";"IDHP_HUMAN";"Isocitrate dehydrogenase [NADP], mitochondrial";"IDH2";5;8;0,00106804131298678;3;5;3;5;0,000943199646598882;0,00158656686698974;"mitochondrial inner membrane, mitochondrial matrix, mitochondrion";0,0013703323055841
"283";283;"P49748";"P49748-1,P49748-2";"P49748-1,P49748-2";"ACADV_HUMAN";"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial";"ACADVL";3;4;0,000184257508958025;2;2;2;2;NA;NA;"nucleolus, cytoplasm, mitochondrial inner membrane, mitochondrion, mitochondrial nucleoid, nucleus, mitochondrial matrix";0,000685166152792052
"286";286;"P49792";"P49792";"P49792";"RBP2_HUMAN";"E3 SUMO-protein ligase RanBP2";"RANBP2";2;3;5,6151675729299e-05;2;NA;3;NA;0,000132235186185699;NA;"mitochondrion, nuclear pore nuclear basket, nuclear pore, nuclear membrane, cytosol, nuclear inclusion body";0,000513874614594039
"294";294;"P51659";"P51659";"P51659";"DHB4_HUMAN";"Peroxisomal multifunctional enzyme type 2";"HSD17B4";4;6;0,000491937506932771;3;3;3;3;0,000579247609052574;0,000584615399901654;"peroxisomal membrane, peroxisome, peroxisomal matrix, mitochondrion, intracellular membrane-bounded organelle";0,00102774922918808
"315";315;"P56378";"P56378";"P56378";"68MP_HUMAN";"6.8 kDa mitochondrial proteolipid";"MP68";2;3;0,00312125866467689;2;NA;3;NA;0,00735045241832232;NA;"integral component of membrane, mitochondrial proton-transporting ATP synthase complex";0,000513874614594039
"319";319;"P60468";"P60468";"P60468";"SC61B_HUMAN";"Protein transport protein Sec61 subunit beta";"SEC61B";1;5;0,00314293407207048;1;1;3;2;0,00444089833606973;0,00298803426616401;"membrane, integral component of membrane, endoplasmic reticulum Sec complex, endoplasmic reticulum";0,000856457690990065
"334";334;"P61803";"P61803";"P61803";"DAD1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1";"DAD1";1;2;0,00106804131298678;1;1;1;1;0,00125759952879851;0,00126925349359179;"integral component of membrane, endoplasmic reticulum membrane, oligosaccharyltransferase complex";0,000342583076396026
"354";354;"P62424";"P62424";"P62424";"RL7A_HUMAN";"60S ribosomal protein L7a";"RPL7A";9;17;0,00385659278617972;9;8;9;8;0,00480819067965445;0,00431355322634203;"cytosol, cytosolic large ribosomal subunit, polysomal ribosome, membrane";0,00291195614936622
"383";383;"P67812";"P67812";"P67812";"SC11A_HUMAN";"Signal peptidase complex catalytic subunit SEC11A";"SEC11A";1;1;0,000337119185384097;1;NA;1;NA;0,000793903613152131;NA;"endoplasmic reticulum membrane, integral component of membrane";0,000171291538198013
"395";395;"P82979";"P82979";"P82979";"SARNP_HUMAN";"SAP domain-containing ribonucleoprotein";"SARNP";1;2;0,000574707944607174;1;1;1;1;0,000676708317877293;0,000682979260837488;"nuclear speck, nucleus, intracellular membrane-bounded organelle, transcription export complex";0,000342583076396026
"404";404;"Q00688";"Q00688";"Q00688";"FKBP3_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP3";"FKBP3";4;7;0,00188576044324229;3;3;3;4;0,00190324214402989;0,00256117222814058;"membrane, nucleus";0,00119904076738609
"416";416;"Q02218";"Q02218-1,Q02218-2";"Q02218-1,Q02218-2";"ODO1_HUMAN";"2-oxoglutarate dehydrogenase, mitochondrial";"OGDH";3;4;0,000117975237895901;2;2;2;2;NA;NA;"mitochondrion, oxoglutarate dehydrogenase complex, mitochondrial membrane, mitochondrial matrix";0,000685166152792052
"424";424;"Q07666";"Q07666-1,Q07666-2";"Q07666-1,Q07666-2";"KHDR1_HUMAN";"KH domain-containing, RNA-binding, signal transduction-associated protein 1";"KHDRBS1";3;7;0,000476761105289247;3;3;4;3;NA;NA;"Grb2-Sos complex, membrane, nucleus, cytoplasm";0,00119904076738609
"438";438;"Q13185";"Q13185";"Q13185";"CBX3_HUMAN";"Chromobox protein homolog 3";"CBX3";1;1;0,00032975046002051;1;NA;1;NA;0,000776550528711648;NA;"chromatin, nuclear euchromatin, condensed chromosome, centromeric region, nuclear centromeric heterochromatin, nucleus, spindle, nuclear inner membrane, nuclear envelope, nuclear heterochromatin";0,000171291538198013
"473";473;"Q15349";"Q15349-1,Q15349-2,Q15349-3,Q15418-1,Q15418-2,Q15418-3";"Q15349-1,Q15349-2,Q15349-3,Q15418-1,Q15418-2,Q15418-3";"KS6A1_HUMAN, KS6A2_HUMAN";"Ribosomal protein S6 kinase alpha-1, Ribosomal protein S6 kinase alpha-2";"RPS6KA1, RPS6KA2";1;2;2,74043297837208e-05;1;1;1;1;NA;NA;"nuclear membrane, cytoplasm, cytosol, nucleoplasm, spindle, nucleus";0,000342583076396026
"476";476;"Q15388";"Q15388";"Q15388";"TOM20_HUMAN";"Mitochondrial import receptor subunit TOM20 homolog";"TOMM20";2;4;0,00166467128782768;2;2;2;2;0,00196012064488595;0,00197828475552928;"mitochondrial outer membrane translocase complex, mitochondrion, integral component of membrane";0,000685166152792052
"490";490;"Q16836";"Q16836-1,Q16836-2";"Q16836-1,Q16836-2";"HCDH_HUMAN";"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial";"HADH";4;6;0,000576538224685541;3;3;3;3;NA;NA;"cytoplasm, nucleus, mitochondrial inner membrane, mitochondrion, mitochondrial matrix";0,00102774922918808
"512";512;"Q8N1F7";"Q8N1F7-1";"Q8N1F7-1";"NUP93_HUMAN";"Nuclear pore complex protein Nup93";"NUP93";1;1;7,36805057188685e-05;NA;1;NA;1;NA;NA;"nuclear pore, nuclear membrane, nuclear periphery, nuclear envelope";0,000171291538198013
"516";516;"Q8WWM7";"Q8WWM7-1,Q8WWM7-2,Q8WWM7-3,Q8WWM7-4,Q8WWM7-5,Q8WWM7-6,Q8WWM7-8";"Q8WWM7-1,Q8WWM7-2,Q8WWM7-3,Q8WWM7-4,Q8WWM7-5,Q8WWM7-6,Q8WWM7-8";"ATX2L_HUMAN";"Ataxin-2-like protein";"ATXN2L";4;6;4,81150837345541e-05;4;2;4;2;NA;NA;"nuclear speck, cytoplasmic stress granule, membrane, cytoplasm";0,00102774922918808
"524";524;"Q92843";"Q92843-2";"Q92843-2";"B2CL2_HUMAN";"Bcl-2-like protein 2";"BCL2L2";2;3;0,000937994831871813;1;2;1;2;NA;NA;"cytosol, mitochondrial outer membrane";0,000513874614594039
"526";526;"Q92947";"Q92947-1,Q92947-2";"Q92947-1,Q92947-2";"GCDH_HUMAN";"Glutaryl-CoA dehydrogenase, mitochondrial";"GCDH";1;1;6,88862262371613e-05;1;NA;1;NA;NA;NA;"mitochondrion, mitochondrial inner membrane, mitochondrial matrix";0,000171291538198013
"527";527;"Q96A26";"Q96A26";"Q96A26";"F162A_HUMAN";"Protein FAM162A";"FAM162A";4;7;0,0027429242810797;4;3;4;3;0,00369113627933069;0,00279400606706245;"cytoplasm, integral component of membrane, mitochondrion, nucleus";0,00119904076738609
"529";529;"Q96AG4";"Q96AG4";"Q96AG4";"LRC59_HUMAN";"Leucine-rich repeat-containing protein 59";"LRRC59";1;1;0,000196561349132747;1;NA;1;NA;0,000462894940567529;NA;"integral component of membrane, nuclear envelope, mitochondrial nucleoid, endoplasmic reticulum, endoplasmic reticulum membrane";0,000171291538198013
"532";532;"Q96IX5";"Q96IX5";"Q96IX5";"USMG5_HUMAN";"Up-regulated during skeletal muscle growth protein 5";"USMG5";1;2;0,0020808391097846;1;1;1;1;0,00245015080610744;0,00247285594441159;"mitochondrial proton-transporting ATP synthase complex, integral component of membrane";0,000342583076396026
"534";534;"Q96RQ3";"Q96RQ3";"Q96RQ3";"MCCA_HUMAN";"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial";"MCCC1";15;30;0,00249700693174152;12;15;14;16;0,00274416890284033;0,00316525560884684;"mitochondrial inner membrane, mitochondrion, mitochondrial matrix, cytosol";0,00513874614594039
"540";540;"Q99623";"Q99623";"Q99623";"PHB2_HUMAN";"Prohibitin-2";"PHB2";2;4;0,000807282062658907;2;2;2;2;0,00095056017895807;0,000959368861377073;"nucleus, mitochondrial inner membrane, mitochondrion, nuclear matrix, protein complex";0,000685166152792052
"547";547;"Q9BQG0";"Q9BQG0-1,Q9BQG0-2";"Q9BQG0-1,Q9BQG0-2";"MBB1A_HUMAN";"Myb-binding protein 1A";"MYBBP1A";2;2;4,54400106805371e-05;NA;2;NA;2;NA;NA;"NLS-dependent protein nuclear import complex, nucleus, cytoplasm, nucleolus, intracellular membrane-bounded organelle";0,000342583076396026
"554";554;"Q9H9B4";"Q9H9B4";"Q9H9B4";"SFXN1_HUMAN";"Sideroflexin-1";"SFXN1";3;5;0,000937023822729088;3;2;3;2;0,00132399453497731;0,000890842514135854;"integral component of membrane, mitochondrial inner membrane";0,000856457690990065
"560";560;"Q9NRP0";"Q9NRP0";"Q9NRP0";"OSTC_HUMAN";"Oligosaccharyltransferase complex subunit OSTC";"OSTC";1;1;0,000404995531434586;1;NA;1;NA;0,000953749978216319;NA;"integral component of membrane, oligosaccharyltransferase complex";0,000171291538198013
"597";597;"Q9Y5M8";"Q9Y5M8";"Q9Y5M8";"SRPRB_HUMAN";"Signal recognition particle receptor subunit beta";"SRPRB";1;2;0,000445345639732497;1;1;1;1;0,000524386519388308;0,000529245921682186;"endoplasmic reticulum membrane, cytoplasmic microtubule, cytoplasm, membrane, integral component of membrane";0,000342583076396026
"598";598;"Q9Y6N5";"Q9Y6N5";"Q9Y6N5";"SQRD_HUMAN";"Sulfide:quinone oxidoreductase, mitochondrial";"SQRDL";1;1;0,000134098520408341;1;NA;1;NA;0,000315797215009403;NA;"mitochondrial inner membrane";0,000171291538198013
