"";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5825-1.id.csv";"peptide.count.P5825-2.id.csv";"spectra.count.P5825-1.id.csv";"spectra.count.P5825-2.id.csv";"dNSAF.P5825-1.id.csv";"dNSAF.P5825-2.id.csv";"Go.Cc"
"28";"O60506";"O60506-1,O60506-2,O60506-3,O60506-4";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";3;4;0,00020885515598389;2;2;2;2;NA;NA;"ribonucleoprotein complex, nucleoplasm, CRD-mediated mRNA stability complex, endoplasmic reticulum, catalytic step 2 spliceosome, nucleus, histone pre-mRNA 3'end processing complex, GAIT complex"
"29";"O60814";"O60814,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BH, HIST1H2BI,HIST1H2BG,HIST1H2BC,HIST1H2BE,HIST1H2BF, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";1;1;0,000792758852455125;0;1;0;1;0;0,00250498545368749;"nucleosome, nucleoplasm"
"30";"O60884";"O60884";"DNJA2_HUMAN";"DnaJ homolog subfamily A member 2";"DNAJA2";2;2;0,000459370740257594;2;NA;2;NA;0,00106104212251138;NA;"membrane, extracellular vesicular exosome"
"31";"O75367";"O75367-1,O75367-2,O75367-3";"H2AY_HUMAN";"Core histone macro-H2A.1";"H2AFY";3;4;0,000339176962340733;1;3;1;3;NA;NA;"sex chromatin, Barr body, nucleosome, condensed chromosome"
"32";"O75390";"O75390";"CISY_HUMAN";"Citrate synthase, mitochondrial";"CS";7;10;0,00203069468869237;6;4;6;4;0,00281426623052374;0,00199629290278054;"mitochondrion, extracellular vesicular exosome, mitochondrial matrix"
"33";"O75396";"O75396";"SC22B_HUMAN";"Vesicle-trafficking protein SEC22b";"SEC22B";2;2;0,000880282534819204;2;NA;2;NA;0,00203325281151018;NA;"endoplasmic reticulum-Golgi intermediate compartment, Golgi apparatus, melanosome, endoplasmic reticulum-Golgi intermediate compartment membrane, endoplasmic reticulum membrane, integral component of membrane"
"34";"O75489";"O75489";"NDUS3_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial";"NDUFS3";2;3;0,00107534514196664;1;2;1;2;0,000827934383474788;0,00176187972101465;"mitochondrial inner membrane, nucleus, mitochondrial membrane, mitochondrial respiratory chain complex I, mitochondrion"
"35";"O75533";"O75533";"SF3B1_HUMAN";"Splicing factor 3B subunit 1";"SF3B1";3;3;0,000217707912177295;3;NA;3;NA;0,000502855852539902;NA;"catalytic step 2 spliceosome, nucleus, spliceosomal complex, nucleoplasm, U12-type spliceosomal complex, nuclear speck, intracellular membrane-bounded organelle"
"36";"O75534";"O75534-1,O75534-2";"CSDE1_HUMAN";"Cold shock domain-containing protein E1";"CSDE1";2;5;0,000296461066707595;2;2;3;2;NA;NA;"CRD-mediated mRNA stability complex, cytoplasm, plasma membrane, Golgi apparatus"
"37";"O75643";"O75643-1";"U520_HUMAN";"U5 small nuclear ribonucleoprotein 200 kDa helicase";"SNRNP200";7;9;0,000398723479605609;5;4;5;4;NA;NA;"spliceosomal complex, nucleus, nucleoplasm, catalytic step 2 spliceosome, U5 snRNP"
"38";"O75844";"O75844";"FACE1_HUMAN";"CAAX prenyl protease 1 homolog";"ZMPSTE24";1;1;0,000199221836827504;NA;1;NA;1;NA;0,000489617101418807;"extracellular vesicular exosome, endoplasmic reticulum membrane, integral component of membrane, nuclear inner membrane"
"39";"O75915";"O75915";"PRAF3_HUMAN";"PRA1 family protein 3";"ARL6IP5";1;3;0,00151005913552762;1;1;2;1;0,00232526252380153;0,00123706448496773;"integral component of membrane, endoplasmic reticulum, endoplasmic reticulum membrane"
"40";"O75947";"O75947-1";"ATP5H_HUMAN";"ATP synthase subunit d, mitochondrial";"ATP5H";3;6;0,00352659773266079;3;2;4;2;NA;NA;"mitochondrial proton-transporting ATP synthase complex, mitochondrion, mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"41";"O75964";"O75964";"ATP5L_HUMAN";"ATP synthase subunit g, mitochondrial";"ATP5L";2;2;0,00183748296103038;2;NA;2;NA;0,00424416849004551;NA;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, mitochondrion"
"42";"O76031";"O76031";"CLPX_HUMAN";"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial";"CLPX";2;2;0,000298990118461499;NA;2;NA;2;NA;0,00073481239549426;"mitochondrial matrix, mitochondrial nucleoid, mitochondrion, endopeptidase Clp complex, mitochondrial inner membrane, mitochondrial endopeptidase Clp complex"
"43";"O76094";"O76094";"SRP72_HUMAN";"Signal recognition particle subunit SRP72";"SRP72";2;2;0,000282057742155185;NA;2;NA;2;NA;0,00069319857875986;"endoplasmic reticulum, cytosol, signal recognition particle, endoplasmic reticulum targeting"
"44";"O94804";"O94804";"STK10_HUMAN";"Serine/threonine-protein kinase 10";"STK10";3;3;0,000293275947809084;3;NA;3;NA;0,000677400859206645;NA;"plasma membrane, cytoplasm, extracellular vesicular exosome"
"45";"O94826";"O94826";"TOM70_HUMAN";"Mitochondrial import receptor subunit TOM70";"TOMM70A";1;1;0,000155642060021488;1;NA;1;NA;0,000359497824403526;NA;"integral component of membrane, mitochondrion, mitochondrial outer membrane translocase complex"
"46";"O94905";"O94905-1";"ERLN2_HUMAN";"Erlin-2";"ERLIN2";1;1;0,000279145641572461;NA;1;NA;1;NA;NA;"endoplasmic reticulum membrane, endoplasmic reticulum, protein complex, integral component of membrane"
"47";"O94979";"O94979-1,O94979-2,O94979-3,O94979-4,O94979-6,O94979-8,O94979-9";"SC31A_HUMAN";"Protein transport protein Sec31A";"SEC31A";2;2;2,21616797407645e-05;NA;2;NA;2;NA;NA;"ER to Golgi transport vesicle membrane, COPII vesicle coat, vesicle coat, perinuclear region of cytoplasm, ER to Golgi transport vesicle, cytoplasm, endoplasmic reticulum membrane, cytosol, Golgi membrane, endoplasmic reticulum, intracellular membrane-bounded organelle"
"48";"O95168";"O95168-1,O95168-2";"NDUB4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4";"NDUFB4";1;2;0,000733568779016003;1;1;1;1;NA;NA;"mitochondrial inner membrane, nuclear membrane, mitochondrion, mitochondrial respiratory chain complex I, integral component of membrane, nucleus"
"49";"O95202";"O95202-1";"LETM1_HUMAN";"LETM1 and EF-hand domain-containing protein 1, mitochondrial";"LETM1";1;2;0,000256103849778253;1;1;1;1;NA;NA;"mitochondrial inner membrane, integral component of membrane, mitochondrion"
"50";"O95239";"O95239-1,O95239-2,Q2VIQ3";"KIF4A_HUMAN, KIF4B_HUMAN";"Chromosome-associated kinesin KIF4A, Chromosome-associated kinesin KIF4B";"KIF4A, KIF4B";1;1;2,55896085703257e-05;NA;1;NA;1;NA;0,000188466874533171;"cytoplasm, kinesin complex, cytosol, midbody, nuclear matrix, nucleus, chromosome, spindle microtubule"
"51";"O95347";"O95347-1,O95347-2";"SMC2_HUMAN";"Structural maintenance of chromosomes protein 2";"SMC2";6;9;0,000355753280049114;5;4;5;4;NA;NA;"condensin complex, cytoplasm, condensed chromosome, cytosol, extracellular vesicular exosome, nucleus, nuclear chromosome, nucleoplasm"
"52";"O95373";"O95373";"IPO7_HUMAN";"Importin-7";"IPO7";2;3;0,00027349818639614;1;2;1;2;0,000210572906779715;0,000448108137136673;"nuclear pore, cytoplasm"
"53";"O95747";"O95747";"OXSR1_HUMAN";"Serine/threonine-protein kinase OSR1";"OXSR1";3;4;0,000718257096721552;2;2;2;2;0,000829505416460508;0,000882611473145857;"extracellular vesicular exosome, cytoplasm"
"54";"O95831";"O95831-1,O95831-3";"AIFM1_HUMAN";"Apoptosis-inducing factor 1, mitochondrial";"AIFM1";5;9;0,000694676470177471;4;4;5;4;NA;NA;"cytosol, mitochondrial inner membrane, nucleus, mitochondrion, mitochondrial intermembrane space, perinuclear region of cytoplasm"
"55";"O96008";"O96008-1,O96008-2";"TOM40_HUMAN";"Mitochondrial import receptor subunit TOM40 homolog";"TOMM40";2;4;0,000524267991651327;2;2;2;2;NA;NA;"mitochondrial outer membrane translocase complex, integral component of membrane, pore complex, integral component of mitochondrial outer membrane"
"56";"P00338";"P00338-1,P00338-2,P00338-3,P00338-4,P00338-5";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";2;3;0,000171018745469394;2;1;2;1;NA;NA;"extracellular vesicular exosome, cytosol, cilium, mitochondrion"
"57";"P00367";"P00367,P49448";"DHE3_HUMAN, DHE4_HUMAN";"Glutamate dehydrogenase 1, mitochondrial, Glutamate dehydrogenase 2, mitochondrial";"GLUD1, GLUD2";5;8;0,000678353924681465;3;5;3;5;0,000587566336659527;0,00104197187801941;"cytoplasm, mitochondrion, mitochondrial matrix"
"58";"P00403";"P00403";"COX2_HUMAN";"Cytochrome c oxidase subunit 2";"MT-CO2";2;3;0,00125062166290394;1;2;1;2;0,000962884040693145;0,00204905835395536;"mitochondrial inner membrane, respiratory chain complex IV, mitochondrion, integral component of membrane"
"59";"P00492";"P00492";"HPRT_HUMAN";"Hypoxanthine-guanine phosphoribosyltransferase";"HPRT1";1;1;0,000434084277491121;1;NA;1;NA;0,00100263613411626;NA;"cytosol, extracellular vesicular exosome, cytoplasm"
"60";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";2;2;0,000453862697808462;2;NA;2;NA;0,00104831979490333;NA;"extracellular vesicular exosome, cytosol"
"61";"P01036";"P01036";"CYTS_HUMAN";"Cystatin-S";"CST4";1;1;0,000671137393567833;1;NA;1;NA;0,00155017501586769;NA;"extracellular space, extracellular vesicular exosome"
"62";"P01891";"P01891,P01892,P10316";"1A02_HUMAN, 1A68_HUMAN, 1A69_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain, HLA class I histocompatibility antigen, A-68 alpha chain, HLA class I histocompatibility antigen, A-69 alpha chain";"HLA-A";3;4;0,000345681726002062;NA;3;NA;4;NA;0,000849563920270076;"plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, ER to Golgi transport vesicle membrane, Golgi membrane, MHC class I protein complex, phagocytic vesicle membrane"
"63";"P02533";"P02533";"K1C14_HUMAN";"Keratin, type I cytoskeletal 14";"KRT14";3;5;0,00417746637571555;3;2;3;2;0,00501368346760164;0,00490844735941481;"keratin filament, cytosol, cell periphery, intermediate filament, extracellular vesicular exosome, nucleus, cytoplasm"
"64";"P02545";"P02545-1,P02545-2,P02545-3";"LMNA_HUMAN";"Prelamin-A/C";"LMNA";1;1;5,1636094646556e-05;0;1;0;1;NA;NA;"lamin filament, cytosol, nuclear lamina, nuclear speck, nuclear envelope, perinuclear region of cytoplasm, cytoplasm, nucleus, nucleoplasm, intermediate filament"
"65";"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";1;1;0,00012451364801719;NA;1;NA;1;NA;0,000306010688386754;"cell surface, endosome, plasma membrane, integral component of plasma membrane, perinuclear region of cytoplasm, extracellular region, extracellular space, blood microparticle, melanosome, external side of plasma membrane, intracellular membrane-bounded organelle, membrane, cytoplasmic membrane-bounded vesicle, extracellular vesicular exosome, coated pit"
"66";"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";5;8;0,0014365141934431;4;3;4;4;0,00165901083292102;0,00176522294629171;"endoplasmic reticulum, peroxisome, cytosol, intracellular membrane-bounded organelle, plasma membrane, mitochondrial intermembrane space, peroxisomal matrix, peroxisomal membrane, lysosome, Golgi apparatus"
"67";"P04075";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";1;1;0,000259973550805122;1;NA;1;NA;0,000600479882520176;NA;"actin cytoskeleton, platelet alpha granule lumen, cytosol, extracellular space, extracellular vesicular exosome, extracellular region, I band"
"68";"P04181";"P04181-1,P04181-2";"OAT_HUMAN";"Ornithine aminotransferase, mitochondrial";"OAT";1;1;0,000107779467531964;1;NA;1;NA;NA;NA;"mitochondrion, mitochondrial matrix"
"69";"P04259";"P04259";"K2C6B_HUMAN";"Keratin, type II cytoskeletal 6B";"KRT6B";0;0;0;0;0;0;0;0;NA;"extracellular vesicular exosome, keratin filament"
"70";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";20;83;0,0145832720962472;20;18;44;39;0,0183265998802136;0,0163546495786423;"extracellular vesicular exosome, plasma membrane, blood microparticle, extracellular space, membrane, cytoskeleton, keratin filament"
"71";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";7;13;0,00367222341017862;7;6;7;6;0,00456723206167584;0,00416539922102567;"perinuclear region of cytoplasm, extracellular vesicular exosome, GAIT complex, ribonucleoprotein complex, cytosol, nucleus, microtubule cytoskeleton, lipid particle, cytoplasm, plasma membrane"
"72";"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";3;4;0,0018464462925476;NA;3;NA;4;NA;0,00453791459851577;"spindle, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleus, extracellular space, Z disc, proteasome complex, plasma membrane, cytosol"
"73";"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";12;21;0,00327386791162167;11;10;11;10;0,00396099085603095;0,00383143530764305;"endoplasmic reticulum membrane, oligosaccharyltransferase complex, integral component of membrane, melanosome, rough endoplasmic reticulum"
"74";"P04844";"P04844-1,P04844-2";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";4;7;0,000524891131102576;3;4;3;4;NA;NA;"autophagic vacuole membrane, endoplasmic reticulum, integral component of membrane, rough endoplasmic reticulum, nucleus, endoplasmic reticulum membrane, oligosaccharyltransferase complex"
"75";"P04899";"P04899-1,P04899-2,P04899-3,P04899-4";"GNAI2_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2";2;2;0,000133282214778964;2;NA;2;NA;NA;NA;"heterotrimeric G-protein complex, nucleus, centrosome, membrane raft, extrinsic component of cytoplasmic side of plasma membrane, extracellular vesicular exosome, cytosol, midbody, plasma membrane, cytoplasm"
"76";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";5;13;0,008531552598368;5;5;6;7;0,00880166485519506;0,0116088954101082;"integral component of membrane, mitochondrial nucleoid, integral component of plasma membrane, mitochondrion, mitochondrial inner membrane, MMXD complex"
"77";"P05166";"P05166-1,P05166-2";"PCCB_HUMAN";"Propionyl-CoA carboxylase beta chain, mitochondrial";"PCCB";18;36;0,0031601979682285;16;16;18;18;NA;NA;"cytosol, mitochondrion, mitochondrial matrix"
"78";"P05198";"P05198";"IF2A_HUMAN";"Eukaryotic translation initiation factor 2 subunit 1";"EIF2S1";3;3;0,00090124164279109;NA;3;NA;3;NA;0,00221493450641841;"polysome, nucleus, extracellular vesicular exosome, cytoplasmic stress granule, eukaryotic translation initiation factor 2 complex, cytosol"
"79";"P05387";"P05387";"RLA2_HUMAN";"60S acidic ribosomal protein P2";"RPLP2";5;17;0,0139888376728878;4;5;7;10;0,0133045455709688;0,0202233150586029;"extracellular vesicular exosome, cytosolic large ribosomal subunit, cytosol"
"80";"P05388";"P05388";"RLA0_HUMAN";"60S acidic ribosomal protein P0";"RPLP0";10;18;0,00537333345386486;8;9;8;10;0,0055160801826459;0,00733653385406729;"ribonucleoprotein complex, extracellular vesicular exosome, cytoplasm, cytosolic large ribosomal subunit, nucleus, cytosol"
"81";"P06493";"P06493-1,P06493-2";"CDK1_HUMAN";"Cyclin-dependent kinase 1";"CDK1";1;2;0,000318620782804931;1;1;1;1;NA;NA;"cytoplasm, spindle microtubule, cytosol, microtubule organizing center, nucleus, mitochondrion, nucleoplasm, extracellular vesicular exosome, midbody"
"82";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";12;24;0,004293249413674;12;7;14;10;0,00578458503085598;0,00439637283882671;"mitochondrial nucleoid, mitochondrial membrane, mitochondrial proton-transporting ATP synthase, catalytic core, mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, extracellular vesicular exosome, cell surface, mitochondrion, plasma membrane"
"83";"P06748";"P06748-1,P06748-3";"NPM_HUMAN";"Nucleophosmin";"NPM1";8;24;0,00386246418339038;8;7;13;11;NA;NA;"spindle pole centrosome, centrosome, cytosol, nucleolus, ribonucleoprotein complex, nucleoplasm, nucleus, cytoplasm"
"84";"P06899";"P06899,P23527,P33778,Q16778";"H2B1B_HUMAN, H2B1J_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN";"Histone H2B type 1-B, Histone H2B type 1-J, Histone H2B type 1-O, Histone H2B type 2-E";"HIST1H2BB, HIST1H2BJ, HIST1H2BO, HIST2H2BE";1;3;0,0053511222540721;1;1;2;1;0,00823991838791575;0,00438372454395311;"nucleoplasm, nucleosome"
"85";"P07195";"P07195";"LDHB_HUMAN";"L-lactate dehydrogenase B chain";"LDHB";2;4;0,00113329787416844;2;1;3;1;0,00196324560392824;0,00069631174602974;"extracellular vesicular exosome, mitochondrion, cytoplasm, cytosol"
"86";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";1;2;0,000372560521626238;1;1;1;1;0,000430265112671937;0,00045781126609042;"endoplasmic reticulum, endoplasmic reticulum lumen, extracellular region, plasma membrane, procollagen-proline 4-dioxygenase complex, extracellular vesicular exosome, melanosome, endoplasmic reticulum-Golgi intermediate compartment"
"87";"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";3;7;0,00869457989510225;3;3;3;4;0,00868883570549351;0,0121172880993025;"cytosol, cell body, microtubule, nuclear envelope lumen, extracellular vesicular exosome, cytoskeleton"
"88";"P07737";"P07737";"PROF1_HUMAN";"Profilin-1";"PFN1";3;5;0,00337965616046659;3;2;3;2;0,00468374308365737;0,00332240175962762;"extracellular vesicular exosome, synapse, nucleus, cytosol, cytoskeleton, neuron projection, blood microparticle"
"89";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";8;14;0,00087620715271356;8;5;9;5;0,00130103974546038;0,000769074481395282;"ribonucleoprotein complex, cytoplasm, GAIT complex, cytosol"
"90";"P07900";"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";8;15;0,00153397561701572;7;6;7;8;NA;NA;"cytosol, plasma membrane, mitochondrion, extracellular vesicular exosome, melanosome, nucleus, extracellular region, endocytic vesicle lumen, cytoplasm"
"91";"P07910";"P07910-2,P07910-4";"HNRPC_HUMAN";"Heterogeneous nuclear ribonucleoproteins C1/C2";"HNRNPC";9;19;0,00293787104145135;9;7;11;8;NA;NA;"spliceosomal complex, extracellular vesicular exosome, catalytic step 2 spliceosome, nucleus, nucleoplasm"
"92";"P07919";"P07919";"QCR6_HUMAN";"Cytochrome b-c1 complex subunit 6, mitochondrial";"UQCRH";1;2;0,00207978840644098;1;1;1;1;0,0024019195300807;0,00255569366125201;"mitochondrial inner membrane, mitochondrial respiratory chain complex III, mitochondrion, mitochondrial respiratory chain"
"93";"P08107";"P08107-1,P08107-2";"HSP71_HUMAN";"Heat shock 70 kDa protein 1A/1B";"HSPA1A,HSPA1B";6;10;0,000867322056781207;6;4;6;4;NA;NA;"nucleus, cytosol, blood microparticle, nuclear speck, inclusion body, perinuclear region of cytoplasm, extracellular vesicular exosome, ribonucleoprotein complex, aggresome, endoplasmic reticulum, mitochondrion, cytoplasm"
