"";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5829-1.id.csv";"peptide.count.P5829-2.id.csv";"spectra.count.P5829-1.id.csv";"spectra.count.P5829-2.id.csv";"dNSAF.P5829-1.id.csv";"dNSAF.P5829-2.id.csv";"Go.Cc"
"11";"O43143";"O43143";"DHX15_HUMAN";"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15";"DHX15";2;2;0,000190914092940265;NA;2;NA;2;NA;0,000446065336145726;"U12-type spliceosomal complex, nucleolus, nucleus"
"12";"O43169";"O43169";"CYB5B_HUMAN";"Cytochrome b5 type B";"CYB5B";2;3;0,00155934969747443;1;2;1;2;0,00122538878745373;0,00242891741257433;"integral component of membrane, mitochondrial outer membrane"
"13";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";6;12;0,0017085557660883;5;5;7;5;0,00234961977631842;0,00166332993544021;"cytosol, extracellular vesicular exosome"
"14";"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";2;4;0,000568452074485059;2;2;2;2;0,000670062782652604;0,000664086034149537;"cytoplasm, nucleus, proteasome complex, cytosol, proteasome accessory complex, nucleoplasm, extracellular vesicular exosome"
"15";"O43390";"O43390-1,O43390-2";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";2;2;0,000167841536684451;0;2;0;2;NA;NA;"cytoplasm, catalytic step 2 spliceosome, spliceosomal complex, ribonucleoprotein complex, nucleus, nucleoplasm"
"16";"O43707";"O43707";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";2;3;0,000374860135836333;1;2;1;2;0,000392770061401197;0,000486583345548645;"pseudopodium, platelet alpha granule lumen, extracellular vesicular exosome, extracellular region, cell-cell junction, Z disc, ribonucleoprotein complex, neuron projection, stress fiber, protein complex, cortical cytoskeleton, perinuclear region of cytoplasm, cytoplasm, nucleus"
"17";"O43776";"O43776";"SYNC_HUMAN";"Asparagine--tRNA ligase, cytoplasmic";"NARS";2;2;0,000276964788115895;NA;2;NA;2;NA;0,000647120332547176;"cytoplasm, mitochondrion, extracellular vesicular exosome, cytosol"
"18";"O43790";"O43790";"KRT86_HUMAN";"Keratin, type II cuticular Hb6";"KRT86";4;7;0,00131165052742293;3;4;3;4;0,00132523528124626;0,00175121946783137;"keratin filament, extracellular space"
"19";"O60234";"O60234";"GMFG_HUMAN";"Glia maturation factor gamma";"GMFG";1;3;0,00160327504106525;1;1;1;2;0,00125990678146652;0,00249733762137924;"intracellular"
"20";"O60506";"O60506-1,O60506-2,O60506-3,O60506-4";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";2;3;0,000127901716759138;1;2;1;2;NA;NA;"ribonucleoprotein complex, nucleoplasm, CRD-mediated mRNA stability complex, endoplasmic reticulum, catalytic step 2 spliceosome, nucleus, histone pre-mRNA 3'end processing complex, GAIT complex"
"21";"O60664";"O60664-1,O60664-3";"PLIN3_HUMAN";"Perilipin-3";"PLIN3";1;1;8,74289768937274e-05;NA;1;NA;1;NA;NA;"Golgi apparatus, endosome membrane, cytoplasm, endosome, intracellular membrane-bounded organelle, lipid particle"
"22";"O60812";"O60812";"HNRCL_HUMAN";"Heterogeneous nuclear ribonucleoprotein C-like 1";"HNRNPCL1";1;2;0,000988926708544128;1;1;1;1;0,00111943935873191;0,0012103137960268;"ribonucleoprotein complex, nucleus"
"23";"O60814";"O60814,P57053,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN, H2BFS_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F, Histone H2B type F-S";"H2BFS, HIST1H2BD, HIST1H2BH, HIST1H2BI,HIST1H2BG,HIST1H2BC,HIST1H2BE,HIST1H2BF, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";4;12;0,000722746208988146;4;3;7;5;0,00124240807616837;0,000879518705942095;"nucleosome, nucleoplasm"
"24";"O75368";"O75368";"SH3L1_HUMAN";"SH3 domain-binding glutamic acid-rich-like protein";"SH3BGRL";4;7;0,00465981108426568;3;3;4;3;0,00627743027958755;0,00466607818731385;"nucleus, extracellular vesicular exosome, cytoplasm, extracellular space"
"25";"O75821";"O75821";"EIF3G_HUMAN";"Eukaryotic translation initiation factor 3 subunit G";"EIF3G";2;4;0,000948604399296942;2;2;2;2;0,00111816726855153;0,00110819356948704;"eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, perinuclear region of cytoplasm, eukaryotic translation initiation factor 3 complex, nucleus, cytosol"
"26";"O75874";"O75874";"IDHC_HUMAN";"Isocitrate dehydrogenase [NADP] cytoplasmic";"IDH1";2;4;0,000733220791727105;2;2;2;2;0,000864283879073648;0,000856574739700127;"mitochondrion, peroxisome, cytosol, cytoplasm, extracellular vesicular exosome, peroxisomal matrix"
"27";"O76011";"O76011";"KRT34_HUMAN";"Keratin, type I cuticular Ha4";"KRT34";1;2;0,000506344299874932;1;1;1;1;0,000527575644401772;0,000711683943707273;"extracellular space, intermediate filament"
"28";"O94905";"O94905-1";"ERLN2_HUMAN";"Erlin-2";"ERLIN2";3;3;0,000671578335785446;3;NA;3;NA;NA;NA;"endoplasmic reticulum membrane, endoplasmic reticulum, protein complex, integral component of membrane"
"29";"O95433";"O95433";"AHSA1_HUMAN";"Activator of 90 kDa heat shock protein ATPase homolog 1";"AHSA1";3;3;0,000673565253938657;NA;3;NA;3;NA;0,00157376601583958;"endoplasmic reticulum, cytosol, extracellular vesicular exosome, cytoplasm"
"30";"O95831";"O95831-1,O95831-3";"AIFM1_HUMAN";"Apoptosis-inducing factor 1, mitochondrial";"AIFM1";6;8;0,000495193161133803;5;3;5;3;NA;NA;"cytosol, mitochondrial inner membrane, nucleus, mitochondrion, mitochondrial intermembrane space, perinuclear region of cytoplasm"
"31";"P00338";"P00338-1,P00338-3";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";8;17;0,00202927688095919;8;7;9;8;NA;NA;"extracellular vesicular exosome, cytosol, cilium, mitochondrion"
"32";"P00387";"P00387-1,P00387-2,P00387-3";"NB5R3_HUMAN";"NADH-cytochrome b5 reductase 3";"CYB5R3";3;3;0,00025212077057726;NA;3;NA;3;NA;NA;"mitochondrial outer membrane, endoplasmic reticulum, endoplasmic reticulum membrane, cytoplasm, membrane, lipid particle, mitochondrion, mitochondrial inner membrane, hemoglobin complex"
"33";"P00403";"P00403";"COX2_HUMAN";"Cytochrome c oxidase subunit 2";"MT-CO2";2;3;0,00100292976137122;1;2;1;2;0,0007881355196839;0,00156221119927688;"mitochondrial inner membrane, respiratory chain complex IV, mitochondrion, integral component of membrane"
"34";"P00491";"P00491";"PNPH_HUMAN";"Purine nucleoside phosphorylase";"PNP";2;4;0,00105035781237032;2;2;2;2;0,00123810908628543;0,00122706554406869;"intracellular, cytoskeleton, cytoplasm, extracellular vesicular exosome, cytosol"
"35";"P00492";"P00492";"HPRT_HUMAN";"Hypoxanthine-guanine phosphoribosyltransferase";"HPRT1";3;6;0,00208867023698409;2;3;2;4;0,00164134644924996;0,00325341231409039;"cytosol, extracellular vesicular exosome, cytoplasm"
"36";"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";5;9;0,00158836085463674;2;5;3;6;0,00124818671838311;0,00247410657373851;"mitochondrial inner membrane, mitochondrion, extracellular vesicular exosome, plasma membrane, mitochondrial matrix"
"37";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";23;47;0,00855336340852878;21;21;23;24;0,00986775910856029;0,0102049479780101;"extracellular vesicular exosome, cytosol"
"38";"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, cell surface"
"39";"P02533";"P02533";"K1C14_HUMAN";"Keratin, type I cytoskeletal 14";"KRT14";5;14;0,00593035489008797;5;4;7;7;0,00667336563462176;0,00725504482480213;"keratin filament, cytosol, cell periphery, intermediate filament, extracellular vesicular exosome, nucleus, cytoplasm"
"40";"P02538";"P02538";"K2C6A_HUMAN";"Keratin, type II cytoskeletal 6A";"KRT6A";0;0;NA;0;0;0;0;NA;NA;"extracellular vesicular exosome, intermediate filament, keratin filament"
"41";"P02765";"P02765";"FETUA_HUMAN";"Alpha-2-HS-glycoprotein";"AHSG";4;6;0,00124068150316766;3;2;3;3;0,00146245310328266;0,0014494084832528;"extracellular space, blood microparticle, extracellular region, extracellular vesicular exosome"
"42";"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";2;4;0,000399412378651344;2;2;2;2;0,000470807270969066;0,000466607818731385;"cell surface, endosome, plasma membrane, integral component of plasma membrane, perinuclear region of cytoplasm, extracellular region, extracellular space, blood microparticle, melanosome, external side of plasma membrane, intracellular membrane-bounded organelle, membrane, cytoplasmic membrane-bounded vesicle, extracellular vesicular exosome, coated pit"
"43";"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";7;12;0,00172800801389955;7;5;7;5;0,00237637066561237;0,00168226727815869;"endoplasmic reticulum, peroxisome, cytosol, intracellular membrane-bounded organelle, plasma membrane, mitochondrial intermembrane space, peroxisomal matrix, peroxisomal membrane, lysosome, Golgi apparatus"
"44";"P04075";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";13;28;0,00621418266536954;10;12;13;15;0,00684592205235632;0,00773658083416938;"actin cytoskeleton, platelet alpha granule lumen, cytosol, extracellular space, extracellular vesicular exosome, extracellular region, I band"
"45";"P04259";"P04259";"K2C6B_HUMAN";"Keratin, type II cytoskeletal 6B";"KRT6B";1;2;0,00254112409799843;1;1;1;1;0,00330196609307349;0,00266308662674124;"extracellular vesicular exosome, keratin filament"
"46";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";24;101;0,0148214871979749;23;22;48;53;0,0166472299577951;0,0181309644960771;"extracellular vesicular exosome, plasma membrane, blood microparticle, extracellular space, membrane, cytoskeleton, keratin filament"
"47";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";11;41;0,00928782814834021;11;9;22;19;0,011749100851646;0,0100564431380316;"perinuclear region of cytoplasm, extracellular vesicular exosome, GAIT complex, ribonucleoprotein complex, cytosol, nucleus, microtubule cytoskeleton, lipid particle, cytoplasm, plasma membrane"
"48";"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";2;2;0,00074037416530493;2;NA;2;NA;0,00174543183383654;NA;"spindle, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleus, extracellular space, Z disc, proteasome complex, plasma membrane, cytosol"
"49";"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";9;17;0,0021253739424116;7;8;8;9;0,0023579145037001;0,00262899298197914;"endoplasmic reticulum membrane, oligosaccharyltransferase complex, integral component of membrane, melanosome, rough endoplasmic reticulum"
"50";"P04844";"P04844-1,P04844-2";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";4;6;0,000360800405437823;2;4;2;4;NA;NA;"autophagic vacuole membrane, endoplasmic reticulum, integral component of membrane, rough endoplasmic reticulum, nucleus, endoplasmic reticulum membrane, oligosaccharyltransferase complex"
"51";"P04899";"P04899-1,P04899-4";"GNAI2_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2";7;14;0,00149639003832757;7;6;8;6;NA;NA;"heterotrimeric G-protein complex, nucleus, centrosome, membrane raft, extrinsic component of cytoplasmic side of plasma membrane, extracellular vesicular exosome, cytosol, midbody, plasma membrane, cytoplasm"
"52";"P04908";"P04908,P0C0S8,P20671,Q16777,Q6FI13,Q7L7L0,Q93077,Q96KK5,Q99878,Q9BTM1-1";"H2A1_HUMAN, H2A1B_HUMAN, H2A1C_HUMAN, H2A1D_HUMAN, H2A1H_HUMAN, H2A1J_HUMAN, H2A2A_HUMAN, H2A2C_HUMAN, H2A3_HUMAN, H2AJ_HUMAN";"Histone H2A type 1, Histone H2A type 1-B/E, Histone H2A type 1-C, Histone H2A type 1-D, Histone H2A type 1-H, Histone H2A type 1-J, Histone H2A type 2-A, Histone H2A type 2-C, Histone H2A type 3, Histone H2A.J";"H2AFJ, HIST1H2AC, HIST1H2AD, HIST1H2AE,HIST1H2AB, HIST1H2AH, HIST1H2AJ, HIST1H2AK,HIST1H2AI,HIST1H2AG,HIST1H2AL,HIST1H2AM, HIST2H2AA4,HIST2H2AA3, HIST2H2AC, HIST3H2A";3;10;0,000586463307138759;3;3;5;5;0,00076784018441307;0,000760991292351615;"nucleus, extracellular vesicular exosome, nucleosome"
"53";"P05023";"P05023-1,P05023-3";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";3;5;0,000185455405532149;3;2;3;2;NA;NA;"basolateral plasma membrane, integral component of membrane, endosome, endoplasmic reticulum, T-tubule, membrane, extracellular vesicular exosome, caveola, sodium:potassium-exchanging ATPase complex, Golgi apparatus, melanosome, plasma membrane"
"54";"P05109";"P05109";"S10A8_HUMAN";"Protein S100-A8";"S100A8";2;4;0,00326401513736582;2;2;2;2;0,00384745726813431;0,00381313916382637;"cytoskeleton, cytosol, extracellular vesicular exosome, extracellular space, plasma membrane, extracellular region"
"55";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";11;22;0,00560249578108261;9;10;11;11;0,00660394091493523;0,00654503584663486;"integral component of membrane, mitochondrial nucleoid, integral component of plasma membrane, mitochondrion, mitochondrial inner membrane, MMXD complex"
"56";"P05387";"P05387";"RLA2_HUMAN";"60S acidic ribosomal protein P2";"RPLP2";4;10;0,00659898712554394;4;4;5;5;0,00777855491166284;0,00770917265730114;"extracellular vesicular exosome, cytosolic large ribosomal subunit, cytosol"
"57";"P05388";"P05388";"RLA0_HUMAN";"60S acidic ribosomal protein P0";"RPLP0";6;11;0,00263334975199151;5;5;5;6;0,00282187323293762;0,003356043617374;"ribonucleoprotein complex, extracellular vesicular exosome, cytoplasm, cytosolic large ribosomal subunit, nucleus, cytosol"
"58";"P05455";"P05455";"LA_HUMAN";"Lupus La protein";"SSB";3;6;0,00111600517564346;2;3;3;3;0,00131549090417827;0,00130375714057299;"ribonucleoprotein complex, nucleus"
"59";"P05534";"P05534,P30447";"1A23_HUMAN, 1A24_HUMAN";"HLA class I histocompatibility antigen, A-23 alpha chain, HLA class I histocompatibility antigen, A-24 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, extracellular vesicular exosome, Golgi membrane, MHC class I protein complex, plasma membrane, early endosome membrane, phagocytic vesicle membrane"
"60";"P05787";"P05787";"K2C8_HUMAN";"Keratin, type II cytoskeletal 8";"KRT8";0;0;0;0;0;0;0;0;0;"sarcolemma, extracellular vesicular exosome, intermediate filament, Z disc, nuclear matrix, costamere, cytoplasm, keratin filament, nucleoplasm, dystrophin-associated glycoprotein complex"
"61";"P06454";"P06454-1,P06454-2";"PTMA_HUMAN";"Prothymosin alpha";"PTMA";2;3;0,00102551826951021;2;1;2;1;NA;NA;"nucleus"
"62";"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";11;28;0,00401677477207023;10;11;14;14;0,00473477255492521;0,00469253987835722;"mitochondrial nucleoid, mitochondrial membrane, mitochondrial proton-transporting ATP synthase, catalytic core, mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, extracellular vesicular exosome, cell surface, mitochondrion, plasma membrane"
"63";"P06733";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";8;19;0,00813963774880602;8;7;10;9;NA;NA;"extracellular vesicular exosome, plasma membrane, cytoplasm, nucleus, phosphopyruvate hydratase complex, extracellular space, M band, cytosol"
"64";"P06733";"P06733-2";"ENOA_HUMAN";"Alpha-enolase";"ENO1";1;1;0,000428401986779264;1;0;1;0;NA;NA;"extracellular vesicular exosome, plasma membrane, cytoplasm, nucleus, phosphopyruvate hydratase complex, extracellular space, M band, cytosol"
"65";"P06744";"P06744-1,P06744-2";"G6PI_HUMAN";"Glucose-6-phosphate isomerase";"GPI";5;8;0,000544002522894304;3;5;3;5;NA;NA;"cytoplasm, extracellular vesicular exosome, neuron projection, nucleus, cytosol, plasma membrane, extracellular space"
"66";"P06748";"P06748-1,P06748-2";"NPM_HUMAN";"Nucleophosmin";"NPM1";7;16;0,00206498916853756;7;6;9;7;NA;NA;"spindle pole centrosome, centrosome, cytosol, nucleolus, ribonucleoprotein complex, nucleoplasm, nucleus, cytoplasm"
"67";"P06753";"P06753-2,P06753-3";"TPM3_HUMAN";"Tropomyosin alpha-3 chain";"TPM3";5;10;0,00180686552247037;4;5;5;5;NA;NA;"filamentous actin, podosome, extracellular vesicular exosome, cytoskeleton, muscle thin filament tropomyosin, cortical cytoskeleton, stress fiber, cytosol, cleavage furrow, growth cone"
"68";"P07195";"P07195";"LDHB_HUMAN";"L-lactate dehydrogenase B chain";"LDHB";11;28;0,00664464877963952;11;10;14;14;0,00782513308478657;0,00777002350299024;"extracellular vesicular exosome, mitochondrion, cytoplasm, cytosol"
"69";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";6;10;0,00149386519574322;5;5;5;5;0,00176089333630163;0,00174518672360164;"endoplasmic reticulum, endoplasmic reticulum lumen, extracellular region, plasma membrane, procollagen-proline 4-dioxygenase complex, extracellular vesicular exosome, melanosome, endoplasmic reticulum-Golgi intermediate compartment"
"70";"P07339";"P07339";"CATD_HUMAN";"Cathepsin D";"CTSD";4;6;0,00110517017393818;4;2;4;2;0,00173695886376937;0,000860732869504497;"extracellular space, lysosomal lumen, mitochondrion, extracellular vesicular exosome, extracellular region, melanosome, lysosome"
"71";"P07355";"P07355-1,P07355-2";"ANXA2_HUMAN";"Annexin A2";"ANXA2";7;11;0,00123122694893998;5;5;6;5;NA;NA;"lipid particle, ruffle, basement membrane, cell cortex, myelin sheath adaxonal region, extracellular space, extrinsic component of plasma membrane, perinuclear region of cytoplasm, sarcolemma, Schmidt-Lanterman incisure, extracellular vesicular exosome, cell surface, protein complex, early endosome, midbody, macropinosome, melanosome"
"72";"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";5;14;0,00628129940075002;5;5;7;7;0,00705150529717183;0,00768746890545063;"cytosol, cell body, microtubule, nuclear envelope lumen, extracellular vesicular exosome, cytoskeleton"
"73";"P07477";"P07477";"TRY1_HUMAN";"Trypsin-1";"PRSS1";1;2;0,000618012080141337;1;NA;2;NA;0,00146528876552707;NA;"blood microparticle, extracellular region"
"74";"P07737";"P07737";"PROF1_HUMAN";"Profilin-1";"PFN1";4;9;0,00487853691066999;3;4;4;5;0,00511162179909272;0,00633253468278308;"extracellular vesicular exosome, synapse, nucleus, cytosol, cytoskeleton, neuron projection, blood microparticle"
"75";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";5;7;0,000351334962702571;2;4;2;5;0,000236649157365404;0,000586345803961396;"ribonucleoprotein complex, cytoplasm, GAIT complex, cytosol"
"76";"P07900";"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";12;23;0,00180051821969822;12;10;12;11;NA;NA;"cytosol, plasma membrane, mitochondrion, extracellular vesicular exosome, melanosome, nucleus, extracellular region, endocytic vesicle lumen, cytoplasm"
"77";"P07910";"P07910-2";"HNRPC_HUMAN";"Heterogeneous nuclear ribonucleoproteins C1/C2";"HNRNPC";5;9;0,00426111067063867;4;4;5;4;NA;NA;"spliceosomal complex, extracellular vesicular exosome, catalytic step 2 spliceosome, nucleus, nucleoplasm"
"78";"P07948";"P07948-1,P07948-2";"LYN_HUMAN";"Tyrosine-protein kinase Lyn";"LYN";1;1;7,41097186950736e-05;NA;1;NA;1;NA;NA;"mast cell granule, cytosol, membrane raft, mitochondrial intermembrane space, plasma membrane, cytoplasm, nucleus, postsynaptic density, perinuclear region of cytoplasm, alpha2-beta1 integrin complex, Golgi apparatus, mitochondrial crista"
"79";"P07954";"P07954-1,P07954-2";"FUMH_HUMAN";"Fumarate hydratase, mitochondrial";"FH";3;3;0,000223201035128692;3;NA;3;NA;NA;NA;"extracellular vesicular exosome, tricarboxylic acid cycle enzyme complex, cytoplasm, mitochondrial matrix, mitochondrion"
"80";"P08107";"P08107-1,P08107-2";"HSP71_HUMAN";"Heat shock 70 kDa protein 1A/1B";"HSPA1A,HSPA1B";4;4;0,000928370340438804;1;3;1;3;NA;NA;"nucleus, cytosol, blood microparticle, nuclear speck, inclusion body, perinuclear region of cytoplasm, extracellular vesicular exosome, ribonucleoprotein complex, aggresome, endoplasmic reticulum, mitochondrion, cytoplasm"
"81";"P08133";"P08133";"ANXA6_HUMAN";"Annexin A6";"ANXA6";3;6;0,000676567773644178;3;2;3;3;0,000797504143989206;0,000790390658772331;"perinuclear region of cytoplasm, melanosome, extracellular vesicular exosome"
"82";"P08195";"P08195-1,P08195-2,P08195-3,P08195-4";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";4;10;0,000301144253745061;4;4;6;4;NA;NA;"integral component of membrane, apical plasma membrane, cytoplasm, nucleus, melanosome, cell junction, plasma membrane, extracellular vesicular exosome"
"83";"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";11;26;0,00422927037496147;9;9;13;13;0,00489404327812245;0,00503564790672619;"brush border membrane, inclusion body, cytosol, basolateral plasma membrane, apical plasma membrane, extracellular vesicular exosome, cell surface, mitochondrion, cytoplasm, melanosome"
"84";"P08708";"P08708,P0CW22";"RS17_HUMAN, RS17L_HUMAN";"40S ribosomal protein S17, 40S ribosomal protein S17-like";"RPS17, RPS17L";4;7;0,0019674757911344;3;3;3;4;0,00198785292186939;0,00262682920174706;"ribosome, cytosolic small ribosomal subunit, cytosol"
"85";"P08727";"P08727";"K1C19_HUMAN";"Keratin, type I cytoskeletal 19";"KRT19";0;0;0;0;0;0;0;0;0;"Z disc, sarcolemma, intermediate filament, cell periphery, costamere, extracellular vesicular exosome, dystrophin-associated glycoprotein complex"
"86";"P08729";"P08729";"K2C7_HUMAN";"Keratin, type II cytoskeletal 7";"KRT7";1;1;0,000166574112972553;0;1;0;1;0;0,000388631680958635;"keratin filament, intermediate filament, cytoplasm"
"87";"P08758";"P08758";"ANXA5_HUMAN";"Annexin A5";"ANXA5";2;2;0,000474302199648471;NA;2;NA;2;NA;0,00110819356948704;"external side of plasma membrane, endothelial microparticle, extracellular vesicular exosome, cytoplasm, intracellular"
"88";"P08779";"P08779";"K1C16_HUMAN";"Keratin, type I cytoskeletal 16";"KRT16";7;18;0,00608511150081101;7;7;9;9;0,00683281208121093;0,00745395289664792;"intermediate filament, extracellular vesicular exosome"
"89";"P08865";"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";4;10;0,00257248650656798;4;4;5;5;0,00303231801641094;0,003005270696914;"plasma membrane, cytoplasm, nucleus, 90S preribosome, cytosol, cytosolic small ribosomal subunit, extracellular vesicular exosome"
