"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5828.1.id.csv";"peptide.count.P5828.2.id.csv";"spectra.count.P5828.1.id.csv";"spectra.count.P5828.2.id.csv";"dNSAF.P5828.1.id.csv";"dNSAF.P5828.2.id.csv";"Go.Cc";"norm.sc"
"35";35;"O60506";"O60506-1,O60506-2,O60506-3,O60506-4";"O60506-1,O60506-2,O60506-3,O60506-4";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";4;5;0,000132498848022778;NA;4;NA;5;NA;NA;"nucleoplasm, endoplasmic reticulum, GAIT complex, CRD-mediated mRNA stability complex, nucleus, histone pre-mRNA 3'end processing complex, catalytic step 2 spliceosome, ribonucleoprotein complex";0,00115021854152289
"36";36;"O60814";"O60814,P62807";"O60814,P62807";"H2B1C_HUMAN, H2B1K_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-K";"HIST1H2BF,HIST1H2BE,HIST1H2BC,HIST1H2BG,HIST1H2BI, HIST1H2BK";0;0;NA;0;0;0;0;NA;NA;"nucleosome, nucleoplasm";0
"37";37;"O60832";"O60832-1";"O60832-1";"DKC1_HUMAN";"H/ACA ribonucleoprotein complex subunit 4";"DKC1";7;9;0,00105117939987791;5;2;5;4;NA;NA;"nucleus, telomerase holoenzyme complex, nucleoplasm, cytoplasm, nucleolus, Cajal body";0,0020703933747412
"41";41;"O75367";"O75367-1,O75367-2,O75367-3";"O75367-1,O75367-2,O75367-3";"H2AY_HUMAN";"Core histone macro-H2A.1";"H2AFY";8;16;0,000860702845937471;3;6;5;11;NA;NA;"sex chromatin, condensed chromosome, nucleosome, Barr body";0,00368069933287325
"43";43;"O75494";"O75494-1,O75494-2,O75494-3,O75494-4,O75494-5";"O75494-1,O75494-2,O75494-3,O75494-4,O75494-5";"SRS10_HUMAN";"Serine/arginine-rich splicing factor 10";"SRSF10";1;2;9,16549977162422e-05;NA;1;NA;2;NA;NA;"cytoplasm, nuclear speck, nucleoplasm, nucleus";0,000460087416609156
"44";44;"O75531";"O75531";"O75531";"BAF_HUMAN";"Barrier-to-autointegration factor";"BANF1";1;2;0,00134907917986828;NA;1;NA;2;NA;0,00266863475240263;"chromosome, cytosol, nucleoplasm";0,000460087416609156
"46";46;"O75643";"O75643-1";"O75643-1";"U520_HUMAN";"U5 small nuclear ribonucleoprotein 200 kDa helicase";"SNRNP200";10;12;0,000337269794967071;2;8;3;9;NA;NA;"spliceosomal complex, nucleoplasm, catalytic step 2 spliceosome, U5 snRNP, nucleus";0,00276052449965493
"49";49;"O76021";"O76021";"O76021";"RL1D1_HUMAN";"Ribosomal L1 domain-containing protein 1";"RSL1D1";7;10;0,00122518415314569;6;2;7;3;0,00254801357546545;0,00072706681519541;"nucleolus";0,00230043708304578
"50";50;"O76094";"O76094";"O76094";"SRP72_HUMAN";"Signal recognition particle 72 kDa protein";"SRP72";5;7;0,000626286385289077;3;3;3;4;0,000797440910354313;0,000707923973066569;"signal recognition particle, endoplasmic reticulum targeting, cytosol, endoplasmic reticulum";0,00161030595813205
"51";51;"O94776";"O94776";"O94776";"MTA2_HUMAN";"Metastasis-associated protein MTA2";"MTA2";2;5;0,000449356463354331;1;1;1;4;0,000267007410602667;0,000711103272346808;"nucleus, histone deacetylase complex, transcription factor complex, NuRD complex";0,00115021854152289
"54";54;"O94906";"O94906-1,O94906-2";"O94906-1,O94906-2";"PRP6_HUMAN";"Pre-mRNA-processing factor 6";"PRPF6";2;3;9,56971681787544e-05;2;1;2;1;NA;NA;"spliceosomal complex, U5 snRNP, nuclear speck, catalytic step 2 spliceosome, nucleus, U4/U6 x U5 tri-snRNP complex, U4/U6 snRNP, nucleoplasm";0,000690131124913734
"57";57;"O95373";"O95373";"O95373";"IPO7_HUMAN";"Importin-7";"IPO7";2;2;0,000115672492300845;NA;2;NA;2;NA;0,000228813577036449;"cytoplasm, nuclear pore";0,000460087416609156
"67";67;"P02042";"P02042,P68871";"P02042,P68871";"HBB_HUMAN, HBD_HUMAN";"Hemoglobin subunit beta, Hemoglobin subunit delta";"HBB, HBD";2;9;0,00183777622971853;NA;2;NA;9;NA;0,00363533407597705;"blood microparticle, cytosol, hemoglobin complex";0,0020703933747412
"74";74;"P04183";"P04183";"P04183";"KITH_HUMAN";"Thymidine kinase, cytosolic";"TK1";2;5;0,00128277828000296;1;1;2;3;0,00152445256651779;0,00152249033951176;"cytosol";0,00115021854152289
"86";86;"P05386";"P05386";"P05386";"RLA1_HUMAN";"60S acidic ribosomal protein P1";"RPLP1";1;1;0,000526614241264374;NA;1;NA;1;NA;0,00104170391650804;"cytosol, cytosolic large ribosomal subunit, cytoplasm";0,000230043708304578
"93";93;"P06748";"P06748-1,P06748-2";"P06748-1,P06748-2";"NPM_HUMAN";"Nucleophosmin";"NPM1";5;12;0,00122518415314569;3;3;6;6;NA;NA;"cytosol, nucleus, nucleolus, spindle pole centrosome, centrosome, ribonucleoprotein complex, cytoplasm, nucleoplasm";0,00276052449965493
"94";94;"P06899";"P06899,Q16778";"P06899,Q16778";"H2B1J_HUMAN, H2B2E_HUMAN";"Histone H2B type 1-J, Histone H2B type 2-E";"HIST1H2BJ, HIST2H2BE";0;0;NA;0;0;0;0;NA;NA;"nucleoplasm, nucleosome";0
"97";97;"P07814";"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";9;12;0,0004764605040011;5;5;5;7;0,000589817957283669;0,000549788178157023;"cytoplasm, cytosol, ribonucleoprotein complex, GAIT complex";0,00276052449965493
"106";106;"P08579";"P08579";"P08579";"RU2B_HUMAN";"U2 small nuclear ribonucleoprotein B''";"SNRPB2";1;1;0,000266817882240616;1;NA;1;NA;0,000792715334589251;NA;"nucleolus, spliceosomal complex, U2 snRNP, nucleoplasm, catalytic step 2 spliceosome, nucleus";0,000230043708304578
"108";108;"P08708";"P08708,P0CW22";"P08708,P0CW22";"RS17_HUMAN, RS17L_HUMAN";"40S ribosomal protein S17, 40S ribosomal protein S17-like";"RPS17, RPS17L";4;6;0,00133408941120308;2;2;2;4;0,00132119222431542;0,00175932217010247;"cytosolic small ribosomal subunit, cytosol, ribosome";0,00138026224982747
"112";112;"P09874";"P09874";"P09874";"PARP1_HUMAN";"Poly [ADP-ribose] polymerase 1";"PARP1";17;32;0,00189456484431207;7;11;7;25;0,00123128861141821;0,00292786603752261;"nucleoplasm, nucleus, nucleolus, transcription factor complex, nuclear envelope";0,00736139866574649
"114";114;"P0C0S5";"P0C0S5,Q71UI9-1,Q71UI9-2";"P0C0S5,Q71UI9-1,Q71UI9-2";"H2AV_HUMAN, H2AZ_HUMAN";"Histone H2A.V, Histone H2A.Z";"H2AFV, H2AFZ";1;1;0,00145916029350337;1;0;1;0;0,0153278941649093;0;"nucleus, nucleosome";0,000230043708304578
"117";117;"P10412";"P10412";"P10412";"H14_HUMAN";"Histone H1.4";"HIST1H1E";1;1;0,0021930236896489;1;0;1;0;0,00407216781467081;NA;"nucleosome, nucleus";0,000230043708304578
"122";122;"P11388";"P11388-1,P11388-2,P11388-3,P11388-4";"P11388-1,P11388-2,P11388-3,P11388-4";"TOP2A_HUMAN";"DNA topoisomerase 2-alpha";"TOP2A";8;11;0,000107833810996983;3;5;3;8;NA;NA;"DNA topoisomerase complex (ATP-hydrolyzing), synaptonemal complex, nucleus, nucleolus, cytoplasm, protein complex, nucleoplasm";0,00253048079135036
"124";124;"P12035";"P12035";"P12035";"K2C3_HUMAN";"Keratin, type II cytoskeletal 3";"KRT3";0;0;NA;0;0;0;0;NA;0;"intermediate filament, keratin filament";0
"128";128;"P13010";"P13010";"P13010";"XRCC5_HUMAN";"X-ray repair cross-complementing protein 5";"XRCC5";3;4;0,000328054773246659;2;2;2;2;0,00048732500077208;0,000324465154322177;"cytosol, Ku70:Ku80 complex, nucleoplasm, nonhomologous end joining complex, nuclear telomere cap complex, nuclear chromosome, telomeric region, nucleus";0,000920174833218311
"142";142;"P14314";"P14314-1,P14314-2";"P14314-1,P14314-2";"GLU2B_HUMAN";"Glucosidase 2 subunit beta";"PRKCSH";3;3;0,000170551203136757;3;NA;3;NA;NA;NA;"endoplasmic reticulum, endoplasmic reticulum lumen, intracellular";0,000690131124913734
"145";145;"P14678";"P14678-1,P14678-2,P14678-3,P63162";"P14678-1,P14678-2,P14678-3,P63162";"RSMB_HUMAN, RSMN_HUMAN";"Small nuclear ribonucleoprotein-associated protein N, Small nuclear ribonucleoprotein-associated proteins B and B'";"SNRPB, SNRPN";1;1;6,25354411501444e-05;1;NA;1;NA;0,000743170626177423;NA;"U4 snRNP, catalytic step 2 spliceosome, U12-type spliceosomal complex, SMN-Sm protein complex, histone pre-mRNA 3'end processing complex, methylosome, small nuclear ribonucleoprotein complex, U7 snRNP, cytosol, spliceosomal complex, nucleoplasm, U1 snRNP";0,000230043708304578
"151";151;"P15927";"P15927-1,P15927-2,P15927-3";"P15927-1,P15927-2,P15927-3";"RFA2_HUMAN";"Replication protein A 32 kDa subunit";"RPA2";5;6;0,000444696470401027;3;2;3;3;NA;NA;"nucleoplasm, DNA replication factor A complex, PML body, nucleus";0,00138026224982747
"154";154;"P16402";"P16402";"P16402";"H13_HUMAN";"Histone H1.3";"HIST1H1D";3;3;0,00651953196425035;3;0;3;0;0,0121059468517589;NA;"nucleosome, nuclear chromatin";0,000690131124913734
"155";155;"P16403";"P16403";"P16403";"H12_HUMAN";"Histone H1.2";"HIST1H1C";3;3;0,00676439701455083;3;0;3;0;0,0125606303015902;NA;"nucleus, nucleosome";0,000690131124913734
"161";161;"P18124";"P18124";"P18124";"RL7_HUMAN";"60S ribosomal protein L7";"RPL7";11;27;0,00653596223633767;5;8;7;20;0,00503438166120189;0,00957695536144491;"cytosolic large ribosomal subunit, ribonucleoprotein complex, cytosol";0,0062111801242236
"163";163;"P18621";"P18621";"P18621";"RL17_HUMAN";"60S ribosomal protein L17";"RPL17";4;11;0,00358899053557351;3;4;6;5;0,00581611794399722;0,00322701756744339;"cytosol, cytosolic large ribosomal subunit";0,00253048079135036
"165";165;"P19013";"P19013";"P19013";"K2C4_HUMAN";"Keratin, type II cytoskeletal 4";"KRT4";0;0;0;0;0;0;0;0;0;"intermediate filament, keratin filament";0
"166";166;"P19525";"P19525";"P19525";"E2AK2_HUMAN";"Interferon-induced, double-stranded RNA-activated protein kinase";"EIF2AK2";2;3;0,000326864011819267;NA;2;NA;3;NA;0,00064657484472913;"cytosol, nucleus, cytoplasm, perinuclear region of cytoplasm";0,000690131124913734
"174";174;"P22626";"P22626-1";"P22626-1";"ROA2_HUMAN";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";9;28;0,00507355871498851;7;5;11;17;NA;NA;"catalytic step 2 spliceosome, spliceosomal complex, ribonucleoprotein complex, nucleoplasm, cytoplasm";0,00644122383252818
"176";176;"P23246";"P23246-1";"P23246-1";"SFPQ_HUMAN";"Splicing factor, proline- and glutamine-rich";"SFPQ";5;10;0,000849137531883149;2;5;2;8;NA;NA;"nucleus, nuclear matrix, nucleoplasm, cytoplasm, paraspeckles";0,00230043708304578
"179";179;"P23527";"P23527";"P23527";"H2B1O_HUMAN";"Histone H2B type 1-O";"HIST1H2BO";0;0;NA;0;0;0;0;NA;NA;"nucleosome, nucleoplasm";0
"186";186;"P26368";"P26368-1,P26368-2";"P26368-1,P26368-2";"U2AF2_HUMAN";"Splicing factor U2AF 65 kDa subunit";"U2AF2";3;8;0,000505549671613799;1;2;2;6;NA;NA;"nucleus, spliceosomal complex, nucleoplasm, nuclear speck";0,00184034966643662
"187";187;"P26373";"P26373";"P26373";"RL13_HUMAN";"60S ribosomal protein L13";"RPL13";6;21;0,00597495020657304;4;5;13;8;0,0109890632875524;0,00450253067230017;"cytosol, cytosolic large ribosomal subunit, nucleolus, cytoplasm, cytosolic ribosome";0,00483091787439614
"193";193;"P27635";"P27635";"P27635";"RL10_HUMAN";"60S ribosomal protein L10";"RPL10";6;11;0,00308586102124077;2;6;2;9;0,00166692476899609;0,00499433746886567;"cytosol, cytosolic large ribosomal subunit, endoplasmic reticulum";0,00253048079135036
"194";194;"P27694";"P27694";"P27694";"RFA1_HUMAN";"Replication protein A 70 kDa DNA-binding subunit";"RPA1";6;6;0,000584746982183168;2;4;2;4;0,000579093994423966;0,000771131470661798;"actin cytoskeleton, lateral element, PML body, DNA replication factor A complex, male germ cell nucleus, nucleus, cytoplasm, nucleoplasm";0,00138026224982747
"206";206;"P31942";"P31942-1,P31942-2,P31942-3,P31942-4";"P31942-1,P31942-2,P31942-3,P31942-4";"HNRH3_HUMAN";"Heterogeneous nuclear ribonucleoprotein H3";"HNRNPH3";3;5;0,000216885923064085;NA;3;NA;5;NA;NA;"nucleus, spliceosomal complex";0,00115021854152289
"207";207;"P31943";"P31943";"P31943";"HNRH1_HUMAN";"Heterogeneous nuclear ribonucleoprotein H";"HNRNPH1";2;5;0,000818443190108389;NA;2;NA;5;NA;0,00161897535191653;"catalytic step 2 spliceosome, nucleoplasm, nucleus";0,00115021854152289
"208";208;"P32322";"P32322-1,P32322-2,Q96C36";"P32322-1,P32322-2,Q96C36";"P5CR1_HUMAN, P5CR2_HUMAN";"Pyrroline-5-carboxylate reductase 1, mitochondrial, Pyrroline-5-carboxylate reductase 2";"PYCR1, PYCR2";1;1;6,26659953070341e-05;NA;1;NA;1;NA;0,00037110702025599;"mitochondrial matrix, mitochondrion";0,000230043708304578
"210";210;"P32969";"P32969";"P32969";"RL9_HUMAN";"60S ribosomal protein L9";"RPL9,RPL9P8,RPL9P7,RPL9P9";4;7;0,00218874044025505;2;2;4;3;0,00371585313088711;0,00185553510127995;"cytoplasm, nucleolus, cytosol, ribosome, cytosolic large ribosomal subunit";0,00161030595813205
"211";211;"P33992";"P33992";"P33992";"MCM5_HUMAN";"DNA replication licensing factor MCM5";"MCM5";2;4;0,000327160891030728;NA;2;NA;4;NA;0,000647162106168485;"MCM complex, nucleus, nucleoplasm";0,000920174833218311
"212";212;"P33993";"P33993-1";"P33993-1";"MCM7_HUMAN";"DNA replication licensing factor MCM7";"MCM7";2;2;0,000166993111277159;NA;2;NA;2;NA;NA;"chromatin, cytoplasm, nucleoplasm, cytosol, nucleus, MCM complex";0,000460087416609156
"213";213;"P34931";"P34931";"P34931";"HS71L_HUMAN";"Heat shock 70 kDa protein 1-like";"HSPA1L";1;1;0,000156094704898956;1;0;1;0;0,000417381318913997;0;"mitochondrial matrix, zona pellucida receptor complex, cell body, blood microparticle";0,000230043708304578
"214";214;"P35250";"P35250-1,P35250-2";"P35250-1,P35250-2";"RFC2_HUMAN";"Replication factor C subunit 2";"RFC2";2;4;0,000339175274034681;1;2;1;3;NA;NA;"DNA replication factor C complex, nucleoplasm";0,000920174833218311
"221";221;"P35637";"P35637-1,P35637-2";"P35637-1,P35637-2";"FUS_HUMAN";"RNA-binding protein FUS";"FUS";2;4;0,000228266249065166;2;1;3;1;NA;NA;"cytoplasm, nucleoplasm, nucleus";0,000920174833218311
"223";223;"P35998";"P35998";"P35998";"PRS7_HUMAN";"26S protease regulatory subunit 7";"PSMC2";1;2;0,000277293411104566;1;NA;2;NA;0,000823838107540792;NA;"proteasome complex, proteasome accessory complex, nucleoplasm, cytoplasm, cytoplasmic mRNA processing body, cytosol";0,000460087416609156
"226";226;"P37108";"P37108";"P37108";"SRP14_HUMAN";"Signal recognition particle 14 kDa protein";"SRP14";2;2;0,000882853286825568;2;NA;2;NA;0,00262295515121443;NA;"cytosol, nucleolus, signal recognition particle, endoplasmic reticulum targeting, cytoplasm, intercellular bridge";0,000460087416609156
"233";233;"P39748";"P39748";"P39748";"FEN1_HUMAN";"Flap endonuclease 1";"FEN1";1;1;0,000157984272379312;NA;1;NA;1;NA;0,000312511174952413;"nucleus, nucleoplasm, nucleolus, mitochondrion";0,000230043708304578
"235";235;"P40429";"P40429";"P40429";"RL13A_HUMAN";"60S ribosomal protein L13a";"RPL13A";9;22;0,00650615033049778;4;7;7;15;0,00615037759595108;0,00877494432132391;"cytosol, GAIT complex, ribonucleoprotein complex, large ribosomal subunit, cytosolic large ribosomal subunit";0,00506096158270071
"237";237;"P40938";"P40938";"P40938";"RFC3_HUMAN";"Replication factor C subunit 3";"RFC3";1;1;0,000168634897483535;1;NA;1;NA;0,00050101390528815;NA;"DNA replication factor C complex, nucleoplasm";0,000230043708304578
"243";243;"P42677";"P42677";"P42677";"RS27_HUMAN";"40S ribosomal protein S27";"RPS27";2;2;0,0014293815120033;2;NA;2;NA;0,00424668929244241;NA;"nucleus, cytosol, cytosolic small ribosomal subunit, ribosome";0,000460087416609156
"244";244;"P42696";"P42696-1,P42696-2";"P42696-1,P42696-2";"RBM34_HUMAN";"RNA-binding protein 34";"RBM34";2;2;0,00013961400814916;2;NA;2;NA;NA;NA;"nucleolus, nucleus";0,000460087416609156
"246";246;"P42766";"P42766";"P42766";"RL35_HUMAN";"60S ribosomal protein L35";"RPL35";3;4;0,00251013338693263;NA;3;NA;4;NA;0,00606874198049285;"nucleolus, cytosolic large ribosomal subunit, cytoplasm, cytosol";0,000920174833218311
"250";250;"P46087";"P46087-1";"P46087-1";"NOP2_HUMAN";"Putative ribosomal RNA methyltransferase NOP2";"NOP2";10;15;0,00110900289724394;6;7;6;9;NA;NA;"nucleolus";0,00345065562456867
"251";251;"P46776";"P46776";"P46776";"RL27A_HUMAN";"60S ribosomal protein L27a";"RPL27A";5;28;0,0113577882305127;4;4;10;18;0,0120514155596339;0,0144430840315845;"cytosolic large ribosomal subunit, cytosol";0,00644122383252818
"253";253;"P46778";"P46778";"P46778";"RL21_HUMAN";"60S ribosomal protein L21";"RPL21";6;14;0,00525297705661213;4;2;7;7;0,00780329157486294;0,00519549828358387;"nucleolus, cytosolic large ribosomal subunit, cytoplasm, cytosol";0,00322061191626409
"257";257;"P46783";"P46783";"P46783";"RS10_HUMAN";"40S ribosomal protein S10";"RPS10";9;16;0,00582148106706799;4;6;5;11;0,00540487728129035;0,00791694976546113;"cytoplasm, nucleolus, cytosol, ribosome, cytosolic small ribosomal subunit";0,00368069933287325
"258";258;"P47897";"P47897";"P47897";"SYQ_HUMAN";"Glutamine--tRNA ligase";"QARS";1;1;7,74632561343724e-05;1;NA;1;NA;0,000230143161654944;NA;"cytoplasm, cytosol, mitochondrial matrix";0,000230043708304578
"259";259;"P47914";"P47914";"P47914";"RL29_HUMAN";"60S ribosomal protein L29";"RPL29";2;30;0,0113271742460639;1;2;6;24;0,0067306018974559;0,0179251692802893;"cytosol, cytosolic large ribosomal subunit";0,00690131124913734
"261";261;"P48668";"P48668";"P48668";"K2C6C_HUMAN";"Keratin, type II cytoskeletal 6C";"KRT6C";0;0;NA;0;0;0;0;NA;NA;"keratin filament, intermediate filament";0
"264";264;"P49321";"P49321-1,P49321-2,P49321-3";"P49321-1,P49321-2,P49321-3";"NASP_HUMAN";"Nuclear autoantigenic sperm protein";"NASP";1;18;0,000457111854092426;1;NA;18;NA;NA;NA;"nucleus, cytoplasm";0,0041407867494824
"268";268;"P49454";"P49454";"P49454";"CENPF_HUMAN";"Centromere protein F";"CENPF";1;1;1,87021880075198e-05;NA;1;NA;1;NA;3,69950923619679e-05;"cytoplasm, nucleus, spindle, midbody, spindle pole, condensed chromosome outer kinetochore, pronucleus, perinuclear region of cytoplasm, kinetochore, nuclear matrix, chromosome, centromeric region, cytosol, nuclear envelope";0,000230043708304578
"280";280;"P51991";"P51991-1,P51991-2";"P51991-1,P51991-2";"ROA3_HUMAN";"Heterogeneous nuclear ribonucleoprotein A3";"HNRNPA3";5;19;0,00153393812260354;1;5;2;17;NA;NA;"nucleoplasm, catalytic step 2 spliceosome, ribonucleoprotein complex";0,00437083045778698
"282";282;"P52292";"P52292";"P52292";"IMA2_HUMAN";"Importin subunit alpha-2";"KPNA2";3;3;0,000340457600212506;NA;3;NA;3;NA;0,000673464535814274;"nucleus, nucleoplasm, cytoplasm, cytosol";0,000690131124913734
"283";283;"P52597";"P52597";"P52597";"HNRPF_HUMAN";"Heterogeneous nuclear ribonucleoprotein F";"HNRNPF";2;6;0,00106259564055518;NA;2;NA;6;NA;0,00210193715569308;"catalytic step 2 spliceosome, nucleoplasm, nucleus";0,00138026224982747
"285";285;"P52815";"P52815";"P52815";"RM12_HUMAN";"39S ribosomal protein L12, mitochondrial";"MRPL12";1;2;0,000606404277819582;1;NA;2;NA;0,00180162576043012;NA;"mitochondrial large ribosomal subunit, mitochondrion";0,000460087416609156
"293";293;"P55209";"P55209,Q99733";"P55209,Q99733";"NP1L1_HUMAN, NP1L4_HUMAN";"Nucleosome assembly protein 1-like 1, Nucleosome assembly protein 1-like 4";"NAP1L1, NAP1L4";1;5;0,000391866994152341;NA;1;NA;5;NA;0,000775158266853244;"melanosome, nucleus";0,00115021854152289
"294";294;"P55265";"P55265-1,P55265-4,P55265-5";"P55265-1,P55265-4,P55265-5";"DSRAD_HUMAN";"Double-stranded RNA-specific adenosine deaminase";"ADAR";8;8;0,000130579713983988;3;5;3;5;NA;NA;"nucleus, nucleolus, nucleoplasm, cytoplasm, supraspliceosomal complex";0,00184034966643662
"295";295;"P55769";"P55769";"P55769";"NH2L1_HUMAN";"NHP2-like protein 1";"NHP2L1";1;1;0,000469015808626083;1;NA;1;NA;0,00139344492408267;NA;"nucleoplasm, nucleolus, box C/D snoRNP complex, nucleus, spliceosomal complex";0,000230043708304578
"296";296;"P55795";"P55795";"P55795";"HNRH2_HUMAN";"Heterogeneous nuclear ribonucleoprotein H2";"HNRNPH2";1;4;0,00060613416455552;NA;1;NA;4;NA;0,00119900352795402;"ribonucleoprotein complex, nucleoplasm, nucleus";0,000920174833218311
"299";299;"P56182";"P56182";"P56182";"RRP1_HUMAN";"Ribosomal RNA processing protein 1 homolog A";"RRP1";2;2;0,000260451295028801;2;NA;2;NA;0,000773800218145689;NA;"nucleus, nucleolus, preribosome, small subunit precursor";0,000460087416609156
"307";307;"P60891";"P60891";"P60891";"PRPS1_HUMAN";"Ribose-phosphate pyrophosphokinase 1";"PRPS1";2;2;0,000377572474868796;2;NA;2;NA;0,00112176698290932;NA;"cytosol";0,000460087416609156
"311";311;"P61221";"P61221";"P61221";"ABCE1_HUMAN";"ATP-binding cassette sub-family E member 1";"ABCE1";3;5;0,000501118727079621;2;1;2;3;0,000595529049357534;0,000594762503248332;"cytoplasm, mitochondrion";0,00115021854152289
"314";314;"P61313";"P61313";"P61313";"RL15_HUMAN";"60S ribosomal protein L15";"RPL15";7;17;0,00500283529201155;5;4;12;5;0,0104918206048577;0,00291064329612542;"cytosolic large ribosomal subunit, ribosome, cytosol";0,00391074304117782
"320";320;"P62081";"P62081";"P62081";"RS7_HUMAN";"40S ribosomal protein S7";"RPS7";2;3;0,000928361188208329;2;NA;3;NA;0,00275815902498837;NA;"ribosome, ribonucleoprotein complex, nucleolus, cytosol, cytosolic small ribosomal subunit, small-subunit processome, nucleus, microtubule organizing center, cytoplasm, 90S preribosome";0,000690131124913734
"325";325;"P62266";"P62266";"P62266";"RS23_HUMAN";"40S ribosomal protein S23";"RPS23";6;26;0,0109152770007525;1;6;6;20;0,00748367623563279;0,0166089855219464;"cytosolic small ribosomal subunit, cytoplasm, ribosome, cytosol, nucleolus";0,00598113641591902
"330";330;"P62314";"P62314";"P62314";"SMD1_HUMAN";"Small nuclear ribonucleoprotein Sm D1";"SNRPD1";2;3;0,00151346277741526;NA;2;NA;3;NA;0,00299380453315757;"nucleoplasm, nucleus, methylosome, small nuclear ribonucleoprotein complex, U4 snRNP, catalytic step 2 spliceosome, SMN-Sm protein complex, cytosol, U12-type spliceosomal complex, pICln-Sm protein complex, U1 snRNP";0,000690131124913734
