"";"accession";"name";"go_name"
"19";"Q5Y7A7";"2B1D_HUMAN";"P:interferon-gamma-mediated signaling pathway, P:antigen processing and presentation of exogenous peptide antigen via MHC class II, C:ER to Golgi transport vesicle membrane, C:MHC class II protein complex, C:integral component of lumenal side of endoplasmic reticulum membrane, P:T cell receptor signaling pathway, C:late endosome membrane, P:T cell costimulation, C:clathrin-coated endocytic vesicle membrane, C:plasma membrane, C:lysosomal membrane, C:trans-Golgi network membrane, C:Golgi membrane"
"20";"P08195";"4F2_HUMAN";"P:leucine import, C:apical plasma membrane, C:melanosome, P:response to exogenous dsRNA, F:calcium:sodium antiporter activity, F:cation binding, F:neutral amino acid transmembrane transporter activity, C:extracellular vesicular exosome, C:integral component of membrane, P:tryptophan transport, P:leukocyte migration, P:cell growth, C:plasma membrane, P:blood coagulation, F:catalytic activity, P:carbohydrate metabolic process, F:double-stranded RNA binding"
"21";"Q15758";"AAAT_HUMAN";"F:L-glutamine transmembrane transporter activity, P:sodium ion transmembrane transport, C:extracellular vesicular exosome, C:integral component of plasma membrane, C:Golgi apparatus, C:melanosome, P:extracellular amino acid transport, F:L-serine transmembrane transporter activity, F:sodium:dicarboxylate symporter activity, F:receptor activity, F:virus receptor activity, P:response to virus"
"22";"P00505";"AATM_HUMAN";"P:4-hydroxyproline catabolic process, C:mitochondrial matrix, P:response to ethanol, P:2-oxoglutarate metabolic process, P:glutamate catabolic process to aspartate, P:aspartate biosynthetic process, F:L-aspartate:2-oxoglutarate aminotransferase activity, F:pyridoxal phosphate binding, P:glutamate catabolic process to 2-oxoglutarate, P:aspartate catabolic process, P:oxaloacetate metabolic process, C:extracellular vesicular exosome, C:mitochondrial inner membrane, F:kynurenine-oxoglutarate transaminase activity, F:L-phenylalanine:2-oxoglutarate aminotransferase activity, P:L-kynurenine metabolic process, P:cellular amino acid biosynthetic process, C:plasma membrane, P:fatty acid transport, P:cellular nitrogen compound metabolic process, P:gluconeogenesis, P:glutamate metabolic process"
"23";"P61221";"ABCE1_HUMAN";"F:ribonuclease inhibitor activity, F:ATPase activity, P:RNA catabolic process, P:response to virus, P:viral process, F:iron-sulfur cluster binding, F:ATP binding, P:ATP catabolic process, C:mitochondrion"
"24";"Q8NE71";"ABCF1_HUMAN";"C:nucleoplasm, P:inflammatory response, F:translation factor activity, nucleic acid binding, F:ribosome binding, C:nuclear envelope, F:translation activator activity, F:ATP binding, C:ribosome, P:ATP catabolic process, C:polysomal ribosome, P:translational initiation, F:ATPase activity"
"25";"P53396";"ACLY_HUMAN";"F:metal ion binding, P:cellular carbohydrate metabolic process, P:coenzyme A metabolic process, F:ATP binding, C:plasma membrane, C:mitochondrion, P:positive regulation of cellular metabolic process, P:citrate metabolic process, P:ATP catabolic process, C:citrate lyase complex, F:cofactor binding, C:nucleus, P:triglyceride biosynthetic process, C:extracellular vesicular exosome, P:long-chain fatty-acyl-CoA biosynthetic process, P:energy reserve metabolic process, F:succinate-CoA ligase (ADP-forming) activity, C:cytosol, F:ATP citrate synthase activity"
"26";"O60488";"ACSL4_HUMAN";"P:dendritic spine development, C:peroxisomal membrane, F:long-chain fatty acid-CoA ligase activity, P:fatty acid transport, C:neuronal cell body, P:lipid biosynthetic process, P:positive regulation of cell growth, F:arachidonate-CoA ligase activity, F:ATP binding, P:triglyceride biosynthetic process, C:endoplasmic reticulum membrane, C:extracellular vesicular exosome, P:negative regulation of prostaglandin secretion, C:mitochondrial outer membrane, F:very long-chain fatty acid-CoA ligase activity, C:integral component of membrane, P:embryonic process involved in female pregnancy, P:response to interleukin-15, C:lipid particle, P:response to nutrient, P:long-chain fatty-acyl-CoA biosynthetic process"
"27";"P62736";"ACTA_HUMAN";"F:ATP binding, P:regulation of blood pressure, C:protein complex, P:glomerular mesangial cell development, C:cytosol, P:response to virus, C:extracellular space, C:actin cytoskeleton, C:smooth muscle contractile fiber, P:vascular smooth muscle contraction, P:muscle contraction"
"28";"P60709";"ACTB_HUMAN";"P:innate immune response, C:ribonucleoprotein complex, P:retina homeostasis, C:MLL5-L complex, F:ATP binding, P:cell junction assembly, P:Fc-gamma receptor signaling pathway involved in phagocytosis, P:blood coagulation, F:structural constituent of cytoskeleton, C:cortical cytoskeleton, P:'de novo' posttranslational protein folding, P:axon guidance, C:cytosol, C:blood microparticle, C:NuA4 histone acetyltransferase complex, C:cytoskeleton, C:extracellular vesicular exosome, C:postsynaptic density, C:axon, P:substantia nigra development, P:adherens junction organization"
"29";"O14672";"ADA10_HUMAN";"P:negative regulation of cell adhesion, P:constitutive protein ectodomain proteolysis, P:in utero embryonic development, C:postsynaptic density, C:extracellular vesicular exosome, P:positive regulation of cell proliferation, C:cell surface, P:extracellular matrix disassembly, F:protein homodimerization activity, P:response to tumor necrosis factor, C:nucleus, P:PMA-inducible membrane protein ectodomain proteolysis, P:integrin-mediated signaling pathway, P:positive regulation of T cell chemotaxis, P:cell-cell signaling, C:plasma membrane, P:protein phosphorylation, F:metalloendopeptidase activity, F:protein kinase binding, P:positive regulation of cell growth, F:zinc ion binding, P:Notch signaling pathway, P:collagen catabolic process, C:integral component of membrane, P:epidermal growth factor receptor signaling pathway, C:Golgi-associated vesicle, P:Notch receptor processing, P:monocyte activation, F:integrin binding"
"30";"O00116";"ADAS_HUMAN";"C:mitochondrion, P:ether lipid biosynthetic process, F:FAD binding, C:peroxisomal matrix, F:UDP-N-acetylmuramate dehydrogenase activity, C:peroxisomal membrane, F:alkylglycerone-phosphate synthase activity"
"31";"Q9BRR6";"ADPGK_HUMAN";"F:metal ion binding, P:glycolysis, C:extracellular region, F:ADP-specific glucokinase activity"
"32";"P05141";"ADT2_HUMAN";"P:energy reserve metabolic process, P:negative regulation of mitochondrial outer membrane permeabilization, P:regulation of insulin secretion, C:MMXD complex, C:mitochondrial nucleoid, C:integral component of plasma membrane, P:positive regulation of cell proliferation, P:viral process, P:small molecule metabolic process, P:chromosome segregation, F:adenine transmembrane transporter activity, C:mitochondrial inner membrane"
"33";"P12236";"ADT3_HUMAN";"P:cellular protein metabolic process, P:active induction of host immune response by virus, P:regulation of insulin secretion, F:ATP:ADP antiporter activity, P:energy reserve metabolic process, C:integral component of membrane, P:apoptotic process, P:small molecule metabolic process, C:mitochondrial inner membrane presequence translocase complex, P:viral life cycle, P:protein targeting to mitochondrion"
"34";"O95831";"AIFM1_HUMAN";"C:perinuclear region of cytoplasm, C:mitochondrial inner membrane, F:flavin adenine dinucleotide binding, C:nucleus, P:activation of cysteine-type endopeptidase activity involved in apoptotic process, P:chromosome condensation, P:apoptotic DNA fragmentation, C:cytosol, P:neuron apoptotic process, P:mitochondrial respiratory chain complex I assembly, F:DNA binding, P:positive regulation of apoptotic process, P:cell redox homeostasis, F:electron carrier activity, C:mitochondrial intermembrane space, P:intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress, F:NAD(P)H oxidase activity, P:neuron differentiation"
"35";"Q12904";"AIMP1_HUMAN";"F:cytokine activity, P:inflammatory response, P:leukocyte migration, P:tRNA aminoacylation for protein translation, C:transport vesicle, C:cell surface, P:signal transduction, C:aminoacyl-tRNA synthetase multienzyme complex, C:nucleus, P:apoptotic process, C:Golgi apparatus, P:chemotaxis, C:cytosol, P:cell-cell signaling, C:endoplasmic reticulum, F:protein homodimerization activity, C:extracellular space, P:angiogenesis, P:negative regulation of endothelial cell proliferation, F:tRNA binding, P:glucose metabolic process, P:cell adhesion"
"36";"P04075";"ALDOA_HUMAN";"F:fructose binding, C:extracellular space, P:fructose 1,6-bisphosphate metabolic process, P:fructose metabolic process, P:striated muscle contraction, P:glycolysis, C:extracellular vesicular exosome, P:platelet activation, P:gluconeogenesis, P:ATP biosynthetic process, F:identical protein binding, P:regulation of cell shape, P:actin filament organization, C:I band, C:actin cytoskeleton, C:cytosol, F:actin binding, C:platelet alpha granule lumen, P:muscle cell cellular homeostasis, P:protein homotetramerization, F:tubulin binding, F:fructose-bisphosphate aldolase activity, P:platelet degranulation"
"37";"P09972";"ALDOC_HUMAN";"P:organ regeneration, P:aging, C:mitochondrion, C:cytoskeleton, P:protein heterotetramerization, P:fructose 1,6-bisphosphate metabolic process, P:protein homotetramerization, P:small molecule metabolic process, P:response to hypoxia, P:response to organic cyclic compound, C:axon, F:cytoskeletal protein binding, F:fructose-bisphosphate aldolase activity, P:response to organonitrogen compound, C:extracellular vesicular exosome, P:fructose metabolic process, P:gluconeogenesis, P:epithelial cell differentiation, C:cytosol, P:apoptotic process, P:glycolysis"
"38";"P15144";"AMPN_HUMAN";"C:external side of plasma membrane, C:cytosol, F:aminopeptidase activity, C:endoplasmic reticulum-Golgi intermediate compartment, P:cell differentiation, F:zinc ion binding, C:extracellular vesicular exosome, P:angiotensin maturation, F:virus receptor activity, P:cellular protein metabolic process, P:viral process, C:integral component of plasma membrane, P:response to virus, C:lysosomal membrane, P:angiogenesis, F:metallopeptidase activity, F:receptor activity, P:proteolysis"
"39";"P02656";"APOC3_HUMAN";"P:triglyceride homeostasis, C:spherical high-density lipoprotein particle, P:inflammatory response, P:cholesterol metabolic process, P:response to nutrient, P:negative regulation of lipoprotein lipase activity, P:negative regulation of very-low-density lipoprotein particle remodeling, P:G-protein coupled receptor signaling pathway, P:cholesterol homeostasis, C:very-low-density lipoprotein particle, C:chylomicron, F:phospholipid binding, P:negative regulation of low-density lipoprotein particle clearance, P:lipoprotein metabolic process, P:negative regulation of very-low-density lipoprotein particle clearance, F:cholesterol binding, P:regulation of Cdc42 protein signal transduction, P:negative regulation of high-density lipoprotein particle clearance, P:response to drug, P:negative regulation of receptor-mediated endocytosis, P:response to peptide hormone, P:cholesterol efflux, P:phospholipid efflux, P:negative regulation of cholesterol import, P:triglyceride catabolic process, P:lipoprotein transport, C:intermediate-density lipoprotein particle, P:retinoid metabolic process, C:early endosome, F:lipase inhibitor activity, P:negative regulation of triglyceride catabolic process, P:phototransduction, visible light, P:negative regulation of fatty acid biosynthetic process, P:chylomicron remnant clearance, P:small molecule metabolic process, P:cellular response to glucose stimulus, P:reverse cholesterol transport, P:very-low-density lipoprotein particle assembly, P:high-density lipoprotein particle remodeling, P:triglyceride mobilization"
"40";"P61158";"ARP3_HUMAN";"P:response to carbohydrate, C:podosome, P:meiotic cytokinesis, C:Arp2/3 protein complex, P:positive regulation of dendrite morphogenesis, P:establishment or maintenance of cell polarity, P:cellular component movement, P:asymmetric cell division, P:response to antibiotic, F:ATP binding, P:spindle localization, P:Fc-gamma receptor signaling pathway involved in phagocytosis, C:extracellular vesicular exosome, P:cilium morphogenesis, C:Golgi membrane, P:positive regulation of filopodium assembly, P:positive regulation of lamellipodium assembly, P:positive regulation of actin filament polymerization, P:regulation of myosin II filament organization, C:excitatory synapse, C:lamellipodium, P:innate immune response, C:hemidesmosome, C:cytosol, P:positive regulation of neuron differentiation"
"41";"Q92485";"ASM3B_HUMAN";"F:sphingomyelin phosphodiesterase activity, P:sphingomyelin catabolic process, C:extracellular space, C:extracellular vesicular exosome, F:hydrolase activity, acting on glycosyl bonds"
"42";"P05023";"AT1A1_HUMAN";"C:T-tubule, C:endoplasmic reticulum, P:ATP biosynthetic process, F:ADP binding, P:regulation of sodium ion transport, F:chaperone binding, C:basolateral plasma membrane, P:regulation of cardiac muscle cell contraction, C:melanosome, P:positive regulation of heart contraction, P:potassium ion import, P:negative regulation of heart contraction, P:regulation of the force of heart contraction, P:response to drug, P:negative regulation of glucocorticoid biosynthetic process, C:endosome, C:Golgi apparatus, P:membrane hyperpolarization, F:sodium:potassium-exchanging ATPase activity, P:regulation of blood pressure, F:potassium ion binding, C:sodium:potassium-exchanging ATPase complex, C:caveola, C:extracellular vesicular exosome, F:sodium ion binding, P:positive regulation of striated muscle contraction, F:ATP binding, P:cellular response to mechanical stimulus"
"43";"P54709";"AT1B3_HUMAN";"C:sodium:potassium-exchanging ATPase complex, F:sodium:potassium-exchanging ATPase activity, P:leukocyte migration, C:extracellular vesicular exosome, P:blood coagulation, C:caveola, C:melanosome"
"44";"P16615";"AT2A2_HUMAN";"P:cell adhesion, P:regulation of the force of heart contraction, P:positive regulation of heart rate, F:metal ion binding, P:sarcoplasmic reticulum calcium ion transport, P:epidermis development, P:ER-nucleus signaling pathway, F:calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential, C:platelet dense tubular network membrane, P:relaxation of cardiac muscle, P:negative regulation of heart contraction, C:integral component of plasma membrane, P:cellular calcium ion homeostasis, P:blood coagulation, C:sarcoplasmic reticulum membrane, F:ATP binding"
"45";"P23634";"AT2B4_HUMAN";"F:ATP binding, F:scaffold protein binding, F:calcium-transporting ATPase activity, P:regulation of sodium ion transmembrane transport, C:protein complex, P:blood coagulation, C:integral component of plasma membrane, P:negative regulation of peptidyl-cysteine S-nitrosylation, F:metal ion binding"
"46";"P24539";"AT5F1_HUMAN";"P:substantia nigra development, P:respiratory electron transport chain, C:mitochondrial matrix, F:proton-transporting ATP synthase activity, rotational mechanism, P:mitochondrial ATP synthesis coupled proton transport, C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"47";"O75947";"ATP5H_HUMAN";"F:transmembrane transporter activity, C:mitochondrial proton-transporting ATP synthase complex, F:hydrogen ion transmembrane transporter activity, P:ATP catabolic process, P:respiratory electron transport chain, P:mitochondrial ATP synthesis coupled proton transport, C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"48";"P56385";"ATP5I_HUMAN";"F:transmembrane transporter activity, C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), P:mitochondrial ATP synthesis coupled proton transport, P:ATP catabolic process, C:mitochondrial proton-transporting ATP synthase complex, P:respiratory electron transport chain, F:hydrogen ion transmembrane transporter activity"
"49";"P18859";"ATP5J_HUMAN";"P:ATP catabolic process, F:transmembrane transporter activity, P:respiratory electron transport chain, C:mitochondrial proton-transporting ATP synthase complex, P:mitochondrial ATP synthesis coupled proton transport, F:hydrogen ion transmembrane transporter activity, C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), P:substantia nigra development"
"50";"O75964";"ATP5L_HUMAN";"P:mitochondrial ATP synthesis coupled proton transport, F:hydrogen ion transmembrane transporter activity, P:respiratory electron transport chain, F:transmembrane transporter activity, P:ATP catabolic process, C:mitochondrial proton-transporting ATP synthase complex, C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"51";"P25705";"ATPA_HUMAN";"C:mitochondrial matrix, F:MHC class I protein binding, C:plasma membrane, P:lipid metabolic process, F:ATP binding, P:negative regulation of endothelial cell proliferation, F:proton-transporting ATPase activity, rotational mechanism, P:ATP hydrolysis coupled proton transport, P:respiratory electron transport chain, P:embryo development, C:mitochondrial proton-transporting ATP synthase complex, P:mitochondrial ATP synthesis coupled proton transport, C:proton-transporting ATP synthase complex, catalytic core F(1), C:extracellular vesicular exosome, F:proton-transporting ATP synthase activity, rotational mechanism"
"52";"P06576";"ATPB_HUMAN";"P:ATP hydrolysis coupled proton transport, F:MHC class I protein binding, P:lipid metabolic process, F:ATP binding, C:mitochondrial nucleoid, C:cell surface, P:mitochondrial ATP synthesis coupled proton transport, P:negative regulation of cell adhesion involved in substrate-bound cell migration, C:mitochondrial proton-transporting ATP synthase, catalytic core, P:respiratory electron transport chain, F:proton-transporting ATP synthase activity, rotational mechanism, P:angiogenesis, F:proton-transporting ATPase activity, rotational mechanism, C:extracellular vesicular exosome, C:plasma membrane, P:regulation of intracellular pH"
"53";"P36542";"ATPG_HUMAN";"P:mitochondrial ATP synthesis coupled proton transport, C:mitochondrial matrix, C:mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), P:ATP catabolic process, F:proton-transporting ATPase activity, rotational mechanism, P:respiratory electron transport chain, P:oxidative phosphorylation, F:proton-transporting ATP synthase activity, rotational mechanism, F:transmembrane transporter activity"
"54";"P56134";"ATPK_HUMAN";"F:transmembrane transporter activity, P:ATP catabolic process, C:integral component of membrane, P:mitochondrial ATP synthesis coupled proton transport, C:proton-transporting ATP synthase complex, coupling factor F(o), C:mitochondrial proton-transporting ATP synthase complex, P:respiratory electron transport chain"
"55";"P48047";"ATPO_HUMAN";"C:plasma membrane, F:proton-transporting ATP synthase activity, rotational mechanism, F:transmembrane transporter activity, P:respiratory electron transport chain, F:drug binding, P:mitochondrial ATP synthesis coupled proton transport, C:mitochondrial proton-transporting ATP synthase complex, P:ATP catabolic process"
"56";"P61769";"B2MG_HUMAN";"P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent, C:endoplasmic reticulum lumen, C:plasma membrane, P:response to cadmium ion, P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent, C:ER to Golgi transport vesicle membrane, P:regulation of immune response, C:phagocytic vesicle membrane, P:retina homeostasis, C:early endosome lumen, P:positive regulation of T cell mediated cytotoxicity, C:MHC class I protein complex, C:external side of plasma membrane, C:Golgi membrane, C:early endosome membrane, P:interferon-gamma-mediated signaling pathway, P:T cell differentiation in thymus, C:extracellular space, P:response to drug, P:response to molecule of bacterial origin, P:antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent, P:viral process, C:extracellular vesicular exosome, P:regulation of defense response to virus by virus, P:protein refolding"
"57";"O75531";"BAF_HUMAN";"F:DNA binding, C:cytosol, P:mitotic nuclear envelope reassembly, P:mitotic nuclear envelope disassembly, P:establishment of integrated proviral latency, P:response to virus, P:DNA integration, C:chromosome, C:nucleoplasm"
