"";"protein.acs";"X";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5828.1.id.csv";"peptide.count.P5828.2.id.csv";"spectra.count.P5828.1.id.csv";"spectra.count.P5828.2.id.csv";"dNSAF.P5828.1.id.csv";"dNSAF.P5828.2.id.csv";"Go.Cc"
"19";"O14980";"O14980";"O14980";"XPO1_HUMAN";"Exportin-1";"XPO1";5;6;0,000336325061647835;NA;5;NA;6;NA;0,000665289896257238;"intracellular membrane-bounded organelle, ribonucleoprotein complex, nucleus, cytosol, nucleoplasm, kinetochore, annulate lamellae, Cajal body, cytoplasm, nucleolus, nuclear envelope, nuclear membrane"
"20";"O15031";"O15031";"O15031";"PLXB2_HUMAN";"Plexin-B2";"PLXNB2";1;1;3,26626896105216e-05;1;NA;1;NA;9,70407781733305e-05;NA;"extracellular vesicular exosome, intracellular, integral component of plasma membrane"
"21";"O15042";"O15042-1,O15042-2,O15042-3";"O15042-1,O15042-2,O15042-3";"SR140_HUMAN";"U2 snRNP-associated SURP motif-containing protein";"U2SURP";1;1;1,9447367510249e-05;NA;1;NA;1;NA;NA;"nucleus"
"22";"O15126";"O15126-1";"O15126-1";"SCAM1_HUMAN";"Secretory carrier-associated membrane protein 1";"SCAMP1";1;1;0,000177615454154256;1;NA;1;NA;NA;NA;"recycling endosome membrane, integral component of membrane, Golgi apparatus, trans-Golgi network"
"23";"O15127";"O15127";"O15127";"SCAM2_HUMAN";"Secretory carrier-associated membrane protein 2";"SCAMP2";3;6;0,00109484541344934;NA;3;NA;6;NA;0,00216573093887994;"nucleus, Golgi apparatus, recycling endosome membrane, extracellular vesicular exosome, trans-Golgi network membrane, integral component of membrane, transport vesicle, intracellular membrane-bounded organelle"
"24";"O15173";"O15173";"O15173";"PGRC2_HUMAN";"Membrane-associated progesterone receptor component 2";"PGRMC2";1;1;0,000269210867731563;1;NA;1;NA;0,000799824889159558;NA;"integral component of membrane"
"25";"O15258";"O15258";"O15258";"RER1_HUMAN";"Protein RER1";"RER1";1;1;0,000306296038286422;1;NA;1;NA;0,000910004848380517;NA;"integral component of Golgi membrane, Golgi apparatus"
"26";"O15270";"O15270";"O15270";"SPTC2_HUMAN";"Serine palmitoyltransferase 2";"SPTLC2";2;2;0,0002136442117585;2;NA;2;NA;0,000634736477873955;NA;"endoplasmic reticulum membrane, serine C-palmitoyltransferase complex, mitochondrion, integral component of membrane"
"27";"O15427";"O15427";"O15427";"MOT4_HUMAN";"Monocarboxylate transporter 4";"SLC16A3";3;6;0,000774632561343724;2;2;3;3;0,00115071580827472;0,000766156428915593;"plasma membrane, nuclear membrane, membrane, actin cytoskeleton, integral component of plasma membrane"
"28";"O43143";"O43143";"O43143";"DHX15_HUMAN";"Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15";"DHX15";6;7;0,000528601464816315;3;3;3;4;0,00067306018974559;0,000597505642676312;"U12-type spliceosomal complex, nucleolus, nucleus"
"29";"O43169";"O43169";"O43169";"CYB5B_HUMAN";"Cytochrome b5 type B";"CYB5B";1;1;0,000411191941809169;NA;1;NA;1;NA;0,000813385249876143;"integral component of membrane, mitochondrial outer membrane"
"30";"O43175";"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";2;2;0,000225268380878569;2;NA;2;NA;0,000669271858471225;NA;"extracellular vesicular exosome, cytosol"
"31";"O43390";"O43390-1,O43390-2";"O43390-1,O43390-2";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";3;5;0,000260811318540887;NA;3;NA;5;NA;NA;"catalytic step 2 spliceosome, nucleoplasm, ribonucleoprotein complex, spliceosomal complex, nucleus, cytoplasm"
"32";"O43684";"O43684-1,O43684-2";"O43684-1,O43684-2";"BUB3_HUMAN";"Mitotic checkpoint protein BUB3";"BUB3";3;3;0,000274545839195756;NA;3;NA;3;NA;NA;"kinetochore, nucleus, condensed chromosome kinetochore, cytosol"
"33";"O60264";"O60264";"O60264";"SMCA5_HUMAN";"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5";"SMARCA5";2;2;0,000114133124532583;2;NA;2;NA;0,00033908925909236;NA;"NURF complex, RSF complex, condensed chromosome, nucleus, chromatin silencing complex, nucleoplasm"
"34";"O60488";"O60488-1,O60488-2";"O60488-1,O60488-2";"ACSL4_HUMAN";"Long-chain-fatty-acid--CoA ligase 4";"ACSL4";3;4;0,000168872077367479;NA;3;NA;4;NA;NA;"endoplasmic reticulum membrane, lipid particle, extracellular vesicular exosome, cytoplasm, neuronal cell body, mitochondrial outer membrane, integral component of membrane, peroxisomal membrane"
"35";"O60506";"O60506-1,O60506-2,O60506-3,O60506-4";"O60506-1,O60506-2,O60506-3,O60506-4";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";4;5;0,000132498848022778;NA;4;NA;5;NA;NA;"nucleoplasm, endoplasmic reticulum, GAIT complex, CRD-mediated mRNA stability complex, nucleus, histone pre-mRNA 3'end processing complex, catalytic step 2 spliceosome, ribonucleoprotein complex"
"36";"O60814";"O60814,P62807";"O60814,P62807";"H2B1C_HUMAN, H2B1K_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-K";"HIST1H2BF,HIST1H2BE,HIST1H2BC,HIST1H2BG,HIST1H2BI, HIST1H2BK";0;0;NA;0;0;0;0;NA;NA;"nucleosome, nucleoplasm"
"37";"O60832";"O60832-1";"O60832-1";"DKC1_HUMAN";"H/ACA ribonucleoprotein complex subunit 4";"DKC1";7;9;0,00105117939987791;5;2;5;4;NA;NA;"nucleus, telomerase holoenzyme complex, nucleoplasm, cytoplasm, nucleolus, Cajal body"
"38";"O60884";"O60884";"O60884";"DNJA2_HUMAN";"DnaJ homolog subfamily A member 2";"DNAJA2";1;1;0,00014571364928189;NA;1;NA;1;NA;0,00028823846233475;"membrane, extracellular vesicular exosome"
"39";"O75116";"O75116";"O75116";"ROCK2_HUMAN";"Rho-associated protein kinase 2";"ROCK2";1;2;9,31585379137598e-05;1;NA;2;NA;0,00028556027903071;NA;"nucleus, spindle pole centrosome, centrosome, cytosol, plasma membrane"
"40";"O75144";"O75144-1,O75144-2";"O75144-1,O75144-2";"ICOSL_HUMAN";"ICOS ligand";"ICOSLG";3;4;0,000397576314596945;2;2;2;2;NA;NA;"integral component of plasma membrane, plasma membrane, external side of plasma membrane, integral component of membrane"
"41";"O75367";"O75367-1,O75367-2,O75367-3";"O75367-1,O75367-2,O75367-3";"H2AY_HUMAN";"Core histone macro-H2A.1";"H2AFY";8;16;0,000860702845937471;3;6;5;11;NA;NA;"sex chromatin, condensed chromosome, nucleosome, Barr body"
"42";"O75396";"O75396";"O75396";"SC22B_HUMAN";"Vesicle-trafficking protein SEC22b";"SEC22B";2;2;0,000558456032596638;NA;2;NA;2;NA;0,00110469066494806;"melanosome, endoplasmic reticulum membrane, endoplasmic reticulum-Golgi intermediate compartment membrane, endoplasmic reticulum-Golgi intermediate compartment, Golgi apparatus, integral component of membrane"
"43";"O75494";"O75494-1,O75494-2,O75494-3,O75494-4,O75494-5";"O75494-1,O75494-2,O75494-3,O75494-4,O75494-5";"SRS10_HUMAN";"Serine/arginine-rich splicing factor 10";"SRSF10";1;2;9,16549977162422e-05;NA;1;NA;2;NA;NA;"cytoplasm, nuclear speck, nucleoplasm, nucleus"
"44";"O75531";"O75531";"O75531";"BAF_HUMAN";"Barrier-to-autointegration factor";"BANF1";1;2;0,00134907917986828;NA;1;NA;2;NA;0,00266863475240263;"chromosome, cytosol, nucleoplasm"
"45";"O75533";"O75533";"O75533";"SF3B1_HUMAN";"Splicing factor 3B subunit 1";"SF3B1";8;10;0,000460383615829284;6;4;6;4;0,000820679219091632;0,000364276829699132;"intracellular membrane-bounded organelle, nuclear speck, spliceosomal complex, nucleus, nucleoplasm, catalytic step 2 spliceosome, U12-type spliceosomal complex"
"46";"O75643";"O75643-1";"O75643-1";"U520_HUMAN";"U5 small nuclear ribonucleoprotein 200 kDa helicase";"SNRNP200";10;12;0,000337269794967071;2;8;3;9;NA;NA;"spliceosomal complex, nucleoplasm, catalytic step 2 spliceosome, U5 snRNP, nucleus"
"47";"O75947";"O75947-1";"O75947-1";"ATP5H_HUMAN";"ATP synthase subunit d, mitochondrial";"ATP5H";3;4;0,00149152853426431;1;3;1;3;NA;NA;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial proton-transporting ATP synthase complex, mitochondrion, mitochondrial inner membrane"
"48";"O75964";"O75964";"O75964";"ATP5L_HUMAN";"ATP synthase subunit g, mitochondrial";"ATP5L";1;1;0,000582854597127559;NA;1;NA;1;NA;0,001152953849339;"mitochondrion, mitochondrial proton-transporting ATP synthase complex, mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
"49";"O76021";"O76021";"O76021";"RL1D1_HUMAN";"Ribosomal L1 domain-containing protein 1";"RSL1D1";7;10;0,00122518415314569;6;2;7;3;0,00254801357546545;0,00072706681519541;"nucleolus"
"50";"O76094";"O76094";"O76094";"SRP72_HUMAN";"Signal recognition particle 72 kDa protein";"SRP72";5;7;0,000626286385289077;3;3;3;4;0,000797440910354313;0,000707923973066569;"signal recognition particle, endoplasmic reticulum targeting, cytosol, endoplasmic reticulum"
"51";"O94776";"O94776";"O94776";"MTA2_HUMAN";"Metastasis-associated protein MTA2";"MTA2";2;5;0,000449356463354331;1;1;1;4;0,000267007410602667;0,000711103272346808;"nucleus, histone deacetylase complex, transcription factor complex, NuRD complex"
"52";"O94804";"O94804";"O94804";"STK10_HUMAN";"Serine/threonine-protein kinase 10";"STK10";3;4;0,000248074477289829;3;NA;4;NA;0,000737028720175956;NA;"extracellular vesicular exosome, cytoplasm, plasma membrane"
"53";"O94905";"O94905-1";"O94905-1";"ERLN2_HUMAN";"Erlin-2";"ERLIN2";2;2;0,000354183029522942;2;NA;2;NA;NA;NA;"endoplasmic reticulum, integral component of membrane, endoplasmic reticulum membrane, protein complex"
"54";"O94906";"O94906-1,O94906-2";"O94906-1,O94906-2";"PRP6_HUMAN";"Pre-mRNA-processing factor 6";"PRPF6";2;3;9,56971681787544e-05;2;1;2;1;NA;NA;"spliceosomal complex, U5 snRNP, nuclear speck, catalytic step 2 spliceosome, nucleus, U4/U6 x U5 tri-snRNP complex, U4/U6 snRNP, nucleoplasm"
"55";"O95202";"O95202-1";"O95202-1";"LETM1_HUMAN";"LETM1 and EF-hand domain-containing protein 1, mitochondrial";"LETM1";3;4;0,000324947353202374;2;2;2;2;NA;NA;"mitochondrion, mitochondrial inner membrane, integral component of membrane"
"56";"O95297";"O95297-1,O95297-2,O95297-3,O95297-4";"O95297-1,O95297-2,O95297-3,O95297-4";"MPZL1_HUMAN";"Myelin protein zero-like protein 1";"MPZL1";1;2;0,000111587404282786;NA;1;NA;2;NA;NA;"integral component of plasma membrane"
"57";"O95373";"O95373";"O95373";"IPO7_HUMAN";"Importin-7";"IPO7";2;2;0,000115672492300845;NA;2;NA;2;NA;0,000228813577036449;"cytoplasm, nuclear pore"
"58";"O95831";"O95831-1,O95831-3";"O95831-1,O95831-3";"AIFM1_HUMAN";"Apoptosis-inducing factor 1, mitochondrial";"AIFM1";7;12;0,000587608712927947;3;6;3;9;NA;NA;"perinuclear region of cytoplasm, nucleus, mitochondrial intermembrane space, cytosol, mitochondrion, mitochondrial inner membrane"
"59";"O95864";"O95864-1";"O95864-1";"FADS2_HUMAN";"Fatty acid desaturase 2";"FADS2";3;3;0,000405635293946883;NA;3;NA;3;NA;NA;"integral component of plasma membrane, membrane, endoplasmic reticulum membrane"
"60";"P00338";"P00338-1,P00338-3";"P00338-1,P00338-3";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";5;6;0,000602751240001392;3;3;3;3;NA;NA;"cilium, extracellular vesicular exosome, mitochondrion, cytosol"
"61";"P00387";"P00387-1,P00387-2,P00387-3";"P00387-1,P00387-2,P00387-3";"NB5R3_HUMAN";"NADH-cytochrome b5 reductase 3";"CYB5R3";1;1;6,64828610234093e-05;1;NA;1;NA;NA;NA;"cytoplasm, membrane, mitochondrial outer membrane, endoplasmic reticulum membrane, lipid particle, hemoglobin complex, mitochondrial inner membrane, mitochondrion, endoplasmic reticulum"
"62";"P00505";"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";8;12;0,00167536809778992;6;3;6;6;0,00248875744580346;0,0016570359974221;"mitochondrial inner membrane, plasma membrane, extracellular vesicular exosome, mitochondrial matrix, mitochondrion"
"63";"P00558";"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";10;15;0,00215949724835031;8;4;9;6;0,0038495169125737;0,00170869419398442;"extracellular vesicular exosome, cytosol"
"64";"P01589";"P01589";"P01589";"IL2RA_HUMAN";"Interleukin-2 receptor subunit alpha";"IL2RA";2;2;0,000441426643412784;2;NA;2;NA;0,00131147757560722;NA;"integral component of membrane, plasma membrane, external side of plasma membrane"
"65";"P01892";"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";3;14;0,0075659317292887;2;3;2;12;0,0102618628929704;0,00813385249876143;"integral component of lumenal side of endoplasmic reticulum membrane, cell surface, plasma membrane, early endosome membrane, phagocytic vesicle membrane, MHC class I protein complex, ER to Golgi transport vesicle membrane, Golgi membrane"
"66";"P01903";"P01903";"P01903";"DRA_HUMAN";"HLA class II histocompatibility antigen, DR alpha chain";"HLA-DRA";5;12;0,00283625307893568;NA;5;NA;12;NA;0,00561043684166537;"integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, integral component of plasma membrane, MHC class II protein complex, lysosome, Golgi membrane, late endosome membrane, extracellular vesicular exosome, clathrin-coated endocytic vesicle membrane, trans-Golgi network membrane, transport vesicle membrane, lysosomal membrane, plasma membrane, endocytic vesicle membrane"
"67";"P02042";"P02042,P68871";"P02042,P68871";"HBB_HUMAN, HBD_HUMAN";"Hemoglobin subunit beta, Hemoglobin subunit delta";"HBB, HBD";2;9;0,00183777622971853;NA;2;NA;9;NA;0,00363533407597705;"blood microparticle, cytosol, hemoglobin complex"
"68";"P02533";"P02533";"P02533";"K1C14_HUMAN";"Keratin, type I cytoskeletal 14";"KRT14";3;4;0,00153339575521889;2;2;2;2;0,00228347327254899;0,00150239936529786;"cytosol, intermediate filament, keratin filament, nucleus, cell periphery, cytoplasm, extracellular vesicular exosome"
"69";"P02538";"P02538";"P02538";"K2C6A_HUMAN";"Keratin, type II cytoskeletal 6A";"KRT6A";0;0;NA;0;0;0;0;NA;NA;"intermediate filament, extracellular vesicular exosome, keratin filament"
"70";"P02656";"P02656";"P02656";"APOC3_HUMAN";"Apolipoprotein C-III";"APOC3";2;2;0,00121280855563916;2;NA;2;NA;0,00360325152086023;NA;"chylomicron, intermediate-density lipoprotein particle, spherical high-density lipoprotein particle, early endosome, very-low-density lipoprotein particle, extracellular space, extracellular region"
"71";"P02786";"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";6;11;0,000868913498086217;3;4;4;7;0,000938741843592534;0,00109378911233345;"coated pit, extracellular region, cell surface, endosome, blood microparticle, external side of plasma membrane, perinuclear region of cytoplasm, cytoplasmic membrane-bounded vesicle, extracellular space, extracellular vesicular exosome, melanosome, integral component of plasma membrane, intracellular membrane-bounded organelle, membrane, plasma membrane"
"72";"P04004";"P04004";"P04004";"VTNC_HUMAN";"Vitronectin";"VTN";1;1;0,000125594191431252;NA;1;NA;1;NA;0,000248439846196479;"proteinaceous extracellular matrix, extracellular matrix, blood microparticle, extracellular region, extracellular space, extracellular vesicular exosome, alphav-beta3 integrin-vitronectin complex"
"73";"P04075";"P04075";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";5;7;0,00115450045200267;4;2;4;3;0,00196001044266573;0,000978743789686129;"extracellular vesicular exosome, actin cytoskeleton, cytosol, extracellular space, extracellular region, platelet alpha granule lumen, I band"
"74";"P04183";"P04183";"P04183";"KITH_HUMAN";"Thymidine kinase, cytosolic";"TK1";2;5;0,00128277828000296;1;1;2;3;0,00152445256651779;0,00152249033951176;"cytosol"
"75";"P04222";"P04222";"P04222";"1C03_HUMAN";"HLA class I histocompatibility antigen, Cw-3 alpha chain";"HLA-C";0;0;NA;0;0;0;0;NA;NA;"phagocytic vesicle membrane, MHC class I protein complex, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, plasma membrane, cell surface, ER to Golgi transport vesicle membrane, Golgi membrane"
"76";"P04229";"P04229,Q29974";"P04229,Q29974";"2B11_HUMAN, 2B1G_HUMAN";"HLA class II histocompatibility antigen, DRB1-1 beta chain, HLA class II histocompatibility antigen, DRB1-16 beta chain";"HLA-DRB1";0;0;NA;0;0;0;0;0;NA;"extracellular vesicular exosome, trans-Golgi network membrane, ER to Golgi transport vesicle membrane, external side of plasma membrane, lysosomal membrane, transport vesicle membrane, Golgi membrane, plasma membrane, clathrin-coated endocytic vesicle membrane, endocytic vesicle membrane, late endosome membrane, MHC class II protein complex, integral component of lumenal side of endoplasmic reticulum membrane"
"77";"P04233";"P04233-1,P04233-2";"P04233-1,P04233-2";"HG2A_HUMAN";"HLA class II histocompatibility antigen gamma chain";"CD74";3;6;0,000608452940920324;2;2;2;4;NA;NA;"trans-Golgi network membrane, Golgi membrane, endocytic vesicle membrane, MHC class II protein complex, lysosomal lumen, cell surface, macrophage migration inhibitory factor receptor complex, extracellular vesicular exosome, multivesicular body, plasma membrane, ER to Golgi transport vesicle membrane, integral component of membrane, integral component of lumenal side of endoplasmic reticulum membrane, vacuole, NOS2-CD74 complex, transport vesicle membrane, lysosomal membrane, external side of plasma membrane, clathrin-coated endocytic vesicle membrane, intracellular"
"78";"P04259";"P04259";"P04259";"K2C6B_HUMAN";"Keratin, type II cytoskeletal 6B";"KRT6B";0;0;NA;0;0;0;0;0;NA;"keratin filament, extracellular vesicular exosome"
"79";"P04264";"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";20;109;0,0124468518461757;17;16;55;54;0,0184460442239294;0,0123686940527688;"extracellular vesicular exosome, cytoskeleton, plasma membrane, blood microparticle, membrane, extracellular space, keratin filament"
"80";"P04406";"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";12;60;0,0107523624186517;8;10;22;38;0,011713256436468;0,0134706309442174;"perinuclear region of cytoplasm, nucleus, extracellular vesicular exosome, cytosol, microtubule cytoskeleton, plasma membrane, ribonucleoprotein complex, lipid particle, cytoplasm, GAIT complex"
"81";"P04792";"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";4;7;0,00204994226599498;2;2;2;5;0,00174010683202518;0,00289644503614432;"spindle, proteasome complex, plasma membrane, cytoskeleton, cytoplasm, extracellular space, extracellular vesicular exosome, Z disc, nucleus, cytosol"
"82";"P04843";"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";2;3;0,000296708518142366;NA;2;NA;3;NA;0,000586923788213757;"oligosaccharyltransferase complex, rough endoplasmic reticulum, integral component of membrane, melanosome, endoplasmic reticulum membrane"
"83";"P04844";"P04844-1,P04844-2";"P04844-1,P04844-2";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";1;5;0,000237852708019567;NA;1;NA;5;NA;NA;"endoplasmic reticulum membrane, nucleus, endoplasmic reticulum, rough endoplasmic reticulum, autophagic vacuole membrane, oligosaccharyltransferase complex, integral component of membrane"
"84";"P05023";"P05023-1,P05023-3";"P05023-1,P05023-3";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";14;30;0,000880264274254232;8;8;9;21;NA;NA;"basolateral plasma membrane, integral component of membrane, endosome, Golgi apparatus, endoplasmic reticulum, caveola, melanosome, T-tubule, sodium:potassium-exchanging ATPase complex, extracellular vesicular exosome, plasma membrane, membrane"
"85";"P05141";"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";1;4;0,00499612007685449;1;1;1;3;0,00299263339400304;0,00777083156509188;"mitochondrion, integral component of plasma membrane, mitochondrial nucleoid, mitochondrial inner membrane, MMXD complex"
"86";"P05386";"P05386";"P05386";"RLA1_HUMAN";"60S acidic ribosomal protein P1";"RPLP1";1;1;0,000526614241264374;NA;1;NA;1;NA;0,00104170391650804;"cytosol, cytosolic large ribosomal subunit, cytoplasm"
"87";"P05387";"P05387";"P05387";"RLA2_HUMAN";"60S acidic ribosomal protein P2";"RPLP2";5;12;0,00626441984391012;3;5;6;6;0,00930578871039555;0,00619587372949132;"cytosol, cytosolic large ribosomal subunit, extracellular vesicular exosome"
"88";"P05388";"P05388";"P05388";"RLA0_HUMAN";"60S acidic ribosomal protein P0";"RPLP0";6;10;0,00189381777615579;4;3;5;5;0,00281326420004072;0,00187309537037724;"ribonucleoprotein complex, extracellular vesicular exosome, cytosolic large ribosomal subunit, nucleus, cytosol, cytoplasm"
"89";"P05534";"P05534,P30447";"P05534,P30447";"1A23_HUMAN, 1A24_HUMAN";"HLA class I histocompatibility antigen, A-23 alpha chain, HLA class I histocompatibility antigen, A-24 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"MHC class I protein complex, plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, early endosome membrane, ER to Golgi transport vesicle membrane, extracellular vesicular exosome, phagocytic vesicle membrane, Golgi membrane"
