"";"X";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5396";"Peptide.Count.P5455";"Spectra.Count.P5396";"Spectra.Count.P5455";"DNSAF.P5396";"DNSAF.P5455";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc"
"28";28;"P01912";"P01912,Q5Y7A7";"2B13_HUMAN, 2B1D_HUMAN";"HLA class II histocompatibility antigen, DRB1-13 beta chain, HLA class II histocompatibility antigen, DRB1-3 chain";"HLA-DRB1";1;2;"0.00163771001781882";0;1;0;2;"0";"0.00292406833226769";5;"ER to Golgi transport vesicle membrane, trans-Golgi network membrane, MHC class II protein complex, plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, Golgi membrane, late endosome membrane, lysosomal membrane, clathrin-coated endocytic vesicle membrane";0,00043917435221783
"30";30;"P02533";"P02533";"K1C14_HUMAN";"Keratin, type I cytoskeletal 14";"KRT14";2;5;"0.00304715323065653";1;2;2;3;"0.00724933560296123";"0.00348905780663806";27;"keratin filament, cell periphery, cytosol, extracellular vesicular exosome, nucleus";0,00109793588054458
"31";31;"P02538";"P02538";"K2C6A_HUMAN";"Keratin, type II cytoskeletal 6A";"KRT6A";2;3;"0.00269260582726782";2;1;2;1;"0.01212340991566";"0.00214449214747932";29;"extracellular vesicular exosome, keratin filament, intermediate filament";0,000658761528326746
"32";32;"P02765";"P02765";"FETUA_HUMAN";"Alpha-2-HS-glycoprotein";"AHSG";3;12;"0.00406973170640535";0;3;0;12;"0";"0.00726634964312844";0;"blood microparticle, extracellular vesicular exosome";0,00263504611330698
"33";33;"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";22;44;"0.00720592407840281";0;22;0;44;"0";"0.0128659006619779";0;"extracellular vesicular exosome, blood microparticle, integral component of plasma membrane, endosome, external side of plasma membrane, coated pit, perinuclear region of cytoplasm, cytoplasmic membrane-bounded vesicle, melanosome";0,00966183574879227
"34";34;"P03989";"P03989";"1B27_HUMAN";"HLA class I histocompatibility antigen, B-27 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";16;"ER to Golgi transport vesicle membrane, cell surface, phagocytic vesicle membrane, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, Golgi membrane, extracellular vesicular exosome";0
"35";35;"P04075";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";14;23;"0.00786460744820687";0;14;0;23;"0";"0.0140419545186921";0;"extracellular space, extracellular vesicular exosome, I band, actin cytoskeleton, cytosol, platelet alpha granule lumen";0,00505050505050505
"36";36;"P04222";"P04222";"1C03_HUMAN";"HLA class I histocompatibility antigen, Cw-3 alpha chain";"HLA-C";0;0;"0";0;0;0;0;"0";"0";11;"phagocytic vesicle membrane, early endosome membrane, Golgi membrane, cell surface, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex";0
"37";37;"P04229";"P04229,Q29974,Q30134";"2B11_HUMAN, 2B18_HUMAN, 2B1G_HUMAN";"HLA class II histocompatibility antigen, DRB1-1 beta chain, HLA class II histocompatibility antigen, DRB1-16 beta chain, HLA class II histocompatibility antigen, DRB1-8 beta chain";"HLA-DRB1";0;0;"0";0;0;0;0;"0";"0";5;"integral component of lumenal side of endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, late endosome membrane, external side of plasma membrane, clathrin-coated endocytic vesicle membrane, trans-Golgi network membrane, Golgi membrane, MHC class II protein complex, extracellular vesicular exosome, lysosomal membrane";0
"38";38;"P04259";"P04259";"K2C6B_HUMAN";"Keratin, type II cytoskeletal 6B";"KRT6B";0;0;"0";0;0;0;0;"0";"0";36;"keratin filament, extracellular vesicular exosome";0
"39";39;"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";25;142;"0.0345289187404925";18;23;90;52;"0.146258629482291";"0.0208975291591065";43;"extracellular vesicular exosome, keratin filament, plasma membrane, cytoskeleton, membrane, blood microparticle";0,031181379007466
"40";40;"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";7;21;"0.00780234384608609";4;6;11;10;"0.0261441141686156";"0.00663370726126402";0;"perinuclear region of cytoplasm, extracellular vesicular exosome, lipid particle, nucleus, GAIT complex, cytosol, ribonucleoprotein complex, microtubule cytoskeleton, plasma membrane";0,00461133069828722
"41";41;"P04439";"P04439,P13746-1,P13746-2,P16188";"1A03_HUMAN, 1A11_HUMAN, 1A30_HUMAN";"HLA class I histocompatibility antigen, A-11 alpha chain, HLA class I histocompatibility antigen, A-3 alpha chain, HLA class I histocompatibility antigen, A-30 alpha chain";"HLA-A";0;0;"0";0;0;0;0;"0";"0";15;"MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, phagocytic vesicle membrane, early endosome membrane, integral component of plasma membrane, ER to Golgi transport vesicle membrane, Golgi membrane";0
"43";43;"P04899";"P04899-1,P04899-4";"GNAI2_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2";2;3;"9.99233774252273E-4";0;2;0;3;"0";"0";4;"centrosome, midbody, cytosol, extracellular vesicular exosome, cytoplasm, heterotrimeric G-protein complex, membrane raft, nucleus";0,000658761528326746
"44";44;"P04920";"P04920-1,P04920-2";"B3A2_HUMAN";"Anion exchange protein 2";"SLC4A2";1;1;"5.0147446154001E-5";0;1;0;1;"0";"0";0;"plasma membrane, integral component of membrane, basolateral plasma membrane";0,000219587176108915
"45";45;"P05023";"P05023-1";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";31;50;"0.00608338032034362";0;31;0;50;"0";"0";0;"T-tubule, endoplasmic reticulum, basolateral plasma membrane, melanosome, endosome, Golgi apparatus, sodium:potassium-exchanging ATPase complex, caveola, extracellular vesicular exosome";0,0109793588054458
"46";46;"P05026";"P05026-1,P05026-2";"AT1B1_HUMAN";"Sodium/potassium-transporting ATPase subunit beta-1";"ATP1B1";3;6;"0.00123233625103198";0;3;0;6;"0";"0";0;"apical plasma membrane, caveola, sodium:potassium-exchanging ATPase complex, extracellular vesicular exosome, basolateral plasma membrane";0,00131752305665349
"47";47;"P05107";"P05107";"ITB2_HUMAN";"Integrin beta-2";"ITGB2";8;16;"0.00258966889683704";0;8;0;16;"0";"0.00462375434595256";0;"extracellular vesicular exosome, integrin complex";0,00351339481774264
"48";48;"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";1;2;"0.00438554561818597";0;1;0;2;"0";"0.00783022325217993";17;"MMXD complex, mitochondrial nucleoid, integral component of plasma membrane, mitochondrial inner membrane";0,00043917435221783
"51";51;"P05362";"P05362";"ICAM1_HUMAN";"Intercellular adhesion molecule 1";"ICAM1";9;15;"0.00350937860961176";0;9;0;15;"0";"0.0062658607120022";0;"extracellular vesicular exosome, external side of plasma membrane, immunological synapse, integral component of plasma membrane, extracellular space";0,00329380764163373
"52";52;"P05556";"P05556-1";"ITB1_HUMAN";"Integrin beta-1";"ITGB1";14;38;"0.00592695054067764";0;14;0;38;"0";"0";0;"cytoplasm, recycling endosome, basement membrane, filopodium, alpha7-beta1 integrin complex, myelin sheath abaxonal region, focal adhesion, extracellular vesicular exosome, alpha3-beta1 integrin complex, hemidesmosome, alpha8-beta1 integrin complex, cleavage furrow, alpha9-beta1 integrin complex, external side of plasma membrane, melanosome, acrosomal vesicle, lamellipodium, intercalated disc, ruffle, sarcolemma, neuromuscular junction, membrane raft, cell surface";0,00834431269213878
"53";53;"P05787";"P05787";"K2C8_HUMAN";"Keratin, type II cytoskeletal 8";"KRT8";0;0;"0";0;0;0;0;"0";"0";10;"intermediate filament, nucleoplasm, keratin filament, Z disc, cytoplasm, nuclear matrix, sarcolemma, extracellular vesicular exosome, costamere, dystrophin-associated glycoprotein complex";0
"54";54;"P06213";"P06213-1,P06213-2";"INSR_HUMAN";"Insulin receptor";"INSR";13;20;"0.00104472152800946";0;13;0;20;"0";"0";4;"insulin receptor complex, endosome membrane, extracellular vesicular exosome, caveola";0,0043917435221783
"55";55;"P06396";"P06396-1,P06396-2,P06396-3";"GELS_HUMAN";"Gelsolin";"GSN";2;2;"1.06109088963538E-4";0;2;0;2;"0";"0";0;"protein complex, blood microparticle, extracellular vesicular exosome, perinuclear region of cytoplasm, ruffle, lamellipodium, actin cytoskeleton, cytosol";0,00043917435221783
"57";57;"P06733";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";24;47;"0.0134790326812185";3;24;3;44;"0";"0";0;"M band, cytosol, phosphopyruvate hydratase complex, plasma membrane, nucleus, extracellular vesicular exosome, extracellular space";0,010320597277119
"59";59;"P06753";"P06753-2,P06753-3";"TPM3_HUMAN";"Tropomyosin alpha-3 chain";"TPM3";4;8;"0.00175304170921451";0;4;0;8;"0";"0";0;"cytosol, stress fiber, extracellular vesicular exosome, muscle thin filament tropomyosin";0,00175669740887132
"60";60;"P07195";"P07195";"LDHB_HUMAN";"L-lactate dehydrogenase B chain";"LDHB";4;7;"0.00313028166280101";2;4;2;5;"0.00667479017151918";"0.00377035557414158";4;"extracellular vesicular exosome, cytosol, mitochondrion";0,00153711023276241
"61";61;"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";2;6;"0.00738666234613507";1;2;2;4;"0.0125528148495912";"0.00905934323844018";35;"extracellular vesicular exosome, cytosol, cell body, plasma membrane, microtubule, nuclear envelope lumen";0,00131752305665349
"62";62;"P07737";"P07737";"PROF1_HUMAN";"Profilin-1";"PFN1";2;4;"0.00355617032440658";0;2;0;4;"0";"0.00634940552149557";0;"synapse, extracellular vesicular exosome, cytoplasm, blood microparticle, neuron projection, cytoskeleton, nucleus";0,000878348704435661
"63";63;"P07900";"P07900-1,P07900-2";"HS90A_HUMAN";"Heat shock protein HSP 90-alpha";"HSP90AA1";5;7;"0.00109106090895671";3;3;4;3;"0";"0";20;"extracellular vesicular exosome, mitochondrion, apical plasma membrane, basolateral plasma membrane, neuron projection, cell surface, extracellular matrix, perinuclear region of cytoplasm, neuronal cell body, brush border membrane, cytosol, protein complex, endocytic vesicle lumen, melanosome, plasma membrane";0,00153711023276241
"64";64;"P08069";"P08069";"IGF1R_HUMAN";"Insulin-like growth factor 1 receptor";"IGF1R";4;5;"5.28092593895052E-4";0;4;0;5;"0";"9.42889042328895E-4";4;"neuron projection, intracellular membrane-bounded organelle, integral component of plasma membrane, caveola, receptor complex";0,00109793588054458
"65";65;"P08107";"P08107-1";"HSP71_HUMAN";"Heat shock 70 kDa protein 1A/1B";"HSPA1B,HSPA1A";1;1;"0.00101678317352328";0;1;0;1;"0";"0";18;"blood microparticle, mitochondrion, ribonucleoprotein complex, perinuclear region of cytoplasm, endoplasmic reticulum, extracellular vesicular exosome, aggresome, cytosol, nuclear speck";0,000219587176108915
"66";66;"P08195";"P08195-1,P08195-2,P08195-3,P08195-4";"4F2_HUMAN";"4F2 cell-surface antigen heavy chain";"SLC3A2";31;118;"0.00582816803166634";1;31;1;117;"0";"0";0;"apical plasma membrane, melanosome, extracellular vesicular exosome, integral component of membrane, plasma membrane";0,025911286780852
"67";67;"P08238";"P08238";"HS90B_HUMAN";"Heat shock protein HSP 90-beta";"HSP90AB1";8;17;"0.00561213023361366";2;8;2;15;"0.00366577860643154";"0.00913530950951825";22;"basolateral plasma membrane, extracellular vesicular exosome, brush border membrane, apical plasma membrane, mitochondrion, melanosome, cell surface, cytosol, inclusion body";0,00373298199385156
"68";68;"P08575";"P08575-1,P08575-2";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";51;242;"0.0115493721808757";0;51;0;242;"0";"0";0;"integral component of plasma membrane, membrane raft, extracellular vesicular exosome, focal adhesion, external side of plasma membrane";0,0531400966183575
"69";69;"P08648";"P08648";"ITA5_HUMAN";"Integrin alpha-5";"ITGA5";13;27;"0.00320360434372185";0;13;0;27;"0";"0.00571991250506512";0;"synapse, alphav-beta3 integrin-vitronectin complex, ruffle, cytoplasm, external side of plasma membrane, integrin complex";0,00592885375494071
"70";70;"P08779";"P08779";"K1C16_HUMAN";"Keratin, type I cytoskeletal 16";"KRT16";4;5;"0.00304071104623654";3;1;3;2;"0.0108510139680688";"0.00232112090871482";27;"intermediate filament, extracellular vesicular exosome";0,00109793588054458
"71";71;"P09429";"P09429";"HMGB1_HUMAN";"High mobility group protein B1";"HMGB1";2;2;"0.0016884917237977";0;2;0;2;"0";"0.00301473711776437";2;"nucleoplasm, condensed chromosome, cell surface, extracellular space";0,00043917435221783
"72";72;"P10319";"P10319";"1B58_HUMAN";"HLA class I histocompatibility antigen, B-58 alpha chain";"HLA-B";0;0;"0";0;0;0;0;"0";"0";13;"phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, cell surface";0
"73";73;"P10321";"P10321";"1C07_HUMAN";"HLA class I histocompatibility antigen, Cw-7 alpha chain";"HLA-C";0;0;"0";0;0;0;0;"0";"0";17;"integral component of lumenal side of endoplasmic reticulum membrane, phagocytic vesicle membrane, extracellular vesicular exosome, cell surface, MHC class I protein complex, Golgi membrane, ER to Golgi transport vesicle membrane, early endosome membrane";0
"74";74;"P10599";"P10599";"THIO_HUMAN";"Thioredoxin";"TXN";1;1;"0.00118539010813553";0;1;0;1;"0";"0.00211646850716519";0;"extracellular vesicular exosome, mitochondrion, nucleoplasm, cytosol";0,000219587176108915
"75";75;"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";21;45;"0.00977481371891862";6;20;10;35;"0.0138954120997719";"0.0135742090119233";0;"coated vesicle, mitochondrial matrix, extracellular vesicular exosome, mitochondrial inner membrane, cell surface, early endosome, plasma membrane, secretory granule, lipopolysaccharide receptor complex, coated pit, extracellular space, cytosol";0,00988142292490119
"76";76;"P11021";"P11021";"GRP78_HUMAN";"78 kDa glucose-regulated protein";"HSPA5";15;25;"0.00544956394154319";1;15;1;24;"0.0021913957247255";"0.00892391943599831";10;"extracellular vesicular exosome, cell surface, endoplasmic reticulum lumen, midbody, integral component of endoplasmic reticulum membrane, melanosome, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum chaperone complex, nucleus";0,00548967940272288
"77";77;"P11142";"P11142-1";"HSP7C_HUMAN";"Heat shock cognate 71 kDa protein";"HSPA8";22;43;"0.0117038829187248";2;22;4;39;"0";"0";22;"clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane, nucleolus, ribonucleoprotein complex, extracellular vesicular exosome, Prp19 complex, cytosol, melanosome, spliceosomal complex, plasma membrane, blood microparticle";0,00944224857268336
"78";78;"P11166";"P11166";"GTR1_HUMAN";"Solute carrier family 2, facilitated glucose transporter member 1";"SLC2A1";5;10;"0.00252979596248436";0;5;0;10;"0";"0.00451685352138912";0;"caveola, integral component of membrane, basolateral plasma membrane, female pronucleus, plasma membrane, blood microparticle, extracellular vesicular exosome, midbody, melanosome, cell-cell junction, cortical actin cytoskeleton";0,00219587176108915
"79";79;"P11169";"P11169";"GTR3_HUMAN";"Solute carrier family 2, facilitated glucose transporter member 3";"SLC2A3";5;9;"0.00225845494392757";0;5;0;9;"0";"0.00403238455498206";0;"integral component of membrane, extracellular vesicular exosome, plasma membrane";0,00197628458498024
"81";81;"P11586";"P11586";"C1TC_HUMAN";"C-1-tetrahydrofolate synthase, cytoplasmic";"MTHFD1";2;2;"2.66237350490332E-4";0;2;0;2;"0";"4.7535656310662E-4";0;"extracellular vesicular exosome, mitochondrion, cytosol";0,00043917435221783
"84";84;"P12821";"P12821-1,P12821-2";"ACE_HUMAN";"Angiotensin-converting enzyme";"ACE";4;4;"1.90606372671103E-4";0;4;0;4;"0";"0";0;"external side of plasma membrane, endosome, extracellular space, extracellular vesicular exosome, plasma membrane, integral component of membrane";0,000878348704435661
"85";85;"P13598";"P13598";"ICAM2_HUMAN";"Intercellular adhesion molecule 2";"ICAM2";3;6;"0.00271562097500139";0;3;0;6;"0";"0.00484863694368752";0;"uropod, integral component of plasma membrane";0,00131752305665349
"86";86;"P13612";"P13612";"ITA4_HUMAN";"Integrin alpha-4";"ITGA4";13;23;"0.00277395068909622";0;13;0;23;"0";"0.00495278240775575";0;"extracellular vesicular exosome, integrin complex, plasma membrane, external side of plasma membrane, cell surface";0,00505050505050505
"87";87;"P13639";"P13639";"EF2_HUMAN";"Elongation factor 2";"EEF2";10;16;"0.00232104356837726";0;10;0;16;"0";"0.00414413413990387";0;"polysome, ribonucleoprotein complex, extracellular vesicular exosome, cytosol";0,00351339481774264
"88";88;"P13645";"P13645";"K1C10_HUMAN";"Keratin, type I cytoskeletal 10";"KRT10";23;104;"0.0248404889411641";15;22;52;52;"0.0814401997038696";"0.0215566590066036";16;"cytoplasm, extracellular space, keratin filament, intermediate filament, extracellular vesicular exosome";0,0228370663153272
"89";89;"P13646";"P13646-1,P13646-3";"K1C13_HUMAN";"Keratin, type I cytoskeletal 13";"KRT13";0;0;"0";0;0;0;0;"0";"0";8;"extracellular vesicular exosome, keratin filament";0
"90";90;"P13647";"P13647";"K2C5_HUMAN";"Keratin, type II cytoskeletal 5";"KRT5";8;15;"0.00507342275648452";1;7;1;14;"0.00348621758655718";"0.00721629706822347";16;"keratin filament, cytosol, plasma membrane, extracellular vesicular exosome, mitochondrion";0,00329380764163373
"91";91;"P13796";"P13796";"PLSL_HUMAN";"Plastin-2";"LCP1";6;8;"0.00158808244152128";0;6;0;8;"0";"0.00283546020098686";0;"extracellular vesicular exosome, actin filament, actin filament bundle, ruffle membrane, phagocytic cup, plasma membrane, filopodium, focal adhesion, cytosol, ruffle, extracellular space";0,00175669740887132
"92";92;"P14209";"P14209-1";"CD99_HUMAN";"CD99 antigen";"CD99";2;4;"0.00269115592117255";0;2;0;4;"0";"0";0;"integral component of plasma membrane, cytoplasm";0,000878348704435661
"93";93;"P14618";"P14618-1";"KPYM_HUMAN";"Pyruvate kinase isozymes M1/M2";"PKM";19;37;"0.00867276943522886";8;17;11;26;"0";"0";0;"cytosol, mitochondrion, plasma membrane, nucleus, extracellular vesicular exosome, cilium";0,00812472551602986
"94";94;"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";4;6;"0.00101087737306484";0;4;0;6;"0";"0.00181863420914568";2;"cytosol, melanosome, midbody, extracellular vesicular exosome, perinuclear region of cytoplasm, endoplasmic reticulum membrane, endocytic vesicle lumen, endoplasmic reticulum lumen, plasma membrane";0,00131752305665349
"95";95;"P15144";"P15144";"AMPN_HUMAN";"Aminopeptidase N";"ANPEP";14;23;"0.0029604106630272";0;14;0;23;"0";"0.00528569952926984";0;"external side of plasma membrane, cytosol, endoplasmic reticulum-Golgi intermediate compartment, extracellular vesicular exosome, integral component of plasma membrane, lysosomal membrane";0,00505050505050505
"96";96;"P15151";"P15151-1,P15151-2,P15151-3";"PVR_HUMAN";"Poliovirus receptor";"PVR";6;10;"9.94931745437493E-4";0;6;0;10;"0";"0";0;"plasma membrane, extracellular space, cell surface, cytoplasm, nucleus, integral component of membrane, cell junction";0,00219587176108915
"97";97;"P15529";"P15529-1,P15529-10,P15529-11,P15529-12,P15529-13,P15529-14,P15529-15";"MCP_HUMAN";"Membrane cofactor protein";"CD46";1;2;"1.5119771787443E-4";0;1;0;2;"0";"0";2;"extracellular vesicular exosome, integral component of plasma membrane, inner acrosomal membrane, cell surface, Golgi apparatus, basolateral plasma membrane";0,00043917435221783
"98";98;"P15529";"P15529-16,P15529-2,P15529-3,P15529-4,P15529-5,P15529-6,P15529-7";"MCP_HUMAN";"Membrane cofactor protein";"CD46";1;1;"7.55988589372148E-5";0;1;0;1;"0";"0";2;"extracellular vesicular exosome, integral component of plasma membrane, inner acrosomal membrane, cell surface, Golgi apparatus, basolateral plasma membrane";0,000219587176108915
"100";100;"P16070";"P16070-1,P16070-10,P16070-11,P16070-12,P16070-13,P16070-14,P16070-16,P16070-17,P16070-18,P16070-3,P16070-4,P16070-5,P16070-6,P16070-7,P16070-8";"CD44_HUMAN";"CD44 antigen";"CD44";10;87;"9.72914522715009E-4";0;10;0;87;"0";"0";0;"extracellular vesicular exosome, integral component of plasma membrane, basolateral plasma membrane, external side of plasma membrane, cell surface";0,0191040843214756
"101";101;"P16150";"P16150";"LEUK_HUMAN";"Leukosialin";"SPN";9;63;"0.0196033889132913";2;9;4;59;"0.00796207113316931";"0.0327788060047209";0;"integral component of plasma membrane, uropod, cell surface, basement membrane, extracellular space, external side of plasma membrane, extracellular vesicular exosome";0,0138339920948617
"102";102;"P16189";"P16189,P30459";"1A31_HUMAN, 1A74_HUMAN";"HLA class I histocompatibility antigen, A-31 alpha chain, HLA class I histocompatibility antigen, A-74 alpha chain";"HLA-A";0;0;"0";0;0;0;0;"0";"0";25;"MHC class I protein complex, ER to Golgi transport vesicle membrane, plasma membrane, early endosome membrane, Golgi membrane, phagocytic vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane";0
"103";103;"P16284";"P16284-1,P16284-2,P16284-3,P16284-6";"PECA1_HUMAN";"Platelet endothelial cell adhesion molecule";"PECAM1";11;17;"7.16775522703902E-4";0;11;0;17;"0";"0";0;"cell junction, extracellular space, extracellular vesicular exosome, integral component of membrane, plasma membrane, platelet alpha granule membrane";0,00373298199385156
